"secretaria","codigodepartamento","nombredepartamento","codigomunicipio","nombremunicipio","codigoestablecimiento","nombreestablecimiento","zona","direccion","telefono","niveles","grados","modelos"
"PUTUMAYO","86","PUTUMAYO","86571","PUERTO GUZMÁN","286001002997","CEPBIN KWE SX IPX KWETH DXI J","RURAL","VDA EL DESCANSO","3204486840","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24,25",
"PUTUMAYO","86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","286573000073","CENTRO ETNOEDUCATIVO RURAL INDIGENA D+ONA SAFIA","RURAL","CABILDO INDIGENA EL REFUGIO",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9",
"PUTUMAYO","86","PUTUMAYO","86757","SAN MIGUEL","386757004122","JARDIN INFANTIL MIS TIERNOS AMIGUITOS","URBANA","BARRIO 9 DE ABRIL",,"PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",
"AMAZONAS","91","AMAZONAS","91798","TARAPACÁ","291798000076","ESC PUERTO NUEVO","RURAL","COMUNID PUERTO NUEVO","3143750495","PREESCOLAR,BÁSICA PRIMARIA","0,1,2,3,4,5",
"PUTUMAYO","86","PUTUMAYO","86571","PUERTO GUZMÁN","286001002865","C.E.R. LA BARRIALOSA","RURAL","VDA BARRIALOSA","3123791788","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86749","SIBUNDOY","286749000598","I.E.R. BILINGUE ARTESANAL CAMENTSA","RURAL","VDA LAS COCHAS","3128874813","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25",
"PUTUMAYO","86","PUTUMAYO","86755","SAN FRANCISCO","186755000015","IE ALMIRANTE PADILLA","URBANA","CL 4 3 45","4271078","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86568","PUERTO ASÍS","286568005083","IE RUR ECOLOGICO EL CUEMBI","RURAL","CORREG LA CARMELITA","4220015-4228025","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,99",
"PUTUMAYO","86","PUTUMAYO","86568","PUERTO ASÍS","286568000219","IE RUR LA PAILA","RURAL","VDA LA PAILA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86568","PUERTO ASÍS","286568061137","CEPBIN MANUEL QUINTIN LAME CHANTRE","RURAL","RESGUARDO KIWNAS CXHAB","3134611757","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25","NO APLICA"
"PUTUMAYO","86","PUTUMAYO","86001","MOCOA","286001003543","I.E.R. ABORIGENES DE COLOMBIA","RURAL","VDA YUNGUILLO","3214431119","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86001","MOCOA","286001003292","I.E.R. CIUDAD PUERTO LIMON","RURAL","INSP PUERTO LIMON","4285299","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25",
"PUTUMAYO","86","PUTUMAYO","86001","MOCOA","186001004022","CENTRO EDUCATIVO SAGRADA FAMILIA","URBANA","CL 24 7 A 19",,"PREESCOLAR","-3",
"AMAZONAS","91","AMAZONAS","91263","EL ENCANTO","291263000034","I.E INTERNADO SAN RAFAEL DEL CARAPARANA","RURAL","VDA SAN RAFAEL","5927571","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"AMAZONAS","91","AMAZONAS","91798","TARAPACÁ","491798000113","ESC EMANUEL","RURAL","CORREG TARAPACA","3143750495","PREESCOLAR,BÁSICA PRIMARIA","0,1,2,3,4,5",
"PUTUMAYO","86","PUTUMAYO","86571","PUERTO GUZMÁN","486001000713","I.E.R. MAYOYOQUE","RURAL","INSP MAYOYOQUE","3115959008","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86569","PUERTO CAICEDO","286569000239","C.E.R. VILLAFLOR","RURAL","VDA. VILLAFLOR",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24",
"PUTUMAYO","86","PUTUMAYO","86320","ORITO","386320002554","JARDIN INFANTIL PEQUEÑAS MANOS","URBANA","CL 13 11 24",,"PREESCOLAR","-3",
"PUTUMAYO","86","PUTUMAYO","86885","VILLAGARZÓN","286885000739","I.E.R. PUERTO UMBRIA","RURAL","IDP PUERTO UMBRIA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86568","PUERTO ASÍS","386568061022","COL SEMIPRESENCIAL SAN JUAN BOSCO","URBANA","KR 20 19 25 BR EL JARDIN","4220082","MEDIA,BÁSICA SECUNDARIA","23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86569","PUERTO CAICEDO","286568005466","CENT EDUC RUR LA ISLA","RURAL","VDA LA ISLA","4274417","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86749","SIBUNDOY","186749000577","IE FRAY BARTOLOME DE IGUALADA","URBANA","BARRIO ORIENTAL","4260228","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,10,11",
"PUTUMAYO","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","186865003745","IE CIUDAD LA HORMIGA","URBANA","CL 8 3 128","3134315890","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86320","ORITO","286320000361","I.E.R. TESALIA","RURAL","INSP POLICIA TESALIA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24",
"PUTUMAYO","86","PUTUMAYO","86320","ORITO","286320000395","IE RUR ANTONIO NARI¿O","RURAL","IDP BUENOS AIRES","3147201386","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24",
"PUTUMAYO","86","PUTUMAYO","86568","PUERTO ASÍS","286568001100","I.E.R. LA LIBERTAD","RURAL","VDA LA LIBERTAD","3123514083","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"AMAZONAS","91","AMAZONAS","91407","LA PEDRERA","291407000158","ESC CENTRO PROVIDENCIA","RURAL","COMUNID CENTRO PROVIDENCIA ","3122343072","PREESCOLAR,BÁSICA PRIMARIA","0,1,2,3,4,5",
"PUTUMAYO","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","286865003553","I.E.R. EL VENADO","RURAL","VDA EL VENADO","3107758230","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25",
"PUTUMAYO","86","PUTUMAYO","86219","COLÓN","286219000139","I.E.R. ALBERTO LEON ROJAS","RURAL","CORREG SAN PEDRO","3116347728","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86569","PUERTO CAICEDO","286569000298","I.E.R. ARIZONA","RURAL","INSP ARIZONA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86885","VILLAGARZÓN","386885050749","I.E. PLACIDO CAMILO CROUS","URBANA","CL 3 5 14","984284227","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86001","MOCOA","186001000175","I.E. PIO XII","URBANA","IND AV FIDEL DE MONCLARTH","429 60 13","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86320","ORITO","286320000301","C.E.R. SINAI","RURAL","VDA SINAI",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24",
"PUTUMAYO","86","PUTUMAYO","86755","SAN FRANCISCO","286755000192","CENT ETNOEDUCATIVO RURAL SAN SILVESTRE","RURAL","VDA SAN SILVESTRE",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86757","SAN MIGUEL","286865003600","I.E.R. SAN JOSÉ ","RURAL","VDA SAN FRANCISCO","3133318629","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86571","PUERTO GUZMÁN","286001000137","C.E.R. SAN JOSE DE LA MONTAÑA","RURAL","VDA SAN JOSE  MONTA¿A",,,,
"PUTUMAYO","86","PUTUMAYO","86749","SIBUNDOY","386749000045","IE CHAMPAGNAT","URBANA","KR 15 18 72","4260274","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99",
"PUTUMAYO","86","PUTUMAYO","86568","PUERTO ASÍS","286568000405","C.E.R. VILLA VICTORIA","RURAL","VDA VILLAVICTORIA","311 554 89 88","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24",
"PUTUMAYO","86","PUTUMAYO","86568","PUERTO ASÍS","286568000359","CENT ETNOEDUCATIVO RUR BUENAVISTA","RURAL","VDA BUENA VISTA","4228574","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24,25",
"PUTUMAYO","86","PUTUMAYO","86320","ORITO","286320000298","C.E.R. ALTAMIRA","URBANA,RURAL","VDA ALTAMIRA",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,21,22,23",
"PUTUMAYO","86","PUTUMAYO","86320","ORITO","386001003855","INSTITUTO SEMIPRESENCIAL ALFEREZ REAL","URBANA","BARRIO EL SABALO","4290643","MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","286573000839","CENT EDUC RUR BOCANA DEL YURILLA","RURAL","CASER BOCANA DEL YURILLA","3102483628","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,21,22,23,24",
"PUTUMAYO","86","PUTUMAYO","86568","PUERTO ASÍS","286568000537","IE RUR CIUDAD SANTANA","RURAL","CORREG SANTANA","3127733972","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99",
"PUTUMAYO","86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","286573000804","INST ETNOEDUCATIVA RUR INDIGENA KICHWA SANTA CECILIA","RURAL","CABILDO INDIGENA CECILIA COCHA","26637165","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,21,22",
"PUTUMAYO","86","PUTUMAYO","86568","PUERTO ASÍS","286568000197","C.E.R. ALTO LORENZO","RURAL","VDA ALTO LORENZO","3208388470","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,21,22,23,24",
"PUTUMAYO","86","PUTUMAYO","86001","MOCOA","386001003939","NUEVO INSTITUTO DE APRENDIZAJE SURCOLOMBIANO","URBANA","CL 5 11 48","4204431","MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86001","MOCOA","186001002798","I.E. ETNOEDUCATIVA BILINGUE INGA","URBANA,RURAL","BARRIO BOLIVAR","420 52 63","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,99",
"PUTUMAYO","86","PUTUMAYO","86320","ORITO","286320000379","I.E.R. ELYARUMO","RURAL","VDA. EL YARUMO","3133774414","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25",
"PUTUMAYO","86","PUTUMAYO","86757","SAN MIGUEL","286865001879","I.E.R. EL SÁBALO","RURAL","VDA EL SÁBALO","3216434040","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86001","MOCOA","186001002241","IE SANTA MARIA GORETTI","URBANA","CL 7 A 8 20","4295587","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86760","SANTIAGO","286760000184","INST ETN RURAL  BIL INGA IACHAI WASI CARLOS TAMABIOY","RURAL","RESG QUINCHOAPAMBA","3144314670","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11",
"PUTUMAYO","86","PUTUMAYO","86568","PUERTO ASÍS","286568003099","C.E.R. TETEYE","RURAL","CORREG TETEYE","422 85 74","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86001","MOCOA","186001000248","IE FRAY PLACIDO","URBANA","BARRIO MIRAFLORES","4296495","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99",
"AMAZONAS","91","AMAZONAS","91798","TARAPACÁ","291798000131","ESC FILIAL WONE","RURAL","COMUNID PUPUÑA","3143750495","PREESCOLAR,BÁSICA PRIMARIA","0,1,2,3,4,5",
"AMAZONAS","91","AMAZONAS","91798","TARAPACÁ","291798000084","ESC SANTA TERESITA","RURAL","COMUNID CAÑA BRAVA","3143750495","PREESCOLAR,BÁSICA PRIMARIA","0,1,2,3,4,5",
"PUTUMAYO","86","PUTUMAYO","86571","PUERTO GUZMÁN","286001002903","I.E.R. QUINAPEJO","RURAL","VDA. QUINAPEJO",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25",
"PUTUMAYO","86","PUTUMAYO","86757","SAN MIGUEL","286757000246","IE RUR PUERTO COLON SAN MIGUEL","RURAL","CORREG PUERTO COLON","3208071732","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"AMAZONAS","91","AMAZONAS","91405","LA CHORRERA","291405000231","I.E. COLEGIO INDIGENA CASA DEL CONOCIMIENTO","RURAL","CORREG LA CHORRERA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11",
"PUTUMAYO","86","PUTUMAYO","86760","SANTIAGO","486760000043","IE RUR INTERCULTURAL MADRE LAURA","RURAL","IDP SAN ANDRES","3134956624","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11",
"PUTUMAYO","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","286865002727","I.E.R. LA CONCORDIA","RURAL","VDA LA CONCORDIA","3107859908","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86568","PUERTO ASÍS","386568005932","JARDIN INFANTIL GENIECITOS ","URBANA","CL 15 31 41 BR EL RECREO","4220138","PREESCOLAR","-3",
"PUTUMAYO","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","386865004325","JARDIN INFANTIL MI PEQUE¥O MUNDO ","URBANA","KR 8 7 21","4282415","PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",
"PUTUMAYO","86","PUTUMAYO","86571","PUERTO GUZMÁN","286001002636","I.E.R. RAFAEL REYES","RURAL","INSP SANTA LUCIA",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,99",
"PUTUMAYO","86","PUTUMAYO","86568","PUERTO ASÍS","286568005610","I. E. RUR CAUCACIA","RURAL","VDA CAUCACIA","4221065","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25",
"AMAZONAS","91","AMAZONAS","91530","PUERTO ALEGRÍA","291263000085","I.E. LAS AMERICAS","RURAL","CORREG PUERTO ALEGRIA",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21",
"PUTUMAYO","86","PUTUMAYO","86865","VALLE DEL GUAMUEZ","286865001780","IE RUR EL CAIRO","RURAL","VDA EL CAIRO","3208388470","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25",
"PUTUMAYO","86","PUTUMAYO","86757","SAN MIGUEL","286757000114","I.E.R. AGUA CLARA","RURAL","VDA AGUA BLANCA","3134280044","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86568","PUERTO ASÍS","386568005754","COL CAMPESTRE LOS ANGELES","URBANA","IND VIA BERLIN","3112376431","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8",
"PUTUMAYO","86","PUTUMAYO","86885","VILLAGARZÓN","286885000224","I.E.R. RIO BLANCO","RURAL","VDA RICO",,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24",
"PUTUMAYO","86","PUTUMAYO","86320","ORITO","386320002376","JARDIN INFANTIL APRENDAMOS JUGANDO","URBANA","KR 10 6 58","4292253","PREESCOLAR,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5",
"PUTUMAYO","86","PUTUMAYO","86001","MOCOA","386001003866","JARDIN INFANTIL PEQUE¥OS GENIOS","URBANA","KR 9 14 133","4204145","PREESCOLAR","-3",
"PUTUMAYO","86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","186573000371","IE CANDIDO LEGUIZAMO","URBANA,RURAL","CL 8 A KR 2 A","3112875975","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86320","ORITO","286320000883","IE RUR NUEVA BENGALA","RURAL","INSP SAN  VICENTE DEL LUZON",,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",
"PUTUMAYO","86","PUTUMAYO","86320","ORITO","286320000468","C.E.R. LUCITANIA","RURAL","VDA LUCITANIA","3107825789","PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","-2,-1,0,1,2,3,4,5,6,7,8,9,21,22,23,24",
"PUTUMAYO","86","PUTUMAYO","86569","PUERTO CAICEDO","286569000387","C.E.R. LA INDEPENDENCIA","RURAL","VDA LA INDEPENDENCIA","3223047884","PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","0,1,2,3,4,5,6,7,8,9,21,22,23,24,25,26",
