"the_geom","id","ubicacion","longitud_m","estado","barrio","programa"
"MULTILINESTRING ((-74.82061930901375 10.958759241727638, -74.82060840737826 10.958951789978913, -74.82061082253927 10.95907018962309, -74.8206301816951 10.959195765757286, -74.82064833237109 10.959281875323928))","0","CALLE  76 ENTRE CARRERA 9G Y 9D","61,4","TERMINADO","EVARISTO SOURDIS","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81966779979072 10.973419325433024, -74.81959819467322 10.97360170502361, -74.81952858872614 10.97379903401778, -74.81946805985639 10.974008322973607, -74.81935003622216 10.974259467471885, -74.81918056689476 10.97460329577568))","0","CALLE 77 ENTRE CARRERA 22D Y 23","143","TERMINADO","EVARISTO SOURDIS","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81281870296833 10.971120395174035, -74.81276057616114 10.97152940729584))","0","CALLE  72B ENTRE CARRERA 23 y 22D","92","TERMINADO","SAN FELIPE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81253321673306 10.968962873882095, -74.81249930196572 10.969303718362214))","0","CALLE 72 ENTRE CARRERA  21B y 22","114,7","TERMINADO","SAN FELIPE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81806419988997 10.974622473123345, -74.81855618205459 10.974690548764135))","0","CARRERA 24 ENTRE CALLE 75A Y 77","55,15","TERMINADO","SAN FELIPE","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81764674243068 10.972650292920578, -74.81749422295233 10.972891867199213, -74.81730539061853 10.973162142260733, -74.81721581695744 10.973276948803669))","0","CALLE 75A ENTRE CARRERAS 22D Y 23D","84","TERMINADO","NUEVA COLOMBIA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81516076014671 10.971030825090246, -74.81526003011426 10.970707923754496, -74.81530603081639 10.970595506957649, -74.815514236712 10.970203246979702, -74.81564980982668 10.969987983599971, -74.81572486231309 10.969818162720474, -74.8157514985709 10.969681825585521, -74.8157490872796 10.969531135228458, -74.81576847497874 10.969177134005943))","0","CALLE 73B ENTRE CARRERAS 21 Y 22C","211,5","EN EJECUCIÓN","NUEVA COLOMBIA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.81567307602329 10.969935339318164, -74.81584414444795 10.969981617030676, -74.81597001908604 10.970014632972319, -74.81606394143384 10.970031381973534, -74.81612349094046 10.970028993629569, -74.81621209007946 10.970007471738406, -74.81637621570293 10.969977821793714, -74.8164817595433 10.969959649493246, -74.81657519953188 10.96994673864886, -74.81663135968911 10.969950090587412, -74.81667202702278 10.969958703815875))","0","CARRERA 21C ENTRE CALLES 73B Y 74","110","EN EJECUCIÓN","NUEVA COLOMBIA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.8143123045483 10.969763378231658, -74.8144769090659 10.969813140688384, -74.81465507008909 10.969855249826061, -74.81482354708979 10.96991649350404, -74.81496684745538 10.969998784280484, -74.81517598876518 10.970117436137029, -74.81546172972065 10.970302170281334))","0","CARRERA 22A ENTRE CALLES 73B Y 73","150","EN EJECUCIÓN","NUEVA COLOMBIA","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.82753160218134 10.963371804629457, -74.8276281718622 10.963652491052787, -74.82772707527631 10.96398376287059))","0","CALLE 86 ENTRE CARRERAS 13 Y 12A","65,5","EN EJECUCIÓN","CIUDAD MODESTO","LISTADO Y AVANCE DE OBRA MODULO IX DONADO ARCE"
"MULTILINESTRING ((-74.79684791581887 10.927383421532236, -74.79774102727184 10.927391901386011))","0","CRA 8 SUR ENTRE CALLE 42-43","95,4","TERMINADO","BERNARDO HOYOS","MODULO X"
"MULTILINESTRING ((-74.80833508810113 10.92928597708479, -74.80839111115979 10.92760059856023, -74.80839504451119 10.92696170990873))","0","CALLE 48 ENTRE CRA 3-6 SUR","240","TERMINADO","CONIDEC","MODULO X"
"MULTILINESTRING ((-74.78268041924521 10.991470757485798, -74.78263225451707 10.991792740886728, -74.78260195369178 10.992021162548111, -74.78259099551977 10.992389513862966, -74.78256126831639 10.99275400843236))","0","CALLE 44  ENTRE CRA 52-53","123","TERMINADO","BARRIO ABAJO","MODULO X"
"MULTILINESTRING ((-74.78226052500754 10.991503438242518, -74.78215260745047 10.992192824477918, -74.78203534862674 10.992692233830622))","0","CALLE 43 ENTRE CRA 52-53","120,19","TERMINADO","BARRIO ABAJO","MODULO X"
"MULTILINESTRING ((-74.7899614290448 10.945821056222654, -74.79096838273007 10.945707475026158))","0","CARRERA 7H ENTRE CALLE 35 Y 35A","102","TERMINADO","LA UNION","MODULO X"
"MULTILINESTRING ((-74.78785143563364 10.953494799069636, -74.78852161165362 10.953687008739568))","0","CRA 17 ENTRE CALLE 31 Y 35","75","TERMINADO","LA UNION","MODULO X"
"MULTILINESTRING ((-74.80828715432779 10.926996609322654, -74.80824645043374 10.929276021707064))","0","CALLE 48 ENTRE CRA 3-6 SUR",,,"CONIDEC","MODULO X"
"MULTILINESTRING ((-74.78788441027716 10.953440409351812, -74.78856159160911 10.953621834690372))","0","CRA 17 ENTRE CALLE 31 Y 35",,,"LA UNION","MODULO X"
"MULTILINESTRING ((-74.80346560294237 10.929382102197412, -74.80319214107922 10.92937301266))","0","CALLE 6C SUR ENTRE CALLE 46C Y 46B","100",,"PARQUE FELFLE","MODULO X"
"MULTILINESTRING ((-74.80321985878682 10.929330678600278, -74.80321476418627 10.929444054813747))","0","CALLE 46B CON CRA 6 SUR","138,3",,"PARQUE FELFLE","MODULO X"
"MULTILINESTRING ((-74.80346655363502 10.9293581730135, -74.80346200346762 10.929464530738642))","0","CALLE 46B INTERSECCION","4,3",,"PARQUE FELFLE","MODULO X"
"MULTILINESTRING ((-74.80345688694322 10.929392837919535, -74.80346490444761 10.929107816894568, -74.80347464747514 10.928512231224715))","0","CALLE 46C ENTRE CRA 6C SUR Y CRA 6C1SUR","77",,"PARQUE FELFLE","MODULO X"
"MULTILINESTRING ((-74.78079428024253 10.946116817755975, -74.78054834583385 10.946681605820816, -74.78033962351441 10.94710224741113))","0","CALLE 27 ENTRE CARRERAS 6C Y 7","69",,"SANTA ELENA","MODULO X"
"MULTILINESTRING ((-74.8071015906639 10.931919682012364, -74.80664908086662 10.932229867826193))","0","CALLE 48 ENTRE 1A2 Y 1A4","118",,"CONIDEC","MODULO X"
"MULTILINESTRING ((-74.8048924339917 10.933947182398978, -74.80422725603297 10.934429327362652))","0","CALLE 48B ENTRE CRA 1C2 y 1E","85,6",,"CIUDADELA PARQUE  LA VIRGENCITA","MODULO X"
"MULTILINESTRING ((-74.80466471820569 10.933494131960845, -74.80457921604687 10.933555429601736))","0","CALLE 47D  CON CRA 1C2","27,5",,"CIUDADELA PARQUE  LA VIRGENCITA","MODULO X"
"MULTILINESTRING ((-74.80443537968777 10.933541947888386, -74.8045575593652 10.93345421852306))","0","CALLE 47D  CON CRA 1C2","23,7",,"CIUDADELA PARQUE  LA VIRGENCITA","MODULO X"
"MULTILINESTRING ((-74.80470829214939 10.933427760585113, -74.80456657352696 10.933538042327118))","0","CALLE 47D  CON CRA 1C2","35",,"CIUDADELA PARQUE  LA VIRGENCITA","MODULO X"
"MULTILINESTRING ((-74.78972991711659 10.944436669686873, -74.78997197052608 10.944411829062728, -74.79089177468221 10.944306717176053))","0","CRA 7D ENTRE CALLE 35  - 35A","92",,"LA UNION","MODULO X"
"MULTILINESTRING ((-74.78996179582704 10.944469711842512, -74.78962292099723 10.944504345136169))","0","BOCA CALLE CRA 7D ENTRE CALLE 35","3,5",,"LA UNION","MODULO X"
"MULTILINESTRING ((-74.79102441366419 10.944335678143487, -74.79064559880959 10.94438465837598))","0","BOCA CALLE CRA 7D ENTRE CALLE 35A","3,5",,"LA UNION","MODULO X"
"MULTILINESTRING ((-74.78672660895437 10.953251483554988, -74.7878051774517 10.953487731425374, -74.78868816113193 10.953751931640737))","0","CARRERA 17 ENTRE CALLE 30 Y 35","12",,"LA UNION","MODULO X"
"MULTILINESTRING ((-74.78672396694616 10.953122439597632, -74.78794328129612 10.953421616138927, -74.78855444762331 10.953601340876508))","0","CARRERA 17 ENTRE CALLE 30 Y 35","3,07",,"LA UNION","MODULO X"
"MULTILINESTRING ((-74.80508769159906 10.928191625213417, -74.80520929760344 10.928369834439428))","0","ZONA PARQUEADERO calle 47 con cra 6csur","42,5",,"PARQUE FELFLE","MODULO X"
"MULTILINESTRING ((-74.78301748577844 10.954139261658131, -74.78322700683208 10.954983501384861))","0","CALLE 27B ENTRE CRA 17B Y 18","22",,"LAS NIEVES","MODULO X"
"MULTILINESTRING ((-74.78310468500497 10.954758880558101, -74.78316708644738 10.955047355329185))","0","BOCA CALLE 27B CON CARRERA 18","4,8",,"LAS NIEVES","MODULO X"
"MULTILINESTRING ((-74.78310391982835 10.954882757435055, -74.78327155675429 10.955624301416158))","0","CALLE 27B ENTRE CRA 18 Y 19 - NIEVES","63,56",,"LAS NIEVES","MODULO X"
"MULTILINESTRING ((-74.78318457476144 10.954697182691449, -74.78326147983684 10.955101906682446))","0","BOCA CALLE 27B CON CARRERA 18","4",,"LAS NIEVES","MODULO X"
"MULTILINESTRING ((-74.78328613093656 10.95532866383583, -74.78333995141742 10.955548010941017, -74.78332299061871 10.955645478418875))","0","BOCA CALLE 27B CON CARRERA 19","2,8",,"LAS NIEVES","MODULO X"
"MULTILINESTRING ((-74.78315901977368 10.955505823242447, -74.78350880312853 10.95545565160876))","0","ESQUINA CARRERA 19 CON CLLE 27B","15,5",,"LAS NIEVES","MODULO X"
"MULTILINESTRING ((-74.78330547203176 10.955466381263577, -74.7833236112771 10.955554884949523, -74.78304751404538 10.956427885614449))","0","CALLE 27B ENTRE CRA 19 Y 20 - NIEVES","85,94",,"LAS NIEVES","MODULO X"
"MULTILINESTRING ((-74.81858405700018 10.93741080183466, -74.81942637114014 10.937395535836343))","0","CARRERA 2C ENTRE CALLE 72 Y 78","74",,"STO DOMINGO","MODULO X"
"MULTILINESTRING ((-74.81794226599504 10.937333917507768, -74.8181716172163 10.937349547325033, -74.81837299712699 10.937362952621893, -74.81861144460063 10.937335883150697))","0","CARRERA 2C ENTRE CALLE 68 Y 72","67",,"STO DOMINGO","MODULO X"
"MULTILINESTRING ((-74.81923903186735 10.937339555872757, -74.81944113850132 10.937341957701005, -74.82036695659238 10.937347981194641))","0","CARRERA 2C ENTRE CALLE 78 Y 79","91,4",,"STO DOMINGO","MODULO X"
"MULTILINESTRING ((-74.81777699539967 10.936791373254046, -74.8179783754399 10.936795211157914, -74.81843341939613 10.936756964557288, -74.81856315311725 10.93678758776867))","0","CARRERA 2B ENTRE CALLE 68 Y 72","56",,"STO DOMINGO","MODULO X"
"MULTILINESTRING ((-74.8184217975317 10.936827764584985, -74.8185043912446 10.936836794847121, -74.81859606741025 10.936856476567089, -74.81946742455129 10.936854606661331))","0","CARRERA 2B ENTRE CALLE 72 Y 78","86",,"STO DOMINGO","MODULO X"
"MULTILINESTRING ((-74.8193306863677 10.936281872782319, -74.81928343810925 10.937514765702502))","0","CALLE 78 ENTRE CARRERA 2 Y 2C","107,6",,"STO DOMINGO","MODULO X"
"MULTILINESTRING ((-74.7832636050962 10.992820755734684, -74.78302141236766 10.99281786023939, -74.7820252336526 10.992717230579398, -74.78132681875147 10.992651332304186))","0","CRA 53 ENTRE CALLE 45 Y 42","180",,"BARRIO ABAJO","MODULO X"
"MULTILINESTRING ((-74.81284586198751 10.925121892672754, -74.81300715381084 10.924896374181703, -74.81325933452923 10.924423817517763))","0","CALLE 50 ENTRE CRA 9 SUR Y 10 SUR","60",,"7 DE ABRIL","MODULO X"
"MULTILINESTRING ((-74.78597827525188 10.95170874692853, -74.78725274285438 10.951298187851704))","0","CRA  13C ENTRE CALLE 30 Y 31","102",,"LA UNION","MODULO X"
"MULTILINESTRING ((-74.77853976173861 10.95889390060015, -74.77853003222413 10.95914504924556, -74.77846933914167 10.960092233986948))","0","CALLE 23 ENTRE CARRERA 21B Y 22","101",,"LAS NIEVES","MODULO X"
"MULTILINESTRING ((-74.77854410923008 10.959914349466816, -74.77852592385727 10.960078191882948, -74.77849790392288 10.961052889496262, -74.77851603287877 10.961190427552683, -74.77851602301448 10.961243049537156))","0","CALLE 23 ENTRE CARRERA 22 Y 23","101,8",,"LAS NIEVES","MODULO X"
"MULTILINESTRING ((-74.77842120106936 10.96088687699301, -74.77841535759896 10.961067704204293, -74.77842243112363 10.962070871887876, -74.77841805483577 10.962172766379936))","0","CALLE 23 ENTRE CARRERA 23 Y 24","102,4",,"LAS NIEVES","MODULO X"
"MULTILINESTRING ((-74.81828037097223 10.936180965119982, -74.81828472088007 10.936308693521022, -74.81836687311957 10.936336644143532, -74.81842557792514 10.936535454267238, -74.81849381526553 10.936891374506384))","0","CALLE 72 ENTRE CRA 2 Y 2B","112,77",,"STO DOMINGO","MODULO X"
"MULTILINESTRING ((-74.81938051950976 10.93448863894723, -74.82096110630515 10.934439751218045))","0","CRA 1E ENTRE CALLE 78 Y 80","160,1",,"STO DOMINGO","MODULO X"
"MULTILINESTRING ((-74.82056464010402 10.93448207048994, -74.8209945057146 10.934492135586163))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.81936938976452 10.933674114502605, -74.81985259240548 10.933678354586963, -74.82029394695147 10.933704995211395))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.81720738583886 10.936850851895704, -74.81737778258861 10.93688530494708, -74.81799548027656 10.936843240918257))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.81743103620003 10.936814507264927, -74.81706071092292 10.936790089045228, -74.81658582101727 10.936797237577519, -74.81650911172191 10.936915936280595, -74.81621256961355 10.93713016999386))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.81713613879043 10.938347228743174, -74.8169154071396 10.938120462887417, -74.81657561078492 10.937543513896816, -74.81644491639105 10.937385640007957, -74.8163418134122 10.93725647064528, -74.81584249394993 10.936658153361831))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.81515756002072 10.93533046920308, -74.81533036009978 10.935616074458345, -74.81549589795588 10.93592177123591, -74.81555397686576 10.936102603459029, -74.81557472354375 10.936241310537035, -74.81561858516201 10.936376720687663))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.81645618515714 10.937359944978981, -74.81626670652142 10.937539986945374, -74.81611299759132 10.937718175346083, -74.81595928840397 10.937897559623629))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.81373931380291 10.936266592389117, -74.81429632881456 10.936985877195646))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.8207910768867 10.937372479796197, -74.82202155472663 10.937399150086883, -74.82262182371313 10.937406827800595))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.78582280440679 10.945412605838015, -74.78622990248542 10.945302745869588, -74.7862848422807 10.945270247884624, -74.78665883353828 10.945191828451385, -74.7871506964242 10.945086660745233))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.78678687933532 10.945184433489308, -74.78660893509654 10.945234382926758))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.7851214667042 10.942896067216815, -74.78547260721355 10.94407306363741, -74.78549776468446 10.944168744116752, -74.78573097252293 10.944953328234009, -74.78576194215943 10.945031787850613, -74.78588096198169 10.945455653426873, -74.78588095001155 10.945529324289538, -74.78616350234357 10.946536841951124, -74.78622331250408 10.94682193159709))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.78256902648414 10.9543798388183, -74.78211007639575 10.952194519169703))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.78244756299064 10.953801485951688, -74.78115312987428 10.954093321894002))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.81757588405013 10.937375144601278, -74.81741219753452 10.937398609788767, -74.81734471741012 10.937385682646399, -74.81708621195871 10.93742728745595, -74.81685094166203 10.937486115151177, -74.81660644117602 10.937627992780467))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.81715296666549 10.938286466394375, -74.81697386577136 10.938075967926354, -74.81661735782824 10.937554870963881, -74.81623085149519 10.937042618349622, -74.81596704291927 10.93673165389157, -74.81591035664916 10.93666705633833))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.78545435059158 10.944045227179611, -74.7855697388036 10.944469331510915))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.83698701616909 10.979216376503606, -74.83697188995573 10.97962898053625, -74.83698449821753 10.980381938357889, -74.83694401719771 10.98078219685484))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.84598040727612 10.977441190507758, -74.84689825372654 10.977718008210013))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.84677243635747 10.977587843857112, -74.84728570277349 10.977864026916434, -74.84742902632362 10.978181666013246))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.84722142235101 10.97858714293693, -74.84782907662016 10.97946016254302))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.8464383023339 10.978607506289633, -74.84670218274871 10.978989004804921, -74.84675200025279 10.979060032013376))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.78241056545563 10.953293200608666, -74.7810378911331 10.953572236584673))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.78254563148433 10.954268442849166, -74.78122603929371 10.95454384995024))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.78256710731658 10.954156591040405, -74.78260992682635 10.95437160554741))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.78089107267652 10.946987852583147, -74.78059427808239 10.947044876148071, -74.78049186314686 10.947268389013072))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.82007983115022 10.937328596148738, -74.8203746404164 10.93733578549534, -74.82109641557184 10.937337970330434))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.84556893890415 10.976356899179532, -74.84576732074007 10.976393271312903, -74.84626168580924 10.976568940170894))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.83943858456975 10.972562100326527, -74.83953683120268 10.972660608270573, -74.83970241244246 10.972854349920809, -74.83993480813794 10.973158596390455))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.839263983832 10.972322821454211, -74.83959057086457 10.972633339599511))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.84387143143286 10.977859681932841, -74.84377606134578 10.978129602326101, -74.84354079648195 10.97923180016868))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.84370782595809 10.979092586101547, -74.84376012412856 10.979386789007334, -74.84383420514895 10.979546087686264))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.84366716078304 10.979217444880243, -74.84374703088722 10.97946950767658, -74.84384001599285 10.979576225528248, -74.84393302282996 10.97996817592918))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.84366903903407 10.97863099469169, -74.84435754585728 10.978786921098976))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.84373189470753 10.978336520280523, -74.84444814930023 10.978492082999557))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.84432197615364 10.978445436199452, -74.84486447621978 10.9785738633104, -74.8450958539589 10.97861724603523))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.8442232194395 10.978772293483798, -74.84473545938901 10.978873693256991, -74.84504629188132 10.97895561489018))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.84497909595152 10.975082990589401, -74.84518970454727 10.975182008116512, -74.84535746590156 10.975277439190425))","0",,,,,"MODULO X"
"MULTILINESTRING ((-74.8446567322293 10.974591512564404, -74.84504599828722 10.974885703726514, -74.84521739172942 10.97501342550077, -74.84541347833256 10.975178460033833, -74.84584632318735 10.97557023838704, -74.84631112966981 10.976124186163588))","0",,,,,"MODULO X"
