"codmpo","coddane","clase_de_equipamiento","subclase_de_equipamiento","nombre_equipamiento","clase_de_uso","localizaci_n","direcci_n","vereda_municipio","municipio","subregi_n","accesibilidad","tipo_de_superficie","acueducto","alcantarillado","energia_electrica","recolecci_n_de_basuras","gas_natural","conexiones","cobertura","infraestructura","transporte","observaciones","fecha","telefono","fecha_captura","geocoded_column"
"17777","17777042","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE LA FELISA","CONSOLIDADO","CENTRO POBLADO","LA FELISA","GUASCAL","SUPIA","ALTO OCCIDENTE","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","INTERDEPARTAMENTAL","N/A","N/A","N/A","2016-11-15T00:00:00.000","N/A","2016-11-15T00:00:00.000","(5.38704630986056, -75.6013219897744)"
"17433","17433029","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE LA MARINA","CONSOLIDADO","RURAL","VEREDA LA MARINA","LAS MARGARITAS","MANZANARES","ALTO ORIENTE","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERVEREDAL","N/A","N/A","N/A","2016-12-05T00:00:00.000","N/A","2016-12-05T00:00:00.000","(5.26053238619726, -75.0761036296888)"
"17272","17272034","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE LA PALMA","CONSOLIDADO","RURAL","LA FELISA- FILADELFIA","LA SOLEDAD","FILADELFIA","ALTO OCCIDENTE","VEHICULAR","PAVIMENTADA","N/A","N/A","NO TIENE CONEXION","N/A","N/A","N/A","MUNICIPAL","N/A","N/A","N/A","2016-12-19T00:00:00.000","N/A","2016-12-19T00:00:00.000","(5.37058695001136, -75.6021273500878)"
"17495","17495000","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE LAS PAVAS","CONSOLIDADO","RURAL","N/A","LA QUIEBRA","NORCASIA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","N/A","N/A","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","MUNICIPAL","N/A","N/A","N/A","2016-12-07T00:00:00.000","N/A","2016-12-07T00:00:00.000","(5.58687918345366, -74.8920706166557)"
"17433","17433017","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE LAS PLAYAS SOBRE EL RÍO SANTODOMINGO","CONSOLIDADO","RURAL","LAS PLAYAS","LA CEIBA","MANZANARES","ALTO ORIENTE","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERVEREDAL","N/A","N/A","N/A","2016-12-05T00:00:00.000","N/A","2016-12-05T00:00:00.000","(5.22853598009767, -75.0857682993018)"
"17662","17662068","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE LOS TÚNELES","SIN_CONSOLIDAR","RURAL","PUENTE LINDA","LA GALLERA","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","INTERDEPARTAMENTAL","N/A","N/A","N/A","2017-01-15T00:00:00.000","N/A","2017-01-15T00:00:00.000","(5.56614333333677, -75.1136583334537)"
"17001","17001029","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE METÁLICO VEREDA VEGA GRANDE","CONSOLIDADO","RURAL","VDA MARACAS","GUACAICA","MANIZALES","CENTRO SUR","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","DEPARTAMENTAL","N/A","N/A","N/A","2016-12-28T00:00:00.000","N/A","2016-12-28T00:00:00.000","(5.13666999994667, -75.4964600000472)"
"17867","17867022","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE MONTEVIDEO","SIN_CONSOLIDAR","RURAL","VEREDA VEGA GRANDE","EL GIGANTE","VICTORIA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-11-21T00:00:00.000","N/A","2016-11-21T00:00:00.000","(5.45539666646887, -74.7767833331032)"
"17380","17380004","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE PONTONA","CONSOLIDADO","RURAL","VEREDA PONTONA","EL JAPON","LA DORADA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","N/A","N/A","NO TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","N/A","2016-11-29T00:00:00.000","N/A","2016-11-29T00:00:00.000","(5.52190856026687, -74.6992306202901)"
"17867","17867005","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE QUEBRADA DOÑA JUANA","SIN_CONSOLIDAR","RURAL","VEREDA DOÑA JUANA","DO7A JUANA BAJA","VICTORIA","MAGDALENA CALDENSE","VEHICULAR","CARRETEABLE","N/A","N/A","N/A","N/A","N/A","N/A","VEREDAL","N/A","N/A","N/A","2016-11-27T00:00:00.000","N/A","2016-11-27T00:00:00.000","(5.41877333363454, -74.8523950003865)"
"17662","17662138","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE QUEBRADA SANTA RITA","SIN_CONSOLIDAR","RURAL","VEREDA. ALTO.BONITO","SANTA RITA","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-19T00:00:00.000","N/A","2016-12-19T00:00:00.000","(5.37179999959948, -75.0133066670888)"
"17380","17380004","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE RÍO DOÑA JUANA","SIN_CONSOLIDAR","RURAL","VEREDA DOÑA JUANA","EL JAPON","LA DORADA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","N/A","N/A","NO TIENE CONEXION","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","N/A","2016-11-29T00:00:00.000","N/A","2016-11-29T00:00:00.000","(5.50124423309655, -74.6876376666141)"
"17433","17433038","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE RÍO SANTO DOMINGO","CONSOLIDADO","CABECERA MUNICIPAL","ENTRADA SUR MANZANARES.","ROMERAL","MANZANARES","ALTO ORIENTE","VEHICULAR","PAVIMENTADA","N/A","OTRO_SISTEMA","NO TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","N/A","N/A","DEPARTAMENTAL","N/A","N/A","N/A","2016-11-17T00:00:00.000","N/A","2016-11-17T00:00:00.000","(5.24955787719265, -75.157448575084)"
"17486","17486031","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE RIO TAPIASVEREDA MORRO AZUL","SIN_CONSOLIDAR","RURAL","HOYO FRIO","PAN DE AZUCAR","NEIRA","CENTRO SUR","VEHICULAR","CARRETEABLE","N/A","N/A","NO TIENE CONEXION","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-21T00:00:00.000","N/A","2016-12-21T00:00:00.000","(5.18960285668357, -75.4935783043287)"
"17662","17662198","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE RÍO TENERIFE LÍ MITE CON PENSILVANIA","SIN_CONSOLIDAR","RURAL","VEREDA TENERIFE, RÍO TENERIFE","UNION TENERIFE","SAMANA","MAGDALENA CALDENSE","VEHICULAR","CARRETEABLE","N/A","N/A","N/A","N/A","N/A","N/A","INTERMINUCIPAL","N/A","N/A","N/A","2016-11-27T00:00:00.000","N/A","2016-11-27T00:00:00.000","(5.37321833376542, -75.0368466669695)"
"17433","17433025","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE SOBRE EL RÍO LA MIEL - PASO MANZANARES - P","CONSOLIDADO","RURAL","VEREDA LA MIEL","LA MIEL","MANZANARES","ALTO ORIENTE","VEHICULAR","PAVIMENTADA","N/A","N/A","NO TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","N/A","2016-12-07T00:00:00.000","N/A","2016-12-07T00:00:00.000","(5.30044608780933, -75.1392444224639)"
"17541","17541080","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE SOBRE EL RÍO SAMANÁ FRONTERA ANTIOQUIA-CA","CONSOLIDADO","RURAL","PUEBLO NUEVO","PUEBLO NUEVO","PENSILVANIA","ALTO ORIENTE","VEHICULAR","TROCHA","N/A","N/A","NO TIENE CONEXION","LA QUEMAN O ENTIERRAN","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERDEPARTAMENTAL","N/A","N/A","N/A","N/A","N/A","N/A","(5.54050941052516, -75.131732644481)"
"17486","17486005","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE SOBRE ELRIO TAREAS","CONSOLIDADO","RURAL","VDA DEL  RIO","CHOLO","NEIRA","CENTRO SUR","VEHICULAR","CARRETEABLE","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-20T00:00:00.000","N/A","2016-12-20T00:00:00.000","(5.18767955755221, -75.6115815641927)"
"17662","17662095","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE SOBRE QUEBRADA","SIN_CONSOLIDAR","RURAL","VEREDA LOS POMOS","LOS POMOS","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","MUNICIPAL","N/A","N/A","N/A","2016-12-22T00:00:00.000","N/A","2016-12-22T00:00:00.000","(5.52889333326789, -74.9606799998425)"
"17873","17873026","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE SOBRE RIO CHINCHINA","SIN_CONSOLIDAR","RURAL","VDA MONTAÑO","MONTAGO","VILLAMARIA","CENTRO SUR","VEHICULAR","CARRETEABLE","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-19T00:00:00.000","N/A","2016-12-19T00:00:00.000","(4.98966119062885, -75.4435543771591)"
"17486","17486024","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE TAREAS SOBRE EL RIO TAPIAS","CONSOLIDADO","RURAL","VDA TAREAS","FELICIA","NEIRA","CENTRO SUR","VEHICULAR","PAVIMENTADA","N/A","N/A","NO TIENE CONEXION","N/A","N/A","N/A","INTERMINUCIPAL","N/A","N/A","N/A","2016-12-21T00:00:00.000","N/A","2016-12-21T00:00:00.000","(5.20756320233346, -75.5549073074651)"
"17873","17873013","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE TERMALES","CONSOLIDADO","RURAL","VDA GALLINAZO","GALLINAZO","VILLAMARIA","CENTRO SUR","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-17T00:00:00.000","N/A","2016-12-17T00:00:00.000","(5.02085665974776, -75.4370231570213)"
"17662","17662086","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE TIERRA","SIN_CONSOLIDAR","RURAL","VEREDA EL QUINDIO","LA SOMBRA","SAMANA","MAGDALENA CALDENSE","VEHICULAR","CARRETEABLE","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-20T00:00:00.000","N/A","2016-12-20T00:00:00.000","(5.42961333330216, -75.03682333323)"
"17050","17050028","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VARSOBIA FILADELFIA","N/A","N/A","VARAOBIA","VARSOVIA","ARANZAZU","NORTE","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","2016-12-12T00:00:00.000","N/A","2016-12-12T00:00:00.000","(5.25674653331375, -75.543785766294)"
"17662","17662016","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VEHICULAR","SIN_CONSOLIDAR","RURAL","VEREDAL","CAMPOALEGRE","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-18T00:00:00.000","N/A","2016-12-18T00:00:00.000","(5.46687166652029, -74.9306299998276)"
"17662","17662199","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VEHICULAR","SIN_CONSOLIDAR","RURAL","VÍA HACIA  LAS ENCIMADAS","YARUMALITO","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-20T00:00:00.000","N/A","2016-12-20T00:00:00.000","(5.43739166691893, -75.0578899998424)"
"17662","17662156","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VEHICULAR","SIN_CONSOLIDAR","CABECERA MUNICIPAL","TALLERES","EL DORADO","SAMANA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","MUNICIPAL","N/A","N/A","N/A","2016-12-22T00:00:00.000","N/A","2016-12-22T00:00:00.000","(5.41275666623181, -74.9980099999206)"
"17662","17662077","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VEHICULARES VÍA HACIA FLORENCIA","SIN_CONSOLIDAR","RURAL","VEREDA LOS POMOS","LA PRIMAVERA","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-22T00:00:00.000","N/A","2016-12-22T00:00:00.000","(5.51295333337644, -74.9739333330144)"
"17380","17380014","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VEREDA YUCATÁN","CONSOLIDADO","RURAL","VEREDA YUCATÁN","YUCATAN","LA DORADA","MAGDALENA CALDENSE","VEHICULAR","CARRETEABLE","N/A","N/A","NO TIENE CONEXION","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","VEREDAL","N/A","N/A","N/A","2016-12-01T00:00:00.000","N/A","2016-12-01T00:00:00.000","(5.6244819442923, -74.7221332924262)"
"17662","17662095","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VÍA FLORENCIA- SAMANA","SIN_CONSOLIDAR","RURAL","LA VEREDA LOS POMOS","LOS POMOS","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","MUNICIPAL","N/A","N/A","N/A","2016-12-22T00:00:00.000","N/A","2016-12-22T00:00:00.000","(5.52919333373157, -74.9638966665507)"
"17662","17662063","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VÍA HACIA ENCIMADAS","SIN_CONSOLIDAR","RURAL","VÍA ENCIMADAS","LA CRISTALINA","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-20T00:00:00.000","N/A","2016-12-20T00:00:00.000","(5.42102666691483, -74.9995799999157)"
"17662","17662095","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","REFINAMIENTO VÍA ESTILO PUENTE LOS POMOS","SIN_CONSOLIDAR","CENTRO POBLADO","VEREDA LOS POMOS","LOS POMOS","SAMANA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-22T00:00:00.000","N/A","2016-12-22T00:00:00.000","(5.53359833375683, -74.9600733333952)"
"17486","17486037","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","TAPIAS","CONSOLIDADO","RURAL","VDA TROCADEROS","TROCADEROS","NEIRA","CENTRO SUR","VEHICULAR","CARRETEABLE","N/A","N/A","N/A","N/A","N/A","N/A","INTERMINUCIPAL","N/A","N/A","N/A","2016-12-19T00:00:00.000","N/A","2016-12-19T00:00:00.000","(5.18707459120737, -75.515241954448)"
"17662","N/A","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE JARDINES","SIN_CONSOLIDAR","RURAL","VDA JARDINES","JARDINES","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2017-01-15T00:00:00.000","N/A","2017-01-15T00:00:00.000","(5.54376499974477, -75.0552533330924)"
"17662","N/A","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE QUEBRADA RÍO.CLARO","SIN_CONSOLIDAR","RURAL","VEREDA JARDINES","JARDINES","SAMANA","MAGDALENA CALDENSE","VEHICULAR","CARRETEABLE","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2017-01-15T00:00:00.000","N/A","2017-01-15T00:00:00.000","(5.53018666662082, -75.0526016662739)"
"17662","N/A","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE RÍO HONDO","SIN_CONSOLIDAR","RURAL","VEREDA RÍO HONDO","CRISTALES","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2017-01-15T00:00:00.000","N/A","2017-01-15T00:00:00.000","(5.57161706986109, -75.0737392593694)"
"17662","17662111","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE RÍO MANSO","SIN_CONSOLIDAR","RURAL","SOBRE EL.RÍO MANSO","PIEDRAS VERDES","SAMANA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","N/A","N/A","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","MUNICIPAL","N/A","N/A","PARA EL BENEFICIO DE LOS HABITANTES DEL AGARRA DE INFLUENCIA DELL PROYECTO ISAGEN","2016-12-01T00:00:00.000","N/A","2016-12-01T00:00:00.000","(5.60945833311509, -74.9551799998368)"
"17662","17662022","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE RÍO LA MIEL, RÍO TASAJOS","SIN_CONSOLIDAR","RURAL","RÍO LA MIEL","DELGADITAS","SAMANA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","INTERMINUCIPAL","N/A","N/A","PUENTE  SOBRE EL RÍO LA. MIEL Y TASADOS.  LÍMITES ENTRE SANTANA Y VICTORIA CALDAS","2016-11-13T00:00:00.000","N/A","2016-11-13T00:00:00.000","(5.39104666708269, -74.928783333098)"
"17042","17042022","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE QUEBRADA GUAPACHA","CONSOLIDADO","RURAL","VEREDA GUAPACHA","GUAPACHA","ANSERMA","OCCIDENTE PROSPERO","VEHICULAR","TROCHA","N/A","N/A","NO TIENE CONEXION","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERVEREDAL","N/A","N/A","PUENTE EN VÍA PRINCIPAL DE ACCESO A LA VEREDA","2016-11-24T00:00:00.000","N/A","2016-11-24T00:00:00.000","(5.25953499959159, -75.7952749996753)"
"17867","17867006","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE SOBRE RÍO GUARINO LÍMITE TOLIMA Y CALDAS","SIN_CONSOLIDAR","RURAL","VEREDA. EL AGUACATE","EL AGUACATE","VICTORIA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","DEPARTAMENTAL","N/A","N/A","PUENTE LIMÍTROFE ENTRE VICTORIA CALDAS Y MARIQUITA TOLIMA","2016-11-14T00:00:00.000","N/A","2016-11-14T00:00:00.000","(5.29567833299447, -74.8752983336827)"
"17877","17877019","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE MARACAS","CONSOLIDADO","CABECERA MUNICIPAL","SECTOR LOS TÚNELES ENTRADA VITERBO","VALLE DEL RISARALDA","VITERBO","OCCIDENTE PROSPERO","VEHICULAR","PAVIMENTADA","N/A","N/A","NO TIENE CONEXION","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","MUNICIPAL","N/A","N/A","PUENTE PARA PASAR EL RÍO CAUCA","2016-11-21T00:00:00.000","N/A","2016-11-21T00:00:00.000","(5.06932000025354, -75.8633533330022)"
"17662","17662170","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VEHICULARES Y CRUCE VIAL","SIN_CONSOLIDAR","RURAL","VEREDA LA FLORIDA","LA FLORIDA","SAMANA","MAGDALENA CALDENSE","VEHICULAR","CARRETEABLE","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","PUENTE PEQUEÑO Y CRUCE VIAL VINIENDO DE SAMANA, A LA IZQUIERDA VEREDA CALIFORNIA BAJA, A LA DERECHA VEREDA LA FLORIDA","2016-12-19T00:00:00.000","N/A","2016-12-19T00:00:00.000","(5.36896833343718, -74.9797233334483)"
"17495","17495002","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VEREDA BAJO JAGUAL","CONSOLIDADO","RURAL","VEREDA BAJO JAGUAL","EL JAGUAL","NORCASIA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","NO TIENE CONEXION","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERVEREDAL","N/A","N/A","PUENTE SOBRE RÍO MANSO","2016-12-06T00:00:00.000","N/A","2016-12-06T00:00:00.000","(5.66967579967043, -74.7946120662915)"
"17380","17380005","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VEREDA EL TIGRE","SIN_CONSOLIDAR","RURAL","VEREDA EL TIGRE","EL TIGRE","LA DORADA","MAGDALENA CALDENSE","VEHICULAR","CARRETEABLE","N/A","N/A","NO TIENE CONEXION","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","VEREDAL","N/A","N/A","SE ENCUENTRA EN MAL ESTADO","2016-12-01T00:00:00.000","N/A","2016-12-01T00:00:00.000","(5.69522736703073, -74.6499419336378)"
"17662","17662156","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE SOBRE QUEBRADA","SIN_CONSOLIDAR","RURAL","VEREDA LAS MERCEDES","EL DORADO","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","SE OBSERVA. UN CHARCO DONDE LA GENTE VIENE A DISFRUTARÉ DE BAÑO","2016-12-19T00:00:00.000","N/A","2016-12-19T00:00:00.000","(5.4067550001816, -75.0014716668511)"
"17174","17524000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL TRANSPORTE","SIN_CONSOLIDAR","CABECERA MUNICIPAL","CALLE 8 CON CARRERA 14","PALESTINA","PALESTINA","CENTRO SUR","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","INTERMINUCIPAL","N/A","N/A","NO POSEEN OFICINA","2016-11-10T00:00:00.000","3013920443","2016-11-10T00:00:00.000","(5.01886222957097, -75.624048430418)"
"17614","17614000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL DE TRANSPORTE DE RIOSUCIO","CONSOLIDADO","CABECERA MUNICIPAL","N/A","RIOSUCIO","RIOSUCIO","ALTO OCCIDENTE","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","INTERNET RED","MUNICIPAL","N/A","N/A","MEJORAMIENTO DE INFRAESTRUCTURA EN GENERAL","2016-11-05T00:00:00.000","3217817341","2016-11-05T00:00:00.000","(5.42304166683033, -75.7047316668935)"
"17013","17013000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL DE TRANSPORTE DE AGUADAS","CONSOLIDADO","CABECERA MUNICIPAL","CLLE 8 # 5-04","AGUADAS","AGUADAS","NORTE","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","INTERNET RED","INTERDEPARTAMENTAL","N/A","N/A","N/A","2016-12-22T00:00:00.000","8515110","2016-12-22T00:00:00.000","(5.6122628163306, -75.4569914670105)"
"17777","17777000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","OFICINA DE DESPACHO COOPERATIVA MULTIACTIVA LAVEGA","CONSOLIDADO","CABECERA MUNICIPAL","CALLE 34#10-50","SUPIA","SUPIA","ALTO OCCIDENTE","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","INT RED / TEL FIJO","MUNICIPAL","N/A","N/A","LA INFRAESTRUCTURA ESTA UN POCO DETERIORADA, SERIA BUENO TENER UNA TERMINAL DE TRANSPORTE","2016-12-14T00:00:00.000","8560051","2016-12-14T00:00:00.000","(5.457161666557, -75.651344999764)"
"17777","17777000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","OFICINA DE DESPACHO COOTRANSRIO","CONSOLIDADO","CABECERA MUNICIPAL","CARRERA 7#32-27","SUPIA","SUPIA","ALTO OCCIDENTE","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","TELÉFONO FIJO","INTERMINUCIPAL","N/A","N/A","NINGUNA","2016-11-29T00:00:00.000","8560755","2016-11-29T00:00:00.000","(5.4554283335206, -75.6501649997563)"
"17777","17777000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","OFICINA DE DESPACHO AUTOLUJO SA","CONSOLIDADO","CABECERA MUNICIPAL","CALLE32#7-17","SUPIA","SUPIA","ALTO OCCIDENTE","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","TELÉFONO FIJO","INTERMINUCIPAL","N/A","N/A","NINGUNA","2016-11-29T00:00:00.000","8561169","2016-11-29T00:00:00.000","(5.45535666682719, -75.6499716670358)"
"17777","17777000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","OFICINA DE DESPACHO EXPRESO SUPIA LTDA","CONSOLIDADO","CABECERA MUNICIPAL","N/A","SUPIA","SUPIA","ALTO OCCIDENTE","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","MUNICIPAL","N/A","N/A","NINGUNA","2016-12-14T00:00:00.000","8561169","2016-12-14T00:00:00.000","(5.45481333317889, -75.6498716665784)"
