"numero","ano","lugar_de_nacimiento","edad","sexo","municipio_residencia","caracterizacion","rea","programa","municipio_eps","eps","estado","regimen","tipo_afiliado","grupo_etario","curso_de_vida","sisbenizado","puntaje_sisben","estrato","comuna_o_corregimiento"
"804","2021","Venezuela","14","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Piano Avanzado","Bucaramanga","Sanitas","3","Media","Estudiante","13 a 17 años","adolescente","Sí","13.03","3","Comuna 15 Centro"
"805","2021","Colombia","11","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Bucaramanga","Avanzar","4","Maestría","Empleado","8 a 12 años","infancia","No",,"4","Comuna 7 La Ciudadela"
"806","2021","Colombia","35","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Batería Intermedio","Bucaramanga","SaludTotal","4","Técnica","Independiente","29 a 59 años","adultez","No",,"4","Comuna 13 Oriental"
"807","2021","Colombia","42","Masculino","Bucaramanga","Afrocolombiano, palenquero o raizal","Música","Programa académico en interpretación musical - Batería Intermedio","Bucaramanga","Coosalud","3","Profesional","Independiente","29 a 59 años","adultez","Sí","65","3","Comuna 6 La Concordia"
"808","2021","Colombia","30","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Música Tradicional","Bucaramanga","Famisanar","3","Técnica","Independiente","29 a 59 años","adultez","No",,"3","Comuna 15 Centro"
"809","2021","Colombia","6","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Bucaramanga","Nueva eps","3","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"3","Comuna 7 La Ciudadela"
"810","2021","Colombia","12","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violonchelo Iniciación-I","Bucaramanga","Sanitas","2","Tecnológica","Desempleado","8 a 12 años","infancia","Sí","28.69","2","Comuna 5 García Rovira"
"811","2021","Colombia","77","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Percusión Afrocolombiana-II","Bucaramanga","Famisanar","2","Media","Independiente","60 y mas años","persona mayor","Sí","33","2","Comuna 5 García Rovira"
"812","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violín y Viola Iniciación-I","Bucaramanga","Nueva eps","3","Profesional","Empleado","8 a 12 años","infancia","No",,"3","Comuna 10 Provenza"
"813","2021","Colombia","43","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Ensamble Creación","Bucaramanga","Sanitas","4","Profesional","Independiente","29 a 59 años","adultez","No",,"4","Comuna 7 La Ciudadela"
"814","2021","Colombia","35","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Técnica Vocal","Bucaramanga","SURA","3","Tecnológica","Empleado","29 a 59 años","adultez","No",,"3","Comuna 9 La Pedregosa"
"815","2021","Colombia","17","Femenino","Piedecuesta","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Técnica Vocal","Piedecuesta","SURA","2","Media","Estudiante","13 a 17 años","adolescente","No",,"2",
"816","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Piano Iniciación","Bucaramanga","Avanzar","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 3 San Francisco"
"817","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Bucaramanga","SaludTotal","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 9 La Pedregosa"
"818","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Batería Básico","Bucaramanga","Nueva eps","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","24.97","2","Comuna 1 Norte"
"819","2021","Colombia","11","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violín y Viola Iniciación-I","Bucaramanga","Sanitas","2","Básica","Estudiante","8 a 12 años","infancia","Sí","36","2","Comuna 1 Norte"
"820","2021","Colombia","9","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violonchelo Básico-B","Bucaramanga","Nueva eps","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 13 Oriental"
"821","2021","Colombia","35","Masculino","Piedecuesta","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Guitarra Clásica","Piedecuesta","Salud mia","2","Media","Empleado","29 a 59 años","adultez","Sí","27.61","2",
"822","2021","Colombia","12","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Juvenil","Bucaramanga","Sanitas","3","Media","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 9 La Pedregosa"
"823","2021","Colombia","20","Masculino","Piedecuesta","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Batería Básico","Piedecuesta","SANIDAD DE LA POLICIA NACIONAL","3","Media","Desempleado","18 a 28 años","jovenes","No",,"3",
"824","2021","Colombia","11","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Metales-B","Bucaramanga","Saludmia","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 3 San Francisco"
"825","2021","Venezuela","9","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 13 Oriental"
"826","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violín y Viola Básico-B","Bucaramanga","SaludTotal","3","Básica","Estudiante","13 a 17 años","adolescente","Sí","28","3","Comuna 16 Lagos del Cacique"
"827","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violín y Viola Básico-B","Bucaramanga","Nueva eps","3","Media","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 9 La Pedregosa"
"828","2021","Colombia","15","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Banda Sinfónica -M","Bucaramanga","coomeva","2","Media","Estudiante","13 a 17 años","adolescente","No",,"2","Comuna 5 García Rovira"
"829","2021","Colombia","17","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violín y Viola Básico-B","Bucaramanga","Sanitas","3","Básica","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 13 Oriental"
"830","2021","Venezuela","26","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Técnica Vocal","Bucaramanga","Ninguna","2","Media","Desempleado","18 a 28 años","jovenes","Sí","48.85","2","Comuna 11 Sur"
"831","2021","Venezuela","7","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Pre-Coro Infantil y Juvenil","Bucaramanga","Nueva eps","3","Primaria","Estudiante","0 a 7 años","primera infancia","Sí","39","3","Comuna 3 San Francisco"
"832","2021","Colombia","19","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Técnica Vocal","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","4","Media","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 13 Oriental"
"833","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Bucaramanga","SaludTotal","3","Primaria","Estudiante","0 a 7 años","primera infancia","Sí","33","3","Comuna 3 San Francisco"
"834","2021","Colombia","15","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Batería Básico","Bucaramanga","Sanitas","3","Media","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 13 Oriental"
"835","2021","Colombia","11","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violín y Viola Básico-B","Bucaramanga","Sanitas","3","Básica","Estudiante","8 a 12 años","infancia","Sí","40.96","3","Comuna 3 San Francisco"
"836","2021","Colombia","17","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Trombón De Varas, Corno, Tuba Banda-M","Bucaramanga","Coosalud","1","Media","Estudiante","13 a 17 años","adolescente","Sí","30.93","1","Comuna 2 Nororiental"
"837","2021","Colombia","72","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Guitarra Tradicional","Bucaramanga","Nueva eps","4","Media","Pensionado","60 y mas años","persona mayor","No",,"4","Comuna 7 La Ciudadela"
"838","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violín y Viola Básico-B","Bucaramanga","Sanitas","3","Media","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 10 Provenza"
"839","2021","Colombia","51","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Guitarra Tradicional","Bucaramanga","SURA","4","Tecnológica","Independiente","29 a 59 años","adultez","No",,"4","Comuna 7 La Ciudadela"
"840","2021","Colombia","14","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Música Tradicional","Bucaramanga","Sanitas","3","Primaria","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 13 Oriental"
"841","2021","Colombia","21","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Guitarra Eléctrica Iniciación","Bucaramanga","Famisanar","3","Tecnológica","Estudiante","18 a 28 años","jovenes","No",,"3","Comuna 5 García Rovira"
"842","2021","Colombia","15","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Ensamble Saxofón-B/I","Bucaramanga","SaludTotal","3","Básica","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 6 La Concordia"
"843","2021","Colombia","47","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Bajo Eléctrico","Bucaramanga","Nueva eps","3","Básica","Independiente","29 a 59 años","adultez","Sí","14","3","Comuna 3 San Francisco"
"844","2021","Colombia","16","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Juvenil","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","3","Básica","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 5 García Rovira"
"845","2021","Colombia","20","Femenino","Otro","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Música Tradicional","Otro","Nueva eps","2","Técnica","Estudiante","18 a 28 años","jovenes","Sí","33.51","2",
"846","2021","Colombia","31","Femenino","Floridablanca","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Música Tradicional","Floridablanca","Avanzar","3","Profesional","Empleado","29 a 59 años","adultez","No",,"3",
"847","2021","Colombia","14","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Batería Intermedio","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","6","Primaria","Estudiante","13 a 17 años","adolescente","No",,"6","Comuna 12 Cabecera del llano"
"848","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Vientos Modernos -G1","Bucaramanga","SURA","3","Primaria","Estudiante","8 a 12 años","infancia","Sí","24.26","3","Comuna 6 La Concordia"
"849","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violín y Viola Básico-B","Bucaramanga","Nueva eps","4","Básica","Estudiante","13 a 17 años","adolescente","Sí","17.19","4","Comuna 13 Oriental"
"850","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violín y Viola Básico-B","Bucaramanga","Nueva eps","4","Básica","Estudiante","13 a 17 años","adolescente","Sí","17.19","4","Comuna 13 Oriental"
"851","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Musical-I","Bucaramanga","Salud mia","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 17 Mutis"
"852","2021","Colombia","10","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Piano Iniciación","Bucaramanga","coomeva","3","Primaria","Estudiante","8 a 12 años","infancia","Sí","21.4","3","Comuna 10 Provenza"
"853","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Musical-I","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 12 Cabecera del llano"
"854","2021","Irlanda","7","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Pre-Coro Infantil y Juvenil","Bucaramanga","SURA","3","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"3","Comuna 15 Centro"
"855","2021","Colombia","7","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Musical-I","Bucaramanga","Famisanar","3","Primaria","Estudiante","0 a 7 años","primera infancia","Sí","21","3","Comuna 15 Centro"
"856","2021","Colombia","25","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Técnica Vocal","Bucaramanga","Famisanar","3","Tecnológica","Empleado","18 a 28 años","jovenes","Sí","21","3","Comuna 15 Centro"
"857","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Guitarra Clásica","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","3","Básica","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 5 García Rovira"
"858","2021","Colombia","19","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Guitarra Tradicional","Bucaramanga","Sanitas","4","Básica","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 6 La Concordia"
"859","2021","Colombia","28","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Contrabajo","Bucaramanga","SaludTotal","3","Tecnológica","Estudiante","18 a 28 años","jovenes","No",,"3","Comuna 6 La Concordia"
"860","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Musical-I","Bucaramanga","Sanitas","2","Primaria","Estudiante","0 a 7 años","primera infancia","Sí","66.83","2","Comuna 2 Nororiental"
"861","2021","Colombia","10","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Batería Básico","Bucaramanga","Sanitas","2","Básica","Estudiante","8 a 12 años","infancia","Sí","66.83","2","Comuna 2 Nororiental"
"862","2021","Colombia","26","Femenino","Girón","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Guitarra Tradicional","Girón","Coosalud","1","Profesional","Desempleado","18 a 28 años","jovenes","Sí","1487","1",
"863","2021","Colombia","8","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Musical-I","Bucaramanga","SaludTotal","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 10 Provenza"
"864","2021","Venezuela","16","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Piano Avanzado","Bucaramanga","Sanitas","3","Media","Estudiante","13 a 17 años","adolescente","Sí","23","3","Comuna 15 Centro"
"865","2021","Colombia","30","Masculino","Floridablanca","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Adultos","Floridablanca","Sanitas","4","Profesional","Empleado","29 a 59 años","adultez","No",,"4",
"866","2021","Colombia","50","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Batería Básico","Bucaramanga","coomeva","4","Especialización","Empleado","29 a 59 años","adultez","No",,"4","Comuna 15 Centro"
"867","2021","Colombia","13","Femenino","Floridablanca","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Juvenil","Floridablanca","Medimas","2","Básica","Estudiante","13 a 17 años","adolescente","Sí","32","2",
"868","2021","Colombia","17","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Piano Avanzado","Bucaramanga","Nueva eps","3","Media","Estudiante","13 a 17 años","adolescente","Sí","45.88","3","Comuna 5 García Rovira"
"869","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Pre-Coro Infantil y Juvenil","Bucaramanga","Sanitas","4","Profesional","Empleado","0 a 7 años","primera infancia","No",,"4","Comuna 10 Provenza"
"870","2021","Colombia","12","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Bucaramanga","SaludTotal","4","Básica","Estudiante","8 a 12 años","infancia","Sí","3","4","Comuna 3 San Francisco"
"871","2021","Venezuela","11","Masculino","Floridablanca","Extranjero","Música","Programa académico en interpretación musical - Iniciación Musical-BI","Floridablanca","SaludTotal","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","50","2",
"872","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 3 San Francisco"
"873","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Juvenil","Bucaramanga","Sanitas","4","Básica","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 3 San Francisco"
"874","2021","Colombia","17","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Técnica Vocal","Bucaramanga","Sanitas","3","Media","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 17 Mutis"
"875","2021","Colombia","22","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Guitarra Eléctrica Básico","Bucaramanga","Medimas","1","Tecnológica","Estudiante","18 a 28 años","jovenes","Sí","22.22","1","Comuna 16 Lagos del Cacique"
"876","2021","Colombia","21","Masculino","Floridablanca","En situación de discapacidad","Música","Programa académico en interpretación musical - Piano Avanzado","Floridablanca","SaludTotal","1","Básica","Estudiante","18 a 28 años","jovenes","Sí","14","1",
"877","2021","Colombia","45","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Vientos Modernos -G1","Bucaramanga","coomeva","3","Maestría","Empleado","29 a 59 años","adultez","No",,"3","Comuna 3 San Francisco"
"878","2021","Colombia","24","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Técnica Vocal","Bucaramanga","SaludTotal","3","Especialización","Desempleado","18 a 28 años","jovenes","Sí","57.13","3","Comuna 5 García Rovira"
"879","2021","Colombia","21","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Vientos Modernos -G1","Bucaramanga","Nueva eps","3","Media","Estudiante","18 a 28 años","jovenes","No",,"3","Comuna 13 Oriental"
"880","2021","Colombia","47","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Clarinete Banda","Bucaramanga","Nueva eps","4","Especialización","Independiente","29 a 59 años","adultez","No",,"4","Comuna 13 Oriental"
"881","2021","Colombia","35","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Percusión Afrocolombiana-II","Bucaramanga","Nueva eps","4","Media","Desempleado","29 a 59 años","adultez","No",,"4","Comuna 7 La Ciudadela"
"882","2021","Colombia","21","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Bigband Prejuvenil","Bucaramanga","SaludTotal","3","Media","Estudiante","18 a 28 años","jovenes","Sí","36","3","Comuna 5 García Rovira"
"883","2021","Colombia","10","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Ensamble Saxofón-B/I","Bucaramanga","Famisanar","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 13 Oriental"
"884","2021","Colombia","18","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Trombón De Varas, Corno, Tuba Banda-M","Bucaramanga","coomeva","2","Media","Estudiante","18 a 28 años","jovenes","Sí","42.15","2","Comuna 7 La Ciudadela"
"885","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Metales-B","Bucaramanga","Famisanar","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 13 Oriental"
"886","2021","Colombia","13","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Metales-B","Bucaramanga","coomeva","1","Media","Estudiante","13 a 17 años","adolescente","Sí","23","1","Comuna 14 Morrorico"
"887","2021","Colombia","15","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Flauta Traversa Básico-B","Bucaramanga","coomeva","4","Media","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 13 Oriental"
"888","2021","Colombia","12","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Juvenil","Bucaramanga","Avanzar","4","Básica","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 3 San Francisco"
"889","2021","Colombia","21","Femenino","Floridablanca","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violonchelo Básico-B","Floridablanca","SURA","3","Media","Estudiante","18 a 28 años","jovenes","Sí","26.51","3",
"890","2021","Colombia","18","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Técnica Vocal","Bucaramanga","Famisanar","4","Media","Independiente","18 a 28 años","jovenes","No",,"4","Comuna 9 La Pedregosa"
"891","2021","Colombia","10","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Musical-BI","Bucaramanga","SaludTotal","4","Básica","Estudiante","8 a 12 años","infancia","Sí","24.9","4","Comuna 13 Oriental"
"892","2021","España","10","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Bigband Infantil","Bucaramanga","Nueva eps","4","Media","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 10 Provenza"
"893","2021","Colombia","11","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Metales-B","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 7 La Ciudadela"
"894","2021","Colombia","15","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Ensamble Saxofón-B/I","Bucaramanga","Nueva eps","2","Media","Estudiante","13 a 17 años","adolescente","Sí","24.97","2","Comuna 1 Norte"
"895","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violonchelo Iniciación-I","Bucaramanga","Sanitas","3","Primaria","Estudiante","8 a 12 años","infancia","Sí","54.19","3","Comuna 6 La Concordia"
"896","2021","Venezuela","9","Masculino","Bucaramanga","Extranjero","Música","Programa académico en interpretación musical - Batería Básico","Bucaramanga","Coosalud","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","28","2","Comuna 8 Sur Occidente"
"897","2021","Colombia","9","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Batería Básico","Bucaramanga","Famisanar","3","Primaria","Estudiante","8 a 12 años","infancia","Sí","28","3","Comuna 5 García Rovira"
"898","2021","Colombia","36","Masculino","Bucaramanga","Víctima del conflicto","Música","Programa académico en interpretación musical - Percusión Afrocolombiana-II","Bucaramanga","Famisanar","2","Técnica","Desempleado","29 a 59 años","adultez","Sí","3","2","Comuna 5 García Rovira"
"899","2021","Colombia","12","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Piano Iniciación","Bucaramanga","coomeva","4","Básica","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 10 Provenza"
"900","2021","Colombia","33","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Música Tradicional","Bucaramanga","Coosalud","4","Media","Estudiante","29 a 59 años","adultez","Sí","34.88","4","Comuna 10 Provenza"
"901","2021","Colombia","16","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Guitarra Clásica","Bucaramanga","Sanitas","4","Básica","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 13 Oriental"
"902","2021","Venezuela","9","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Bucaramanga","Nueva eps","2","Preescolar","Estudiante","8 a 12 años","infancia","Sí","40.23","2","Comuna 14 Morrorico"
"903","2021","Colombia","22","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Técnica Vocal","Bucaramanga","Avanzar","3","Profesional","Empleado","18 a 28 años","jovenes","No",,"3","Comuna 7 La Ciudadela"
"904","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Flauta Traversa Intermedio-I","Bucaramanga","Sanitas","4","Media","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 6 La Concordia"
"905","2021","Colombia","11","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Metales-B","Bucaramanga","Sanitas","4","Básica","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 16 Lagos del Cacique"
"906","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Guitarra Clásica","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 6 La Concordia"
"907","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Iniciación Musical-I","Bucaramanga","SURA","2","Primaria","Estudiante","0 a 7 años","primera infancia","Sí","34.24","2","Comuna 5 García Rovira"
"908","2021","Colombia","7","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Piano Iniciación","Bucaramanga","Salud mia","5","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"5","Comuna 12 Cabecera del llano"
"909","2021","Venezuela","11","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Violín y Viola Básico-B","Bucaramanga","Nueva eps","1","Primaria","Estudiante","8 a 12 años","infancia","Sí","41","1","Comuna 5 García Rovira"
"910","2021","Colombia","10","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Infantil","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 3 San Francisco"
"911","2021","Colombia","11","Masculino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Trombón De Varas, Corno, Tuba Pre-Banda-B","Bucaramanga","SURA","2","Básica","Estudiante","8 a 12 años","infancia","Sí","34.24","2","Comuna 5 García Rovira"
"912","2021","Venezuela","9","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Trombón De Varas, Corno, Tuba Pre-Banda-B","Bucaramanga","Nueva eps","4","Primaria","Estudiante","8 a 12 años","infancia","Sí","44.4","4","Comuna 13 Oriental"
"913","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Coro Juvenil","Bucaramanga","Sisben","4","Especialización","Empleado","13 a 17 años","adolescente","No",,"4","Comuna 3 San Francisco"
"914","2021","Colombia","15","Femenino","Bucaramanga","Ninguno de los anteriores","Música","Programa académico en interpretación musical - Flauta Traversa Básico-B","Bucaramanga","SaludTotal","4","Media","Estudiante","13 a 17 años","adolescente","No",,"4","Comuna 12 Cabecera del llano"
