"fecha","departamento","municipio","delito","d_a","hora","barrio","zona","clase_de_sitio","arma_empleada","m_vil_agresor","m_vil_victima","edad","sexo","estado_civil","pa_s_de_nacimiento","clase_de_empleado","profesi_n","escolaridad","c_digo_dane","cantidad"
"2019-01-01T00:00:00.000","AMAZONAS","LETICIA (CT)","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","Martes","18:00:00","NO REPORTADO","RURAL","CASAS DE APUESTAS","SIN EMPLEO DE ARMAS","A PIE","A PIE","7","FEMENINO","-","COLOMBIA","NO REPORTA","-","-","91001000","1"
"2019-01-01T00:00:00.000","AMAZONAS","LETICIA (CT)","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","Martes","18:00:00","NO REPORTADO","RURAL","CASAS DE APUESTAS","SIN EMPLEO DE ARMAS","A PIE","A PIE","21","FEMENINO","UNION LIBRE","COLOMBIA","INDEPENDIENTE","-","PRIMARIA","91001000","1"
"2019-01-01T00:00:00.000","ANTIOQUIA","ABRIAQUÍ","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","Martes","0:00:00","SAN JOSE","RURAL","FINCAS Y SIMILARES","SIN EMPLEO DE ARMAS","A PIE","A PIE","16","FEMENINO","SOLTERO","COLOMBIA","ESTUDIANTE","-","SECUNDARIA","5004000","1"
"2019-01-01T00:00:00.000","ANTIOQUIA","AMAGÁ","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","Martes","10:00:00","LA GUALI","RURAL","FINCAS Y SIMILARES","SIN EMPLEO DE ARMAS","A PIE","A PIE","4","FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SECUNDARIA","5030000","1"
"2019-01-01T00:00:00.000","ANTIOQUIA","AMAGÁ","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","Martes","10:00:00","LA GUALI","RURAL","FINCAS Y SIMILARES","SIN EMPLEO DE ARMAS","A PIE","A PIE","8","FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","PRIMARIA","5030000","1"
"2019-01-01T00:00:00.000","ANTIOQUIA","AMAGÁ","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","Martes","10:00:00","LA GUALI","RURAL","FINCAS Y SIMILARES","SIN EMPLEO DE ARMAS","A PIE","A PIE","28","FEMENINO","SOLTERO","COLOMBIA","EMPLEADO PARTICULAR","NO REPORTADA","SECUNDARIA","5030000","1"
"2019-01-01T00:00:00.000","ANTIOQUIA","BELLO","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS","Martes","0:00:00","LOS SAUCES","URBANA","VIAS PUBLICAS","SIN EMPLEO DE ARMAS","A PIE","A PIE","12","FEMENINO","SOLTERO","-","EMPLEADO PARTICULAR","NO REPORTADA","NO REPORTADO","5088000","1"
"2019-01-01T00:00:00.000","ANTIOQUIA","BELLO","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","Martes","0:00:00","LOS SAUCES","URBANA","CASAS DE HABITACION","SIN EMPLEO DE ARMAS","A PIE","A PIE","14","FEMENINO","SOLTERO","COLOMBIA","ESTUDIANTE","NO REPORTADA","SECUNDARIA","5088000","1"
"2019-01-01T00:00:00.000","ANTIOQUIA","BELLO","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS","Martes","10:00:00","LA GABRIELA","URBANA","VIAS PUBLICAS","ARMA BLANCA / CORTOPUNZANTE","A PIE","A PIE","9","FEMENINO","SOLTERO","COLOMBIA","ESTUDIANTE","NO REPORTADA","PRIMARIA","5088000","1"
"2019-01-01T00:00:00.000","ANTIOQUIA","BELLO","ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES","Martes","9:00:00","PARIS CENTRAL","URBANA","RED VIRTUAL O INTERNET","NO REPORTADO","A PIE","A PIE","29","FEMENINO","UNION LIBRE","COLOMBIA","EMPLEADO PARTICULAR","TECNICO PROFESIONAL EN ARCHIVISTICA","SECUNDARIA","5088000","1"
