"departamento","municipio","numero_del_predio","direccion","destino_economico","area_terreno","area_construida"
"68","547","000000010001000","SAN JUAN VDA MESA DE JERIDAS","D","000000055000","000188"
"68","547","000000010002000","EL LLANITO VDA MESA DE JERIDAS","D","000000024907","000000"
"68","547","000000010003000","LA TACHUELA VDA MESA DE JERIDAS","D","000000012000","000156"
"68","547","000000010004000","EL GUAMITO VDA MESA DE JERIDAS","D","000000008000","000085"
"68","547","000000010005000","EL FICAL VDA MESA DE JERIDAS","D","000000037000","000204"
"68","547","000000010006000","EL MANGUITO VDA MESA DE JERIDAS","D","000000022000","000047"
"68","547","000000010007000","BRISAS VDA MESA DE JERIDAS","D","000000053000","002372"
"68","547","000000010008000","SANTA LUCIA","D","000000080000","000000"
"68","547","000000010009000","CLAUDIA MARCELA VDA MESA DE JERIDA","D","000000006000","000098"
"68","547","000000010010000","VILLALUZ LO 1 VDA MESA DE JERIDAS","D","000000003334","000070"
"68","547","000000010011000","EL FLORISTAL VDA MESA DE JERIDAS","D","000000003000","000111"
"68","547","000000010012000","EL POMARROSO","D","000000019000","000000"
"68","547","000000010012001","CASA VDA MESA DE JERIDAS","A","000000000000","000054"
"68","547","000000010013000","LOS NARANJOS VDA MESA DE JERIDAS","D","000000008349","000040"
"68","547","000000010014000","CRISTALES VDA MESA DE JERIDAS","D","000000006000","000114"
"68","547","000000010017000","VILLA CECILIA VDA MESA DE JERIDAS","D","000000025354","001126"
"68","547","000000010018000","VILLA MARIA VDA MESA DE JERIDAS","D","000000007000","000350"
"68","547","000000010019000","LAS MESITAS VDA MESA DE JERIDAS","J","000000010000","000218"
"68","547","000000010020000","LOMA DEL GUAYABO VDA MESA DE JERID","D","000000027500","000112"
"68","547","000000010021000","EL GUAMITO VDA MESA DE JERIDAS","D","000000050000","000120"
"68","547","000000010022000","CAMPO VERDE VDA MESA DE JERIDAS","D","000000038000","000093"
"68","547","000000010023000","EL HIGUERON VDA MESA DE JERIDAS","D","000000025000","000102"
"68","547","000000010024000","COLONIA VACACIONAL DEL DPTO VDA ME","D","000000106000","000697"
"68","547","000000010025000","VILLA MARIA MESA DE JERIDAS","D","000000029394","000401"
"68","547","000000010026000","LOS PINOS VDA MESA DE JERIDAS","D","000000036000","000600"
"68","547","000000010027000","EL BAMBU VDA MESA DE JERIDAS","D","000000054335","000330"
"68","547","000000010028000","LA LAGUNA VDA MESA DE JERIDAS","D","000000203000","000656"
"68","547","000000010029000","LA SULTANA VDA MESA DE JERIDAS","D","000000068731","007454"
"68","547","000000010030000","TIJUANA VDA MESA DE JERIDAS","D","000000182000","000568"
"68","547","000000010031000","LA MANCHA VDA MESA DE JERIDAS","D","000000039000","000510"
"68","547","000000010032000","LA CASCADA VDA MESA DE JERIDAS","D","000000019068","000140"
"68","547","000000010033000","FREDONIA VDA MESA DE JERIDAS","D","000000011000","000148"
"68","547","000000010034000","VILLA CECI VDA MESA DE JERIDAS","D","000000023000","000556"
"68","547","000000010035000","PARTE LA CASCADA LO DE TERRENO","D","000000006739","000140"
"68","547","000000010036000","LA PRADERA","D","000000040000","000333"
"68","547","000000010037000","LA CASCADA VDA MESA DE JERIDAS","D","000000008698","000198"
"68","547","000000010039000","LO 1 VDA MESA DE JERIDAS","D","000000004697","000000"
"68","547","000000010040000","EL PORVENIR VDA MESA DE JERIDAS","D","000000060000","000919"
"68","547","000000010041000","NAZARETH VDA MESA DE JERIDAS","D","000000020000","000000"
"68","547","000000010043000","LA SULTANITA VDA MESA DE JERIDAS","D","000000040000","000180"
"68","547","000000010044000","EL RECREO VDA MESAS DE JERIDAS","D","000000024065","000060"
"68","547","000000010047000","EL GRANADILLO VDA MESA DE JERIDAS","D","000000026000","000261"
"68","547","000000010048000","EL PORTAL VDA MESA DE JERIDAS","D","000000024000","002985"
"68","547","000000010049000","SAN JOAQUIN VDA MESA DE JERIDAS","D","000000026387","000647"
"68","547","000000010051000","ESCUELA LA ESPERANZA","I","000000012000","000639"
"68","547","000000010052000","EL FICAL LO 1 VDA MESA DE JERIDAS","D","000000002000","000059"
"68","547","000000010054000","LA DESPENSA VDA MESA DE JERIDAS","D","000000010000","000040"
"68","547","000000010055000","VILLA DE CARMEN VDA MESA DE JERIDA","D","000000080550","009198"
"68","547","000000010056000","LA CAMPINA VDA MESA DE JERIDAS","D","000000264625","004573"
"68","547","000000010057000","LA CAPILLA VDA MESA DE JERIDAS","D","000000233800","000182"
"68","547","000000010058000","VISTA HERMOSA VDA MESA DE JERIDAS","D","000000325420","006594"
"68","547","000000010062000","VILLA SOFIA VDA MESA DE JERIDAS","D","000000032000","000121"
"68","547","000000010063000","LOS OLIVOS VDA MESA DE JERIDAS","A","000000001628","000492"
"68","547","000000010064000","TERRENO","D","000000015000","000000"
