"contrib_code_desc","year","quarter","report_no","contrib_type","contrib_code","person_id","vehicle_id"
"Worn, Travel-polished Surface","2020","Q2","ZQ0156001L","Road","69.88",,
"Not Applicable","2020","Q2","MSP5688004Q","Road","0",,
"Not Applicable","2020","Q2","ADI468007X","Road","0",,
"Not Applicable","2020","Q2","MSP67000045","Road","0",,
"Not Applicable","2020","Q2","AE489000HM","Road","0",,
"Not Applicable","2020","Q2","AE50140052","Road","0",,
"Not Applicable","2020","Q2","ADK315000H","Road","0",,
"Not Applicable","2020","Q2","AE50050077","Road","0",,
"Not Applicable","2020","Q2","DA40000057","Road","0",,
"Not Applicable","2020","Q2","AE61680027","Road","0",,
"Not Applicable","2020","Q2","MSP70980013","Road","0",,
"Not Applicable","2020","Q2","MCP31210038","Road","0",,
"Not Applicable","2020","Q2","DA41780053","Road","0",,
"Not Applicable","2020","Q2","MSP6649009G","Road","0",,
"Not Applicable","2020","Q2","MSP637700DT","Road","0",,
"Not Applicable","2020","Q2","MCP31260024","Road","0",,
"Wet","2020","Q2","MSP7060004J","Road","61",,
"Not Applicable","2020","Q2","MSP7140004Y","Road","0",,
"Not Applicable","2020","Q2","ZJ05730006","Road","0",,
"Not Applicable","2020","Q2","MSP7054002L","Road","0",,
"Not Applicable","2020","Q2","AE57610088","Road","0",,
"Not Applicable","2020","Q2","MSP70980015","Road","0",,
"Not Applicable","2020","Q2","AC19740093","Road","0",,
"Not Applicable","2020","Q2","AC2219003V","Road","0",,
"Not Applicable","2020","Q2","DA41710036","Road","0",,
"Wet","2020","Q2","MSP59950086","Road","61",,
,"2020","Q2","MSP72090014","Road","76",,
"Wet","2020","Q2","CA7710000Q","Road","61",,
"Not Applicable","2020","Q2","MSP70590013","Road","0",,
"Not Applicable","2020","Q2","MCP31740023","Road","0",,
"Not Applicable","2020","Q2","EJ7866008F","Road","0",,
"Wet","2020","Q2","AC23940009","Road","61",,
"Not Applicable","2020","Q2","ADJ971000Q","Road","0",,
"Not Applicable","2020","Q2","CB60350073","Road","0",,
"Not Applicable","2020","Q2","AE5516008W","Road","0",,
"Not Applicable","2020","Q2","BD0242000R","Road","0",,
"Not Applicable","2020","Q2","MSP669800DW","Road","0",,
"Wet","2020","Q2","ZU8041004X","Road","61",,
"Not Applicable","2020","Q2","DD5630002Q","Road","0",,
"Not Applicable","2020","Q2","CT82500020","Road","0",,
"Not Applicable","2020","Q2","ZH0692000C","Road","0",,
"Wet","2020","Q2","AB367600KX","Road","61",,
"Wet","2020","Q2","EL0364000N","Road","61",,
"Not Applicable","2020","Q2","AE5080003J","Road","0",,
"Not Applicable","2020","Q2","MSP649300D1","Road","0",,
"Not Applicable","2020","Q2","CTX3220022","Road","0",,
"Not Applicable","2020","Q2","AE3804003S","Road","0",,
"Not Applicable","2020","Q2","MCP31040022","Road","0",,
"Not Applicable","2020","Q2","AE442400TK","Road","0",,
"Not Applicable","2020","Q2","MSP5466010N","Road","0",,
"Wet","2020","Q2","AE5679003W","Road","61",,
"Wet","2020","Q2","AE6291000Q","Road","61",,
"Not Applicable","2020","Q2","CB45830008","Road","0",,
"Not Applicable","2020","Q2","MCP29620056","Road","0",,
"Not Applicable","2020","Q2","CTX3520010","Road","0",,
"Not Applicable","2020","Q2","MCP1291002V","Road","0",,
"Not Applicable","2020","Q2","AE6139004P","Road","0",,
"Not Applicable","2020","Q2","MSP6764003J","Road","0",,
"Not Applicable","2020","Q2","ADK073001S","Road","0",,
"Not Applicable","2020","Q2","AE4354009G","Road","0",,
"Not Applicable","2020","Q2","AE5803005X","Road","0",,
"Not Applicable","2020","Q2","ADK200001S","Road","0",,
"Not Applicable","2020","Q2","MSP7200000Y","Road","0",,
"Not Applicable","2020","Q2","ADJ715003S","Road","0",,
"Not Applicable","2020","Q2","ADH796004L","Road","0",,
"Not Applicable","2020","Q2","AE55970026","Road","0",,
"Not Applicable","2020","Q2","MCP3138002B","Road","0",,
"Not Applicable","2020","Q2","DA36790019","Road","0",,
"Not Applicable","2020","Q2","BJ016500BZ","Road","0",,
"Not Applicable","2020","Q2","ADJ709002S","Road","0",,
"Not Applicable","2020","Q2","ADJ203004F","Road","0",,
"Not Applicable","2020","Q2","AE404500TZ","Road","0",,
"Wet","2020","Q2","ADI641001V","Road","61",,
"Not Applicable","2020","Q2","BW0153001N","Road","0",,
"Not Applicable","2020","Q2","AB367600KY","Road","0",,
"Not Applicable","2020","Q2","CTX335004Q","Road","0",,
"Wet","2020","Q2","MCP2710003B","Road","61",,
"Not Applicable","2020","Q2","AE63050010","Road","0",,
"Wet","2020","Q2","MSP692000F6","Road","61",,
"Not Applicable","2020","Q2","MSP637700DZ","Road","0",,
"Not Applicable","2020","Q2","AE57380054","Road","0",,
"Not Applicable","2020","Q2","MSP675600NF","Road","0",,
"Not Applicable","2020","Q2","EE01190008","Road","0",,
"Not Applicable","2020","Q2","AC2005005N","Road","0",,
"Not Applicable","2020","Q2","MSP684400J3","Road","0",,
"Not Applicable","2020","Q2","ADI367001C","Road","0",,
"Not Applicable","2020","Q2","DE2196003N","Road","0",,
"Not Applicable","2020","Q2","CC01690023","Road","0",,
"Not Applicable","2020","Q2","AE513300B3","Road","0",,
"Wet","2020","Q2","MSP7191001S","Road","61",,
"Wet","2020","Q2","AE6139004R","Road","61",,
"Not Applicable","2020","Q2","ADI7700079","Road","0",,
"Not Applicable","2020","Q2","ADJ4760096","Road","0",,
"Not Applicable","2020","Q2","ZR03720005","Road","0",,
"Wet","2020","Q2","CB55120097","Road","61",,
"Not Applicable","2020","Q2","AE6051004T","Road","0",,
"Not Applicable","2020","Q2","ZJ05530026","Road","0",,
"Wet","2020","Q2","ADK2900014","Road","61",,
"Not Applicable","2020","Q2","DA4210001C","Road","0",,
"Not Applicable","2020","Q2","DA4147002D","Road","0",,
"Not Applicable","2020","Q2","AC23250012","Road","0",,
"Not Applicable","2020","Q2","MSP64260099","Road","0",,
"Road Under Construction/Maintenance","2020","Q2","MDTA1523008S","Road","65",,
"Not Applicable","2020","Q2","ZR0355002K","Road","0",,
"Not Applicable","2020","Q2","MSP6699003Q","Road","0",,
"Not Applicable","2020","Q2","MSP7187001Q","Road","0",,
"Not Applicable","2020","Q2","AE5957004G","Road","0",,
"Not Applicable","2020","Q2","ZG11260001","Road","0",,
"Wet","2020","Q2","ADK0210029","Road","61",,
"Not Applicable","2020","Q2","AE6025002M","Road","0",,
"Debris or Obstruction","2020","Q2","MSP7039006W","Road","63",,
"Not Applicable","2020","Q2","MSP6837009L","Road","0",,
"Road Under Construction/Maintenance","2020","Q2","MSP635700QN","Road","65",,
"Not Applicable","2020","Q2","AE5342007K","Road","0",,
"Not Applicable","2020","Q2","MCP2438002J","Road","0",,
"Not Applicable","2020","Q2","BV0194000F","Road","0",,
"Not Applicable","2020","Q2","CTX322001Y","Road","0",,
"Not Applicable","2020","Q2","AE5844003Q","Road","0",,
"Not Applicable","2020","Q2","MCP22860032","Road","0",,
"Not Applicable","2020","Q2","DA3746004B","Road","0",,
"Not Applicable","2020","Q2","ZR0346004P","Road","0",,
"Not Applicable","2020","Q2","MSP6490008Q","Road","0",,
"Not Applicable","2020","Q2","ADK325000H","Road","0",,
"Not Applicable","2020","Q2","AC2330000J","Road","0",,
"Not Applicable","2020","Q2","MSP650000D4","Road","0",,
"Not Applicable","2020","Q2","CB61320020","Road","0",,
"Not Applicable","2020","Q2","DA3902003C","Road","0",,
"Wet","2020","Q2","DA36610034","Road","61",,
"Not Applicable","2020","Q2","MSP691200D8","Road","0",,
"Not Applicable","2020","Q2","MCP3119002H","Road","0",,
"Not Applicable","2020","Q2","ZD7096000C","Road","0",,
"Not Applicable","2020","Q2","MSP673800LJ","Road","0",,
"Not Applicable","2020","Q2","MSP5948004Z","Road","0",,
"Not Applicable","2020","Q2","ZU8080005J","Road","0",,
"Not Applicable","2020","Q2","MSP69410019","Road","0",,
"Not Applicable","2020","Q2","MSP615700LT","Road","0",,
"Not Applicable","2020","Q2","MSP50990044","Road","0",,
"Wet","2020","Q2","MSP684400JM","Road","61",,
"Not Applicable","2020","Q2","MSP659300F1","Road","0",,
"Wet","2020","Q2","MSP6760003V","Road","61",,
"Not Applicable","2020","Q2","DA41780055","Road","0",,
"Not Applicable","2020","Q2","AM03390039","Road","0",,
"Not Applicable","2020","Q2","MCP2072003T","Road","0",,
"Not Applicable","2020","Q2","MSP72190022","Road","0",,
"Not Applicable","2020","Q2","MCP2799005M","Road","0",,
"Not Applicable","2020","Q2","MSP64080054","Road","0",,
"Not Applicable","2020","Q2","AZ1715000K","Road","0",,
"Not Applicable","2020","Q2","DD5636002G","Road","0",,
"Not Applicable","2020","Q2","MSP7039006S","Road","0",,
"Not Applicable","2020","Q2","AE6084004T","Road","0",,
"Not Applicable","2020","Q2","CNC31710005","Road","0",,
"Not Applicable","2020","Q2","AE48070046","Road","0",,
"Not Applicable","2020","Q2","AC17150088","Road","0",,
"Not Applicable","2020","Q2","ADK206000J","Road","0",,
"Not Applicable","2020","Q2","EP01730013","Road","0",,
"Not Applicable","2020","Q2","AC21170089","Road","0",,
"Not Applicable","2020","Q2","MSP62730055","Road","0",,
"Not Applicable","2020","Q2","BX3071000T","Road","0",,
"Not Applicable","2020","Q2","MCP32620003","Road","0",,
"Not Applicable","2020","Q2","ZU80410055","Road","0",,
"Not Applicable","2020","Q2","AC2189005L","Road","0",,
"Not Applicable","2020","Q2","AE62200014","Road","0",,
"Not Applicable","2020","Q2","MCP31920011","Road","0",,
"Not Applicable","2020","Q2","MCP31640034","Road","0",,
"Not Applicable","2020","Q2","AE404500TQ","Road","0",,
"Not Applicable","2020","Q2","ZF0537001K","Road","0",,
"Not Applicable","2020","Q2","AC23930008","Road","0",,
"Not Applicable","2020","Q2","MSP7121002Y","Road","0",,
"Not Applicable","2020","Q2","AS03040030","Road","0",,
"Not Applicable","2020","Q2","ADK282000L","Road","0",,
"Not Applicable","2020","Q2","AE6109005K","Road","0",,
"Not Applicable","2020","Q2","MSP580200DD","Road","0",,
"Not Applicable","2020","Q2","AE5805006L","Road","0",,
"Not Applicable","2020","Q2","AE5339004G","Road","0",,
"Not Applicable","2020","Q2","MDTA1745000F","Road","0",,
"Not Applicable","2020","Q2","MCP3262000C","Road","0",,
"Not Applicable","2020","Q2","ADK210000Q","Road","0",,
"Not Applicable","2020","Q2","DA4174002N","Road","0",,
"Not Applicable","2020","Q2","BE0083000Q","Road","0",,
"Not Applicable","2020","Q2","MSP71240062","Road","0",,
"Not Applicable","2020","Q2","MCP32090017","Road","0",,
"Wet","2020","Q2","DE5150005G","Road","61",,
"Not Applicable","2020","Q2","AE2995005P","Road","0",,
"Not Applicable","2020","Q2","AE5946002Q","Road","0",,
"Not Applicable","2020","Q2","AE6158002L","Road","0",,
"Not Applicable","2020","Q2","MSP6924008V","Road","0",,
"Not Applicable","2020","Q2","MSP693800B9","Road","0",,
"Not Applicable","2020","Q2","ADJ868002H","Road","0",,
"Not Applicable","2020","Q2","MSP7051000Y","Road","0",,
"Not Applicable","2020","Q2","BX53450002","Road","0",,
"Not Applicable","2020","Q2","MCP2445001L","Road","0",,
"Not Applicable","2020","Q2","AE3804003Q","Road","0",,
"Not Applicable","2020","Q2","DA4111001H","Road","0",,
"Not Applicable","2020","Q2","MCP31260025","Road","0",,
"Not Applicable","2020","Q2","RD01150086","Road","0",,
"Not Applicable","2020","Q2","ZU9205002Q","Road","0",,
"Not Applicable","2020","Q2","CBPD00420016","Road","0",,
"Wet","2020","Q2","AC0924007X","Road","61",,
"Not Applicable","2020","Q2","DA33820027","Road","0",,
"Not Applicable","2020","Q2","AE53150054","Road","0",,
"Not Applicable","2020","Q2","ADK3690009","Road","0",,
"Not Applicable","2020","Q2","MSP482800NX","Road","0",,
"Not Applicable","2020","Q2","AE584200CM","Road","0",,
"Not Applicable","2020","Q2","ZT0145000C","Road","0",,
"Not Applicable","2020","Q2","MSP7058004P","Road","0",,
"Not Applicable","2020","Q2","AE62350038","Road","0",,
"Not Applicable","2020","Q2","ADK290000W","Road","0",,
"Not Applicable","2020","Q2","MSP71270055","Road","0",,
"Wet","2020","Q2","MSP684400HV","Road","61",,
"Not Applicable","2020","Q2","ZD6491000W","Road","0",,
"Not Applicable","2020","Q2","MSP615700LP","Road","0",,
"Not Applicable","2020","Q2","AC2253002M","Road","0",,
"Not Applicable","2020","Q2","ZH0511001V","Road","0",,
"Not Applicable","2020","Q2","ZH0671000T","Road","0",,
"Not Applicable","2020","Q2","MSP7221001N","Road","0",,
"Not Applicable","2020","Q2","AE437900ZG","Road","0",,
"Not Applicable","2020","Q2","AE62500017","Road","0",,
,"2020","Q2","MSP650400VK","Road","78",,
"Not Applicable","2020","Q2","MSP592100HH","Road","0",,
"Not Applicable","2020","Q2","MSP67330049","Road","0",,
"Not Applicable","2020","Q2","ZG1102001H","Road","0",,
"Wet","2020","Q2","AC163700HV","Road","61",,
"Wet","2020","Q2","MCP31730016","Road","61",,
"Wet","2020","Q2","MDTA1736001W","Road","61",,
"Not Applicable","2020","Q2","ADK153000W","Road","0",,
"Ruts, Holes, Bumps","2020","Q2","ZD7098000K","Road","64",,
"Not Applicable","2020","Q2","AC23340012","Road","0",,
,"2020","Q2","AE426800DT","Road","78",,
"Not Applicable","2020","Q2","ADJ7680067","Road","0",,
"Not Applicable","2020","Q2","BW01830003","Road","0",,
"Wet","2020","Q2","CA7710000P","Road","61",,
"Not Applicable","2020","Q2","AE547500B1","Road","0",,
"Not Applicable","2020","Q2","AE5780004F","Road","0",,
"Not Applicable","2020","Q2","AC18350078","Road","0",,
"Not Applicable","2020","Q2","MSP585800PQ","Road","0",,
"Not Applicable","2020","Q2","AE571000B5","Road","0",,
"Not Applicable","2020","Q2","AE62040037","Road","0",,
"Not Applicable","2020","Q2","DA41040057","Road","0",,
"Not Applicable","2020","Q2","DA4085003D","Road","0",,
"Not Applicable","2020","Q2","CC0220005F","Road","0",,
"Not Applicable","2020","Q2","MSP67000043","Road","0",,
"Not Applicable","2020","Q2","MSP683600JD","Road","0",,
"Not Applicable","2020","Q2","ADI898009K","Road","0",,
"Not Applicable","2020","Q2","MSP592100J4","Road","0",,
"Not Applicable","2020","Q2","ADK0940025","Road","0",,
"Not Applicable","2020","Q2","AE4926005Y","Road","0",,
"Not Applicable","2020","Q2","BX54080010","Road","0",,
"Not Applicable","2020","Q2","AE60730023","Road","0",,
"Not Applicable","2020","Q2","ADK246000J","Road","0",,
"Not Applicable","2020","Q2","AE487900B3","Road","0",,
"Not Applicable","2020","Q2","MSP7124005P","Road","0",,
"Not Applicable","2020","Q2","MSP70750012","Road","0",,
"Not Applicable","2020","Q2","AE6024002J","Road","0",,
"Not Applicable","2020","Q2","ZG0963000K","Road","0",,
"Not Applicable","2020","Q2","ADJ636007B","Road","0",,
"Not Applicable","2020","Q2","MSP653400JP","Road","0",,
"Not Applicable","2020","Q2","MSP673100MC","Road","0",,
"Not Applicable","2020","Q2","AE5904003T","Road","0",,
"Not Applicable","2020","Q2","MCP2356001N","Road","0",,
"Not Applicable","2020","Q2","MSP6576002K","Road","0",,
"Not Applicable","2020","Q2","AE595600B6","Road","0",,
"Not Applicable","2020","Q2","DA4117004S","Road","0",,
"Not Applicable","2020","Q2","ADD934004F","Road","0",,
"Not Applicable","2020","Q2","MSP7121002B","Road","0",,
"Wet","2020","Q2","AE5874008Q","Road","61",,
"Not Applicable","2020","Q2","ADK282000X","Road","0",,
"Not Applicable","2020","Q2","ADI7480051","Road","0",,
"Not Applicable","2020","Q2","AC2373000J","Road","0",,
"Not Applicable","2020","Q2","ADK222001H","Road","0",,
"Not Applicable","2020","Q2","AB6570002R","Road","0",,
"Wet","2020","Q2","AE499800JT","Road","61",,
"Not Applicable","2020","Q2","ADJ1050038","Road","0",,
"Not Applicable","2020","Q2","AE5675007F","Road","0",,
"Not Applicable","2020","Q2","MCP3217000J","Road","0",,
"Not Applicable","2020","Q2","ZT0074000T","Road","0",,
"Not Applicable","2020","Q2","MCP2837003K","Road","0",,
"Not Applicable","2020","Q2","AE5408008X","Road","0",,
"Not Applicable","2020","Q2","ZJ0565000S","Road","0",,
"Not Applicable","2020","Q2","AC2325000W","Road","0",,
"Not Applicable","2020","Q2","BK0255001J","Road","0",,
"Not Applicable","2020","Q2","ADI11400C2","Road","0",,
"Not Applicable","2020","Q2","MCP3190001Y","Road","0",,
"Not Applicable","2020","Q2","MSP70670031","Road","0",,
"Wet","2020","Q2","MSP675700K4","Road","61",,
"Wet","2020","Q2","CB6036004T","Road","61",,
"Not Applicable","2020","Q2","ADK309000F","Road","0",,
"Wet","2020","Q2","MSP636700M0","Road","61",,
"Not Applicable","2020","Q2","DA4040004R","Road","0",,
"Not Applicable","2020","Q2","ZJ0570000B","Road","0",,
"Not Applicable","2020","Q2","AC2461000H","Road","0",,
"Not Applicable","2020","Q2","MCP3111002J","Road","0",,
"Not Applicable","2020","Q2","AE4052003V","Road","0",,
"Not Applicable","2020","Q2","AE6105006J","Road","0",,
"Not Applicable","2020","Q2","MSP646900G7","Road","0",,
