"dog_name","breed","age","gender","color"
"BEAU","SIBERIAN HUSKY MIX","11","Male Neutered","RED AND WHITE"
"SHADOW","TERRIER MIX","11","Male Neutered","WHITE AND BLACK"
"OLLIE","LABRADOR RETRIEVER","11","Male Neutered","YELLOW"
"MOOSE",,"11","Male","BROWN"
"TIKKA","COCKAPOO","11","Female Spayed","BROWN"
"LILY","YORKSHIRE TERRIER MIX","11","Female","TAN"
"NINA","POMERANIAN MIX","11","Female Spayed","RED"
"ROCKO","WEST HIGHLAND TERRIER","11","Male Neutered","WHITE"
"PEPPERONI","POMERANIAN MIX","11","Male Neutered","SABLE"
"SCOOBY  AKA  SCUBY","COCKER SPANIEL MIX","11","Male Neutered","TAN"
"MR. BUTTONS","YORKSHIRE TERRIER","11","Male Neutered","BLACK AND TAN"
"HANNAH","AUSTRALIAN CATTLE DOG","11","Female Spayed","RED"
"LOVE BUG","CHIHUAHUA","11","Male Neutered","BLACK"
"ROSIE","PUG","11","Female Spayed","FAWN"
"RUSTY","POODLE MINITURE","11","Male Neutered","APRICOT"
"COOKIE","BICHON FRISE MIX","11","Female Spayed","WHITE AND TAN"
"WHITNEY","RAT TERRIER","11","Female Spayed","WHITE AND BROWN"
"DECAF","VIZSLA","11","Female Spayed","RUST"
"MAX","LABRADOR RETRIEVER  MIX","11","Male Neutered","BLACK"
"CALLIE","SHIH TZU","11","Female Spayed","WHITE AND GRAY"
"MIYAGI","AKITA","11","Male","BRINDLE"
"COOPER","CHIHUAHUA","11","Male Neutered","BROWN"
"MARLEY","MIX","11","Female Spayed","BRINDLE AND WHITE"
"PEANUT","PITBULL MIX","11","Female Spayed","RED"
"MOLLY","TOY POODLE","11","Female Spayed","BLACK"
"BAILEY","MINIATURE SCHNAUZER","11","Female Spayed","WHITE AND BLACK"
"MORGAN","TERRIER MIX","11","Female Spayed","BROWN"
"VANGUARD","LABRADOR RETRIEVER","11","Male Neutered","BLACK"
"YURI","PEKINGESE","11","Male Neutered","BROWN"
"ROCKY","HOUND MIX","11","Male Neutered","WHITE AND BROWN"
"MATTI","AUSTRALIAN SHEPHERD MIX","11","Female Spayed","TRI COLOR"
"ROSIE","SMOOTH DACHSHUND","11","Female Spayed","BLACK AND  BROWN"
"HENNI","COCKAPOO","12","Female Spayed","BEIGE"
"JACKSON BENTLEY","FOX TERRIER WIRE MIX","12","Male Neutered","TRI COLOR"
"SUGAR","HAVANESE","12","Female Spayed","TRI COLOR"
"LINDA","COCKAPOO","12","Female","BROWN"
"SPOT","MALTESE MIX","12","Male Neutered","WHITE AND BLACK"
"MAGGIE","LABRADOR RETRIEVER","12","Female Spayed","BLACK"
"SCOOBY","BICHON FRISE MIX","12","Male Neutered","WHITE"
"PRINCESS","CHIHUAHUA MIX","12","Female Spayed","BROWN"
"JULES","PIT BULL MIX/LAB","12","Female Spayed","BROWN"
"JOSEY","MIXED BREED","12","Female Spayed","TRI COLOR"
"BELLA","CAVALIER KING CHARLES SPANIEL","12","Female Spayed","BLACK AND TAN"
"BAMBI","LABRADOR RETRIEVER  MIX","12","Female Spayed","FAWN"
"CODY","TERRIER MIX","12","Male Neutered","GRAY AND WHITE"
"COCOA","GERMAN SHEPHERD","12","Female Spayed","FAWN"
"BRAM","CHIHUAHUA","12","Male Neutered","BLUE AND TAN"
"MIDNIGHT","LABRADOR RETRIEVER","12","Female Spayed","BLACK"
"ROCKY","PEM. WELSH CORGI","12","Male","RED AND WHITE"
"TILLY","COONHOUND MIX","12","Female Spayed","WHITE AND BROWN"
"GIULIA","BEAGLE MIX","12","Female Spayed","BLACK"
"SAMBA","LABRADOR RETRIEVER","12","Female Spayed","BLACK  AND WHITE"
"SPANKY","LHASA APSO","12","Female Spayed","TRI COLOR"
"TANNER","RETRIEVER MIX","12","Male Neutered","BROWN AND WHITE"
"COOPER","LONGHAIRED CHIHUAHUA","12","Male Neutered","TAN"
"CHIQUINHA","TOY POODLE","12","Female","TAN"
"BELA","YORKSHIRE TERRIER","12","Female Spayed","BROWN"
"KALI","LABRADOR RETRIEVER  MIX","12","Female Spayed","TRI COLOR"
"CHANCE","YORKSHIRE TERRIER MIX","12","Male Neutered","BLACK AND TAN"
"COOPER","CHIHUAHUA","12","Male Neutered","BLUE AND WHITE"
"BRUIN","RETRIEVER MIX","12","Male Neutered","BLACK"
"GEORGE","GOLDEN DOODLE","12","Male Neutered","GOLD"
"ALICE","TERRIER MIX","12","Female Spayed","TAN AND BLACK"
"ELLA","SILKY TERRIER","12","Female Spayed","BLACK AND TAN"
"BUDDY","MIX","12","Male Neutered","BROWN AND TAN"
"BLU","AMERICAN BULLDOG","12","Male Neutered","WHITE AND BLACK"
"NUGGET","SHIH TZU","12","Male Neutered","CREAM"
"SKIPPER","GOLDEN RETRIEVER MIX","12","Male Neutered","(NOT GIVEN)"
"BANDIT","HUSKY MIX","12","Male Neutered","TAN"
"ROXIE","PLOTT/HOUND","12","Female Spayed","BROWN AND BLACK"
"TEALK","ALASKAN MALAMUTE","12","Male Neutered","TRI COLOR"
"HONEY","PUGGLE","12","Female Spayed","FAWN"
"EBONY","PITBULL","12","Female Spayed","BLACK"
"CHLOE","LABRADOR RETRIEVER  MIX","12","Female Spayed","BLACK  AND WHITE"
"BAYBI","CHIHUAHUA","12","Male Neutered","TAN"
"JACE","SHEPARD DOODLE","12","Male Neutered","BLUE"
"NIKKI","TOY POODLE","12","Female Spayed","APRICOT"
"KACHINA","GOLDENDOODLE","12","Female Spayed","BLONDE"
"QUIN","SHEP X","12","Male Neutered","BLACK AND  BROWN"
"BEN","YORKSHIRE TERRIER","12","Male Neutered","TAN AND GRAY"
"VINNIE","SETTER MIX","12","Male Neutered","BLACK  AND WHITE"
"TIMBER","MIN SCHN.","12","Male Neutered","WHITE AND BLACK"
"MOLLI","MULITPOO","12","Female Spayed","CREAM AND BROWN"
"MOLLY","AMERICAN ESKIMO MIX","12","Female Spayed","BUFF"
"CHLOE","RETREIVER, GOLDEN","12","Female Spayed","GOLD"
"BABY","BICHON FRISE","12","Female Spayed","WHITE"
"MAXIMILLION","SHIBA INU","12","Male Neutered","RUST"
"PATCHES","SHIH TZU MIX","12","Male","TRI COLOR"
"MAGGIE","PUGGLE","12","Female Spayed","TAN"
"CHAPITO","CHIHUAHUA","12","Male","GOLD AND BROWN"
"SOPHIE","CHIHUAHUA","12","Female Spayed","BLACK  AND WHITE"
"REMY","LABRADOR RETRIEVER","12","Female Spayed","YELLOW"
"HARLEY","POODLE","12","Male Neutered","WHITE"
"MAGGIE","YORKSHIRE TERRIER MIX","12","Female","BROWN"
"ROGER","CHINESE CRESTED DOG","12","Male","GRAY"
"BENTLEY","OTHER","12","Male Neutered","BROWN"
"MEL FERNANDES","SHIH TZU","12","Female","BLACK  AND WHITE"
"ADICUS","LABRADOR RETRIEVER","12","Male Neutered","YELLOW"
"SABINE","ST.BERNARD/MIX","12","Female Spayed","CHESTNUT AND WHITE"
"BELLA","SCHNOODLE","12","Female Spayed","BLACK AND TAN"
"BENITO","BEAGLE","12","Male Neutered","TRI COLOR"
"MYA","SIBERIAN HUSKY","12","Female Spayed","SABLE"
"ALI ROSE","LABRADOR RETRIEVER","12","Female","YELLOW"
"MCGILLICUDDY","LABRADOR RETRIEVER","12","Male Neutered","BRINDLE"
"JULIE","POODLE","12","Female Spayed","APRICOT"
"ROXY","PITBULL MIX","12","Female Spayed","BLACK"
"SARGENT","RET MIX","12","Male Neutered","BLACK"
"EMME","LABRADOR RETRIEVER","12","Female Spayed","BLACK"
"BARLEY","GOLD RETRIEVER MIX","12","Female Spayed","YELLOW"
"MAZEL","BICHON FRISE MIX","12","Male Neutered","WHITE AND BLACK"
"AMBER","WEIMARANER","12","Female Spayed","GRAY"
"BENNY","MIX","12","Male Neutered","TRI COLOR"
"ZOE","YORKSHIRE TERRIER MIX","12","Female Spayed","BLACK AND TAN"
"DEWDROP","SMOOTH CHIHUAHUA","12","Female Spayed","TAN"
"SPOT","TERRIER MIX","12","Male Neutered","WHITE"
"SHADOW","LABRADOR RETRIEVER","12","Male Neutered","BLACK"
"WINNIE","PUG","12","Female Spayed","FAWN AND BLACK"
"MAX","PUG","12","Male Neutered","FAWN"
"GINKGO","POMERANIAN LHASA APSO","12","Female Spayed","BLACK AND TAN"
"ROXI","LABRADOR RETRIEVER  MIX","12","Female Spayed","BLACK AND  BROWN"
"BAILEY","FOX TERRIER X","12","Male Neutered","BLACK  AND WHITE"
"COLBY","PUG MIX","12","Male Neutered","FAWN"
"MERC","LABRADOR RETRIEVER","12","Male Neutered","BLACK"
"LOLI","MIN DACHSHUND","12","Female","BLACK AND  BROWN"
"BAKER","LABRADOR RETRIEVER","12","Male Neutered","BROWN"
"SADIE","LABRADOR RETRIEVER","12","Female Spayed","BLACK"
"PIXI","BOXER MIX","12","Female Spayed","TAN"
"RINGO","HOUND MIX","12","Male Neutered","BROWN AND WHITE"
"SUSY","CHIHUAHUA","12","Female","TAN"
"SKIBBY","BICHON FRISE","12","Male","CREAM"
"YUKI","HUSKY","12","Female Spayed","WHITE"
"RUTH","BULL TERRIER","12","Female Spayed","WHITE"
"HARLEY","BICHON FRISE MIX","12","Male Neutered","WHITE"
"HALEY","RHODESIAN RIDGEBACK","12","Female Spayed","TAN"
"BUDDY","SHIH TZU","12","Male Neutered","BROWN AND WHITE"
"STEWIE","AMERICAN BULLDOG","12","Male Neutered","BROWN AND WHITE"
"ZIGGY","COCKAPOO","12","Male Neutered","BLACK"
"BLAINE","TERRIER MIX","12","Male Neutered","BLACK  AND WHITE"
"FREDDIE","POODLE MIX","12","Male Neutered","WHITE"
"STAR","SCHNAUZER","12","Female Spayed","BLACK"
"DEXTER","LABRADOR RETRIEVER","12","Male Neutered","BLACK"
"GEORGIE","LABRADOR RETRIEVER","12","Female Spayed","YELLOW"
"IKE","LABRADOR RETRIEVER","12","Male Neutered","BLACK"
"BELLA","SHIH TZU MIX","12","Female Spayed","GRAY AND WHITE"
"ROMEY","SHEP/HUSKY","12","Male Neutered","BLACK AND  BROWN"
"TRAVIS","GOLDEN RET MIX","12","Male Neutered","GOLD"
"TAEKO","CHIHUAHUA","12","Male Neutered","WHITE"
"MARLEY","MIXED","12","Male Neutered","BROWN AND WHITE"
"COOPER","LABRADOR RETRIEVER","12","Male","YELLOW"
"TOOTSIE","HAVANESE","12","Female Spayed","SABLE"
"HARRISON","LABRADOR RETRIEVER","12","Male Neutered","YELLOW"
"LILLY","SHIH TZU MIX","12","Female Spayed","BLACK  AND WHITE"
"GUS","MINI SCHNZ","12","Male Neutered","GRAY AND WHITE"
"YAZI-TOO","AIREDALE TERRIER","12","Female Spayed","BLACK AND TAN"
"PEANUT","CHIHUAHUA","12","Female Spayed","WHITE AND FAWN"
"DUKE","GERMAN SHEPHERD","12","Male Neutered","BLUE AND TAN"
"SHAYLA","CHIHUAHUA","12","Female",
"WILEY","LABRADOR RETRIEVER","12","Male Neutered","BROWN"
"HOLLY","TERRIER","12","Female Spayed","GRAY AND WHITE"
"WOLFGANG","SHIH TZU","12","Male Neutered","BLACK"
"BANDIT","AIREDALE TERRIER","12","Male Neutered","BLACK AND TAN"
"LILY","BICHON FRISE MIX","12","Female Spayed","WHITE AND TAN"
"MOLLY","LABRADOR RETRIEVER  MIX","12","Female Spayed","BLACK"
"ROMEO","SHITZU","12","Male","BLACK  AND WHITE"
"BELLA","ENGLISH BULLDOG","12","Female Spayed","WHITE"
"ECLIPSE CALYPSO","MIX","12","Female Spayed","BROWN"
"NINA","POODLE","12","Female","WHITE"
"ABBY","MIX","12","Female Spayed","BLACK  AND WHITE"
"MILO","SHIH TZU","12","Male Neutered","BRINDLE"
"SCARLETT","PUG","12","Female Spayed","FAWN"
"JACKIE","SHIH TZU","12","Female","BLACK  AND WHITE"
"ELLA","LABRADOR RETRIEVER  MIX","12","Female Spayed","BROWN"
"PENNY","CHIHUAHUA","12","Female","BROWN AND WHITE"
"DEMON","AUSTRALIAN CATTLE DOG","12","Male Neutered","RED AND WHITE"
"OSCAR","COCKAPOO","12","Male Neutered","APRICOT"
"VITO","MIXED BREED","12","Male Neutered","BROWN"
"OLIVER","BICHON FRISE","12","Male Neutered","WHITE"
"LILLY PAD","BICHON FRISE","12","Female Spayed","WHITE"
"LUCY","RETRIEVER MIX","12","Female Spayed","YELLOW"
"LUCY","MALTI-POO","12","Female Spayed","(NOT GIVEN)"
"HENRY","BASSET HOUND","12","Male","TRI COLOR"
"BARNEY","DALMATIAN MIX","12","Male Neutered","WHITE AND BLACK"
"SUMMER","JACK RUSSELL TERRIER MIX","12","Female Spayed","BROWN AND WHITE"
"REMI","MIXED","12","Female Spayed","BRINDLE"
"RIGBY","HOUND MIX","12","Female Spayed","RED AND BROWN"
"ABBY","ROTTWEILER MIX","12","Female Spayed","BLACK AND TAN"
"SCOUT","HUSKY SHEP MIX","12","Male Neutered","TAN AND BLACK"
"ROXY","SCHNAUZER MIX","12","Female Spayed","BLACK AND GRAY"
"INKIDU","MIX","12","Female Spayed","BLACK"
"CLOUDY","GREYHOUND MIX","12","Female Spayed","WHITE"
"CASEY","BOSTON TERRIER","12","Male Neutered","BRINDLE AND WHITE"
"ANNEBELL","COLLIE","12","Female Spayed","WHITE AND BROWN"
"OSO","PEKINGESE X","12","Male","BROWN AND WHITE"
"BAILEY","BICHON FRISE MIX","12","Male Neutered","CREAM"
