"county_name","county_code","county_fips_code","latitude_longitude","longitude","week_begin_date","total_calls","total_intakes","caller_receiving_warm_line","male_callers","female_callers","callers_using_heroin","callers_using_cannabis","callers_using_alcohol","callers_using_benzodiazepine","callers_using_opiates","callers_using_hallucinogens","callers_using_stimulants","callers_using_depressants","callers_using_narcotics_not","callers_using_methadone","callers_using_suboxone","callers_using_dissociative","callers_receiving_at_least","callers_receiving_information","callers_referred_for","callers_referred_to_outpatient","callers_referred_to_medication","callers_referred_for_detox","callers_referred_to_intensive","callers_referred_to_inpatient","callers_referred_to_the","callers_referred_for_recovery","callers_referred_to_social","callers_referred_to_their","geocoded_column"
"Commonwealth","00","42000","39.346129","-75.167756","2019-02-11T00:00:00.000","298","151","129","95","56","48","8","51","11","19","0","36","2","7","7","5","0","151","0","20","14","2","47","2","26","3","1","2","37","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-07-02T00:00:00.000","354","157","159","98","59","47","13","49","12","33","3","47","0","7","4","10",,"157","0","9","12","6","66","1","34","0","2","0","38","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-10-29T00:00:00.000","258","133","133","83","50","42","5","49","6","29","1","37","1","1","3","8",,"133","0","3","6","4","69","3","40","4","1","1","18","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-05-29T00:00:00.000","279","143","138","82","61",,,,,,,,,,,,,"143","1","8","7","7","81","0","8","3","1","0","30","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-08-07T00:00:00.000","326","141","144","80","61",,,,,,,,,,,,,"141","0","4","13","5","75","1","17","1","1","2","27","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-12-09T00:00:00.000","213","123","114","71","52","32","8","39","4","16","0","30","0","14","7","7","0","123","1","5","7","5","55","1","30","2","0","0","21","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-03-19T00:00:00.000","394","176","188","104","72","48","13","55","6","29","8","37","2","14",,,,"176","2","3","21","9","92","2","52","2","0","0","20","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-07-20T00:00:00.000","341","203","176","118","85","56","7","63","8","25","4","38","1","17","6","12","1","203","1","8","21","5","105","5","50","3","3","2","29","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-04-10T00:00:00.000","331","191","206","103","88",,,,,,,,,,,,,"191","4","35","16","8","105","2","18","8","3","7","49","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-07-01T00:00:00.000","261","129","104","79","50","33","2","44","3","18","3","31","1","6","2","10","1","129","1","14","7","6","55","0","24","0","1","0","26","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-01-13T00:00:00.000","291","174","151","106","68","36","10","59","3","31","1","36","0","16","4","11","0","174","3","17","20","3","61","7","28","1","3","0","38","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-07-03T00:00:00.000","377","162","157","87","75",,,,,,,,,,,,,"162","0","4","13","5","88","0","17","1","0","0","38","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-08-20T00:00:00.000","339","154","159","89","65","48","16","41","10","23","3","31","2","6","3","16",,"154","1","9","14","7","73","1","40","3","0","0","22","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-02-12T00:00:00.000","317","133","137","69","64",,,,,,,,,,,,,"133","2","4","9","15","66","1","22","1","1","1","20","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-09-24T00:00:00.000","297","128","126","74","54","44","11","29","6","19","3","37","3","3","3","8",,"128","0","7","17","11","61","1","28","1","0","0","13","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-11-11T00:00:00.000","254","139","129","81","58","31","10","48","4","25","4","34","2","23","5","9","0","139","0","4","9","5","65","1","21","0","2","0","34","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-01-16T00:00:00.000","431","183","184","113","70",,,,,,,,,,,,,"183","0","3","18","10","102","1","33","7","0","2","25","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-06-22T00:00:00.000","282","163","137","105","58","40","9","54","6","27","1","30","0","16","4","11","0","163","0","6","16","6","85","4","37","7","1","0","26","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-11-20T00:00:00.000","215","88","92","57","31",,,,,,,,,,,,,"88","1","2","9","7","48","0","8","2","1","0","15","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-02-10T00:00:00.000","228","130","117","82","48","30","4","42","0","20","0","24","0","11","7","5","0","130","0","12","10","3","47","1","19","7","2","0","36","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-07-29T00:00:00.000","317","164","131","95","69","34","3","50","1","14","2","30","1","7","1","2","0","164","0","14","5","2","74","0","17","2","0","0","52","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-12-17T00:00:00.000","355","157","139","101","56","46","5","44","6","28","4","28","4","8","7","8",,"157","1","10","19","15","76","1","16","0","1","1","20","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-04-01T00:00:00.000","349","278","157","105","73","38","14","48","7","38","0","34","1","22","8","11","0","178","1","19","16","13","67","1","26","3","0","0","35","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-05-07T00:00:00.000","418","199","207","121","78","62","13","69","8","35","2","46","2","17",,,,"199","1","4","18","6","88","4","56","2","4","1","34","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-07-27T00:00:00.000","352","194","141","113","81","50","11","66","12","32","4","42","0","13","5","8","0","194","5","0","19","4","116","3","34","8","4","0","30","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-09-17T00:00:00.000","305","135","125","80","55","37","16","42","4","33","5","31","2","6","2","7",,"135","0","6","8","9","65","0","37","0","0","1","22","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-03-09T00:00:00.000","231","138","117","81","57","35","4","55","6","19","2","31","0","13","3","4","1","138","0","10","10","1","64","1","25","5","1","0","27","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-02-13T00:00:00.000","411","153","155","83","70",,,,,,,,,,,,,"153","0","1","17","14","95","0","17","4","1","0","12","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-05-06T00:00:00.000","266","129","112","71","58","37","10","39","5","10","2","33","2","14","3","9","1","129","3","7","9","4","49","0","23","2","1","0","34","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-08-28T00:00:00.000","341","161","167","88","73",,,,,,,,,,,,,"161","1","3","15","7","106","3","12","2","0","0","19","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-06-10T00:00:00.000","268","137","121","70","67","30","18","48","4","29","4","30","0","8","5","5","0","137","1","13","13","5","50","0","18","0","2","0","38","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-04-09T00:00:00.000","376","159","174","93","66","43","12","49","12","36","3","33","1","14",,,,"159","0","4","18","8","82","0","36","3","0","0","21","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-04-29T00:00:00.000","264","134","112","93","41","33","9","44","6","22","4","34","2","9","5","3","1","134","0","24","6","5","62","1","13","1","0","0","25","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-11-19T00:00:00.000","195","96","93","58","38","17","7","31","8","24","8","29","1","5","3","5",,"96","0","11","12","3","44","2","26","0","0","0","8","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2016-11-28T00:00:00.000","440","207","181","126","81",,,,,,,,,,,,,"207","4","4","25","14","128","1","30","12","2","0","7","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-01-20T00:00:00.000","303","160","142","96","64","41","12","39","2","28","3","36","0","16","4","13","0","160","2","10","14","9","57","2","33","0","6","0","37","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-06-26T00:00:00.000","327","143","139","80","63",,,,,,,,,,,,,"143","1","9","8","4","84","1","20","1","0","0","26","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-07-10T00:00:00.000","438","163","161","99","64",,,,,,,,,,,,,"163","0","6","3","8","107","1","11","3","0","0","27","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-09-16T00:00:00.000","276","138","119","83","55","31","5","48","7","25","4","40","1","9","1","7","0","138","1","6","4","3","59","4","25","2","2","1","32","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-09-25T00:00:00.000","324","146","151","93","53",,,,,,,,,,,,,"146","2","4","12","7","73","1","19","1","2","1","27","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-12-16T00:00:00.000","167","105","96","59","46","18","8","27","4","13","3","21","1","14","2","9","0","105","0","15","10","8","37","1","18","1","3","1","18","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-02-05T00:00:00.000","338","160","159","91","69",,,,,,,,,,,,,"160","1","3","19","15","67","3","33","0","3","1","24","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-04-27T00:00:00.000","274","161","131","98","63","33","9","44","11","36","6","49","2","10","6","12","1","161","2","10","12","5","59","1","26","7","7","0","44","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-03-13T00:00:00.000","326","130","137","92","38",,,,,,,,,,,,,"130","0","16","8","5","75","0","12","6","0","0","27","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-09-23T00:00:00.000","339","152","132","95","57","38","9","52","8","16","3","34","2","6","3","7","0","152","1","10","11","4","68","0","26","3","0","0","35","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-03-30T00:00:00.000","177","110","95","64","46","25","6","30","1","23","2","26","1","12","2","8","0","110","0","3","6","5","48","1","24","6","3","0","25","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-07-13T00:00:00.000","300","201","148","111","90","42","10","63","7","26","4","35","0","24","10","13","1","201","1","6","21","13","101","1","38","14","0","0","33","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-04-17T00:00:00.000","336","179","162","94","85",,,,,,,,,,,,,"179","2","18","10","12","91","2","18","5","1","0","36","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-09-18T00:00:00.000","367","174","174","109","65",,,,,,,,,,,,,"174","1","11","8","9","98","1","20","1","0","1","28","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-01-01T00:00:00.000","296","122","128","71","51",,,,,,,,,,,,,"122","0","5","12","12","57","1","27","2","1","0","14","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-02-18T00:00:00.000","322","162","141","91","71","47","10","64","3","27","0","33","0","12","5","9","0","162","0","16","10","11","73","1","17","1","1","0","39","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-05-22T00:00:00.000","315","148","150","81","67",,,,,,,,,,,,,"148","0","9","9","7","73","0","16","1","0","1","36","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-03-26T00:00:00.000","443","198","215","127","71","59","11","51","10","36","4","41","3","17",,,,"198","1","4","12","9","104","1","56","2","0","0","31","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-02-06T00:00:00.000","454","175","177","103","72",,,,,,,,,,,,,"175","1","3","17","9","107","4","22","6","1","0","12","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-11-27T00:00:00.000","255","100","105","73","27",,,,,,,,,,,,,"100","0","5","8","6","53","0","12","2","0","1","19","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-08-19T00:00:00.000","293","138","119","81","57","24","7","46","2","15","2","23","0","4","3","1","0","138","0","30","13","4","55","1","4","1","0","1","30","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-10-23T00:00:00.000","261","106","110","69","38",,,,,,,,,,,,,"106","0","3","6","12","51","0","13","1","0","0","21","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-05-04T00:00:00.000","329","174","137","104","70","28","11","61","8","25","6","48","1","11","5","11","1","174","3","10","19","6","73","0","33","7","3","2","29","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-07-09T00:00:00.000","349","174","173","101","73","53","15","54","9","45","1","47","4","79","4","9",,"174","0","11","18","8","78","1","41","4","1","0","26","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-12-02T00:00:00.000","197","110","102","67","43","24","6","38","9","23","1","22","0","11","4","5","0","110","0","12","5","6","53","1","11","1","0","0","25","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-06-15T00:00:00.000","326","200","159","114","86","47","17","64","6","35","2","32","0","15","6","8","1","200","0","9","19","10","100","4","46","11","1","2","33","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-03-02T00:00:00.000","234","139","111","80","59","30","7","54","5","17","1","32","4","13","7","4","0","139","0","8","10","4","62","3","17","7","1","0","35","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-01-14T00:00:00.000","338","172","137","107","65","50","9","50","6","37","8","42","8","15","5","12","1","172","1","7","16","7","89","3","19","3","1","0","34","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-06-04T00:00:00.000","315","151","152","94","57","41","9","45","9","28","3","35","2","13","1",,,"151","2","3","17","6","56","3","39","2","1","1","33","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-04-30T00:00:00.000","357","182","193","103","79","42","16","58","11","39","5","44","3","19",,,,"182","2","7","9","7","89","2","51","1","2","1","31","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-01-02T00:00:00.000","429","155","155","107","48",,,,,,,,,,,,,"155","0","8","9","6","98","0","25","9","2","0","9","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-08-14T00:00:00.000","364","161","164","91","70",,,,,,,,,,,,,"161","1","8","13","5","100","2","14","2","1","1","19","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-10-01T00:00:00.000","323","149","136","83","66","38","10","43","7","41","0","28","1","9","0","11",,"149","0","9","16","19","72","0","26","1","0","2","25","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-11-05T00:00:00.000","304","148","144","90","58","41","12","46","8","24","6","35","5","5","1","15",,"148","0","6","11","8","75","2","37","5","0","0","17","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-07-22T00:00:00.000","306","158","137","99","59","47","11","58","2","24","4","44","2","6","3","11","0","158","0","14","10","11","74","1","14","3","0","0","35","POINT (-75.167756 39.346129)"
