"county_code","county","gender","pre_kindergarten_half_day","pre_kindergarten_full_day","k4_half_day","k4_full_day","k5_half_day","k5_full_day","_1st_grade","_2nd_grade","_3rd_grade","_4th_grade","_5th_grade","_6th_grade","_7th_grade","_8th_grade","_9th_grade","_10th_grade","_11th_grade","_12th_grade","total"
"12","Cameron","Male","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","3"
"13","Carbon","Female","0","0","0","0","0","0","3","3","0","1","2","0","2","5","5","0","4","3","28"
"13","Carbon","Male","0","0","0","0","0","6","5","4","6","9","7","4","4","15","6","9","5","16","96"
"14","Centre","Female","0","0","0","0","0","0","0","0","1","0","1","1","1","2","1","1","2","1","11"
"14","Centre","Male","0","0","0","0","0","1","1","1","0","2","5","3","2","1","4","4","3","4","31"
"15","Chester","Female","0","0","0","0","0","1","4","4","9","6","17","11","7","11","16","13","18","42","159"
"15","Chester","Male","0","0","0","0","0","3","5","18","12","21","23","27","33","36","44","42","44","100","408"
"16","Clarion","Female","0","0","0","0","0","1","2","1","2","4","3","1","1","2","1","5","1","5","29"
"16","Clarion","Male","0","0","0","0","0","3","2","6","8","3","6","4","2","4","4","5","5","0","52"
"17","Clearfield","Female","0","0","0","0","0","0","1","0","2","2","1","1","4","3","3","3","1","4","25"
"17","Clearfield","Male","0","0","0","0","0","2","3","5","6","8","6","6","11","6","8","12","5","15","93"
"18","Clinton","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"18","Clinton","Male","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","3"
"19","Columbia","Female","0","0","0","0","0","0","1","0","0","1","1","0","1","0","1","0","3","0","8"
"19","Columbia","Male","0","0","0","0","0","1","2","1","2","1","0","1","2","2","2","4","3","2","23"
"20","Crawford","Female","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","1","1","6"
"20","Crawford","Male","0","0","0","0","0","1","2","2","3","1","1","3","7","4","3","0","2","3","32"
"21","Cumberland","Female","0","0","0","0","0","3","1","1","4","2","2","1","5","3","7","3","6","8","46"
"21","Cumberland","Male","0","0","0","0","0","10","8","11","12","12","8","7","12","19","17","20","25","40","201"
"22","Dauphin","Female","0","0","0","0","0","1","1","1","1","4","4","4","2","2","11","13","5","9","58"
"22","Dauphin","Male","0","0","0","0","0","1","6","12","7","15","16","13","21","24","28","17","23","35","218"
"23","Delaware","Female","0","0","0","0","0","8","10","11","12","9","12","17","16","17","24","22","25","54","237"
"23","Delaware","Male","0","0","0","0","0","8","19","25","33","43","36","43","52","56","65","68","67","145","660"
"24","Elk","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2"
"24","Elk","Male","0","0","0","0","0","0","0","0","0","0","1","1","3","0","1","0","0","4","10"
"25","Erie","Female","0","0","0","0","0","1","1","1","3","2","2","4","2","4","3","4","5","7","39"
"25","Erie","Male","1","0","0","0","0","5","8","1","9","11","10","6","5","7","9","7","9","24","112"
"26","Fayette","Female","0","0","0","0","0","1","2","0","2","1","5","1","1","4","4","5","3","6","35"
"26","Fayette","Male","0","0","0","0","0","8","3","2","4","12","9","5","13","7","9","6","6","12","96"
"27","Forest","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Forest","Male","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Franklin","Female","0","0","0","0","0","3","2","1","3","5","2","0","2","6","1","1","4","20","50"
"28","Franklin","Male","0","0","0","0","0","6","3","10","6","10","13","13","13","7","4","10","11","22","128"
"29","Fulton","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Fulton","Male","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","4"
"30","Greene","Female","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","2","1","6"
"30","Greene","Male","0","0","0","0","0","0","0","1","0","1","1","2","2","1","9","1","4","7","29"
"31","Huntingdon","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3"
"31","Huntingdon","Male","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","2","7"
"32","Indiana","Female","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0","2","2","9"
"32","Indiana","Male","0","0","0","0","0","0","3","2","2","2","2","4","6","3","6","7","4","6","47"
"33","Jefferson","Female","0","0","0","0","0","0","0","1","0","0","1","1","0","0","2","1","0","0","6"
"33","Jefferson","Male","0","0","0","0","0","1","1","2","0","0","2","1","2","6","2","0","3","6","26"
"34","Juniata","Female","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"34","Juniata","Male","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2"
"35","Lackawanna","Female","0","0","0","0","0","0","3","2","3","5","4","5","2","6","6","2","3","8","49"
"35","Lackawanna","Male","0","0","0","0","0","2","8","10","13","7","10","8","11","10","12","18","12","19","140"
"36","Lancaster","Female","0","0","0","0","0","5","10","11","10","9","10","6","5","10","10","21","10","34","151"
"36","Lancaster","Male","0","0","0","0","0","26","24","36","14","24","40","33","31","36","36","52","40","73","465"
"37","Lawrence","Female","0","0","0","0","0","1","1","1","0","0","0","1","0","0","1","0","1","4","10"
"37","Lawrence","Male","0","0","0","0","0","2","0","3","1","2","5","2","2","5","5","7","1","4","39"
"38","Lebanon","Female","0","0","0","0","0","7","2","5","10","2","3","3","2","5","5","5","12","14","75"
"38","Lebanon","Male","0","0","0","0","0","15","13","12","11","17","12","17","12","11","14","16","24","26","200"
"39","Lehigh","Female","0","0","0","0","0","1","4","3","4","8","4","2","5","7","7","11","11","12","79"
"39","Lehigh","Male","0","0","0","0","0","6","10","15","11","10","15","14","22","24","25","20","30","20","222"
"40","Luzerne","Female","102","0","0","0","0","2","6","3","12","5","4","2","6","9","6","9","10","30","206"
"40","Luzerne","Male","186","0","0","0","0","9","29","26","28","24","26","18","39","27","19","23","25","55","534"
"41","Lycoming","Female","0","0","0","0","0","1","0","3","1","1","1","0","0","1","0","1","1","0","10"
"41","Lycoming","Male","0","0","0","0","0","2","4","2","3","4","4","2","6","2","1","6","4","4","44"
"42","McKean","Female","0","0","0","0","0","0","0","0","1","0","0","0","2","2","0","0","0","0","5"
"42","McKean","Male","0","0","0","0","0","0","0","0","0","1","2","0","1","2","3","1","3","0","13"
"43","Mercer","Female","0","0","0","0","0","0","0","0","1","0","1","1","1","0","1","1","1","1","8"
"43","Mercer","Male","0","0","0","0","0","1","0","1","2","2","3","1","6","3","5","3","2","8","37"
"44","Mifflin","Female","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"44","Mifflin","Male","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","4"
"45","Monroe","Female","0","0","0","0","0","8","6","2","2","1","2","3","2","2","10","10","9","14","71"
"45","Monroe","Male","0","0","0","0","0","14","11","9","12","19","9","15","9","21","18","17","16","38","208"
"46","Montgomery","Female","0","0","0","0","0","5","6","8","7","11","13","12","15","18","16","16","29","45","201"
"46","Montgomery","Male","0","0","0","0","0","10","14","22","32","29","35","40","47","41","48","47","41","86","492"
"47","Montour","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Montour","Male","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Northampton","Female","0","0","0","0","0","4","11","9","8","9","8","7","21","10","11","10","14","19","141"
"48","Northampton","Male","0","0","0","0","0","34","31","27","37","23","18","31","26","36","35","42","40","54","434"
"49","Northumberland","Female","0","0","0","0","0","0","0","0","1","0","1","1","0","2","2","1","6","1","15"
"49","Northumberland","Male","0","0","0","0","0","0","3","0","4","1","2","4","5","7","5","7","3","10","51"
"50","Perry","Female","0","0","0","0","0","0","0","1","1","0","0","1","0","2","1","0","0","1","7"
"50","Perry","Male","0","0","0","0","0","0","2","1","0","4","3","4","2","4","2","1","3","2","28"
"51","Philadelphia","Female","0","0","0","0","0","3","1","4","8","9","8","10","8","11","9","5","8","7","91"
"51","Philadelphia","Male","0","0","0","0","0","6","12","27","26","17","13","18","27","27","11","18","13","18","233"
"52","Pike","Female","17","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","3","23"
"52","Pike","Male","32","0","0","0","0","3","2","2","1","0","2","3","4","3","3","1","2","4","62"
"53","Potter","Female","0","0","0","0","0","0","0","0","1","0","0","0","0","2","2","1","1","3","10"
"53","Potter","Male","0","0","0","0","0","0","0","1","0","0","1","1","1","3","2","3","0","0","12"
"54","Schuylkill","Female","0","0","0","0","0","4","3","1","0","3","0","0","2","0","4","2","0","4","23"
"54","Schuylkill","Male","0","0","0","0","0","5","6","5","5","4","6","0","2","4","9","13","8","13","80"
"55","Snyder","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2"
"55","Snyder","Male","0","0","0","0","0","0","1","0","1","1","3","3","1","1","2","1","1","2","17"
"56","Somerset","Female","0","0","0","0","0","1","0","0","1","0","3","0","1","1","1","4","1","3","16"
"56","Somerset","Male","0","0","0","0","0","2","2","1","6","0","3","4","2","4","3","1","4","9","41"
"57","Sullivan","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Sullivan","Male","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Susquehanna","Female","0","0","0","0","0","0","2","0","1","0","1","0","1","0","2","1","1","3","12"
"58","Susquehanna","Male","0","0","0","0","0","3","2","0","1","0","1","3","0","3","4","2","4","4","27"
"59","Tioga","Female","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","3"
"59","Tioga","Male","0","0","0","0","0","1","1","2","2","1","1","0","2","1","1","0","1","1","14"
"60","Union","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","3"
"60","Union","Male","0","0","0","0","0","0","1","0","0","0","0","0","2","2","3","1","2","1","12"
"61","Venango","Female","0","0","0","0","0","0","2","0","3","3","2","3","1","3","2","2","0","2","23"
"61","Venango","Male","0","0","0","0","0","5","3","4","6","6","9","5","2","3","5","3","1","4","56"
"62","Warren","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Warren","Male","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","1","0","5"
"63","Washington","Female","0","0","0","0","0","3","1","3","2","5","4","5","2","2","7","7","4","19","64"
"63","Washington","Male","0","0","0","0","0","4","4","6","11","6","13","18","9","17","12","16","11","36","163"
"64","Wayne","Female","7","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","11"
"64","Wayne","Male","18","0","0","0","0","1","1","1","1","1","4","1","2","1","4","1","5","1","42"
"65","Westmoreland","Female","0","0","0","0","0","1","2","2","10","3","8","13","13","14","6","8","7","26","113"
"65","Westmoreland","Male","0","0","0","0","0","8","4","18","6","17","20","20","22","23","31","29","31","60","289"
"66","Wyoming","Female","5","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","1","3","13"
"66","Wyoming","Male","8","0","0","0","0","3","1","4","0","0","2","1","2","1","0","3","2","4","31"
"67","York","Female","0","0","0","0","0","4","10","11","8","11","6","11","7","15","14","16","15","31","159"
"67","York","Male","0","0","0","0","0","20","18","33","28","34","36","38","33","30","36","36","26","56","424"
"00","Statewide","Total","378","0","0","0","0","383","469","621","664","732","783","800","947","1058","1058","1128","1107","2126","12254"
