"county_code","county","gender","pre_kindergarten_half_day","pre_kindergarten_full_day","k4_half_day","k4_full_day","k5_half_day","k5_full_day","_1st_grade","_2nd_grade","_3rd_grade","_4th_grade","_5th_grade","_6th_grade","_7th_grade","_8th_grade","_9th_grade","_10th_grade","_11th_grade","_12th_grade","total"
"20","Crawford","Male","0","0","0","0","1","301","313","311","312","326","337","359","310","360","347","363","377","368","4385"
"21","Cumberland","Female","0","0","0","2","333","740","1149","1126","1066","1210","1173","1133","1166","1142","1124","1091","1101","1100","14656"
"21","Cumberland","Male","0","0","0","2","378","761","1206","1125","1169","1244","1262","1260","1225","1176","1186","1170","1162","1179","15505"
"22","Dauphin","Female","0","13","0","2","551","946","1662","1575","1642","1753","1716","1824","1795","1907","2141","2087","1977","1856","23447"
"22","Dauphin","Male","0","17","0","5","602","965","1668","1679","1754","1843","1898","1774","1903","1869","2268","2034","1859","1809","23947"
"23","Delaware","Female","0","51","0","2","1488","1141","2961","2989","3028","2992","2904","2902","2732","2730","2909","2661","2733","2551","36774"
"23","Delaware","Male","0","45","0","16","1534","1262","3091","2940","3123","3119","3185","3083","2959","3007","3053","2796","2858","2810","38881"
"24","Elk","Female","0","4","0","0","1","109","122","103","117","111","133","113","122","124","147","147","146","128","1627"
"24","Elk","Male","0","10","0","2","2","131","146","107","107","138","155","142","150","135","155","159","132","131","1802"
"25","Erie","Female","102","133","21","0","4","1285","1361","1320","1423","1460","1469","1447","1313","1382","1498","1448","1342","1417","18425"
"25","Erie","Male","96","143","31","5","7","1417","1401","1451","1488","1579","1579","1534","1485","1483","1765","1532","1443","1394","19833"
"26","Fayette","Female","7","0","0","2","0","597","593","541","591","614","589","601","623","593","672","621","621","542","7807"
"26","Fayette","Male","1","0","0","4","7","625","618","623","639","590","644","623","695","651","708","640","610","654","8332"
"27","Forest","Female","0","12","0","0","0","12","9","13","11","17","15","15","23","9","11","14","18","21","200"
"27","Forest","Male","0","10","0","0","0","13","12","15","14","22","21","22","17","12","19","27","24","15","243"
"28","Franklin","Female","0","0","0","0","149","572","700","708","721","820","825","782","719","681","702","697","742","727","9545"
"28","Franklin","Male","0","0","0","0","158","558","717","757","792","804","846","781","835","782","728","733","772","760","10023"
"29","Fulton","Female","0","0","0","42","0","72","75","77","76","70","83","78","71","61","78","88","71","59","1001"
"29","Fulton","Male","0","0","0","45","0","99","66","91","78","90","94","88","93","70","82","79","72","91","1138"
"30","Greene","Female","0","32","0","0","0","173","173","194","159","172","170","187","173","182","201","171","175","154","2316"
"30","Greene","Male","0","21","0","0","0","189","190","177","199","214","197","193","202","191","206","202","186","190","2557"
"31","Huntingdon","Female","0","0","0","0","0","191","159","161","181","218","199","219","218","183","230","212","225","207","2603"
"31","Huntingdon","Male","0","0","0","0","2","185","183","212","218","227","222","196","224","193","223","245","223","242","2795"
"32","Indiana","Female","45","53","0","0","0","272","310","362","317","337","352","340","363","366","373","345","358","339","4532"
"32","Indiana","Male","54","57","0","0","1","347","349","338","352","367","359","362","378","388","384","388","350","414","4888"
"33","Jefferson","Female","0","0","0","0","0","174","156","172","157","196","176","173","180","188","197","217","179","171","2336"
"33","Jefferson","Male","0","0","0","0","1","198","175","195","157","198","191","167","185","202","241","225","243","212","2590"
"34","Juniata","Female","0","0","0","0","0","70","101","94","90","112","101","93","94","101","118","140","113","100","1327"
"34","Juniata","Male","0","0","0","1","0","105","79","113","101","117","102","114","138","134","130","124","111","110","1479"
"35","Lackawanna","Female","217","22","0","1","90","883","1057","1006","1062","1102","1077","1074","1012","1027","974","963","994","1009","13570"
"35","Lackawanna","Male","221","18","0","3","126","928","1064","1103","1077","1149","1201","1182","1218","1162","1108","1049","1071","1054","14734"
"36","Lancaster","Female","6","193","0","1","1129","1131","2354","2397","2540","2619","2596","2582","2415","2570","2698","2422","2535","2427","32615"
"36","Lancaster","Male","9","182","0","5","1171","1266","2638","2580","2631","2675","2701","2664","2698","2707","2797","2732","2684","2663","34803"
"37","Lawrence","Female","0","39","14","0","1","426","445","414","421","436","459","442","460","477","446","434","465","486","5865"
"37","Lawrence","Male","0","59","18","1","6","454","437","464","448","462","432","472","458","483","518","473","441","503","6129"
"38","Lebanon","Female","0","0","0","153","434","288","712","764","760","715","750","761","758","719","701","731","714","646","9606"
"38","Lebanon","Male","0","0","0","164","445","301","805","709","778","798","805","780","800","781","815","787","748","665","10181"
"39","Lehigh","Female","0","0","0","5","526","1240","1809","1883","1872","1995","2003","1935","2005","2029","2251","1944","1911","1930","25338"
"39","Lehigh","Male","0","0","0","4","517","1325","1995","2021","1992","2106","2177","2123","2103","2114","2413","2203","2106","2034","27233"
"40","Luzerne","Female","0","8","0","5","81","1358","1504","1562","1573","1607","1614","1528","1636","1671","1630","1599","1583","1483","20442"
"40","Luzerne","Male","0","12","0","17","96","1467","1617","1630","1688","1692","1783","1629","1773","1764","1747","1680","1605","1658","21858"
"41","Lycoming","Female","15","6","0","25","2","607","559","544","533","597","626","657","590","622","603","582","577","559","7704"
"41","Lycoming","Male","22","4","0","24","5","582","571","628","612","642","649","631","665","633","631","587","584","623","8093"
"42","McKean","Female","0","79","7","0","1","188","216","204","219","238","211","247","223","200","228","204","197","220","2882"
"42","McKean","Male","0","98","17","0","1","205","215","234","241","230","231","231","249","221","255","276","269","206","3179"
"43","Mercer","Female","0","0","0","0","62","405","490","521","513","531","557","561","544","618","548","577","557","605","7089"
"43","Mercer","Male","0","0","0","1","76","497","493","507","554","548","543","592","574","611","664","638","676","765","7739"
"44","Mifflin","Female","0","0","0","0","0","175","163","162","169","193","175","187","200","181","179","177","197","201","2359"
"44","Mifflin","Male","0","0","0","0","0","187","167","172","203","195","198","202","186","213","221","210","205","226","2585"
"45","Monroe","Female","0","0","0","2","141","656","760","842","880","915","969","919","1053","957","1054","1003","1141","1061","12353"
"45","Monroe","Male","0","0","0","2","155","655","849","887","941","1009","964","1048","1029","1047","1125","1161","1109","1188","13169"
"46","Montgomery","Female","10","33","0","1","1470","2118","4100","4144","4202","4397","4390","4516","4348","4512","4581","4624","4551","4533","56530"
"46","Montgomery","Male","12","49","0","7","1622","2289","4268","4353","4612","4668","4734","4552","4765","4750","4753","4696","4664","4535","59329"
"47","Montour","Female","0","0","0","0","0","89","106","77","86","90","87","89","76","101","92","85","88","88","1154"
"47","Montour","Male","0","0","0","0","0","101","85","95","79","82","83","96","109","103","97","93","97","90","1210"
"48","Northampton","Female","0","31","0","2","2","1459","1520","1509","1546","1577","1697","1696","1650","1726","1952","1838","1796","1776","21777"
"48","Northampton","Male","0","48","0","5","7","1585","1618","1609","1654","1752","1792","1775","1820","1843","2040","1806","1833","1774","22961"
"49","Northumberland","Female","0","13","0","0","4","396","429","388","415","455","416","426","451","413","435","439","408","385","5473"
"49","Northumberland","Male","0","7","0","2","0","458","450","446","463","447","441","511","463","455","481","484","381","398","5887"
"50","Perry","Female","0","21","0","0","0","224","247","202","210","223","234","210","230","214","238","194","214","196","2857"
"50","Perry","Male","0","30","0","0","2","227","263","245","244","257","247","272","257","225","250","245","243","238","3245"
"51","Philadelphia","Female","0","1068","0","34","24","7354","7777","7638","7784","7744","7873","7341","7211","6889","7343","7262","6530","6395","96267"
"51","Philadelphia","Male","0","1100","0","66","74","7877","8264","8283","8210","8374","8005","7694","7548","7268","7903","7552","6541","5890","100649"
"52","Pike","Female","29","0","0","0","0","238","226","250","259","234","276","273","283","293","320","288","330","340","3639"
"52","Pike","Male","24","0","0","2","4","247","237","244","294","286","297","326","277","337","354","321","318","354","3922"
"53","Potter","Female","17","0","0","43","0","70","75","87","80","74","71","86","83","72","66","76","85","82","1067"
"53","Potter","Male","11","0","0","39","1","97","95","88","69","88","78","86","89","77","104","90","96","84","1192"
"54","Schuylkill","Female","0","22","14","0","76","607","617","594","636","730","659","729","696","702","716","629","651","678","8756"
"54","Schuylkill","Male","0","27","17","0","99","566","710","661","708","721","735","788","756","782","766","744","714","721","9515"
"55","Snyder","Female","0","0","0","0","0","167","158","161","186","158","176","192","168","201","188","176","174","171","2276"
"55","Snyder","Male","0","0","0","0","2","192","158","203","153","179","201","236","208","207","212","192","185","170","2498"
"56","Somerset","Female","20","26","0","51","0","323","279","313","322","318","332","302","324","344","343","330","382","381","4390"
"56","Somerset","Male","33","32","0","48","2","325","288","322","324","314","349","342","359","346","384","357","383","397","4605"
"57","Sullivan","Female","0","0","0","0","0","32","22","20","27","17","30","26","24","20","27","14","21","21","301"
"57","Sullivan","Male","0","0","0","0","0","21","30","28","25","18","31","21","27","21","28","21","26","22","319"
"58","Susquehanna","Female","0","18","59","10","0","224","231","213","233","214","218","226","223","231","211","208","219","221","2959"
"58","Susquehanna","Male","0","13","52","8","0","214","209","227","251","218","229","225","253","223","258","227","232","248","3087"
"59","Tioga","Female","0","32","0","0","1","192","207","192","192","233","189","200","182","197","216","214","236","203","2686"
"59","Tioga","Male","0","28","0","0","0","220","232","224","190","214","208","181","224","202","227","207","223","192","2772"
"60","Union","Female","11","0","0","0","1","136","142","130","122","153","149","154","153","164","165","130","167","135","1912"
"60","Union","Male","9","0","0","0","0","176","158","160","140","147","143","144","178","197","164","179","159","133","2087"
"61","Venango","Female","0","0","57","1","2","287","292","309","319","278","316","296","282","286","290","300","294","326","3935"
"61","Venango","Male","0","0","68","0","2","299","285","293","311","312","291","335","319","301","294","331","311","286","4038"
"62","Warren","Female","0","0","0","0","0","151","172","134","180","175","168","176","163","163","184","193","178","184","2221"
"62","Warren","Male","0","0","1","0","0","165","183","152","163","166","178","178","175","196","208","189","211","229","2394"
"63","Washington","Female","0","0","0","0","260","663","942","958","985","964","1024","1022","1069","962","1105","1018","1063","998","13033"
"63","Washington","Male","0","0","0","2","327","733","1006","1028","1020","1093","1055","1077","1044","1123","1122","1159","1055","1120","13964"
"64","Wayne","Female","47","0","0","0","1","122","151","149","145","152","166","150","152","180","174","176","177","192","2134"
"64","Wayne","Male","49","0","0","0","1","165","181","144","172","164","182","176","163","179","194","207","171","170","2318"
"65","Westmoreland","Female","0","35","0","24","244","1346","1581","1571","1688","1708","1818","1711","1769","1805","1763","1786","1775","1864","22488"
"65","Westmoreland","Male","0","22","0","33","254","1403","1753","1748","1731","1810","1773","1913","1747","1858","1971","1891","1891","1832","23630"
"66","Wyoming","Female","0","0","0","0","4","112","108","124","98","118","146","121","114","120","133","113","130","153","1594"
"66","Wyoming","Male","0","0","0","1","4","125","110","114","118","129","136","131","172","155","121","147","126","131","1720"
"67","York","Female","8","0","0","1","701","1730","2449","2395","2545","2598","2603","2609","2618","2630","2729","2613","2485","2422","33136"
"67","York","Male","12","0","0","9","724","1783","2651","2638","2707","2836","2846","2800","2809","2869","2926","2758","2585","2618","35571"
"00","Statewide","Total","1509","4694","941","1183","24798","96096","126196","126349","129576","133830","134728","133533","133078","134708","140265","135104","131830","130918","1719336"
