"week_begin_date","county_name","county_code","county_fips_code","total_intakes","latitude_longitude","longitude","geocoded_column"
"2017-04-10T00:00:00.000","Unknown",,,"1",,,
"2017-09-25T00:00:00.000","Unknown",,,"1",,,
"2017-11-27T00:00:00.000","Unknown",,,"0",,,
"2017-12-25T00:00:00.000","Unknown",,,"0",,,
"2018-01-08T00:00:00.000","Unknown",,,"2",,,
"2018-06-11T00:00:00.000","Unknown",,,"0",,,
"2018-08-13T00:00:00.000","Unknown",,,"0",,,
"2018-09-24T00:00:00.000","Unknown",,,"0",,,
"2018-10-08T00:00:00.000","Unknown",,,"0",,,
"2018-10-15T00:00:00.000","Unknown",,,"0",,,
"2019-02-18T00:00:00.000","Unknown",,,"0",,,
"2019-03-25T00:00:00.000","Unknown",,,"0",,,
"2019-04-22T00:00:00.000","Unknown",,,"1",,,
"2019-05-06T00:00:00.000","Unknown",,,"0",,,
"2019-07-29T00:00:00.000","Unknown",,,"0",,,
"2019-08-19T00:00:00.000","Unknown",,,"0",,,
"2019-10-21T00:00:00.000","Unknown",,,"0",,,
"2019-10-28T00:00:00.000","Unknown",,,"0",,,
"2019-11-18T00:00:00.000","Unknown",,,"0",,,
"2019-12-16T00:00:00.000","Unknown",,,"0",,,
"2020-02-03T00:00:00.000","Unknown",,,"0",,,
"2020-02-17T00:00:00.000","Unknown",,,"0",,,
"2020-03-16T00:00:00.000","Unknown",,,"0",,,
"2020-03-30T00:00:00.000","Unknown",,,"0",,,
"2020-07-06T00:00:00.000","Unknown",,,"0",,,
"2020-07-27T00:00:00.000","Wyoming","66","42131","0","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"2020-07-27T00:00:00.000","Washington","63","42125","2","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"2020-07-27T00:00:00.000","York","67","42133","5","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"2020-07-27T00:00:00.000","Unknown",,,"0",,,
"2018-03-05T00:00:00.000","York","67","42133","2","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"2019-10-07T00:00:00.000","Perry","50","42099","0","40.40415317","-77.25907385","POINT (-77.25907385 40.40415317)"
"2019-01-28T00:00:00.000","Armstrong","03","42005","1","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"2020-01-27T00:00:00.000","Mercer","43","42085","0","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"2019-02-18T00:00:00.000","Adams","01","42001","1","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"2020-06-08T00:00:00.000","Susquehanna","58","42115","1","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"2020-06-15T00:00:00.000","Sullivan","57","42113","0","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"2017-08-07T00:00:00.000","Tioga","59","42117","1","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"2018-06-11T00:00:00.000","Mifflin","44","42087","0","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"2019-08-05T00:00:00.000","Montgomery","46","42091","10","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"2017-07-17T00:00:00.000","Centre","14","42027","0","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"2019-05-06T00:00:00.000","Cambria","11","42021","1","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"2020-01-06T00:00:00.000","Dauphin","22","42043","3","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"2019-04-22T00:00:00.000","Adams","01","42001","1","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"2019-03-04T00:00:00.000","Lancaster","36","42071","3","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"2017-09-18T00:00:00.000","Franklin","28","42055","0","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"2020-04-13T00:00:00.000","Centre","14","42027","0","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"2018-01-22T00:00:00.000","Pike","52","42103","0","41.332572","-75.03270924","POINT (-75.03270924 41.332572)"
"2018-11-26T00:00:00.000","Forest","27","42053","0","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"2019-09-16T00:00:00.000","Cumberland","21","42041","3","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"2019-09-30T00:00:00.000","Clarion","16","42031","0","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"2018-01-22T00:00:00.000","Warren","62","42123","0","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"2018-11-19T00:00:00.000","Juniata","34","42067","0","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
"2020-02-17T00:00:00.000","Susquehanna","58","42115","0","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"2019-01-14T00:00:00.000","Armstrong","03","42005","2","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"2020-03-02T00:00:00.000","Luzerne","40","42079","5","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"2018-02-26T00:00:00.000","Chester","15","42029","2","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"2017-10-23T00:00:00.000","Cambria","11","42021","1","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"2019-08-12T00:00:00.000","Lehigh","39","42077","6","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"2019-04-22T00:00:00.000","Berks","06","42011","3","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"2017-12-11T00:00:00.000","Greene","30","42059","0","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"2020-04-27T00:00:00.000","Washington","63","42125","3","40.19109663","-80.25180083","POINT (-80.25180083 40.19109663)"
"2019-09-30T00:00:00.000","Juniata","34","42067","1","40.53433008","-77.405775","POINT (-77.405775 40.53433008)"
