"county_code","county","gender","pre_kindergarten_half_day","pre_kindergarten_full_day","k4_half_day","k4_full_day","k5_half_day","k5_full_day","_1st_grade","_2nd_grade","_3rd_grade","_4th_grade","_5th_grade","_6th_grade","_7th_grade","_8th_grade","_9th_grade","_10th_grade","_11th_grade","_12th_grade","total"
"18","Clinton","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Clinton","Male","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"19","Columbia","Female","0","0","0","0","0","1","1","0","0","1","0","1","0","1","1","1","2","0","9"
"19","Columbia","Male","0","0","0","0","0","1","0","0","0","1","2","1","3","2","4","2","2","2","20"
"20","Crawford","Female","0","0","0","0","0","0","1","0","1","1","0","1","1","1","0","1","1","1","9"
"20","Crawford","Male","0","0","0","0","0","3","1","1","1","2","2","5","2","4","2","0","3","3","29"
"21","Cumberland","Female","0","0","0","0","0","1","3","3","3","2","1","7","3","5","4","6","4","11","53"
"21","Cumberland","Male","0","0","0","0","0","6","10","13","11","10","4","8","15","20","20","22","26","34","199"
"22","Dauphin","Female","0","0","0","0","0","1","1","4","2","4","2","1","1","6","11","4","5","8","50"
"22","Dauphin","Male","0","0","0","0","0","5","8","5","10","14","11","23","16","23","20","28","24","28","215"
"23","Delaware","Female","0","0","0","0","0","6","9","12","12","11","14","16","12","15","25","27","17","64","240"
"23","Delaware","Male","1","0","0","0","0","10","22","21","32","40","40","45","47","56","64","59","57","125","619"
"24","Elk","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","4"
"24","Elk","Male","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","1","2","7"
"25","Erie","Female","1","0","0","0","0","1","0","3","4","1","2","2","1","2","5","2","5","8","37"
"25","Erie","Male","1","0","0","0","0","8","4","8","6","8","8","3","7","9","8","6","13","16","105"
"26","Fayette","Female","0","0","0","0","0","2","0","2","2","5","2","0","4","4","3","5","6","4","39"
"26","Fayette","Male","0","0","0","0","0","2","1","2","6","9","5","11","8","8","12","6","6","12","88"
"27","Forest","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Forest","Male","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Franklin","Female","0","0","0","0","0","3","0","1","6","1","2","2","6","1","1","4","4","20","51"
"28","Franklin","Male","0","0","0","0","0","2","11","3","6","11","13","10","6","4","8","13","9","20","116"
"29","Fulton","Female","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"29","Fulton","Male","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","2"
"30","Greene","Female","0","0","0","0","0","0","0","0","1","0","0","1","0","0","2","1","1","1","7"
"30","Greene","Male","0","0","0","0","0","0","1","4","0","2","3","1","0","8","4","7","4","4","38"
"31","Huntingdon","Female","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","3"
"31","Huntingdon","Male","0","0","0","0","0","0","1","0","1","0","0","1","2","1","2","1","1","1","11"
"32","Indiana","Female","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","3","0","1","8"
"32","Indiana","Male","0","0","0","0","0","0","1","1","2","2","3","7","3","8","6","4","2","4","43"
"33","Jefferson","Female","0","0","0","0","0","0","1","0","0","0","2","0","0","0","1","0","0","0","4"
"33","Jefferson","Male","0","0","0","0","0","1","0","1","0","2","3","0","3","2","2","3","6","1","24"
"34","Juniata","Female","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2"
"34","Juniata","Male","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","3"
"35","Lackawanna","Female","0","0","0","0","0","2","0","2","7","3","2","2","9","5","4","4","2","8","50"
"35","Lackawanna","Male","1","0","0","0","0","3","10","11","9","13","7","14","19","14","15","17","8","22","163"
"36","Lancaster","Female","0","0","0","0","0","13","8","11","9","9","6","9","9","8","21","9","13","39","164"
"36","Lancaster","Male","0","0","0","0","0","25","34","16","25","38","22","27","33","34","48","45","33","75","455"
"37","Lawrence","Female","0","0","0","0","0","0","1","3","0","0","1","1","0","0","0","2","3","1","12"
"37","Lawrence","Male","0","0","0","0","0","0","1","2","3","5","4","1","5","7","6","2","1","5","42"
"38","Lebanon","Female","0","0","0","0","0","5","3","7","2","2","2","3","5","8","8","5","6","7","63"
"38","Lebanon","Male","0","0","0","0","0","13","6","12","14","13","19","10","10","13","21","13","13","29","186"
"39","Lehigh","Female","0","0","0","0","0","3","2","4","8","4","3","3","2","4","12","13","9","16","83"
"39","Lehigh","Male","0","0","0","0","0","9","12","8","12","12","17","15","21","19","18","31","17","26","217"
"40","Luzerne","Female","108","0","0","0","0","1","2","10","4","4","2","6","7","10","10","10","13","28","215"
"40","Luzerne","Male","178","0","0","0","0","9","18","26","12","25","19","32","25","25","28","24","30","49","500"
"41","Lycoming","Female","0","0","0","0","0","0","4","1","1","3","1","3","0","1","1","1","0","1","17"
"41","Lycoming","Male","0","0","0","0","0","2","2","4","2","5","2","5","2","4","6","6","4","6","50"
"42","McKean","Female","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","1","0","1","5"
"42","McKean","Male","0","0","0","0","0","0","0","0","0","0","0","3","0","5","1","2","1","1","13"
"43","Mercer","Female","0","0","0","0","0","0","0","1","0","1","1","2","0","2","1","2","1","2","13"
"43","Mercer","Male","0","0","0","0","0","1","1","0","2","3","1","8","5","5","1","3","4","6","40"
"44","Mifflin","Female","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","3"
"44","Mifflin","Male","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","5"
"45","Monroe","Female","0","0","0","0","0","5","3","1","2","2","3","2","4","11","8","8","13","15","77"
"45","Monroe","Male","0","0","0","0","0","11","7","13","15","12","18","13","17","21","21","17","18","37","220"
"46","Montgomery","Female","0","0","0","0","0","3","8","5","10","8","15","12","13","9","15","27","25","46","196"
"46","Montgomery","Male","0","0","0","0","0","7","16","25","23","31","31","38","34","36","39","46","38","85","449"
"47","Montour","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Montour","Male","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","Northampton","Female","0","0","0","0","0","7","12","10","13","7","4","13","6","8","9","20","5","12","126"
"48","Northampton","Male","0","0","0","0","0","23","27","41","22","21","18","27","29","29","46","38","31","52","404"
"49","Northumberland","Female","0","0","0","0","0","0","0","0","0","1","2","1","1","1","2","3","0","2","13"
"49","Northumberland","Male","0","0","0","0","0","1","1","4","0","1","5","3","5","3","5","2","6","5","41"
"50","Perry","Female","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","2","0","6"
"50","Perry","Male","0","0","0","0","0","1","1","0","3","2","2","2","4","1","4","4","1","5","30"
"51","Philadelphia","Female","0","0","0","0","0","8","4","13","17","23","16","28","25","23","24","20","21","42","264"
"51","Philadelphia","Male","0","0","0","0","0","12","22","40","43","49","53","73","63","66","84","63","57","80","705"
"52","Pike","Female","13","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","16"
"52","Pike","Male","27","0","0","0","0","3","0","1","0","2","3","2","2","4","0","3","3","6","56"
"53","Potter","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","0","5"
"53","Potter","Male","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","0","0","2","7"
"54","Schuylkill","Female","0","0","0","0","0","2","2","0","4","0","1","3","0","1","3","1","3","6","26"
"54","Schuylkill","Male","0","0","0","0","0","3","6","4","8","4","2","2","4","10","11","9","6","13","82"
"55","Snyder","Female","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","3"
"55","Snyder","Male","0","0","0","0","0","0","1","2","1","3","1","0","0","4","0","2","3","0","17"
"56","Somerset","Female","0","0","0","0","0","1","0","2","0","3","0","0","0","1","1","2","0","4","14"
"56","Somerset","Male","0","0","0","0","0","2","0","7","1","3","4","1","4","2","1","2","3","9","39"
"57","Sullivan","Female","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"57","Sullivan","Male","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Susquehanna","Female","0","0","0","0","0","1","1","2","1","0","0","1","1","0","1","1","1","3","13"
"58","Susquehanna","Male","0","0","0","0","0","2","1","0","1","0","1","1","2","1","3","3","3","5","23"
"59","Tioga","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","4"
"59","Tioga","Male","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","1","0","0","5"
"60","Union","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","3"
"60","Union","Male","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","2","1","4","13"
"61","Venango","Female","0","0","0","0","0","1","1","2","1","1","1","1","1","1","0","1","3","1","15"
"61","Venango","Male","0","0","0","0","0","1","1","7","7","9","1","0","6","3","3","2","1","5","46"
"62","Warren","Female","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Warren","Male","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","3","1","0","7"
"63","Washington","Female","0","0","0","0","0","1","2","3","4","4","4","2","0","4","5","5","15","12","61"
"63","Washington","Male","0","0","0","0","0","3","4","8","6","13","19","12","11","13","12","19","20","26","166"
"64","Wayne","Female","8","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","13"
"64","Wayne","Male","20","0","0","0","0","0","1","1","1","2","1","2","1","3","3","3","2","3","43"
"65","Westmoreland","Female","0","0","0","0","0","2","2","7","3","7","12","11","13","11","11","8","10","28","125"
"65","Westmoreland","Male","0","0","0","0","0","6","13","11","17","18","19","22","29","34","26","31","20","63","309"
"66","Wyoming","Female","7","0","0","0","0","1","1","0","1","2","1","0","0","0","1","1","0","4","19"
"66","Wyoming","Male","10","0","0","0","0","1","0","1","0","0","2","0","3","0","0","1","0","4","22"
"67","York","Female","0","0","0","0","0","8","9","12","9","6","5","11","15","7","15","18","13","28","156"
"67","York","Male","0","0","0","0","0","19","33","23","24","32","28","22","30","36","40","28","29","59","403"
"00","Statewide","Total","376","0","0","0","0","350","509","602","641","761","748","873","953","1032","1172","1176","1068","2107","12368"
