"postcode","positive","probable","georeferenced_zip_code"
"17019","3105","1127","POINT (-77.020718 40.093982)"
"17314","957","87","POINT (-76.334255 39.753947)"
"15061","2676","638","POINT (-80.299074 40.667664)"
"15825","1701","641","POINT (-79.053608 41.166074)"
"15050","433","135","POINT (-80.434373 40.557397)"
"18964","2711","544","POINT (-75.32868 40.301081)"
"18629","256","46","POINT (-76.16528 41.514639)"
"18350","260","11","POINT (-75.45174 41.119439)"
"18059","249","7","POINT (-75.533371 40.724238)"
"15213","4041","440","POINT (-79.955701 40.443434)"
"17372","798","208","POINT (-77.106412 40.005059)"
"16259","389","55","POINT (-79.451632 40.931672)"
"15530","956","364","POINT (-78.918608 39.945713)"
"19380","7693","1743","POINT (-75.599334 39.987441)"
"18980","48","9","POINT (-75.01906 40.28239)"
"18210","1903","83","POINT (-75.55396 40.996721)"
"17099","376","6","POINT (-77.577753 40.642712)"
"18344","924","37","POINT (-75.351058 41.119893)"
"17872","2442","161","POINT (-76.550967 40.774921)"
"18041","1172","117","POINT (-75.513059 40.413596)"
"15340","219","117","POINT (-80.319053 40.282562)"
"17976","1496","160","POINT (-76.200266 40.820405)"
"15681","628","369","POINT (-79.447183 40.503198)"
"15613","2411","782","POINT (-79.570023 40.555794)"
"15112","649","119","POINT (-79.838704 40.402919)"
"19453","160","62","POINT (-75.502432 40.138845)"
"16661","174","33","POINT (-78.451405 40.826707)"
"18946","14",,"POINT (-75.016529 40.302105)"
"16373","596","119","POINT (-79.706853 41.200962)"
"18610","1191","51","POINT (-75.500833 41.035675)"
"18821","240","16","POINT (-75.715239 41.979156)"
"19562","557","47","POINT (-75.701265 40.501629)"
"19508","2615","1161","POINT (-75.833206 40.265098)"
"17013","6571","1882","POINT (-77.192029 40.220189)"
"16154","362","118","POINT (-80.422978 41.326889)"
"17517","3317","613","POINT (-76.113549 40.233243)"
"16045","209","92","POINT (-79.915325 40.851301)"
"16732","41","12","POINT (-78.572928 41.856779)"
"19058","16",,"POINT (-74.827115 40.154658)"
"17560","871","105","POINT (-76.22409 39.910774)"
"15670","506","270","POINT (-79.439004 40.406925)"
"19550","129","12","POINT (-76.245609 40.454926)"
"17509","608","142","POINT (-76.028111 39.917084)"
"18218","599","37","POINT (-75.912593 40.821933)"
"15347","151","63","POINT (-80.226145 40.215915)"
"15627","959","663","POINT (-79.317219 40.35128)"
"18325","444","24","POINT (-75.243536 41.218439)"
"15931","1747","790","POINT (-78.748892 40.507527)"
"16406","630","285","POINT (-80.356274 41.747036)"
"15962","41","17","POINT (-78.718923 40.387555)"
"16157","527","206","POINT (-80.340652 40.886289)"
"17313","2813","471","POINT (-76.651535 39.894634)"
"17319","2038","525","POINT (-76.794683 40.154425)"
"17522","7483","1139","POINT (-76.175963 40.174693)"
"15046","435","201","POINT (-80.229041 40.556338)"
"18703","51","5","POINT (-75.887727 41.242136)"
"17038","1920","293","POINT (-76.520062 40.447443)"
"15905","3660","1977","POINT (-78.947666 40.296206)"
"19602","4955","885","POINT (-75.918536 40.329334)"
"15421","56","31","POINT (-79.596954 39.844064)"
"15733","20","7","POINT (-78.961349 40.987104)"
"18038","709","38","POINT (-75.479981 40.791456)"
"15725","177","73","POINT (-79.34408 40.517537)"
"16430","9",,"POINT (-80.428982 42.001915)"
"17037","138","21","POINT (-77.375224 40.448257)"
"17046","8871","1118","POINT (-76.426204 40.370531)"
"15116","2490","704","POINT (-79.959119 40.537705)"
"17965","503","67","POINT (-76.16517 40.698627)"
"19333","965","342","POINT (-75.423443 40.044701)"
"19082","7553","696","POINT (-75.269241 39.959496)"
"15455","39","39","POINT (-79.644206 39.998408)"
"17026","760","118","POINT (-76.426688 40.455133)"
"19317","1660","248","POINT (-75.598056 39.858051)"
"17101","471","74","POINT (-76.88291 40.261892)"
"18833","399","52","POINT (-76.479589 41.590868)"
"17221","136","44","POINT (-77.82141 40.071275)"
"15944","502","231","POINT (-79.091279 40.377515)"
"17321","397","41","POINT (-76.444419 39.750043)"
"18372","583","20","POINT (-75.328945 41.048778)"
"17529","396","63","POINT (-76.103029 40.039797)"
"17813","473","81","POINT (-77.176597 40.782636)"
"15542","238","78","POINT (-79.072882 39.863984)"
"19567","1095","290","POINT (-76.207889 40.38832)"
"18014","2584","220","POINT (-75.407312 40.758089)"
"16333","38","7","POINT (-78.860977 41.788009)"
"16749","721","164","POINT (-78.442194 41.7906)"
"15348","58","58","POINT (-79.994577 39.987198)"
"16844","577","56","POINT (-77.935511 40.898841)"
"18302","4268","174","POINT (-75.11038 41.08444)"
"15019","240","82","POINT (-80.332321 40.408728)"
"18615","310","43","POINT (-75.848289 41.478153)"
"16694","49","19","POINT (-78.136058 40.167852)"
"17112","5842","1945","POINT (-76.782185 40.342393)"
"17086","456","69","POINT (-77.123653 40.688925)"
"19014","4197","608","POINT (-75.433047 39.863764)"
"18920","73","8","POINT (-75.089762 40.495732)"
"16685","54","19","POINT (-78.101153 40.274337)"
"15010","5921","1271","POINT (-80.345597 40.770238)"
"15077","31",,"POINT (-80.421269 40.628706)"
"18242","62","9","POINT (-76.125489 40.907586)"
"19021","1943","334","POINT (-74.897271 40.092174)"
"19129","1857","281","POINT (-75.186871 40.013007)"
"19538","21","0","POINT (-75.703711 40.547632)"
"16424","758","208","POINT (-80.44851 41.651242)"
"15552","1255","302","POINT (-79.00243 39.797207)"
"16647","139","38","POINT (-78.118936 40.405902)"
"15289","467","12","POINT (-79.994945 40.442169)"
"16667","227","116","POINT (-78.529845 40.173569)"
"19432","6","0","POINT (-75.535083 40.07826)"
"16925","774","85","POINT (-76.788041 41.950735)"
"19530","2640","216","POINT (-75.774564 40.540334)"
"17067","2987","483","POINT (-76.316743 40.388539)"
"17967","445","79","POINT (-76.2183 40.856037)"
"17310","22",,"POINT (-77.358775 39.884809)"
"16872","182","17","POINT (-77.348941 40.96971)"
"19444","1784","417","POINT (-75.256528 40.087185)"
"18462","73","14","POINT (-75.424043 41.893917)"
"15447","26","22","POINT (-79.93842 39.944111)"
"18630","551","89","POINT (-76.014604 41.655285)"
"18446","729","113","POINT (-75.735451 41.662429)"
"19160","14",,"POINT (-75.16562 39.951061)"
"18928","25",,"POINT (-75.048533 40.335938)"
"19025","983","111","POINT (-75.161233 40.145712)"
"15940","849","560","POINT (-78.630207 40.515388)"
"17859","748","54","POINT (-76.396405 41.111581)"
"19454","4197","1013","POINT (-75.242516 40.224009)"
"18256","37",,"POINT (-76.144316 40.942049)"
"17027","24","5","POINT (-76.990336 40.158342)"
"18214","454","69","POINT (-76.075153 40.805377)"
"16860","68","16","POINT (-78.171643 40.953464)"
"15241","4109","1388","POINT (-80.079348 40.333752)"
"15666","2117","1668","POINT (-79.519592 40.163439)"
"16407","1915","288","POINT (-79.654766 41.920407)"
"18445","332","73","POINT (-75.355645 41.289411)"
"15227","5941","1799","POINT (-79.973919 40.375986)"
"15922","38","33","POINT (-78.88214 40.518894)"
"17505","158","27","POINT (-76.192421 40.062663)"
"18612","4455","388","POINT (-75.977724 41.346356)"
"15104","1573","231","POINT (-79.8628 40.405716)"
"19085","1139","185","POINT (-75.345937 40.039873)"
"15463","65","28","POINT (-79.868512 39.959946)"
"15317","9508","3302","POINT (-80.156459 40.272128)"
"18842","51",,"POINT (-75.603256 41.756206)"
"15868","216","164","POINT (-78.495309 41.290335)"
"18977","547","113","POINT (-74.881393 40.291285)"
"16854","198","17","POINT (-77.470224 40.895813)"
"15639","304","205","POINT (-79.596216 40.208728)"
"17002","83",,"POINT (-77.839224 40.518486)"
"15636","612","338","POINT (-79.656976 40.364246)"
"17728","941","188","POINT (-77.069727 41.32477)"
"16347","340","106","POINT (-79.019448 41.687193)"
"18456","57","20","POINT (-75.339157 41.607754)"
"17024","287","81","POINT (-77.304683 40.408141)"
"17972","2856","354","POINT (-76.196969 40.602837)"
"16841","1193","106","POINT (-77.66461 41.020869)"
"18940","4991","911","POINT (-74.944079 40.25569)"
"15470","83","60","POINT (-79.516657 39.853095)"
"15057","3322","1329","POINT (-80.242459 40.357238)"
"18245","38",,"POINT (-75.97083 40.86553)"
"17004","844","40","POINT (-77.736817 40.599651)"
"16141","279","92","POINT (-80.394008 40.862393)"
"17857","1929","335","POINT (-76.778742 40.914362)"
"15479","305","189","POINT (-79.719293 40.153818)"
"19510","1595","440","POINT (-75.879884 40.446071)"
"18342","27",,"POINT (-75.270301 41.175384)"
"18340","20","5","POINT (-74.765638 41.414078)"
"17566","2122","286","POINT (-76.148174 39.874099)"
"18934","22",,"POINT (-75.061376 40.358237)"
"16134","528","173","POINT (-80.466157 41.509042)"
"17607","13",,"POINT (-76.307078 40.039401)"
"15221","5686","923","POINT (-79.869393 40.436719)"
"16057","2394","538","POINT (-80.060465 41.034248)"
"18433","1053","256","POINT (-75.583061 41.561235)"
"16507","1881","234","POINT (-80.085955 42.133024)"
"17307","1236","185","POINT (-77.312485 39.939759)"
"16030","53","15","POINT (-79.799383 41.133697)"
"19609","2006","899","POINT (-75.993853 40.325996)"
"15333","301","229","POINT (-80.010431 40.027324)"
"15951","138","72","POINT (-78.773711 40.340128)"
"16313","272","114","POINT (-79.158899 41.718145)"
"17005","39","7","POINT (-76.811052 40.603152)"
"15209","2282","569","POINT (-79.974039 40.497788)"
"16133","213","58","POINT (-80.118213 41.270773)"
"17731","28",,"POINT (-76.586388 41.397074)"
"18622","43","11","POINT (-76.260832 41.20236)"
"19355","4373","1144","POINT (-75.533811 40.048146)"
"19354","6","0","POINT (-75.744817 40.059355)"
"15219","3438","1175","POINT (-79.981636 40.443514)"
"17925","95","16","POINT (-76.065697 40.753439)"
"15656","1873","498","POINT (-79.621796 40.637347)"
"17565","378","99","POINT (-76.324819 39.901767)"
"16428","2504","270","POINT (-79.828705 42.185656)"
"15084","1736","553","POINT (-79.796108 40.620458)"
"18439","82","18","POINT (-75.372518 41.817575)"
"15205","5007","1290","POINT (-80.09383 40.43743)"
"15522","1990","899","POINT (-78.540837 39.982144)"
"15767","2071","732","POINT (-78.980772 40.956793)"
"16238","93","11","POINT (-79.52094 40.787078)"
"16102","867","424","POINT (-80.402268 40.963303)"
"16143","400","193","POINT (-80.460145 41.103731)"
"19406","4290","1232","POINT (-75.38198 40.093249)"
"19472","26","5","POINT (-75.572791 40.338922)"
"15935","429","270","POINT (-78.966561 40.206111)"
"17063","731","31","POINT (-77.507353 40.747923)"
"18229","1768","92","POINT (-75.683132 40.92528)"
"17020","1502","484","POINT (-77.045868 40.401807)"
"15480","323","175","POINT (-79.775646 39.98159)"
"19027","3105","482","POINT (-75.125183 40.072713)"
"19320","9633","2506","POINT (-75.82824 39.979327)"
"15133","1503","306","POINT (-79.865002 40.33161)"
"17721","307","20","POINT (-77.314296 41.186065)"
"16354","2573","237","POINT (-79.706219 41.618798)"
"16750","58","9","POINT (-78.319957 41.884312)"
"15216","4333","1188","POINT (-80.035897 40.400575)"
"19102","1083","176","POINT (-75.165433 39.953337)"
"17267","540","243","POINT (-78.240172 39.799741)"
"17827","181","25","POINT (-76.944137 40.761626)"
"17922","1079","178","POINT (-76.130704 40.594577)"
"15476","45","12","POINT (-79.922069 39.867386)"
"17233","795","902","POINT (-77.997811 39.952551)"
"16125","2828","825","POINT (-80.370452 41.401097)"
"15215","1966","525","POINT (-79.914194 40.501162)"
"18434","641","227","POINT (-75.563325 41.469743)"
"18966","6595","1501","POINT (-75.007224 40.188372)"
"17527","930","136","POINT (-75.993789 40.007919)"
"15483","74","43","POINT (-79.849428 40.082543)"
"18248","121","13","POINT (-76.120804 40.903643)"
"19511","28",,"POINT (-75.73933 40.486666)"
"16619","57","18","POINT (-78.41657 40.683699)"
"19056","3169","766","POINT (-74.884984 40.15016)"
"15760","27","7","POINT (-78.805079 40.648314)"
"18237","794","70","POINT (-76.003507 40.889807)"
"18503","319","64","POINT (-75.665782 41.410233)"
"16663","31",,"POINT (-78.363029 40.789433)"
"19017","47",,"POINT (-75.46506 39.883692)"
"17053","769","276","POINT (-77.000321 40.328986)"
"17061","1079","211","POINT (-76.913994 40.55832)"
"18933","12",,"POINT (-75.039695 40.400396)"
"15015","227","56","POINT (-80.082048 40.63677)"
"15439","12",,"POINT (-79.82479 39.74263)"
"16233","180","62","POINT (-79.283879 41.367551)"
"17045","498","116","POINT (-77.007144 40.593824)"
"15684","88","39","POINT (-79.512221 40.463407)"
"15145","1357","404","POINT (-79.823468 40.413357)"
"18466","4333","120","POINT (-75.398005 41.181628)"
"17703","28",,"POINT (-77.04192 41.241489)"
"19105","45",,"POINT (-75.16562 39.951061)"
"15022","1741","895","POINT (-79.924201 40.132346)"
"15415","16","5","POINT (-79.816029 39.962731)"
"15051","65","20","POINT (-79.859069 40.567054)"
"19606","6837","2709","POINT (-75.862048 40.328738)"
"16624","38","24","POINT (-78.612209 40.577105)"
"16849","98","23","POINT (-78.113679 40.958062)"
"16361","22",,"POINT (-79.32165 41.385596)"
"16254","690","216","POINT (-79.451059 41.263723)"
"17054","31",,"POINT (-77.730797 40.495057)"
"15686","124","54","POINT (-79.437873 40.627871)"
"16160","126","61","POINT (-80.365169 40.933403)"
"16874","303","40","POINT (-77.951481 41.011851)"
"15615","64","19","POINT (-79.736445 40.358416)"
"16311","72","16","POINT (-80.031118 41.462009)"
"18413","27","5","POINT (-75.599894 41.649306)"
"15533","188","113","POINT (-78.245418 39.98171)"
"18231","104","8","POINT (-76.004736 40.900448)"
"17727","10",,"POINT (-77.449475 41.508591)"
"19191","5","0","POINT (-75.16562 39.951061)"
"16948","220","21","POINT (-77.755378 41.86824)"
"16346","531","99","POINT (-79.677929 41.378011)"
"15460","14","13","POINT (-79.912083 39.808247)"
"16855","64","16","POINT (-78.366638 40.997574)"
"16420","112","17","POINT (-79.547639 41.710159)"
"16054","47","15","POINT (-79.652827 41.161728)"
"18104","11142","1237","POINT (-75.537329 40.60276)"
"15423","263","158","POINT (-79.922409 40.085283)"
"17343","20",,"POINT (-77.327129 39.871093)"
"16246","48","15","POINT (-79.179543 40.79502)"
"17886","200","34","POINT (-76.870995 41.017939)"
"15034","323","87","POINT (-79.890727 40.351369)"
"16861","67","13","POINT (-78.530286 40.881341)"
"17215","53","43","POINT (-77.90388 40.072491)"
"18627","15",,"POINT (-76.022069 41.316997)"
"15745","75","31","POINT (-78.911851 40.620948)"
"15616","10","13","POINT (-79.573271 40.239351)"
"15413","106","58","POINT (-79.87128 39.98607)"
"18239","32","0","POINT (-75.983515 40.989927)"
"19104","13670","677","POINT (-75.199047 39.960516)"
"15732","271","113","POINT (-79.209584 40.722386)"
"19518","2875","1111","POINT (-75.73985 40.275529)"
"16851","189","28","POINT (-77.817072 40.809342)"
"15736","98","21","POINT (-79.342838 40.694818)"
"16218","254","40","POINT (-79.586426 40.92877)"
"17508","205","36","POINT (-76.219304 40.124218)"
"16868","119","13","POINT (-77.885317 40.729555)"
"16332","15",,"POINT (-79.345845 41.376721)"
"18419","772","168","POINT (-75.774351 41.588485)"
"15753","55","29","POINT (-78.658761 40.795478)"
"16603","22","7","POINT (-78.407571 40.501273)"
"18101","1328","79","POINT (-75.468937 40.6039)"
"19079","1954","206","POINT (-75.268004 39.90324)"
"15625","24","10","POINT (-79.679679 40.270817)"
"15430","61","38","POINT (-79.66021 40.041938)"
"16117","3344","824","POINT (-80.266704 40.863319)"
"15673","228","83","POINT (-79.553126 40.597784)"
"17740","3311","328","POINT (-77.256277 41.21415)"
"17056","27",,"POINT (-77.353321 40.537579)"
"16427","47","5","POINT (-79.969103 41.874385)"
"17069","23",,"POINT (-76.970967 40.453567)"
"15357","233","227","POINT (-79.987476 39.944082)"
"15565","10","0","POINT (-79.116194 39.756662)"
"15924","169","101","POINT (-78.780073 40.120952)"
"18504","4123","944","POINT (-75.690332 41.416917)"
"19390","2615","598","POINT (-75.842503 39.827744)"
"19311","1616","338","POINT (-75.767171 39.819959)"
"17317","78","11","POINT (-76.524255 39.970893)"
"16664","241","84","POINT (-78.433357 40.185521)"
"16066","5590","2083","POINT (-80.109758 40.706843)"
"17110","5365","960","POINT (-76.878176 40.311716)"
"17537","21","5","POINT (-76.238672 39.98677)"
"15458","376","176","POINT (-79.859497 39.887202)"
"17532","521","82","POINT (-76.294724 39.858439)"
"19601","8867","1814","POINT (-75.938646 40.351055)"
"19008","4043","726","POINT (-75.359091 39.974438)"
"16693","847","195","POINT (-78.223919 40.444819)"
"16317","304","66","POINT (-79.853437 41.528964)"
"16668","646","238","POINT (-78.627174 40.639143)"
"16673","821","284","POINT (-78.39263 40.309695)"
"18519","927","233","POINT (-75.627424 41.462566)"
"15857","1786","1513","POINT (-78.545427 41.438651)"
"19437","106","29","POINT (-75.257386 40.187754)"
"19486","18",,"POINT (-75.29847 40.206625)"
"16669","416","88","POINT (-77.971873 40.629901)"
"16881","420","112","POINT (-78.3212 41.01758)"
"18854","321","36","POINT (-76.357515 41.782747)"
"15853","999","542","POINT (-78.771831 41.401883)"
"16627","306","132","POINT (-78.501331 40.749366)"
"19127","1090","223","POINT (-75.223777 40.027184)"
"19477","92","14","POINT (-75.232357 40.186071)"
"15468","348","210","POINT (-79.844558 39.944103)"
"16001","8125","2588","POINT (-79.929052 40.892587)"
"15720","28","10","POINT (-79.074716 40.541101)"
"15863","25","22","POINT (-78.831379 41.013634)"
"15677","34","46","POINT (-79.242008 40.184088)"
"15734","40","23","POINT (-79.006524 40.717675)"
"18705","3302","380","POINT (-75.845401 41.268628)"
"18711","133","66","POINT (-75.837299 41.258022)"
"17408","5875","1093","POINT (-76.803091 39.944865)"
"18211","304","16","POINT (-75.828476 40.746742)"
"18464","207","49","POINT (-75.178552 41.405344)"
"18850","656","53","POINT (-76.51777 41.813081)"
"16440","129","35","POINT (-80.129598 41.786925)"
"15952","222","153","POINT (-78.772249 40.301796)"
"18012","35","0","POINT (-75.590729 40.811243)"
"15282","505","111","POINT (-79.994945 40.442169)"
"18923","199","25","POINT (-75.176192 40.357506)"
"18332","700","22","POINT (-75.264177 41.092094)"
"16334","87","14","POINT (-79.452192 41.300666)"
"17983","281","44","POINT (-76.552216 40.645653)"
"16745","85","26","POINT (-78.482294 41.930455)"
"16003","43","8","POINT (-79.895268 40.858052)"
"15068","6851","1896","POINT (-79.724247 40.566993)"
"15001","6225","1537","POINT (-80.299648 40.598225)"
"15442","327","196","POINT (-79.836688 40.009955)"
"15779","247","199","POINT (-79.216917 40.398639)"
"15801","2940","2015","POINT (-78.736361 41.132602)"
"16920","320","135","POINT (-77.303729 41.986654)"
"17964","118","36","POINT (-76.516727 40.707211)"
"15635","26","18","POINT (-79.498861 40.351974)"
"15624","68","46","POINT (-79.472146 40.35962)"
"15054","64","33","POINT (-80.41417 40.365)"
"15338","295","123","POINT (-79.961708 39.807313)"
"15237","7968","2261","POINT (-80.03944 40.55059)"
"16502","3434","490","POINT (-80.099899 42.11113)"
"18914","3348","829","POINT (-75.208742 40.283852)"
"19310","503","73","POINT (-75.968145 39.933948)"
"18657","2063","373","POINT (-75.952529 41.523067)"
"19369","45","5","POINT (-75.893217 39.98222)"
"17355","31","5","POINT (-76.703347 39.761954)"
"15076","144","63","POINT (-79.836402 40.612848)"
"19023","4590","501","POINT (-75.266588 39.916748)"
"17774","238","21","POINT (-76.544872 41.246031)"
"16340","257","83","POINT (-79.429632 41.834092)"
"15377","85","68","POINT (-80.447056 39.979895)"
"15501","3232","1227","POINT (-79.127925 40.03433)"
"16405","90","16","POINT (-79.540854 41.941304)"
"15959","24","18","POINT (-78.915213 40.269185)"
"18424","875","193","POINT (-75.495832 41.255073)"
"15135","1155","293","POINT (-79.814115 40.304546)"
"16939","7","10","POINT (-77.033639 41.669876)"
"16263","82","10","POINT (-79.334102 40.799853)"
"16926","150","23","POINT (-76.721287 41.685158)"
"16510","4999","671","POINT (-79.982707 42.120296)"
"17533","13",,"POINT (-76.259785 40.232994)"
"15088","96","30","POINT (-79.899746 40.271682)"
"15672","460","328","POINT (-79.622556 40.238612)"
"16835","66","8","POINT (-77.875137 40.906031)"
"16435","283","77","POINT (-80.385522 41.818261)"
"19067","8387","1972","POINT (-74.829367 40.215974)"
"18403","1282","365","POINT (-75.543145 41.49628)"
"19372","423","127","POINT (-75.760922 39.999139)"
"19103","4533","460","POINT (-75.173591 39.953128)"
"17011","6198","1968","POINT (-76.930733 40.237039)"
"16937","33","5","POINT (-77.7203 41.969281)"
"17098","390","55","POINT (-76.61799 40.575865)"
"18036","3052","242","POINT (-75.401512 40.508696)"
"15352","121","52","POINT (-80.415296 39.755173)"
"19464","9039","3327","POINT (-75.623721 40.256185)"
"18517","1103","229","POINT (-75.716793 41.391574)"
"16730","29",,"POINT (-78.427209 41.809986)"
"17059","1738","103","POINT (-77.363745 40.580926)"
"16932","131","34","POINT (-76.947189 41.781703)"
"18328","1378","173","POINT (-74.968708 41.232981)"
"15761","10",,"POINT (-78.88 40.64)"
"19049",,"0","POINT (-75.19268 40.14165)"
"17271","74","30","POINT (-77.791556 40.113096)"
"17362","2799","878","POINT (-76.867425 39.853502)"
"18951","7879","837","POINT (-75.348961 40.447495)"
"15860","188","55","POINT (-79.052635 41.33925)"
"15049","188","40","POINT (-79.805266 40.555358)"
"15928","325","253","POINT (-78.917854 40.237464)"
"18438","141","36","POINT (-75.24454 41.433258)"
"18929","1537","246","POINT (-75.085661 40.256279)"
"15692","154","59","POINT (-79.677855 40.330932)"
"15644","2681","1718","POINT (-79.611299 40.34037)"
"17889","493","109","POINT (-76.907728 40.883009)"
"19501","217","42","POINT (-76.057289 40.243782)"
"18001",,,"POINT (-75.46 40.59)"
"16611","454","91","POINT (-78.112083 40.554298)"
"17344","850","201","POINT (-77.019421 39.805281)"
"16112","227","120","POINT (-80.49872 40.96841)"
"15018","149","63","POINT (-79.796358 40.268685)"
"15658","1010","613","POINT (-79.229181 40.249009)"
"17085","30",,"POINT (-76.383187 40.278863)"
"17122",,"0","POINT (-76.87121 40.249846)"
"17941","161","16","POINT (-76.613836 40.674859)"
"19442","65","11","POINT (-75.577885 40.133627)"
"15923","222","125","POINT (-79.160277 40.352124)"
"17023","447","78","POINT (-76.811355 40.578037)"
"16436","112","25","POINT (-79.517501 41.83475)"
"19405","886","274","POINT (-75.341896 40.103102)"
"16056","1016","263","POINT (-79.837767 40.727795)"
"18915","276","62","POINT (-75.258564 40.271957)"
"17824","960","47","POINT (-76.519102 40.856476)"
"17823","215","14","POINT (-76.758574 40.726711)"
"17944","40","6","POINT (-76.279258 40.673891)"
"17089","10","0","POINT (-76.931126 40.240098)"
"17846","963","52","POINT (-76.512865 41.144847)"
"19175","0","0","POINT (-75.16562 39.951061)"
"16823","6862","607","POINT (-77.769544 40.920515)"
"15531","631","288","POINT (-79.062472 40.181059)"
"19357","7",,"POINT (-75.641019 39.853434)"
"17350","3013","826","POINT (-77.07086 39.883232)"
"18459","14",,"POINT (-75.4124 41.504745)"
"15044","4818","1729","POINT (-79.955108 40.635343)"
"15014","722","179","POINT (-79.741467 40.608863)"
"17034","534","105","POINT (-76.785316 40.208813)"
"18109","6064","421","POINT (-75.438904 40.627123)"
"16049","541","126","POINT (-79.668407 41.096788)"
"16882","44","5","POINT (-77.350548 40.894529)"
"15866","19","24","POINT (-78.790048 41.025857)"
"16738","272","368","POINT (-78.694655 41.812855)"
"18234","54",,"POINT (-75.967993 40.991173)"
"19422","2803","686","POINT (-75.280639 40.158222)"
"17127","0","0","POINT (-76.881943 40.265914)"
"15055","276","85","POINT (-80.127113 40.3049)"
"16827","913","114","POINT (-77.773837 40.77173)"
"15605","0","0","POINT (-79.547152 40.310785)"
"15224","2013","297","POINT (-79.945554 40.464121)"
"18616","191","27","POINT (-76.594899 41.515914)"
"17302","554","81","POINT (-76.408374 39.810052)"
"16820","204","28","POINT (-77.405125 40.906047)"
"15276","0","0","POINT (-80.124888 40.429428)"
"16029","161","50","POINT (-79.841579 40.875682)"
"16613","269","82","POINT (-78.543288 40.555438)"
"15342","1058","370","POINT (-80.217023 40.242417)"
"18249","807","93","POINT (-76.09923 40.992428)"
"15488","27","13","POINT (-79.750824 39.982219)"
"15136","4450","1222","POINT (-80.093576 40.470426)"
"17878","317","67","POINT (-76.331952 41.170075)"
"15037","2159","693","POINT (-79.854431 40.257742)"
"18088","2224","119","POINT (-75.55989 40.761064)"
"18644","1498","197","POINT (-75.8699 41.328191)"
"19312","1541","495","POINT (-75.451174 40.039101)"
"18935","46",,"POINT (-75.399336 40.437117)"
"17959","291","35","POINT (-76.117998 40.729011)"
"15772","222","76","POINT (-78.919358 40.871264)"
"17575","6",,"POINT (-76.435774 40.063742)"
"19064","4666","1059","POINT (-75.338256 39.931914)"
"17342","63","6","POINT (-76.709438 39.8556)"
"17090","806","251","POINT (-77.179542 40.329977)"
"19055","2738","758","POINT (-74.836691 40.149557)"
"16369","0","0","POINT (-79.143028 41.844069)"
"15856","101","63","POINT (-78.632665 41.088953)"
"19331","6",,"POINT (-75.52 39.89)"
"15824","635","493","POINT (-78.825411 41.243289)"
"15942","307","205","POINT (-78.820043 40.404602)"
"18087","239","19","POINT (-75.602569 40.548777)"
"15025","3706","1013","POINT (-79.915147 40.295376)"
"15017","3502","1475","POINT (-80.122701 40.346008)"
"16262","706","91","POINT (-79.65113 40.846325)"
"17968","65","5","POINT (-76.594451 40.637911)"
