"vehicle_id","timestamp","speed","route_id","trip_id","trip_headsign","location_1"
"2004","2016-08-25T13:17:32.000","0.0","233","1672071","233-FAR NORTHEAST FEEDER-EB","(30.30694, -97.62209)"
"6002","2016-08-26T00:35:34.000","0.0","240","1672386","240-Rutland-SB","(30.408222, -97.69702)"
"8923","2016-08-26T02:21:43.000","0.0","300","1673400","300-Govalle-SB","(30.259695, -97.70969)"
"2222","2016-08-25T22:08:59.000","0.0","300","1673415","300-Govalle-SB","(30.286123, -97.68258)"
"8927","2016-08-25T10:40:26.000","0.0","300","1673417","300-Govalle-SB","(30.328527, -97.713806)"
"8841","2016-08-25T18:43:40.000","0.0","300","1673445","300-Govalle-NB","(30.23577, -97.721405)"
"2229","2016-08-25T16:16:30.000","0.0","300","1673475","300-Govalle-NB","(30.26459, -97.6961)"
"2223","2016-08-25T14:30:25.000","0.0","300","1673477","300-Govalle-NB","(30.260328, -97.709465)"
"8936","2016-08-25T20:25:06.000","0.0","300","1673482","300-Govalle-NB","(30.304493, -97.68118)"
"2354","2016-08-25T16:54:52.000","15.6464","323","1674167","323-Anderson-EB","(30.317087, -97.66247)"
"2354","2016-08-25T18:22:48.000","0.0","323","1674167","323-Anderson-EB","(30.31706, -97.66254)"
"8927","2016-08-25T22:55:45.000","10.28192","496","1676900",,"(30.29407, -97.7202)"
"2401","2016-08-25T11:11:31.000","0.0","5","1676938","5-Woodrow/South 5th-SB","(30.357265, -97.73363)"
"2410","2016-08-25T19:42:18.000","0.0","5","1676946","5-Woodrow/South 5th-SB","(30.35721, -97.73344)"
"2252","2016-08-25T22:57:47.000","0.0","5","1676964","5-Woodrow/South 5th-SB","(30.284693, -97.74183)"
"8923","2016-08-25T12:30:22.000","0.0","300","1683422","300-Govalle-NB","(30.31475, -97.69215)"
"2557","2016-08-25T12:39:50.000","0.0","653","1684773","653-RR Red River/UT-OB","(30.303392, -97.72061)"
"2551","2016-08-25T16:20:47.000","0.0","653","1685040","653-RR Red River/UT-IB","(30.285297, -97.73255)"
"2560","2016-08-25T15:02:47.000","0.0","653","1685075","653-RR Red River/UT-IB","(30.285297, -97.73261)"
"5067","2016-08-25T23:24:55.000","0.0","801","1689010","801 TECH RIDGE","(30.3626, -97.69718)"
"5014","2016-08-25T19:11:55.000","0.0","801","1689025","801 TECH RIDGE","(30.166992, -97.79098)"
"11102","2016-08-25T22:21:28.000","6.7056","550","1690016","550 TO DOWNTOWN","(30.58326, -97.85444)"
"10106","2016-08-25T21:14:27.000","0.0","550","1690127","550 TO LEANDER","(30.44015, -97.701836)"
"11103","2016-08-25T12:02:33.000","0.0","550","1690137","550 TO LEANDER","(30.264975, -97.739105)"
"2210","2016-08-26T02:54:30.000","0.0","1","1669532","1-Metric/South Congress-SB","(30.413393, -97.69056)"
"8917","2016-08-25T21:59:17.000","0.0","1","1669518","1-Metric/South Congress-SB","(30.418343, -97.66906)"
"8940","2016-08-25T21:21:15.000","9.83488","1","1669520","1-Metric/South Congress-SB","(30.392796, -97.70804)"
"8922","2016-08-25T12:07:19.000","13.85824","1","1669511","1-Metric/South Congress-SB","(30.236706, -97.75538)"
"2210","2016-08-26T03:48:27.000","0.0","1","1669532","1-Metric/South Congress-SB","(30.27504, -97.74417)"
"8934","2016-08-25T22:17:01.000","0.0","1","1669541","1-Metric/South Congress-SB","(30.425823, -97.67492)"
"2227","2016-08-25T19:18:39.000","0.0","1","1669524","1-Metric/South Congress-SB","(30.418287, -97.66909)"
"8850","2016-08-26T00:08:33.000","11.176","1","1669527","1-Metric/South Congress-SB","(30.42629, -97.67545)"
"2203","2016-08-25T22:09:38.000","0.0","1","1669521","1-Metric/South Congress-SB","(30.349785, -97.711174)"
"2203","2016-08-25T16:25:38.000","0.0","1","1669539","1-Metric/South Congress-SB","(30.418316, -97.66912)"
"8941","2016-08-25T22:44:14.000","0.89408","1","1669537","1-Metric/South Congress-SB","(30.42585, -97.67498)"
"8902","2016-08-25T19:40:10.000","9.38784","1","1669526","1-Metric/South Congress-SB","(30.330177, -97.72372)"
"8850","2016-08-25T20:50:43.000","0.0","1","1669525","1-Metric/South Congress-SB","(30.237997, -97.75433)"
"2227","2016-08-26T00:53:16.000","0.0","1","1669535","1-Metric/South Congress-SB","(30.413475, -97.69053)"
"8908","2016-08-25T22:58:23.000","15.19936","1","1669519","1-Metric/South Congress-SB","(30.309443, -97.73394)"
"8908","2016-08-25T17:49:16.000","0.0","1","1669529","1-Metric/South Congress-SB","(30.349812, -97.711174)"
"2227","2016-08-25T19:45:14.000","2.2352","1","1669524","1-Metric/South Congress-SB","(30.42607, -97.67501)"
"8850","2016-08-26T01:42:28.000","10.28192","1","1669527","1-Metric/South Congress-SB","(30.204723, -97.77492)"
"8852","2016-08-26T04:08:31.000","0.0","1","1669531","1-Metric/South Congress-SB","(30.348383, -97.71247)"
"2227","2016-08-25T21:42:31.000","4.91744","1","1669524","1-Metric/South Congress-SB","(30.19078, -97.77131)"
"8917","2016-08-25T21:29:19.000","9.83488","1","1669518","1-Metric/South Congress-SB","(30.36986, -97.711586)"
"8941","2016-08-25T22:14:15.000","10.72896","1","1669537","1-Metric/South Congress-SB","(30.35897, -97.699265)"
"2203","2016-08-25T21:48:22.000","14.75232","1","1669521","1-Metric/South Congress-SB","(30.39065, -97.709404)"
"8850","2016-08-25T19:56:46.000","0.0","1","1669525","1-Metric/South Congress-SB","(30.350115, -97.71213)"
"2203","2016-08-25T12:55:51.000","9.83488","1","1669514","1-Metric/South Congress-SB","(30.318214, -97.731285)"
"2208","2016-08-25T11:21:06.000","8.49376","1","1669538","1-Metric/South Congress-SB","(30.39758, -97.70503)"
"2227","2016-08-25T20:27:10.000","0.89408","1","1669524","1-Metric/South Congress-SB","(30.349785, -97.711205)"
"8917","2016-08-25T13:17:48.000","10.72896","1","1669512","1-Metric/South Congress-SB","(30.374727, -97.71989)"
"2203","2016-08-25T18:16:44.000","0.0","1","1669539","1-Metric/South Congress-SB","(30.223093, -97.76688)"
"8908","2016-08-25T16:08:37.000","11.62304","1","1669529","1-Metric/South Congress-SB","(30.36678, -97.70462)"
"2208","2016-08-25T22:32:28.000","7.15264","1","1669522","1-Metric/South Congress-SB","(30.204365, -97.77511)"
"2208","2016-08-25T21:54:30.000","0.0","1","1669522","1-Metric/South Congress-SB","(30.26822, -97.74661)"
"2203","2016-08-26T03:13:03.000","0.0","1","1669533","1-Metric/South Congress-SB","(30.271465, -97.74544)"
"2203","2016-08-26T03:33:02.000","7.59968","1","1669533","1-Metric/South Congress-SB","(30.222488, -97.7671)"
"8934","2016-08-25T23:14:59.000","5.81152","1","1669541","1-Metric/South Congress-SB","(30.375086, -97.71982)"
"2208","2016-08-25T16:22:26.000","3.57632","1","1669544","1-Metric/South Congress-SB","(30.363178, -97.697464)"
"8908","2016-08-25T21:46:18.000","0.0","1","1669519","1-Metric/South Congress-SB","(30.418343, -97.66909)"
"2208","2016-08-26T01:12:20.000","0.0","1","1669534","1-Metric/South Congress-SB","(30.418316, -97.66909)"
"8917","2016-08-25T12:07:51.000","12.07008","1","1669512","1-Metric/South Congress-SB","(30.416555, -97.68524)"
"2208","2016-08-26T01:02:21.000","0.0","1","1669534","1-Metric/South Congress-SB","(30.418316, -97.66906)"
"8934","2016-08-25T21:55:03.000","10.72896","1","1669541","1-Metric/South Congress-SB","(30.36898, -97.70994)"
"8852","2016-08-26T04:36:09.000","11.62304","1","1669531","1-Metric/South Congress-SB","(30.273664, -97.744644)"
"2210","2016-08-26T01:58:33.000","0.44704","1","1669532","1-Metric/South Congress-SB","(30.3692, -97.71035)"
"8850","2016-08-25T19:26:47.000","0.0","1","1669525","1-Metric/South Congress-SB","(30.412266, -97.69135)"
"8917","2016-08-25T19:41:25.000","12.96416","1","1669530","1-Metric/South Congress-SB","(30.19166, -97.76561)"
"8850","2016-08-25T23:12:36.000","14.30528","1","1669527","1-Metric/South Congress-SB","(30.359465, -97.69908)"
"2208","2016-08-25T12:25:03.000","0.0","1","1669538","1-Metric/South Congress-SB","(30.258732, -97.748665)"
"8852","2016-08-26T03:34:16.000","0.0","1","1669531","1-Metric/South Congress-SB","(30.418343, -97.66912)"
"8934","2016-08-25T18:23:14.000","14.75232","1","1669528","1-Metric/South Congress-SB","(30.38306, -97.71403)"
"8922","2016-08-25T14:40:07.000","12.51712","1","1669545","1-Metric/South Congress-SB","(30.393978, -97.70702)"
"8917","2016-08-25T18:37:28.000","0.0","1","1669530","1-Metric/South Congress-SB","(30.2922, -97.74129)"
"2203","2016-08-26T02:19:06.000","0.0","1","1669533","1-Metric/South Congress-SB","(30.40836, -97.69702)"
"8940","2016-08-25T13:23:43.000","0.0","1","1669515","1-Metric/South Congress-SB","(30.212065, -97.7709)"
"8902","2016-08-25T18:56:12.000","0.0","1","1669526","1-Metric/South Congress-SB","(30.422577, -97.66719)"
"2208","2016-08-25T20:04:36.000","10.28192","1","1669522","1-Metric/South Congress-SB","(30.421257, -97.666145)"
"2203","2016-08-25T12:23:52.000","0.0","1","1669514","1-Metric/South Congress-SB","(30.371647, -97.715195)"
"8934","2016-08-25T17:11:18.000","0.0","1","1669528","1-Metric/South Congress-SB","(30.38042, -97.71602)"
"8922","2016-08-25T15:49:00.000","0.89408","1","1669545","1-Metric/South Congress-SB","(30.38097, -97.71586)"
"8902","2016-08-26T04:35:41.000","4.02336","1","1669542","1-Metric/South Congress-SB","(30.363783, -97.69873)"
