"fiscal_year","issuer","category","value","type"
"2015","ANDERSON","CNTY_FIPS","48001","COUNTY"
"2015","ANDREWS","CNTY_FIPS","48003","COUNTY"
"2015","ANGELINA","CNTY_FIPS","48005","COUNTY"
"2015","ARANSAS","CNTY_FIPS","48007","COUNTY"
"2015","ARCHER","CNTY_FIPS","48009","COUNTY"
"2015","ARMSTRONG","CNTY_FIPS","48011","COUNTY"
"2015","ATASCOSA","CNTY_FIPS","48013","COUNTY"
"2015","AUSTIN","CNTY_FIPS","48015","COUNTY"
"2015","BAILEY","CNTY_FIPS","48017","COUNTY"
"2015","BANDERA","CNTY_FIPS","48019","COUNTY"
"2015","BASTROP","CNTY_FIPS","48021","COUNTY"
"2015","BAYLOR","CNTY_FIPS","48023","COUNTY"
"2015","BEE","CNTY_FIPS","48025","COUNTY"
"2015","BELL","CNTY_FIPS","48027","COUNTY"
"2015","BEXAR","CNTY_FIPS","48029","COUNTY"
"2015","BLANCO","CNTY_FIPS","48031","COUNTY"
"2015","BORDEN","CNTY_FIPS","48033","COUNTY"
"2015","BOSQUE","CNTY_FIPS","48035","COUNTY"
"2015","BOWIE","CNTY_FIPS","48037","COUNTY"
"2015","BRAZORIA","CNTY_FIPS","48039","COUNTY"
"2015","BRAZOS","CNTY_FIPS","48041","COUNTY"
"2015","BREWSTER","CNTY_FIPS","48043","COUNTY"
"2015","BRISCOE","CNTY_FIPS","48045","COUNTY"
"2015","BROOKS","CNTY_FIPS","48047","COUNTY"
"2015","BROWN","CNTY_FIPS","48049","COUNTY"
"2015","BURLESON","CNTY_FIPS","48051","COUNTY"
"2015","BURNET","CNTY_FIPS","48053","COUNTY"
"2015","CALDWELL","CNTY_FIPS","48055","COUNTY"
"2015","CALHOUN","CNTY_FIPS","48057","COUNTY"
"2015","CALLAHAN","CNTY_FIPS","48059","COUNTY"
"2015","CAMERON","CNTY_FIPS","48061","COUNTY"
"2015","CAMP","CNTY_FIPS","48063","COUNTY"
"2015","CARSON","CNTY_FIPS","48065","COUNTY"
"2015","CASS","CNTY_FIPS","48067","COUNTY"
"2015","CASTRO","CNTY_FIPS","48069","COUNTY"
"2015","CHAMBERS","CNTY_FIPS","48071","COUNTY"
"2015","CHEROKEE","CNTY_FIPS","48073","COUNTY"
"2015","CHILDRESS","CNTY_FIPS","48075","COUNTY"
"2015","CLAY","CNTY_FIPS","48077","COUNTY"
"2015","COCHRAN","CNTY_FIPS","48079","COUNTY"
"2015","COKE","CNTY_FIPS","48081","COUNTY"
"2015","COLEMAN","CNTY_FIPS","48083","COUNTY"
"2015","COLLIN","CNTY_FIPS","48085","COUNTY"
"2015","COLLINGSWORTH","CNTY_FIPS","48087","COUNTY"
"2015","COLORADO","CNTY_FIPS","48089","COUNTY"
"2015","COMAL","CNTY_FIPS","48091","COUNTY"
"2015","COMANCHE","CNTY_FIPS","48093","COUNTY"
"2015","CONCHO","CNTY_FIPS","48095","COUNTY"
"2015","COOKE","CNTY_FIPS","48097","COUNTY"
"2015","CORYELL","CNTY_FIPS","48099","COUNTY"
"2015","COTTLE","CNTY_FIPS","48101","COUNTY"
"2015","CRANE","CNTY_FIPS","48103","COUNTY"
