"water_name","county","species","quantity","ave_length","date_stocked"
"ASPEN MIRROR L","KANE","RAINBOW","1148","8.77","2015-05-06T00:00:00.000"
"ASPEN MIRROR L","KANE","RAINBOW","1100","8.7100000000000009","2015-05-27T00:00:00.000"
"ASPEN MIRROR L","KANE","RAINBOW","1008","9.33","2015-06-24T00:00:00.000"
"ASPEN MIRROR L","KANE","BROOK TROUT","505","2.97","2015-06-25T00:00:00.000"
"ASPEN MIRROR L","KANE","RAINBOW","1099","9.5500000000000007","2015-07-07T00:00:00.000"
"ASPEN MIRROR L","KANE","RAINBOW","1099","9.3800000000000008","2015-07-21T00:00:00.000"
"ASPEN MIRROR L","KANE","RAINBOW","1112","9.9600000000000009","2015-08-10T00:00:00.000"
"DUCK CR","KANE","RAINBOW","253","8.77","2015-05-06T00:00:00.000"
"DUCK CR","KANE","RAINBOW","250","8.7100000000000009","2015-05-27T00:00:00.000"
"DUCK CR","KANE","RAINBOW","258","9.33","2015-06-24T00:00:00.000"
"DUCK CR","KANE","RAINBOW","299","9.5500000000000007","2015-07-07T00:00:00.000"
"DUCK CR","KANE","RAINBOW","250","9.3800000000000008","2015-07-21T00:00:00.000"
"DUCK CR","KANE","RAINBOW","222","9.9600000000000009","2015-08-10T00:00:00.000"
"DUCK CR SPRINGS","KANE","BROOK TROUT","600","14.94","2015-03-19T00:00:00.000"
"DUCK CR SPRINGS","KANE","BROOK TROUT","113","14.94","2015-03-19T00:00:00.000"
"DUCK CR SPRINGS","KANE","RAINBOW","829","8.77","2015-05-06T00:00:00.000"
"DUCK CR SPRINGS","KANE","RAINBOW","834","8.7100000000000009","2015-05-27T00:00:00.000"
"DUCK CR SPRINGS","KANE","RAINBOW","840","9.33","2015-06-24T00:00:00.000"
"DUCK CR SPRINGS","KANE","BROOK TROUT","505","2.97","2015-06-25T00:00:00.000"
"DUCK CR SPRINGS","KANE","TIGER TROUT","999","8.2200000000000006","2015-06-29T00:00:00.000"
"DUCK CR SPRINGS","KANE","RAINBOW","832","9.5500000000000007","2015-07-07T00:00:00.000"
"DUCK CR SPRINGS","KANE","RAINBOW","833","9.3800000000000008","2015-07-21T00:00:00.000"
"DUCK CR SPRINGS","KANE","RAINBOW","890","9.9600000000000009","2015-08-10T00:00:00.000"
"JACKSON FLAT RES.","KANE","RAINBOW","7008","7.09","2015-02-24T00:00:00.000"
"JACKSON FLAT RES.","KANE","BULLHEAD CHANNEL CAT","1000","11.36","2015-03-20T00:00:00.000"
"JACKSON FLAT RES.","KANE","BASS LARGEMOUTH","41","16.559999999999999","2015-04-30T00:00:00.000"
"NAVAJO L","KANE","RAINBOW","8550","8.82","2015-05-20T00:00:00.000"
"NAVAJO L","KANE","RAINBOW","8550","8.82","2015-05-21T00:00:00.000"
"NAVAJO L","KANE","RAINBOW","7904","8.82","2015-05-22T00:00:00.000"
"NAVAJO L","KANE","SPLAKE","4003","3.22","2015-06-25T00:00:00.000"
"NAVAJO L","KANE","TIGER TROUT","2070","5.29","2015-08-24T00:00:00.000"
