"incident_id","case_number","incident_datetime","incident_type_primary","incident_description","clearance_type","address_1","address_2","city","state","zip","country","latitude","longitude","created_at","updated_at","location","hour_of_day","day_of_week","parent_incident_type"
"139135809","12AH04842","2012-11-19T22:11:38.000","Traffic Accident-Injury","Description: Traffic Accident-Injury",,"4800 Block W TIMPANOGOS HWY",,"HIGHLAND","UT","null","null","40.432024","-111.773427","2013-01-11T17:54:15.000","2013-01-11T18:02:56.000","POINT (-111.773427 40.432024)","22","Monday","Traffic"
"791134310","17AH00363","2017-01-27T09:01:18.000","Theft-Property-From Motor Vehi","Description: Theft-Property-From Motor Vehi",,"6700 Block W 10125 NORTH ST",,"HIGHLAND","UT",,,"40.4157","-111.82","2017-01-30T09:09:35.000","2017-02-09T19:50:58.000","POINT (-111.82 40.4157)","9","Friday","Theft"
"766512468","16AH03570","2016-07-28T15:07:37.000","Property-Found","Description: Property-Found",,"5400 Block W CIVIC CENTER DR",,"HIGHLAND","UT",,,"40.4285","-111.788","2016-07-31T08:01:16.000","2016-08-10T10:12:06.000","POINT (-111.788 40.4285)","15","Thursday","Property Crime Residential"
"139136209","12AH04204","2012-10-08T22:10:31.000","Citizen Assist","Description: Citizen Assist",,"11600 Block N SUNRISE CIR",,"HIGHLAND","UT","null","null","40.444271","-111.805997","2013-01-11T17:54:21.000","2013-01-11T18:02:53.000","POINT (-111.805997 40.444271)","22","Monday","Community Policing"
"139135986","12AH04704","2012-11-09T11:11:44.000","Citizen Assist","Description: Citizen Assist",,"5300 Block W TIMPANOGOS HWY",,"HIGHLAND","UT","null","null","40.431912","-111.786507","2013-01-11T17:54:17.000","2013-01-11T18:02:53.000","POINT (-111.786507 40.431912)","11","Friday","Community Policing"
"139135792","12AH04898","2012-11-24T00:11:00.000","Ambulance or Medical Assist","Description: Ambulance or Medical Assist",,"5800 Block W 10400 NORTH ST",,"HIGHLAND","UT","null","null","40.420852","-111.798936","2013-01-11T17:54:15.000","2013-01-11T18:02:53.000","POINT (-111.798936 40.420852)","0","Saturday","Community Policing"
"139136199","12AH04314","2012-10-16T18:10:09.000","Alarm","Description: Alarm",,"1300 Block N MOYLE DR",,"ALPINE","UT","null","null","40.470847","-111.760678","2013-01-11T17:54:21.000","2013-01-11T18:02:53.000","POINT (-111.760678 40.470847)","18","Tuesday","Alarm"
"139135952","12AH04473","2012-10-24T23:10:32.000","Alarm","Description: Alarm",,"10500 Block N AVERY AVE",,"HIGHLAND","UT","null","null","40.423758","-111.81354","2013-01-11T17:54:17.000","2013-01-11T18:02:53.000","POINT (-111.81354 40.423758)","23","Wednesday","Alarm"
"139135525","12AH05389","2012-12-27T12:12:22.000","Traffic Accident-Non Reportabl","Description: Traffic Accident-Non Reportabl",,"5100 Block W COUNTRY CLUB DR",,"HIGHLAND","UT","null","null","40.423854","-111.782926","2013-01-11T17:54:10.000","2013-01-11T18:02:55.000","POINT (-111.782926 40.423854)","12","Thursday","Traffic"
"759696774","16AH02182","2016-05-14T10:05:25.000","Citizen Assist","Description: Citizen Assist",,"200 Block N MEADOWBROOK DR",,"ALPINE","UT",,,"40.4563","-111.76","2016-05-17T05:44:51.000","2016-07-11T15:46:52.000","POINT (-111.76 40.4563)","10","Saturday","Community Policing"
"139136359","12AH04116","2012-10-01T13:10:37.000","Fraud","Description: Fraud",,"500 Block N MOUNTAINVILLE CIR",,"ALPINE","UT","null","null","40.459948","-111.771568","2013-01-11T17:54:23.000","2013-01-11T18:02:57.000","POINT (-111.771568 40.459948)","13","Monday","Theft"
"139136338","12AH03929","2012-09-17T22:09:56.000","Alcohol Offense","Description: Alcohol Offense",,"5300 Block W TIMPANOGOS HWY",,"HIGHLAND","UT","null","null","40.431912","-111.786507","2013-01-11T17:54:23.000","2013-01-11T18:02:58.000","POINT (-111.786507 40.431912)","22","Monday","Liquor"
"139135936","12AH04837","2012-11-19T18:11:55.000","Traffic Accident-Reportable","Description: Traffic Accident-Reportable",,"100 Block S MAIN ST",,"ALPINE","UT","null","null","40.451668","-111.777845","2013-01-11T17:54:15.000","2013-01-11T18:02:55.000","POINT (-111.777845 40.451668)","18","Monday","Traffic"
"790141666","17AH00210","2017-01-17T14:01:49.000","Traffic Accident-Non Reportabl","Description: Traffic Accident-Non Reportabl",,"10100 Block N NORTH COUNTY BLVD",,"HIGHLAND","UT",,,"40.4173","-111.773","2017-01-20T09:12:08.000","2017-01-30T11:10:20.000","POINT (-111.773 40.4173)","14","Tuesday","Traffic"
"139135642","12AH05179","2012-12-11T14:12:00.000","Theft-Property-Other","Description: Theft-Property-Other",,"10100 Block N NORTH COUNTY BLVD",,"HIGHLAND","UT","null","null","40.417182","-111.773443","2013-01-11T17:54:13.000","2013-01-11T18:02:55.000","POINT (-111.773443 40.417182)","14","Tuesday","Theft"
"139136277","12AH04385","2012-10-19T16:10:37.000","CS-Poss Paraphernalia","Description: CS-Poss Paraphernalia",,"5500 Block W 10030 NORTH ST",,"HIGHLAND","UT","null","null","40.414197","-111.792095","2013-01-11T17:54:21.000","2013-01-11T18:02:58.000","POINT (-111.792095 40.414197)","16","Friday","Drugs"
"139135507","12AH05413","2012-12-29T05:12:16.000","Traffic Offense","Description: Traffic Offense",,"10800 Block N NORTH COUNTY BLVD",,"HIGHLAND","UT","null","null","40.428228","-111.773406","2013-01-11T17:54:10.000","2013-01-11T18:02:54.000","POINT (-111.773406 40.428228)","5","Saturday","Traffic"
"139136406","12AH04150","2012-10-04T12:10:13.000","Animal Problem","Description: Animal Problem",,"6500 Block W AVERY AVE",,"HIGHLAND","UT","null","null","40.423055","-111.814231","2013-01-11T17:54:23.000","2013-01-11T18:02:55.000","POINT (-111.814231 40.423055)","12","Thursday","Community Policing"
"139136025","12AH04655","2012-11-06T11:11:18.000","Citizen Assist","Description: Citizen Assist",,"5400 Block W CIVIC CENTER DR",,"HIGHLAND","UT","null","null","40.428537","-111.788494","2013-01-11T17:54:17.000","2013-01-11T18:02:53.000","POINT (-111.788494 40.428537)","11","Tuesday","Community Policing"
"139136079","12AH04662","2012-11-06T18:11:52.000","Traffic Offense","Description: Traffic Offense",,"11800 Block N ATHENA DR",,"HIGHLAND","UT","null","null","40.447935","-111.80359","2013-01-11T17:54:17.000","2013-01-11T18:02:54.000","POINT (-111.80359 40.447935)","18","Tuesday","Traffic"
"139135491","12AH05383","2012-12-26T16:12:51.000","Citizen Assist","Description: Citizen Assist",,"10100 Block N NORTH COUNTY BLVD",,"HIGHLAND","UT","null","null","40.417182","-111.773443","2013-01-11T17:54:10.000","2013-01-11T18:02:53.000","POINT (-111.773443 40.417182)","16","Wednesday","Community Policing"
"139135791","12AH04981","2012-11-29T22:11:21.000","Juvenile-Problem","Description: Juvenile-Problem",,"10300 Block N 6400 WEST ST",,"HIGHLAND","UT","null","null","40.418487","-111.811584","2013-01-11T17:54:15.000","2013-01-11T18:02:55.000","POINT (-111.811584 40.418487)","22","Thursday","Missing Person"
"139136206","12AH04203","2012-10-08T19:10:30.000","Citizen Assist","Description: Citizen Assist",,"6100 Block W 9740 NORTH ST",,"HIGHLAND","UT","null","null","40.408733","-111.804871","2013-01-11T17:54:21.000","2013-01-11T18:02:53.000","POINT (-111.804871 40.408733)","19","Monday","Community Policing"
"657371325","15AH00043","2015-01-06T17:01:04.000","Animal Problem","Description: Animal Problem",,"200 Block N 400 WEST ST",,"ALPINE","UT",,,"40.4561","-111.785","2015-01-09T09:03:29.000","2015-01-18T09:00:22.000","POINT (-111.785 40.4561)","17","Tuesday","Community Policing"
"791134311","17AH00364","2017-01-27T11:01:41.000","Citizen Assist","Description: Citizen Assist",,"6700 Block W CANTERBURY DR",,"HIGHLAND","UT",,,"40.4257","-111.82","2017-01-30T09:09:35.000","2017-02-09T19:50:58.000","POINT (-111.82 40.4257)","11","Friday","Community Policing"
"139135684","12AH05155","2012-12-10T14:12:19.000","Traffic Accident-Non Reportabl","Description: Traffic Accident-Non Reportabl",,"10400 Block N NORTH COUNTY BLVD",,"HIGHLAND","UT","null","null","40.421491","-111.773404","2013-01-11T17:54:13.000","2013-01-11T18:02:55.000","POINT (-111.773404 40.421491)","14","Monday","Traffic"
"139136254","12AH04184","2012-10-06T22:10:09.000","Theft-Property-Other","Description: Theft-Property-Other",,"5800 Block W WILDFLOWER CT",,"HIGHLAND","UT","null","null","40.458532","-111.799971","2013-01-11T17:54:21.000","2013-01-11T18:02:55.000","POINT (-111.799971 40.458532)","22","Saturday","Theft"
