"Site","Site ID","Parameter","Date","Value","Units"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/17/2019 0:00","2444","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/16/2019 0:00","2342","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/15/2019 0:00","2202","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/14/2019 0:00","2094","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/13/2019 0:00","2164","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/12/2019 0:00","2248","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/11/2019 0:00","2301","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/10/2019 0:00","2291","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/9/2019 0:00","2326","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/8/2019 0:00","2340","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/7/2019 0:00","2406","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/6/2019 0:00","2478","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/5/2019 0:00","2551","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/4/2019 0:00","2652","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/3/2019 0:00","2780","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/2/2019 0:00","2929","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","4/1/2019 0:00","3100","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/31/2019 0:00","3282","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/30/2019 0:00","3471","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/29/2019 0:00","3662","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/28/2019 0:00","3802","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/27/2019 0:00","3906","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/26/2019 0:00","4025","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/25/2019 0:00","4156","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/24/2019 0:00","4296","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/23/2019 0:00","4436","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/22/2019 0:00","4581","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/21/2019 0:00","4718","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/20/2019 0:00","4843","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/19/2019 0:00","4968","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/18/2019 0:00","5086","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/17/2019 0:00","5191","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/16/2019 0:00","5280","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/15/2019 0:00","5373","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/14/2019 0:00","5451","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/13/2019 0:00","5502","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/12/2019 0:00","5552","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/11/2019 0:00","5602","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/10/2019 0:00","5655","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/9/2019 0:00","5707","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/8/2019 0:00","5757","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/7/2019 0:00","5766","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/6/2019 0:00","5734","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/5/2019 0:00","5708","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/4/2019 0:00","5688","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/3/2019 0:00","5670","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/2/2019 0:00","5651","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","3/1/2019 0:00","5629","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/28/2019 0:00","5608","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/27/2019 0:00","5585","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/26/2019 0:00","5567","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/25/2019 0:00","5551","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/24/2019 0:00","5529","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/23/2019 0:00","5509","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/22/2019 0:00","5489","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/21/2019 0:00","5467","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/20/2019 0:00","5447","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/19/2019 0:00","5425","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/18/2019 0:00","5404","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/17/2019 0:00","5384","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/16/2019 0:00","5360","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/15/2019 0:00","5337","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/14/2019 0:00","5309","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/13/2019 0:00","5281","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/12/2019 0:00","5251","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/11/2019 0:00","5230","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/10/2019 0:00","5209","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/9/2019 0:00","5186","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/8/2019 0:00","5161","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/7/2019 0:00","5141","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/6/2019 0:00","5123","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/5/2019 0:00","5100","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/4/2019 0:00","5073","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/3/2019 0:00","5047","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/2/2019 0:00","5017","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","2/1/2019 0:00","4992","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/31/2019 0:00","4970","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/30/2019 0:00","4949","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/29/2019 0:00","4928","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/28/2019 0:00","4907","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/27/2019 0:00","4887","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/26/2019 0:00","4865","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/25/2019 0:00","4844","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/24/2019 0:00","4824","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/23/2019 0:00","4802","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/22/2019 0:00","4780","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/21/2019 0:00","4761","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/20/2019 0:00","4738","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/19/2019 0:00","4715","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/18/2019 0:00","4693","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/17/2019 0:00","4669","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/16/2019 0:00","4639","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/15/2019 0:00","4614","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/14/2019 0:00","4589","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/13/2019 0:00","4568","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/12/2019 0:00","4549","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/11/2019 0:00","4530","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/10/2019 0:00","4508","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/9/2019 0:00","4485","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/8/2019 0:00","4463","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/7/2019 0:00","4441","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/6/2019 0:00","4416","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/5/2019 0:00","4387","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/4/2019 0:00","4363","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/3/2019 0:00","4341","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/2/2019 0:00","4317","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","1/1/2019 0:00","4297","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/31/2018 0:00","4283","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/30/2018 0:00","4269","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/29/2018 0:00","4247","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/28/2018 0:00","4230","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/27/2018 0:00","4218","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/26/2018 0:00","4197","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/25/2018 0:00","4180","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/24/2018 0:00","4161","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/23/2018 0:00","4140","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/22/2018 0:00","4121","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/21/2018 0:00","4106","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/20/2018 0:00","4083","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/19/2018 0:00","4064","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/18/2018 0:00","4045","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/17/2018 0:00","4026","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/16/2018 0:00","4007","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/15/2018 0:00","3988","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/14/2018 0:00","3969","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/13/2018 0:00","3950","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/12/2018 0:00","3933","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/11/2018 0:00","3914","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/10/2018 0:00","3896","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/9/2018 0:00","3877","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/8/2018 0:00","3858","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/7/2018 0:00","3839","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/6/2018 0:00","3821","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/5/2018 0:00","3803","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/4/2018 0:00","3779","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/3/2018 0:00","3767","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/2/2018 0:00","3748","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","12/1/2018 0:00","3727","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/30/2018 0:00","3707","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/29/2018 0:00","3681","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/28/2018 0:00","3657","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/27/2018 0:00","3634","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/26/2018 0:00","3611","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/25/2018 0:00","3593","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/24/2018 0:00","3572","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/23/2018 0:00","3544","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/22/2018 0:00","3517","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/21/2018 0:00","3495","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/20/2018 0:00","3474","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/19/2018 0:00","3455","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/18/2018 0:00","3437","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/17/2018 0:00","3417","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/16/2018 0:00","3397","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/13/2018 0:00","3333","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/12/2018 0:00","3313","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/11/2018 0:00","3295","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/10/2018 0:00","3275","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/9/2018 0:00","3254","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/8/2018 0:00","3232","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/7/2018 0:00","3212","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/6/2018 0:00","3191","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/5/2018 0:00","3168","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/4/2018 0:00","3145","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/3/2018 0:00","3122","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/2/2018 0:00","3099","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","11/1/2018 0:00","3077","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/31/2018 0:00","3052","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/30/2018 0:00","3030","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/29/2018 0:00","3007","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/28/2018 0:00","2984","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/27/2018 0:00","2961","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/26/2018 0:00","2939","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/25/2018 0:00","2916","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/24/2018 0:00","2892","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/23/2018 0:00","2869","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/22/2018 0:00","2845","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/21/2018 0:00","2822","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/20/2018 0:00","2798","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/19/2018 0:00","2775","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/18/2018 0:00","2750","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/17/2018 0:00","2727","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/16/2018 0:00","2704","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/15/2018 0:00","2678","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/14/2018 0:00","2654","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/13/2018 0:00","2630","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/12/2018 0:00","2604","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/11/2018 0:00","2578","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/10/2018 0:00","2551","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/9/2018 0:00","2518","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/8/2018 0:00","2494","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/7/2018 0:00","2476","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/6/2018 0:00","2457","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/5/2018 0:00","2437","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/4/2018 0:00","2408","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/3/2018 0:00","2378","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/2/2018 0:00","2355","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","10/1/2018 0:00","2327","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/30/2018 0:00","2320","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/29/2018 0:00","2339","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/28/2018 0:00","2358","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/27/2018 0:00","2384","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/26/2018 0:00","2403","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/25/2018 0:00","2422","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/24/2018 0:00","2442","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/23/2018 0:00","2462","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/22/2018 0:00","2482","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/21/2018 0:00","2509","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/20/2018 0:00","2544","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/19/2018 0:00","2578","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/18/2018 0:00","2600","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/17/2018 0:00","2621","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/16/2018 0:00","2640","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/15/2018 0:00","2665","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/14/2018 0:00","2691","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/13/2018 0:00","2720","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/12/2018 0:00","2746","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/11/2018 0:00","2772","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/10/2018 0:00","2795","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/9/2018 0:00","2815","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/8/2018 0:00","2837","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/7/2018 0:00","2858","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/6/2018 0:00","2877","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/5/2018 0:00","2898","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/4/2018 0:00","2924","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/3/2018 0:00","2949","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/2/2018 0:00","2980","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","9/1/2018 0:00","3001","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/31/2018 0:00","3025","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/30/2018 0:00","3049","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/29/2018 0:00","3077","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/28/2018 0:00","3115","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/27/2018 0:00","3155","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/26/2018 0:00","3204","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/25/2018 0:00","3249","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/24/2018 0:00","3289","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/23/2018 0:00","3326","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/22/2018 0:00","3368","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/21/2018 0:00","3409","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/20/2018 0:00","3450","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/19/2018 0:00","3492","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/18/2018 0:00","3534","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/17/2018 0:00","3578","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/16/2018 0:00","3624","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/15/2018 0:00","3678","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/14/2018 0:00","3733","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/13/2018 0:00","3805","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/12/2018 0:00","3879","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/11/2018 0:00","3954","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/10/2018 0:00","4026","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/9/2018 0:00","4090","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/8/2018 0:00","4154","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/7/2018 0:00","4221","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/6/2018 0:00","4286","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/5/2018 0:00","4340","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/4/2018 0:00","4394","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/3/2018 0:00","4452","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/2/2018 0:00","4511","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","8/1/2018 0:00","4579","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","7/31/2018 0:00","4639","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","7/30/2018 0:00","4702","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","7/29/2018 0:00","4772","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","7/28/2018 0:00","4848","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","7/27/2018 0:00","4918","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","7/26/2018 0:00","4994","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","7/25/2018 0:00","5054","Acre feet"
"CAUSEY RESERVOIR","causey","Reservoir Storage","7/24/2018 0:00","5120","Acre feet"
