"unnamed_column","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"9","300 Block S 400 WEST ST","16LI01856","LINDON",,,"2016-05-11T05:44:23.000","Wednesday","11","2016-05-04T11:05:13.000","Description: Animal Bite","759160326","ANIMAL BITE","40.3316","{'type': 'Point', 'coordinates': [-111.725, 40.3316]}","-111.725","Community Policing","UT","2016-05-17T08:04:55.000",
"0","1 Block S 200 EAST ST","16LI00765","LINDON",,,"2016-03-05T06:28:37.000","Wednesday","17","2016-02-24T17:02:21.000","Description: Citizen Assist","751760057","CITIZEN ASSIST","40.3365","{'type': 'Point', 'coordinates': [-111.711, 40.3365]}","-111.711","Community Policing","UT","2016-03-06T09:03:30.000",
"1","500 Block N STATE ST","16LI00776","LINDON",,,"2016-03-04T06:28:25.000","Thursday","12","2016-02-25T12:02:03.000","Description: Fraud","751460243","FRAUD","40.3493","{'type': 'Point', 'coordinates': [-111.729, 40.3493]}","-111.729","Theft","UT","2016-03-06T09:03:32.000",
"2","500 Block N STATE ST","16LI00777","LINDON",,,"2016-03-04T06:28:25.000","Thursday","13","2016-02-25T13:02:11.000","Description: Theft-Property-Shoplifting","751460237","THEFT-PROPERTY-SHOPLIFTING","40.3493","{'type': 'Point', 'coordinates': [-111.729, 40.3493]}","-111.729","Theft","UT","2016-03-06T09:03:33.000",
"3","100 Block N STATE ST","16LI00782","LINDON",,,"2016-03-05T06:28:37.000","Thursday","15","2016-02-25T15:02:20.000","Description: Citizen Assist","751760052","CITIZEN ASSIST","40.34","{'type': 'Point', 'coordinates': [-111.719, 40.34]}","-111.719","Community Policing","UT","2016-03-06T09:03:34.000",
"4","200 Block S 1250 WEST ST","16LI00783","LINDON",,,"2016-03-05T06:28:37.000","Thursday","17","2016-02-25T17:02:46.000","Description: Traffic Accident-Injury","751760047","TRAFFIC ACCIDENT-INJURY","40.3334","{'type': 'Point', 'coordinates': [-111.747, 40.3334]}","-111.747","Traffic","UT","2016-03-06T09:03:34.000",
"5","9500 Block N TIMPANOGOS CV","16LI00819","CEDAR HILLS",,,"2016-03-06T06:34:53.000","Sunday","13","2016-02-28T13:02:42.000","Description: Traffic Offense","751830992","TRAFFIC OFFENSE","40.4043","{'type': 'Point', 'coordinates': [-111.742, 40.4043]}","-111.742","Traffic","UT","2016-03-06T09:01:02.000",
"6","100 Block N STATE ST","16LI01853","LINDON",,,"2016-05-14T05:44:33.000","Wednesday","11","2016-05-04T11:05:05.000","Description: Citizen Assist","759431850","CITIZEN ASSIST","40.34","{'type': 'Point', 'coordinates': [-111.719, 40.34]}","-111.719","Community Policing","UT","2016-05-17T08:01:13.000",
"7","100 Block N STATE ST","16LI01855","LINDON",,,"2016-05-14T05:44:33.000","Wednesday","11","2016-05-04T11:05:09.000","Description: Citizen Assist","759431852","CITIZEN ASSIST","40.34","{'type': 'Point', 'coordinates': [-111.719, 40.34]}","-111.719","Community Policing","UT","2016-05-17T08:04:55.000",
"8","100 Block N STATE ST","16LI01854","LINDON",,,"2016-05-14T05:44:33.000","Wednesday","11","2016-05-04T11:05:11.000","Description: Citizen Assist","759431851","CITIZEN ASSIST","40.34","{'type': 'Point', 'coordinates': [-111.719, 40.34]}","-111.719","Community Policing","UT","2016-05-17T08:01:13.000",
"10","600 Block N LOCUST AVE","16LI01857","LINDON",,,"2016-05-11T05:44:23.000","Wednesday","12","2016-05-04T12:05:21.000","Description: Traffic Accident-Non Reportabl","759160325","TRAFFIC ACCIDENT-NON REPORTABL","40.3491","{'type': 'Point', 'coordinates': [-111.721, 40.3491]}","-111.721","Traffic","UT","2016-05-17T08:04:56.000",
"11","100 Block N STATE ST","16LI01861","LINDON",,,"2016-05-10T05:44:23.000","Wednesday","15","2016-05-04T15:05:21.000","Description: Citizen Assist","759079170","CITIZEN ASSIST","40.34","{'type': 'Point', 'coordinates': [-111.719, 40.34]}","-111.719","Community Policing","UT","2016-05-17T08:01:14.000",
"12","1 Block N STATE ST","17LI04896","LINDON",,,"2017-11-06T11:06:56.000","Friday","8","2017-11-03T08:11:24.000","Description: Citizen Assist","825522028","CITIZEN ASSIST","40.3398","{'type': 'Point', 'coordinates': [-111.719, 40.3398]}","-111.719","Community Policing","UT","2017-11-16T11:12:51.000",
"13","700 Block W 425 NORTH ST","16LI02030","LINDON",,,"2016-05-17T05:45:16.000","Saturday","10","2016-05-14T10:05:49.000","Description: Agency Assist","759697609","AGENCY ASSIST","40.346","{'type': 'Point', 'coordinates': [-111.733, 40.346]}","-111.733","Community Policing","UT","2016-07-11T15:47:44.000",
"14","200 Block N STATE ST","16LI02036","LINDON",,,"2016-05-17T05:45:16.000","Saturday","13","2016-05-14T13:05:02.000","Description: Citizen Assist","759697603","CITIZEN ASSIST","40.3421","{'type': 'Point', 'coordinates': [-111.72, 40.3421]}","-111.72","Community Policing","UT","2016-07-11T15:47:45.000",
"15","300 Block E 400 NORTH ST","16LI02039","LINDON",,,"2016-05-17T05:45:16.000","Saturday","15","2016-05-14T15:05:00.000","Description: Property-Recovered Stolen","759697602","PROPERTY-RECOVERED STOLEN","40.3453","{'type': 'Point', 'coordinates': [-111.707, 40.3453]}","-111.707","Property Crime","UT","2016-07-11T15:47:45.000",
"16","500 Block N STATE ST","16LI02042","LINDON",,,"2016-05-17T05:45:12.000","Saturday","18","2016-05-14T18:05:58.000","Description: Citizen Assist","759697589","CITIZEN ASSIST","40.3493","{'type': 'Point', 'coordinates': [-111.729, 40.3493]}","-111.729","Community Policing","UT","2016-07-11T15:47:45.000",
"17","1700 Block W 700 NORTH ST","16LI01955","LINDON",,,"2016-05-16T05:45:06.000","Tuesday","9","2016-05-10T09:05:28.000","Description: Traffic Offense","759548666","TRAFFIC OFFENSE","40.3506","{'type': 'Point', 'coordinates': [-111.756, 40.3506]}","-111.756","Traffic","UT","2016-05-23T08:01:06.000",
