"indicator_id","dimension_list","timeframe","numeric_value","missing_value_flag","confidence_interval_low","confidence_interval_high","standard_error","locale","locale_level","locale_state_fips_code","locale_county_fips_code","locale_county_ssa_code","locale_hrr_code","total","age","sex","race_ethnicity","income_and_poverty_status","educational_attainment","health_insurance_status","sexual_orientation","marital_status","family_type","veteran_status","country_of_birth","disability_status","obesity_status","characteristic_of_school_or_student","other","geography","modifier1","modifier2","modifier3","modifier4","modifier5","numerator","denominator"
"318808808","Total","2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,"Total",,,,,,,,,,,,,,,,,,,,,,,"12569"
"318763624","Total","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,"Total",,,,,,,,,,,,,,,,,,,,,,"11","37717"
"318763623","Total (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,"Total",,,,,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763625","Aged <18 years","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,,,,,,,,,,,,,,,,,,,,,"12060"
"318763636","Aged 18-44 years","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,,,,,,,,,,,,,,,,,,,,,"10988"
"318763647","Aged 45-64 years","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,,,,,,,,,,,,,,,,,,,,,"9118"
"318763658","Aged 65 years and over","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,,,,,,,,,,,,,,,,,,,,"11","5551"
"318763626","Aged <18 years; Male","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years","Male",,,,,,,,,,,,,,,,,,,,,"6190"
"318763637","Aged 18-44 years; Male","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years","Male",,,,,,,,,,,,,,,,,,,,,"5779"
"318763648","Aged 45-64 years; Male","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years","Male",,,,,,,,,,,,,,,,,,,,,"4602"
"318763659","Aged 65 years and over; Male","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over","Male",,,,,,,,,,,,,,,,,,,,,"2680"
"318763627","Aged <18 years; Female","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years","Female",,,,,,,,,,,,,,,,,,,,,"5870"
"318763638","Aged 18-44 years; Female","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years","Female",,,,,,,,,,,,,,,,,,,,,"5209"
"318763649","Aged 45-64 years; Female","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years","Female",,,,,,,,,,,,,,,,,,,,,"4516"
"318763660","Aged 65 years and over; Female","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over","Female",,,,,,,,,,,,,,,,,,,,,"2871"
"318763628","Aged <18 years; White","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"White",,,,,,,,,,,,,,,,,,,,"11553"
"318763639","Aged 18-44 years; White","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,"White",,,,,,,,,,,,,,,,,,,,"10465"
"318763650","Aged 45-64 years; White","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,"White",,,,,,,,,,,,,,,,,,,,"8895"
"318763661","Aged 65 years and over; White","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,"White",,,,,,,,,,,,,,,,,,,"11","5501"
"318763629","Aged <18 years; Black or African American","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"Black or African American",,,,,,,,,,,,,,,,,,,,"108"
"318763640","Aged 18-44 years; Black or African American","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,"Black or African American",,,,,,,,,,,,,,,,,,,,"101"
"318763651","Aged 45-64 years; Black or African American","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,"Black or African American",,,,,,,,,,,,,,,,,,,,"27"
"318763662","Aged 65 years and over; Black or African American","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,"Black or African American",,,,,,,,,,,,,,,,,,,,"2"
"318763630","Aged <18 years; American Indian or Alaska Native","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"American Indian or Alaska Native",,,,,,,,,,,,,,,,,,,,"275"
"318763641","Aged 18-44 years; American Indian or Alaska Native","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,"American Indian or Alaska Native",,,,,,,,,,,,,,,,,,,,"295"
"318763652","Aged 45-64 years; American Indian or Alaska Native","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,"American Indian or Alaska Native",,,,,,,,,,,,,,,,,,,,"120"
"318763663","Aged 65 years and over; American Indian or Alaska Native","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,"American Indian or Alaska Native",,,,,,,,,,,,,,,,,,,,"28"
"318763631","Aged <18 years; Asian or Pacific Islander","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"Asian or Pacific Islander",,,,,,,,,,,,,,,,,,,,"124"
"318763642","Aged 18-44 years; Asian or Pacific Islander","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,"Asian or Pacific Islander",,,,,,,,,,,,,,,,,,,,"127"
"318763653","Aged 45-64 years; Asian or Pacific Islander","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,"Asian or Pacific Islander",,,,,,,,,,,,,,,,,,,,"76"
"318763664","Aged 65 years and over; Asian or Pacific Islander","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,"Asian or Pacific Islander",,,,,,,,,,,,,,,,,,,,"20"
"318763632","Aged <18 years; Hispanic or Latino","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"Hispanic or Latino",,,,,,,,,,,,,,,,,,,,"2167"
"318763643","Aged 18-44 years; Hispanic or Latino","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,"Hispanic or Latino",,,,,,,,,,,,,,,,,,,,"1980"
"318763654","Aged 45-64 years; Hispanic or Latino","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,"Hispanic or Latino",,,,,,,,,,,,,,,,,,,,"591"
"318763665","Aged 65 years and over; Hispanic or Latino","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,"Hispanic or Latino",,,,,,,,,,,,,,,,,,,,"133"
"318763635","Aged <18 years; Not Hispanic or Latino","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"Not Hispanic or Latino",,,,,,,,,,,,,,,,,,,,"9893"
"318763646","Aged 18-44 years; Not Hispanic or Latino","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,"Not Hispanic or Latino",,,,,,,,,,,,,,,,,,,,"9008"
"318763657","Aged 45-64 years; Not Hispanic or Latino","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,"Not Hispanic or Latino",,,,,,,,,,,,,,,,,,,,"8527"
"318763668","Aged 65 years and over; Not Hispanic or Latino","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,"Not Hispanic or Latino",,,,,,,,,,,,,,,,,,,"11","5418"
"318763633","Aged <18 years; White, non-Hispanic","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"White, non-Hispanic",,,,,,,,,,,,,,,,,,,,"9633"
"318763644","Aged 18-44 years; White, non-Hispanic","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,"White, non-Hispanic",,,,,,,,,,,,,,,,,,,,"8754"
"318763655","Aged 45-64 years; White, non-Hispanic","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,"White, non-Hispanic",,,,,,,,,,,,,,,,,,,,"8359"
"318763666","Aged 65 years and over; White, non-Hispanic","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,"White, non-Hispanic",,,,,,,,,,,,,,,,,,,"11","5377"
"318763634","Aged <18 years; Black or African American, non-Hispanic","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,,,,,,,"70"
"318763645","Aged 18-44 years; Black or African American, non-Hispanic","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,,,,,,,"21"
"318763656","Aged 45-64 years; Black or African American, non-Hispanic","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,,,,,,,"13"
"318763667","Aged 65 years and over; Black or African American, non-Hispanic","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,,,,,,,"1"
"318763669","Male (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Male",,,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763678","Female (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Female",,,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763670","Male; White (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Male","White",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763679","Female; White (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Female","White",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763671","Male; Black or African American (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Male","Black or African American",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763680","Female; Black or African American (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Female","Black or African American",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763672","Male; American Indian or Alaska Native (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Male","American Indian or Alaska Native",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763681","Female; American Indian or Alaska Native (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Female","American Indian or Alaska Native",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763673","Male; Asian or Pacific Islander (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Male","Asian or Pacific Islander",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763682","Female; Asian or Pacific Islander (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Female","Asian or Pacific Islander",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763674","Male; Hispanic or Latino (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Male","Hispanic or Latino",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763683","Female; Hispanic or Latino (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Female","Hispanic or Latino",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763677","Male; Not Hispanic or Latino (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Male","Not Hispanic or Latino",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763686","Female; Not Hispanic or Latino (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Female","Not Hispanic or Latino",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763675","Male; White, non-Hispanic (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Male","White, non-Hispanic",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763684","Female; White, non-Hispanic (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Female","White, non-Hispanic",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763676","Male; Black or African American, non-Hispanic (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Male","Black or African American, non-Hispanic",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763685","Female; Black or African American, non-Hispanic (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,"Female","Black or African American, non-Hispanic",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763687","White (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,,"White",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763688","Black or African American (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,,"Black or African American",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763689","American Indian or Alaska Native (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,,"American Indian or Alaska Native",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763690","Asian or Pacific Islander (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,,"Asian or Pacific Islander",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763691","Hispanic or Latino (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763694","Not Hispanic or Latino (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,,"Not Hispanic or Latino",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763692","White, non-Hispanic (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318763693","Black or African American, non-Hispanic (Age-adjusted)","2010-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318520491","Total","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,"Total",,,,,,,,,,,,,,,,,,,,,,"19","62206"
"318520490","Total (Age-adjusted)","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,"Total",,,,,,,,,,,,,,,,,"Age-adjusted",,,,,,
"318520492","Aged <18 years","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,,,,,,,,,,,,,,,,,,,,,"20081"
"318520503","Aged 18-44 years","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,,,,,,,,,,,,,,,,,,,,,"18161"
"318520514","Aged 45-64 years","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,,,,,,,,,,,,,,,,,,,,,"15033"
"318520525","Aged 65 years and over","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,,,,,,,,,,,,,,,,,,,,"19","8931"
"318520493","Aged <18 years; Male","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years","Male",,,,,,,,,,,,,,,,,,,,,"10270"
"318520504","Aged 18-44 years; Male","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years","Male",,,,,,,,,,,,,,,,,,,,,"9550"
"318520515","Aged 45-64 years; Male","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years","Male",,,,,,,,,,,,,,,,,,,,,"7600"
"318520526","Aged 65 years and over; Male","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over","Male",,,,,,,,,,,,,,,,,,,,,"4323"
"318520494","Aged <18 years; Female","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years","Female",,,,,,,,,,,,,,,,,,,,,"9811"
"318520505","Aged 18-44 years; Female","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years","Female",,,,,,,,,,,,,,,,,,,,,"8611"
"318520516","Aged 45-64 years; Female","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years","Female",,,,,,,,,,,,,,,,,,,,,"7433"
"318520527","Aged 65 years and over; Female","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over","Female",,,,,,,,,,,,,,,,,,,,"16","4608"
"318520495","Aged <18 years; White","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"White",,,,,,,,,,,,,,,,,,,,"19255"
"318520506","Aged 18-44 years; White","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,"White",,,,,,,,,,,,,,,,,,,,"17332"
"318520517","Aged 45-64 years; White","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,"White",,,,,,,,,,,,,,,,,,,,"14681"
"318520528","Aged 65 years and over; White","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,"White",,,,,,,,,,,,,,,,,,,"19","8851"
"318520496","Aged <18 years; Black or African American","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"Black or African American",,,,,,,,,,,,,,,,,,,,"161"
"318520507","Aged 18-44 years; Black or African American","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,"Black or African American",,,,,,,,,,,,,,,,,,,,"144"
"318520518","Aged 45-64 years; Black or African American","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,"Black or African American",,,,,,,,,,,,,,,,,,,,"41"
"318520529","Aged 65 years and over; Black or African American","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,"Black or African American",,,,,,,,,,,,,,,,,,,,"4"
"318520497","Aged <18 years; American Indian or Alaska Native","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"American Indian or Alaska Native",,,,,,,,,,,,,,,,,,,,"463"
"318520508","Aged 18-44 years; American Indian or Alaska Native","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,"American Indian or Alaska Native",,,,,,,,,,,,,,,,,,,,"480"
"318520519","Aged 45-64 years; American Indian or Alaska Native","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,"American Indian or Alaska Native",,,,,,,,,,,,,,,,,,,,"191"
"318520530","Aged 65 years and over; American Indian or Alaska Native","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,"American Indian or Alaska Native",,,,,,,,,,,,,,,,,,,,"44"
"318520498","Aged <18 years; Asian or Pacific Islander","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"Asian or Pacific Islander",,,,,,,,,,,,,,,,,,,,"202"
"318520509","Aged 18-44 years; Asian or Pacific Islander","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,"Asian or Pacific Islander",,,,,,,,,,,,,,,,,,,,"205"
"318520520","Aged 45-64 years; Asian or Pacific Islander","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,"Asian or Pacific Islander",,,,,,,,,,,,,,,,,,,,"120"
"318520531","Aged 65 years and over; Asian or Pacific Islander","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,"Asian or Pacific Islander",,,,,,,,,,,,,,,,,,,,"32"
"318520499","Aged <18 years; Hispanic or Latino","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"Hispanic or Latino",,,,,,,,,,,,,,,,,,,,"3608"
"318520510","Aged 18-44 years; Hispanic or Latino","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 18-44 years",,"Hispanic or Latino",,,,,,,,,,,,,,,,,,,,"3268"
"318520521","Aged 45-64 years; Hispanic or Latino","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 45-64 years",,"Hispanic or Latino",,,,,,,,,,,,,,,,,,,,"888"
"318520532","Aged 65 years and over; Hispanic or Latino","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged 65 years and over",,"Hispanic or Latino",,,,,,,,,,,,,,,,,,,,"209"
"318520502","Aged <18 years; Not Hispanic or Latino","2008-2012","DSU","DSU",,,,"Utah - Millard","County","49","49027",,,,"Aged <18 years",,"Not Hispanic or Latino",,,,,,,,,,,,,,,,,,,,"16473"
