"area_name","periodyear","month","labor_force","employment","unemployment","unemployment_rate"
"Sevier","2015","June","9515","9115","400","4.2"
"Sevier","2015","May","9505","9102","403","4.2"
"Sevier","2015","April","9504","9099","405","4.3"
"Sevier","2015","March","9463","9062","401","4.2"
"Sevier","2015","February","9497","9106","391","4.1"
"Sevier","2015","January","9367","8969","398","4.2"
"Sevier","2014","Annual Average","9278","8863","415","4.5"
"Sevier","2014","December","9320","8923","397","4.3"
"Sevier","2014","November","9280","8880","400","4.3"
"Sevier","2014","October","9246","8841","405","4.4"
"Sevier","2014","September","9228","8818","410","4.4"
"Sevier","2014","August","9227","8812","415","4.5"
"Sevier","2014","July","9243","8825","418","4.5"
"Sevier","2014","June","9270","8852","418","4.5"
"Sevier","2014","May","9302","8885","417","4.5"
"Sevier","2014","April","9330","8912","418","4.5"
"Sevier","2014","March","9344","8923","421","4.5"
"Sevier","2014","February","9340","8912","428","4.6"
"Sevier","2014","January","9317","8877","440","4.7"
"Sevier","2013","Annual Average","9292","8780","512","5.5"
"Sevier","2013","December","9281","8827","454","4.9"
"Sevier","2013","November","9240","8770","470","5.1"
"Sevier","2013","October","9207","8723","484","5.3"
"Sevier","2013","September","9195","8698","497","5.4"
"Sevier","2013","August","9204","8697","507","5.5"
"Sevier","2013","July","9237","8722","515","5.6"
"Sevier","2013","June","9284","8763","521","5.6"
"Sevier","2013","May","9330","8804","526","5.6"
"Sevier","2013","April","9364","8833","531","5.7"
"Sevier","2013","March","9383","8846","537","5.7"
"Sevier","2013","February","9390","8847","543","5.8"
"Sevier","2013","January","9393","8843","550","5.9"
"Sevier","2012","Annual Average","9432","8851","581","6.2"
"Sevier","2012","December","9394","8839","555","5.9"
"Sevier","2012","November","9395","8837","558","5.9"
"Sevier","2012","October","9400","8841","559","5.9"
"Sevier","2012","September","9410","8849","561","6.0"
"Sevier","2012","August","9424","8860","564","6.0"
"Sevier","2012","July","9439","8867","572","6.1"
"Sevier","2012","June","9450","8868","582","6.2"
"Sevier","2012","May","9458","8866","592","6.3"
"Sevier","2012","April","9468","8869","599","6.3"
"Sevier","2012","March","9479","8876","603","6.4"
"Sevier","2012","February","9486","8881","605","6.4"
"Sevier","2012","January","9494","8885","609","6.4"
"Sevier","2011","Annual Average","9509","8802","707","7.4"
