"fiscal_year","employer","initial_approvals","initial_denials","continuing_approvals","continuing_denials","naics","tax_id","state","city","zip"
"2017","APPCHORD INC","0","0","1","0","Scientific & Technical Svcs","3336","UT","SALT LAKE CITY","84092"
"2017","AQUAVEO LLC","1","0","0","0","Scientific & Technical Svcs","8279","UT","PROVO","84604"
"2016","AQUAVEO LLC","0","0","1","0","Scientific & Technical Svcs","8279","UT","PROVO","84604"
"2018","ARBITERSPORTS LLC","1","0","0","0","Scientific & Technical Svcs","433","UT","SANDY","84070"
"2019","ARCHIFICTION INC","2","0","0","0","Scientific & Technical Svcs","8199","UT","SALT LAKE CITY","84104"
"2018","ARCHITECTURAL NEXUS","1","0","2","0","Scientific & Technical Svcs","7015","UT","SALT LAKE CITY","84109"
"2016","ARCHITECURAL NEXUS","1","0","0","0","Scientific & Technical Svcs","7015","UT","SALT LAKE CITY","84109"
"2018","ARTEMIS HEALTH INC","0","0","1","0","Scientific & Technical Svcs","1925","UT","SALT LAKE CITY","84101"
"2018","AUDATEX NORTH AMERICA INC","0","0","2","0","Scientific & Technical Svcs","7386","UT","SOUTH JORDAN","84095"
"2016","AXIS41 INC","0","0","1","0","Scientific & Technical Svcs","4602","UT","SALT LAKE CITY","84101"
"2017","AZTECA SYSTEMS LLC","0","0","1","0","Scientific & Technical Svcs","2994","UT","SANDY","84070"
"2018","BANJO INC","1","0","2","0","Scientific & Technical Svcs","6730","UT","PARK CITY","84098"
"2018","BATEMAN HORNE CENTER OF EXCELLENCE","1","0","0","0","Scientific & Technical Svcs","7610","UT","SALT LAKE CITY","84102"
"2019","BATEMAN HORNE CENTER OF EXCELLENCE","1","0","0","0","Scientific & Technical Svcs","7610","UT","SALT LAKE CITY","84102"
"2017","BC TECHNICAL INC","0","0","1","0","Scientific & Technical Svcs","892","UT","WEST JORDAN","84084"
"2018","BEAUMONT SOFTWARE INC","0","0","0","1","Scientific & Technical Svcs","5545","UT","SALT LAKE CITY","84111"
"2019","BELTECH INC","1","0","0","0","Scientific & Technical Svcs","2768","UT","SANDY","84070"
"2016","BELTECH INC","0","0","1","0","Scientific & Technical Svcs","2768","UT","SANDY","84070"
"2018","BHB CONSULTING ENGINEERS","0","0","1","0","Scientific & Technical Svcs","8292","UT","SALT LAKE CITY","84115"
"2019","BHB CONSULTING ENGINEERS","0","0","0","1","Scientific & Technical Svcs","8292","UT","SALT LAKE CITY","84115"
"2017","BHB CONSULTING ENGINEERS","1","0","0","0","Scientific & Technical Svcs","8292","UT","SALT LAKE CITY","84115"
"2016","BHB CONSULTING ENGINEERS","0","0","1","0","Scientific & Technical Svcs","8292","UT","SALT LAKE CITY","84115"
"2017","BIG FAT DESIGN & SIGN LLC","1","0","0","0","Scientific & Technical Svcs","2165","UT","OREM","84057"
"2016","BLACKROCK MICROSYSTEMS LLC","0","0","1","1","Scientific & Technical Svcs","9394","UT","SALT LAKE CITY","84108"
"2018","BLACKSMITH INTERNATIONAL LLC","0","0","1","0","Scientific & Technical Svcs","3194","UT","SALT LAKE CITY","84102"
"2017","BLITZPAY INC DBA PAYCLIP","1","0","0","0","Scientific & Technical Svcs","8592","UT","PLEASANT GROVE","84062"
"2019","BLUE CHIP GROUP INC","0","1","0","0","Scientific & Technical Svcs","7885","UT","SALT LAKE CITY","84104"
"2017","BLUEHOST INC","0","0","1","0","Scientific & Technical Svcs","3988","UT","OREM","84097"
"2018","CACHE VALLEY ELECTRIC CO DBA OBSER","0","1","0","0","Scientific & Technical Svcs","9840","UT","SALT LAKE CITY","84104"
"2019","CACHE VALLEY ELECTRIC CO DBA OBSER","1","0","0","0","Scientific & Technical Svcs","9840","UT","SALT LAKE CITY","84104"
"2019","CADENCE CONSULTING CORPORATION","0","0","1","0","Scientific & Technical Svcs","2283","UT","SANDY","84094"
"2017","CALDER RICHARDS CONSULTING ENGINEE","1","0","0","0","Scientific & Technical Svcs","8239","UT","SALT LAKE CITY","84101"
"2018","CAPTIONCALL LLC","1","0","1","0","Scientific & Technical Svcs","9444","UT","SALT LAKE CITY","84123"
"2018","CARD ACCESS INC","1","0","0","0","Scientific & Technical Svcs","6311","UT","DRAPER","84020"
"2019","CASINO GAME MAKER INC","0","0","1","0","Scientific & Technical Svcs","7784","UT","CEDAR CITY","84721"
"2016","CASINO GAME MAKER INC","1","0","0","0","Scientific & Technical Svcs","7784","UT","CEDAR CITY","84721"
"2019","CAVEON LLC","1","0","0","0","Scientific & Technical Svcs","1680","UT","MIDVALE","84047"
"2018","CICERO RESEARCH LLC D/B/A CICERO G","0","0","1","0","Scientific & Technical Svcs","513","UT","SALT LAKE CITY","84101"
"2016","CICERO RESEARCH LLC D/B/A CICERO G","1","0","0","0","Scientific & Technical Svcs","513","UT","SALT LAKE CITY","84102"
"2019","CIVIL SCIENCE INFRASTRUCTURE INC","0","0","1","0","Scientific & Technical Svcs","8218","UT","LEHI","84043"
"2016","CLAIMS SVCS GROUP LLC D B A AUDAEX","0","0","1","0","Scientific & Technical Svcs","7005","UT","SOUTH JORDAN","84095"
"2016","CLOWARD H2O LLC","1","0","0","0","Scientific & Technical Svcs","9180","UT","PROVO","84604"
"2017","CONNVERTEX SOLUTIONS INC","0","12","0","0","Scientific & Technical Svcs","1325","UT","SOUTH JORDAN","84095"
"2018","CONNVERTEX TECHNOLOGIES INC","14","3","16","8","Scientific & Technical Svcs","3013","UT","SOUTH JORDAN","84095"
"2019","CONNVERTEX TECHNOLOGIES INC","1","0","0","0","Scientific & Technical Svcs","3013","UT","SOUTH JORDAN","84095"
"2019","CONNVERTEX TECHNOLOGIES INC","11","4","10","6","Scientific & Technical Svcs","3013","UT","SOUTH JORDAN","84095"
"2017","CONNVERTEX TECHNOLOGIES INC","8","12","31","4","Scientific & Technical Svcs","3013","UT","SOUTH JORDAN","84095"
"2019","FENRIR LLC","1","0","0","0","Scientific & Technical Svcs","9163","UT","HOLLADAY","84121"
"2016","CONNVERTEX TECHNOLOGIES INC","13","3","9","2","Scientific & Technical Svcs","3013","UT","SOUTH JORDAN","84095"
"2018","CONSERVICE LLC","1","0","2","1","Scientific & Technical Svcs","875","UT","RIVER HEIGHTS","84321"
"2017","CONSERVICE LLC","0","0","2","0","Scientific & Technical Svcs","875","UT","LOGAN","84321"
"2017","CONSERVICE LLC","0","0","1","0","Scientific & Technical Svcs","875","UT","LOGAN","84341"
"2018","CONSULTNET LLC","3","0","4","1","Scientific & Technical Svcs","2976","UT","SOUTH JORDAN","84095"
"2019","CONSULTNET LLC","0","0","1","0","Scientific & Technical Svcs","2376","UT","SOUTH JORDAN","84095"
"2019","CONSULTNET LLC","2","2","0","2","Scientific & Technical Svcs","2976","UT","SOUTH JORDAN","84095"
"2017","CONSULTNET LLC","0","0","1","0","Scientific & Technical Svcs","2976","UT","SOUTH JORDAN","84095"
"2016","CONSULTNET LLC","0","0","2","0","Scientific & Technical Svcs","2976","UT","SOUTH JORDAN","84095"
"2018","CONTROLPAD LLC","0","1","0","0","Scientific & Technical Svcs","2990","UT","OREM","84097"
"2017","DAN J VANZEBEN ARCHITECT P C","1","0","0","0","Scientific & Technical Svcs","405","UT","EDEN","84310"
"2016","DATA CARE LLC","1","1","0","0","Scientific & Technical Svcs","1167","UT","SALT LAKE CITY","84107"
"2018","DAVINCI TECHNOLOGIES LLC","0","1","0","0","Scientific & Technical Svcs","8126","UT","AMERICAN FORK","84003"
"2019","DAVINCI TECHNOLOGIES LLC","0","1","0","0","Scientific & Technical Svcs","8126","UT","HIGHLAND","84003"
"2017","DAVINCI TECHNOLOGIES LLC","0","0","1","1","Scientific & Technical Svcs","8126","UT","HIGHLAND","84003"
"2016","DAVINCI TECHNOLOGIES LLC","0","0","1","0","Scientific & Technical Svcs","8126","UT","HIGHLAND","84003"
"2018","DAVINIC TECHNOLOGIES INC","0","1","0","0","Scientific & Technical Svcs","8126","UT","HIGHLAND","84003"
"2016","DAZ 3D","0","0","1","0","Scientific & Technical Svcs","5371","UT","SALT LAKE CITY","84101"
"2018","DIGICERT INC","0","0","4","0","Scientific & Technical Svcs","9542","UT","LEHI","84043"
"2019","DIGICERT INC","2","0","3","0","Scientific & Technical Svcs","9542","UT","LEHI","84043"
"2019","DIRECT MORTGAGE CORP","0","0","1","0","Scientific & Technical Svcs","5","UT","COTTONWOOD HEIGHTS","84047"
"2016","DIRECT MORTGAGE CORP","0","0","1","0","Scientific & Technical Svcs","5","UT","COTTONWOOD HEIGHTS","84047"
"2019","DIVVY PAY INC","0","0","1","0","Scientific & Technical Svcs",,"UT","LEHI","84043"
"2018","DOMO INC","0","0","2","0","Scientific & Technical Svcs","4725","UT","AMERICAN FORK","84003"
"2019","DOMO INC","0","0","1","0","Scientific & Technical Svcs","4725","UT","AMERICAN FORK","84003"
"2016","DOMO INC","0","0","1","0","Scientific & Technical Svcs","4725","UT","AMERICAN FORK","84003"
"2017","DUNDEE HILLS HOLDINGS INC DBA 202","0","0","1","0","Scientific & Technical Svcs","5230","UT","SALT LAKE CITY","84117"
"2017","DUNN ASSOCIATES INC","1","0","0","0","Scientific & Technical Svcs","582","UT","SALT LAKE CITY","84101"
"2016","DYNO NOBEL INC","0","0","1","0","Scientific & Technical Svcs","9179","UT","SALT LAKE CITY","84121"
"2018","ECCOVIA INC","1","0","0","0","Scientific & Technical Svcs","2185","UT","SALT LAKE CITY","84107"
"2018","ECLIPSE PRODUCT DEVELOPMENT INC","1","0","0","0","Scientific & Technical Svcs","5005","UT","WOODS CROSS","84010"
"2019","ENERGY EXEMPLAR LLC","0","0","1","0","Scientific & Technical Svcs","3325","UT","SALT LAKE CITY","84111"
"2019","ENERGYSOLUTIONS LLC","1","0","0","0","Scientific & Technical Svcs","1823","UT","SALT LAKE CITY","84111"
"2016","ENGLAND LOGISTICS INC","0","0","1","0","Scientific & Technical Svcs","4734","UT","SALT LAKE CITY","84104"
"2018","ENTRATA INC","1","0","0","0","Scientific & Technical Svcs","2180","UT","LEHI","84043"
"2019","ENTRATA INC","3","0","0","0","Scientific & Technical Svcs","2180","UT","LEHI","84043"
"2017","ENTRATA INC","1","0","1","0","Scientific & Technical Svcs","2180","UT","LEHI","84043"
"2019","ENVISION ENGINEERING PC","1","0","0","0","Scientific & Technical Svcs","5652","UT","SALT LAKE CITY","84115"
"2016","EQUATION CONSULTING INC","0","0","1","0","Scientific & Technical Svcs","8877","UT","LAYTON","84041"
"2018","EREINSURE COM INC","0","0","1","0","Scientific & Technical Svcs","2297","UT","SALT LAKE CITY","84111"
"2019","EVER ACCOUNTABLE LLC","0","1","0","0","Scientific & Technical Svcs","5322","UT","SANDY","84070"
"2016","FATPIPE INC","1","0","1","0","Scientific & Technical Svcs","3325","UT","SALT LAKE CITY","84107"
"2018","FATPIPE INC FKA FATPIPE NETWORKS","0","0","2","0","Scientific & Technical Svcs","3325","UT","SALT LAKE CITY","84107"
"2019","FATPIPE INC FKA FATPIPE NETWORKS I","0","0","1","0","Scientific & Technical Svcs","3325","UT","SALT LAKE CITY","84107"
"2018","FATPIPE TECHNOLOGIES INC","0","8","12","3","Scientific & Technical Svcs","1782","UT","SALT LAKE CITY","84107"
"2019","FATPIPE TECHNOLOGIES INC","2","0","16","4","Scientific & Technical Svcs","1782","UT","SALT LAKE CITY","84107"
"2017","FATPIPE TECHNOLOGIES INC","8","0","22","4","Scientific & Technical Svcs","1782","UT","SALT LAKE CITY","84107"
"2016","FATPIPE TECHNOLOGIES INC","2","0","13","2","Scientific & Technical Svcs","1782","UT","SALT LAKE CITY","84107"
"2016","FFKR ARCHITECTS","1","0","0","0","Scientific & Technical Svcs","426","UT","SALT LAKE CITY","84104"
"2018","FIDELITY TITLE SVCS LLC","1","0","0","0","Scientific & Technical Svcs","1396","UT","PROVO","84606"
"2018","FIRTUCON INC","0","1","2","0","Scientific & Technical Svcs","6112","UT","SALT LAKE CITY","84101"
"2017","FIRTUCON INC","0","0","1","1","Scientific & Technical Svcs","6112","UT","SALT LAKE CITY","84101"
"2016","FIRTUCON INC","1","0","3","0","Scientific & Technical Svcs","6112","UT","SALT LAKE CITY","84101"
"2016","FIVE STAR CONNECT INC","1","0","0","0","Scientific & Technical Svcs","2606","UT","SPANISH FORK","84660"
"2018","FIVE STAR CONNECT INC DBA PRONEXIS","1","0","0","0","Scientific & Technical Svcs","2606","UT","SPANISH FORK","84660"
"2019","FIVE STAR CONNECT INC DBA PRONEXIS","0","0","1","0","Scientific & Technical Svcs","2606","UT","SPANISH FORK","84660"
"2017","FLEX RENTAL SOLUTIONS LLC","1","0","0","0","Scientific & Technical Svcs","8749","UT","OREM","84058"
"2017","FOCUS ENGINEERING & SURVEYING LLC","1","0","0","0","Scientific & Technical Svcs","2822","UT","MIDVALE","84047"
"2017","FOOD FOR HEALTH INTL LLC","0","0","0","1","Scientific & Technical Svcs","9828","UT","OREM","84097"
"2018","GALILEO PROCESSING INC","0","0","1","0","Scientific & Technical Svcs","8668","UT","SALT LAKE CITY","84121"
"2019","GALILEO PROCESSING INC","2","0","2","0","Scientific & Technical Svcs","8668","UT","SALT LAKE CITY","84121"
"2017","GALILEO PROCESSING INC","0","0","3","0","Scientific & Technical Svcs","8668","UT","SALT LAKE CITY","84121"
"2016","GALILEO PROCESSING INC","0","0","1","0","Scientific & Technical Svcs","8668","UT","SALT LAKE CITY","84121"
"2019","GCOMMERCE SOLUTIONS LLC","1","0","0","0","Scientific & Technical Svcs","1551","UT","PARK CITY","84098"
"2018","GENEVA ROCK PRODUCTS INC","0","0","1","0","Scientific & Technical Svcs","2611","UT","VINEYARD","84059"
"2016","GENEVA ROCK PRODUCTS INC","0","0","1","0","Scientific & Technical Svcs","2611","UT","OREM","84059"
"2019","GEOMNI INC","2","0","0","0","Scientific & Technical Svcs","8375","UT","LEHI","84043"
"2019","GLOBALSIM INC","1","0","0","0","Scientific & Technical Svcs","4083","UT","SALT LAKE CITY","84101"
"2017","GLOBALSIM INC","0","0","1","0","Scientific & Technical Svcs","4083","UT","SALT LAKE CITY","84101"
"2016","GOENGINEER","2","0","0","0","Scientific & Technical Svcs","3379","UT","SALT LAKE CITY","84121"
"2017","GOLD SYSTEMS INC","1","0","0","0","Scientific & Technical Svcs","8276","UT","SALT LAKE CITY","84106"
"2018","GRAY MATTER ELITE INC","0","1","0","0","Scientific & Technical Svcs","1509","UT","SANDY","84094"
"2016","GREENER VENTURES LLC","1","0","0","0","Scientific & Technical Svcs","1739","UT","AMERICAN FORK","84003"
"2017","HALL LABS LLC","0","0","1","0","Scientific & Technical Svcs","253","UT","PROVO","84606"
"2018","HAYNIE & CO","1","0","0","0","Scientific & Technical Svcs","5228","UT","SALT LAKE CITY","84119"
"2019","HAYNIE COMPANY","0","0","2","0","Scientific & Technical Svcs","5228","UT","SALT LAKE CITY","84119"
"2017","HCL AMERICA INC","0","0","1","0","Scientific & Technical Svcs","5035","UT","SUNNYVALE","84085"
"2017","HEADGATE STUDIOS INC","1","0","0","0","Scientific & Technical Svcs","8144","UT","SALT LAKE CITY","84101"
"2018","HEALTH CATALYST INC","2","0","3","0","Scientific & Technical Svcs","7483","UT","SALT LAKE CITY","84121"
"2019","HEALTH CATALYST INC","0","0","3","0","Scientific & Technical Svcs","7483","UT","SALT LAKE CITY","84121"
"2018","HEATON & COMPANY PLLC","1","0","0","0","Scientific & Technical Svcs","5066","UT","FARMINGTON","84025"
"2016","HEAVYSTONE LABORATORY LLC","0","0","1","0","Scientific & Technical Svcs","7778","UT","WEST VALLEY CITY","84119"
"2017","HIFUNDA LLC","0","0","1","0","Scientific & Technical Svcs","3580","UT","SALT LAKE CITY","84108"
"2016","HIFUNDA LLC","1","0","0","0","Scientific & Technical Svcs","3580","UT","SALT LAKE CITY","84108"
"2018","HK CONSULTING INC","0","0","1","0","Scientific & Technical Svcs","1889","UT","SOUTH JORDAN","84095"
"2017","HK CONSULTING INC","0","0","1","0","Scientific & Technical Svcs","1889","UT","SOUTH JORDAN","84095"
"2018","HONEYSYS LLC","1","0","0","0","Scientific & Technical Svcs","7879","UT","SANDY","84070"
"2019","HONEYSYS LLC","1","0","0","1","Scientific & Technical Svcs","7879","UT","SANDY","84070"
"2017","HONEYSYS LLC","1","1","1","0","Scientific & Technical Svcs","7879","UT","SANDY","84070"
"2016","HONEYSYS LLC","2","0","0","0","Scientific & Technical Svcs","7879","UT","SANDY","84070"
"2016","HZO INC","0","0","2","0","Scientific & Technical Svcs","2778","UT","DRAPER","84020"
"2018","ICENTRIS INC","0","0","2","0","Scientific & Technical Svcs","1622","UT","WOODS CROSS","84087"
"2016","ICENTRIS INC","0","0","1","0","Scientific & Technical Svcs","1622","UT","WOODS CROSS","84087"
"2018","IDFL LABORATORY INSTITUTE","0","0","1","0","Scientific & Technical Svcs","2601","UT","SALT LAKE CITY","84105"
"2016","INFORMATECH LLC","0","0","1","0","Scientific & Technical Svcs","6639","UT","SALT LAKE CITY","84152"
"2018","INMOMENT INC","2","0","1","0","Scientific & Technical Svcs","7115","UT","SOUTH JORDAN","84095"
"2019","INMOMENT INC","1","0","1","0","Scientific & Technical Svcs","7115","UT","SOUTH JORDAN","84095"
"2017","INMOMENT INC","1","0","0","0","Scientific & Technical Svcs","7115","UT","SALT LAKE CITY","84107"
"2016","INMOMENT INC","1","0","1","0","Scientific & Technical Svcs","7115","UT","SALT LAKE CITY","84107"
"2018","INNOVECTURE","9","10","14","2","Scientific & Technical Svcs","7061","UT","DRAPER","84020"
"2017","INNOVECTURE","3","0","14","0","Scientific & Technical Svcs","7061","UT","DRAPER","84020"
"2019","INNOVECTURE LLC","1","2","6","3","Scientific & Technical Svcs","7061","UT","DRAPER","84020"
"2019","INNOVECTURE LLC","2","0","6","1","Scientific & Technical Svcs","7061","UT","SOUTH JORDAN","84095"
"2019","INSIDEOUT OFFICE OF INTERIORS INC","1","0","0","0","Scientific & Technical Svcs","2589","UT","SALT LAKE CITY","84102"
"2018","INSIDESALES COM INC","3","0","1","0","Scientific & Technical Svcs","1823","UT","PROVO","84606"
"2019","INSIDESALES COM INC","1","0","2","0","Scientific & Technical Svcs","1823","UT","PROVO","84606"
"2017","INSIDESALES COM INC","4","0","1","0","Scientific & Technical Svcs","1823","UT","PROVO","84606"
"2016","INSIDESALES.COM INC","5","0","3","0","Scientific & Technical Svcs","1823","UT","PROVO","84606"
"2016","INSTRUCTIONAL SOLUTIONS INC","0","0","1","0","Scientific & Technical Svcs","4886","UT","OREM","84097"
"2018","INTERMOUNTAIN CONSUMER PROF","0","0","1","0","Scientific & Technical Svcs","1909","UT","MIDVALE","84047"
"2016","INTHINC TECH SOLUTIONS INC","0","0","1","0","Scientific & Technical Svcs","1393","UT","SALT LAKE CITY","84111"
"2017","INTHINC TECHNOLOGY SOLUTIONS INC","0","0","1","0","Scientific & Technical Svcs","1393","UT","SALT LAKE CITY","84111"
"2018","INWHATLANGUAGE LLC","1","0","0","0","Scientific & Technical Svcs","3244","UT","SALT LAKE CITY","84115"
"2019","INWHATLANGUAGE LLC","0","0","1","0","Scientific & Technical Svcs","3244","UT","SALT LAKE CITY","84115"
"2019","IRON ROCK ENGINEERING INC","1","0","0","0","Scientific & Technical Svcs","7820","UT","KANAB","84741"
"2018","J N WARD & ASSO DBA WARD ENGINEERI","1","0","0","0","Scientific & Technical Svcs","7881","UT","SALT LAKE CITY","84110"
"2016","J U B ENGINEERS INC","0","0","1","0","Scientific & Technical Svcs","774","UT","SALT LAKE CITY","84101"
"2016","JN WARD & ASSO DBA WARD ENGINEERIN","0","1","0","0","Scientific & Technical Svcs","7881","UT","SALT LAKE CITY","84101"
"2019","JOBSNPROFILES INC","3","0","0","0","Scientific & Technical Svcs","880","UT","SANDY","84070"
"2017","LINE 8 DESIGN LLC","1","0","0","0","Scientific & Technical Svcs","1956","UT","SALT LAKE CITY","84106"
"2018","LINEAGEN INC","0","0","1","0","Scientific & Technical Svcs","8128","UT","SALT LAKE CITY","84109"
"2016","LINEAGEN INC","0","0","1","0","Scientific & Technical Svcs","8128","UT","SALT LAKE CITY","84109"
"2016","LINGOTEK INC","0","0","1","0","Scientific & Technical Svcs","8367","UT","LEHI","84043"
"2018","LSK BIOPARTNERS INC","0","0","1","0","Scientific & Technical Svcs","8160","UT","SALT LAKE CITY","84111"
"2019","LSK BIOPARTNERS INC","1","0","1","0","Scientific & Technical Svcs","8160","UT","SALT LAKE CITY","84111"
"2017","LSK BIOPARTNERS INC","0","0","1","0","Scientific & Technical Svcs","8160","UT","SALT LAKE CITY","84111"
"2016","LSK BIOPARTNERS INC","0","0","1","0","Scientific & Technical Svcs","8160","UT","SALT LAKE CITY","84111"
"2018","LUCID SOFTWARE INC","5","0","0","0","Scientific & Technical Svcs","7100","UT","SOUTH JORDAN","84095"
"2019","LUCID SOFTWARE INC","12","1","0","0","Scientific & Technical Svcs","7100","UT","SOUTH JORDAN","84095"
"2017","LUCID SOFTWARE INC","1","0","0","0","Scientific & Technical Svcs","7100","UT","SOUTH JORDAN","84095"
"2017","LYNX SERVICES LLC","0","0","1","0","Scientific & Technical Svcs","2030","UT","SOUTH JORDAN","84095"
"2019","MARKETSTAR CORP","1","0","0","0","Scientific & Technical Svcs","321","UT","OGDEN","84401"
"2016","MASTERCONTROL INC","0","0","1","0","Scientific & Technical Svcs","2434","UT","SALT LAKE CITY","84121"
"2018","MATERIALS AND SYSTEMS RESEARCH INC","0","1","0","0","Scientific & Technical Svcs","9591","UT","SALT LAKE CITY","84104"
"2018","MEDIC INC","0","0","1","0","Scientific & Technical Svcs","5703","UT","PROVO","84606"
"2017","MEDICAL PRIORITY CONSULTANTS INC D","0","0","1","0","Scientific & Technical Svcs","7422","UT","SALT LAKE CITY","84111"
"2017","MEDICITY","0","0","1","0","Scientific & Technical Svcs","7547","UT","SALT LAKE CITY","84111"
"2016","MEDICITY INC","0","0","3","0","Scientific & Technical Svcs","7547","UT","SALT LAKE CITY","84111"
"2019","MICROSURGICAL INNOVATIONS INC","1","0","0","0","Scientific & Technical Svcs","2808","UT","SALT LAKE CITY","84103"
"2018","MILLCREEK ENGINEERING COMPANY","0","0","2","1","Scientific & Technical Svcs","9438","UT","SALT LAKE CITY","84117"
"2017","MILLCREEK ENGINEERING COMPANY","1","0","1","0","Scientific & Technical Svcs","9438","UT","SALT LAKE CITY","84117"
"2019","MINDSMAPPED CONSULTING LLC","0","0","0","1","Scientific & Technical Svcs","4191","UT","SALT LAKE CITY","84117"
"2017","MINDSMAPPED CONSULTING LLC","1","0","1","0","Scientific & Technical Svcs","4191","UT","SALT LAKE CITY","84117"
"2017","MISSION SUPPORT INC","1","0","0","0","Scientific & Technical Svcs","2299","UT","SALT LAKE CITY","84151"
"2019","MOBICHORD INC","0","0","1","0","Scientific & Technical Svcs","2906","UT","SANDY","84093"
"2017","MOBILE PRODUCTIVITY LLC D B A AUTO","0","0","1","0","Scientific & Technical Svcs","6860","UT","SOUTH JORDAN","84095"
"2016","MODELO INC","1","0","0","0","Scientific & Technical Svcs","9144","UT","SALT LAKE CITY","84101"
"2018","MOTION DYNAMICS LLC D/B/A CUSTOMER","0","0","1","0","Scientific & Technical Svcs","1973","UT","SALT LAKE CITY","84121"
"2017","MOTION DYNAMICS LLC D/B/A CUSTOMER","1","0","0","0","Scientific & Technical Svcs","1973","UT","SALT LAKE CITY","84121"
"2017","MOUNTAIN HUB INC","0","0","1","0","Scientific & Technical Svcs","9264","UT","PARK CITY","84060"
"2016","MOXTEK INC","2","0","0","0","Scientific & Technical Svcs","8943","UT","OREM","84057"
"2016","MULTIDIMENSIONAL SOFTWARE CREATION","0","0","1","0","Scientific & Technical Svcs","5506","UT","LOGAN","84321"
"2016","MULTILING CORP","0","0","1","1","Scientific & Technical Svcs","7978","UT","PROVO","84601"
"2019","MULTILING CORPORATION","0","0","1","0","Scientific & Technical Svcs","7978","UT","PROVO","84601"
"2018","MX TECHNOLOGIES INC","0","0","1","0","Scientific & Technical Svcs","7054","UT","LEHI","84043"
"2019","MX TECHNOLOGIES INC","1","0","1","0","Scientific & Technical Svcs","7054","UT","LEHI","84043"
"2016","MX TECHNOLOGIES INC","0","0","1","0","Scientific & Technical Svcs","7054","UT","LEHI","84043"
"2018","MYRIAD GENETIC LABORATORIES INC","0","0","2","0","Scientific & Technical Svcs","4517","UT","SALT LAKE CITY","84108"
"2019","MYRIAD GENETIC LABORATORIES INC","0","0","0","1","Scientific & Technical Svcs","4517","UT","SALT LAKE CITY","84108"
"2016","MYRIAD GENETIC LABORATORIES INC","0","0","1","0","Scientific & Technical Svcs","4323","UT","SALT LAKE CITY","84108"
"2017","MYRIAD GENETICS INC","0","0","0","1","Scientific & Technical Svcs","4517","UT","SALT LAKE CITY","84108"
"2019","N AMERICAN WEATHER CONSULTANTS INC","0","0","1","0","Scientific & Technical Svcs","5825","UT","SANDY","84093"
"2018","NANONC INC","0","0","1","0","Scientific & Technical Svcs","2067","UT","SALT LAKE CITY","84103"
"2019","NANONC INC","0","0","1","0","Scientific & Technical Svcs","2067","UT","SALT LAKE CITY","84108"
"2016","NANONC INC","1","0","0","0","Scientific & Technical Svcs","2067","UT","SALT LAKE CITY","84108"
"2017","NANOSHELL RESEARCH INSTITUTE","1","0","0","0","Scientific & Technical Svcs","1897","UT","SALT LAKE CITY","84104"
"2016","NAV TECHNOLOGIES INC","1","0","0","0","Scientific & Technical Svcs",,"UT","SOUTH JORDAN","84095"
"2016","NAVIGEN INC","0","0","1","0","Scientific & Technical Svcs","5861","UT","SALT LAKE CITY","84108"
"2019","NEARMAP US INC","0","0","1","0","Scientific & Technical Svcs","4546","UT","SOUTH JORDAN","84095"
"2017","NEARMAP US INC","0","0","1","0","Scientific & Technical Svcs","4546","UT","SOUTH JORDAN","84095"
"2016","NEWVISTAS LLC","1","0","0","0","Scientific & Technical Svcs","253","UT","PROVO","84606"
"2018","NIKOLA MOTOR COMPANY","2","0","0","0","Scientific & Technical Svcs","1876","UT","SALT LAKE CITY","84104"
"2017","NITYA SOFTWARE SOLUTIONS INC","1","0","0","0","Scientific & Technical Svcs","3517","UT","SALT LAKE CITY","84070"
"2017","NITYA SOFTWARE SOLUTIONS INC","1","1","0","0","Scientific & Technical Svcs","5317","UT","SALT LAKE CITY","84070"
"2016","NITYA SOFTWARE SOLUTIONS INC","1","0","0","0","Scientific & Technical Svcs","3517","UT","SANDY","84070"
"2016","NITYA SOFTWARE SOLUTIONS INC","4","0","1","1","Scientific & Technical Svcs","3517","UT","SALT LAKE CITY","84070"
"2016","NITYA SOFTWARE SOLUTIONS INC","0","0","2","0","Scientific & Technical Svcs","3517","UT","SANDY","84070"
"2016","NITYA SOFTWARE SOLUTIONS INC","1","0","4","0","Scientific & Technical Svcs","5317","UT","SALT LAKE CITY","84070"
"2016","NITYA SOFTWARE SOLUTIONS INC","0","0","1","0","Scientific & Technical Svcs","5317","UT","SALTH LAKE CITY","84070"
"2016","NITYA SOFTWARE SOLUTIONS INC","0","0","1","0","Scientific & Technical Svcs","5317","UT","SANDY","84070"
"2017","NJRA ARCHITECTS INC","0","0","1","0","Scientific & Technical Svcs","3035","UT","SALT LAKE CITY","84123"
"2017","NORTH AMERICAN WEATHER CONSULTANT","0","0","1","0","Scientific & Technical Svcs","5825","UT","SANDY","84093"
"2017","NORWEST CORP","0","0","1","0","Scientific & Technical Svcs","6702","UT","SALT LAKE CITY","84101"
"2017","NOVARAD CORPORATION","0","0","1","0","Scientific & Technical Svcs","4648","UT","AMERICAN FORK","84003"
"2017","NOVOMEDICI","1","0","0","0","Scientific & Technical Svcs","6863","UT","OGDEN","84403"
"2017","NUVEK LLC","0","0","1","0","Scientific & Technical Svcs","7782","UT","AMERICAN FORK","84003"
"2019","NUVI LLC","0","1","0","0","Scientific & Technical Svcs","5026","UT","LEHI","84043"
