"the_geom","height"
"MULTIPOLYGON (((-111.88707381199998 40.74700938500007, -111.88707247099995 40.74711183000005, -111.88696111699994 40.74711098700004, -111.88696111699994 40.74700938500007, -111.88707381199998 40.74700938500007)))","9.35"
"MULTIPOLYGON (((-111.88503529099995 40.74589175400007, -111.88503529099995 40.74582367900007, -111.88517744799998 40.74582367900007, -111.88517744799998 40.74589175400007, -111.88503529099995 40.74589175400007)))","10.37"
"MULTIPOLYGON (((-111.88482876099994 40.74411366600003, -111.88476706999995 40.74411366600003, -111.88476706999995 40.74399275400003, -111.88482876099994 40.74399275400003, -111.88482876099994 40.74411366600003)))","8.15"
"MULTIPOLYGON (((-111.88494409599997 40.74373467300006, -111.88483984099997 40.74373610900006, -111.88483715899997 40.74362434200003, -111.88494141299998 40.74362290500005, -111.88494409599997 40.74373467300006)))","10.08"
"MULTIPOLYGON (((-111.88501540699997 40.74359445500005, -111.88509429899996 40.74359445500005, -111.885096982 40.74372248000003, -111.88501808899997 40.743723429000056, -111.88501540699997 40.74359445500005)))","19.29"
"MULTIPOLYGON (((-111.88500442699996 40.74321268500006, -111.88511126499998 40.743213860000026, -111.88511051899997 40.74335504100003, -111.88500174199999 40.74335384400007, -111.88500442699996 40.74321268500006)))","15.04"
"MULTIPOLYGON (((-111.88511126499998 40.743213860000026, -111.88524241999994 40.743215303000056, -111.88523973699995 40.743356462000065, -111.88511051899997 40.74335504100003, -111.88511126499998 40.743213860000026)))","15.1"
"MULTIPOLYGON (((-111.88521902199994 40.74312299700006, -111.88511441599996 40.743126045000054, -111.88511006 40.74304023500008, -111.88521466599997 40.74303718700003, -111.88521902199994 40.74312299700006)))","9.89"
"MULTIPOLYGON (((-111.88482205499997 40.74331097100003, -111.88473354199999 40.74331097100003, -111.88473354199999 40.74316567200003, -111.88482205499997 40.74316567200003, -111.88482205499997 40.74331097100003)))","10.42"
"MULTIPOLYGON (((-111.88511145599995 40.74281768700007, -111.88511261299999 40.74277675900004, -111.88523479799994 40.742775116000075, -111.88523645599997 40.74292587700007, -111.88510837599995 40.74292668600003, -111.88511145599995 40.74281768700007)))","15.61"
"MULTIPOLYGON (((-111.88498973199995 40.74268355800007, -111.88511526799999 40.74268276500005, -111.88511261299999 40.74277675900004, -111.88511145599995 40.74281768700007, -111.88499123599996 40.74282024600007, -111.88498973199995 40.74268355800007)))","15.51"
"MULTIPOLYGON (((-111.88492531999998 40.74218514900008, -111.88492640399994 40.74212110700006, -111.88503100999998 40.74212110700006, -111.88502992599996 40.74218616500008, -111.88492531999998 40.74218514900008)))","8.04"
"MULTIPOLYGON (((-111.88510989599996 40.74188777000007, -111.88510987399997 40.74188904300007, -111.88505674799995 40.741887433000045, -111.88505733499994 40.74191452900004, -111.88500503999995 40.74191400500007, -111.88500761299997 40.74177869700003, -111.88511177899994 40.74177869700003, -111.88510989599996 40.74188777000007)))","10.67"
"MULTIPOLYGON (((-111.88510987399997 40.74188904300007, -111.88510989599996 40.74188777000007, -111.88511177899994 40.741779843000074, -111.88522551999995 40.74178109400003, -111.88522295099995 40.74191618700007, -111.88510941999999 40.741915051000035, -111.88510987399997 40.74188904300007)))","12.96"
"MULTIPOLYGON (((-111.89057634699998 40.746812231000035, -111.890835617 40.74681406700006, -111.89083706099996 40.746936377000054, -111.89058142799996 40.74693724700006, -111.89058078399995 40.746949940000036, -111.89040207599999 40.74695132900007, -111.89040130099994 40.74688568800008, -111.89056935800001 40.74688339800008, -111.89056763899998 40.746812169000066, -111.89057634699998 40.746812231000035)))","7.09"
"MULTIPOLYGON (((-111.89057634699998 40.746812231000035, -111.89057423399998 40.74667894800007, -111.89066202299995 40.74667886300006, -111.89083401899997 40.74667869500007, -111.89083481799997 40.74674638100004, -111.890835617 40.74681406700006, -111.89057634699998 40.746812231000035)))","8.58"
"MULTIPOLYGON (((-111.89066202299995 40.74667886300006, -111.89057423399998 40.74667894800007, -111.89054799499996 40.74667897400008, -111.89054893399998 40.746560500000044, -111.89066311399995 40.746559613000045, -111.89066202299995 40.74667886300006)))","10.46"
"MULTIPOLYGON (((-111.89017788099994 40.74705653600006, -111.89017700299996 40.74680684200007, -111.88990924699999 40.74680336000006, -111.88991146399997 40.74708962400007, -111.88980031899996 40.747087846000056, -111.88979297899999 40.74671939500007, -111.89005624499998 40.746719889000076, -111.89027860499999 40.746718014000066, -111.89028429099994 40.746966601000054, -111.89083013099997 40.74696795500006, -111.89083682599994 40.74715996800006, -111.89070589799998 40.74715693500008, -111.89070539799997 40.74707971700008, -111.89067052899999 40.74707768500008, -111.89067287699999 40.74705456400005, -111.89017788099994 40.74705653600006)))","14.97"
"MULTIPOLYGON (((-111.88979076499999 40.74660823000005, -111.89000702199996 40.746610315000055, -111.89000802399994 40.74657852000007, -111.89005761799996 40.746579835000034, -111.89005630299994 40.74671395000007, -111.89005624499998 40.746719889000076, -111.88979297899999 40.74671939500007, -111.88979076499999 40.74660823000005)))","9.1"
"MULTIPOLYGON (((-111.88901119199994 40.746732603000055, -111.88901520999997 40.74653497400004, -111.88931152499998 40.746542877000024, -111.88930751299995 40.74674050600004, -111.88901119199994 40.746732603000055)))","16.61"
"MULTIPOLYGON (((-111.88913996699995 40.74721136000005, -111.88913996699995 40.74711489600003, -111.88951012199999 40.747118270000044, -111.88950877499997 40.74721473300008, -111.88913996699995 40.74721136000005)))","13.28"
"MULTIPOLYGON (((-111.88885877999996 40.74703026900005, -111.88879947799997 40.74702965100005, -111.888797089 40.746896606000064, -111.88844976499996 40.74689291300007, -111.88844978999998 40.746815930000025, -111.88894721699995 40.74682102100007, -111.88894714799994 40.74703119000003, -111.88885877999996 40.74703026900005)))","7.86"
"MULTIPOLYGON (((-111.88879947799997 40.74702965100005, -111.88885877999996 40.74703026900005, -111.88885877999996 40.74709616600006, -111.888857439 40.74709616800004, -111.88844969799999 40.74709671900007, -111.88844972099997 40.74702600400008, -111.88879947799997 40.74702965100005)))","10.92"
"MULTIPOLYGON (((-111.88844969799999 40.74709671900007, -111.888857439 40.74709616800004, -111.888857439 40.74718312400006, -111.88871393999995 40.74718210800006, -111.88871490099996 40.74724030300007, -111.88844965199996 40.74723758800008, -111.88844969799999 40.74709671900007)))","8.58"
"MULTIPOLYGON (((-111.88902581499997 40.745988253000064, -111.88902581499997 40.74592216600007, -111.88916247199995 40.74592429100005, -111.88916125299994 40.745990378000045, -111.88902581499997 40.745988253000064)))","19.06"
"MULTIPOLYGON (((-111.89032802199995 40.74563881800003, -111.89033063099998 40.74550684700006, -111.89084825699996 40.745513903000074, -111.89084564999997 40.74564587400005, -111.89032802199995 40.74563881800003)))","14.28"
"MULTIPOLYGON (((-111.89006683599996 40.744597886000065, -111.88982660699997 40.744594962000065, -111.88983348399995 40.74435435500004, -111.89032700999996 40.744358996000074, -111.89034578599995 40.744358290000044, -111.89037528999995 40.74436028200006, -111.89040479399995 40.744366349000074, -111.89043429799995 40.74437722700003, -111.89045748799998 40.744389719000026, -111.89047989599999 40.74440725800008, -111.89049557299995 40.74442426500008, -111.89050886999996 40.74444661800004, -111.89051635399994 40.74446897100006, -111.89051866399996 40.74449132500007, -111.89051616699999 40.74451294600004, -111.89050776499994 40.74453603100005, -111.89049513899994 40.744556352000075, -111.89047721399999 40.74457545700005, -111.89045575599994 40.74459151700006, -111.89043161599994 40.74460428800006, -111.89040211199995 40.744614358000035, -111.89037260799995 40.744620026000064, -111.89034310299996 40.74462178400006, -111.89031896299997 40.74462035400006, -111.89023661999994 40.74462138000007, -111.89023313299998 40.74469149600003, -111.89006767699999 40.744686407000074, -111.89006683599996 40.744597886000065)))","10.84"
"MULTIPOLYGON (((-111.88967192099994 40.74339589700003, -111.88980203399996 40.74339744400004, -111.88980248299998 40.74353970000004, -111.88967236999997 40.74353815300003, -111.88967192099994 40.74339589700003)))","11.15"
"MULTIPOLYGON (((-111.88958731199996 40.74363360500007, -111.88958731199996 40.74371521900008, -111.88941433599996 40.74371960900004, -111.88941302799998 40.743637996000075, -111.88958731199996 40.74363360500007)))","11.18"
"MULTIPOLYGON (((-111.88942147299997 40.74340225700007, -111.88953501299996 40.74340095000008, -111.88952986699996 40.74352375700005, -111.88942267099998 40.743524997000065, -111.88942147299997 40.74340225700007)))","12.08"
"MULTIPOLYGON (((-111.88953501299996 40.74340095000008, -111.88966005299994 40.743399510000074, -111.88966005299994 40.74352225100006, -111.88952986699996 40.74352375700005, -111.88953501299996 40.74340095000008)))","11.06"
"MULTIPOLYGON (((-111.88979090899994 40.743943314000035, -111.88994019599994 40.74394202800005, -111.889940203 40.744000063000044, -111.88979127 40.74400136400004, -111.88979090899994 40.743943314000035)))","7.44"
"MULTIPOLYGON (((-111.88845626899997 40.74413067300003, -111.88845557499997 40.74406930300006, -111.88880569499999 40.74407191700004, -111.88889478999994 40.74407258200006, -111.88889548599997 40.74413418300003, -111.88845626899997 40.74413067300003)))","7.98"
"MULTIPOLYGON (((-111.88883084399998 40.74378929400007, -111.88845239999995 40.74378859700005, -111.88845136199996 40.74369681300004, -111.88889057899996 40.74370032300004, -111.88889158699999 40.743789406000076, -111.88883084399998 40.74378929400007)))","7.86"
"MULTIPOLYGON (((-111.88880569499999 40.74407191700004, -111.88845557499997 40.74406930300006, -111.88845398699999 40.743928950000054, -111.88845361299997 40.74389588300006, -111.88883223699997 40.74389349900008, -111.88883366399995 40.744000311000036, -111.88880647699995 40.74400088300007, -111.88880569499999 40.74407191700004)))","10.47"
"MULTIPOLYGON (((-111.88845361299997 40.74389588300006, -111.88845239999995 40.74378859700005, -111.88883084399998 40.74378929400007, -111.88883223699997 40.74389349900008, -111.88845361299997 40.74389588300006)))","10.43"
"MULTIPOLYGON (((-111.88846155999994 40.74261669900005, -111.88887173699999 40.74262251500005, -111.88887014599999 40.74277380800004, -111.88846341799996 40.74276760400005, -111.88846155999994 40.74261669900005)))","8.27"
"MULTIPOLYGON (((-111.88846508099999 40.74290274600003, -111.88846424899998 40.74283517500004, -111.88846341799996 40.74276760400005, -111.88887014599999 40.74277380800004, -111.88895238199996 40.74277506300007, -111.88895178499996 40.74284113700003, -111.88895118699998 40.742907211000045, -111.88846508099999 40.74290274600003)))","8.36"
"MULTIPOLYGON (((-111.88846508099999 40.74290274600003, -111.88895118699998 40.742907211000045, -111.88894972199995 40.74306919400005, -111.88863756899997 40.743066690000035, -111.88863322199995 40.74318759700003, -111.888468565 40.743185786000026, -111.88846508099999 40.74290274600003)))","8.55"
"MULTIPOLYGON (((-111.88907686999994 40.74262312500008, -111.88918436499995 40.742623509000055, -111.88950274499996 40.74262464700007, -111.88950274499996 40.74275406900006, -111.88907784899999 40.742755457000044, -111.88907686999994 40.74262312500008)))","17.29"
"MULTIPOLYGON (((-111.88918139499998 40.742530706000025, -111.88950274499996 40.742530706000025, -111.88950274499996 40.74262464700007, -111.88918436499995 40.742623509000055, -111.88918139499998 40.742530706000025)))","17.23"
"MULTIPOLYGON (((-111.889255747 40.74248550800007, -111.889255747 40.74241526300006, -111.88949802899998 40.74241565900007, -111.88949853499997 40.74248522600004, -111.889255747 40.74248550800007)))","7.57"
"MULTIPOLYGON (((-111.88949696499998 40.74226922200006, -111.88949802899998 40.74241565900007, -111.889255747 40.74241526300006, -111.88900282499998 40.742414850000046, -111.88900315599994 40.742269529000055, -111.88949696499998 40.74226922200006)))","7.48"
"MULTIPOLYGON (((-111.88908984599999 40.741868673000056, -111.88940303799997 40.74186690600004, -111.88945193299999 40.74186663000006, -111.88945392499994 40.74200864900007, -111.88930536699996 40.74200733300006, -111.88930627199994 40.742055297000036, -111.88904553399999 40.742056826000066, -111.88904373899999 40.741928820000055, -111.88909079099994 40.74192807700007, -111.88908984599999 40.741868673000056)))","15.89"
"MULTIPOLYGON (((-111.88940303799997 40.74186690600004, -111.88908984599999 40.741868673000056, -111.88907469699996 40.74186875800007, -111.88907469699996 40.74177363000007, -111.889141753 40.74177464600007, -111.88914102599995 40.74172398300004, -111.88940303799997 40.74172245300008, -111.88940303799997 40.74186690600004)))","16.28"
"MULTIPOLYGON (((-111.89047951199996 40.74036627800007, -111.89084147099999 40.74036937900007, -111.89084147099999 40.74056201900004, -111.89065420999998 40.74056360000003, -111.89047951199996 40.74056507500006, -111.89047951199996 40.74036627800007)))","16.98"
"MULTIPOLYGON (((-111.89065420999998 40.74056360000003, -111.89084147099999 40.74056201900004, -111.89084147099999 40.74068413900005, -111.89065328599997 40.74068252700005, -111.89065420999998 40.74056360000003)))","15.12"
"MULTIPOLYGON (((-111.88987020799999 40.74015762200003, -111.88987131299996 40.74005799200006, -111.89003360599997 40.740059803000065, -111.89003250199994 40.74015943300003, -111.88987020799999 40.74015762200003)))","13.02"
"MULTIPOLYGON (((-111.88995312899999 40.74017468200004, -111.89001757499996 40.74017312900003, -111.89001757499996 40.74028088500006, -111.88995312899999 40.740282438000065, -111.88995312899999 40.74017468200004)))","8.42"
"MULTIPOLYGON (((-111.88994580599996 40.74029518100008, -111.88988806199995 40.740295917000026, -111.88988660299998 40.74016916700003, -111.88994580599996 40.74016916700003, -111.88994580599996 40.74029518100008)))","8.5"
"MULTIPOLYGON (((-111.89013251999995 40.74030139200005, -111.890133145 40.74026782900006, -111.89030077599995 40.74026968000004, -111.89030015099996 40.74030324200004, -111.89013251999995 40.74030139200005)))","7.58"
"MULTIPOLYGON (((-111.89013650699998 40.74024949600005, -111.89013719899998 40.74021182200005, -111.89029142399994 40.74021386700008, -111.89029073199998 40.74025154000003, -111.89013650699998 40.74024949600005)))","7.8"
"MULTIPOLYGON (((-111.89014425099998 40.740195189000076, -111.89014509799995 40.740157672000066, -111.89028050799999 40.74016140600003, -111.89027966099997 40.74019892300004, -111.89014425099998 40.740195189000076)))","7.71"
"MULTIPOLYGON (((-111.89013003499997 40.74014162800006, -111.89013179999995 40.74010613000007, -111.89028730099994 40.74011121500007, -111.89028553699995 40.74014671400005, -111.89013003499997 40.74014162800006)))","7.67"
"MULTIPOLYGON (((-111.89012351399998 40.74007655200006, -111.89012506599994 40.74004519600004, -111.89028189999999 40.74005029600005, -111.89028034799998 40.74008165200007, -111.89012351399998 40.74007655200006)))","7.43"
"MULTIPOLYGON (((-111.89007880799994 40.740022734000036, -111.89007957199999 40.73997791700003, -111.89028877399994 40.739980324000044, -111.89028800999995 40.74002514100005, -111.89007880799994 40.740022734000036)))","8.23"
"MULTIPOLYGON (((-111.89011766999994 40.73993448600004, -111.89011807599998 40.73989779400006, -111.89028035799998 40.73989879800007, -111.89027995099997 40.73993548900006, -111.89011766999994 40.73993448600004)))","11.7"
"MULTIPOLYGON (((-111.88980913099999 40.739938222000035, -111.88980964799998 40.73989751400006, -111.88996387499998 40.73989919200005, -111.889963358 40.73993990100007, -111.88980913099999 40.739938222000035)))","8.0"
"MULTIPOLYGON (((-111.89035857599998 40.74015576900007, -111.89035794099999 40.74007605600008, -111.89084389199996 40.740072284000064, -111.89084389199996 40.74015408200007, -111.89053886799996 40.74015514200005, -111.89035857599998 40.74015576900007)))","15.89"
"MULTIPOLYGON (((-111.89084389199996 40.74029698000004, -111.89061894999998 40.74029873300003, -111.89061964999996 40.74027486600005, -111.890538173 40.740274114000044, -111.89053886799996 40.74015514200005, -111.89084389199996 40.74015408200007, -111.89084389199996 40.74029698000004)))","12.81"
"MULTIPOLYGON (((-111.890785441 40.73972031400007, -111.89035142899998 40.739723010000034, -111.89035142899998 40.73964101300004, -111.89047078699997 40.739638771000045, -111.89047026999998 40.739601753000045, -111.89062233199996 40.73960422200003, -111.89062420299996 40.73949651200007, -111.89071474099995 40.73949651200007, -111.89071486799998 40.73953512500003, -111.89083959099997 40.73953484100008, -111.89083959099997 40.73971997800004, -111.890785441 40.73972031400007)))","15.02"
"MULTIPOLYGON (((-111.89035142899998 40.739723010000034, -111.890785441 40.73972031400007, -111.89078696399997 40.739788574000045, -111.89061964999996 40.73979220700005, -111.89061873099996 40.739854190000074, -111.89035142899998 40.739854190000074, -111.89035142899998 40.739723010000034)))","7.12"
"MULTIPOLYGON (((-111.88999335399996 40.73973936800008, -111.88987801899998 40.73973936800008, -111.88987801899998 40.73965096400008, -111.88999335399996 40.73965096400008, -111.88999335399996 40.73973936800008)))","10.68"
"MULTIPOLYGON (((-111.89000944699995 40.73948330200005, -111.89001078799998 40.73958999600006, -111.88989402099998 40.73959083900008, -111.88989267999995 40.73948330200005, -111.89000944699995 40.73948330200005)))","10.47"
"MULTIPOLYGON (((-111.89036356599996 40.739150807000044, -111.89054340399997 40.73914953700006, -111.89084202499998 40.739147427000034, -111.89084093199995 40.739332914000045, -111.89036250299995 40.739331296000046, -111.89036356599996 40.739150807000044)))","7.92"
"MULTIPOLYGON (((-111.89053693499994 40.73887664600005, -111.89084361399995 40.738877683000055, -111.89084254599999 40.73905901300003, -111.89054122799996 40.739057751000075, -111.89053693499994 40.73887664600005)))","7.62"
"MULTIPOLYGON (((-111.89054122799996 40.739057751000075, -111.89084254599999 40.73905901300003, -111.89084202499998 40.739147427000034, -111.89054340399997 40.73914953700006, -111.89054122799996 40.739057751000075)))","7.68"
"MULTIPOLYGON (((-111.89306963599996 40.73932560500003, -111.89306619699994 40.73920763500007, -111.89321932799999 40.739209661000075, -111.89322394699997 40.73932560500003, -111.89306963599996 40.73932560500003)))","11.06"
"MULTIPOLYGON (((-111.89280110599998 40.73913614700007, -111.89279760399995 40.73904433100006, -111.893029615 40.739039250000076, -111.89303311699996 40.73913106700007, -111.89280110599998 40.73913614700007)))","12.17"
"MULTIPOLYGON (((-111.89138139699998 40.739140864000035, -111.89175680599999 40.73913578300005, -111.89176022499998 40.73927660100003, -111.89138471599995 40.739281682000076, -111.89138139699998 40.739140864000035)))","14.01"
"MULTIPOLYGON (((-111.89327023499999 40.73994656700006, -111.89324150899996 40.73995986800003, -111.89320932299995 40.739922271000076, -111.89324165399995 40.73991078800003, -111.89320083299998 40.73985968800008, -111.89325491999995 40.73983488400006, -111.89337830199997 40.739989335000075, -111.89332421399996 40.74001414000003, -111.89327023499999 40.73994656700006)))","14.0"
"MULTIPOLYGON (((-111.89207206599997 40.73997714200004, -111.89199184399996 40.73991685400006, -111.89215545899998 40.73979187000003, -111.89223568099999 40.739852158000076, -111.89207206599997 40.73997714200004)))","12.89"
"MULTIPOLYGON (((-111.89163084299997 40.74073008800008, -111.89159230899998 40.74073138500006, -111.89159413399994 40.74079816700004, -111.89152355399995 40.74079816700004, -111.89152087199994 40.74062136300006, -111.89159063099999 40.740620756000055, -111.89159150399996 40.74067826600003, -111.89163218399995 40.74067826600003, -111.89163084299997 40.74073008800008)))","12.19"
"MULTIPOLYGON (((-111.89161247099997 40.74205403000008, -111.89161606099998 40.741945231000045, -111.89166303699994 40.741904555000076, -111.89183200799994 40.74190775500006, -111.89182695099998 40.74205809400007, -111.89161247099997 40.74205403000008)))","13.57"
"MULTIPOLYGON (((-111.89240927999998 40.74226142300006, -111.89229796799998 40.74226040700006, -111.89229871299995 40.74221360000007, -111.89241002399996 40.74221360000007, -111.89240927999998 40.74226142300006)))","8.79"
"MULTIPOLYGON (((-111.89337908999994 40.74350732500005, -111.89353655199994 40.74350818200003, -111.89353655199994 40.743587165000065, -111.89337990299998 40.743588070000044, -111.89337908999994 40.74350732500005)))","17.57"
"MULTIPOLYGON (((-111.89378621499998 40.74339670200004, -111.89378735099996 40.74350954500005, -111.89353655199994 40.74350818200003, -111.89337908999994 40.74350732500005, -111.89337799999998 40.74339906200004, -111.89378621499998 40.74339670200004)))","18.0"
"MULTIPOLYGON (((-111.89354401399999 40.744054102000064, -111.893410078 40.74405328700004, -111.89340929999997 40.74397716900006, -111.89359690199996 40.74397852900006, -111.89359594299998 40.744054418000076, -111.89354401399999 40.744054102000064)))","8.43"
"MULTIPOLYGON (((-111.89336258299994 40.74405299800003, -111.893410078 40.74405328700004, -111.89354401399999 40.744054102000064, -111.89353958699996 40.744402867000076, -111.89335818099994 40.744401552000056, -111.89336258299994 40.74405299800003)))","8.86"
"MULTIPOLYGON (((-111.89221275299997 40.74364417400005, -111.89209252099994 40.74364361700003, -111.89209247699995 40.74350524400006, -111.89242382399999 40.74350836000008, -111.89242334599999 40.743576758000074, -111.89242286799998 40.74364515600007, -111.89221275299997 40.74364417400005)))","7.45"
"MULTIPOLYGON (((-111.89220400299996 40.744060982000065, -111.89241996799996 40.74406041700007, -111.89241935399997 40.74414828600004, -111.89221086999999 40.744148720000055, -111.892208859 40.74425032600004, -111.89237031399995 40.74425016200007, -111.89237204199998 40.74433489300003, -111.89190465699994 40.744332102000044, -111.89190722399998 40.74406175900003, -111.89220400299996 40.744060982000065)))","17.04"
"MULTIPOLYGON (((-111.89209247699995 40.74350524400006, -111.89200118799994 40.74350438500005, -111.89200210899998 40.743370423000044, -111.89242476999999 40.743372934000035, -111.89242382399999 40.74350836000008, -111.89209247699995 40.74350524400006)))","7.28"
"MULTIPOLYGON (((-111.89221275299997 40.74364417400005, -111.89242286799998 40.74364515600007, -111.89242190199997 40.743783445000076, -111.89220982899997 40.743783445000076, -111.89221275299997 40.74364417400005)))","7.18"
"MULTIPOLYGON (((-111.89220982899997 40.743783445000076, -111.89242190199997 40.743783445000076, -111.89242141799997 40.74385278600005, -111.89242092799998 40.74392287400008, -111.89220688799999 40.74392353400003, -111.89220835899994 40.74385348900006, -111.89220982899997 40.743783445000076)))","7.11"
"MULTIPOLYGON (((-111.89220688799999 40.74392353400003, -111.89242092799998 40.74392287400008, -111.89241996799996 40.74406041700007, -111.89220400299996 40.744060982000065, -111.89220688799999 40.74392353400003)))","7.04"
"MULTIPOLYGON (((-111.89131321499997 40.74371568400005, -111.89131388099997 40.743645892000075, -111.89156164799999 40.743643818000066, -111.89165298499995 40.74364305300003, -111.89165230499998 40.74371426500005, -111.89165162499995 40.743785477000074, -111.89149052499994 40.743785477000074, -111.89131254899996 40.743785477000074, -111.89131321499997 40.74371568400005)))","15.39"
"MULTIPOLYGON (((-111.89148995099998 40.74393059200003, -111.89165024399995 40.743930112000044, -111.89164901799997 40.74405852700005, -111.89148945199997 40.744056982000075, -111.89148995099998 40.74393059200003)))","16.3"
"MULTIPOLYGON (((-111.89149052499994 40.743785477000074, -111.89165162499995 40.743785477000074, -111.89165024399995 40.743930112000044, -111.89148995099998 40.74393059200003, -111.89149052499994 40.743785477000074)))","15.82"
"MULTIPOLYGON (((-111.89156164799999 40.743643818000066, -111.89131388099997 40.743645892000075, -111.89131388099997 40.74350216700003, -111.89152690699997 40.74350332700004, -111.89152690699997 40.74358327900006, -111.891561277 40.74358377000004, -111.89156164799999 40.743643818000066)))","12.96"
"MULTIPOLYGON (((-111.891426332 40.744201850000024, -111.89163661099997 40.74420154200004, -111.89163553699996 40.744305702000084, -111.89182609999995 40.744305702000084, -111.89183094099997 40.74458230700003, -111.89132439999997 40.74458816600003, -111.89131814499996 40.74420200800006, -111.891426332 40.744201850000024)))","8.35"
"MULTIPOLYGON (((-111.89131814499996 40.74420200800006, -111.89131595699997 40.74406696500006, -111.89142288499994 40.744067382000026, -111.891426332 40.744201850000024, -111.89131814499996 40.74420200800006)))","5.74"
"MULTIPOLYGON (((-111.89241874199996 40.74471517300003, -111.89233559299998 40.74471517300003, -111.89233559299998 40.744625760000076, -111.89241874199996 40.744625760000076, -111.89241874199996 40.74471517300003)))","10.63"
"MULTIPOLYGON (((-111.89315768999995 40.74513581800005, -111.89315768999995 40.74498950700007, -111.89374509399994 40.74498950700007, -111.89374509399994 40.74513581800005, -111.89315768999995 40.74513581800005)))","20.04"
"MULTIPOLYGON (((-111.89358994999998 40.74534307500005, -111.89340353699998 40.74534409100005, -111.89340311199999 40.74529940200006, -111.89358952599997 40.74529838600006, -111.89358994999998 40.74534307500005)))","7.3"
"MULTIPOLYGON (((-111.89341115899998 40.74523640700005, -111.89340976699998 40.74518967000006, -111.89358813399997 40.74518662200006, -111.89358952599997 40.74523335900005, -111.89341115899998 40.74523640700005)))","7.36"
"MULTIPOLYGON (((-111.89364048799996 40.74523031100006, -111.89364048799996 40.74518865300007, -111.89377727999994 40.74518865300007, -111.89377727999994 40.74523031100006, -111.89364048799996 40.74523031100006)))","7.5"
"MULTIPOLYGON (((-111.89364432999997 40.74534595800003, -111.89364316999996 40.745302450000054, -111.893700578 40.74530158600004, -111.89371730399995 40.745300418000056, -111.89377709899998 40.745300418000056, -111.89377709899998 40.74534392600003, -111.89370296499999 40.74534595800003, -111.89364432999997 40.74534595800003)))","6.69"
"MULTIPOLYGON (((-111.89356002099998 40.745391862000076, -111.89376940499994 40.74538789600007, -111.89378013399994 40.74571303000005, -111.89357074999998 40.745716995000066, -111.89356002099998 40.745391862000076)))","20.25"
"MULTIPOLYGON (((-111.89336287899994 40.74592426700008, -111.89378392799995 40.745920203000026, -111.89378654399997 40.74607236300005, -111.89336543799999 40.74607642800004, -111.89336287899994 40.74592426700008)))","19.71"
"MULTIPOLYGON (((-111.893148302 40.74632661600003, -111.89376511799998 40.74632052000004, -111.89376790199998 40.74647686900005, -111.89315099399994 40.74648296500004, -111.893148302 40.74632661600003)))","19.9"
"MULTIPOLYGON (((-111.89256249599998 40.74673618600008, -111.89255821599994 40.746564367000076, -111.893126845 40.74655623800004, -111.89313112399998 40.74672805800003, -111.89256249599998 40.74673618600008)))","20.39"
"MULTIPOLYGON (((-111.89322323199997 40.74673304800007, -111.89322323199997 40.746572495000066, -111.89378800899999 40.74657554300006, -111.89378649599996 40.74673609600006, -111.89322323199997 40.74673304800007)))","20.49"
"MULTIPOLYGON (((-111.89504787699997 40.74708322400005, -111.89504994199996 40.74700448100003, -111.89500158599998 40.74700333800007, -111.89500378499997 40.746886876000076, -111.89507851599996 40.746888579000036, -111.89507663999996 40.74695383100004, -111.89513337399995 40.746955366000066, -111.89513204699995 40.747006129000056, -111.89529510399996 40.747009423000065, -111.89529302299997 40.74708709500005, -111.89504787699997 40.74708322400005)))","10.23"
"MULTIPOLYGON (((-111.89498656599994 40.74705672700003, -111.89489122899994 40.74705405000003, -111.89489362499995 40.746927060000075, -111.89498896199996 40.74692973700007, -111.89498656599994 40.74705672700003)))","11.21"
"MULTIPOLYGON (((-111.89507307299999 40.746720510000046, -111.895076443 40.74665235100008, -111.89524000599994 40.74665719800004, -111.89523663699998 40.74672535700006, -111.89507307299999 40.746720510000046)))","11.36"
"MULTIPOLYGON (((-111.89491424999994 40.746653190000075, -111.89491570199999 40.746581056000025, -111.89507654999994 40.746585313000026, -111.89507509799995 40.746657447000075, -111.89491424999994 40.746653190000075)))","11.96"
"MULTIPOLYGON (((-111.89415158699995 40.746788851000076, -111.89415033199998 40.74672424000005, -111.89435415899999 40.746720466000056, -111.89435541399996 40.74678507600004, -111.89415158699995 40.746788851000076)))","10.39"
"MULTIPOLYGON (((-111.89414324199998 40.747141955000075, -111.89414078499999 40.74696818600006, -111.89431186399997 40.74696903200004, -111.89431432199996 40.74714280000006, -111.89414324199998 40.747141955000075)))","13.03"
"MULTIPOLYGON (((-111.89559344199996 40.746858589000055, -111.89559551199994 40.74674682700004, -111.89573766899997 40.74674970800004, -111.89573559899998 40.746861470000056, -111.89559344199996 40.746858589000055)))","11.93"
"MULTIPOLYGON (((-111.89413360099998 40.74655414100005, -111.89413285999996 40.74645925000004, -111.89456201499996 40.746455325000056, -111.89456275699996 40.74655021700005, -111.89413360099998 40.74655414100005)))","15.71"
"MULTIPOLYGON (((-111.89425576599996 40.746427578000066, -111.894141291 40.74642949400004, -111.89414017599996 40.74634182400007, -111.89431272699994 40.74633881200003, -111.89431331899999 40.74638940400007, -111.89425554299999 40.74639013900003, -111.89425576599996 40.746427578000066)))","12.41"
"MULTIPOLYGON (((-111.89570881999998 40.74654850100006, -111.89571212399994 40.746478452000076, -111.89588775899995 40.74648364700005, -111.89588445499999 40.746553696000035, -111.89570881999998 40.74654850100006)))","9.68"
