"column_0","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"10","200 Block W 600 N","16-L129","LOGAN",,,"2016-01-05T07:46:06.000","Monday","13","2016-01-04T13:59:01.000","Assist,Agency","742980398","[LCPD] ASSIST,AGENCY","41.7429","{'type': 'Point', 'coordinates': [-111.841, 41.7429]}","-111.841","Community Policing","UT","2016-04-21T09:09:58.000",
"11","500 Block N 200 E","16-L131","LOGAN",,,"2016-01-05T07:46:06.000","Monday","14","2016-01-04T14:47:13.000","Traffic Offense","742980400","[LCPD] TRAFFIC OFFENSE","41.7409","{'type': 'Point', 'coordinates': [-111.83, 41.7409]}","-111.83","Traffic","UT","2016-04-21T09:09:58.000",
"12","400 Block S MAIN ST","16-L193","LOGAN",,,"2016-01-06T07:46:03.000","Tuesday","14","2016-01-05T14:07:27.000","Animal Trap","743056284","[LCPD] ANIMAL TRAP","41.7223","{'type': 'Point', 'coordinates': [-111.835, 41.7223]}","-111.835","Community Policing","UT","2016-07-03T09:10:22.000",
"13","1500 Block SUMAC DR","16-L1498","LOGAN",,,"2016-01-30T07:42:27.000","Friday","14","2016-01-29T14:52:03.000","Assist,Citizen","748326593","[LCPD] ASSIST,CITIZEN","41.7397","{'type': 'Point', 'coordinates': [-111.799, 41.7397]}","-111.799","Community Policing","UT","2016-07-27T09:15:16.000",
"14","1700 Block MOUNTAIN RD","16-L4294","LOGAN",,,"2016-03-20T06:42:12.000","Saturday","0","2016-03-19T00:11:22.000","C/S Drugs","753256588","[LCPD] C/S DRUGS","41.7311","{'type': 'Point', 'coordinates': [-111.791, 41.7311]}","-111.791","Drugs","UT","2016-06-27T09:10:00.000",
"15","500 Block W 300 S","16-L6691","LOGAN",,,"2016-04-27T06:47:30.000","Tuesday","19","2016-04-26T19:36:37.000","Theft","758041390","[LCPD] THEFT","41.7262","{'type': 'Point', 'coordinates': [-111.85, 41.7262]}","-111.85","Theft","UT","2016-09-01T09:08:17.000",
"16","600 Block N 800 E","16-L8080","LOGAN",,,"2016-05-20T06:51:10.000","Wednesday","18","2016-05-18T18:00:00.000","Commun Policing","760011344","[LCPD] COMMUN POLICING","41.7439","{'type': 'Point', 'coordinates': [-111.814, 41.7439]}","-111.814","Community Policing","UT","2016-06-18T09:40:51.000",
"17","1 Block W 300 N","16-L16742","LOGAN",,,"2016-09-27T07:07:33.000","Monday","12","2016-09-26T12:48:12.000","VIN Inspection","774054308","[LCPD] VIN INSPECTION","41.7372","{'type': 'Point', 'coordinates': [-111.837, 41.7372]}","-111.837","Traffic","UT","2016-11-04T18:31:44.000",
"18","600 Block W 1400 N","15-L20163","LOGAN",,,"2015-11-23T07:52:40.000","Sunday","13","2015-11-22T13:42:52.000","Accident,PD","738375843","[LCPD] ACCIDENT,PD","41.7579","{'type': 'Point', 'coordinates': [-111.849, 41.7579]}","-111.849","Traffic","UT","2016-05-16T09:09:57.000",
"19","1000 Block RSI DR","15-L20166","LOGAN",,,"2015-11-23T07:52:40.000","Sunday","14","2015-11-22T14:33:23.000","Alarm,Intru","738375846","[LCPD] ALARM,INTRU","41.7578","{'type': 'Point', 'coordinates': [-111.86, 41.7578]}","-111.86","Alarm","UT","2016-05-16T09:09:58.000",
"20","600 Block S 500 W","16-L41","LOGAN",,,"2016-01-03T07:46:22.000","Saturday","9","2016-01-02T09:26:05.000","Welfare Check","742795492","[LCPD] WELFARE CHECK","41.7204","{'type': 'Point', 'coordinates': [-111.849, 41.7204]}","-111.849","Community Policing","UT","2016-04-19T09:10:36.000",
"21","5500 Block W SR 30","16-L132","CACHE COUNTY",,,"2016-01-05T07:46:06.000","Monday","14","2016-01-04T14:51:44.000","Assist,Agency","742980401","[LCPD] ASSIST,AGENCY","41.748","{'type': 'Point', 'coordinates': [-111.967, 41.748]}","-111.967","Community Policing","UT","2016-04-21T09:09:59.000",
"22","700 Block S MAIN ST","15-L20550","LOGAN",,,"2015-11-30T07:51:43.000","Sunday","15","2015-11-29T15:34:35.000","Harassment","738890757","[LCPD] HARASSMENT","41.7179","{'type': 'Point', 'coordinates': [-111.835, 41.7179]}","-111.835","Disorder","UT","2016-05-16T09:10:00.000",
"23","1 Block W 300 N","16-L189","LOGAN",,,"2016-01-06T07:46:03.000","Tuesday","13","2016-01-05T13:10:29.000","Assist,Citizen","743056280","[LCPD] ASSIST,CITIZEN","41.7372","{'type': 'Point', 'coordinates': [-111.837, 41.7372]}","-111.837","Community Policing","UT","2016-04-21T09:10:19.000",
"24","1300 Block QUAIL WAY","16-L199","LOGAN",,,"2016-01-06T07:46:03.000","Tuesday","14","2016-01-05T14:33:18.000","Susp Vehicle","743056290","[LCPD] SUSP VEHICLE","41.7364","{'type': 'Point', 'coordinates': [-111.8, 41.7364]}","-111.8","Vehicle Stop","UT","2016-04-21T09:10:20.000",
"25","300 Block N 400 E","16-L206","LOGAN",,,"2016-01-06T07:46:03.000","Tuesday","15","2016-01-05T15:43:48.000","Keep the Peace","743056297","[LCPD] KEEP THE PEACE","41.7379","{'type': 'Point', 'coordinates': [-111.824, 41.7379]}","-111.824","Community Policing","UT","2016-04-21T09:10:21.000",
"26","800 Block E 1400 N","15-L20692","LOGAN",,,"2015-12-02T07:51:28.000","Tuesday","19","2015-12-01T19:34:38.000","Accident,PD","739047496","[LCPD] ACCIDENT,PD","41.7573","{'type': 'Point', 'coordinates': [-111.814, 41.7573]}","-111.814","Traffic","UT","2016-05-16T09:10:03.000",
"27","200 Block N MAIN ST","15-L16967","LOGAN",,,"2015-10-03T09:09:36.000","Tuesday","12","2015-08-18T12:00:00.000","Fraud","732743261","[LCPD] FRAUD","41.7368","{'type': 'Point', 'coordinates': [-111.835, 41.7368]}","-111.835","Theft","UT","2016-02-11T10:10:50.000",
"28","1600 Block N 200 E","16-L255","NORTH LOGAN",,,"2016-01-07T07:45:58.000","Wednesday","13","2016-01-06T13:11:02.000","Assist,Agency","743160060","[LCPD] ASSIST,AGENCY","41.7614","{'type': 'Point', 'coordinates': [-111.829, 41.7614]}","-111.829","Community Policing","UT","2016-06-17T09:43:31.000",
"29","1 Block W 100 N","16-L1111","LOGAN",,,"2016-01-23T07:43:34.000","Friday","17","2016-01-22T17:36:50.000","Animal Problem","746649794","[LCPD] ANIMAL PROBLEM","41.7333","{'type': 'Point', 'coordinates': [-111.837, 41.7333]}","-111.837","Community Policing","UT","2016-07-18T09:13:18.000",
"30","700 Block S 200 W","16-L2781","LOGAN",,,"2016-02-22T07:39:12.000","Sunday","5","2016-02-21T05:36:47.000","Assist,Agency","750529399","[LCPD] ASSIST,AGENCY","41.7187","{'type': 'Point', 'coordinates': [-111.841, 41.7187]}","-111.841","Community Policing","UT","2016-06-10T09:09:55.000",
"31","900 Block N 400 W","15-L19869","LOGAN",,,"2015-11-18T07:53:35.000","Tuesday","15","2015-11-17T15:14:23.000","Assist,Citizen","737757137","[LCPD] ASSIST,CITIZEN","41.7494","{'type': 'Point', 'coordinates': [-111.845, 41.7494]}","-111.845","Community Policing","UT","2016-02-11T10:10:56.000",
"32","200 Block S 400 E","16-L1750","LOGAN",,,"2016-02-03T07:42:12.000","Friday","0","2015-11-20T00:00:01.000","Theft","748870671","[LCPD] THEFT","41.7273","{'type': 'Point', 'coordinates': [-111.825, 41.7273]}","-111.825","Theft","UT","2016-03-03T10:09:59.000",
"33","600 Block E 1280 N","16-L1211","LOGAN",,,"2016-01-25T07:43:13.000","Sunday","17","2016-01-24T17:17:51.000","Unattend/Death","746826470","[LCPD] UNATTEND/DEATH","41.7551","{'type': 'Point', 'coordinates': [-111.818, 41.7551]}","-111.818","Death","UT","2016-07-17T09:09:06.000",
"34","1300 Block N MAIN ST","16-L1591","LOGAN",,,"2016-01-31T07:42:18.000","Saturday","19","2016-01-30T19:57:51.000","Accident,PD","748392029","[LCPD] ACCIDENT,PD","41.7568","{'type': 'Point', 'coordinates': [-111.834, 41.7568]}","-111.834","Traffic","UT","2016-07-18T09:13:24.000",
"35","600 Block W CENTER ST","16-L4458","LOGAN",,,"2016-03-23T06:42:37.000","Tuesday","3","2016-03-22T03:16:41.000","Susp Incident","753646100","[LCPD] SUSP INCIDENT","41.7316","{'type': 'Point', 'coordinates': [-111.85, 41.7316]}","-111.85","Community Policing","UT","2016-04-21T09:10:09.000",
"36","300 Block N 300 E","16-L4461","LOGAN",,,"2016-03-23T06:42:37.000","Tuesday","6","2016-03-22T06:32:38.000","Susp Vehicle","753646103","[LCPD] SUSP VEHICLE","41.738","{'type': 'Point', 'coordinates': [-111.827, 41.738]}","-111.827","Vehicle Stop","UT","2016-04-21T09:10:11.000",
"37","800 Block S MAIN ST","15-L21014","LOGAN",,,"2015-12-08T07:50:23.000","Monday","18","2015-12-07T18:51:48.000","Accident,PD","739575367","[LCPD] ACCIDENT,PD","41.7175","{'type': 'Point', 'coordinates': [-111.835, 41.7175]}","-111.835","Traffic","UT","2016-05-16T09:10:09.000",
"38","1 Block S 500 E","15-L21419","LOGAN",,,"2015-12-15T07:49:28.000","Monday","13","2015-12-14T13:58:42.000","Pornography","740329877","[LCPD] PORNOGRAPHY","41.7295","{'type': 'Point', 'coordinates': [-111.822, 41.7295]}","-111.822","Other Sexual Offense","UT","2016-02-11T10:11:01.000",
"39","800 Block N MAIN ST","16-L4496","LOGAN",,,"2016-03-23T06:42:37.000","Tuesday","15","2016-03-22T15:27:25.000","Accident,PD","753646134","[LCPD] ACCIDENT,PD","41.7464","{'type': 'Point', 'coordinates': [-111.835, 41.7464]}","-111.835","Traffic","UT","2016-04-21T09:10:18.000",
"40","600 Block S 100 E","16-L194","LOGAN",,,"2016-01-06T07:46:03.000","Tuesday","14","2016-01-05T14:09:57.000","Fraud","743056285","[LCPD] FRAUD","41.7203","{'type': 'Point', 'coordinates': [-111.832, 41.7203]}","-111.832","Theft","UT","2016-02-11T10:11:11.000",
"41","300 Block S 600 W","16-L5023","LOGAN",,,"2016-04-01T06:44:00.000","Thursday","11","2016-03-31T11:51:41.000","Dispute,Family","755431125","[LCPD] DISPUTE,FAMILY","41.7253","{'type': 'Point', 'coordinates': [-111.851, 41.7253]}","-111.851","Family Offense","UT","2016-07-13T09:13:01.000",
"42","500 Block E 800 N","16-L10806","LOGAN",,,"2016-07-01T06:57:34.000","Friday","0","2016-04-01T00:00:00.000","Theft","763738209","[LCPD] THEFT","41.7465","{'type': 'Point', 'coordinates': [-111.82, 41.7465]}","-111.82","Theft","UT","2016-07-30T10:24:06.000",
"43","1100 Block S 100 W","16-L5178","LOGAN",,,"2016-04-03T06:43:39.000","Saturday","17","2016-04-02T17:09:49.000","Disorderly","755578613","[LCPD] DISORDERLY","41.7122","{'type': 'Point', 'coordinates': [-111.839, 41.7122]}","-111.839","Disorder","UT","2016-07-13T09:13:01.000",
"44","1200 Block SOUTHVIEW CIR","16-L6392","LOGAN",,,"2016-04-23T06:47:00.000","Friday","8","2016-04-22T08:44:10.000","Theft","757683645","[LCPD] THEFT","41.6963","{'type': 'Point', 'coordinates': [-111.865, 41.6963]}","-111.865","Theft","UT","2016-07-13T09:13:13.000",
"45","1900 Block S US 89 & 91","16-L8555","LOGAN",,,"2016-05-27T06:52:09.000","Thursday","18","2016-05-26T18:40:19.000","DUI","760612400","[LCPD] DUI","41.6975","{'type': 'Point', 'coordinates': [-111.86, 41.6975]}","-111.86","Traffic","UT","2016-07-13T09:13:39.000",
"46","700 Block RIVERWALK PKWY","16-L9067","LOGAN",,,"2016-06-04T06:53:22.000","Thursday","23","2016-06-02T23:00:00.000","Crim Mischief","761302546","[LCPD] CRIM MISCHIEF","41.7181","{'type': 'Point', 'coordinates': [-111.839, 41.7181]}","-111.839","Property Crime","UT","2016-07-13T09:13:40.000",
"47","1400 Block N MAIN ST","16-L9277","LOGAN",,,"2016-06-07T06:53:39.000","Monday","21","2016-06-06T21:46:47.000","Alarm,Intru","761559693","[LCPD] ALARM,INTRU","41.7582","{'type': 'Point', 'coordinates': [-111.834, 41.7582]}","-111.834","Alarm","UT","2016-07-13T09:13:40.000",
"48","200 Block N 600 W","16-L10487","LOGAN",,,"2016-06-26T06:57:18.000","Saturday","1","2016-06-25T01:28:04.000","C/S Drugs","763289382","[LCPD] C/S DRUGS","41.7355","{'type': 'Point', 'coordinates': [-111.85, 41.7355]}","-111.85","Drugs","UT","2016-07-25T09:08:29.000",
"49","500 Block S 200 W","17-L18489","LOGAN",,,"2018-02-27T21:19:31.000","Sunday","21","2017-10-08T21:13:20.000","Assist,Citizen","835388701","[LCPD] ASSIST,CITIZEN","41.7215","{'type': 'Point', 'coordinates': [-111.84, 41.7215]}","-111.84","Community Policing","UT","2018-03-07T06:55:22.000",
"50","1400 Block W 200 N","16-L554","LOGAN",,,"2016-01-13T07:53:10.000","Tuesday","8","2016-01-12T08:53:08.000","Animal Problem","744471613","[LCPD] ANIMAL PROBLEM","41.7358","{'type': 'Point', 'coordinates': [-111.871, 41.7358]}","-111.871","Community Policing","UT","2016-02-11T10:11:16.000",
"51","1 Block W 300 N","16-L556","LOGAN",,,"2016-01-13T07:53:10.000","Tuesday","10","2016-01-12T10:06:14.000","VIN Inspection","744471615","[LCPD] VIN INSPECTION","41.7372","{'type': 'Point', 'coordinates': [-111.837, 41.7372]}","-111.837","Traffic","UT","2016-02-11T10:11:16.000",
"52","700 Block N 600 W","16-L9484","LOGAN",,,"2016-06-10T06:54:06.000","Wednesday","1","2016-06-08T01:00:00.000","Theft","761806422","[LCPD] THEFT","41.7451","{'type': 'Point', 'coordinates': [-111.849, 41.7451]}","-111.849","Theft","UT","2016-07-15T09:09:30.000",
"53","800 Block PARK AVE","16-L9687","LOGAN",,,"2016-06-14T06:54:55.000","Monday","7","2016-06-13T07:46:02.000","Animal Problem","762170771","[LCPD] ANIMAL PROBLEM","41.7168","{'type': 'Point', 'coordinates': [-111.853, 41.7168]}","-111.853","Community Policing","UT","2016-07-13T09:13:43.000",
"54","800 Block MAJESTIC DR","16-L9688","LOGAN",,,"2016-06-14T06:54:55.000","Monday","8","2016-06-13T08:10:22.000","Animal Problem","762170772","[LCPD] ANIMAL PROBLEM","41.7167","{'type': 'Point', 'coordinates': [-111.858, 41.7167]}","-111.858","Community Policing","UT","2016-07-13T09:13:43.000",
"55","1100 Block N 230 W","16-L9690","LOGAN",,,"2016-06-14T06:54:55.000","Monday","8","2016-06-13T08:26:45.000","Animal Problem","762170773","[LCPD] ANIMAL PROBLEM","41.753","{'type': 'Point', 'coordinates': [-111.84, 41.753]}","-111.84","Community Policing","UT","2016-07-13T09:13:43.000",
"56","500 Block S 500 W","16-L9691","LOGAN",,,"2016-06-14T06:54:55.000","Monday","8","2016-06-13T08:40:46.000","Alarm,Intru","762170774","[LCPD] ALARM,INTRU","41.7209","{'type': 'Point', 'coordinates': [-111.849, 41.7209]}","-111.849","Alarm","UT","2016-07-13T09:13:44.000",
"57","1200 Block N 200 E","16-L9692","LOGAN",,,"2016-06-14T06:54:55.000","Monday","9","2016-06-13T09:08:25.000","Animal Problem","762170761","[LCPD] ANIMAL PROBLEM","41.7537","{'type': 'Point', 'coordinates': [-111.829, 41.7537]}","-111.829","Community Policing","UT","2016-07-13T09:13:44.000",
"58","600 Block E 700 N","16-L584","LOGAN",,,"2016-01-13T07:53:10.000","Tuesday","17","2016-01-12T17:53:01.000","Parking Problem","744471642","[LCPD] PARKING PROBLEM","41.7446","{'type': 'Point', 'coordinates': [-111.817, 41.7446]}","-111.817","Traffic","UT","2016-02-11T10:11:24.000",
"59","2200 Block S US 89 & 91","16-L588","LOGAN",,,"2016-01-13T07:53:10.000","Tuesday","19","2016-01-12T19:04:54.000","Traffic Hazard","744471646","[LCPD] TRAFFIC HAZARD","41.6928","{'type': 'Point', 'coordinates': [-111.866, 41.6928]}","-111.866","Traffic","UT","2016-02-11T10:11:24.000",
"60","1100 Block S 100 W","16-L589","LOGAN",,,"2016-01-13T07:53:10.000","Tuesday","19","2016-01-12T19:40:50.000","Child Neglect","744471647","[LCPD] CHILD NEGLECT","41.7122","{'type': 'Point', 'coordinates': [-111.839, 41.7122]}","-111.839","Family Offense","UT","2016-02-11T10:11:25.000",
"61","800 Block N 600 E","16-L590","LOGAN",,,"2016-01-13T07:53:10.000","Tuesday","20","2016-01-12T20:08:58.000","Parking Problem","744471648","[LCPD] PARKING PROBLEM","41.7469","{'type': 'Point', 'coordinates': [-111.819, 41.7469]}","-111.819","Traffic","UT","2016-02-11T10:11:25.000",
"62","1 Block E 400 N","16-L5138","LOGAN",,,"2016-04-02T06:44:00.000","Friday","21","2016-04-01T21:48:14.000","Traffic Offense","755510533","[LCPD] TRAFFIC OFFENSE","41.739","{'type': 'Point', 'coordinates': [-111.833, 41.739]}","-111.833","Traffic","UT","2016-05-01T09:12:26.000",
"63","1100 Block N 360 W","16-L5775","LOGAN",,,"2016-04-13T06:46:28.000","Tuesday","4","2016-04-12T04:57:53.000","Assault,Simple","756445359","[LCPD] ASSAULT,SIMPLE","41.7535","{'type': 'Point', 'coordinates': [-111.843, 41.7535]}","-111.843","Assault","UT","2016-06-17T10:26:59.000",
"64","200 Block E 400 N","16-L5779","LOGAN",,,"2016-04-13T06:46:28.000","Tuesday","7","2016-04-12T07:47:55.000","Assist,Citizen","756445363","[LCPD] ASSIST,CITIZEN","41.739","{'type': 'Point', 'coordinates': [-111.829, 41.739]}","-111.829","Community Policing","UT","2016-06-08T09:09:42.000",
"65","1 Block W 300 N","16-L734","LOGAN",,,"2016-01-16T07:44:40.000","Friday","15","2016-01-15T15:29:19.000","VIN Inspection","745073401","[LCPD] VIN INSPECTION","41.7372","{'type': 'Point', 'coordinates': [-111.837, 41.7372]}","-111.837","Traffic","UT","2016-02-14T10:15:45.000",
"66","100 Block PIONEER AVE","16-L5838","LOGAN",,,"2016-04-13T06:46:28.000","Tuesday","22","2016-04-12T22:30:48.000","Noise Problem","756445417","[LCPD] NOISE PROBLEM","41.731","{'type': 'Point', 'coordinates': [-111.831, 41.731]}","-111.831","Disorder","UT","2016-05-12T09:20:56.000",
"67","600 Block E 100 N","16-L5839","LOGAN",,,"2016-04-13T06:46:28.000","Tuesday","22","2016-04-12T22:45:06.000","Assist,Citizen","756445418","[LCPD] ASSIST,CITIZEN","41.7331","{'type': 'Point', 'coordinates': [-111.819, 41.7331]}","-111.819","Community Policing","UT","2016-05-12T09:20:56.000",
"68","1700 Block S US 89 & 91","16-L11189","LOGAN",,,"2016-07-06T06:58:44.000","Tuesday","14","2016-07-05T14:41:10.000","Welfare Check","764187318","[LCPD] WELFARE CHECK","41.7034","{'type': 'Point', 'coordinates': [-111.852, 41.7034]}","-111.852","Community Policing","UT","2016-08-04T09:12:10.000",
"69","800 Block E 275 N","16-L12678","LOGAN",,,"2016-07-28T07:01:33.000","Wednesday","12","2016-07-27T12:13:04.000","Animal Problem","766265930","[LCPD] ANIMAL PROBLEM","41.7363","{'type': 'Point', 'coordinates': [-111.814, 41.7363]}","-111.814","Community Policing","UT","2016-08-26T09:11:45.000",
"70","200 Block N 300 E","16-L12681","LOGAN",,,"2016-07-28T07:01:33.000","Wednesday","12","2016-07-27T12:40:34.000","Parking Problem","766265933","[LCPD] PARKING PROBLEM","41.7363","{'type': 'Point', 'coordinates': [-111.827, 41.7363]}","-111.827","Traffic","UT","2016-08-26T09:11:45.000",
"71","1 Block W 500 N","16-L12683","LOGAN",,,"2016-07-28T07:01:33.000","Wednesday","12","2016-07-27T12:59:18.000","Parking Problem","766265935","[LCPD] PARKING PROBLEM","41.7409","{'type': 'Point', 'coordinates': [-111.836, 41.7409]}","-111.836","Traffic","UT","2016-08-26T09:11:46.000",
"72","300 Block W 1140 N","16-L12684","LOGAN",,,"2016-07-28T07:01:33.000","Wednesday","13","2016-07-27T13:22:04.000","Assist,Citizen","766265936","[LCPD] ASSIST,CITIZEN","41.7525","{'type': 'Point', 'coordinates': [-111.843, 41.7525]}","-111.843","Community Policing","UT","2016-08-26T09:11:47.000",
"73","600 Block E 800 N","16-L12686","LOGAN",,,"2016-07-28T07:01:33.000","Wednesday","13","2016-07-27T13:58:31.000","Assist,Citizen","766265937","[LCPD] ASSIST,CITIZEN","41.7464","{'type': 'Point', 'coordinates': [-111.818, 41.7464]}","-111.818","Community Policing","UT","2016-08-26T09:11:47.000",
"74","200 Block W 1600 N","16-L12689","LOGAN",,,"2016-07-28T07:01:33.000","Wednesday","14","2016-07-27T14:19:33.000","Assist,Citizen","766265940","[LCPD] ASSIST,CITIZEN","41.7614","{'type': 'Point', 'coordinates': [-111.84, 41.7614]}","-111.84","Community Policing","UT","2016-08-26T09:11:47.000",
"75","1400 Block N MAIN ST","16-L12690","LOGAN",,,"2016-07-28T07:01:33.000","Wednesday","14","2016-07-27T14:23:51.000","Animal Problem","766265941","[LCPD] ANIMAL PROBLEM","41.7582","{'type': 'Point', 'coordinates': [-111.834, 41.7582]}","-111.834","Community Policing","UT","2016-08-26T09:11:48.000",
"76","800 Block E 800 N","16-L12692","LOGAN",,,"2016-07-28T07:01:33.000","Wednesday","14","2016-07-27T14:59:44.000","Accident,PD","766265943","[LCPD] ACCIDENT,PD","41.7464","{'type': 'Point', 'coordinates': [-111.814, 41.7464]}","-111.814","Traffic","UT","2016-08-26T09:11:49.000",
"77","1800 Block N 400 W","16-L4805","LOGAN",,,"2016-03-28T06:43:14.000","Sunday","13","2016-03-27T13:27:47.000","Noise Problem","754188502","[LCPD] NOISE PROBLEM","41.7652","{'type': 'Point', 'coordinates': [-111.844, 41.7652]}","-111.844","Disorder","UT","2016-04-26T09:10:03.000",
"78","1400 Block N 200 E","16-L12727","LOGAN",,,"2016-07-28T07:01:33.000","Wednesday","23","2016-07-27T23:27:27.000","Traffic Offense","766265977","[LCPD] TRAFFIC OFFENSE","41.7584","{'type': 'Point', 'coordinates': [-111.829, 41.7584]}","-111.829","Traffic","UT","2016-08-26T09:11:59.000",
"79","500 Block N 300 E","16-L12899","LOGAN",,,"2016-07-31T07:01:48.000","Saturday","17","2016-07-30T17:56:36.000","Animal Problem","766506934","[LCPD] ANIMAL PROBLEM","41.7416","{'type': 'Point', 'coordinates': [-111.827, 41.7416]}","-111.827","Community Policing","UT","2016-09-01T09:11:41.000",
"80","400 Block W 300 S","16-L13077","LOGAN",,,"2016-08-03T07:02:20.000","Thursday","9","2016-07-28T09:00:00.000","C/S Drugs","766789637","[LCPD] C/S DRUGS","41.7261","{'type': 'Point', 'coordinates': [-111.846, 41.7261]}","-111.846","Drugs","UT","2016-09-01T09:11:48.000",
"81","500 Block W 200 S","16-L12787","LOGAN",,,"2016-07-29T07:01:56.000","Thursday","21","2016-07-28T21:26:19.000","Theft","766361405","[LCPD] THEFT","41.7278","{'type': 'Point', 'coordinates': [-111.848, 41.7278]}","-111.848","Theft","UT","2016-09-01T09:11:40.000",
"82","500 Block W 700 S","16-L13052","LOGAN",,,"2016-08-03T07:02:20.000","Tuesday","1","2016-08-02T01:58:00.000","Trespassing","766789613","[LCPD] TRESPASSING","41.7189","{'type': 'Point', 'coordinates': [-111.848, 41.7189]}","-111.848","Property Crime","UT","2016-09-01T09:11:43.000",
"83","800 Block W 330 S","16-L13057","LOGAN",,,"2016-08-03T07:02:20.000","Tuesday","4","2016-08-02T04:15:00.000","Crim Mischief","766789618","[LCPD] CRIM MISCHIEF","41.7255","{'type': 'Point', 'coordinates': [-111.856, 41.7255]}","-111.856","Property Crime","UT","2016-09-01T09:11:44.000",
"84","300 Block W 600 N","16-L13059","LOGAN",,,"2016-08-03T07:02:20.000","Tuesday","8","2016-08-02T08:52:34.000","Accident,PD","766789620","[LCPD] ACCIDENT,PD","41.7429","{'type': 'Point', 'coordinates': [-111.843, 41.7429]}","-111.843","Traffic","UT","2016-09-01T09:11:45.000",
"85","1200 Block MOUNTAIN RD","16-L13063","LOGAN",,,"2016-08-03T07:02:20.000","Tuesday","9","2016-08-02T09:47:06.000","Parking Problem","766789624","[LCPD] PARKING PROBLEM","41.7319","{'type': 'Point', 'coordinates': [-111.803, 41.7319]}","-111.803","Traffic","UT","2016-09-01T09:11:45.000",
"86","700 Block E 1000 N","16-L865","LOGAN",,,"2016-01-19T07:44:09.000","Monday","17","2016-01-18T17:16:10.000","Theft","745251385","[LCPD] THEFT","41.7501","{'type': 'Point', 'coordinates': [-111.814, 41.7501]}","-111.814","Theft","UT","2016-02-19T10:13:09.000",
