"unnamed_column","address_1","case_number","city","clearance_type","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"15","11700 Block AUTUMN RIDGE COVE","SY20169051","SANDY CITY",,"2016-03-02T09:03:40.000","Friday","17","2016-02-26T17:20:00.000","FRAUD-IDENTITY THEFT","751309608","[RMS] FRAUD-IDENTITY THEFT","40.5378958405398","{'type': 'Point', 'coordinates': [-111.821413676239, 40.5378958405398]}","-111.821413676239","Theft","UT","2016-03-27T10:31:57.000",
"16","8400 Block STATE ST","SY20169398","SANDY CITY",,"2016-03-02T09:03:40.000","Sunday","18","2016-02-28T18:15:00.000","ROBBERY","751309622","[RMS] ROBBERY","40.5974879653822","{'type': 'Point', 'coordinates': [-111.889571830103, 40.5974879653822]}","-111.889571830103","Robbery","UT","2016-03-30T10:31:56.000",
"17","2700 Block DURBAN RD","SY201610974","SANDY CITY",,"2016-03-12T09:05:08.000","Tuesday","15","2016-03-01T15:39:00.000","FRAUD-IDENTITY THEFT","752439403","[RMS] FRAUD-IDENTITY THEFT","40.5814591405344","{'type': 'Point', 'coordinates': [-111.811934820437, 40.5814591405344]}","-111.811934820437","Theft","UT","2016-04-01T10:33:13.000",
"18","9200 Block S 1300 E","SY201632654","SANDY CITY",,"2016-07-07T08:22:47.000","Saturday","3","2016-07-02T03:07:00.000","ROBBERY","764276356","[RMS] ROBBERY","40.583028153389","{'type': 'Point', 'coordinates': [-111.852083636466, 40.583028153389]}","-111.852083636466","Robbery","UT","2016-08-01T10:30:57.000",
"19","7800 Block HIGH POINT PKY","SY2016909","SANDY CITY",,"2016-02-09T21:25:50.000","Thursday","7","2016-01-07T07:40:00.000","TRAF-REPORTABLE ACCIDENT","749476466","[RMS] TRAF-REPORTABLE ACCIDENT","40.6087411634994","{'type': 'Point', 'coordinates': [-111.856178098042, 40.6087411634994]}","-111.856178098042","Traffic","UT","2016-02-22T20:06:29.000",
"20","9600 Block ALTAMONT DR","SY2016921","SANDY CITY",,"2016-02-09T21:25:50.000","Thursday","7","2016-01-07T07:45:00.000","STOLEN VEH-PASSENGER VEHICLE","749476468","[RMS] STOLEN VEH-PASSENGER VEHICLE","40.5754512872708","{'type': 'Point', 'coordinates': [-111.818782855308, 40.5754512872708]}","-111.818782855308","Theft of Vehicle","UT","2016-02-22T20:06:28.000",
"21","10600 Block S 700 E","SY201830119","SANDY CITY",,"2018-06-29T10:30:32.000","Wednesday","21","2018-06-27T21:58:00.000","DRUG-FOUND/SURRENDERED","861461212","[RMS] DRUG-FOUND/SURRENDERED","40.55645943185723","{'type': 'Point', 'coordinates': [-111.87263933181771, 40.55645943185723]}","-111.87263933181771","Drugs","UT","2018-07-22T10:30:23.000",
"22","8600 Block BUENA VISTA DR","SY201761002","SANDY CITY",,"2017-12-09T11:30:28.000","Friday","11","2017-12-08T11:51:00.000","FRAUD-IDENTITY THEFT","828616858","[RMS] FRAUD-IDENTITY THEFT","40.59372056797435","{'type': 'Point', 'coordinates': [-111.863481102215, 40.5937205679744]}","-111.86348110221523","Theft","UT","2018-01-08T21:06:22.000",
"23","2500 Block FALCON WAY","SY201761737","SANDY CITY",,"2017-12-16T17:17:52.000","Tuesday","16","2017-12-12T16:15:00.000","BURGLARY-NO FORCE ENTRY RESIDE","829152568","[RMS] BURGLARY-NO FORCE ENTRY RESIDE","40.583216786517426","{'type': 'Point', 'coordinates': [-111.817739108741, 40.5832167865174]}","-111.81773910874088","Breaking & Entering","UT","2018-01-12T01:59:48.000",
"24","10400 Block STATE ST","SY201762348","SANDY CITY",,"2017-12-19T11:30:27.000","Friday","19","2017-12-15T19:41:00.000","ROBBERY","829321054","[RMS] ROBBERY","40.56305883739351","{'type': 'Point', 'coordinates': [-111.894305981066, 40.5630588373935]}","-111.89430598106588","Robbery","UT","2018-01-14T11:30:27.000",
"25","7800 Block CITORI DR","SY201848","SANDY CITY",,"2018-01-04T11:30:31.000","Monday","12","2018-01-01T12:54:00.000","ROBBERY","830844078","[RMS] ROBBERY","40.60878254819869","{'type': 'Point', 'coordinates': [-111.875482420861, 40.6087825481987]}","-111.87548242086108","Robbery","UT","2018-01-31T11:30:35.000",
"26","1300 Block E 9400 S","SY2016911","SANDY CITY",,"2016-02-09T21:25:50.000","Thursday","7","2016-01-07T07:48:00.000","TRAF-REPORTABLE ACCIDENT","749476465","[RMS] TRAF-REPORTABLE ACCIDENT","40.5803561856134","{'type': 'Point', 'coordinates': [-111.852465843123, 40.5803561856134]}","-111.852465843123","Traffic","UT","2016-02-22T20:06:29.000",
"27","7900 Block S 1300 E","SY2016914","SANDY CITY",,"2016-02-09T21:25:50.000","Thursday","7","2016-01-07T07:52:00.000","LARC-FRM MOTOR VEH (PROWL)","749476487","[RMS] LARC-FRM MOTOR VEH (PROWL)","40.606630405736","{'type': 'Point', 'coordinates': [-111.853430008255, 40.606630405736]}","-111.853430008255","Theft","UT","2016-02-22T20:06:23.000",
"28","300 Block W 9000 S","SY2016918","SANDY CITY",,"2016-02-09T21:25:50.000","Thursday","8","2016-01-07T08:11:00.000","TRAF-REPORTABLE ACCIDENT","749476459","[RMS] TRAF-REPORTABLE ACCIDENT","40.5882893422619","{'type': 'Point', 'coordinates': [-111.900284579118, 40.5882893422619]}","-111.900284579118","Traffic","UT","2016-02-22T20:06:29.000",
"29","11400 Block S 1300 E","SY2016929","SANDY CITY",,"2016-02-09T21:25:50.000","Thursday","8","2016-01-07T08:20:00.000","TRAF-HIT AND RUN","749476480","[RMS] TRAF-HIT AND RUN","40.5443165067351","{'type': 'Point', 'coordinates': [-111.852855379228, 40.5443165067351]}","-111.852855379228","Traffic","UT","2016-02-22T20:06:29.000",
"30","9600 Block MONROE ST","SY2016931","SANDY CITY",,"2016-02-09T21:25:50.000","Thursday","8","2016-01-07T08:54:00.000","TRAF-REPORTABLE ACCIDENT","749476460","[RMS] TRAF-REPORTABLE ACCIDENT","40.5753694424394","{'type': 'Point', 'coordinates': [-111.89851686837, 40.5753694424394]}","-111.89851686837","Traffic","UT","2016-02-22T20:06:29.000",
"31","300 Block E 10600 S","SY2016948","SANDY CITY",,"2016-02-09T21:25:50.000","Thursday","11","2016-01-07T11:07:00.000","TRAF-HIT AND RUN","749476476","[RMS] TRAF-HIT AND RUN","40.5587300373932","{'type': 'Point', 'coordinates': [-111.880173376488, 40.5587300373932]}","-111.880173376488","Traffic","UT","2016-02-22T20:06:29.000",
"32","10400 Block STATE ST","SY2016976","SANDY CITY",,"2016-02-09T21:25:50.000","Thursday","11","2016-01-07T11:32:00.000","FRAUD-ILLEG USE CREDIT CARDS","749476494","[RMS] FRAUD-ILLEG USE CREDIT CARDS","40.5612785880736","{'type': 'Point', 'coordinates': [-111.889832919996, 40.5612785880736]}","-111.889832919996","Theft","UT","2016-02-22T20:06:23.000",
"33","8700 Block S 220 E","SY2016958","SANDY CITY",,"2016-02-09T21:25:50.000","Thursday","12","2016-01-07T12:35:00.000","PUB ORD-POLICE ASSISTANCE","749476491","[RMS] PUB ORD-POLICE ASSISTANCE","40.5926580589667","{'type': 'Point', 'coordinates': [-111.883387099203, 40.5926580589667]}","-111.883387099203","Disorder","UT","2016-02-22T20:06:25.000",
"34","10400 Block S 1300 E","SY201610816","SANDY CITY",,"2016-03-11T09:04:58.000","Tuesday","13","2016-03-08T13:55:00.000","ROBBERY","752362533","[RMS] ROBBERY","40.5606956759483","{'type': 'Point', 'coordinates': [-111.852868119071, 40.5606956759483]}","-111.852868119071","Robbery","UT","2016-04-08T10:33:27.000",
"35","2100 Block E 9400 S","SY201758135","SANDY CITY",,"2017-12-08T11:30:21.000","Tuesday","20","2017-11-21T20:53:00.000","ROBBERY","828540055","[RMS] ROBBERY","40.58160121475511","{'type': 'Point', 'coordinates': [-111.82925180692045, 40.58160121475511]}","-111.82925180692045","Robbery","UT","2017-12-21T12:20:48.000",
"36","100 Block W 9000 S","SY20185959","SANDY CITY",,"2018-02-07T11:30:21.000","Monday","17","2018-02-05T17:22:00.000","ROBBERY","833571410","[RMS] ROBBERY","40.58786305008467","{'type': 'Point', 'coordinates': [-111.8956735480177, 40.58786305008467]}","-111.8956735480177","Robbery","UT","2018-03-07T11:30:54.000",
"37","9600 Block CHYLENE DR","SY201838150","SANDY CITY",,"2018-08-18T10:30:25.000","Tuesday","12","2018-07-31T12:00:00.000","FRAUD-BY WIRE","867520330","[RMS] FRAUD-BY WIRE","40.57629761241893","{'type': 'Point', 'coordinates': [-111.81129924943686, 40.57629761241893]}","-111.81129924943686","Theft","UT","2019-03-08T11:32:59.000",
"38","2000 Block E 9400 S","SY201610094","SANDY CITY",,"2016-03-10T09:04:38.000","Thursday","18","2016-02-11T18:01:00.000","FRAUD-IMPERSONATION","752228709","[RMS] FRAUD-IMPERSONATION","40.5817170237827","{'type': 'Point', 'coordinates': [-111.831988424986, 40.5817170237827]}","-111.831988424986","Theft","UT","2016-03-12T11:32:37.000",
"39","1600 Block NICKLAUS CIR","SY201624","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","1","2016-01-01T01:00:00.000","STOLEN VEH-PASSENGER VEHICLE","749476300","[RMS] STOLEN VEH-PASSENGER VEHICLE","40.5372526378863","{'type': 'Point', 'coordinates': [-111.844903838645, 40.5372526378863]}","-111.844903838645","Theft of Vehicle","UT","2016-02-22T20:06:28.000",
"40","9000 Block MONROE ST","SY201610","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","1","2016-01-01T01:40:00.000","LARC-FRM MOTOR VEH (PROWL)","749476303","[RMS] LARC-FRM MOTOR VEH (PROWL)","40.5867400760369","{'type': 'Point', 'coordinates': [-111.894946961479, 40.5867400760369]}","-111.894946961479","Theft","UT","2016-02-22T20:06:23.000",
"41","10700 Block S 580 E","SY201644","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","2","2016-01-01T02:30:00.000","LARC-FRM MOTOR VEH (PROWL)","749476312","[RMS] LARC-FRM MOTOR VEH (PROWL)","40.5565073464139","{'type': 'Point', 'coordinates': [-111.873971132521, 40.5565073464139]}","-111.873971132521","Theft","UT","2016-02-22T20:06:23.000",
"42","9700 Block S 700 E","SY201616","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","2","2016-01-01T02:55:00.000","TRAF-ALCOHOL IN OR ABOUT A VEH","749476299","[RMS] TRAF-ALCOHOL IN OR ABOUT A VEH","40.5736786729454","{'type': 'Point', 'coordinates': [-111.870861585284, 40.5736786729454]}","-111.870861585284","Traffic","UT","2016-02-22T20:06:29.000",
"43","300 Block E 11000 S","SY20161151","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","6","2016-01-01T06:00:00.000","DAMAGED PROP-FREE TEXT","749476308","[RMS] DAMAGED PROP-FREE TEXT","40.5517632069451","{'type': 'Point', 'coordinates': [-111.880206526676, 40.5517632069451]}","-111.880206526676","Property Crime","UT","2016-02-22T20:06:21.000",
"44","9400 Block RIVERSIDE DR","SY201636439","SANDY CITY",,"2016-07-23T08:25:14.000","Wednesday","18","2016-07-20T18:00:00.000","PUB PEACE-ANIMAL BITES","765870120","[RMS] PUB PEACE-ANIMAL BITES","40.5806509474849","{'type': 'Point', 'coordinates': [-111.915071886559, 40.5806509474849]}","-111.915071886559","Disorder","UT","2016-08-19T10:30:13.000",
"45","10100 Block EASTDELL DR","SY201636331","SANDY CITY",,"2016-07-22T08:25:07.000","Wednesday","18","2016-07-20T18:47:00.000","FRAUD-IDENTITY THEFT","765794006","[RMS] FRAUD-IDENTITY THEFT","40.5667686084033","{'type': 'Point', 'coordinates': [-111.822953443971, 40.5667686084033]}","-111.822953443971","Theft","UT","2016-08-19T10:30:13.000",
"46","8300 Block WAYSIDE DR","SY201637414","SANDY CITY",,"2016-07-30T08:26:15.000","Tuesday","9","2016-07-26T09:48:00.000","FRAUD-IDENTITY THEFT","766451037","[RMS] FRAUD-IDENTITY THEFT","40.5994903121225","{'type': 'Point', 'coordinates': [-111.856345831262, 40.5994903121225]}","-111.856345831262","Theft","UT","2016-08-25T10:30:10.000",
"47","8700 Block S 700 E","SY201637798","SANDY CITY",,"2016-07-30T08:26:15.000","Tuesday","17","2016-07-26T17:00:00.000","DRUG-FOUND/SURRENDERED","766451046","[RMS] DRUG-FOUND/SURRENDERED","40.5935329004976","{'type': 'Point', 'coordinates': [-111.871689714281, 40.5935329004976]}","-111.871689714281","Drugs","UT","2016-08-25T10:30:11.000",
"48","1 Block E 11400 S","SY201650929","SANDY CITY",,"2016-10-13T08:32:40.000","Tuesday","8","2016-10-11T08:45:00.000","FRAUD-IDENTITY THEFT","776880689","[RMS] FRAUD-IDENTITY THEFT","40.5455676407309","{'type': 'Point', 'coordinates': [-111.88945530643, 40.5455676407309]}","-111.88945530643","Theft","UT","2016-11-10T11:30:11.000",
"49","9400 Block RIVERSIDE DR","SY201829233","SANDY CITY",,"2018-06-28T10:30:22.000","Thursday","0","2018-06-14T00:01:00.000","FRAUD-BY WIRE","861388877","[RMS] FRAUD-BY WIRE","40.58065094748495","{'type': 'Point', 'coordinates': [-111.91507188655906, 40.58065094748495]}","-111.91507188655906","Theft","UT","2018-06-28T10:30:59.000",
"50","9600 Block ASPEN HILLS CIR","SY201760807","SANDY CITY",,"2017-12-08T11:30:25.000","Thursday","8","2017-12-07T08:37:00.000","FRAUD-BY WIRE","828540517","[RMS] FRAUD-BY WIRE","40.575913157425276","{'type': 'Point', 'coordinates': [-111.825516583931, 40.5759131574253]}","-111.82551658393095","Theft","UT","2018-01-07T12:19:32.000",
"51","8300 Block S 700 E","SY201762729","SANDY CITY",,"2018-01-03T11:30:18.000","Thursday","17","2017-12-14T17:30:00.000","FRAUD-IDENTITY THEFT","830766913","[RMS] FRAUD-IDENTITY THEFT","40.59917864558556","{'type': 'Point', 'coordinates': [-111.87186453309, 40.5991786455856]}","-111.87186453309049","Theft","UT","2018-01-13T11:30:59.000",
"52","400 Block W 9000 S","SY201762425","SANDY CITY",,"2017-12-19T11:30:27.000","Saturday","2","2017-12-16T02:30:00.000","ROBBERY","829321077","[RMS] ROBBERY","40.58750579536421","{'type': 'Point', 'coordinates': [-111.903052283735, 40.5875057953642]}","-111.90305228373498","Robbery","UT","2018-01-20T00:36:05.000",
"53","8600 Block HARRISON ST","SY201836313","SANDY CITY",,"2018-08-08T10:30:29.000","Friday","18","2018-08-03T18:27:00.000","FRAUD-IDENTITY THEFT","866455769","[RMS] FRAUD-IDENTITY THEFT","40.59480903088925","{'type': 'Point', 'coordinates': [-111.900142814999, 40.59480903088925]}","-111.900142814999","Theft","UT","2019-03-08T11:32:56.000",
"54","10200 Block GOLDEN WILLOW DR","SY2016453","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","12","2016-01-01T12:00:00.000","LARC-FRM MOTOR VEH (PROWL)","749476321","[RMS] LARC-FRM MOTOR VEH (PROWL)","40.5643769326724","{'type': 'Point', 'coordinates': [-111.885063728034, 40.5643769326724]}","-111.885063728034","Theft","UT","2016-02-22T20:06:23.000",
"55","10600 Block S 700 E","SY20163106","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","12","2016-01-01T12:23:00.000","DAMAGED PROP-FREE TEXT","749476324","[RMS] DAMAGED PROP-FREE TEXT","40.5574203808941","{'type': 'Point', 'coordinates': [-111.87257260461, 40.5574203808941]}","-111.87257260461","Property Crime","UT","2016-02-22T20:06:21.000",
"56","800 Block JOHNSONWAY DR","SY201654","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","12","2016-01-01T12:28:00.000","PUB ORD-FOUND PROPERTY","749476313","[RMS] PUB ORD-FOUND PROPERTY","40.5966823201081","{'type': 'Point', 'coordinates': [-111.867889956792, 40.5966823201081]}","-111.867889956792","Disorder","UT","2016-02-22T20:06:25.000",
"57","7900 Block S 1300 E","SY201658","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","13","2016-01-01T13:16:00.000","TRAF-HIT AND RUN","749476298","[RMS] TRAF-HIT AND RUN","40.606630405736","{'type': 'Point', 'coordinates': [-111.853430008255, 40.606630405736]}","-111.853430008255","Traffic","UT","2016-02-22T20:06:29.000",
"58","900 Block E 9000 S","SY2016407","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","14","2016-01-01T14:00:00.000","BURG-NO FORCE ENTRY NON RESIDE","749476304","[RMS] BURG-NO FORCE ENTRY NON RESIDE","40.5881626474146","{'type': 'Point', 'coordinates': [-111.865071666856, 40.5881626474146]}","-111.865071666856","Breaking & Entering","UT","2016-02-22T20:06:20.000",
"59","2400 Block WILLOW HILLS DR","SY201670","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","14","2016-01-01T14:57:00.000","LARC-FROM YARDS","749476314","[RMS] LARC-FROM YARDS","40.5906994627174","{'type': 'Point', 'coordinates': [-111.819754278541, 40.5906994627174]}","-111.819754278541","Theft","UT","2016-02-22T20:06:23.000",
"60","9000 Block RIVERSIDE DR","SY201625380","SANDY CITY",,"2016-06-02T08:17:33.000","Saturday","14","2016-05-28T14:41:00.000","ROBBERY","761106251","[RMS] ROBBERY","40.5877794216236","{'type': 'Point', 'coordinates': [-111.909642651667, 40.5877794216236]}","-111.909642651667","Robbery","UT","2016-06-28T10:30:09.000",
"61","9400 Block S 700 E","SY20186549","SANDY CITY",,"2018-02-14T11:30:18.000","Thursday","12","2018-02-08T12:00:00.000","DRUG-FORGED/ALTERED PRESCRIP","834187735","[RMS] DRUG-FORGED/ALTERED PRESCRIP","40.580093613411655","{'type': 'Point', 'coordinates': [-111.87172446887386, 40.580093613411655]}","-111.87172446887386","Drugs","UT","2018-03-10T11:31:34.000",
"62","2300 Block ALTA CYN DR","SY201658949","SANDY CITY",,"2016-12-02T09:33:46.000","Wednesday","0","2016-11-30T00:00:00.000","FRAUD-IDENTITY THEFT","782931038","[RMS] FRAUD-IDENTITY THEFT","40.59524268971401","{'type': 'Point', 'coordinates': [-111.822620208858, 40.595242689714]}","-111.82262020885815","Theft","UT","2016-12-30T11:30:11.000",
"63","9200 Block STERLING DR","SY20186987","SANDY CITY",,"2018-02-15T11:30:22.000","Monday","15","2018-02-12T15:54:00.000","FRAUD-IDENTITY THEFT","834254697","[RMS] FRAUD-IDENTITY THEFT","40.58316343642719","{'type': 'Point', 'coordinates': [-111.84628808252539, 40.58316343642719]}","-111.84628808252539","Theft","UT","2018-03-14T10:31:00.000",
"64","10500 Block WASATCH BLVD","SY201675","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","15","2016-01-01T15:42:00.000","TRAF-DRIVING UNDER ALCOHOL/CLB","749476293","[RMS] TRAF-DRIVING UNDER ALCOHOL/CLB","40.5600685872333","{'type': 'Point', 'coordinates': [-111.800068505233, 40.5600685872333]}","-111.800068505233","Traffic","UT","2016-02-22T20:06:29.000",
"65","10400 Block STATE ST","SY201698","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","16","2016-01-01T16:00:00.000","PUB ORD-CITIZEN ASSIST","749476319","[RMS] PUB ORD-CITIZEN ASSIST","40.5630588373935","{'type': 'Point', 'coordinates': [-111.894305981066, 40.5630588373935]}","-111.894305981066","Disorder","UT","2016-02-22T20:06:25.000",
"66","2100 Block E 9400 S","SY201682","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","16","2016-01-01T16:37:00.000","LARC-SHOPLIFT","749476311","[RMS] LARC-SHOPLIFT","40.5816012147551","{'type': 'Point', 'coordinates': [-111.82925180692, 40.5816012147551]}","-111.82925180692","Theft","UT","2016-02-22T20:06:24.000",
"67","9500 Block S 700 E","SY201697","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","16","2016-01-01T16:40:00.000","LARC-FROM BUILDING","749476318","[RMS] LARC-FROM BUILDING","40.5783870339725","{'type': 'Point', 'coordinates': [-111.868871239896, 40.5783870339725]}","-111.868871239896","Theft","UT","2016-02-22T20:06:23.000",
"68","10400 Block STATE ST","SY201679","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","16","2016-01-01T16:59:00.000","LARC-SHOPLIFT","749476296","[RMS] LARC-SHOPLIFT","40.5614052628028","{'type': 'Point', 'coordinates': [-111.893000777543, 40.5614052628028]}","-111.893000777543","Theft","UT","2016-02-22T20:06:24.000",
"69","1500 Block RIDGEMARK DR","SY2016736","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","17","2016-01-01T17:00:00.000","BURG-NO FORCE ENTRY RESIDENCE","749476302","[RMS] BURG-NO FORCE ENTRY RESIDENCE","40.5748850477072","{'type': 'Point', 'coordinates': [-111.846174056935, 40.5748850477072]}","-111.846174056935","Breaking & Entering","UT","2016-02-22T20:06:20.000",
"70","11600 Block S 1700 E","SY201689","SANDY CITY",,"2016-02-09T21:25:50.000","Friday","18","2016-01-01T18:13:00.000","TRAF-REPORTABLE ACCIDENT","749476295","[RMS] TRAF-REPORTABLE ACCIDENT","40.5397703774914","{'type': 'Point', 'coordinates': [-111.842829801258, 40.5397703774914]}","-111.842829801258","Traffic","UT","2016-02-22T20:06:29.000",
"71","300 Block E 10195 S","SY201845879","SANDY CITY",,"2018-10-05T10:30:32.000","Sunday","11","2018-09-30T11:46:00.000","ALCOHOL-PUBLIC INTOXICATION","880049869","[RMS] ALCOHOL-PUBLIC INTOXICATION","40.565989619742574","{'type': 'Point', 'coordinates': [-111.88042979152168, 40.565989619742574]}","-111.88042979152168","Other","UT","2018-10-05T10:31:06.000",
