"objectid","layer_id","id","route","dir","start_accum","end_accum","miles","location","region","surface_ty","surf_area","yr_ovl","yr_surf","oci_12","oci_11","oci_10","oci_09","oci_08","oci_07","oci_06","oci_05","oci_04","ride_12","ride_11","ride_10","ride_09","ride_08","ride_07","ride_06","ride_05","ride_04","rut_12","rut_11","rut_10","rut_09","rut_08","rut_07","rut_06","rut_05","rut_04","env_12","env_11","env_10","env_09","env_08","env_07","env_06","env_05","env_04","wpck_12","wpck_11","wpck_10","wpck_09","wpck_08","wpck_07","wpck_06","wpck_05","wpck_04","jtsp_12","jtsp_11","jtsp_10","jtsp_09","jtsp_08","jtsp_07","jtsp_06","jtsp_05","jtsp_04","falt_12","falt_11","falt_10","falt_09","falt_08","falt_07","falt_06","falt_05","falt_04","slab_12","slab_11","slab_10","slab_09","slab_08","slab_07","conk_06","conk_05","conk_04","err_cd"
"48059746","30","1474","0269P","One Way","1.494","1.807","0.313","300 W to I-15 1 Way WB on 500 S","2","Asphalt","8.288","1995","2012","79.3522","83.98831","79.07718","85.30297","77.4982","69.9","83.6","87.59167","85.55833","66.08435","61.58447","67.64728","68.65815","46.70189","49.6","49.4","66.2","51.4","88.51996","86.64745","84.51996","88.16519","65.00499","85","85","84.16667","90.83333","76.28118","89.19904","72.87869","89.80178","99.99269","70","100","100","100","86.52333","98.52228","91.26279","94.58677","98.29325","75","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48059747","30","1475","0269P","One Way","0.905","1.494","0.589","SR-89 State St to 300 W 1 Way WB on 500 S","2","Asphalt","8.288","1995","2009","76.74296","81.83773","80.83151","59.88127","74.71402","69.9","83.6","87.59167","85.55833","66.41154","64.08896","71.38065","64.53786","46.70189","49.6","49.4","66.2","51.4","88.51996","86.64745","84.51996","88.16519","65.00499","85","85","84.16667","90.83333","83.99565","88.32692","82.62172","0","95.86549","70","100","100","100","68.04467","88.28758","84.80372","86.82203","91.2837","75","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48059748","30","1476","0269P","One Way","0.462","0.904","0.442","200 W to SR-89 State St 1 Way EB on 600 S","2","Asphalt","3.046","1986","2009","85.00861","84.61876","85.45845","88.81121","70.11294","81.29167","83.475","85.63333","86.5","60.42624","64.02715","67.07692","65.93394","54.54129","41","46.4","54.2","56","87.64381","83.91593","91.17257","90.87721","64.11443","84.16667","87.5","88.33333","90","95.8826","91.93189","84.81933","98.70081","83.82801","100","100","100","100","96.08179","98.60008","98.76498","99.7329","77.96804","100","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48059749","30","1358","0248P","Both","0.816","3.118","2.302","Park City HS to SR-40","2","Asphalt","11.67","1988","2011","93.2694","63.5061","69.4172","66.57583","84.24962","89.09956","91.48755","79.65096","95.86499","87.76855","75.09004","77.61898","78.02182","80.16994","81.26307","80.17239","83.40493","83.45995","88.06977","71.4891","72.78269","74.62604","74.51021","86.39212","85.77781","85.73497","100","98.06119","47.11725","53.87974","53.4226","84.57377","90","100","100","100","99.17809","60.32803","73.38738","60.23285","97.74454","98.74306","100","49.46393","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48059750","30","1359","0248P","Both","0","0.816","0.816","SR-224 to Park City HS","2","Asphalt","3.7","1988","2007","85.61995","66.00864","51.11384","78.62117","82.65669","93.93333","87.55","82.07396","93.05","58.40392","72.58627","68.53922","68.7451","74.44","82.4","62.2","72.4","72.2","89.7","77.9","83","82.7","81.7","93.33333","88","89.33333","100","95.99054","35.52993","46.60633","73.6346","85.74903","100","100","70","100","98.38535","78.01835","6.3098","89.40498","88.73775","100","100","96.5625","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48059751","30","1360","0244P","Both","0","0.91","0.91","SR-6 to SR-6 Helper Main Street","4","Asphalt","3","1940","2010","73.58821","62.82142","87.22747","85.47239","86.29419","50.26667","84.61667","83.95625","75.85","54.47033","52.12747","63.48132","58.95385","62.37183","46.4","51.8","59.2","53.4","85.1978","82.28571","85.42857","87.48352","93.12821","84.66667","86.66667","86","100","86.1229","32.95649","100","98.10606","92.57155","70","100","100","50","68.56182","83.91602","100","97.34612","97.10519","0","100","90.625","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-4"
"48059752","30","1361","0243P","Both","0","1.397","1.397","SR-89 Logan Cyn to Beaver Mountain Ski Area","1","Asphalt","3.41","1950","2004","78.02986","66.59223","81.30647","76.40717","81.55237","83.39167","84.6","86.51667","87.85","52.06908","37.03737","53.86628","36.4879","54.24166","69.4","58.4","64.4","66.4","83.70508","69.733","83.88261","73.39728","84.94499","74.16667","90","91.66667","95","90.4108","73.19772","89.6476","96.29934","88.05361","90","90","90","90","85.93447","86.40084","97.8294","99.44416","98.96923","100","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48059753","30","1362","0241P","Both","0","0.415","0.415","SR-114 Geneva Rd to I-15 1600 N Orem","3","Asphalt","1.7716","2012","2012","72.08466","66.32042","67.53742","69.28153","87.35","75.68333","87.58333","94.01667","89.2","0","58.02892","68.8","60.29398","69.4","69.4","72","89.4","56.8","89.93023","80.37349","83.90361","85.57831","80","83.33333","88.33333","86.66667","100","99.0112","54.02467","44.17474","60.24072","100","50","90","100","100","99.39721","72.85461","73.27134","71.01311","100","100","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48059742","30","1429","0262P","Both","12.1","16","3.9","MP 12.1 to McCracken Mesa","4","Asphalt","8.13","1963","2012","60.09802","60.75638","58.1109","67.63371","77.13487","76.60423","77.5912","74.14456","80.81371","44.32821","48.73999","46.52883","49.42012","47.69147","41.9953","48.14965","62.13919","58.28989","72.76923","70.21855","71.63354","74.64146","70.73333","64.4216","72.21516","65.40768","100","49.97167","44.07211","34.87635","66.61318","90.76494","100","90","70","70","73.32297","79.99488","79.40489","79.86008","99.34972","100","100","99.03136","94.96493","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48059743","30","1471","0271P","Both","0","5.647","5.647","SR-274 Parowan to I-15 Paragonah","4","Asphalt","14","1980","2004","54.45263","67.34892","70.99823","66.10927","83.97741","71.26196","78.0703","85.79428","87.24011","63.56444","61.14624","64.25118","62.12502","65.24244","55.47498","60.34372","70.00004","69.90838","87.54702","84.74907","86.85231","86.20737","83.55556","79.57287","81.93749","83.17709","89.05206","39.06328","41.5896","42.65632","41.48634","88.87984","50","70","90","90","27.63577","81.91076","90.23313","74.61834","98.2318","100","100","100","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
