"incident_id","case_number","incident_datetime","incident_type_primary","incident_description","clearance_type","address_1","address_2","city","state","zip","country","latitude","longitude","created_at","updated_at","location","hour_of_day","day_of_week","parent_incident_type"
"833337606","C1854851","2018-02-03T01:50:43.000","CAD: Susp Circumstance","Susp Circumstance",,"400 Block S 1800 E",,"FRUIT HEIGHTS","UT","84037",,"41.0273332","-111.897458","2018-02-04T07:21:48.000","2018-02-18T06:05:01.000","POINT (-111.897458 41.0273332)","1","Saturday","Community Policing"
"833337608","C1854828","2018-02-03T00:34:03.000","CAD: Susp Circumstance","Susp Circumstance",,"600 Block N HIGHWAY 89",,"FRUIT HEIGHTS","UT","84037",,"41.0457338999999","-111.9100282","2018-02-04T07:21:48.000","2018-02-18T06:05:01.000","POINT (-111.9100282 41.0457339)","0","Saturday","Community Policing"
"862179129","C1917814","2018-07-06T15:44:00.000","CAD: Traffic Stop","Traffic Stop",,"3000 Block W 3700 S",,"COUNTY NW","UT","84067",,"41.1703233","-112.0236672","2018-07-07T06:36:00.000","2018-07-16T18:01:00.000","POINT (-112.0236672 41.1703233)","15","Friday","Vehicle Stop"
"861946546","C1916376","2018-07-03T03:15:00.000","CAD: Susp Circumstance","Susp Circumstance",,"500 Block N 3500 W",,"WEST POINT","UT","84015",,"41.1213529","-112.093098","2018-07-04T06:47:00.000","2018-07-16T18:01:00.000","POINT (-112.093098 41.1213529)","3","Tuesday","Community Policing"
"868784686","C1940736","2018-08-30T06:40:00.000","CAD: Traffic Stop","Traffic Stop",,"SB 15 MM 312",,"OUTSIDE DC","UT",,,"38.9071923","-77.0368707","2018-08-31T06:03:00.000","2018-09-13T21:40:00.000","POINT (-77.0368707 38.9071923)","6","Thursday","Vehicle Stop"
"876948012","C1945110","2018-09-10T17:02:00.000","CAD: Traffic Stop","Traffic Stop",,"NB 15 5600 S",,"OUTSIDE DC","UT",,,"38.9071923","-77.0368707","2018-09-11T06:10:00.000","2018-09-24T21:40:00.000","POINT (-77.0368707 38.9071923)","17","Monday","Vehicle Stop"
"878562692","C1949221","2018-09-20T15:16:00.000","CAD: Traffic Stop","Traffic Stop",,"5700 Block S 1900 W",,"OUTSIDE DC","UT",,,"38.9071923","-77.0368707","2018-09-21T06:26:00.000","2018-10-03T10:46:00.000","POINT (-77.0368707 38.9071923)","15","Thursday","Vehicle Stop"
"863173501","C1919126","2018-07-09T22:37:00.000","CAD: Traffic Stop","Traffic Stop",,"N FORT LN & E HWY 193",,"COUNTY NE","UT",,,"39.3209801","-111.0937311","2018-07-10T06:07:00.000","2018-07-23T21:07:00.000","POINT (-111.0937311 39.3209801)","22","Monday","Vehicle Stop"
"831674002","C1847165","2018-01-15T15:01:00.000","CAD: Traffic Stop","Traffic Stop",,"900 Block S MOUNTAIN RD",,"FRUIT HEIGHTS","UT","84037",,"41.0206758","-111.9073558","2018-01-16T07:40:00.000","2018-01-30T06:04:00.000","POINT (-111.9073558 41.0206758)","15","Monday","Vehicle Stop"
"868784693","C1940696","2018-08-30T00:28:00.000","CAD: Traffic Stop","Traffic Stop",,"1 Block W 1800 N",,"SUNSET","UT","84015",,"41.1396619","-112.0279356","2018-08-31T06:03:00.000","2018-09-13T21:40:00.000","POINT (-112.0279356 41.1396619)","0","Thursday","Vehicle Stop"
