"column_0","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"0",,"16-5647","Roy",,,"2016-03-05T07:25:04.000","Friday","11","2016-03-04T11:13:53.000","ALARM-BURGLAR","751766860","Alarm",,,,"Other","UT","2016-03-18T08:51:09.000",
"129",,"16-5048","Roy",,,"2016-02-28T07:24:10.000","Saturday","13","2016-02-27T13:54:08.000","TRAFFIC STOP (10-60)","751029830","Traffic",,,,"Traffic","UT","2016-03-12T09:51:09.000",
"130",,"16-5053","Roy",,,"2016-02-28T07:24:10.000","Saturday","14","2016-02-27T14:16:06.000","KEEP THE PEACE","751029833","Other",,,,"Other","UT","2016-03-12T09:51:09.000",
"131",,"16-5061","Roy",,,"2016-02-28T07:24:10.000","Saturday","16","2016-02-27T16:44:29.000","TRAFFIC STOP (10-60)","751029835","Traffic",,,,"Traffic","UT","2016-03-12T09:51:09.000",
"132",,"16-5066","Roy",,,"2016-02-28T07:24:10.000","Saturday","17","2016-02-27T17:31:02.000","TRAFFIC STOP (10-60)","751029838","Traffic",,,,"Traffic","UT","2016-03-12T09:51:09.000",
"1","1800 Block W RIVERDALE RD","16-2728","ROY",,,"2016-02-03T07:31:24.000","Monday","3","2016-02-01T03:25:08.000","TRAFFIC STOP (10-60)","748869159","Traffic","41.1687506","{'type': 'Point', 'coordinates': [-112.0235265, 41.1687506]}","-112.0235265","Traffic","UT","2016-02-15T09:51:38.000","84067"
"2","3800 Block S 1900 W","16-2729","ROY",,,"2016-02-03T07:31:24.000","Monday","3","2016-02-01T03:34:19.000","TRAFFIC STOP (10-60)","748869160","Traffic","41.1937742","{'type': 'Point', 'coordinates': [-112.0231243, 41.1937742]}","-112.0231243","Traffic","UT","2016-02-15T09:51:38.000","84067"
"3","2900 Block W 5600 S","16-2731","ROY",,,"2016-02-03T07:31:24.000","Monday","4","2016-02-01T04:58:46.000","TRAFFIC STOP (10-60)","748869161","Traffic","41.1616656","{'type': 'Point', 'coordinates': [-112.0506706, 41.1616656]}","-112.0506706","Traffic","UT","2016-02-15T09:51:38.000","84067"
"4","5400 Block S 2100 W","16-2733","ROY",,,"2016-02-03T07:31:24.000","Monday","7","2016-02-01T07:48:48.000","THEFT (10-92)","748869162","Theft","41.1647331","{'type': 'Point', 'coordinates': [-112.0308038, 41.1647331]}","-112.0308038","Theft","UT","2016-02-15T09:51:38.000","84067"
"5","3300 Block W 6000 S","16-2734","ROY",,,"2016-02-03T07:31:24.000","Monday","7","2016-02-01T07:51:49.000","TRAFFIC STOP (10-60)","748869163","Traffic","41.1544455","{'type': 'Point', 'coordinates': [-112.0595273, 41.1544455]}","-112.0595273","Traffic","UT","2016-02-15T09:51:38.000","84067"
"6","2100 Block W 4800 S","16-2738","ROY",,,"2016-02-03T07:31:24.000","Monday","8","2016-02-01T08:55:08.000","COMMUNITY POLICING","748869164","Community Policing","41.1764593","{'type': 'Point', 'coordinates': [-112.0316888, 41.1764593]}","-112.0316888","Proactive Policing","UT","2016-02-15T09:51:38.000","84067"
"7","4800 Block S 3500 W","16-2740","ROY",,,"2016-02-03T07:31:24.000","Monday","9","2016-02-01T09:44:33.000","TRAFFIC STOP (10-60)","748869165","Traffic","41.1748167","{'type': 'Point', 'coordinates': [-112.0644221, 41.1748167]}","-112.0644221","Traffic","UT","2016-02-15T09:51:38.000","84067"
"8","4800 Block S 1900 W","16-2742","ROY",,,"2016-02-03T07:31:24.000","Monday","10","2016-02-01T10:03:42.000","TRAFFIC STOP (10-60)","748869166","Traffic","41.1751718","{'type': 'Point', 'coordinates': [-112.0259741, 41.1751718]}","-112.0259741","Traffic","UT","2016-02-15T09:51:38.000","84067"
"9","1900 Block W 4700 S","16-2748","ROY",,,"2016-02-03T07:31:24.000","Monday","11","2016-02-01T11:03:29.000","TRAFFIC STOP (10-60)","748869167","Traffic","41.178247","{'type': 'Point', 'coordinates': [-112.027066, 41.178247]}","-112.027066","Traffic","UT","2016-02-15T09:51:38.000","84067"
"10","3900 Block W 5700 S","16-2750","ROY",,,"2016-02-03T07:31:24.000","Monday","11","2016-02-01T11:30:00.000","BURGLARY (10-91)","748869168","Breaking & Entering","41.159538","{'type': 'Point', 'coordinates': [-112.074342, 41.159538]}","-112.074342","Breaking & Entering","UT","2016-02-15T09:51:38.000","84067"
"11","2000 Block W 5600 S","16-2753","ROY",,,"2016-02-03T07:31:24.000","Monday","11","2016-02-01T11:43:01.000","TRAFFIC STOP (10-60)","748869169","Traffic","41.1616937","{'type': 'Point', 'coordinates': [-112.028451, 41.1616937]}","-112.028451","Traffic","UT","2016-02-15T09:51:38.000","84067"
"12","2100 Block W 4800 S","16-2754","ROY",,,"2016-02-03T07:31:24.000","Monday","11","2016-02-01T11:49:48.000","TRAFFIC ACCIDENT PRIVATE PROPERTY (10-50PD)","748869170","Traffic","41.1764593","{'type': 'Point', 'coordinates': [-112.0316888, 41.1764593]}","-112.0316888","Traffic","UT","2016-02-15T09:51:38.000","84067"
"13","6100 Block S I 15 SB FWY","16-2755","ROY",,,"2016-02-03T07:31:24.000","Monday","11","2016-02-01T11:51:10.000","TRAFFIC STOP (10-60)","748869171","Traffic","41.1616108","{'type': 'Point', 'coordinates': [-112.0263313, 41.1616108]}","-112.0263313","Traffic","UT","2016-02-15T09:51:38.000",
"14","5800 Block S 3500 W","16-2767","ROY",,,"2016-02-03T07:31:24.000","Monday","14","2016-02-01T14:06:37.000","TRAFFIC STOP (10-60)","748869172","Traffic","41.1577496","{'type': 'Point', 'coordinates': [-112.0644331, 41.1577496]}","-112.0644331","Traffic","UT","2016-02-15T09:51:38.000","84067"
"15","5500 Block S 1900 W","16-2768","ROY",,,"2016-02-03T07:31:24.000","Monday","14","2016-02-01T14:08:04.000","TRAFFIC STOP (10-60)","748869173","Traffic","41.163584","{'type': 'Point', 'coordinates': [-112.025525, 41.163584]}","-112.025525","Traffic","UT","2016-02-15T09:51:38.000","84067"
"16","4200 Block W 5050 S","16-2771","ROY",,,"2016-02-03T07:31:24.000","Monday","14","2016-02-01T14:46:09.000","TRAFFIC STOP (10-60)","748869174","Traffic","41.1717196","{'type': 'Point', 'coordinates': [-112.081532, 41.1717196]}","-112.081532","Traffic","UT","2016-02-15T09:51:38.000","84067"
"17","4800 Block S 4300 W","16-2773","ROY",,,"2016-02-03T07:31:24.000","Monday","14","2016-02-01T14:59:24.000","TRAFFIC STOP (10-60)","748869175","Traffic","41.1848964","{'type': 'Point', 'coordinates': [-112.0951863, 41.1848964]}","-112.0951863","Traffic","UT","2016-02-15T09:51:38.000","84401"
"18","4800 Block S 4300 W","16-2774","ROY",,,"2016-02-03T07:31:24.000","Monday","15","2016-02-01T15:10:32.000","TRAFFIC STOP (10-60)","748869176","Traffic","41.1752778","{'type': 'Point', 'coordinates': [-112.0835901, 41.1752778]}","-112.0835901","Traffic","UT","2016-02-15T09:51:38.000","84315"
"19","2000 Block W 4800 S","16-2776","ROY",,,"2016-02-03T07:31:24.000","Monday","15","2016-02-01T15:22:12.000","TRAFFIC STOP (10-60)","748869177","Traffic","41.1761861","{'type': 'Point', 'coordinates': [-112.0284289, 41.1761861]}","-112.0284289","Traffic","UT","2016-02-15T09:51:38.000","84067"
"20","5100 Block S 4300 W","16-2777","ROY",,,"2016-02-03T07:31:24.000","Monday","15","2016-02-01T15:23:55.000","TRAFFIC STOP (10-60)","748869178","Traffic","41.1703943","{'type': 'Point', 'coordinates': [-112.0836574, 41.1703943]}","-112.0836574","Traffic","UT","2016-02-15T09:51:38.000","84067"
"21","5600 Block S 2050 W","16-4127","ROY",,,"2016-02-19T07:25:14.000","Thursday","2","2016-02-18T02:55:01.000","ALARM-BURGLAR","750270145","Alarm","41.160745","{'type': 'Point', 'coordinates': [-112.028959, 41.160745]}","-112.028959","Other","UT","2016-03-03T09:51:08.000","84067"
"22","5800 Block S 1900 W","16-4128","ROY",,,"2016-02-19T07:25:14.000","Thursday","2","2016-02-18T02:55:59.000","ALARM-BURGLAR","750270146","Alarm","41.1561211","{'type': 'Point', 'coordinates': [-112.0267484, 41.1561211]}","-112.0267484","Other","UT","2016-03-03T09:51:08.000","84067"
"23","5400 Block S 2100 W","16-4129","ROY",,,"2016-02-19T07:25:14.000","Thursday","3","2016-02-18T03:02:34.000","ALARM-BURGLAR","750270147","Alarm","41.1647331","{'type': 'Point', 'coordinates': [-112.0308038, 41.1647331]}","-112.0308038","Other","UT","2016-03-03T09:51:08.000","84067"
"24","5300 Block S 2300 W","16-4131","ROY",,,"2016-02-19T07:25:14.000","Thursday","4","2016-02-18T04:33:48.000","SUSPICIOUS CIRCUMSTANCE-IN PROGRESS","750270148","Other","41.167028","{'type': 'Point', 'coordinates': [-112.035249, 41.167028]}","-112.035249","Other","UT","2016-03-03T09:51:08.000","84067"
"25","4900 Block S 4075 W","16-4134","ROY",,,"2016-02-19T07:25:14.000","Thursday","5","2016-02-18T05:13:31.000","CRIMINAL MISCHIEF (10-64)","750270149","Disorder","41.17291","{'type': 'Point', 'coordinates': [-112.078198, 41.17291]}","-112.078198","Quality of Life","UT","2016-03-03T09:51:08.000","84067"
"26","4900 Block S 3050 W","16-4135","ROY",,,"2016-02-19T07:25:14.000","Thursday","6","2016-02-18T06:59:34.000","DISTURBANCE (10-74)","750270150","Disorder","41.1733104","{'type': 'Point', 'coordinates': [-112.0530947, 41.1733104]}","-112.0530947","Quality of Life","UT","2016-03-03T09:51:08.000","84067"
"27","5000 Block S 3925 W","16-4136","ROY",,,"2016-02-19T07:25:14.000","Thursday","7","2016-02-18T07:30:32.000","ALARM-BURGLAR","750270151","Alarm","41.169414","{'type': 'Point', 'coordinates': [-112.074968, 41.169414]}","-112.074968","Other","UT","2016-03-03T09:51:08.000","84067"
"28","5400 Block S 2100 W","16-4138","ROY",,,"2016-02-19T07:25:14.000","Thursday","7","2016-02-18T07:38:21.000","SUSPICIOUS VEHICLE (10-47 VEHICLE)","750270152","Other","41.1647331","{'type': 'Point', 'coordinates': [-112.0308038, 41.1647331]}","-112.0308038","Other","UT","2016-03-03T09:51:08.000","84067"
"29","4900 Block S 3050 W","16-4141","ROY",,,"2016-02-19T07:25:14.000","Thursday","8","2016-02-18T08:26:21.000","DISTURBANCE-NEIGHBOR (10-74)","750270153","Disorder","41.1733104","{'type': 'Point', 'coordinates': [-112.0530947, 41.1733104]}","-112.0530947","Quality of Life","UT","2016-03-03T09:51:08.000","84067"
"30","W 4400 S & AIRPORT RD","16-4142","ROY",,,"2016-02-19T07:25:14.000","Thursday","8","2016-02-18T08:29:45.000","SUSPICIOUS PERSON (10-47 PERSON)","750270154","Other","41.1762152","{'type': 'Point', 'coordinates': [-112.0207295, 41.1762152]}","-112.0207295","Other","UT","2016-03-03T09:51:08.000","84067"
"31","4000 Block W 5060 S","16-4146","ROY",,,"2016-02-19T07:25:14.000","Thursday","9","2016-02-18T09:16:50.000","CRIMINAL MISCHIEF (10-64)","750270155","Disorder","41.171126","{'type': 'Point', 'coordinates': [-112.075797, 41.171126]}","-112.075797","Quality of Life","UT","2016-03-03T09:51:08.000","84067"
"32","5500 Block S 3100 W","16-3157","ROY",,,"2016-02-09T07:26:48.000","Saturday","4","2016-02-06T04:16:19.000","ALARM-BURGLAR","749426583","Alarm","41.163353","{'type': 'Point', 'coordinates': [-112.054408, 41.163353]}","-112.054408","Other","UT","2016-02-20T09:51:12.000","84067"
"33",,"16-5097","Roy",,,"2016-02-28T07:24:10.000","Saturday","21","2016-02-27T21:35:33.000","TRAFFIC STOP (10-60)","751029849","Traffic",,,,"Traffic","UT","2016-03-12T09:51:10.000",
"34",,"16-5266","Roy",,,"2016-03-01T07:24:26.000","Monday","18","2016-02-29T18:18:37.000","DRUG VIOLATIONS","751217893","Drugs",,,,"Quality of Life","UT","2016-03-14T08:51:07.000",
"35","5400 Block S 2100 W","16-4869","ROY",,,"2016-02-26T07:24:16.000","Friday","0","2016-02-26T00:11:10.000","SUSPICIOUS CIRCUMSTANCE (10-47 CIRCUMSTANCE)","750855570","Other","41.16434","{'type': 'Point', 'coordinates': [-112.030458, 41.16434]}","-112.030458","Other","UT","2016-03-10T09:51:08.000","84067"
"36","5100 Block S 1900 W","16-4868","ROY",,,"2016-02-26T07:24:16.000","Friday","0","2016-02-26T00:11:58.000","SUSPICIOUS VEHICLE (10-47 VEHICLE)","750855569","Other","41.1696836","{'type': 'Point', 'coordinates': [-112.0246493, 41.1696836]}","-112.0246493","Other","UT","2016-03-10T09:51:08.000","84067"
"37","1800 Block W 5300 S","16-4870","ROY",,,"2016-02-26T07:24:16.000","Friday","0","2016-02-26T00:16:01.000","SUSPICIOUS VEHICLE (10-47 VEHICLE)","750855571","Other","41.1676006","{'type': 'Point', 'coordinates': [-112.0246452, 41.1676006]}","-112.0246452","Other","UT","2016-03-10T09:51:08.000","84067"
"38","4600 Block S 3900 W","16-4873","ROY",,,"2016-02-26T07:24:16.000","Friday","0","2016-02-26T00:55:44.000","ASSIST OTHER JURISDICTION","750855572","Other","41.1797149","{'type': 'Point', 'coordinates': [-112.0739238, 41.1797149]}","-112.0739238","Other","UT","2016-03-10T09:51:08.000","84067"
"39","2700 Block W 5750 S","16-4875","ROY",,,"2016-02-26T07:24:16.000","Friday","1","2016-02-26T01:00:33.000","SUSPICIOUS VEHICLE (10-47 VEHICLE)","750855573","Other","41.1586704","{'type': 'Point', 'coordinates': [-112.0451829, 41.1586704]}","-112.0451829","Other","UT","2016-03-10T09:51:08.000","84067"
"40","2000 Block W 6000 S","16-4877","ROY",,,"2016-02-27T07:24:09.000","Friday","2","2016-02-26T02:00:42.000","TRAFFIC STOP (10-60)","750964094","Traffic","41.1544422","{'type': 'Point', 'coordinates': [-112.0283492, 41.1544422]}","-112.0283492","Traffic","UT","2016-03-10T09:51:08.000","84067"
"128",,"16-5045","Roy",,,"2016-02-28T07:24:10.000","Saturday","13","2016-02-27T13:04:34.000","TRAFFIC STOP (10-60)","751029829","Traffic",,,,"Traffic","UT","2016-03-12T09:51:09.000",
"41","5700 Block S 2550 W","16-4879","ROY",,,"2016-02-27T07:24:09.000","Friday","2","2016-02-26T02:32:34.000","TRAFFIC STOP (10-60)","750964095","Traffic","41.1586667","{'type': 'Point', 'coordinates': [-112.0407468, 41.1586667]}","-112.0407468","Traffic","UT","2016-03-10T09:51:08.000","84067"
"42","5800 Block S 4300 W","15-24776","ROY",,,"2015-10-03T08:55:27.000","Saturday","0","2015-10-03T00:13:32.000","DISTURBANCE-FAMILY (10-75)","732741266","Family Offense","41.158027","{'type': 'Point', 'coordinates': [-112.083285, 41.158027]}","-112.083285","Other","UT","2015-10-16T08:51:10.000","84315"
"43","5800 Block S 2600 W","15-24777","ROY",,,"2015-10-03T08:55:27.000","Saturday","0","2015-10-03T00:31:02.000","CRIMINAL MISCHIEF-IN PROGRESS","732741267","Disorder","41.157385","{'type': 'Point', 'coordinates': [-112.0424, 41.157385]}","-112.0424","Quality of Life","UT","2015-10-16T08:51:10.000","84067"
"44","2200 Block W 5700 S","15-24781","ROY",,,"2015-10-04T08:55:22.000","Saturday","2","2015-10-03T02:39:53.000","SUSPICIOUS VEHICLE (10-47 VEHICLE)","732807344","Other","41.1597957","{'type': 'Point', 'coordinates': [-112.0340643, 41.1597957]}","-112.0340643","Other","UT","2015-10-16T08:51:10.000","84067"
"45","5800 Block S 2450 W","15-24782","ROY",,,"2015-10-04T08:55:22.000","Saturday","3","2015-10-03T03:36:16.000","DISTURBANCE-FAMILY (10-75)","732807345","Family Offense","41.1564164","{'type': 'Point', 'coordinates': [-112.037881, 41.1564164]}","-112.037881","Other","UT","2015-10-17T08:51:12.000","84067"
"46","4100 Block W 5075 S","16-4743","ROY",,,"2016-02-25T07:24:55.000","Wednesday","17","2016-02-24T17:40:17.000","KEEP THE PEACE","750780537","Other","41.169933","{'type': 'Point', 'coordinates': [-112.079518, 41.169933]}","-112.079518","Other","UT","2016-03-09T09:51:10.000","84067"
"47","4200 Block W 4875 S","16-4750","ROY",,,"2016-02-25T07:24:55.000","Wednesday","20","2016-02-24T20:38:21.000","ASSIST OTHER JURISDICTION","750780538","Other","41.174834","{'type': 'Point', 'coordinates': [-112.083276, 41.174834]}","-112.083276","Other","UT","2016-03-09T09:51:10.000","84067"
"48","5000 Block S 1900 W","16-4751","ROY",,,"2016-02-25T07:24:55.000","Wednesday","20","2016-02-24T20:46:21.000","TRAFFIC STOP (10-60)","750780539","Traffic","41.1726934","{'type': 'Point', 'coordinates': [-112.0259908, 41.1726934]}","-112.0259908","Traffic","UT","2016-03-09T09:51:10.000","84067"
"49","2200 Block W 5600 S","16-4753","ROY",,,"2016-02-25T07:24:55.000","Wednesday","21","2016-02-24T21:11:30.000","TRAFFIC STOP (10-60)","750780540","Traffic","41.1616896","{'type': 'Point', 'coordinates': [-112.0340777, 41.1616896]}","-112.0340777","Traffic","UT","2016-03-09T09:51:10.000","84067"
"50","4400 Block S 2350 W","16-4754","ROY",,,"2016-02-25T07:24:55.000","Wednesday","21","2016-02-24T21:26:32.000","TRAFFIC STOP (10-60)","750780541","Traffic","41.182875","{'type': 'Point', 'coordinates': [-112.036434, 41.182875]}","-112.036434","Traffic","UT","2016-03-09T09:51:10.000","84067"
"51","3400 Block W 4800 S","16-4755","ROY",,,"2016-02-25T07:24:55.000","Wednesday","21","2016-02-24T21:26:49.000","TRAFFIC STOP (10-60)","750780542","Traffic","41.1761583","{'type': 'Point', 'coordinates': [-112.0632656, 41.1761583]}","-112.0632656","Traffic","UT","2016-03-09T09:51:10.000","84067"
"52","4800 Block S 2000 W","16-4756","ROY",,,"2016-02-25T07:24:55.000","Wednesday","21","2016-02-24T21:27:20.000","TRAFFIC STOP (10-60)","750780543","Traffic","41.1746245","{'type': 'Point', 'coordinates': [-112.0284992, 41.1746245]}","-112.0284992","Traffic","UT","2016-03-09T09:51:10.000","84067"
"53","2200 Block W 5600 S","16-4757","ROY",,,"2016-02-25T07:24:55.000","Wednesday","21","2016-02-24T21:37:13.000","TRAFFIC STOP (10-60)","750780544","Traffic","41.1616896","{'type': 'Point', 'coordinates': [-112.0340777, 41.1616896]}","-112.0340777","Traffic","UT","2016-03-09T09:51:10.000","84067"
"54","3800 Block S 1950 W","16-4758","ROY",,,"2016-02-25T07:24:55.000","Wednesday","21","2016-02-24T21:39:40.000","SUSPICIOUS VEHICLE-IN PROGRESS","750780545","Other","41.192741","{'type': 'Point', 'coordinates': [-112.026937, 41.192741]}","-112.026937","Other","UT","2016-03-09T09:51:10.000","84067"
"55",,"16-5015","Roy",,,"2016-02-28T07:24:10.000","Saturday","1","2016-02-27T01:23:05.000","DISTURBANCE-FAMILY (10-75)","751029813","Family Offense",,,,"Other","UT","2016-03-11T09:51:10.000",
"56",,"16-5104","Roy",,,"2016-02-28T07:24:10.000","Saturday","21","2016-02-27T21:55:31.000","SUSPICIOUS VEHICLE (10-47 VEHICLE)","751029854","Other",,,,"Other","UT","2016-03-12T09:51:10.000",
"57","5200 Block S 1900 W","16-2819","ROY",,,"2016-02-03T07:31:24.000","Tuesday","2","2016-02-02T02:52:06.000","TRAFFIC STOP (10-60)","748869200","Traffic","41.169052","{'type': 'Point', 'coordinates': [-112.0260094, 41.169052]}","-112.0260094","Traffic","UT","2016-02-16T09:51:07.000","84067"
"58","5500 Block S 1900 W","16-2820","ROY",,,"2016-02-03T07:31:24.000","Tuesday","3","2016-02-02T03:46:28.000","TRAFFIC STOP (10-60)","748869201","Traffic","41.163584","{'type': 'Point', 'coordinates': [-112.025525, 41.163584]}","-112.025525","Traffic","UT","2016-02-16T09:51:07.000","84067"
"59","3800 Block W 4800 S","16-2822","ROY",,,"2016-02-03T07:31:24.000","Tuesday","7","2016-02-02T07:04:32.000","VEHICLE THEFT (10-99 VEHICLE)","748869202","Theft of Vehicle","41.176405","{'type': 'Point', 'coordinates': [-112.072942, 41.176405]}","-112.072942","Theft of Vehicle","UT","2016-02-16T09:51:07.000","84067"
"60","4200 Block S 2175 W","16-2824","ROY",,,"2016-02-03T07:31:24.000","Tuesday","7","2016-02-02T07:44:41.000","TRAFFIC STOP (10-60)","748869203","Traffic","41.186119","{'type': 'Point', 'coordinates': [-112.033124, 41.186119]}","-112.033124","Traffic","UT","2016-02-16T09:51:07.000","84067"
"61","4600 Block S 1900 W","16-2825","ROY",,,"2016-02-03T07:31:24.000","Tuesday","7","2016-02-02T07:55:25.000","TRAFFIC STOP (10-60)","748869204","Traffic","41.1798395","{'type': 'Point', 'coordinates': [-112.0259398, 41.1798395]}","-112.0259398","Traffic","UT","2016-02-16T09:51:07.000","84067"
"62","5600 Block S 1900 W","16-2828","ROY",,,"2016-02-03T07:31:24.000","Tuesday","8","2016-02-02T08:46:31.000","TRAFFIC STOP (10-60)","748869205","Traffic","41.1620309","{'type': 'Point', 'coordinates': [-112.025495, 41.1620309]}","-112.025495","Traffic","UT","2016-02-16T09:51:07.000","84067"
"63","1900 Block W 5700 S","16-2829","ROY",,,"2016-02-03T07:31:24.000","Tuesday","9","2016-02-02T09:03:50.000","TRAFFIC STOP (10-60)","748869206","Traffic","41.1596152","{'type': 'Point', 'coordinates': [-112.0272047, 41.1596152]}","-112.0272047","Traffic","UT","2016-02-16T09:51:07.000","84067"
"64","5000 Block S 4300 W","16-2881","ROY",,,"2016-02-03T07:31:26.000","Tuesday","17","2016-02-02T17:12:50.000","TRAFFIC STOP (10-60)","748869224","Traffic","41.1717191","{'type': 'Point', 'coordinates': [-112.0836156, 41.1717191]}","-112.0836156","Traffic","UT","2016-02-16T09:51:08.000","84315"
"65","5400 Block S 1900 W","16-2882","ROY",,,"2016-02-03T07:31:26.000","Tuesday","17","2016-02-02T17:14:34.000","TRAFFIC STOP (10-60)","748869225","Traffic","41.1646046","{'type': 'Point', 'coordinates': [-112.0260491, 41.1646046]}","-112.0260491","Traffic","UT","2016-02-16T09:51:08.000","84067"
"66","1900 Block W 4400 S","16-2883","ROY",,,"2016-02-03T07:31:26.000","Tuesday","17","2016-02-02T17:37:30.000","TRAFFIC STOP (10-60)","748869226","Traffic","41.1834801","{'type': 'Point', 'coordinates': [-112.0269848, 41.1834801]}","-112.0269848","Traffic","UT","2016-02-16T09:51:08.000","84067"
"67","5400 Block S 4300 W","16-2884","ROY",,,"2016-02-03T07:31:26.000","Tuesday","17","2016-02-02T17:43:12.000","TRAFFIC STOP (10-60)","748869227","Traffic","41.1647177","{'type': 'Point', 'coordinates': [-112.0836906, 41.1647177]}","-112.0836906","Traffic","UT","2016-02-16T09:51:08.000","84067"
"68","5000 Block S 2925 W","16-2886","ROY",,,"2016-02-03T07:31:26.000","Tuesday","17","2016-02-02T17:51:48.000","THEFT (10-92)","748869228","Theft","41.170839","{'type': 'Point', 'coordinates': [-112.050249, 41.170839]}","-112.050249","Theft","UT","2016-02-16T09:51:08.000","84067"
"69","1700 Block W 5600 S","16-2887","ROY",,,"2016-02-03T07:31:26.000","Tuesday","18","2016-02-02T18:29:36.000","TRAFFIC ACCIDENT (10-50PD)","748869229","Traffic","41.1617076","{'type': 'Point', 'coordinates': [-112.0224683, 41.1617076]}","-112.0224683","Traffic","UT","2016-02-16T09:51:08.000","84067"
"70","5800 Block S 1900 W","16-2889","ROY",,,"2016-02-03T07:31:26.000","Tuesday","19","2016-02-02T19:16:08.000","TRAFFIC STOP (10-60)","748869230","Traffic","41.1573322","{'type': 'Point', 'coordinates': [-112.0255589, 41.1573322]}","-112.0255589","Traffic","UT","2016-02-16T09:51:08.000","84067"
"71","5400 Block S 1900 W","16-2890","ROY",,,"2016-02-03T07:31:26.000","Tuesday","19","2016-02-02T19:22:25.000","TRAFFIC STOP (10-60)","748869231","Traffic","41.165581","{'type': 'Point', 'coordinates': [-112.026592, 41.165581]}","-112.026592","Traffic","UT","2016-02-16T09:51:08.000","84067"
"72","5900 Block S 1900 W","16-2891","ROY",,,"2016-02-03T07:31:26.000","Tuesday","19","2016-02-02T19:27:10.000","TRAFFIC STOP (10-60)","748869232","Traffic","41.1549827","{'type': 'Point', 'coordinates': [-112.0263715, 41.1549827]}","-112.0263715","Traffic","UT","2016-02-16T09:51:08.000","84067"
"73","3000 Block W 6000 S","16-2894","ROY",,,"2016-02-03T07:31:26.000","Tuesday","19","2016-02-02T19:42:14.000","MISSING PERSON (10-69)","748869234","Missing Person","41.154144","{'type': 'Point', 'coordinates': [-112.052709, 41.154144]}","-112.052709","Other","UT","2016-02-16T09:51:08.000","84067"
"74","5700 Block S 2700 W","16-2893","ROY",,,"2016-02-03T07:31:26.000","Tuesday","19","2016-02-02T19:43:54.000","TRAFFIC STOP (10-60)","748869233","Traffic","41.1598333","{'type': 'Point', 'coordinates': [-112.0451995, 41.1598333]}","-112.0451995","Traffic","UT","2016-02-16T09:51:08.000","84067"
"75","5100 Block S 1950 W","16-2897","ROY",,,"2016-02-03T07:31:26.000","Tuesday","20","2016-02-02T20:06:35.000","KEEP THE PEACE","748869235","Other","41.17043","{'type': 'Point', 'coordinates': [-112.026911, 41.17043]}","-112.026911","Other","UT","2016-02-16T09:51:08.000","84067"
"76","1900 Block W 5600 S","16-2898","ROY",,,"2016-02-03T07:31:26.000","Tuesday","20","2016-02-02T20:11:08.000","SUSPICIOUS PERSON-IN PROGRESS","748869236","Other","41.161712","{'type': 'Point', 'coordinates': [-112.0272926, 41.161712]}","-112.0272926","Other","UT","2016-02-16T09:51:08.000","84067"
"77",,"16-5655","Roy",,,"2016-03-05T07:25:04.000","Friday","13","2016-03-04T13:30:55.000","TRAFFIC STOP (10-60)","751766865","Traffic",,,,"Traffic","UT","2016-03-18T08:51:09.000",
"78","3900 Block S 2225 W","16-5721","ROY",,,"2016-03-05T07:25:04.000","Friday","23","2016-03-04T23:04:15.000","SUSPICIOUS VEHICLE-IN PROGRESS","751766902","Other","41.191149","{'type': 'Point', 'coordinates': [-112.033745, 41.191149]}","-112.033745","Other","UT","2016-03-18T08:51:09.000","84067"
"79","5600 Block S 1900 W","16-5876","ROY",,,"2016-03-07T07:25:23.000","Monday","1","2016-03-07T01:07:30.000","TRAFFIC STOP (10-60)","751948194","Traffic","41.1620309","{'type': 'Point', 'coordinates': [-112.025495, 41.1620309]}","-112.025495","Traffic","UT","2016-03-20T08:51:06.000","84067"
