"column_0","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"0","6100 Block W 3650 N","16SCI0370","SHIVWITS RESERV",,,"2016-02-04T10:36:56.000","Wednesday","15","2016-02-03T15:02:22.000","AGENCY ASSIST","748969805","AGENCY ASSIST","409.133","{'coordinates': [-1250.37, 409.133], 'type': 'Point'}","-1250.37","Community Policing","UT","2016-02-17T21:03:38.000",
"1","300 Block E 60 S","17SCI4128","IVINS",,,"2017-12-26T13:00:55.000","Monday","19","2017-12-25T19:12:26.000","AGENCY ASSIST","830238514","AGENCY ASSIST","408.953","{'coordinates': [-1249.77, 408.953], 'type': 'Point'}","-1249.77","Community Policing","UT","2018-01-10T11:02:42.000",
"2","900 Block N SNOW CANYON DR","17SCI4129","WASHCO IVINS",,,"2017-12-26T13:00:55.000","Monday","19","2017-12-25T19:12:53.000","ATTEMPT-LOCATE","830238516","ATTEMPT-LOCATE","409.071","{'coordinates': [-1249.5, 409.071], 'type': 'Point'}","-1249.5","Missing Person","UT","2018-01-10T11:02:42.000",
"3","700 Block S 160 E","17SCI4179","IVINS",,,"2017-12-31T13:00:55.000","Saturday","12","2017-12-30T12:12:45.000","CITIZEN DISPUTE","830576748","CITIZEN DISPUTE","408.822","{'coordinates': [-1249.8, 408.822], 'type': 'Point'}","-1249.8","Community Policing","UT","2018-01-14T06:46:23.000",
"4","600 Block S 380 E","17SCI4180","IVINS",,,"2017-12-31T13:00:55.000","Saturday","17","2017-12-30T17:12:15.000","UNGOVERN JUV","830576752","UNGOVERN JUV","408.846","{'coordinates': [-1249.75, 408.846], 'type': 'Point'}","-1249.75","Disorder","UT","2018-01-14T06:46:23.000",
"5","BY 21","16SCI0371","IVINS",,,"2016-02-04T10:36:56.000","Wednesday","16","2016-02-03T16:02:09.000","CITIZEN ASSIST","748969804","CITIZEN ASSIST","408.96","{'coordinates': [-1249.84, 408.96], 'type': 'Point'}","-1249.84","Community Policing","UT","2016-02-17T21:03:39.000",
"6","2400 Block W EL VISTA DR","16SCI0372","SANTA CLARA",,,"2016-02-04T10:36:56.000","Wednesday","18","2016-02-03T18:02:46.000","UNGOVERN JUV","748969803","UNGOVERN JUV","408.619","{'coordinates': [-1249.46, 408.619], 'type': 'Point'}","-1249.46","Disorder","UT","2016-02-17T21:03:39.000",
"7","100 Block E 800 S","16SCI0373","IVINS",,,"2016-02-04T10:36:56.000","Wednesday","19","2016-02-03T19:02:19.000","ANIMAL NOISE","748969802","ANIMAL NOISE","408.811","{'coordinates': [-1249.8, 408.811], 'type': 'Point'}","-1249.8","Community Policing","UT","2016-02-17T21:03:39.000",
"8","100 Block E 100 S","16SCI0374","IVINS",,,"2016-02-04T10:36:56.000","Wednesday","21","2016-02-03T21:02:38.000","FAMILY FIGHT","748969801","FAMILY FIGHT","408.942","{'coordinates': [-1249.81, 408.942], 'type': 'Point'}","-1249.81","Family Offense","UT","2016-02-17T21:03:39.000",
"9","400 Block S 250 E","16SCI0375","IVINS",,,"2016-02-04T10:36:56.000","Wednesday","22","2016-02-03T22:02:30.000","AGENCY ASSIST","748969800","AGENCY ASSIST","408.874","{'coordinates': [-1249.78, 408.874], 'type': 'Point'}","-1249.78","Community Policing","UT","2016-02-17T21:03:39.000",
"10","500 Block E 400 S","18SCI0013","IVINS",,,"2018-01-03T13:00:47.000","Tuesday","12","2018-01-02T12:01:53.000","GRAFFITI","830772196","GRAFFITI","408.889","{'coordinates': [-1249.72, 408.889], 'type': 'Point'}","-1249.72","Property Crime","UT","2018-01-24T20:14:42.000",
"11","FIRE LAKE RESERVOIR","16SCI2797","ST GEORGE",,,"2016-08-22T09:59:42.000","Sunday","0","2016-08-21T00:08:44.000","NOISE COMPLAINT","768933413","NOISE COMPLAINT","37.0965278","{'coordinates': [-113.5684164, 37.0965278], 'type': 'Point'}","-113.5684164","Disorder","UT","2016-09-04T20:00:39.000",
"12","2200 Block N BRYSON CIR","16SCI2799","SANTA CLARA",,,"2016-08-22T09:59:42.000","Sunday","1","2016-08-21T01:08:52.000","WELFARE CHECK","768933414","WELFARE CHECK","408.75","{'coordinates': [-1249.68, 408.75], 'type': 'Point'}","-1249.68","Community Policing","UT","2016-09-04T20:00:39.000",
"13","1600 Block N RAINBOW RD","16SCI2800","SANTA CLARA",,,"2016-08-22T09:59:42.000","Sunday","9","2016-08-21T09:08:33.000","ANIMAL STRAY","768933404","ANIMAL STRAY","408.644","{'coordinates': [-1249.63, 408.644], 'type': 'Point'}","-1249.63","Community Policing","UT","2016-09-04T20:00:37.000",
"14","500 Block S 320 E","16SCI2801","IVINS",,,"2016-08-22T09:59:42.000","Sunday","9","2016-08-21T09:08:49.000","ANIMAL VICIOUS","768933403","ANIMAL VICIOUS","408.861","{'coordinates': [-1249.77, 408.861], 'type': 'Point'}","-1249.77","Community Policing","UT","2016-09-04T20:00:37.000",
