"column_0","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"0","1300 Block N 2300 WEST","18LE08280","LEHI",,,"2018-08-01T06:08:33.000","Sunday","11","2018-07-29T11:07:46.000","Description: Animal Problem","865386010","ANIMAL PROBLEM","40.4045","{'coordinates': [-111.887, 40.4045], 'type': 'Point'}","-111.887","Community Policing","UT","2018-08-10T16:15:54.000",
"1","800 Block CEDAR HOLLOW RD","18LE08281","LEHI",,,"2018-08-01T06:08:33.000","Sunday","12","2018-07-29T12:07:11.000","Description: Non-Criminal Civil Complaint","865386011","NON-CRIMINAL CIVIL COMPLAINT","40.4048","{'coordinates': [-111.835, 40.4048], 'type': 'Point'}","-111.835","Other","UT","2018-08-10T16:15:54.000",
"2","1800 Block N 2145 WEST","18LE08283","LEHI",,,"2018-08-01T06:08:33.000","Sunday","13","2018-07-29T13:07:02.000","Description: Animal Problem","865386013","ANIMAL PROBLEM","40.4106","{'coordinates': [-111.884, 40.4106], 'type': 'Point'}","-111.884","Community Policing","UT","2018-08-10T16:15:54.000",
"3","600 Block S 2500 WEST","18LE08284","LEHI",,,"2018-08-01T06:08:33.000","Sunday","13","2018-07-29T13:07:02.000","Description: Animal Problem","865386014","ANIMAL PROBLEM","40.3802","{'coordinates': [-111.89, 40.3802], 'type': 'Point'}","-111.89","Community Policing","UT","2018-08-10T16:15:54.000",
"4","500 Block STATE ST","16LE16698","LEHI",,,"2016-11-08T17:10:34.000","Thursday","10","2016-10-27T10:10:52.000","Description: Citizen Assist","780673137","CITIZEN ASSIST","40.4049","{'coordinates': [-111.859, 40.4049], 'type': 'Point'}","-111.859","Community Policing","UT","2016-11-14T16:34:30.000",
"5","3000 Block CENTER ST","16LE16708","LEHI",,,"2016-11-08T17:10:34.000","Thursday","14","2016-10-27T14:10:24.000","Description: Citizen Assist","780673016","CITIZEN ASSIST","40.4256","{'coordinates': [-111.85, 40.4256], 'type': 'Point'}","-111.85","Community Policing","UT","2016-11-14T16:34:33.000",
"6","2400 Block W 2350 NORTH","16LE16713","LEHI",,,"2016-11-08T17:10:32.000","Thursday","15","2016-10-27T15:10:05.000","Description: Criminal Mischief","780672976","CRIMINAL MISCHIEF","40.417","{'coordinates': [-111.889, 40.417], 'type': 'Point'}","-111.889","Other","UT","2016-11-14T16:34:30.000",
"7","1 Block PIONEER XING","16LE16709","LEHI",,,"2016-11-08T17:10:32.000","Thursday","15","2016-10-27T15:10:51.000","Description: Traffic Offense","780673000","TRAFFIC OFFENSE","40.3734","{'coordinates': [-111.849, 40.3734], 'type': 'Point'}","-111.849","Traffic","UT","2016-11-14T16:34:33.000",
"8","1800 Block TRAVERSE PKWY","18LE08288","LEHI",,,"2018-08-01T06:08:33.000","Sunday","15","2018-07-29T15:07:51.000","Description: Driving Under Influence","865386017","DRIVING UNDER INFLUENCE","40.4344","{'coordinates': [-111.88, 40.4344], 'type': 'Point'}","-111.88","Traffic","UT","2018-08-10T16:15:54.000",
"9","100 Block S 850 EAST","18LE08285","LEHI",,,"2018-08-01T06:08:33.000","Sunday","15","2018-07-29T15:07:58.000","Description: Alarm","865386015","ALARM","40.3869","{'coordinates': [-111.835, 40.3869], 'type': 'Point'}","-111.835","Alarm","UT","2018-08-10T16:15:54.000",
