"incident_id","case_number","incident_datetime","incident_type_primary","incident_description","clearance_type","address_1","address_2","city","state","zip","country","latitude","longitude","created_at","updated_at","location","hour_of_day","day_of_week","parent_incident_type"
"751217899","16-5282","2016-02-29T20:19:33.000","Traffic","TRAFFIC STOP (10-60)",,,,"Roy","UT",,,,,"2016-03-01T07:24:26.000","2016-03-14T08:51:07.000",,"20","Monday","Traffic"
"101547803","12-4879","2012-03-02T11:21:26.000","Theft","THEFT (10-92)",,"5400 Block S 2100 W",,"ROY","UT","84067","null","41.1647331","-112.0308038","2012-03-03T09:51:36.000","2012-03-16T08:51:31.000","POINT (-112.030804 41.164733)","11","Friday","Theft"
"102695088","12-5607","2012-03-11T22:14:15.000","Other","SUSPICIOUS VEHICLE-IN PROGRESS",,"5200 Block S 3400 W",,"ROY","UT","84067","null","41.1688945","-112.0613578","2012-03-12T08:51:37.000","2012-03-25T08:51:27.000","POINT (-112.061358 41.168895)","22","Sunday","Other"
"748869229","16-2887","2016-02-02T18:29:36.000","Traffic","TRAFFIC ACCIDENT (10-50PD)",,"1700 Block W 5600 S",,"ROY","UT","84067",,"41.1617076","-112.0224683","2016-02-03T07:31:26.000","2016-02-16T09:51:08.000","POINT (-112.0224683 41.1617076)","18","Tuesday","Traffic"
"104279020","12-6720","2012-03-23T18:43:47.000","Other","SUSPICIOUS VEHICLE (10-47 VEHICLE)",,"3500 Block W 5600 S",,"ROY","UT","84067","null","41.1615946","-112.0644676","2012-03-24T08:51:40.000","2012-04-06T08:51:26.000","POINT (-112.064468 41.161595)","18","Friday","Other"
"102911078","12-5915","2012-03-14T21:43:39.000","Other","ASSIST OTHER JURISDICTION",,"5200 Block S 1900 W",,"ROY","UT","84067","null","41.1690489","-112.0260031","2012-03-15T08:51:40.000","2012-03-28T08:51:27.000","POINT (-112.026003 41.169049)","21","Wednesday","Other"
"105035348","12-7097","2012-03-28T15:57:26.000","Other","SUSPICIOUS PERSON-IN PROGRESS",,"5600 Block S 1900 W",,"ROY","UT","84067","null","41.161459","-112.025548","2012-03-29T08:51:38.000","2012-04-11T08:51:26.000","POINT (-112.025548 41.161459)","15","Wednesday","Other"
"102552115","12-5306","2012-03-08T08:12:47.000","Traffic","TRAFFIC STOP (10-60)",,"5200 Block S 2675 W",,"ROY","UT","84067","null","41.1688006","-112.0426972","2012-03-09T09:51:34.000","2012-03-20T08:51:27.000","POINT (-112.042697 41.168801)","8","Thursday","Traffic"
"104279035","12-6703","2012-03-23T15:25:40.000","Breaking & Entering","BURGLARY (10-91)",,"4000 Block W 4600 S",,"ROY","UT","84067","null","41.1802698","-112.0640073","2012-03-24T08:51:40.000","2012-04-06T08:51:26.000","POINT (-112.064007 41.18027)","15","Friday","Breaking & Entering"
"104367864","12-6825","2012-03-25T07:29:53.000","Other","ASSIST OTHER JURISDICTION",,"5900 Block S 3325 W",,"ROY","UT","84067","null","41.1560535","-112.0601278","2012-03-26T08:51:36.000","2012-04-08T08:51:28.000","POINT (-112.060128 41.156054)","7","Sunday","Other"
