"year","month","reportstate","gasfieldcode","reservoircode","company_name","field_name","reservoir_name","field_type","county_name","aga_region","status","workinggascapacity_mcf","totalfieldcapacity_mcf","maximumdailydelivery_mcf"
"2014","1","UT","131078","1","QUESTAR PIPELINE COMPANY","CHALK CREEK","KELVIN","Aquifer","Summit","Consuming West","Active","256000","1280709","35000"
"2014","1","UT","150268","3","QUESTAR PIPELINE COMPANY","COALVILLE","LONGWALL","Aquifer","Summit","Consuming West","Active","692000","2983827","65000"
"2014","2","UT","131078","1","QUESTAR PIPELINE COMPANY","CHALK CREEK","KELVIN","Aquifer","Summit","Consuming West","Active","256000","1280709","35000"
"2014","2","UT","150268","3","QUESTAR PIPELINE COMPANY","COALVILLE","LONGWALL","Aquifer","Summit","Consuming West","Active","692000","2983827","65000"
"2014","3","UT","131078","1","QUESTAR PIPELINE COMPANY","CHALK CREEK","KELVIN","Aquifer","Summit","Consuming West","Active","256000","1280709","35000"
"2014","3","UT","150268","3","QUESTAR PIPELINE COMPANY","COALVILLE","LONGWALL","Aquifer","Summit","Consuming West","Active","692000","2983827","65000"
"2014","4","UT","131078","1","QUESTAR PIPELINE COMPANY","CHALK CREEK","KELVIN","Aquifer","Summit","Consuming West","Active","256000","1280709","35000"
"2014","4","UT","150268","3","QUESTAR PIPELINE COMPANY","COALVILLE","LONGWALL","Aquifer","Summit","Consuming West","Active","692000","2983827","65000"
"2014","5","UT","131078","1","QUESTAR PIPELINE COMPANY","CHALK CREEK","KELVIN","Aquifer","Summit","Consuming West","Active","256000","1280709","35000"
"2014","5","UT","150268","3","QUESTAR PIPELINE COMPANY","COALVILLE","LONGWALL","Aquifer","Summit","Consuming West","Active","692000","2983827","65000"
"2014","6","UT","131078","1","QUESTAR PIPELINE COMPANY","CHALK CREEK","KELVIN","Aquifer","Summit","Consuming West","Active","256000","1280709","35000"
"2014","6","UT","150268","3","QUESTAR PIPELINE COMPANY","COALVILLE","LONGWALL","Aquifer","Summit","Consuming West","Active","692000","2983827","65000"
"2014","7","UT","131078","1","QUESTAR PIPELINE COMPANY","CHALK CREEK","KELVIN","Aquifer","Summit","Consuming West","Active","256000","1280709","35000"
"2014","7","UT","150268","3","QUESTAR PIPELINE COMPANY","COALVILLE","LONGWALL","Aquifer","Summit","Consuming West","Active","692000","2983827","65000"
"2014","8","UT","131078","1","QUESTAR PIPELINE COMPANY","CHALK CREEK","KELVIN","Aquifer","Summit","Consuming West","Active","256000","1280709","35000"
"2014","8","UT","150268","3","QUESTAR PIPELINE COMPANY","COALVILLE","LONGWALL","Aquifer","Summit","Consuming West","Active","692000","2983827","65000"
"2014","9","UT","131078","1","QUESTAR PIPELINE COMPANY","CHALK CREEK","KELVIN","Aquifer","Summit","Consuming West","Active","256000","1280709","35000"
"2014","9","UT","150268","3","QUESTAR PIPELINE COMPANY","COALVILLE","LONGWALL","Aquifer","Summit","Consuming West","Active","692000","2983827","65000"
"2014","10","UT","131078","1","QUESTAR PIPELINE COMPANY","CHALK CREEK","KELVIN","Aquifer","Summit","Consuming West","Active","256000","1280709","35000"
"2014","10","UT","150268","3","QUESTAR PIPELINE COMPANY","COALVILLE","LONGWALL","Aquifer","Summit","Consuming West","Active","692000","2983827","65000"
"2014","11","UT","131078","1","QUESTAR PIPELINE COMPANY","CHALK CREEK","KELVIN","Aquifer","Summit","Consuming West","Active","256000","1280709","35000"
"2014","11","UT","150268","3","QUESTAR PIPELINE COMPANY","COALVILLE","LONGWALL","Aquifer","Summit","Consuming West","Active","692000","2983827","65000"
"2014","12","UT","150268","3","QUESTAR PIPELINE COMPANY","COALVILLE","LONGWALL","Aquifer","Summit","Consuming West","Active","692000","2983827","65000"
