"unnamed_column","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"5","1 Block S 200 WEST ST","16JC0322","LEVAN",,,"2016-03-10T06:34:33.000","Friday","19","2016-03-04T19:03:34.000","Description: Traffic Offense","752212708","TRAFFIC OFFENSE","39.5572","{'type': 'Point', 'coordinates': [-111.868, 39.5572]}","-111.868","Traffic","UT","2016-03-15T08:00:21.000",
"86","SR 132 HWY","18JC0776","JUAB NEPHI",,,"2018-06-09T19:30:27.000","Tuesday","23","2018-06-05T23:06:38.000","Description: Animal Problem","856839047","ANIMAL PROBLEM","39.6959","{'type': 'Point', 'coordinates': [-111.693, 39.6959]}","-111.693","Community Policing","UT","2018-06-17T21:47:08.000",
"87","27900 Block SR28","17JC1593","JUAB CO LEV GR",,,"2017-12-17T11:05:47.000","Thursday","6","2017-12-14T06:12:43.000","Description: Traffic Offense","829194792","TRAFFIC OFFENSE","39.5302","{'type': 'Point', 'coordinates': [-111.865, 39.5302]}","-111.865","Traffic","UT","2017-12-27T18:38:11.000",
"0","400 Block MAIN ST","16JC0307","MONA",,,"2016-03-04T06:28:19.000","Tuesday","11","2016-03-01T11:03:02.000","Description: Animal Problem","751460206","ANIMAL PROBLEM","39.8228","{'type': 'Point', 'coordinates': [-111.855, 39.8228]}","-111.855","Community Policing","UT","2016-03-14T08:00:09.000",
"1","WEST DESERT MOUNTAIN 2 RD","18JC0358","JUAB NEPHI",,,"2018-04-09T16:33:53.000","Tuesday","9","2018-03-27T09:03:14.000","Description: Non-Criminal Civil Complaint","842131619","NON-CRIMINAL CIVIL COMPLAINT","39.7653","{'type': 'Point', 'coordinates': [-112.596, 39.7653]}","-112.596","Other","UT","2018-04-10T05:13:59.000",
"2","100 Block EAGLE ST","16JC0309","EUREKA",,,"2016-03-05T06:28:30.000","Wednesday","8","2016-03-02T08:03:13.000","Description: Animal Problem","751760013","ANIMAL PROBLEM","39.9525","{'type': 'Point', 'coordinates': [-112.117, 39.9525]}","-112.117","Community Policing","UT","2016-03-15T08:00:19.000",
"3","400 Block E 300 SOUTH ST","16JC0314","LEVAN",,,"2016-03-10T06:34:33.000","Thursday","10","2016-03-03T10:03:46.000","Description: Citizen Assist","752212713","CITIZEN ASSIST","39.5531","{'type': 'Point', 'coordinates': [-111.856, 39.5531]}","-111.856","Community Policing","UT","2016-03-15T08:00:19.000",
"4","700 Block E 50 SOUTH ST","16JC0321","MONA",,,"2016-03-10T06:34:33.000","Friday","17","2016-03-04T17:03:57.000","Description: Citizen Assist","752212707","CITIZEN ASSIST","39.8153","{'type': 'Point', 'coordinates': [-111.841, 39.8153]}","-111.841","Community Policing","UT","2016-03-15T08:00:21.000",
"6","400 Block SHEEP LANE RD","16JC0330","NEPHI",,,"2016-03-10T06:34:33.000","Sunday","9","2016-03-06T09:03:12.000","Description: Citizen Assist","752212705","CITIZEN ASSIST","39.6753","{'type': 'Point', 'coordinates': [-111.843, 39.6753]}","-111.843","Community Policing","UT","2016-03-19T08:00:04.000",
"7","1 Block RAILROAD ST","16JC0345","EUREKA",,,"2016-03-12T06:35:07.000","Wednesday","18","2016-03-09T18:03:38.000","Description: Criminal Mischief","752423233","CRIMINAL MISCHIEF","39.9549","{'type': 'Point', 'coordinates': [-112.115, 39.9549]}","-112.115","Other","UT","2016-03-22T08:00:51.000",
