"county","major_sic_category","cy_1978","cy_1979","cy_1980","cy_1981","cy_1982","cy_1983","cy_1984","cy_1985","cy_1986","cy_1987","cy_1988","cy_1989","cy_1990","cy_1991","cy_1992","cy_1993","cy_1994","cy_1995","cy_1996","cy_1997"
"Iron","AGRICULTURE,FORESTRY & FISHING (111-973)",,"11594","18179","40718","41630","69868","108379","62588","17678","12665",,"92932","109654","33284","42565","80547","82299","131649","182378","170258"
"Iron","MINING (1011-1499)","70935","111966","2378939","-2066598","243159","4380929","1258525","857789","1068000","1230280","977411","2201657","1148940","217170","234542","2806434","4629219","5834267","3163770","4338583"
"Iron","CONSTRUCTION (1521-1799)","2235531","2128287","2027870","4278492","2688634","3118572","12500979","28702371","2402140","1466477","1839079","4016354","3255930","2750307","2868535","2765708","4738472","4782914","3815730","2401263"
"Iron","MANUFACTURING (2011-3999)","2589893","2307702","2699081","2864369","1402115","1224498","2714979","1985539","2222927","2592446","2059250","2461431","2818754","3236482","3639490","6879596","7462853","10996665","12392735","7680466"
"Iron","TRANSPORTATION (4011-4789)","1649524","1583661","1817331","3416110","2267352","2464095","3129944","3742473","2808885","1382657","1157113","1071000","1983372","1707510","2090714","2244676","1850769","1901218","3252220","5186098"
"Iron","COMMUNICATIONS (4812-4899)","1647153","2405682","2952147","3837984","4326640","3857952","3963593","4097628","4176552","4114969","4366563","4813435","5445647","4423807","4801571","5797901","9349762","11700969","14223207","12795962"
"Iron","ELECTRIC & GAS (4911-4971)","2952764","3510763","1778176","1430893","3551931","1780415","1921473",,,"2027640","5878192","11625424","6771403","31716894","9478970","10624521","12731451","12914275","20125966","16095791"
"Iron","1977 CODE - WHOLESALE TRADE","6098342","7480565","8124379",,,,,,,,,,,,,,,,,
"Iron","WHOLESALE-DURABLE GOODS (5012-5099)",,,,"7018777","4783944","5370842","5251184","4243616","2749500","2491909","2424010","2801829","2707854","2916074","3720084","6504412","11419143","12158757","14180589","16652356"
"Iron","WHOLESALE-NONDURABLE GOODS (5111-5199)",,,,"3372348","1656229","1168065","999598","1447036","1686478","2244667","2453095","3072444","3454406","4318442","5218920","5117036","5052772","4856071","4623728","4394293"
"Iron","RETAIL-BUILDING & GARDEN (5211-5271)","4800111","5308458","5003698","6019798","6151071","8305075","11304940","11230536","10336732","6928789","8776449","9887267","9729342","10451517","14922011","17418974","22273042","23487022","21894856","25142535"
"Iron","RETAIL-GENERAL MERCHANDISE (5311-5399)","5428336","6619985","7345510","9055193","11189186","12571901","13081304","12918369","11155349","11318405","10184318","12191029","16817663","21145919","25224849","30174892","32023322","35876495","38628767","40146927"
"Iron","RETAIL-FOOD STORES (5411-5499)","6158885","6261805","7413457","15503471","13672179","12750679","12840770","14901045","23157498","22515338","22529229","23830382","28280367","28383187","31620093","29648262","25272060","32456339","47000171","51459212"
"Iron","RETAIL-MOTOR VEHICLE DEALERS(5511-5599)","14964112","14998729","15267997","16023385","17010375","18482873","20783555","21928874","21026693","21664413","25762427","29026789","28067929","27352094","30494445","36719313","45318768","45386913","45515911","41058386"
"Iron","RETAIL-APPAREL & ACCESSORY (5611-5699)","1974757","1834848","2061026","1755857","1769313","1393902","1723333","1556578","1862447","2163319","3100471","2899876","2667875","2486881","2487163","2705816","2820792","2946307","2938133","2785020"
"Iron","RETAIL-FURNITURE (5712-5736)","3216495","3550263","3481176","3932507","3907458","3787169","4098701","3406461","3843838","4490777","4473893","4791721","3782860","3887088","4707296","6312291","6617368","7164224","7656516","8988957"
"Iron","RETAIL-EATING & DRINKING (5812-5813)","6368323","7301804","7934766","8343008","10466925","9909005","10312830","9956479","10805980","11110794","12025467","11686351","11659879","14209156","15283747","16920646","18553697","20119355","21297126","21653070"
"Iron","RETAIL-MISCELLANEOUS (5912-5999)","5981179","6592153","6932315","8423236","13539851","14404728","20800619","16820372","9137894","8932592","9383159","10754370","10150759","10642271","11868985","10454798","11222178","11935447","12666762","12414684"
"Iron","FINANCE,INS. & REAL ESTATE (6011-6799)","407151","534036","510388","463645","396600","274916","1080384","1266642","1370289","1604930","2363220","2569406","984523","1941672","1438227","1340193","1275354","1192197","1482923","2398684"
"Iron","1977 CODE - SERVICES","5350128","6146440","6825167","5966996",,,,,,,,,,,,,,,,
"Iron","SERVICES-HOTELS & LODGING (7011-7041)",,,,"575108","2530426","1969851","2968736","2540580","3883428","5027717","4455463","5755967","5427771","6400757","7588179","8258707","10184733","10430311","10593302","11386387"
"Iron","SERVICES-PERSONAL (7211-7299)",,,,"117068","535814","559812","634698","598941","907799","791710","934687","910320","999877","899369","879550","908973","1050077","1162313","1198444","1146126"
"Iron","SERVICES-BUSINESS (7311-7389)",,,,"73543","443555","555062","2227822","2080454","2213512","2779298","2105580","2898803","2509912","3123574","4199750","3823496","3926768","4410783","3354319","3775235"
"Iron","SERVICES-AUTO & MISC.REPAIR (7513-7699)",,,,"398400","2459787","2616381","3248266","2624041","2349167","2576335","1461948","2894310","3147313","4012777","3843991","4359416","5152202","5897147","7574324","9102350"
"Iron","SERVICES-AMUSEMENT & RECRTN.(7812-7999)",,,,"194796","2135772","2094239","2445735","2088044","2680334","5549981","3832061","3315027","3236766","5132481","5438525","7262347","6718769","7610956","7220645","6622109"
"Iron","SERVICES-HEALTH (8011-8099)",,,,,"17903","19235",,"41439","62043","101585","71560","113041","1927342","384866","377086","473492","564988","635814","626627","621505"
"Iron","SERVICES-ED.,LEGAL,SOCIAL (8111-8999)",,,,"145615","956740","1072714","1229801","1352389","1112235","1269954","1801962","2226046","2264139","2762959","2941400","3346112","3131029","3349162","3132152","3580520"
"Iron","PUBLIC ADMINISTRATION (9111-9721)","279058","304988","385069","548157","696021","771134","808855","738512","780211","808429","716631","711396","627892","715278","665109","782536","937806","1188287","1112669","785462"
"Iron","PRIVATE MOTOR VEHICLE SALES","1928541","1910498","1689774","2006061","2177800","2661554","3526461","2998305","3383652","2771713","3107289","3660998","2654327","3114160","4786017","4851401","6924099","6566150","7494673","7875344"
"Iron","REFUNDED AMOUNTS WITH NO SIC","-1358","-397460","-3529",,,,,,,,,,,,,,,,,
"Iron","OCCASIONAL RETAIL SALES","877","68967","62359","145148","550985","53415","38516","121157","100774","223166","42623","240197","67984","83814","198570","75970","86715","1036085","121852","656085"
"Iron","NONDISCLOSABLE OR NONCLASSIFIABLE","9005115","7536460","12643182","6087425","2053408","9391111","7627982","11217176","9456514","9116547","11236348","2267774","3005657","83018","135914","182684","376359","346695",,"6050934"
"Iron","PRIOR-PERIOD PAYMENTS & REFUNDS",,,,,,,,,,,,,"1727463","2655072","11632917","12971942","7357406","7623330","11128946","7152640"
