"column_0","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"0","1 Block S 100 WEST","16PG00767","PLEASANT GROVE",,,"2016-02-07T06:50:45.000","Thursday","9","2016-02-04T09:02:37.000","Description: Keep the Peace-Civil","749245813","Keep the Peace-Civil","40.3627","{'coordinates': [-111.742, 40.3627], 'type': 'Point'}","-111.742","Family Offense","UT","2016-02-17T09:02:58.000",
"1","1900 Block STATE ST","16PG00766","PLEASANT GROVE",,,"2016-02-07T06:50:45.000","Thursday","11","2016-02-04T11:02:59.000","Description: Traffic Accident-Non Reportabl","749245811","TRAFFIC ACCIDENT-NON REPORTABL","40.3702","{'coordinates': [-111.769, 40.3702], 'type': 'Point'}","-111.769","Traffic","UT","2016-02-17T09:02:58.000",
"2","300 Block STATE ST","16PG00768","PLEASANT GROVE",,,"2016-02-07T06:50:45.000","Thursday","12","2016-02-04T12:02:44.000","Description: Custodial Interference","749245812","CUSTODIAL INTERFERENCE","40.3604","{'coordinates': [-111.745, 40.3604], 'type': 'Point'}","-111.745","Family Offense","UT","2016-02-17T09:02:58.000",
"3","900 Block N 1050 EAST","16PG00769","PLEASANT GROVE",,,"2016-02-07T06:50:45.000","Thursday","14","2016-02-04T14:02:42.000","Description: Citizen Assist","749245814","CITIZEN ASSIST","40.3735","{'coordinates': [-111.716, 40.3735], 'type': 'Point'}","-111.716","Community Policing","UT","2016-02-17T09:02:58.000",
"4","1 Block E 100 SOUTH","16PG04479","PLEASANT GROVE",,,"2016-07-11T13:29:36.000","Wednesday","8","2016-06-29T08:06:34.000","Description: Domestic Violence With Arrest","764636854","DOMESTIC VIOLENCE WITH ARREST","40.3625","{'coordinates': [-111.739, 40.3625], 'type': 'Point'}","-111.739","Family Offense","UT","2016-07-12T10:11:20.000",
"5","700 Block E 700 NORTH","16PG04485","PLEASANT GROVE",,,"2016-07-11T13:29:36.000","Wednesday","10","2016-06-29T10:06:35.000","Description: Theft-Property-Other","764636812","THEFT-PROPERTY-OTHER","40.3711","{'coordinates': [-111.725, 40.3711], 'type': 'Point'}","-111.725","Theft","UT","2016-07-12T10:16:44.000",
"6","1000 Block N 1300 WEST","16PG04488","PLEASANT GROVE",,,"2016-07-11T13:29:36.000","Wednesday","11","2016-06-29T11:06:17.000","Description: Fraud","764636794","FRAUD","40.3747","{'coordinates': [-111.759, 40.3747], 'type': 'Point'}","-111.759","Theft","UT","2016-07-12T10:16:44.000",
"7","1 Block E 100 SOUTH","16PG04489","PLEASANT GROVE",,,"2016-07-11T13:29:36.000","Wednesday","12","2016-06-29T12:06:17.000","Description: Property-Found","764636776","PROPERTY-FOUND","40.3625","{'coordinates': [-111.739, 40.3625], 'type': 'Point'}","-111.739","Property Crime","UT","2016-07-12T10:16:44.000",
"8","100 Block PLEASANT GROVE BLVD","18PG06841","PLEASANT GROVE",,,"2018-10-20T06:37:51.000","Wednesday","8","2018-10-17T08:10:39.000","Description: Alarm","882199605","ALARM","40.3626","{'coordinates': [-111.755, 40.3626], 'type': 'Point'}","-111.755","Alarm","UT","2018-10-31T03:51:44.000",
"9","1 Block E 100 SOUTH","16PG04490","PLEASANT GROVE",,,"2016-07-11T13:29:36.000","Wednesday","12","2016-06-29T12:06:47.000","Description: Citizen Assist","764636768","CITIZEN ASSIST","40.3625","{'coordinates': [-111.739, 40.3625], 'type': 'Point'}","-111.739","Community Policing","UT","2016-07-12T10:16:44.000",
"10","1300 Block W 1800 NORTH","18PG06843","PLEASANT GROVE",,,"2018-10-20T06:37:51.000","Wednesday","9","2018-10-17T09:10:15.000","Description: Vehicle-Abandoned","882199607","VEHICLE-ABANDONED","40.3831","{'coordinates': [-111.76, 40.3831], 'type': 'Point'}","-111.76","Community Policing","UT","2018-10-31T03:51:44.000",
"11","1000 Block W 1800 NORTH","18PG06846","PLEASANT GROVE",,,"2018-10-20T06:37:51.000","Wednesday","9","2018-10-17T09:10:33.000","Description: Animal Wild","882199610","ANIMAL WILD","40.3831","{'coordinates': [-111.755, 40.3831], 'type': 'Point'}","-111.755","Community Policing","UT","2018-10-31T03:51:44.000",
"12","200 Block SOUTH & STATE ST","18PG06851","PLEASANT GROVE",,,"2018-10-20T06:37:51.000","Wednesday","12","2018-10-17T12:10:57.000","Description: Traffic Accident-Injury","882199614","TRAFFIC ACCIDENT-INJURY","40.361","{'coordinates': [-111.747, 40.361], 'type': 'Point'}","-111.747","Traffic","UT","2018-10-31T03:51:45.000",
"13","1900 Block GROVE PKWY","18PG06854","PLEASANT GROVE",,,"2018-10-20T06:37:51.000","Wednesday","13","2018-10-17T13:10:32.000","Description: Suspicious","882199617","SUSPICIOUS","40.3544","{'coordinates': [-111.767, 40.3544], 'type': 'Point'}","-111.767","Community Policing","UT","2018-10-31T03:51:45.000",
"14","200 Block CENTER ST","16PG04499","PLEASANT GROVE",,,"2016-07-11T13:29:36.000","Wednesday","18","2016-06-29T18:06:10.000","Description: Juvenile-Problem","764636681","Juvenile-Problem","40.3646","{'coordinates': [-111.744, 40.3646], 'type': 'Point'}","-111.744","Community Policing","UT","2016-07-12T10:16:45.000",
"15","1100 Block W 1960 NORTH","16PG04501","PLEASANT GROVE",,,"2016-07-11T13:29:33.000","Wednesday","18","2016-06-29T18:06:35.000","Description: Alarm","764636663","ALARM","40.3845","{'coordinates': [-111.758, 40.3845], 'type': 'Point'}","-111.758","Alarm","UT","2016-07-12T10:16:45.000",
"16","2500 Block N 600 WEST","16PG04505","PLEASANT GROVE",,,"2016-07-11T13:29:36.000","Wednesday","22","2016-06-29T22:06:42.000","Description: Juvenile-Problem","764636689","Juvenile-Problem","40.3912","{'coordinates': [-111.749, 40.3912], 'type': 'Point'}","-111.749","Community Policing","UT","2016-07-12T10:16:45.000",
"17","2000 Block MICHAEL LEON LN","16PG04504","PLEASANT GROVE",,,"2016-07-11T13:29:36.000","Wednesday","22","2016-06-29T22:06:56.000","Description: Alarm","764636687","ALARM","40.3857","{'coordinates': [-111.742, 40.3857], 'type': 'Point'}","-111.742","Alarm","UT","2016-07-12T10:16:45.000",
"18","400 Block S 810 WEST","18PG06857","PLEASANT GROVE",,,"2018-10-20T06:37:51.000","Wednesday","15","2018-10-17T15:10:40.000","Description: Vehicle-Abandoned","882199620","VEHICLE-ABANDONED","40.3587","{'coordinates': [-111.752, 40.3587], 'type': 'Point'}","-111.752","Community Policing","UT","2018-10-31T03:51:45.000",
"19","300 Block VIA LIVORNO ST","18PG06863","PLEASANT GROVE",,,"2018-10-20T06:37:51.000","Wednesday","18","2018-10-17T18:10:53.000","Description: Custodial Interference","882199625","CUSTODIAL INTERFERENCE","40.3596","{'coordinates': [-111.755, 40.3596], 'type': 'Point'}","-111.755","Family Offense","UT","2018-10-31T03:51:45.000",
"20","300 Block N 600 WEST","18PG06864","PLEASANT GROVE",,,"2018-10-20T06:37:51.000","Wednesday","19","2018-10-17T19:10:16.000","Description: Traffic Offense","882199626","TRAFFIC OFFENSE","40.3674","{'coordinates': [-111.75, 40.3674], 'type': 'Point'}","-111.75","Traffic","UT","2018-10-31T03:51:45.000",
"21","800 Block NORTH COUNTY BLVD","18PG00958","PLEASANT GROVE",,,"2018-02-16T07:26:36.000","Tuesday","18","2018-02-13T18:02:36.000","Description: Traffic Accident-Reportable","834308027","TRAFFIC ACCIDENT-REPORTABLE","40.3722","{'coordinates': [-111.769, 40.3722], 'type': 'Point'}","-111.769","Traffic","UT","2018-02-27T06:02:23.000",
"22","100 Block PLEASANT GROVE BLVD","18PG06874","PLEASANT GROVE",,,"2018-10-21T06:58:43.000","Thursday","3","2018-10-18T03:10:50.000","Description: CS-Poss-Meth","882270943","CS-POSS-METH","40.3626","{'coordinates': [-111.755, 40.3626], 'type': 'Point'}","-111.755","Drugs","UT","2018-10-31T03:51:45.000",
