"unnamed_column","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"8848","400 Block OREM BLVD","15OR29573","OREM",,,"2015-07-12T08:04:40.000","Thursday","20","2015-07-09T20:07:51.000","Description: Alarm","723750126","ALARM","40.2889","{'type': 'Point', 'coordinates': [-111.694, 40.2889]}","-111.694","Alarm","UT","2015-07-22T08:16:20.000",
"1261","1700 Block STATE ST","16OR22903","OREM",,,"2016-05-17T05:45:35.000","Saturday","16","2016-05-14T16:05:15.000","Description: Alarm","759697840","ALARM","40.3301","{'type': 'Point', 'coordinates': [-111.711, 40.3301]}","-111.711","Alarm","UT","2016-07-11T15:48:45.000",
"1932","1 Block PALISADE DR","15OR03209","OREM",,,"2015-02-04T09:04:22.000","Saturday","11","2015-01-24T11:01:54.000","Description: Alarm","682818094","ALARM","40.2982","{'type': 'Point', 'coordinates': [-111.669, 40.2982]}","-111.669","Alarm","UT","2015-02-05T09:03:57.000",
"2041","800 Block STATE ST","15OR03614","OREM",,,"2015-02-04T09:04:24.000","Tuesday","13","2015-01-27T13:01:20.000","Description: Fraud","682818233","FRAUD","40.2815","{'type': 'Point', 'coordinates': [-111.688, 40.2815]}","-111.688","Theft","UT","2015-02-05T09:03:48.000",
"5118","1900 Block MAIN ST","15OR11840","OREM",,,"2015-03-24T09:09:09.000","Saturday","17","2015-03-21T17:03:32.000","Description: Alarm","710686523","ALARM","40.2624","{'type': 'Point', 'coordinates': [-111.695, 40.2624]}","-111.695","Alarm","UT","2015-04-01T09:16:32.000",
"0","1000 Block STATE ST","18OR06557","OREM",,,"2018-02-17T07:59:30.000","Wednesday","1","2018-02-14T01:02:45.000","Description: CS-Poss-Meth","834430364","CS-POSS-METH","40.2777","{'type': 'Point', 'coordinates': [-111.686, 40.2777]}","-111.686","Drugs","UT","2018-02-28T06:23:28.000",
"1","900 Block STATE ST","18OR06560","OREM",,,"2018-02-17T07:59:30.000","Wednesday","2","2018-02-14T02:02:12.000","Description: Alarm","834430362","ALARM","40.3143","{'type': 'Point', 'coordinates': [-111.702, 40.3143]}","-111.702","Alarm","UT","2018-02-28T06:23:28.000",
"2","1 Block UNIVERSITY PKWY","18OR06561","OREM",,,"2018-02-17T07:59:30.000","Wednesday","4","2018-02-14T04:02:40.000","Description: Alarm","834430361","ALARM","40.2735","{'type': 'Point', 'coordinates': [-111.694, 40.2735]}","-111.694","Alarm","UT","2018-02-28T06:23:28.000",
"3","1 Block UNIVERSITY PKWY","18OR06563","OREM",,,"2018-02-17T07:59:30.000","Wednesday","5","2018-02-14T05:02:18.000","Description: Alarm","834430359","ALARM","40.2735","{'type': 'Point', 'coordinates': [-111.694, 40.2735]}","-111.694","Alarm","UT","2018-02-28T06:23:28.000",
"4","800 Block W 400 NORTH","18OR06562","OREM",,,"2018-02-17T07:59:30.000","Wednesday","5","2018-02-14T05:02:26.000","Description: Citizen Assist","834430360","CITIZEN ASSIST","40.3044","{'type': 'Point', 'coordinates': [-111.717, 40.3044]}","-111.717","Community Policing","UT","2018-02-28T06:23:28.000",
"5","800 Block STATE ST","18OR06564","OREM",,,"2018-02-17T07:59:30.000","Wednesday","5","2018-02-14T05:02:53.000","Description: Traffic Accident-Reportable","834430358","TRAFFIC ACCIDENT-REPORTABLE","40.3119","{'type': 'Point', 'coordinates': [-111.701, 40.3119]}","-111.701","Traffic","UT","2018-02-28T06:23:28.000",
"6","1 Block PARADISE DR","18OR06566","OREM",,,"2018-02-17T07:59:30.000","Wednesday","6","2018-02-14T06:02:24.000","Description: Custodial Interference","834430357","CUSTODIAL INTERFERENCE","40.298","{'type': 'Point', 'coordinates': [-111.68, 40.298]}","-111.68","Family Offense","UT","2018-02-28T06:23:28.000",
"7","1000 Block PALOS VERDES DR","18OR06567","OREM",,,"2018-02-17T07:59:30.000","Wednesday","6","2018-02-14T06:02:50.000","Description: Citizen Assist","834430356","CITIZEN ASSIST","40.2786","{'type': 'Point', 'coordinates': [-111.706, 40.2786]}","-111.706","Community Policing","UT","2018-02-28T06:23:28.000",
