"rank","district","synonym","age_ma","extent","commodity","tons","cu_lbs","pb_lbs","zn_lbs","au_ounces","ag_ounces","fe_ore_lt","mn_lbs","u_lbs","v_lbs","mos2_lbs","wo3_lbs","be_lbs","comments","dollar_value","reference1","reference2","importance","county","organized","productive"
"16","Goldstrike",,"20","Large","Au","* 8,038,497","0.0","0.0","0.0","* 210,649","* 197,987","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Minor Hg","213420818","Willden, 2006","Doelling and Tooker, 1983","Very High","Washington",,"1915-1996"
"20","Silver Reef","Harrisburg","0","Large","Ag Cu","* 438,980","* 10,674,000","* 44,000","0.0","* 664","* 7,499,153","0.0","0.0","* 17,381","* 31,535","0.0","0.0","0.0","2,399 tons U ore","138604792","Stowe, 1975",,"Moderate","Washington","1874","1875-1961"
"41","Tutsagubet",,"200","Significant","Cu","* 30,509","* 16,431,454","* 963,517","* 8,000","* 72","* 183,268","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10,270 tons yielding 1654 lbs Ga and 5634 lbs Ge","54385506","Butler and others, 1920","Doelling and Tooker, 1983","Moderate","Washington","1883","1871-1960"
"128","Kolob Terrace",,"200","Minor","U","* 209","0.0","0.0","0.0","0.0","0.0","0.0","0.0","* 347","0.0","0.0","0.0","0.0",,"13880","AEC, 1948-1970",,"Low","Washington",,"1950s"
"146","Gunlock",,"0","Insignificant","Sb","* 5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","A few tons of 1% Sb","500","Dasch, 1969",,"Low","Washington",,"1918"
"157","Bull Valley",,"22","No Production",,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Small, low-grade Fe resource","0.0","Bullock, 1970","Doelling and Tooker, 1983","Moderate","Washington","1903","None"
"175","Mineral Mountain",,"12","No Production",,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Cu, Ag, and Au prospects","0.0","Morris, 1980","Doelling and Tooker, 1983","High","Washington",,"None"
"185","Washington Dome",,"0","No Production",,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Au, Hg, and gypsum prospects","0.0","Krahulec, 2011",,"Moderate","Washington",,"None"
