"column_0","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"0","1200 Block PARK AVE","A10-24288","PARK CITY",,,"2012-01-23T20:43:22.000","Tuesday","9","2010-10-26T09:10:01.000","Crim Mischief","95483627","CRIM MISCHIEF","40.6507278","{'coordinates': [-111.5031987, 40.6507278], 'type': 'Point'}","-111.5031987","Property Crime","UT","2018-03-25T05:25:14.000","84060"
"1","400 Block SWEDE ALY","15-19052","PARK CITY",,,"2015-10-21T07:22:18.000","Wednesday","0","2015-10-21T00:10:55.000","Suspicious","734697515","SUSPICIOUS","40.6439","{'coordinates': [-111.495, 40.6439], 'type': 'Point'}","-111.495","Disorder","UT","2015-10-28T09:30:46.000",
"2","1000 Block IRON HORSE DR","16-09075","PARK CITY",,,"2016-05-24T07:16:49.000","Tuesday","0","2016-05-03T00:05:00.000","Crim Mischief","760351917","CRIM MISCHIEF","40.6586","{'coordinates': [-111.505, 40.6586], 'type': 'Point'}","-111.505","Property Crime","UT","2016-05-30T09:31:00.000",
"3","2000 Block PARK AVE","16-09086","PARK CITY",,,"2016-05-24T07:16:49.000","Thursday","10","2016-05-12T10:05:41.000","Harassment","760351928","HARASSMENT","40.6635","{'coordinates': [-111.512, 40.6635], 'type': 'Point'}","-111.512","Disorder","UT","2016-07-16T09:30:57.000",
"4","1 Block SR224","12-04210","PARK CITY",,,"2012-02-17T10:02:00.000","Thursday","12","2012-02-16T12:02:47.000","DUI","99518563","DUI","40.6837","{'coordinates': [-111.538, 40.6837], 'type': 'Point'}","-111.538","Liquor","UT","2018-03-04T06:34:31.000",
"5","1300 Block SULLIVAN RD","16-09073","PARK CITY",,,"2016-05-24T07:16:49.000","Monday","14","2016-05-23T14:05:23.000","Suspicious","760351915","SUSPICIOUS","40.6531","{'coordinates': [-111.504, 40.6531], 'type': 'Point'}","-111.504","Disorder","UT","2016-05-30T09:30:59.000",
"6","900 Block PARK AVE","16-09079","PARK CITY",,,"2016-05-24T07:16:49.000","Monday","17","2016-05-23T17:05:49.000","Traffic Stop","760351921","TRAFFIC STOP","40.6485","{'coordinates': [-111.5, 40.6485], 'type': 'Point'}","-111.5","Vehicle Stop","UT","2016-05-30T09:31:00.000",
"7","SWEDE ALY & MAIN ST","16-09088","PARK CITY",,,"2016-05-24T07:16:49.000","Monday","23","2016-05-23T23:05:05.000","Traffic Stop","760351930","TRAFFIC STOP","40.6409","{'coordinates': [-111.494, 40.6409], 'type': 'Point'}","-111.494","Vehicle Stop","UT","2016-05-30T09:31:02.000",
"8","KEARNS BLVD & COMSTOCK DR","16-09090","PARK CITY",,,"2016-05-24T07:16:49.000","Monday","23","2016-05-23T23:05:08.000","Traffic Stop","760351932","TRAFFIC STOP","40.668","{'coordinates': [-111.492, 40.668], 'type': 'Point'}","-111.492","Vehicle Stop","UT","2016-07-16T09:30:57.000",
"9","1800 Block THREE KINGS DR","16-16217","PARK CITY",,,"2016-09-16T07:33:44.000","Friday","8","2016-08-12T08:08:00.000","Fraud","772190418","FRAUD","40.6594","{'coordinates': [-111.516, 40.6594], 'type': 'Point'}","-111.516","Theft","UT","2016-11-04T09:31:04.000",
