"year","day","_1","_2","_3","_4","_5","_6","_7","_8","_9","_10","_11","_12","_13","_14","_15","_16","_17","_18","_19","_20","_21","_22","_23","_24","_25","_26","_27","_28","_29","_30","_31","total","mean","max","min","ac_ft"
"2000","OCT","72","73","71","73","75","74","76","73","72","69","68","67","67","66","169","132","83","69","64","65","65","64","63","63","64","63","65","65","66","63","63","2282","73.599999999999994","169","63","4530"
"2000","NOV","64","66","65","65","63","62","62","65","62","62","61","61","60","60","60","59","67","64","60","59","63","63","62","62","61","60","60","59","59","58","------","1854","61.8","67","58","3680"
"2000","DEC","63","61","65","63","60","59","59","60","59","60","58","58","59","60","58","57","58","58","58","60","62","58","58","58","58","57","56","56","56","54","54","1820","58.7","65","54","3610"
"2000","JAN","54","54","55","54","55","54","54","54","54","56","57","56","55","53","51","51","51","54","56","54","65","58","56","54","59","64","57","54","54","54","56","1713","55.3","65","51","3400"
"2000","FEB","55","88","673","832","857","870","875","875","874","892","919","953","939","959","951","925","932","937","944","941","979","1000","985","1020","967","970","986","985","953",,"------","25136","867","1020","55","49860"
"2000","MAR","947","933","947","949","978","982","965","970","1000","973","970","954","958","957","925","932","886","908","943","794","843","924","933","916","930","929","941","930","843","776","751","28587","922","1000","751","56700"
"2000","APR","804","827","825","845","838","836","786","818","818","790","800","814","785","861","780","749","660","674","679","598","536","525","531","488","490","478","466","456","358","331","------","20246","675","861","331","40160"
"2000","MAY","280","223","205","182","178","182","208","214","206","229","123","85","129","133","126","93","72","73","61","65","68","69","76","83","127","210","199","189","174","167","159","4588","148","280","61","9100"
"2000","JUN","143","114","103","98","97","89","84","87","87","82","97","91","79","75","84","86","84","81","85","71","59","55","58","67","75","80","81","78","87","98","------","2555","85.2","143","55","5070"
"2000","JUL","105","106","104","90","84","82","84","79","80","85","83","79","80","83","79","74","73","64","60","61","60","60","60","59","60","59","58","58","59","59","59","2286","73.7","106","58","4530"
"2000","AUG","67","56","59","59","60","61","63","60","60","61","61","62","60","63","56","58","58","67","89","75","81","75","70","68","68","72","76","73","72","96","137","2143","69.099999999999994","137","56","4250"
"2000","SEP","86","79","80","78","76","76","76","76","77","78","79","77","75","75","77","77","77","78","77","76","81","94","152","84","76","78","76","74","74","74","------","2413","80.400000000000006","152","74","4790"
"2001","OCT","78","80","88","93","80","77","78","79","87","94","148","99","75","71","72","144","99","77","74","78","76","73","73","70","70","70","82","80","76","115","113","2669","86.1","148","70","5290"
"2001","NOV","106","96","92","91","94","95","91","62","70","72","65","63","61","60","62","65","74","74","59","54","51","55","61","58","54","54","53","52","53","53","------","2050","68.3","106","51","4070"
"2001","DEC","52","52","52","54","55","52","52","51","51","56","55","53","52","52","55","52","51","51","50","50","50","51","51","52","51","50","50","50","49","50","49","1601","51.6","56","49","3180"
"2001","JAN","49","49","49","49","50","49","48","48","45","39","46","57","53","53","54","51","48","47","47","47","45","44","44","44","48","46","45","45","45","47","47","1478","47.7","57","39","2930"
"2001","FEB","48","47","47","47","47","49","52","49","47","46","46","46","47","47","48","48","48","47","48","48","47","47","51","50","48","47","47","47",,,"------","1336","47.7","52","46","2650"
"2001","MAR","48","47","56","48","49","48","47","47","48","49","59","51","48","47","67","88","79","74","72","71","72","72","64","63","62","62","62","78","138","84","84","1984","64","138","47","3940"
"2001","APR","81","85","79","81","97","91","90","93","83","81","80","102","86","83","82","78","59","58","53","52","56","65","54","51","49","46","47","49","48","49","------","2108","70.3","102","46","4180"
"2001","MAY","53","51","51","50","50","51","48","45","48","50","54","57","69","81","81","107","109","104","98","89","94","87","72","67","65","70","66","62","60","61","60","2110","68.099999999999994","109","45","4190"
"2001","JUN","62","63","64","63","60","57","60","57","60","62","62","88","102","76","72","73","71","66","60","60","62","64","66","72","70","61","50","50","53","55","------","1941","64.7","102","50","3850"
"2001","JUL","54","52","55","57","55","57","61","61","90","89","83","75","58","60","60","68","60","43","41","38","38","42","42","41","40","40","41","40","37","42","41","1661","53.6","90","37","3290"
"2001","AUG","32","30","31","35","32","29","29","24","19","19","23","23","26","26","34","35","36","36","34","37","77","96","62","68","56","52","52","52","53","56","56","1270","41","96","19","2520"
"2001","SEP","57","56","52","57","57","70","69","70","72","69","69","69","64","62","64","68","68","66","64","64","64","66","65","67","65","54","53","51","51","47","------","1870","62.3","72","47","3710"
"2002","OCT","49","63","61","61","59","60","61","61","70","67","66","66","62","62","90","118","89","172","104","85","85","79","77","74","73","73","76","78","76","79","85","2381","76.8","172","49","4720"
"2002","NOV","41","41","41","41","41","41","56","41","39","40","40","39","39","40","39","39","39","40","40","41","41","76","65","48","62","53","47","43","43","45","------","1341","44.7","76","39","2660"
"2002","DEC","43","49","51","53","46","46","62","48","46","43","41","40","38","38","39","39","39","39","39","38","39","38","37","36","36","35","35","35","35","36","35","1274","41.1","62","35","2530"
"2002","JAN","37","37","36","35","34","34","34","33","33","33","35","36","36","36","36","36","36","36","35","34","34","35","34","33","32","32","33","35","33","32","32","1067","34.4","37","32","2120"
"2002","FEB","31","31","31","30","30","30","30","31","30","29","30","29","28","29","29","29","30","30","30","43","42","38","36","36","36","35","34","35",,,"------","902","32.200000000000003","43","28","1790"
"2002","MAR","33","33","32","32","31","30","32","38","35","34","33","32","62","54","41","39","45","40","38","38","38","38","41","70","56","47","44","43","43","43","58","1273","41.1","70","30","2520"
"2002","APR","73","73","74","64","61","62","62","62","60","61","67","67","81","59","40","45","44","39","41","39","36","34","31","30","31","31","41","35","32","32","------","1507","50.2","81","30","2990"
"2002","MAY","31","33","37","36","37","37","44","38","36","39","54","46","42","39","40","39","35","34","36","37","44","44","39","37","38","37","36","40","50","37","39","1211","39.1","54","31","2400"
"2002","JUN","56","58","45","42","36","38","42","51","53","44","43","37","39","51","53","50","50","46","53","57","65","68","73","73","74","78","85","89","83","85","------","1717","57.2","89","36","3410"
"2002","JUL","86","84","87","89","93","95","87","82","79","78","73","75","79","72","67","64","69","84","97","64","59","58","62","57","63","65","62","63","61","63","62","2279","73.5","97","57","4520"
"2002","AUG","62","77","56","50","49","48","45","44","45","45","45","45","43","43","44","41","43","44","44","46","48","46","44","44","46","47","46","46","48","45","45","1464","47.2","77","41","2900"
"2002","SEP","43","44","44","43","46","82","88","127","89","58","48","48","46","45","43","69","88","93","62","60","60","58","58","48","43","44","49","52","52","50","------","1780","59.3","127","43","3530"
"2003","OCT","87","77","54","57","62","62","61","59","57","57","57","55","55","57","56","51","96","147","90","64","48","54","55","44","42","41","41","41","41","42","41","1851","59.7","147","41","3670"
"2003","NOV","41","40","39","39","39","41","42","45","48","49","51","47","46","46","45","45","46","44","43","44","44","44","44","46","45","44","43","44","43","43","------","1320","44","51","39","2620"
"2003","DEC","43","43","43","42","41","41","41","41","41","42","40","39","39","38","39","40","46","41","39","38","37","37","37","36","36","35","35","34","35","34","38","1211","39.1","46","34","2400"
"2003","JAN","36","35","35","35","37","35","36","39","35","34","33","33","34","33","32","32","32","32","32","20","14","13","13","13","13","13","15","49","19","17","19","868","28","49","13","1720"
"2003","FEB","23","52","38","36","29","27","26","25","24","30","35","34","37","41","40","41","40","39","39","40","39","38","37","35","38","36","36","35",,,"------","990","35.4","52","23","1960"
"2003","MAR","36","35","34","39","35","34","33","33","33","33","33","33","35","33","36","69","44","50","41","39","40","37","36","36","37","67","66","58","55","56","58","1304","42.1","69","33","2590"
"2003","APR","66","63","82","73","77","86","91","66","58","58","57","57","55","57","79","30","33","51","35","29","16","14","10","10","10","10","10","10","14","11","------","1318","43.9","91","10","2610"
"2003","MAY",,,,"34","18",,"38","38","29","39","23","18","17","19","20","29","22","25","23","26","47","25","25",,,,,,"77","94","82","1023","33","94","10","2030"
"2003","JUN","76","59","46","41","36","37","36","40","44","46","42","40","42","48","50","43","43","51","76","48","49","43","156","138","79","53","44","46","46","44","------","1642","54.7","156","36","3260"
"2003","JUL","41","44","47","49","52","50","48","65","71","46","44","47","47","45","41","46","47","46","48","49","42","42","51","75","46","45","42","41","39","39","41","1476","47.6","75","39","2930"
"2003","AUG","40","37","38","36","37","35","33","34","36","38","39","40","39","41","40","39","38","36","37","35","39","44","45","43","44","52","65","25","30","28","32","1195","38.5","65","25","2370"
"2003","SEP","35","45","44","46","48","45","42","40","42","40","39","41","36","42","39","41","36","29","37","41","33","37","40","45","49","51","49","48","50","48","------","1258","41.9","51","29","2500"
"2004","OCT","55","48","39","33","34","33","33","33","33","29","26","26","26","26","25","76","153","112","85","83","78","68","66","35","23","23","24","24","24","37","39","1449","46.7","153","23","2870"
"2004","NOV","39","38","46","42","38","37","36","36","35","37","33","32","42","39","35","42","49","40","37","37","33","32","31","30","30","31","30","30","30","30","------","1077","35.9","49","30","2140"
"2004","DEC","26","20","19","18","18","18","28","29","22","20","20","19","18","20","24","18","17","17","17","18","33","32","23","22","58","72","51","35","29","30","29","820","26.5","72","17","1630"
"2004","JAN","29","35","32","28","27","25","26","25","24","23","22","22","21","22","22","21","22","21","21","21","21","21","20","20","20","21","20","21","23","25","25","726","23.4","35","20","1440"
"2004","FEB","23","22","24","26","25","22","22","24","22","22","21","20","20","19","19","20","23","35","57","42","37","34","35","36","37","97","102","90","85",,"------","1061","36.6","102","19","2100"
"2004","MAR","67","65","62","58","59","62","53","43","39","39","42","43","43","43","45","45","34","27","26","29","29","32","34","37","37","90","46","38","35","35","47","1384","44.6","90","26","2750"
"2004","APR","73","71","71","71","69","68","76","144","131","170","165","156","91","51","22","21","21","73","32","22","72","37","26","22","21","12","6.4","14",,"11","------",,"61.1","170","6.4",
"2004","MAY","15","6.8","5.9","4.0999999999999996","9.3000000000000007","6.4","8.9","14","17","22","38","31","25","33","27","24","25","30","35","31","34","36","35","36","40","37","36","58","10","64","56","50.4","30.7","110","4.0999999999999996","890"
"2004","JUN","70","78","24","17","25","27","28","28","23","49","35","24","20","20","23","27","27","28","31","34","44","81","31","25","28","32","32","31","33","34","------","1009","33.6","81","17","2000"
"2004","JUL","32","29","32","30","29","32","32","37","40","42","39","44","47","42","40","40","45","52","46","43","46","49","48","46","42","40","43","43","42","45","46","1263","40.700000000000003","52","29","2510"
"2004","AUG","41","40","43","45","41","43","43","39","46","38","34","34","33","35","36","31","30","32","29","27","28","26","23","24","26","28","18","32","37","30","29","1041","33.6","46","18","2060"
"2004","SEP","26","26","24","18","31","32","33","30","29","28","29","29","23","28","15","31","37","40","50","58","29","25","24","24","17","15","16","16","15","16","------","814","27.1","58","15","1610"
"2005","OCT","11","6.1","4.5","3.6","3.8","81","117","44","33","24","19","15","13","12","12","12","11","14","23","179","146","75","68","64","110","65","33","64","55","48","81","1447.00","46.7","179","3.6","2870"
"2005","NOV","50","37","36","34","33","31","30","30","41","36","39","64","49","40","38","37","31","27","26","26","25","24","24","24","26","34","25","28","22","21","------","988","32.9","64","21","1960"
"2005","DEC","20","20","20","20","20","20","20","21","26","24","23","22","21","24","23","21","20","20","20","21","21","19","19","18","18","17","17","17","31","35","29","667","21.5","35","17","1320"
"2005","JAN","32","27","25","24","27","28","25","25","25","49","111","86","58","48","42","40","31","25","24","23","22","22","22","21","20","20","39","36","45","35","32","1089","35.1","111","20","2160"
"2005","FEB","28","26","24","22","26","27","38","35","29","27","26","37","38","46","77","60","47","41","44","51","48","45","44","44","39","35","34","33",,,"------","1071","38.299999999999997","77","22","2120"
"2005","MAR","31","31","31","28","28","28","28","28","26","26","27","29","30","30","30","29","22","24","22","56","29","27","94","113","121","74","56","73","83","103","114","1471","47.5","121","22","2920"
"2005","APR","77","70","68","83","73","63","61","142","107","80","73","68","65","67","66","65","63","66","106","148","80","80","60","75","53","44","42","61","70","44","------","2220","74","148","42","4400"
"2005","MAY","44","43","38","30","31","35","42","39","36","94","219","90","73","64","61","70","115","65","54","56","103","94","122","158","112","85","82","79","83","162","123","2502","80.7","219","30","4960"
"2005","JUN","116","111","91","66","51","121","100","68","51","45","43","72","63","76","49","69","82","100","108","107","112","132","166","152","151","137","127","142","98","78","------","2884","96.1","166","43","5720"
"2005","JUL","74","76","79","76","73","67","70","64","61","61","69","99","44","37","41","42","40","45","31","27","30","32","35","38","35","32","31","34","34","33","30","1540","49.7","99","27","3050"
"2005","AUG","50","75","36","35","33","33","32","26","31","89","94","100","100","117","118","90","69","68","66","65","69","63","63","59","57","58","58","59","58","49","50","1970","63.5","118","26","3910"
"2005","SEP","52","50","82","95","60","51","48","46","50","53","54","61","55","50","48","52","54","60","58","51","99","76","60","55","55","52","69","73","53","52","------","1774","59.1","99","46","3520"
"2006","OCT","52","51","50","120","91","70","65","67","65","62","59","58","61","64","62","63","58","56","51","50","48","48","48","50","49","48","45","100","73","55","49","1888","60.9","120","45","3740"
"2006","NOV","47","47","44","49","44","42","41","40","40","40","40","45","41","47","43","40","159","210","106","62","44","42","41","37","34","39","38","36","39","43","------","1620","54","210","34","3210"
"2006","DEC","41","47","45","44","43","43","42","40","38","38","37","36","35","31","28","28","28","27","28","29","28","28","34","31","29","29","41","37","32","31","34","1082","34.9","47","27","2150"
"2006","JAN","62","75","82","57","49","43","36","35","33","32","32","38","34","35","37","36","33","35","38","37","34","32","30","29","30","30","32","33","32","31","61","1233","39.799999999999997","82","29","2450"
"2006","FEB","58","72","51","45","46","39","37","36","35","34","33","33","31","35","36","35","32","31","32","31","30","29","30","31","29","29","28","36",,,"------","1024","36.6","72","28","2030"
"2006","MAR","58","44","37","38","32","30","40","32","35","34","32","33","32","31","31","30","32","43","66","101","871","964","919","918","933","956","930","979","1120","987","964","11352","366","1120","30","22520"
"2006","APR","1030","958","967","986","1070","1270","1110","1080","1070","1040","1000","1020","1030","1040","1150","1060","1090","1040","999","971","964","962","973","989","958","921","872","843","892","889","------","30244","1008","1270","843","59990"
"2006","MAY","891","861","840","874","915","901","894","868","859","873","858","851","841","845","867","904","852","865","908","901","907","907","902","866","854","844","869","838","847","797","790","26889","867","915","790","53330"
"2006","JUN","785","773","772","775","787","800","821","827","902","907","873","858","850","814","716","703","700","705","701","668","677","658","612","615","610","604","598","577","565","435","------","21688","723","907","435","43020"
"2006","JUL","107","89","84","91","111","156","111","94","92","80","74","76","73","73","69","70","67","67","67","66","66","70","67","84","109","47","44","38","38","41","44","2365","76.3","156","38","4690"
"2006","AUG","80","70","64","57","51","51","48","45","43","42","45","46","48","65","81","52","43","56","59","59","56","50","44","45","50","52","53","52","53","48","48","1656","53.4","81","42","3280"
"2006","SEP","55","57","56","73","88","48","49","57","57","57","52","49","47","82","114","131","81","68","62","85","80","169","126","89","73","64","65","60","56","56","------","2206","73.5","169","47","4380"
"2007","OCT",,,,"57","80","113","118","59","45","45","46","48","48","49","50","62","56","54","52","55","74","74","229","159","122","33","30","36","36","46","47","1923","68.7","229","30","3810"
"2007","NOV","44","44","49","58","49","49","48","48","52","54","49","55","48","66","48","45","44","44","43","42","42","42","42","41","41","34","40","39","33","34","------","1367","45.6","66","33","2710"
"2007","DEC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2007","JAN",,,,"34","34","32","32","31","31","32","34","32","32","31","29","29","29","29","28","27","27","26","27","26","26","27","27","26","26","26","27","817","29.2","34","26","1620"
"2007","FEB","34","56","79","91","95","112","137","145","147","161","321","508","602","627","633","637","647","652","672","657","651","645","654","640","633","639","652","662",,,"------","12189","435","672","34","24180"
"2007","MAR","699","949","993","1020","1020","1020","1030","1050","1030","1010","1010","1020","1020","1020","1010","1010","1010","1010","999","1000","1030","1010","997","976","984","976","990","1050","991","1020","1,040","30994","1000","1050","699","61480"
"2007","APR","1040","1020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"------","2060","1030","1040","1020","4090"
"2007","MAY",,"117","119","125","124","110","103","94","72","35","29","31","36","38","34","32","32","34","34","35","34","35","36","35","34","34","36","49","66","43","36","1672","55.7","125","29","3320"
"2007","JUN","39","27","27","30","26","65","59","53","38","39","38","38","37","38","41","40","38","41","49","36","37","36","36","37","36","35","37","38","41","39","------","1171","39","65","26","2320"
"2007","JUL","39","40","39","39","35","41","40","42","67","80","41","42","42","39","39","36","35","35","37","37","36","35","35","34","40","60","133","61","55","61","64","1459","47.1","133","34","2890"
"2007","AUG","34","52","159","87","63","58","47","40","41","39","42","40","37","34","27","26","25","28","28","34","52","31","36","37","36","39","46","44","31","27","32","1352","43.6","159","25","2680"
"2007","SEP","34","35","33","49","94","53","48","47","49","46","40","37","37","36","33","32","43","54","33","33","33","44","54","70","46","46","43","43","95","70","------","1410","47","95","32","2800"
"2008","OCT","65","60","71","149","165","98","99","91","87","84","92","100","99","96","87","72","63","57","53","42","37","34","29","20","18","18","18","20","20","19","19","1982","63.9","165","18","3930"
"2008","NOV","18","73","100","101","74","60","54","50","46","69","53","47","43","40","39","38","38","36","35","35","34","34","34","33","33","34","35","35","34","33","------","1388","46.3","101","18","2750"
"2008","DEC","33","33","31","33","32","32","31","32","32","32","32","33","35","33","31","31","31","35","35","31","31","33","33","31","45","48","38","34","34","39","35","1049","33.799999999999997","48","31","2080"
"2008","JAN","33","38","47","35","33","33","37","39","45","38","35","34","35","35","33","33","32","31","31","30","31","31","44","64","85","81","62","57","53","45","42","1302","42","85","30","2580"
"2008","FEB","41","40","40","39","40","40","41","46","58","65","59","59","56","56","54","47","49","49","49","49","46","47","47","49","52","52","51","51",,,"------","1372","49","65","39","2720"
"2008","MAR","47","45","45","48","66","53","47","45","48","51","46","44","43","58","89","89","89","90","93","94","99","106","143","116","109","120","102","96","95","94","81","2391","77.099999999999994","143","43","4740"
"2008","APR","91","107","193","145","127","112","103","103","106","96","122","145","151","193","351","229","273","282","277","271","251","237","241","255","290","271","236","285","785","923","------","7251","242","923","91","14380"
"2008","MAY","894","1010","1050","1070","1030","1020","1020","936","954","949","949","937","865","885","885","891","896","918","938","944","934","931","935","993","1060","1030","950","944","961","971","957","29707","958","1070","865","58920"
"2008","JUN","962","988","980","980","983","979","957","932","991","1110","1130","1080","1080","1120","1100","1070","1080","1210","1100","1160","1200","1100","1060","1030","1010","1010","1000","981","948","904","------","31235","1041","1210","904","61950"
"2008","JUL","887","883","882","868","856","854","848","801","533","103","82","73","66","64","62","59","59","59","61","60","57","59","59","59","67","63","77","93","60","63","68","8885","287","887","57","17620"
"2008","AUG","71","74","67","64","62","66","68","66","68","69","72","60","60","62","85","73","80","94","73","86","82","62","63","70","71","72","81","77","77","75","67","2217","71.5","94","60","4400"
"2008","SEP","64","68","72","68","76","79","98","120","87","85","84","85","75","115","125","90","88","87","81","80","81","77","77","80","80","82","79","90","108","176","------","2657","88.6","176","64","5270"
"2009","OCT","65","60","71","149","165","98","99","91","87","84","92","100","99","96","87","72","63","57","53","42","37","34","29","20","18","18","18","20","20","19","19","1982","63.9","165","18","3930"
"2009","NOV","18","73","100","101","74","60","54","50","46","69","53","47","43","40","39","38","38","36","35","35","34","34","34","33","33","34","35","35","34","33","------","1388","46.3","101","18","2750"
"2009","DEC","33","33","31","33","32","32","31","32","32","32","32","33","35","33","31","31","31","35","35","31","31","33","33","31","45","48","38","34","34","39","35","1049","33.799999999999997","48","31","2080"
"2009","JAN","33","38","47","35","33","33","37","39","45","38","35","34","35","35","33","33","32","31","31","30","31","31","44","64","85","81","62","57","53","45","42","1302","42","85","30","2580"
"2009","FEB","41","40","40","39","40","40","41","46","58","65","59","59","56","56","54","47","49","49","49","49","46","47","47","49","52","52","51","51",,,"------","1372","49","65","39","2720"
"2009","MAR","47","45","45","48","66","53","47","45","48","51","46","44","43","58","89","89","89","90","93","94","99","106","143","116","109","120","102","96","95","94","81","2391","77.099999999999994","143","43","4740"
"2009","APR","91","107","193","145","127","112","103","103","106","96","122","145","151","193","351","229","273","282","277","271","251","237","241","255","290","271","236","285","785","923","------","7251","242","923","91","14380"
"2009","MAY","894","1010","1050","1070","1030","1020","1020","936","954","949","949","937","865","885","885","891","896","918","938","944","934","931","935","993","1060","1030","950","944","961","971","957","29707","958","1070","865","58920"
"2009","JUN","962","988","980","980","983","979","957","932","991","1110","1130","1080","1080","1120","1100","1070","1080","1210","1100","1160","1200","1100","1060","1030","1010","1010","1000","981","948","904","------","31235","1041","1210","904","61950"
"2009","JUL","887","883","882","868","856","854","848","801","533","103","82","73","66","64","62","59","59","59","61","60","57","59","59","59","67","63","77","93","60","63","68","8885","287","887","57","17620"
"2009","AUG","71","74","67","64","62","66","68","66","68","69","72","60","60","62","85","73","80","94","73","86","82","62","63","70","71","72","81","77","77","75","67","2217","71.5","94","60","4400"
"2009","SEP","64","68","72","68","76","79","98","120","87","85","84","85","75","115","125","90","88","87","81","80","81","77","77","80","80","82","79","90","108","176","------","2657","88.6","176","64","5270"
