"column_0","address_1","case_number","city","clearance_type","country","created_at","day_of_week","hour_of_day","incident_datetime","incident_description","incident_id","incident_type_primary","latitude","location","longitude","parent_incident_type","state","updated_at","zip"
"0","800 Block FRUITRIDGE LN","16SQ02010","SANTAQUIN",,,"2016-07-11T13:29:55.000","Tuesday","12","2016-07-05T12:07:58.000","Description: Citizen Assist","764637905","CITIZEN ASSIST","39.9902","{'coordinates': [-111.794, 39.9902], 'type': 'Point'}","-111.794","Community Policing","UT","2016-07-18T10:13:39.000",
"1","400 Block W 30 SOUTH ST","16SQ02012","SANTAQUIN",,,"2016-07-11T13:29:55.000","Tuesday","19","2016-07-05T19:07:16.000","Description: Traffic Offense","764637886","TRAFFIC OFFENSE","39.9752","{'coordinates': [-111.794, 39.9752], 'type': 'Point'}","-111.794","Traffic","UT","2016-07-18T10:13:40.000",
"2","200 Block MAIN ST","16SQ00355","SANTAQUIN",,,"2016-02-07T06:52:03.000","Thursday","16","2016-02-04T16:02:52.000","Description: Fraud","749246003","FRAUD","39.9756","{'coordinates': [-111.791, 39.9756], 'type': 'Point'}","-111.791","Theft","UT","2016-02-17T09:03:45.000",
"3","600 Block SR 198 HWY","16SQ02014","SANTAQUIN",,,"2016-07-11T13:29:55.000","Tuesday","21","2016-07-05T21:07:21.000","Description: Family Problem-No Violence","764637880","FAMILY PROBLEM-NO VIOLENCE","39.9883","{'coordinates': [-111.76, 39.9883], 'type': 'Point'}","-111.76","Family Offense","UT","2016-07-18T10:13:40.000",
"4","400 Block W 680 NORTH ST","16SQ00357","SANTAQUIN",,,"2016-02-11T06:40:22.000","Thursday","17","2016-02-04T17:02:55.000","Description: Animal Problem","749585931","ANIMAL PROBLEM","39.9866","{'coordinates': [-111.794, 39.9866], 'type': 'Point'}","-111.794","Community Policing","UT","2016-02-17T09:03:45.000",
"5","1 Block MAIN ST","16SQ00361","SANTAQUIN",,,"2016-02-11T06:40:22.000","Friday","15","2016-02-05T15:02:35.000","Description: Theft-Property-Other","749585939","THEFT-PROPERTY-OTHER","39.9756","{'coordinates': [-111.787, 39.9756], 'type': 'Point'}","-111.787","Theft","UT","2016-02-18T09:04:19.000",
"6","1 Block MAIN ST","16SQ00364","SANTAQUIN",,,"2016-02-11T06:40:22.000","Friday","19","2016-02-05T19:02:20.000","Description: Traffic Offense","749585929","TRAFFIC OFFENSE","39.9756","{'coordinates': [-111.786, 39.9756], 'type': 'Point'}","-111.786","Traffic","UT","2016-02-18T09:04:19.000",
"7","200 Block S 580 EAST ST","16SQ00366","SANTAQUIN",,,"2016-02-11T06:40:22.000","Friday","20","2016-02-05T20:02:39.000","Description: CS-Poss-Marijuana","749585926","CS-POSS-MARIJUANA","39.9723","{'coordinates': [-111.774, 39.9723], 'type': 'Point'}","-111.774","Drugs","UT","2016-02-18T09:04:20.000",
"8","200 Block US 6 HWY","16SQ00368","GENOLA",,,"2016-02-12T06:36:16.000","Friday","21","2016-02-05T21:02:45.000","Description: Alcohol Offense","749671964","ALCOHOL OFFENSE","39.9786","{'coordinates': [-111.838, 39.9786], 'type': 'Point'}","-111.838","Liquor","UT","2016-02-18T09:04:20.000",
"9","200 Block MAIN ST","18SQ01873","SANTAQUIN",,,"2018-06-23T06:38:50.000","Wednesday","9","2018-06-20T09:06:24.000","Description: Alarm","860950061","ALARM","39.9756","{'coordinates': [-111.791, 39.9756], 'type': 'Point'}","-111.791","Alarm","UT","2018-07-04T03:02:19.000",
"10","100 Block S 300 EAST ST","16SQ02049","SANTAQUIN",,,"2016-07-14T08:00:26.000","Monday","23","2016-07-11T23:07:50.000","Description: Family Problem-No Violence","764936386","FAMILY PROBLEM-NO VIOLENCE","39.9731","{'coordinates': [-111.779, 39.9731], 'type': 'Point'}","-111.779","Family Offense","UT","2016-07-24T11:21:30.000",
