"incident_id","case_number","incident_datetime","incident_type_primary","incident_description","clearance_type","address_1","address_2","city","state","zip","country","latitude","longitude","created_at","updated_at","location","hour_of_day","day_of_week","parent_incident_type"
"833810814","C1857177","2018-02-09T09:01:12.000","CAD: Theft","Theft",,"1400 Block N 40 W",,"SUNSET","UT","84015",,"41.13516","-112.0265616","2018-02-10T07:11:18.000","2018-02-24T06:21:29.000","POINT (-112.0265616 41.13516)","9","Friday","Theft"
"832944937","C1853335","2018-01-30T15:00:46.000","CAD: Accident Property Damage","Accident Property Damage",,"2600 Block N MAIN ST",,"SUNSET","UT","84015",,"41.151776","-112.0264476","2018-01-31T07:24:52.000","2018-02-14T06:30:20.000","POINT (-112.0264476 41.151776)","15","Tuesday","Traffic"
"830982528","C1843621","2018-01-05T21:02:15.000","CAD: Assist Citizen","Assist Citizen",,"1600 Block N 475 W",,"SUNSET","UT","84015",,"41.1380757","-112.0349026","2018-01-06T07:36:19.000","2018-01-29T02:18:57.000","POINT (-112.0349026 41.1380757)","21","Friday","Other"
"865067803","C1926735","2018-07-27T15:12:58.000","CAD: Shoplifting","Shoplifting",,"2300 Block N MAIN ST",,"SUNSET","UT","84015",,"41.1479615","-112.0276193","2018-07-28T06:56:20.000","2018-08-09T23:57:29.000","POINT (-112.0276193 41.1479615)","15","Friday","Theft"
"842969319","C1883696","2018-04-17T09:26:23.000","CAD: Lost Property","Lost Property",,"200 Block W 1300 N",,"SUNSET","UT","84015",,"41.1325896","-112.0308094","2018-04-18T06:20:16.000","2018-04-30T00:01:26.000","POINT (-112.0308094 41.1325896)","9","Tuesday","Other"
"853951220","C1893694","2018-05-11T06:20:38.000","CAD: Abandoned Vehicle","Abandoned Vehicle",,"3300 Block NB I-15",,"SUNSET","UT","84782",,"37.3605385","-113.6700028","2018-05-12T06:42:15.000","2018-05-25T21:28:57.000","POINT (-113.6700028 37.3605385)","6","Friday","Traffic"
"834308467","C1859476","2018-02-15T00:45:08.000","CAD: Extra Patrol On Site Call","Extra Patrol On Site Call",,"2500 Block N 160 W",,"SUNSET","UT","84015",,"41.1503458","-112.0294014","2018-02-16T07:26:47.000","2018-03-02T06:56:19.000","POINT (-112.0294014 41.1503458)","0","Thursday","Community Policing"
"831565116","C1846494","2018-01-13T13:07:06.000","CAD: Traffic Stop","Traffic Stop",,"300 Block W 800 N",,"SUNSET","UT","84015",,"41.1253258","-112.0317921","2018-01-14T07:56:11.000","2018-01-29T02:19:05.000","POINT (-112.0317921 41.1253258)","13","Saturday","Vehicle Stop"
"842804292","C1882980","2018-04-15T16:51:43.000","CAD: Motorist Assist","Motorist Assist",,"3300 Block NB I-15",,"SUNSET","UT","84782",,"37.3605385","-113.6700028","2018-04-16T06:30:44.000","2018-04-30T00:01:23.000","POINT (-113.6700028 37.3605385)","16","Sunday","Traffic"
"830860731","C1839442","2017-12-25T15:32:56.000","CAD: Traffic Stop","Traffic Stop",,"1 Block W 1800 N",,"SUNSET","UT","84015",,"41.1398697","-112.0275398","2018-01-04T17:27:01.000","2018-01-11T03:11:16.000","POINT (-112.0275398 41.1398697)","15","Monday","Vehicle Stop"
"831498815","C1846190","2018-01-12T18:53:06.000","CAD: Accident Property Damage","Accident Property Damage",,"3300 Block NB I-15",,"SUNSET","UT","84782",,"37.3605385","-113.6700028","2018-01-13T07:18:32.000","2018-01-29T02:19:04.000","POINT (-113.6700028 37.3605385)","18","Friday","Traffic"
"851176448","C1890753","2018-05-04T01:33:23.000","CAD: Abandoned Vehicle","Abandoned Vehicle",,"3300 Block NB I-15",,"SUNSET","UT","84782",,"37.3605385","-113.6700028","2018-05-05T06:27:22.000","2018-05-18T11:17:49.000","POINT (-113.6700028 37.3605385)","1","Friday","Traffic"
"848435835","C1889966","2018-05-02T07:40:15.000","CAD: Traffic Stop","Traffic Stop",,"2300 Block N 250 W",,"SUNSET","UT","84015",,"41.1480323","-112.0305671","2018-05-03T06:33:27.000","2018-05-15T17:59:16.000","POINT (-112.0305671 41.1480323)","7","Wednesday","Vehicle Stop"
"832263655","C1850068","2018-01-22T20:52:16.000","CAD: Suspicious Person, Circumstnce","Suspicious Person, Circumstnce",,"1800 Block N MAIN ST",,"SUNSET","UT","84015",,"41.1405467","-112.0266612","2018-01-23T08:00:32.000","2018-02-06T06:44:57.000","POINT (-112.0266612 41.1405467)","20","Monday","Community Policing"
