"indicator_id","dimension_list","timeframe","numeric_value","missing_value_flag","confidence_interval_low","confidence_interval_high","standard_error","locale","locale_level","locale_state_fips_code","locale_county_fips_code","locale_county_ssa_code","locale_hrr_code","total","age","sex","race_ethnicity","income_and_poverty_status","educational_attainment","health_insurance_status","sexual_orientation","marital_status","family_type","veteran_status","country_of_birth","disability_status","obesity_status","characteristic_of_school_or_student","other","geography","modifier1","modifier2","modifier3","modifier4","modifier5","numerator","denominator"
"300051862","Total","2012","15.70",,"15.30","16.10",,"Utah","State","49","49",,,"Total",,,,,,,,,,,,,,,,,,,,,,"398299","2541961"
"300051863","Aged 0-18 years","2012","10.20",,"9.40","11.00",,"Utah","State","49","49",,,,"Aged 0-18 years",,,,,,,,,,,,,,,,,,,,,"93575","914478"
"300051864","Aged 18-64 years","2012","18.70",,"18.20","19.20",,"Utah","State","49","49",,,,"Aged 18-64 years",,,,,,,,,,,,,,,,,,,,,"312132","1666053"
"300051865","Male","2012","16.40",,"15.80","17.00",,"Utah","State","49","49",,,,,"Male",,,,,,,,,,,,,,,,,,,,"211299","1285845"
"300051866","Female","2012","14.90",,"14.40","15.40",,"Utah","State","49","49",,,,,"Female",,,,,,,,,,,,,,,,,,,,"187000","1256116"
"300051867","Hispanic or Latino","2012","35.30",,"33.80","36.80",,"Utah","State","49","49",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,,,,,,"126417","358137"
"300051868","Non-Hispanic White","2012","11.80",,"11.40","12.20",,"Utah","State","49","49",,,,,,"Non-Hispanic White",,,,,,,,,,,,,,,,,,,"236488","1998894"
"300051869","Non-Hispanic Black","2012","19.50",,"17.60","21.40",,"Utah","State","49","49",,,,,,"Non-Hispanic Black",,,,,,,,,,,,,,,,,,,"5083","26010"
"300065788","Total","2012","18.70",,"16.90","20.50",,"Utah - Beaver","County","49","49001",,,"Total",,,,,,,,,,,,,,,,,,,,,,"1043","5588"
"300065789","Aged 0-18 years","2012","12.90",,"10.20","15.60",,"Utah - Beaver","County","49","49001",,,,"Aged 0-18 years",,,,,,,,,,,,,,,,,,,,,"282","2178"
"300065790","Aged 18-64 years","2012","22.30",,"19.90","24.70",,"Utah - Beaver","County","49","49001",,,,"Aged 18-64 years",,,,,,,,,,,,,,,,,,,,,"783","3520"
"300065791","Male","2012","19.70",,"17.10","22.30",,"Utah - Beaver","County","49","49001",,,,,"Male",,,,,,,,,,,,,,,,,,,,"573","2912"
"300065792","Female","2012","17.60",,"15.10","20.10",,"Utah - Beaver","County","49","49001",,,,,"Female",,,,,,,,,,,,,,,,,,,,"471","2676"
"300065793","Total","2012","13.70",,"12.40","15.00",,"Utah - Box Elder","County","49","49003",,,"Total",,,,,,,,,,,,,,,,,,,,,,"6040","43961"
"300065794","Aged 0-18 years","2012","9.10",,"7.20","11.00",,"Utah - Box Elder","County","49","49003",,,,"Aged 0-18 years",,,,,,,,,,,,,,,,,,,,,"1572","17188"
"300065795","Aged 18-64 years","2012","16.70",,"15.00","18.40",,"Utah - Box Elder","County","49","49003",,,,"Aged 18-64 years",,,,,,,,,,,,,,,,,,,,,"4585","27504"
"300065796","Male","2012","14.50",,"12.60","16.40",,"Utah - Box Elder","County","49","49003",,,,,"Male",,,,,,,,,,,,,,,,,,,,"3250","22449"
"300065797","Female","2012","13.00",,"11.20","14.80",,"Utah - Box Elder","County","49","49003",,,,,"Female",,,,,,,,,,,,,,,,,,,,"2790","21512"
"300065798","Total","2012","15.10",,"13.70","16.50",,"Utah - Cache","County","49","49005",,,"Total",,,,,,,,,,,,,,,,,,,,,,"15496","102384"
"300065799","Aged 0-18 years","2012","9.40",,"7.70","11.10",,"Utah - Cache","County","49","49005",,,,"Aged 0-18 years",,,,,,,,,,,,,,,,,,,,,"3444","36773"
"300065800","Aged 18-64 years","2012","18.50",,"16.60","20.40",,"Utah - Cache","County","49","49005",,,,"Aged 18-64 years",,,,,,,,,,,,,,,,,,,,,"12425","67234"
"300065801","Male","2012","15.80",,"13.80","17.80",,"Utah - Cache","County","49","49005",,,,,"Male",,,,,,,,,,,,,,,,,,,,"8112","51424"
"300065802","Female","2012","14.50",,"12.60","16.40",,"Utah - Cache","County","49","49005",,,,,"Female",,,,,,,,,,,,,,,,,,,,"7385","50960"
"300065803","Total","2012","14.40",,"13.00","15.80",,"Utah - Carbon","County","49","49007",,,"Total",,,,,,,,,,,,,,,,,,,,,,"2549","17737"
"300065804","Aged 0-18 years","2012","9.10",,"7.20","11.00",,"Utah - Carbon","County","49","49007",,,,"Aged 0-18 years",,,,,,,,,,,,,,,,,,,,,"539","5894"
"300065805","Aged 18-64 years","2012","17.00",,"15.20","18.80",,"Utah - Carbon","County","49","49007",,,,"Aged 18-64 years",,,,,,,,,,,,,,,,,,,,,"2055","12108"
"300065806","Male","2012","16.00",,"13.90","18.10",,"Utah - Carbon","County","49","49007",,,,,"Male",,,,,,,,,,,,,,,,,,,,"1425","8894"
"300065807","Female","2012","12.70",,"10.90","14.50",,"Utah - Carbon","County","49","49007",,,,,"Female",,,,,,,,,,,,,,,,,,,,"1124","8843"
"300065808","Total","2012","15.90",,"14.20","17.60",,"Utah - Daggett","County","49","49009",,,"Total",,,,,,,,,,,,,,,,,,,,,,"127","800"
"300065809","Aged 0-18 years","2012","12.20",,"9.50","14.90",,"Utah - Daggett","County","49","49009",,,,"Aged 0-18 years",,,,,,,,,,,,,,,,,,,,,"32","262"
"300065810","Aged 18-64 years","2012","17.60",,"15.50","19.70",,"Utah - Daggett","County","49","49009",,,,"Aged 18-64 years",,,,,,,,,,,,,,,,,,,,,"98","558"
"300065811","Male","2012","16.60",,"14.20","19.00",,"Utah - Daggett","County","49","49009",,,,,"Male",,,,,,,,,,,,,,,,,,,,"68","410"
"300065812","Female","2012","15.20",,"12.80","17.60",,"Utah - Daggett","County","49","49009",,,,,"Female",,,,,,,,,,,,,,,,,,,,"59","390"
"300065813","Total","2012","10.30",,"9.40","11.20",,"Utah - Davis","County","49","49011",,,"Total",,,,,,,,,,,,,,,,,,,,,,"29512","286630"
"300065814","Aged 0-18 years","2012","6.50",,"5.20","7.80",,"Utah - Davis","County","49","49011",,,,"Aged 0-18 years",,,,,,,,,,,,,,,,,,,,,"7209","110558"
"300065815","Aged 18-64 years","2012","12.70",,"11.50","13.90",,"Utah - Davis","County","49","49011",,,,"Aged 18-64 years",,,,,,,,,,,,,,,,,,,,,"22986","180521"
"2373587","Total","2010","23.00",,"20.90","25.10",,"Utah - Sanpete","County","49","49039",,,"Total",,,,,,,,,,,,,,,,,,,,,,,
"300065816","Male","2012","11.10",,"9.80","12.40",,"Utah - Davis","County","49","49011",,,,,"Male",,,,,,,,,,,,,,,,,,,,"16031","144939"
"300065817","Female","2012","9.50",,"8.30","10.70",,"Utah - Davis","County","49","49011",,,,,"Female",,,,,,,,,,,,,,,,,,,,"13481","141691"
"300065818","Total","2012","17.10",,"15.60","18.60",,"Utah - Duchesne","County","49","49013",,,"Total",,,,,,,,,,,,,,,,,,,,,,"2901","16926"
"300065819","Aged 0-18 years","2012","12.10",,"9.90","14.30",,"Utah - Duchesne","County","49","49013",,,,"Aged 0-18 years",,,,,,,,,,,,,,,,,,,,,"813","6694"
"300065820","Aged 18-64 years","2012","20.40",,"18.30","22.50",,"Utah - Duchesne","County","49","49013",,,,"Aged 18-64 years",,,,,,,,,,,,,,,,,,,,,"2150","10514"
"300065821","Male","2012","17.80",,"15.60","20.00",,"Utah - Duchesne","County","49","49013",,,,,"Male",,,,,,,,,,,,,,,,,,,,"1526","8569"
"300065822","Female","2012","16.50",,"14.30","18.70",,"Utah - Duchesne","County","49","49013",,,,,"Female",,,,,,,,,,,,,,,,,,,,"1376","8356"
"300065823","Total","2012","14.60",,"13.10","16.10",,"Utah - Emery","County","49","49015",,,"Total",,,,,,,,,,,,,,,,,,,,,,"1377","9452"
"177546233","Male","2011","15.70",,"13.60","17.80",,"Utah - Carbon","County","49","49007",,,,,"Male",,,,,,,,,,,,,,,,,,,,"1413","8999"
"300065824","Aged 0-18 years","2012","10.30",,"8.10","12.50",,"Utah - Emery","County","49","49015",,,,"Aged 0-18 years",,,,,,,,,,,,,,,,,,,,,"363","3536"
"300065825","Aged 18-64 years","2012","17.20",,"15.30","19.10",,"Utah - Emery","County","49","49015",,,,"Aged 18-64 years",,,,,,,,,,,,,,,,,,,,,"1038","6047"
"300065826","Male","2012","15.00",,"12.90","17.10",,"Utah - Emery","County","49","49015",,,,,"Male",,,,,,,,,,,,,,,,,,,,"725","4835"
"300065827","Female","2012","14.10",,"12.00","16.20",,"Utah - Emery","County","49","49015",,,,,"Female",,,,,,,,,,,,,,,,,,,,"652","4617"
"300065828","Total","2012","18.10",,"16.30","19.90",,"Utah - Garfield","County","49","49017",,,"Total",,,,,,,,,,,,,,,,,,,,,,"727","4006"
"300065829","Aged 0-18 years","2012","12.80",,"10.10","15.50",,"Utah - Garfield","County","49","49017",,,,"Aged 0-18 years",,,,,,,,,,,,,,,,,,,,,"170","1327"
"300065830","Aged 18-64 years","2012","20.70",,"18.40","23.00",,"Utah - Garfield","County","49","49017",,,,"Aged 18-64 years",,,,,,,,,,,,,,,,,,,,,"566","2731"
"300065831","Male","2012","19.00",,"16.40","21.60",,"Utah - Garfield","County","49","49017",,,,,"Male",,,,,,,,,,,,,,,,,,,,"391","2058"
"300065832","Female","2012","17.20",,"14.70","19.70",,"Utah - Garfield","County","49","49017",,,,,"Female",,,,,,,,,,,,,,,,,,,,"336","1948"
"300065833","Total","2012","21.60",,"19.60","23.60",,"Utah - Grand","County","49","49019",,,"Total",,,,,,,,,,,,,,,,,,,,,,"1707","7914"
"300065834","Aged 0-18 years","2012","14.20",,"11.40","17.00",,"Utah - Grand","County","49","49019",,,,"Aged 0-18 years",,,,,,,,,,,,,,,,,,,,,"316","2224"
"300065835","Aged 18-64 years","2012","24.40",,"21.90","26.90",,"Utah - Grand","County","49","49019",,,,"Aged 18-64 years",,,,,,,,,,,,,,,,,,,,,"1412","5790"
"300065836","Male","2012","22.80",,"20.00","25.60",,"Utah - Grand","County","49","49019",,,,,"Male",,,,,,,,,,,,,,,,,,,,"909","3985"
"300065837","Female","2012","20.30",,"17.60","23.00",,"Utah - Grand","County","49","49019",,,,,"Female",,,,,,,,,,,,,,,,,,,,"798","3929"
