"year","month","tract","block","type","consumption","connections"
"2020","1","102100","1000","Business","172","9"
"2020","1","101102","3007","Apartment","258","3"
"2020","1","103000","2007","Duplex","10","1"
"2020","1","114000","1012","Business","53","15"
"2020","1","100800","1003","Single Residence","2","1"
"2020","1","100308","2006","Duplex","60","4"
"2020","1","102801","1017","Parks & Municipals","0","2"
"2020","1","103200","2011","Triplex","5","1"
"2020","1","102801","3004","Single Residence","124","19"
"2020","1","103300","3005","Duplex","18","3"
"2020","1","101000","2025","Single Residence","65","17"
"2020","1","104700","3009","Single Residence","51","11"
"2020","1","101700","2002","Duplex","28","5"
"2020","1","101500","2002","Triplex","16","2"
"2020","1","114800","1004","Single Residence","4","1"
"2020","1","102801","1008","Single Residence","107","20"
"2020","1","102802","1023","Business","11","4"
"2020","1","114500","3134","Business","5885","53"
"2020","1","101600","3001","Triplex","18","1"
"2020","1","102000","3003","Duplex","62","8"
"2020","1","100307","3000","Parks & Municipals","0","1"
"2020","1","102702","2014","Single Residence","453","21"
"2020","1","101700","2002","Triplex","3","1"
"2020","1","111802","2008","Single Residence","0","1"
"2020","1","103300","1002","Business","10","2"
"2020","1","101000","1007","Single Residence","50","12"
"2020","1","102702","1000","Restaurant","26","1"
"2020","1","103900","2004","Duplex","14","2"
"2020","1","103300","2019","Apartment","56","1"
"2020","1","103400","2003","Duplex","49","8"
"2020","1","100308","1005","Restaurant","0","1"
"2020","1","114100","1018","Business","25","3"
"2020","1","102900","2031","Duplex","43","4"
"2020","1","100500","4008","Single Residence","199","30"
"2020","1","100600","3008","Business","41","2"
"2020","1","114500","3167","Business","180","5"
"2020","1","114500","3110","Business","187","8"
"2020","1","100700","3006","Single Residence","94","12"
"2020","1","101500","2000","Apartment","320","4"
"2020","1","103100","1009","Triplex","4","1"
"2020","1","111400","1005","Single Residence","0","1"
"2020","1","103300","2011","Duplex","19","3"
"2020","1","100100","1023","Industry","48930","3"
"2020","1","100600","2013","Fourplex","33","1"
"2020","1","100600","1002","Duplex","14","1"
"2020","1","114500","3081","Business","1859","6"
"2020","1","102801","2021","Parks & Municipals","0","3"
"2020","1","114500","3171","Industry","29","3"
"2020","1","114700","2001","Single Residence","177","33"
"2020","1","104200","4006","Duplex","12","2"
"2020","1","102900","1036","Fourplex","35","2"
"2020","1","104200","5003","Single Residence","191","32"
"2020","1","114100","1010","Duplex","1","2"
"2020","1","103900","3011","Single Residence","207","25"
"2020","1","101000","2047","Business","192","2"
"2020","1","114800","3009","Single Residence","50","10"
"2020","1","100200","1022","Duplex","10","3"
"2020","1","102000","3003","Apartment","309","6"
"2020","1","104900","2008","Single Residence","41","6"
"2020","1","102000","2003","Triplex","9","1"
"2020","1","103500","3014","Duplex","29","4"
"2020","1","103500","2015","Single Residence","116","34"
"2020","1","104100","1008","Apartment","154","1"
"2020","1","103100","2009","Triplex","19","1"
"2020","1","102801","1021","Business","352","13"
"2020","1","100800","2001","Restaurant","9","1"
"2020","1","102701","3001","Duplex","16","2"
"2020","1","110300","3000","Single Residence","18","6"
"2020","1","103400","3002","Business","17","2"
"2020","1","104800","2025","Duplex","41","3"
"2020","1","103900","3003","Single Residence","115","27"
"2020","1","104800","1005","Duplex","6","1"
"2020","1","103200","2001","Single Residence","91","26"
"2020","1","114700","1070","Single Residence","221","41"
"2020","1","101102","3009","Business","8","2"
"2020","1","100600","5003","Apartment","91","1"
"2020","1","114500","3080","Business","1578","38"
"2020","1","104000","1016","Duplex","22","4"
"2020","1","102500","1038","Business","0","4"
"2020","1","103000","2000","Duplex","8","2"
"2020","1","103700","2004","Single Residence","137","36"
"2020","1","101000","2046","Apartment","16","1"
"2020","1","102900","1032","Business","28","13"
"2020","1","102000","2001","Apartment","111","3"
"2020","1","114100","1008","Single Residence","126","27"
"2020","1","103900","2011","Single Residence","178","27"
"2020","1","104100","2000","Single Residence","85","14"
"2020","1","102900","1000","Apartment","0","2"
"2020","1","100600","3005","School or Church or Charity","57","4"
"2020","1","100800","3004","Parks & Municipals","0","2"
"2020","1","114800","1012","Miscellaneous","0","3"
"2020","1","102600","1002","Parks & Municipals","0","1"
"2020","1","100700","1000","Single Residence","196","44"
"2020","1","103200","3010","Single Residence","5","1"
"2020","1","104000","3003","Single Residence","91","19"
"2020","1","102900","2026","Business","93","7"
"2020","1","102701","2017","Business","4","2"
"2020","1","102600","3012","Fourplex","55","1"
"2020","1","114500","3179","Restaurant","29","1"
"2020","1","101000","2005","Single Residence","66","17"
"2020","1","102100","1000","Apartment","1050","12"
"2020","1","114100","1024","Miscellaneous","0","1"
"2020","1","101700","3002","Parks & Municipals","0","1"
"2020","1","104300","2010","Single Residence","50","10"
"2020","1","100307","3011","Single Residence","102","9"
"2020","1","102000","1007","Single Residence","89","25"
"2020","1","101000","2015","Single Residence","92","16"
"2020","1","103300","3005","Triplex","9","1"
"2020","1","101102","3001","Fourplex","134","8"
"2020","1","100500","2004","Single Residence","64","14"
"2020","1","101600","3001","School or Church or Charity","46","3"
"2020","1","103200","3008","Fourplex","64","3"
"2020","1","103300","2009","Single Residence","77","13"
"2020","1","102802","1021","Duplex","202","14"
"2020","1","102000","1006","Single Residence","0","1"
"2020","1","102702","1023","Single Residence","75","16"
"2020","1","101900","2007","Fourplex","30","1"
"2020","1","102000","1019","Business","7","1"
"2020","1","102600","1023","Single Residence","115","24"
"2020","1","100306","3004","Single Residence","73","10"
"2020","1","100500","2010","Duplex","16","1"
"2020","1","102801","2011","Single Residence","144","26"
"2020","1","103900","3011","Duplex","38","4"
"2020","1","103000","2003","Duplex","6","1"
"2020","1","100700","2003","Single Residence","34","6"
"2020","1","100600","2014","Duplex","46","2"
"2020","1","100700","3004","Duplex","67","8"
"2020","1","101000","2021","Duplex","36","6"
"2020","1","103700","1010","Single Residence","89","27"
"2020","1","103600","2001","Single Residence","108","22"
"2020","1","102900","1004","Apartment","134","1"
"2020","1","103500","3010","Fourplex","9","1"
"2020","1","104900","1001","Single Residence","111","21"
"2020","1","100600","2001","Duplex","12","2"
"2020","1","111400","2012","Duplex","4","1"
"2020","1","101800","3002","Single Residence","61","17"
"2020","1","101102","3003","Triplex","7","1"
"2020","1","102801","1014","Duplex","16","1"
"2020","1","100700","1007","Single Residence","109","20"
"2020","1","101800","3000","Single Residence","112","18"
"2020","1","103500","1006","Duplex","48","7"
"2020","1","100700","2000","Parks & Municipals","0","2"
"2020","1","102900","2031","Fourplex","34","2"
"2020","1","101900","2006","Business","2","6"
"2020","1","101000","2043","Apartment","250","1"
"2020","1","101101","2002","School or Church or Charity","13","1"
"2020","1","103200","2005","Duplex","33","3"
"2020","1","102000","1004","Business","583","3"
"2020","1","102600","1002","Business","21","5"
"2020","1","102500","1022","Parks & Municipals","0","1"
"2020","1","101200","3001","Triplex","11","1"
"2020","1","102600","3021","Single Residence","78","11"
"2020","1","102801","3019","Single Residence","38","9"
"2020","1","103400","1009","Single Residence","104","24"
"2020","1","101500","2000","Triplex","23","5"
"2020","1","102600","3013","Triplex","12","1"
"2020","1","104200","3002","Single Residence","54","13"
"2020","1","102701","3019","Single Residence","138","18"
"2020","1","100600","3007","Parks & Municipals","0","1"
"2020","1","103500","3015","Triplex","28","2"
"2020","1","103200","2018","Duplex","22","2"
"2020","1","100700","2012","Duplex","50","5"
"2020","1","103000","1020","Triplex","8","1"
"2020","1","101101","1005","Fourplex","20","2"
"2020","1","102000","1003","Business","98","8"
"2020","1","114500","3188","Miscellaneous","0","1"
"2020","1","100700","2020","Triplex","26","2"
"2020","1","103100","1003","Fourplex","24","1"
"2020","1","103000","2012","Triplex","50","1"
"2020","1","101400","1001","Single Residence","5","1"
"2020","1","100700","1003","Single Residence","26","6"
"2020","1","104800","2009","Parks & Municipals","0","1"
"2020","1","114500","3255","Business","3006","7"
"2020","1","100800","3000","School or Church or Charity","42","2"
"2020","1","114000","1008","Parks & Municipals","0","2"
"2020","1","100800","2004","Apartment","15","3"
"2020","1","101700","1006","Duplex","2","1"
"2020","1","104900","3006","Duplex","29","2"
"2020","1","103500","2004","Single Residence","88","21"
"2020","1","102900","1009","Business","155","7"
"2020","1","101200","3000","Single Residence","78","18"
"2020","1","104100","2005","Single Residence","219","35"
"2020","1","102300","1005","Apartment","252","1"
"2020","1","104800","2027","Duplex","17","2"
"2020","1","100800","3001","Single Residence","50","9"
"2020","1","104800","2028","Single Residence","68","13"
"2020","1","101400","2010","Apartment","1375","5"
"2020","1","104400","2015","Parks & Municipals","0","1"
"2020","1","100100","2001","Parks & Municipals","0","1"
"2020","1","101200","2015","Duplex","5","1"
"2020","1","101700","1003","Duplex","9","2"
"2020","1","102900","1032","Single Residence","13","4"
"2020","1","103200","1015","Single Residence","111","33"
"2020","1","103100","3004","Apartment","21","1"
"2020","1","102900","1011","Single Residence","5","3"
"2020","1","101500","4002","Duplex","11","2"
"2020","1","100500","3008","Duplex","71","5"
"2020","1","103100","2016","Single Residence","55","14"
"2020","1","102900","2012","Single Residence","35","12"
"2020","1","104400","2000","Single Residence","69","12"
"2020","1","102600","3003","Duplex","26","2"
"2020","1","114800","3011","Single Residence","37","11"
"2020","1","103300","3011","Fourplex","24","2"
"2020","1","114100","1003","Single Residence","6","2"
"2020","1","104800","1008","Duplex","49","4"
"2020","1","104200","2006","Single Residence","115","19"
"2020","1","103000","2008","Business","11","2"
"2020","1","101000","2005","Duplex","15","3"
"2020","1","102701","3011","Single Residence","126","21"
"2020","1","103100","3002","Single Residence","169","39"
"2020","1","101700","1001","Fourplex","105","7"
"2020","1","100308","2003","Single Residence","108","19"
"2020","1","103800","2002","Apartment","0","1"
"2020","1","103900","2006","Single Residence","148","24"
"2020","1","104900","3018","Business","0","1"
"2020","1","101000","1006","Single Residence","46","13"
"2020","1","103200","3016","Single Residence","82","14"
"2020","1","102702","1016","Fourplex","63","1"
"2020","1","104400","1005","Single Residence","144","29"
"2020","1","101800","3008","Fourplex","5","1"
"2020","1","101800","2002","Business","12","3"
"2020","1","114800","1009","Apartment","162","4"
"2020","1","114800","3020","Single Residence","44","11"
"2020","1","104700","2009","Duplex","3","1"
"2020","1","102801","2005","Duplex","1","1"
"2020","1","101400","3024","Hospital","52","4"
"2020","1","102600","1025","Fourplex","11","1"
"2020","1","980000","1033","Miscellaneous","0","4"
"2020","1","104400","2015","Single Residence","111","14"
"2020","1","114000","1014","Parks & Municipals","0","4"
"2020","1","104200","5002","Business","0","1"
"2020","1","101500","1003","Fourplex","138","3"
"2020","1","104200","5001","Single Residence","169","27"
"2020","1","101800","1001","Apartment","164","5"
"2020","1","103700","1016","Single Residence","80","28"
"2020","1","103200","1003","Fourplex","37","2"
"2020","1","100600","3014","Single Residence","111","24"
"2020","1","103100","2010","Duplex","42","3"
"2020","1","114700","1068","Single Residence","100","6"
"2020","1","101400","3023","Business","1","1"
"2020","1","102300","1006","Restaurant","4","1"
"2020","1","103200","3008","Apartment","231","4"
"2020","1","102300","2010","Single Residence","30","9"
"2020","1","101600","2004","Triplex","9","1"
"2020","1","103000","1010","Miscellaneous","0","1"
"2020","1","101600","3012","Single Residence","64","16"
"2020","1","103300","3002","Single Residence","86","19"
"2020","1","101500","2004","Parks & Municipals","0","3"
"2020","1","102900","1027","Duplex","34","4"
"2020","1","102500","1006","Parks & Municipals","0","1"
"2020","1","101600","2006","Fourplex","15","2"
"2020","1","102900","2016","Miscellaneous","0","1"
"2020","1","101700","1007","Parks & Municipals","0","1"
"2020","1","103700","1002","Single Residence","152","32"
"2020","1","102802","3011","Business","437","12"
"2020","1","100800","3003","School or Church or Charity","1","1"
"2020","1","100500","4005","Fourplex","10","1"
"2020","1","104700","3003","Duplex","338","28"
"2020","1","100600","5008","Restaurant","60","1"
"2020","1","101101","2008","Duplex","9","2"
"2020","1","101200","2014","Business","11","1"
"2020","1","101900","1004","Business","205","8"
"2020","1","101000","1022","Single Residence","106","19"
"2020","1","114100","1026","Fourplex","26","2"
"2020","1","101500","4001","Duplex","13","1"
"2020","1","101101","1004","Duplex","44","6"
"2020","1","114100","2005","Duplex","17","2"
"2020","1","103900","1008","Single Residence","102","20"
"2020","1","114000","1078","Duplex","92","1"
"2020","1","102600","3006","Duplex","10","1"
"2020","1","102600","1005","Duplex","17","1"
"2020","1","100700","3006","Duplex","60","6"
"2020","1","103200","2000","Business","3","1"
"2020","1","102600","3015","Duplex","3","1"
"2020","1","104800","3003","Duplex","9","1"
"2020","1","114000","1029","Parks & Municipals","0","1"
"2020","1","101500","4001","Restaurant","109","3"
"2020","1","103200","3016","Duplex","10","1"
"2020","1","103500","3017","Duplex","36","5"
"2020","1","103200","2016","Duplex","7","1"
"2020","1","103300","1002","Single Residence","56","19"
"2020","1","103200","3000","Single Residence","263","57"
"2020","1","114000","1080","Fourplex","14","1"
"2020","1","104200","1010","Parks & Municipals","0","1"
"2020","1","100800","1002","Apartment","138","1"
"2020","1","100600","4014","Single Residence","21","4"
"2020","1","101200","3001","Single Residence","54","14"
"2020","1","102500","1025","Miscellaneous","0","2"
"2020","1","102802","3000","Miscellaneous","3","1"
"2020","1","100600","5008","School or Church or Charity","10","1"
"2020","1","103100","2017","Business","1","1"
"2020","1","110300","3002","Duplex","1","2"
"2020","1","101600","2006","Duplex","20","3"
"2020","1","102802","1031","Business","143","17"
"2020","1","102702","1001","Industry","14712","8"
"2020","1","103900","1010","Apartment","145","1"
"2020","1","103200","1001","Duplex","13","3"
"2020","1","104300","2006","Duplex","4","1"
"2020","1","103800","2011","Apartment","18","1"
"2020","1","102900","1043","Industry","0","1"
"2020","1","103400","2015","Single Residence","114","14"
"2020","1","104900","2005","Single Residence","254","51"
"2020","1","113906","1080","Miscellaneous","2","4"
"2020","1","102300","1006","Single Residence","24","6"
"2020","1","102802","3000","Single Residence","437","60"
"2020","1","100308","1004","Single Residence","166","19"
"2020","1","102900","3002","Business","39","2"
"2020","1","102801","2014","Single Residence","88","20"
"2020","1","101102","2009","Duplex","8","1"
"2020","1","100700","2015","Triplex","8","1"
"2020","1","103600","2007","School or Church or Charity","3","1"
"2020","1","114700","2011","Single Residence","152","29"
"2020","1","101000","2036","Duplex","5","1"
"2020","1","102000","3002","Apartment","39","3"
"2020","1","103400","3015","Triplex","6","1"
"2020","1","100600","3010","Single Residence","498","67"
"2020","1","114500","3179","Business","27","6"
"2020","1","104700","3010","Duplex","28","4"
"2020","1","102300","1006","Business","34","7"
"2020","1","101200","4005","Fourplex","36","2"
"2020","1","101000","1015","Single Residence","112","22"
"2020","1","101101","1009","Parks & Municipals","0","1"
"2020","1","102702","1009","Business","347","14"
"2020","1","102801","2018","School or Church or Charity","5","1"
"2020","1","101200","1000","Business","2","1"
"2020","1","101900","2004","Fourplex","23","1"
"2020","1","114500","3106","Business","194","3"
"2020","1","101800","3000","Duplex","45","4"
"2020","1","114000","1047","Business","23","9"
"2020","1","101900","2002","Restaurant","340","4"
"2020","1","980000","1018","Miscellaneous","10","4"
"2020","1","101700","1002","Business","79","5"
"2020","1","101101","1002","Fourplex","10","1"
"2020","1","104700","2015","Duplex","27","4"
"2020","1","102802","2011","Single Residence","102","11"
"2020","1","100306","1002","Duplex","172","7"
"2020","1","101800","2010","Duplex","11","2"
"2020","1","114100","2000","School or Church or Charity","6","1"
"2020","1","102802","2006","Single Residence","478","71"
"2020","1","104100","1019","Restaurant","49","1"
"2020","1","102000","3004","Fourplex","4","2"
"2020","1","114500","3052","Miscellaneous","42","1"
"2020","1","100800","1006","Single Residence","36","8"
"2020","1","101500","3001","Apartment","102","4"
"2020","1","104300","2010","Business","85","2"
"2020","1","104300","2005","Duplex","10","2"
"2020","1","102702","2015","Single Residence","122","24"
"2020","1","104700","2016","Duplex","15","2"
"2020","1","100306","1006","Restaurant","63","3"
"2020","1","101500","3000","Single Residence","49","11"
"2020","1","103000","1014","Single Residence","81","22"
"2020","1","102300","1003","Single Residence","144","29"
"2020","1","101200","1003","Duplex","55","8"
"2020","1","100600","2013","Single Residence","125","19"
"2020","1","103200","1000","Single Residence","82","22"
"2020","1","102802","3009","Apartment","0","2"
"2020","1","100306","2005","Single Residence","18","3"
"2020","1","103400","1005","Duplex","53","9"
"2020","1","101700","1004","Apartment","98","2"
"2020","1","101800","2002","Fourplex","50","3"
"2020","1","101800","2007","Business","1","2"
"2020","1","100200","1027","Duplex","50","4"
"2020","1","114800","1009","Miscellaneous","0","1"
"2020","1","100100","2001","Duplex","138","12"
"2020","1","103100","1007","Duplex","11","1"
"2020","1","114700","2016","Single Residence","105","20"
"2020","1","114000","1048","Business","269","5"
"2020","1","104900","2005","Duplex","95","5"
"2020","1","103200","1002","Single Residence","69","20"
"2020","1","101700","1003","School or Church or Charity","2","1"
"2020","1","102701","3027","Duplex","21","1"
"2020","1","100600","1004","Duplex","135","5"
"2020","1","102802","3004","Duplex","17","1"
"2020","1","102100","1006","Restaurant","225","3"
"2020","1","104300","2007","Duplex","11","1"
"2020","1","102300","1004","Fourplex","29","1"
"2020","1","104800","1004","Duplex","14","2"
"2020","1","103300","2004","Apartment","89","3"
"2020","1","100306","2022","Business","107","5"
"2020","1","114800","3021","Duplex","13","2"
"2020","1","100500","2009","Duplex","12","3"
"2020","1","102600","3003","Single Residence","143","25"
"2020","1","114500","3116","Business","211","2"
"2020","1","101101","1006","Apartment","30","1"
