"county","major_sic_category","cy_1978","cy_1979","cy_1980","cy_1981","cy_1982","cy_1983","cy_1984","cy_1985","cy_1986","cy_1987","cy_1988","cy_1989","cy_1990","cy_1991","cy_1992","cy_1993","cy_1994","cy_1995","cy_1996","cy_1997"
"Summit","AGRICULTURE,FORESTRY & FISHING (111-973)",,,,,,,,,"15571",,"24986",,"191710","109294","66514","129115","349863","443510","403221","460840"
"Summit","MINING (1011-1499)","219953","441922","1695627","3351317","12487943","11279514","12981018","4820353","2298437","1564508","2237652","549737","838367","983133","1234593","2623908","3899045","3877865","4452518","3156300"
"Summit","CONSTRUCTION (1521-1799)","347733","330898","900813","503275","925964","775150","1046730","1510514","870703","380134","777419","1847301","737547","584303","731337","2627484","3633157","4484791","4146724","4657116"
"Summit","MANUFACTURING (2011-3999)","3259929","5029313","5515266","6078266","4004986","5738683","10514515","10336954","12021273","20174673","7319838","5258234","4775226","5341991","7748635","10888477","13789327","16303267","17006493","17073843"
"Summit","TRANSPORTATION (4011-4789)","923566","959246","1132212","2733948","910492","1276314","505640","1394892","679049","502285","629719",,"1293778",,"1709130","1969662","1779333","2646580","3527014","2807698"
"Summit","COMMUNICATIONS (4812-4899)","803228","1771176","2346479","3077295","4143299","3796568","3702075","4106969","5388639","5525257","5525664","7491551","8376774","6514757","6577246","8791321","8971289","12672045","12436338","13369612"
"Summit","ELECTRIC & GAS (4911-4971)","2260868","5684207","7411282","8242051","10915061","8430662","17739822","19059925","17505756","17812871","18417996","13235474","17372378","42718621","19234069","20601948","21729225","22251785","23889233","27887452"
"Summit","1977 CODE - WHOLESALE TRADE","1219777","2082697","1722633",,,,,,,,,,,,,,,,,
"Summit","WHOLESALE-DURABLE GOODS (5012-5099)",,,,"3709703","3078494","1053733","1200839","1429408","1465874","1061925","1500054","1871121","1851964","2462996","3938266","4186354","4531628","5769139","7053872","4262345"
"Summit","WHOLESALE-NONDURABLE GOODS (5111-5199)",,,,"403724","1186914","915267","628562","602255","809563","597302","660145","807618","1634138","2168428","2028524","2339868","1835204","1573186","1929991","2995549"
"Summit","RETAIL-BUILDING & GARDEN (5211-5271)","4411400","6379180","5684865","9075429","5722855","7050992","8295852","8934910","5562436","6469037","8440001","12368634","12493348","14083088","17281140","18066785","21009881","21366933","21809258","22346295"
"Summit","RETAIL-GENERAL MERCHANDISE (5311-5399)","1803659","2269667","450767","1127279","1467156","1136450","267583",,"1479175","1880116","1974715","1921338","1524191","2594171","13649784","22538794","24717155","28313046","28275942","27982735"
"Summit","RETAIL-FOOD STORES (5411-5499)","4117609","4660110","2021593","2024748","4921354","5653382","6122358","9285822","23827445","22222249","21984109","23818423","28002441","30959625","35474281","35892839","40221532","45156208","58821722","64299441"
"Summit","RETAIL-MOTOR VEHICLE DEALERS(5511-5599)","2919993","2983462","3525345","4088942","4170827","3783596","5416056","5113203","5825823","4906948","6178567","6783598","6935087","6675235","7070686","8186851","10089713","13397319","15416992","14342879"
"Summit","RETAIL-APPAREL & ACCESSORY (5611-5699)","105822","67022","331754","630698","715179","854064","1681740","3094295","4006009","3885803","4336325","5351818","5550175","8390734","24909914","29925429","32323980","37692473","41205951","48232211"
"Summit","RETAIL-FURNITURE (5712-5736)","563493","1044219","1498371","1703988","2831963","2867638","4120655","2893346","2968222","2112844","3067473","3599198","4580600","3918490","6180301","6522940","7301804","8441740","12093622","16105150"
"Summit","RETAIL-EATING & DRINKING (5812-5813)","5384703","7787534","8684116","9228381","8393111","11514564","13526104","16352282","19045348","20471807","21501346","24131881","24183584","27920889","31269471","36369118","38455265","44628051","50007067","51689900"
"Summit","RETAIL-MISCELLANEOUS (5912-5999)","4353680","6989114","16035968","18796251","22423572","22608515","30617100","28496496","16411020","17813530","22621213","26477655","25193322","26871434","32397900","40028731","43176320","44243566","51797678","55157691"
"Summit","FINANCE,INS. & REAL ESTATE (6011-6799)","401456","608384","626681","1976086","1616785","6972907","8748776","9002667","7203632","9561851","12826203","12921828","9053971","12426601","14080176","15342524","21074091","21716751","27622329","35191027"
"Summit","1977 CODE - SERVICES","8479803","11602308","18205404","13307780",,,,,,,,,,,,,,,,
"Summit","SERVICES-HOTELS & LODGING (7011-7041)",,,,"940848","9362156","9555856","9618281","14775610","14389046","15056976","23626822","30034405","27812882","31763477","30366644","37105462","38828851","45752033","54001228","56972054"
"Summit","SERVICES-PERSONAL (7211-7299)",,,,"70487","332981","510428","568659","538016","538301","451488","382743","708535","676787","772833","873543","977954","1231125","1007766","1179044","1581244"
"Summit","SERVICES-BUSINESS (7311-7389)",,,,"255091","2143519","3486516","4882428","4938909","4741152","5740624","6756443","9000461","7381950","6217428","7835428","8260411","8960123","10021361","8866722","12728201"
"Summit","SERVICES-AUTO & MISC.REPAIR (7513-7699)",,,,"158712","762373","987916","1256278","1369564","1633281","1215989","1436639","1684586","2143922","2494065","2464354","2643712","3772503","4199969","5694281","7858326"
"Summit","SERVICES-AMUSEMENT & RECRTN.(7812-7999)",,,,"417401","12303350","16948282","17518487","18080467","19380949","19482003","23313643","28928869","31155847","33644354","31724022","37871037","43773319","46773183","57129000","60081143"
"Summit","SERVICES-HEALTH (8011-8099)",,,,,,,,,,,,,,"1325570","1723467","2592858","2030608",,"276361","729790"
"Summit","SERVICES-ED.,LEGAL,SOCIAL (8111-8999)",,,,"48511","345207","453052","545479","668763","650700","492922","644080","590847","1309368","159704","254888","326633","373073","441021","1050873","1287720"
"Summit","PUBLIC ADMINISTRATION (9111-9721)",,,,"22521","120182","122775","411736","251133","311114","412452","102748","51688","62114","66851","60819","60511","34152","76127","87952","73366"
"Summit","PRIVATE MOTOR VEHICLE SALES","1245739","1329231","1363692","1482292","1772009","1652566","2176241","2106967","1791008","1985512","2261160","2747295","3220940","4102189","5716236","5844373","7208110","9401398","10865795","10950602"
"Summit","REFUNDED AMOUNTS WITH NO SIC","-12774","-361960","-86303","-7887",,,,,,,,,,,,,,,,
"Summit","OCCASIONAL RETAIL SALES","720316","989840","363721","299099","381876","1067760","483047","557612","806294","599365","580213","954425","608476","680262","808016","1025314","882748","395025","906354","898251"
"Summit","NONDISCLOSABLE OR NONCLASSIFIABLE","5672066","3398410","4913628","3156262","4457364","6770219","2053011","2345243","1341734","2682824","1757536","5712695","2056546","1933396","417837","93424","411277","1488240","1103294","87136"
"Summit","PRIOR-PERIOD PAYMENTS & REFUNDS",,,,,,,,,,,,,"11630737","14546234","19992895","12957132","17870134","26521502","9008736","20694902"
