"city","country","county","countyfips","id","latitude","lines","longitude","max_infer","max_volt","min_infer","min_volt","naics_code","naics_desc","name","objectid","source","sourcedate","state","status","type","val_date","val_method","zip","point"
"NOT AVAILABLE","USA","UINTAH","49047","208088","40.2373427110001","3","-109.098579889","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208040","56346","IMAGERY","2018-03-23T00:00:00.000Z","UT","IN SERVICE","TAP","2018-03-23T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-109.09857988899995 40.23734271100005)"
"NOT AVAILABLE","USA","SAN JUAN","49037","205437","37.2870980000001","4","-109.268634","N","69","N","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","MONTEZUMA","53732","IMAGERY","2015-08-26T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-26T00:00:00.000Z","IMAGERY/OTHER","84534","POINT (-109.26863399999996 37.28709800000007)"
"NOT AVAILABLE","USA","SANPETE","49039","207503","39.5004374800001","1","-111.582894891","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207486","55764","IMAGERY","2017-12-13T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-12-13T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.58289489099995 39.50043748000006)"
"NEPHI","USA","JUAB","49023","209632","39.6503238560001","1","-111.858813146","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209632","57882","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.85881314599999 39.65032385600006)"
"LA VERKIN","USA","WASHINGTON","49053","206629","37.2109361010001","1","-113.277097866","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206629","54893","IMAGERY","2016-09-29T00:00:00.000Z","UT","IN SERVICE","TAP","2016-09-29T00:00:00.000Z","IMAGERY","84745","POINT (-113.27709786599996 37.21093610100008)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208017","40.55851047","1","-112.083204958","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207971","56276","IMAGERY","2018-02-21T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-21T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.08320495799995 40.558510470000044)"
"CLEARFIELD","USA","DAVIS","49011","202308","41.103266289","1","-111.997726275","Y","34.5","Y","34.5","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202308","50665","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84015","POINT (-111.99772627499999 41.103266289000025)"
"BOUNTIFUL","USA","DAVIS","49011","201904","40.88679297","3","-111.886138229","Y","69","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201904","50276","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84010","POINT (-111.88613822899997 40.886792970000045)"
"NOT AVAILABLE","USA","KANE","49025","201818","37.1429754000001","4","-112.0650514","Y","138","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201818","50194","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84741","POINT (-112.06505139999996 37.142975400000054)"
"NOT AVAILABLE","USA","SAN JUAN","49037","205440","37.2088426930001","1","-109.297704536","N","69","N","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","WHITE MESA","53735","IMAGERY","2015-08-26T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-26T00:00:00.000Z","IMAGERY/OTHER","84534","POINT (-109.29770453599997 37.20884269300007)"
"SOUTH SALT LAKE","USA","SALT LAKE","49035","201701","40.716163814","2","-111.880870837","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","OAKLAND","50084","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84115","POINT (-111.88087083699997 40.716163814000026)"
"GENOLA","USA","UTAH","49049","209627","40.0050924430001","1","-111.810644713","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209627","57877","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.81064471299999 40.00509244300009)"
"SPANISH FORK","USA","UTAH","49049","201643","40.095584671","5","-111.613192583","Y","115","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201643","50026","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84660","POINT (-111.61319258299994 40.09558467100004)"
"TALMAGE","USA","DUCHESNE","49013","208970","40.3322681860001","1","-110.426682725","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208874","57225","IMAGERY","2018-04-19T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-04-19T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.42668272499999 40.332268186000086)"
"NAPLES","USA","UINTAH","49047","209679","40.43225275","1","-109.499666052","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209679","57929","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-109.49966605199994 40.432252750000025)"
"ST. GEORGE","USA","WASHINGTON","49053","209789","37.043195327","3","-113.616816407","Y","115","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209789","58038","IMAGERY","2019-03-18T00:00:00.000Z","UT","IN SERVICE","TAP","2019-03-18T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-113.61681640699999 37.04319532700003)"
"NOT AVAILABLE","USA","SEVIER","49041","201611","38.8442921650001","17","-111.993278603","Y","345","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","SIGURD","49994","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84657","POINT (-111.99327860299996 38.84429216500006)"
"SALT LAKE CITY","USA","SALT LAKE","49035","201710","40.7616648260001","2","-111.829656289","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","RESEARCH","50093","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84108","POINT (-111.82965628899997 40.76166482600007)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208007","40.554973633","3","-112.122346755","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207961","56266","IMAGERY","2018-02-16T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-16T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.12234675499997 40.554973633000024)"
"HURRICANE","USA","WASHINGTON","49053","206547","37.1654721370001","1","-113.423424854","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206547","54815","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-05-31T00:00:00.000Z","IMAGERY","84737","POINT (-113.42342485399996 37.165472137000044)"
"NOT AVAILABLE","USA","TOOELE","49045","202987","40.734644341","1","-112.983480073","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202987","51328","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","NOT AVAILABLE","POINT (-112.98348007299995 40.73464434100003)"
"WOODS CROSS","USA","DAVIS","49011","205233","40.8621638010001","3","-111.909266168","N","230","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205233","53539","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-06-29T00:00:00.000Z","IMAGERY","84087","POINT (-111.90926616799999 40.862163801000065)"
"ST GEORGE","USA","WASHINGTON","49053","206626","37.057307533","2","-113.549191771","Y","161","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206626","54890","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-05-31T00:00:00.000Z","IMAGERY","84790","POINT (-113.54919177099998 37.05730753300003)"
"NEPHI","USA","JUAB","49023","209633","39.650364306","3","-111.859184342","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209633","57883","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.85918434199999 39.65036430600002)"
"PLEASANT VIEW","USA","WEBER","49057","206377","41.3307940130001","1","-111.987655533","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206377","54648","IMAGERY","2015-09-22T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-09-22T00:00:00.000Z","IMAGERY","84414","POINT (-111.98765553299995 41.33079401300006)"
"LOGAN","USA","CACHE","49005","201908","41.7258848650001","2","-111.843891854","Y","69","Y","12","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201908","50280","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84321","POINT (-111.84389185399999 41.72588486500006)"
"NOT AVAILABLE","USA","WAYNE","49055","207482","38.316541498","3","-111.385292409","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207467","55743","IMAGERY","2017-10-20T00:00:00.000Z","UT","IN SERVICE","TAP","2017-10-20T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.38529240899999 38.31654149800004)"
"SALT LAKE CITY","USA","SALT LAKE","49035","201712","40.785987779","2","-111.897189248","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","CAPITOL","50095","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84103","POINT (-111.89718924799996 40.78598777900004)"
"NOT AVAILABLE","USA","CACHE","49005","208061","41.730153386","2","-111.83060077","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208014","56320","IMAGERY","2018-03-07T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-03-07T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.83060076999999 41.73015338600004)"
"NOT AVAILABLE","USA","SEVIER","49041","207493","38.919736282","1","-111.922939862","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207477","55754","IMAGERY","2017-12-04T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-12-04T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.92293986199996 38.91973628200004)"
"HURRICANE","USA","WASHINGTON","49053","201299","37.1856081270001","0","-113.297163924","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","CLIFTON WILSON","49686","IMAGERY","2019-03-08T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-03-08T00:00:00.000Z","IMAGERY","84737","POINT (-113.29716392399996 37.18560812700008)"
"ALTAMONT","USA","DUCHESNE","49013","208961","40.334180073","3","-110.301768835","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208865","57216","IMAGERY","2018-04-16T00:00:00.000Z","UT","IN SERVICE","TAP","2018-04-16T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.30176883499996 40.334180073000034)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208052","40.661503672","1","-112.082380408","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208006","56311","IMAGERY","2018-02-27T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-27T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.08238040799993 40.66150367200004)"
"ST GEORGE","USA","WASHINGTON","49053","206615","37.092481557","3","-113.553922675","Y","138","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206615","54879","IMAGERY","2016-09-15T00:00:00.000Z","UT","IN SERVICE","TAP","2016-09-15T00:00:00.000Z","IMAGERY","84790","POINT (-113.55392267499997 37.092481557000035)"
"NOT AVAILABLE","USA","IRON","49021","202072","37.8832859070001","4","-112.909620803","Y","230","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","PAROWAN","50438","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84761","POINT (-112.90962080299994 37.88328590700007)"
"BRYCE CANYON CITY","USA","GARFIELD","49017","201824","37.6751571","2","-112.1518966","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201824","50200","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84764","POINT (-112.1518966 37.675157100000035)"
"WEST VALLEY CITY","USA","SALT LAKE","49035","201728","40.664587716","1","-112.084898133","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201728","50111","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","UNVERIFIED","84118","POINT (-112.08489813299998 40.66458771600003)"
"PARK CITY","USA","SUMMIT","49043","205957","40.627343167","2","-111.503880041","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205957","54243","IMAGERY","2015-08-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-31T00:00:00.000Z","IMAGERY","84060","POINT (-111.50388004099995 40.62734316700004)"
"NOT AVAILABLE","USA","UTAH","49049","206803","39.945009972","3","-111.956068485","Y","138","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206803","55066","IMAGERY","2017-03-21T00:00:00.000Z","UT","IN SERVICE","TAP","2017-03-21T00:00:00.000Z","IMAGERY","84626","POINT (-111.95606848499996 39.94500997200004)"
"BRIGHAM CITY","USA","BOX ELDER","49003","201593","41.53317387","1","-112.065010421","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","VULCRAFT","49977","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","NOT AVAILABLE","POINT (-112.06501042099995 41.53317387000004)"
"LEHI","USA","UTAH","49049","201657","40.452071613","1","-111.877951259","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201657","50040","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84043","POINT (-111.87795125899999 40.45207161300003)"
"LEHI","USA","UTAH","49049","205412","40.4517647390001","3","-111.878164758","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205412","53708","IMAGERY","2015-08-26T00:00:00.000Z","UT","IN SERVICE","TAP","2015-08-26T00:00:00.000Z","IMAGERY","84043","POINT (-111.87816475799998 40.45176473900005)"
"NOT AVAILABLE","USA","CACHE","49005","208080","41.64224037","1","-111.854586987","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN208033","56339","IMAGERY","2018-03-15T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-03-15T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.85458698699995 41.642240370000025)"
"WASHINGTON","USA","WASHINGTON","49053","206555","37.139366803","4","-113.509671317","Y","138","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206555","54823","IMAGERY","2016-06-07T00:00:00.000Z","UT","IN SERVICE","TAP","2016-06-07T00:00:00.000Z","IMAGERY","84780","POINT (-113.50967131699997 37.13936680300003)"
"HURRICANE","USA","WASHINGTON","49053","206550","37.161380728","3","-113.427228085","Y","230","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206550","54818","IMAGERY","2016-06-07T00:00:00.000Z","UT","IN SERVICE","TAP","2016-06-07T00:00:00.000Z","IMAGERY","84737","POINT (-113.42722808499997 37.16138072800005)"
"DIVIDEND","USA","UTAH","49049","209520","39.950938508","3","-112.048264058","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209520","57773","IMAGERY and FAA data","2018-12-13T00:00:00.000Z","UT","IN SERVICE","TAP","2018-12-13T00:00:00.000Z","IMAGERY/OTHER","NOT AVAILABLE","POINT (-112.04826405799999 39.950938508000036)"
"NOT AVAILABLE","USA","SALT LAKE","49035","205205","40.701175601","3","-112.063294282","Y","46","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205205","53511","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84044","POINT (-112.06329428199996 40.70117560100004)"
"EPHRAIM","USA","SANPETE","49039","209643","39.364643331","3","-111.659336472","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209643","57893","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.65933647199995 39.364643331000025)"
"PROVO","USA","UTAH","49049","201625","40.307665752","3","-111.653322438","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201625","50008","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84604","POINT (-111.65332243799998 40.307665752000034)"
"NOT AVAILABLE","USA","SANPETE","49039","207507","39.637013258","0","-111.651042639","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207490","55768","IMAGERY","2017-12-14T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-12-14T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.65104263899997 39.63701325800001)"
"HONEYVILLE","USA","BOX ELDER","49003","201570","41.6370769660001","7","-112.069770392","Y","230","Y","34.5","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","HONEYVILLE","49954","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84302","POINT (-112.06977039199995 41.63707696600005)"
"CROYDON","USA","MORGAN","49029","209592","41.0618598340001","3","-111.531976875","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209592","57842","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.53197687499994 41.06185983400008)"
"WOODS CROSS","USA","DAVIS","49011","205192","40.8838963330001","3","-111.928564797","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205192","53498","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84087","POINT (-111.92856479699998 40.883896333000045)"
"NEPHI","USA","JUAB","49023","208932","39.7239376700001","3","-111.842278798","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208836","57187","IMAGERY","2018-04-10T00:00:00.000Z","UT","IN SERVICE","TAP","2018-04-10T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.84227879799994 39.72393767000004)"
"KANAB","USA","KANE","49025","201822","37.036884","2","-112.507603","Y","138","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201822","50198","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84741","POINT (-112.50760299999996 37.036884000000036)"
"SPRINGVILLE","USA","UTAH","49049","201834","40.1598921","1","-111.6164634","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201834","50210","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84663","POINT (-111.6164634 40.159892100000036)"
"NOT AVAILABLE","USA","UTAH","49049","205511","39.9807910000001","2","-111.800629","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205511","53803","IMAGERY","2015-08-29T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-29T00:00:00.000Z","IMAGERY","84655","POINT (-111.80062899999996 39.98079100000007)"
"NOT AVAILABLE","USA","MILLARD","49027","201612","39.1541054480001","5","-112.362765974","N","230","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","PAVANT","49995","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84636","POINT (-112.36276597399996 39.154105448000045)"
"MORGAN","USA","MORGAN","49029","209585","41.0443783950001","2","-111.689046039","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209585","57835","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.68904603899995 41.04437839500008)"
"NOT AVAILABLE","USA","CARBON","49007","207967","39.6075188510001","3","-110.794168622","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207921","56226","IMAGERY","2018-02-05T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-05T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.79416862199997 39.60751885100005)"
"SOUTH JORDAN","USA","SALT LAKE","49035","201621","40.5645607430001","17","-112.02806805","N","345","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","OQUIRRH","50004","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84095","POINT (-112.02806804999993 40.564560743000065)"
"NOT AVAILABLE","USA","UINTAH","49047","202508","40.284112011","1","-109.39788061","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202508","50859","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84035","POINT (-109.39788060999996 40.28411201100004)"
"NOT AVAILABLE","USA","SAN JUAN","49037","205431","37.551304169","1","-109.489298066","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","WASTEWATER","53726","IMAGERY","2015-08-27T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-27T00:00:00.000Z","IMAGERY/OTHER","84511","POINT (-109.48929806599996 37.55130416900005)"
"SOUTH WEBER","USA","DAVIS","49011","206361","41.1325015690001","3","-111.959092355","Y","230","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206361","54633","IMAGERY","2015-09-19T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-19T00:00:00.000Z","IMAGERY","84405","POINT (-111.95909235499994 41.13250156900006)"
"NOT AVAILABLE","USA","MORGAN","49029","201469","41.136505454","3","-111.831430203","Y","230","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201469","49853","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84050","POINT (-111.83143020299997 41.13650545400002)"
"PROVO","USA","UTAH","49049","202475","40.199662183","2","-111.641745673","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202475","50827","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84606","POINT (-111.64174567299995 40.199662183000044)"
"ST GEORGE","USA","WASHINGTON","49053","201441","37.1387586540001","8","-113.56327006","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","ST GEORGE","49826","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84770","POINT (-113.56327005999998 37.13875865400006)"
"NOT AVAILABLE","USA","SAN JUAN","49037","205434","37.289058943","1","-109.559290051","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","BLUFF","53729","IMAGERY","2015-08-27T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-27T00:00:00.000Z","IMAGERY/OTHER","84512","POINT (-109.55929005099995 37.28905894300004)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208005","40.5630192670001","1","-112.106893912","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207959","56264","IMAGERY","2018-02-15T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-15T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.10689391199998 40.56301926700007)"
"WEST VALLEY CITY","USA","SALT LAKE","49035","201733","40.6927737570001","2","-111.958516963","Y","46","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","GRANGER","50116","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84119","POINT (-111.95851696299997 40.692773757000055)"
"RIVERTON","USA","SALT LAKE","49035","205182","40.500812868","1","-111.958181151","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","BLUFFDALE","53489","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84065","POINT (-111.95818115099996 40.500812868000025)"
"ROY","USA","WEBER","49057","201792","41.1618726020001","1","-112.064871913","Y","230","Y","230","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201792","50168","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84067","POINT (-112.06487191299999 41.16187260200008)"
