"licensenumber","licensetype","businessname","expirationstatus","expirationdate","location","lat_long","naicscode","naicsdesc","hyperlink","location_1"
"RNT2012-02755","Rental Dwelling",,"Active","2017-02-28T00:00:00.000","2196 WALKER Ln
Salt Lake City, UT 84117
(40.652011, -111.828668)","(40.652011, -111.828668)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00409&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02756","Rental Dwelling",,"Active","2017-03-31T00:00:00.000","336 SAN BRUNO Ave
Salt Lake City, UT 94005
(37.682457, -122.400349)","(37.682457, -122.400349)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00410&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-03871","Rental Dwelling",,"Pending","2015-07-31T00:00:00.000",,,"53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00815&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02757","Rental Dwelling",,"Active","2017-02-28T00:00:00.000","1411 S 500 E
Salt Lake City, UT 84105
(40.739008, -111.876785)","(40.739008, -111.876785)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00411&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02758","Rental Dwelling",,"Active","2016-05-31T00:00:00.000",,,"53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00412&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02761","Rental Dwelling",,"Pending","2015-12-31T00:00:00.000","824 TERRACE HILLS Dr
Salt Lake City, UT 84103
(40.786694, -111.862688)","(40.786694, -111.862688)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00413&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02762","Rental Dwelling",,"Active","2017-12-31T00:00:00.000","4688 S 2080 W
Salt Lake City, UT 84129
(40.667867, -111.946076)","(40.667867, -111.946076)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00414&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02763","Rental Dwelling",,"Active","2018-08-31T00:00:00.000","188 N H St
Salt Lake City, UT 84103-2991
(40.773869, -111.87304)","
(40.773869, -111.87304)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00415&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02764","Rental Dwelling",,"Active","2017-11-30T00:00:00.000","2316 E 6600 S
Salt Lake City, UT 84121
(40.631213, -111.823875)","(40.631213, -111.823875)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00416&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02767","Rental Dwelling",,"Active","2018-06-30T00:00:00.000","4238 FOOTHILL Dr
Salt Lake City, UT 84010
(40.843125, -111.878393)","(40.843125, -111.878393)","53111","MULTI UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00418&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02769","Rental Dwelling",,"Active","2017-10-31T00:00:00.000","2818 DIAMOND Rd
Salt Lake City, UT 84084
","alt Lake City, UT 84084
","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00419&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02770","Rental Dwelling",,"Active","2017-10-31T00:00:00.000","4578 S RUSSELL St
Salt Lake City, UT 84117
(40.671832, -111.821795)","(40.671832, -111.821795)","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00420&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02771","Rental Dwelling",,"Active","2017-11-30T00:00:00.000","3386 S LOS ALTOS St
Salt Lake City, UT 84109
(40.697859, -111.799129)","(40.697859, -111.799129)","53111","MULTI UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00421&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02772","Rental Dwelling",,"Pending","2015-09-30T00:00:00.000","4598 S PARKFIELD PL
Salt Lake City, UT 84117
(40.670498, -111.844689)","(40.670498, -111.844689)","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00422&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02773","Rental Dwelling",,"Pending","2015-12-31T00:00:00.000","53 S 600 E
Salt Lake City, UT 84102
(40.768018, -111.873825)","(40.768018, -111.873825)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00423&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02775","Rental Dwelling",,"Active","2018-06-30T00:00:00.000","867 DAVID Ct
Salt Lake City, UT 84532
(38.560152, -109.551088)","(38.560152, -109.551088)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00425&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02776","Rental Dwelling",,"Active","2017-11-30T00:00:00.000","320 E 11TH Ave
Salt Lake City, UT 84103-2801
(40.781906, -111.879971)","(40.781906, -111.879971)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00426&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02777","Rental Dwelling",,"Active","2017-08-31T00:00:00.000","188 N H St
Salt Lake City, UT 84103-2991
(40.773869, -111.87304)","
(40.773869, -111.87304)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00427&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02778","Rental Dwelling",,"Pending","2015-07-31T00:00:00.000",,,"53111","MULTI UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00428&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02779","Rental Dwelling",,"Active","2017-01-31T00:00:00.000","577 W 5025 S
Salt Lake City, UT 84405
(41.172108, -111.989801)","(41.172108, -111.989801)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00429&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02780","Rental Dwelling",,"Pending","2015-06-30T00:00:00.000","1226 E EMERSON Ave
Salt Lake City, UT 84105-2530
","ake City, UT 84105-2530
","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00430&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02786","Rental Dwelling",,"Pending","2015-01-31T00:00:00.000",,,"53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00432&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02789","Rental Dwelling",,"Pending","2015-12-31T00:00:00.000",,,"53111","MULTI UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00434&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02790","Rental Dwelling",,"Pending","2015-09-30T00:00:00.000","26321 ALEXANDER PL
Salt Lake City, UT 94022
(37.385681, -122.137166)","(37.385681, -122.137166)","53111","SINGLE UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00435&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02791","Rental Dwelling",,"Active","2018-05-31T00:00:00.000","31181 CALLE
Salt Lake City, UT 92675
","alt Lake City, UT 92675
","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00436&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02792","Rental Dwelling",,"Active","2018-03-31T00:00:00.000","5010 LINDSEY Dr
Salt Lake City, UT 80023
(39.989187, -105.04971)","
(39.989187, -105.04971)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00437&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02806","Rental Dwelling",,"Active","2018-02-28T00:00:00.000","1475 E SIGSBEE Ave
Salt Lake City, UT 84103-0000
(40.771042, -111.848944)","(40.771042, -111.848944)","53111","MULTI UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00438&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02807","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","300 W 8TH St
Salt Lake City, UT 98660
(45.627249, -122.674922)","(45.627249, -122.674922)","53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00439&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02808","Rental Dwelling",,"Active","2016-01-31T00:00:00.000","3211 VERDANT Cir
Salt Lake City, UT 84109
(40.701093, -111.830231)","(40.701093, -111.830231)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00440&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02810","Rental Dwelling",,"Pending","2014-12-31T00:00:00.000","657 E OAK Ln
Salt Lake City, UT 84037
","alt Lake City, UT 84037
","53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00441&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02816","Rental Dwelling",,"Active","2016-12-31T00:00:00.000",,,"53111","MULTI UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00443&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02817","Rental Dwelling",,"Active","2016-10-31T00:00:00.000","2060 CENTRAL Ave
Salt Lake City, UT 94501
(37.767738, -122.250963)","(37.767738, -122.250963)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00444&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02824","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","332 FIFE St
Salt Lake City, UT 89015-2700
(36.053558, -114.953093)","(36.053558, -114.953093)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00445&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02825","Rental Dwelling",,"Active","2016-03-31T00:00:00.000","513 S 900 W
Salt Lake City, UT 84104-1302
(40.757984, -111.916835)","(40.757984, -111.916835)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00446&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02826","Rental Dwelling",,"Active","2018-05-31T00:00:00.000","1406 S CHANCELLOR Way
Salt Lake City, UT 84108-2851
(40.739854, -111.812164)","(40.739854, -111.812164)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00447&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02827","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","77 PARK HILL Ave
Salt Lake City, UT 94117
(37.766919, -122.439316)","(37.766919, -122.439316)","53111","SINGLE FAMILY UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00448&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02832","Rental Dwelling",,"Active","2016-09-30T00:00:00.000","834 16TH Ave
Salt Lake City, UT 84103
(40.787012, -111.864297)","(40.787012, -111.864297)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00450&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02833","Rental Dwelling",,"Active","2016-12-31T00:00:00.000",,,"53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00451&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02834","Rental Dwelling",,"Active","2018-09-30T00:00:00.000","3605 JUPITER Dr
Salt Lake City, UT 84124
(40.686242, -111.793107)","(40.686242, -111.793107)","53111","MULTI UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00452&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02837","Rental Dwelling",,"Active","2018-03-31T00:00:00.000","767 LACEY Way
Salt Lake City, UT 84054
(40.838711, -111.892751)","(40.838711, -111.892751)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00453&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02840","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","735 E 10TH Ave
Salt Lake City, UT 84103-3618
(40.780729, -111.867513)","(40.780729, -111.867513)","53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00455&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02841","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","14281 ROCKY MOUTH Cir
Salt Lake City, UT 84020
(40.491989, -111.86379)","
(40.491989, -111.86379)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00456&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02844","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","3470 S 3610 E
Salt Lake City, UT 84109
(40.695994, -111.793389)","(40.695994, -111.793389)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00459&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02845","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","1209 BIRCH St
Salt Lake City, UT 93060
(34.376186, -119.06502)","
(34.376186, -119.06502)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00460&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02847","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","5945 SPRING CANYON Rd
Salt Lake City, UT 84403
(41.15532, -111.90816)","3
(41.15532, -111.90816)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00461&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02849","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","1786 E 900 S
Salt Lake City, UT 84108-1361
(40.749796, -111.839657)","(40.749796, -111.839657)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00462&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02850","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","9406 CREBS Ave
Salt Lake City, UT 91324
(34.24138, -118.544192)","
(34.24138, -118.544192)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00463&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02860","Rental Dwelling",,"Pending","2014-12-31T00:00:00.000",,,"53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00464&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02862","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","1439 S HIGHLAND Dr
Salt Lake City, UT 84341
","alt Lake City, UT 84341
","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00465&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02863","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","5950 TIMBERLINE Rd
Salt Lake City, UT 57702
(44.084392, -103.318002)","(44.084392, -103.318002)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00466&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02864","Rental Dwelling",,"Active","2017-07-31T00:00:00.000","888 CANYON RIDGE Way
Salt Lake City, UT 84047
(40.616247, -111.865404)","(40.616247, -111.865404)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00467&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02867","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","3 CHERRY WOODS Ln
Salt Lake City, UT 84092
(40.550101, -111.814836)","(40.550101, -111.814836)","53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00468&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02869","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","6017 RIVERBANK Cir
Salt Lake City, UT 95219
(37.992989, -121.368151)","(37.992989, -121.368151)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00469&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02870","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","935 UNIVERSITY BAY Dr
Salt Lake City, UT 57305
","alt Lake City, UT 57305
","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00470&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02876","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","1476 E FEDERAL HEIGHTS Dr
Salt Lake City, UT 84103-4444
(40.775348, -111.848228)","(40.775348, -111.848228)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00473&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02879","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","1485 E FEDERAL HEIGHTS Dr
Salt Lake City, UT 84103-4443
(40.775424, -111.848103)","(40.775424, -111.848103)","53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00475&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02880","Rental Dwelling",,"Active","2016-12-31T00:00:00.000",,,"53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00476&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02887","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","15 TAVISTOCK Dr
Salt Lake City, UT 03110
(42.918377, -71.490485)","
(42.918377, -71.490485)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00480&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02889","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","2221 E KENWOOD St
Salt Lake City, UT 85204
(33.455248, -111.782254)","(33.455248, -111.782254)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00481&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02890","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","115 N VIRGINIA St
Salt Lake City, UT 84103-4316
(40.772169, -111.852242)","(40.772169, -111.852242)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00482&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02892","Rental Dwelling",,"Pending","2014-12-31T00:00:00.000","19 W ALL SAINTS St
Salt Lake City, UT 21701
(39.411975, -77.411476)","
(39.411975, -77.411476)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00484&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02894","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","837 CAMBRIDGE Dr
Salt Lake City, UT 84054
(40.848676, -111.932585)","(40.848676, -111.932585)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00485&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02896","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","9266 PAR Ct
Salt Lake City, UT 84098
(40.764777, -111.571325)","(40.764777, -111.571325)","53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00486&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02903","Rental Dwelling",,"Pending","2014-12-31T00:00:00.000","733 FOX HUNTER Dr
Salt Lake City, UT 84025
(40.992294, -111.933837)","(40.992294, -111.933837)","53111","SINGLE UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00487&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02904","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","2583 OAK GROVE Dr
Salt Lake City, UT 84092
(40.543704, -111.818158)","(40.543704, -111.818158)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00488&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02905","Rental Dwelling",,"Active","2016-12-31T00:00:00.000",,,"53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00489&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02906","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","1611 CENTRAL Ave
Salt Lake City, UT 94501
(37.770942, -122.258566)","(37.770942, -122.258566)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00490&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-02915","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","167 21ST Ave
Salt Lake City, UT 94121
(37.784683, -122.480774)","(37.784683, -122.480774)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00491&agencyCode=SLCREF&IsToShowInspection=yes",
