"masterincidentnumber","calendaryear","month","dayofmonth","call_type","problem","battalion","jurisdiction","responsearea","prioritydescription","response_status","districts","location_1"
"16010189","2016","Feb","3","Fire","TRASH - Trash Fire","B1","AFD","00-0102","3F","Code 3","9","(30270575, 97744488)"
"16010305","2016","Feb","3","Fire","ELEC - Electrical Fire","B4","AFD","00-3607","3F","Code 1","2","(30191998, 97775475)"
"16010322","2016","Feb","3","Fire","TRASH - Trash Fire","B1","AFD","00-0401","3F","Code 3","9","(30266088, 97753819)"
"16010547","2016","Feb","4","Fire","TRASH - Trash Fire","B2","AFD","00-1605","3F","Code 3","7","(30329055, 97727922)"
"16010579","2016","Feb","4","Fire","AUTO - Auto Fire","B2","AFD","00-3303","2F","Code 3","10","(30388227, 97757517)"
"16010645","2016","Feb","4","Fire","BBQ - Unsafe Cooking","B5","AFD","00-0502","4F","Code 1","3","(30270192, 97696436)"
"16010654","2016","Feb","4","Fire","TRASH - Trash Fire","B4","AFD","00-2902","3F","Code 3","5","(30203273, 97827272)"
"16010738","2016","Feb","5","Fire","AUTO - Auto Fire","B4","AFD","00-2002","2F","Code 3","5","(30199291, 97822221)"
"16010837","2016","Feb","5","Fire","ELEC - Electrical Fire","B3","AFD","00-3001","3F","Code 3","4","(30389147, 97716829)"
"16010893","2016","Feb","5","Fire","TRASH - Trash Fire","B5","AFD","00-3504","3F","Code 3","2","(30213031, 97689653)"
"16010931","2016","Feb","5","Fire","DUMP - Dumpster Fire","B5","AFD","00-2203","3F","Code 3","3","(30236397, 97717957)"
"16010952","2016","Feb","5","Fire","TRASH - Trash Fire","B2","AFD","00-2502","3F","Code 3","7","(30399232, 97733692)"
"16010988","2016","Feb","5","Fire","TRASH - Trash Fire","B1","AFD","00-0301","3F","Code 3","9","(30290146, 97749159)"
"16010989","2016","Feb","5","Fire","DUMP - Dumpster Fire","B5","AFD","00-2202","3F","Code 3","3","(30238844, 97730358)"
"16010992","2016","Feb","5","Fire","BBQ - Unsafe Cooking","B5","AFD","00-2204","4F","Code 3","3","(30228537, 97706986)"
"16010994","2016","Feb","5","Fire","BBQ - Unsafe Cooking","B4","AFD","00-2902","4F","Code 1","5","(30198671, 97840054)"
"16011013","2016","Feb","5","Fire","AUTO - Auto Fire","B5","AFD","00-2202","2F","Code 3","3","(30244265, 97729948)"
"16011041","2016","Feb","6","Fire","AUTO - Auto Fire","B5","AFD","00-1501","2F","Code 3","3","(30263604, 97685801)"
"16011095","2016","Feb","6","Fire","TRASH - Trash Fire","B4","AFD","00-2006","3F","Code 3","5","(30192787, 97803094)"
"16011215","2016","Feb","6","Fire","GRASS - Small Grass Fire","B3","AFD","00-2606","3F","Code 3","1","(30291221, 97638689)"
"16011234","2016","Feb","6","Fire","ELEC - Electrical Fire","B5","AFD","00-0603","3F","Code 3","9","(30243593, 97761587)"
"16011256","2016","Feb","6","Fire","TRASH - Trash Fire","B3","AFD","00-3002","3F","Code 1","7","(30395731, 97692685)"
"16011272","2016","Feb","6","Fire","AUTO - Auto Fire","B4","AFD","00-3201","2F","Left Blank","8","(30262467, 97807888)"
"16011478","2016","Feb","7","Fire","GRASS - Small Grass Fire","B4","AFD","00-3602","3F","Left Blank","5","(30111464, 97807317)"
"16011479","2016","Feb","7","Fire","GRASS - Small Grass Fire","B4","AFD","00-3603","3F","Code 3","5","(30131756, 97799779)"
"16011531","2016","Feb","7","Fire","ELEC - Electrical Fire","B3","AFD","00-2305","3F","Code 3","4","(30349592, 97702046)"
"16011532","2016","Feb","7","Fire","AUTO - Auto Fire","B3","AFD","00-0805","2F","Code 3","7","(30366127, 97734164)"
"16011574","2016","Feb","7","Fire","AUTO - Auto Fire","B3","AFD","00-4005","2F","Left Blank","7","(30444063, 97667388)"
"16011605","2016","Feb","7","Fire","TRASH - Trash Fire","B5","AFD","00-0502","3F","Code 1","1","(30283234, 97692808)"
"16011617","2016","Feb","7","Fire","BBQ - Unsafe Cooking","B3","AFD","00-4001","4F","Code 3","7","(30398738, 97664745)"
"16011721","2016","Feb","8","Fire","TRASH - Trash Fire","B1","AFD","00-1206","3F","Code 3","10","(30319208, 97754304)"
"16011795","2016","Feb","8","Fire","AUTO - Auto Fire","B3","AFD","00-2801","2F","Code 3","7","(30425459, 97674149)"
"16011813","2016","Feb","8","Fire","TRASH - Trash Fire","B3","AFD","00-0805","3F","Code 1","7","(30366153, 97738205)"
"16011846","2016","Feb","8","Fire","GRASS - Small Grass Fire","B5","AFD","00-1504","3F","Code 3","1","(30275663, 97707742)"
"16011878","2016","Feb","8","Fire","TRASH - Trash Fire","B4","AFD","00-3606","3F","Code 3","25","(30191973, 97794197)"
"16011927","2016","Feb","8","Fire","BBQ - Unsafe Cooking","B4","AFD","00-3607","4F","Code 3","2","(30192018, 97775425)"
"16011963","2016","Feb","8","Fire","ELEC - Electrical Fire","B5","AFD","00-2204","3F","Code 3","3","(30235169, 97698572)"
"16011969","2016","Feb","8","Fire","DUMP - Dumpster Fire","B1","AFD","00-0202","3F","Code 3","9","(30278216, 97744059)"
"16011976","2016","Feb","8","Fire","AUTO - Auto Fire","B3","AFD","00-2301","2F","Code 3","1","(30375077, 97677241)"
"16011998","2016","Feb","8","Fire","TRASH - Trash Fire","B1","AFD","00-0201","3F","Code 3","9","(30285369, 97746513)"
"16012010","2016","Feb","9","Fire","TRASH - Trash Fire","B4","AFD","00-3611","3F","Code 3","2","(30171528, 97782699)"
"16012056","2016","Feb","9","Fire","TRASH - Trash Fire","B3","AFD","00-1404","3F","Code 3","9","(30293025, 97716061)"
"16012072","2016","Feb","9","Fire","TRASH - Trash Fire","B4","AFD","00-1102","3F","Code 3","5","(30238496, 97773675)"
"16012159","2016","Feb","9","Fire","AUTO - Auto Fire","B3","AFD","00-0803","2F","Code 3","4","(30352111, 97707269)"
"16012247","2016","Feb","9","Fire","ELEC - Electrical Fire","B5","AFD","00-2201","3F","Code 3","3","(30226897, 97726456)"
"16012319","2016","Feb","10","Fire","ELEC - Electrical Fire","B4","AFD","00-1101","3F","Code 3","5","(30255621, 97760586)"
"16012506","2016","Feb","10","Fire","GRASS - Small Grass Fire","B2","AFD","00-3106","3F","Code 3","10","(30327604, 97811132)"
"16012549","2016","Feb","10","Fire","BBQ - Unsafe Cooking","B5","AFD","00-2401","4F","Code 1","2","(30191283, 97731155)"
"16012724","2016","Feb","11","Fire","AUTO - Auto Fire","B5","AFD","00-0601","2F","Code 3","9","(30238795, 97753554)"
"16012739","2016","Feb","11","Fire","AUTO - Auto Fire","B3","AFD","00-3003","2F","Code 3","17","(30378332, 97675799)"
"16012854","2016","Feb","11","Fire","AUTO - Auto Fire","B5","AFD","00-2202","2F","Code 3","39","(30244824, 97730434)"
"16012916","2016","Feb","11","Fire","TRASH - Trash Fire","B5","AFD","00-0604","3F","Code 3","9","(30259109, 97752134)"
"16012936","2016","Feb","11","Fire","TRASH - Trash Fire","B5","AFD","00-0701","3F","Code 3","3","(30254591, 97723331)"
"16012953","2016","Feb","11","Fire","BBQ - Unsafe Cooking","B2","AFD","00-2502","4F","Code 1","6","(30408237, 97744716)"
"16012980","2016","Feb","11","Fire","AUTO - Auto Fire","B5","AFD","00-0603","2F","Code 3","5","(30246345, 97769121)"
"16013051","2016","Feb","12","Fire","TRASH - Trash Fire","B5","AFD","00-2402","3F","Code 3","2","(30204889, 97752915)"
"16013175","2016","Feb","12","Fire","ELEC - Electrical Fire","B5","AFD","00-4205","3F","Code 3","2","(30202202, 97666326)"
"16013184","2016","Feb","12","Fire","TRASH - Trash Fire","B1","AFD","00-0102","3F","Code 1","9","(30264877, 97742506)"
"16013226","2016","Feb","12","Fire","BBQ - Unsafe Cooking","B5","AFD","00-2201","4F","Code 1","3","(30226728, 97722292)"
"16013229","2016","Feb","12","Fire","TRASH - Trash Fire","B1","AFD","00-0401","3F","Code 3","9","(30274001, 97749331)"
"16013249","2016","Feb","12","Fire","TRASH - Trash Fire","B3","AFD","00-2306","3F","Code 1","4","(30357763, 97691557)"
"16013264","2016","Feb","12","Fire","BBQ - Unsafe Cooking","B1","AFD","00-0901","4F","Code 1","9","(30306634, 97727147)"
"16013266","2016","Feb","12","Fire","BBQ - Unsafe Cooking","B5","AFD","00-3502","4F","Code 1","3","(30224767, 97746064)"
"16013279","2016","Feb","12","Fire","TRASH - Trash Fire","B5","AFD","00-0501","3F","Code 3","3","(30271423, 97690132)"
"16013294","2016","Feb","12","Fire","GRASS - Small Grass Fire","B2","AFD","00-3901","3F","Code 3","6","(30405075, 97848778)"
"16013343","2016","Feb","12","Fire","DUMP - Dumpster Fire","B4","AFD","00-1706","3F","Code 3","3","(30230574, 97766477)"
"16013479","2016","Feb","13","Fire","TRASH - Trash Fire","B3","AFD","00-4101","3F","Code 3","1","(30349685, 97612434)"
"16013553","2016","Feb","13","Fire","ELEC - Electrical Fire","B4","AFD","00-3606","3F","Code 3","2","(30185778, 97781233)"
"16013574","2016","Feb","13","Fire","AUTO - Auto Fire","B4","AFD","00-2706","2F","Code 3","8","(30231995, 97877098)"
"16013583","2016","Feb","13","Fire","GRASS - Small Grass Fire","B4","AFD","00-2002","3F","Code 3","5","(30202154, 97809894)"
"16013628","2016","Feb","13","Fire","BBQ - Unsafe Cooking","B3","AFD","00-1803","4F","Code 1","1","(30318699, 97702626)"
"16013645","2016","Feb","13","Fire","TRASH - Trash Fire","B1","AFD","00-0202","3F","Code 3","9","(30278228, 97744311)"
"16013725","2016","Feb","14","Fire","ELEC - Electrical Fire","B5","AFD","00-2401","3F","Code 3","2","(30191283, 97731155)"
"16013883","2016","Feb","14","Fire","TRASH - Trash Fire","B5","AFD","00-0601","3F","Code 3","9","(30240782, 97749592)"
"16013888","2016","Feb","14","Fire","GRASS - Small Grass Fire","B3","AFD","00-2306","3F","Code 3","4","(30353943, 97691133)"
"16013958","2016","Feb","14","Fire","GRASS - Small Grass Fire","B1","AFD","00-1201","3F","Code 3","7","(30320927, 97746995)"
"16013965","2016","Feb","14","Fire","TRASH - Trash Fire","B5","AFD","00-2205","3F","Code 3","3","(30228092, 97692258)"
"16013983","2016","Feb","14","Fire","ELEC - Electrical Fire","B5","AFD","00-2201","3F","Code 3","3","(30225885, 97720246)"
"16014107","2016","Feb","15","Fire","AUTO - Auto Fire","B4","AFD","00-1707","2F","Code 3","3","(30223491, 97747691)"
"16014239","2016","Feb","15","Fire","GRASS - Small Grass Fire","B3","AFD","00-2803","3F","Code 3","7","(30411388, 97686689)"
"16014268","2016","Feb","15","Fire","TRASH - Trash Fire","B3","AFD","00-2301","3F","Code 3","14","(30350775, 97675987)"
"16014271","2016","Feb","15","Fire","GRASS - Small Grass Fire","B5","AFD","00-2201","3F","Code 3","3","(30229761, 97721399)"
"16014275","2016","Feb","15","Fire","TRASH - Trash Fire","B5","AFD","00-2402","3F","Left Blank","2","(30197285, 97750545)"
"16014293","2016","Feb","15","Fire","TRASH - Trash Fire","B3","AFD","00-2801","3F","Code 3","7","(30439531, 97698093)"
"16014354","2016","Feb","16","Fire","BBQ - Unsafe Cooking","B3","AFD","00-1804","4F","Code 1","4","(30332368, 97703825)"
"16014428","2016","Feb","16","Fire","GRASS - Small Grass Fire","B3","AFD","00-2608","3F","Code 3",,"(30308105, 97643125)"
"16014460","2016","Feb","16","Fire","AUTO - Auto Fire","B4","AFD","00-3208","2F","Left Blank","8","(30275669, 97816724)"
"16014473","2016","Feb","16","Fire","DUMP - Dumpster Fire","B3","AFD","00-2304","3F","Code 3","4","(30354368, 97685714)"
"16014482","2016","Feb","16","Fire","GRASS - Small Grass Fire","B2","AFD","00-3403","3F","Code 3","6","(30476859, 97807199)"
"16014534","2016","Feb","16","Fire","GRASS - Small Grass Fire","B2","AFD","00-4402","3F","Code 3","6","(30435137, 97770386)"
"16014609","2016","Feb","16","Fire","AUTO - Auto Fire","B2","AFD","00-3802","2F","Code 3","6","(30453652, 97791741)"
"16014678","2016","Feb","16","Fire","TRASH - Trash Fire","B5","AFD","00-0502","3F","Code 3","1","(30281189, 97692852)"
"16014736","2016","Feb","17","Fire","DUMP - Dumpster Fire","B3","AFD","00-3001","3F","Code 3","4","(30369967, 97693125)"
"16014802","2016","Feb","17","Fire","ELEC - Electrical Fire","B2","AFD","00-2501","3F","Code 3","6","(30417967, 97743043)"
"16014831","2016","Feb","17","Fire","GRASS - Small Grass Fire","B4","AFD","00-3604","3F","Code 3","5","(30163289, 97800709)"
"16014837","2016","Feb","17","Fire","GRASS - Small Grass Fire","B4","AFD","00-3604","3F","Code 3","5","(30163289, 97800709)"
"16014850","2016","Feb","17","Fire","TRASH - Trash Fire","B1","AFD","00-0903","3F","Code 3","79","(30321087, 97729393)"
"16014864","2016","Feb","17","Fire","AUTO - Auto Fire","B3","AFD","00-0805","2F","Code 3","7","(30361847, 97729343)"
"16014923","2016","Feb","17","Fire","TRASH - Trash Fire","B5","AFD","00-2403","3F","Code 3","2","(30180115, 97766764)"
"16015033","2016","Feb","17","Fire","TRASH - Trash Fire","B5","AFD","00-0701","3F","Code 3","3","(30260314, 97727748)"
"16015135","2016","Feb","18","Fire","GRASS - Small Grass Fire","B2","AFD","00-3401","3F","Code 1","6","(30458624, 97790229)"
"16015271","2016","Feb","18","Fire","ELEC - Electrical Fire","B5","AFD","00-2404","3F","Left Blank","2","(30158307, 97741904)"
"16015298","2016","Feb","18","Fire","GRASS - Small Grass Fire","B2","AFD","00-2502","3F","Code 3","6","(30413713, 97745428)"
"16015384","2016","Feb","19","Fire","GRASS - Small Grass Fire","B3","AFD","00-1401","3F","Code 3","9","(30305956, 97707488)"
"16015389","2016","Feb","19","Fire","GRASS - Small Grass Fire","B1","AFD","00-0101","3F","Code 3","3","(30264746, 97731549)"
"16015394","2016","Feb","19","Fire","GRASS - Small Grass Fire","B3","AFD","00-4005","3F","Code 3","7","(30429964, 97668361)"
"16015405","2016","Feb","19","Fire","TRASH - Trash Fire","B2","AFD","00-3404","3F","Code 3","6","(30474355, 97796507)"
"16015415","2016","Feb","19","Fire","TRASH - Trash Fire","B2","AFD","00-3901","3F","Code 3","6","(30399536, 97850806)"
"16015659","2016","Feb","19","Fire","AUTO - Auto Fire","B3","AFD","00-2805","2F","Code 3","7","(30392987, 97726704)"
"16015725","2016","Feb","19","Fire","ELEC - Electrical Fire","B4","AFD","00-2704","3F","Code 3","8","(30234455, 97823599)"
"16015752","2016","Feb","20","Fire","ELEC - Electrical Fire","B3","AFD","00-2303","3F","Code 3","1","(30337827, 97661452)"
"16015775","2016","Feb","20","Fire","TRASH - Trash Fire","B4","AFD","00-1707","3F","Code 3","3","(30225913, 97762265)"
"16015779","2016","Feb","20","Fire","GRASS - Small Grass Fire","B4","AFD","00-1707","3F","Code 3","3","(30225913, 97762265)"
"16015793","2016","Feb","20","Fire","AUTO - Auto Fire","B2","AFD","00-4401","2F","Code 3","6","(30436971, 97775373)"
"16015832","2016","Feb","20","Fire","BBQ - Unsafe Cooking","B3","AFD","00-4001","4F","Code 1","1","(30390033, 97646857)"
"16015933","2016","Feb","20","Fire","TRASH - Trash Fire","B3","AFD","00-4003","3F","Code 3","1","(30369521, 97666527)"
"16015943","2016","Feb","20","Fire","ELEC - Electrical Fire","B4","AFD","00-2903","3F","Code 3","5","(30184093, 97824372)"
"16015968","2016","Feb","20","Fire","TRASH - Trash Fire","B4","AFD","00-1703","3F","Code 1","5","(30223867, 97780361)"
"16016137","2016","Feb","21","Fire","ELEC - Electrical Fire","B3","AFD","00-3001","3F","Code 1","4","(30370658, 97701938)"
"16016303","2016","Feb","21","Fire","DUMP - Dumpster Fire","B1","AFD","00-0303","3F","Code 3","9","(30292634, 97725805)"
"16016350","2016","Feb","21","Fire","AUTO - Auto Fire","B3","AFD","00-2301","2F","Code 3","4","(30365199, 97683252)"
"16020369","2016","Mar","5","Fire","GRASS - Small Grass Fire","B3","AFD","00-2805","3F","Code 3","7","(30400199, 97725057)"
"16020404","2016","Mar","5","Fire","GRASS - Small Grass Fire","B2","AFD","00-2501","3F","Code 3","6","(30434488, 97769056)"
"16020450","2016","Mar","5","Fire","ELEC - Electrical Fire","B5","AFD","00-1501","3F","Code 1","3","(30261769, 97676306)"
"16020523","2016","Mar","5","Fire","ELEC - Electrical Fire","B3","AFD","00-2303","3F","Code 3","1","(30332567, 97685557)"
"16020531","2016","Mar","5","Fire","TRASH - Trash Fire","B3","AFD","00-3001","3F","Code 1","4","(30374166, 97702513)"
"16020589","2016","Mar","5","Fire","AUTO - Auto Fire","B4","AFD","00-3607","2F","Code 3","2","(30180519, 97777377)"
"16020596","2016","Mar","5","Fire","AUTO - Auto Fire","B5","AFD","00-2402","2F","Code 3","2","(30198195, 97763657)"
"16020621","2016","Mar","5","Fire","TRASH - Trash Fire","B4","AFD","00-1703","3F","Code 3","5","(30222766, 97781074)"
"16016537","2016","Feb","22","Fire","GRASS - Small Grass Fire","B3","AFD","00-1804","3F","Code 3","4","(30333803, 97695941)"
"16020729","2016","Mar","6","Fire","DUMP - Dumpster Fire","B5","AFD","00-0502","3F","Code 3","3","(30271324, 97691861)"
"16016611","2016","Feb","22","Fire","TRASH - Trash Fire","B4","AFD","00-2004","3F","Code 3","5","(30212462, 97802372)"
"16016835","2016","Feb","23","Fire","TRASH - Trash Fire","B3","AFD","00-3004","3F","Code 3","1","(30382991, 97670498)"
"16016852","2016","Feb","23","Fire","ELEC - Electrical Fire","B1","AFD","00-0401","3F","Code 3","9","(30271993, 97758005)"
"16020827","2016","Mar","6","Fire","TRASH - Trash Fire","B4","AFD","00-1104","3F","Code 3","5","(30260873, 97758521)"
"16016975","2016","Feb","23","Fire","ELEC - Electrical Fire","B3","AFD","00-0804","3F","Code 3","7","(30352882, 97724005)"
"16017028","2016","Feb","24","Fire","TRASH - Trash Fire","B5","AFD","00-2401","3F","Code 3","2","(30191283, 97731155)"
"16020892","2016","Mar","6","Fire","ELEC - Electrical Fire","B1","AFD","00-0102","3F","Code 1","9","(30274303, 97746714)"
"16017057","2016","Feb","24","Fire","ELEC - Electrical Fire","B3","AFD","00-4001","3F","Code 3","7","(30393945, 97655899)"
"16017084","2016","Feb","24","Fire","ELEC - Electrical Fire","B2","AFD","00-3102","3F","Code 3","10","(30391816, 97802693)"
"16017110","2016","Feb","24","Fire","AUTO - Auto Fire","B4","AFD","00-3604","2F","Code 3","2","(30167197, 97790934)"
"16020919","2016","Mar","6","Fire","BBQ - Unsafe Cooking","B3","AFD","00-1801","4F","Code 1","1","(30321614, 97679167)"
"16017233","2016","Feb","24","Fire","AUTO - Auto Fire","B1","AFD","00-0401","2F","Code 3","9","(30276589, 97769184)"
"16017238","2016","Feb","24","Fire","TRASH - Trash Fire","B3","AFD","00-1805","3F","Code 3","1","(30324392, 97689466)"
"16020943","2016","Mar","6","Fire","TRASH - Trash Fire","B3","AFD","00-2606","3F","Code 3","1","(30302555, 97659733)"
"16020948","2016","Mar","6","Fire","AUTO - Auto Fire","B3","AFD","00-0807","2F","Code 3","7","(30389073, 97743949)"
"16020952","2016","Mar","6","Fire","TRASH - Trash Fire","B3","AFD","00-2607","3F","Code 3","1","(30304028, 97660981)"
"16020962","2016","Mar","6","Fire","TRASH - Trash Fire","B1","AFD","00-0201","3F","Code 1","9","(30282588, 97740912)"
"16020967","2016","Mar","6","Fire","AUTO - Auto Fire","B4","AFD","00-3611","2F","Code 3","2","(30177144, 97778939)"
"16017306","2016","Feb","24","Fire","TRASH - Trash Fire","B1","AFD","00-0401","3F","Code 3","10","(30277136, 97769865)"
"16017345","2016","Feb","25","Fire","DUMP - Dumpster Fire","B4","AFD","00-1707","3F","Code 3","3","(30219201, 97755821)"
"16021030","2016","Mar","7","Fire","TRASH - Trash Fire","B4","AFD","00-3607","3F","Code 3","2","(30181124, 97777294)"
"16021118","2016","Mar","7","Fire","TRASH - Trash Fire","B3","AFD","00-3005","3F","Code 3","4","(30368781, 97693785)"
"16021167","2016","Mar","7","Fire","ELEC - Electrical Fire","B4","AFD","00-1709","3F","Code 3","3","(30212268, 97770617)"
"16017425","2016","Feb","25","Fire","ELEC - Electrical Fire","B2","AFD","00-3304","3F","Code 3","10","(30393334, 97749833)"
"16017434","2016","Feb","25","Fire","GRASS - Small Grass Fire","B1","AFD","00-0301","3F","Code 3","9","(30291729, 97745925)"
"16017445","2016","Feb","25","Fire","TRASH - Trash Fire","B5","AFD","00-0503","3F","Code 3","9","(30289198, 97698333)"
"16017538","2016","Feb","25","Fire","TRASH - Trash Fire","B3","AFD","00-3004","3F","Code 3","1","(30382991, 97670498)"
"16017546","2016","Feb","25","Fire","TRASH - Trash Fire","B4","AFD","00-1703","3F","Code 3","5","(30219689, 97786103)"
"16017602","2016","Feb","25","Fire","ELEC - Electrical Fire","B2","AFD","00-1601","3F","Code 3","7","(30342742, 97734612)"
"16017632","2016","Feb","25","Fire","TRASH - Trash Fire","B3","AFD","00-4001","3F","Code 3","17","(30403591, 97638453)"
"16017637","2016","Feb","25","Fire","ELEC - Electrical Fire","B3","AFD","00-3004","3F","Code 3","1","(30382862, 97671563)"
"16021307","2016","Mar","7","Fire","ELEC - Electrical Fire","B5","AFD","00-2202","3F","Code 3","3","(30238785, 97726066)"
"16017664","2016","Feb","25","Fire","AUTO - Auto Fire","B3","AFD","00-0806","2F","Code 3","7","(30380935, 97724638)"
"16017676","2016","Feb","26","Fire","DUMP - Dumpster Fire","B1","AFD","00-0101","3F","Code 3","9","(30267068, 97739335)"
"16017717","2016","Feb","26","Fire","ELEC - Electrical Fire","B2","AFD","00-3810","3F","Code 3","6","(30459531, 97767792)"
"16021313","2016","Mar","7","Fire","TRASH - Trash Fire","B1","AFD","00-0303","3F","Code 3","9","(30290869, 97726767)"
"16017740","2016","Feb","26","Fire","AUTO - Auto Fire","B2","AFD","00-3102","2F","Code 3","10","(30369572, 97802041)"
"16017801","2016","Feb","26","Fire","ELEC - Electrical Fire","B5","AFD","00-0504","3F","Code 3","1","(30286741, 97671501)"
"16017828","2016","Feb","26","Fire","DUMP - Dumpster Fire","B2","AFD","00-3901","3F","Code 3","6","(30419489, 97845993)"
"16017839","2016","Feb","26","Fire","GRASS - Small Grass Fire","B3","AFD","00-4002","3F","Code 3","1","(30375324, 97630764)"
"16017855","2016","Feb","26","Fire","GRASS - Small Grass Fire","B3","AFD","00-4002","3F","Left Blank","1","(30384694, 97644888)"
"16021623","2016","Mar","8","Fire","ELEC - Electrical Fire","B4","AFD","00-3611","3F","Code 3","2","(30171528, 97782699)"
"16017881","2016","Feb","26","Fire","ELEC - Electrical Fire","B2","AFD","00-3401","3F","Code 3","6","(30458538, 97792392)"
"16021669","2016","Mar","9","Fire","ELEC - Electrical Fire","B5","AFD","00-0702","3F","Code 3","3","(30264254, 97710847)"
"16021696","2016","Mar","9","Fire","GRASS - Small Grass Fire","B4","AFD","00-2001","3F","Code 3","5","(30204161, 97806683)"
"16021707","2016","Mar","9","Fire","ELEC - Electrical Fire","B5","AFD","00-2202","3F","Code 3","9","(30240454, 97732694)"
"16021719","2016","Mar","9","Fire","ELEC - Electrical Fire","B4","AFD","00-3602","3F","Code 3","5","(30133109, 97784819)"
"16017977","2016","Feb","26","Fire","GRASS - Small Grass Fire","B1","AFD","00-0102","3F","Code 3","9","(30264998, 97746586)"
"16018162","2016","Feb","27","Fire","ELEC - Electrical Fire","B1","AFD","00-1204","3F","Code 3","7","(30323473, 97727916)"
"16018189","2016","Feb","27","Fire","TRASH - Trash Fire","B4","AFD","00-1712","3F","Code 3","5","(30234283, 97808442)"
"16018202","2016","Feb","27","Fire","TRASH - Trash Fire","B5","AFD","00-3502","3F","Code 3","3","(30223168, 97734656)"
"16018204","2016","Feb","27","Fire","TRASH - Trash Fire","B1","AFD","00-0903","3F","Code 3","7","(30324179, 97727466)"
"16018283","2016","Feb","27","Fire","BBQ - Unsafe Cooking","B3","AFD","00-1802","4F","Code 1","1","(30307523, 97673227)"
"16018303","2016","Feb","27","Fire","TRASH - Trash Fire","B5","AFD","00-0603","3F","Code 3","9","(30244465, 97757678)"
"16018312","2016","Feb","27","Fire","TRASH - Trash Fire","B4","AFD","00-3209","3F","Left Blank",,"(30280765, 97833794)"
"16018317","2016","Feb","27","Fire","GRASS - Small Grass Fire","B2","AFD","00-3403","3F","Code 3","6","(30471766, 97803406)"
"16018343","2016","Feb","27","Fire","TRASH - Trash Fire","B3","AFD","00-4001","3F","Code 3","1","(30390033, 97646857)"
"16018376","2016","Feb","27","Fire","BBQ - Unsafe Cooking","B3","AFD","00-4001","4F","Code 1","7","(30414882, 97667084)"
"16018392","2016","Feb","28","Fire","TRASH - Trash Fire","B4","AFD","00-2901","3F","Code 3","8","(30205522, 97838471)"
"16018519","2016","Feb","28","Fire","TRASH - Trash Fire","B3","AFD","00-3005","3F","Code 3","4","(30365224, 97688939)"
"16018554","2016","Feb","28","Fire","AUTO - Auto Fire","B3","AFD","00-3004","2F","Code 3","1","(30389403, 97668312)"
"16018565","2016","Feb","28","Fire","TRASH - Trash Fire","B4","AFD","00-3601","3F","Code 1","2","(30178961, 97789684)"
"16018597","2016","Feb","28","Fire","TRASH - Trash Fire","B1","AFD","00-0301","3F","Code 3","9","(30287584, 97740457)"
"16018626","2016","Feb","28","Fire","TRASH - Trash Fire","B1","AFD","00-0101","3F","Left Blank","19","(30268695, 97733968)"
"16018701","2016","Feb","29","Fire","AUTO - Auto Fire","B4","AFD","00-1710","2F","Code 3","3","(30198688, 97764488)"
"16018742","2016","Feb","29","Fire","AUTO - Auto Fire","B4","AFD","00-2903","2F","Code 3","5","(30189127, 97832151)"
"16018846","2016","Feb","29","Fire","AUTO - Auto Fire","B4","AFD","00-1705","2F","Code 3","5","(30230226, 97787784)"
"16018908","2016","Feb","29","Fire","AUTO - Auto Fire","B4","AFD","00-1701","2F","Code 3","3","(30222995, 97764964)"
"16018922","2016","Feb","29","Fire","AUTO - Auto Fire","B4","AFD","00-3603","2F","Left Blank","5","(30111372, 97808301)"
"16018972","2016","Feb","29","Fire","AUTO - Auto Fire","B3","AFD","00-0803","2F","Code 3","4","(30358565, 97705037)"
"16019013","2016","Mar","1","Fire","TRASH - Trash Fire","B3","AFD","00-1403","3F","Code 3","9","(30289456, 97708787)"
"16019118","2016","Mar","1","Fire","GRASS - Small Grass Fire","B3","AFD","00-4001","3F","Code 3","17","(30403591, 97638453)"
"16019184","2016","Mar","1","Fire","GRASS - Small Grass Fire","B4","AFD","00-3604","3F","Left Blank","5","(30160294, 97789771)"
"16019193","2016","Mar","1","Fire","GRASS - Small Grass Fire","B4","AFD","00-3604","3F","Code 3","5","(30162572, 97795484)"
"16019201","2016","Mar","1","Fire","GRASS - Small Grass Fire","B4","AFD","00-3204","3F","Left Blank","8","(30243301, 97809912)"
"16019255","2016","Mar","1","Fire","GRASS - Small Grass Fire","B2","AFD","00-3908","3F","Code 3","10","(30391092, 97842525)"
"16019274","2016","Mar","1","Fire","ELEC - Electrical Fire","B4","AFD","00-1101","3F","Code 3","5","(30246837, 97779537)"
"16019331","2016","Mar","2","Fire","GRASS - Small Grass Fire","B1","AFD","00-1001","3F","Code 3","10","(30294957, 97781219)"
"16019370","2016","Mar","2","Fire","GRASS - Small Grass Fire","B1","AFD","00-1001","3F","Code 3","10","(30286431, 97763784)"
"16019385","2016","Mar","2","Fire","GRASS - Small Grass Fire","B1","AFD","00-0402","3F","Code 3","910","(30288096, 97762183)"
"16022253","2016","Mar","10","Fire","BBQ - Unsafe Cooking","B2","AFD","00-2101","4F","Code 1","10","(30360475, 97748868)"
"16022277","2016","Mar","10","Fire","ELEC - Electrical Fire","B4","AFD","00-2701","3F","Code 3","8","(30223057, 97862479)"
"16019569","2016","Mar","2","Fire","TRASH - Trash Fire","B3","AFD","00-2301","3F","Code 3","1","(30371343, 97674901)"
