"citation_number","offensedate","offensetime","location","race_known","reason_for_stop_tcole_form","sex","race","search_yn","search_based_on","search_found"
"13980180","2018-05-02T00:00:00.000","22:37","900 BLOCK WEST 9TH STREET","false",,"M","W","false",,
"13980181","2018-05-19T00:00:00.000","08:31","610 BLOCK NORTH COMMONS FORD ROAD","false",,"F","W","false",,
"13980182","2018-05-19T00:00:00.000","20:30","614 NORTH COMMONS FORD ROAD","false",,"M","W","false",,
"13980183","2018-05-19T00:00:00.000","20:30","614 NORTH COMMONS FORD ROAD","false",,"F","W","false",,
"13980184","2018-05-31T00:00:00.000","19:45","614 NORTH COMMONS FORD ROAD","false",,"M","W","false",,
"13980185","2018-05-31T00:00:00.000","07:45","614 NORTH COMMONS FORD ROAD","false",,"M","W","false",,
"13980475","2018-02-25T00:00:00.000","19:00","8414 NORTH LAMAR BOULEVARD","false",,"M","B","false",,
"13985565","2017-05-14T00:00:00.000","18:38","1905 GASTON PLACE DRIVE","false",,"F","W","false",,
"13985744","2017-06-12T00:00:00.000","18:00","9100 BLOCK METRIC BOULEVARD","false",,"M","H","false",,
"13990873","2018-01-27T00:00:00.000","21:12","700 BLCOK WEST STASSNEY LANE","false",,"M","H","true","PROBABLE CAUSE","OTHER"
"13990899","2017-02-02T00:00:00.000","16:00","9700 BLOCK NORTH LAMAR BOULEVARD","false",,"M","B","false",,
"14003840","2019-10-27T00:00:00.000","09:41","539 EAST OLTORF STREET","false",,"F","W","false",,
"14003841","2019-10-24T00:00:00.000","03:15","3603 SOUTHRIDGE DRIVE","false",,"F","ME","false",,
"14006354","2017-09-29T00:00:00.000","18:23","100 North Ih 35","false",,"M","W","false",,
"14006355","2017-10-01T00:00:00.000","02:15","300 East 6th Street","false",,"F","H","false",,
"14006562","2017-10-18T00:00:00.000","09:00","2900 BLOCK BRANDT ROAD","false",,"M","W","false",,
"14022122","2017-01-05T00:00:00.000","19:30","2508 EAST RIVERSIDE DRIVE","false",,,"H","true","ARREST OF PERSON IN VEHICLE","NOTHING"
"14022123","2017-01-09T00:00:00.000","18:50","2508 EAST RIVERSIDE DRIVE","true",,"F","W","true","PROBABLE CAUSE","OTHER"
"14022124","2017-01-09T00:00:00.000","22:05","2508 EAST RIVERSIDE","true",,"M","W","true","PROBABLE CAUSE","OTHER"
"14022125","2017-01-15T00:00:00.000","14:15","2508 EAST RIVERSIDE DRIVE","false",,"M","W","true","ARREST OF PERSON IN VEHICLE","OTHER"
"14022774","2017-09-22T00:00:00.000","11:25","600 BLOCK NORTH IH 35 AND 800 BLOCK EAST 6TH STREET","false",,"M","H","false",,
"14030293","2017-04-19T00:00:00.000","12:48","12900 BLOCK THEME VALLEY DRIVE","true",,"M","H","true","FRISK FOR SAFETY","NOTHING"
"14030492","2017-02-09T00:00:00.000","14:10","700 ROBERT E LEE","false",,"M","W","false",,
"14030493","2017-03-30T00:00:00.000","13:35","2010 HOMEDALE DRIVE","false",,"F","W","false",,
"14030494","2017-03-30T00:00:00.000","14:12","2000 BLOCK WILLIAM BARTON DRIVE","false",,"M","W","false",,
"14030495","2017-03-30T00:00:00.000","14:42","1500 BLOCK SPYGLASS DRIVE","false",,"F","W","false",,
"14031458","2018-09-27T00:00:00.000","13:10","2701 EAST RIVERSIDE DRIVE","false",,"M","W","true","PROBABLE CAUSE","NOTHING"
"14031459","2018-09-29T00:00:00.000","19:29","2508 BLOCK EAST RIVERSIDE DRIVE","false",,"F","H","false",,
"14031463","2018-10-21T00:00:00.000","16:00","2508 EAST RIVERSIDE DRIVE","false",,"M","ME","true","PROBABLE CAUSE","NOTHING"
"14031464","2018-10-22T00:00:00.000","13:30","2508 EAST RIVERSIDE DRIVE","false",,"M","W","true","PROBABLE CAUSE","NOTHING"
"14031465","2018-10-22T00:00:00.000","14:00","2500 BLOCK EAST RIVERSIDE DRIVE","false",,"F","H","true","PROBABLE CAUSE","NOTHING"
"14031466","2018-08-13T00:00:00.000","14:45","2508 EAST RIVERSIDE DRIVE","false",,"F","H","true","PROBABLE CAUSE","NOTHING"
"14031467","2018-08-13T00:00:00.000","00:00","2508  BLOCK EAST RIVERSIDE DRIVE","false",,"F","H","false",,
"14031468","2018-08-14T00:00:00.000","07:47","2508 EAST RIVERSIDE DRIVE HEB","false",,"F","H","false",,
"14031469","2018-08-14T00:00:00.000","20:18","2508 BLOCK EAST RIVERSIDE DRIVE","false",,"M","W","false",,
"14031470","2018-08-21T00:00:00.000","14:42","2508 EAST RIVERSIDE DRIVE","true",,"M","W","true","FRISK FOR SAFETY","NOTHING"
"14031472","2018-11-12T00:00:00.000","19:25","2508 BLOCK EAST RIVERSIDE DRIVE","true",,"F","B","false",,
"14031473","2018-11-13T00:00:00.000","19:30","2508 EAST RIVERSIDE DRIVE","false",,"M","H","false",,
"14031474","2018-11-20T00:00:00.000","19:09","2500 BLOCK EAST RIVERSIDE DRIVE","false",,"F","B","false",,
"80269052","2017-09-08T00:00:00.000","00:00",,"false",,"F","W","false",,
"14031475","2018-11-25T00:00:00.000","13:25","2508 EAST RIVERSIDE DRIVE","true",,"M","W","true","FRISK FOR SAFETY","NOTHING"
"14035831","2017-08-05T00:00:00.000","09:25","100 BLOCK SOUTH CONGRESS AVENUE","false",,"M","W","false",,
"14043243","2017-01-04T00:00:00.000","12:14","9400 BLOCK MOUNTAIN QUAIL ROAD","false",,"M","H","true","FRISK FOR SAFETY","NOTHING"
"14044476","2018-07-31T00:00:00.000","15:00","5621 BLOCK NORTH IH 35","false",,"F","W","false",,
"14057504","2017-02-12T00:00:00.000","15:45","3600 BLOCK PRESIDENTIAL","false",,"M","W","false",,
"14057505","2018-05-15T00:00:00.000","19:56","3600 BLOCK PRESIDENTIAL BOULEVARD","false",,"M","A","false",,
"14057753","2018-02-17T00:00:00.000","17:31","600 BLOCK RED RIVER","false",,"F","W","false",,
"14061051","2018-11-15T00:00:00.000","07:05","8001 BLOCK SOUTH I H 35 SERVICE ROAD","false",,"M","W","false",,
"14061663","2017-03-16T00:00:00.000","23:00","900 BLOCK CONGRESS AVENUE","false",,"M","W","false",,
"14061876","2019-12-09T00:00:00.000","21:53","6110 EAST RIVERSIDE DRIVE","false",,"M","W","false",,
"14065288","2018-01-22T00:00:00.000","02:40","6th Street At Trinity Street","false",,"M","W","true","ARREST OF PERSON IN VEHICLE","OTHER"
"14065289","2018-04-02T00:00:00.000","10:30","600 BLOCK RED RIVER","true",,"M","B","true","PROBABLE CAUSE","OTHER"
"14065290","2018-04-02T00:00:00.000","11:00","1600 BLOCK EAST 9TH STREET","true",,"M","B","true","PROBABLE CAUSE","OTHER"
"14065633","2018-02-27T00:00:00.000","22:45","900 WEST RIVERSIDE DRIVE AND AUDIORIUM SHORES","true",,"M","B","false",,
"14068991","2018-06-29T00:00:00.000","23:37","500 BLOCK EAST ST JOHNS","true",,"M","W","true","PROBABLE CAUSE","DRUGS"
"14069519","2017-06-12T00:00:00.000","15:00","100 BLOCK CHALMERS AVENUE","false",,"M","W","false",,
"14070792","2018-07-25T00:00:00.000","14:45","2508 EAST RIVERSIDE DRIVE","true",,"M","W","false",,
"14070793","2018-07-25T00:00:00.000","15:15","2508 BLOCK EAST RIVERSIDE DRIVE","true",,"M","H","true","PROBABLE CAUSE","OTHER"
"14076156","2018-11-20T00:00:00.000","12:28","CAMERON ROAD AND ST JOHNS AVENUE","false",,"M","B","false",,
"14076157","2018-11-20T00:00:00.000","13:29","900 BLOCK CLAYTON LANE","false",,"M","B","true","PROBABLE CAUSE","OTHER"
"14076159","2018-12-10T00:00:00.000","13:51","600 BLOCK EAST ST. JOHNS AVENUE","false",,"F","W","false",,
"14076160","2018-12-10T00:00:00.000","00:00","ST. JOHNS AND NORTH IH 35","false",,"F","W","false",,
"14076161","2018-12-10T00:00:00.000","13:51","600 BLOCK EAST ST. JOHNS","false",,"M","B","false",,
"14076162","2018-12-10T00:00:00.000","13:51","600 BLOCK EAST ST. JOHNS AVENUE","false",,"M","B","false",,
"14076163","2018-12-11T00:00:00.000","00:00","6900 BLOCK MANOR ROAD","false",,"F","H","true","PROBABLE CAUSE","DRUGS"
"14076167","2017-10-31T00:00:00.000","00:00","1100 BLOCK CLAYTON LANE","false",,"M","B","true","PROBABLE CAUSE","DRUGS"
"14076168","2017-11-16T00:00:00.000","12:50","409 WEST CRESTLAND DRIVE","false",,"M","W","true","PROBABLE CAUSE","NOTHING"
"14076480","2017-03-31T00:00:00.000","22:00","8800 BLOCK NORTH IH 35","false",,,,"true","PROBABLE CAUSE","ALCOHOL"
"14076635","2017-04-10T00:00:00.000","18:10","3600 BLOCK PRESIDENTIAL BLVD","false",,"M","W","false",,
"14077160","2017-04-02T00:00:00.000","06:00","3600 BLOCK PRESIDENTIAL BLVD","false",,"M","W","false",,
"14077164","2018-09-12T00:00:00.000","06:28","3600 BLOCK PRESIDENTAL BOUVLARD","false",,"M","B","true","CONTRABAND/EVIDENCE IN PLAIN VIEW","OTHER"
"14077241","2017-02-26T00:00:00.000","02:20","11500 BLOCK ROCK ROSE","false",,"M","W","false",,
"14081382","2017-04-06T00:00:00.000","17:01","600 NORTH PLEASANT VALLEY","false",,"M","W","false",,
"14082605","2017-08-31T00:00:00.000","15:45","7025 VILLAGE CIRCLE DRIVE","true",,"M","W","false",,
"14084942","2017-03-10T00:00:00.000","12:02","10107 RESEARCH BOULEVARD","false",,"F","H","true","FRISK FOR SAFETY","NOTHING"
"14084944","2017-03-27T00:00:00.000","11:15","ROGGIE AND MANOR","false",,"M","B","false",,
"14087554","2017-06-16T00:00:00.000","14:30","STASSNEY LANE AT AND SOUTH IH 35 SERVICE ROAD","false",,"M","W","false",,
"14088975","2017-09-22T00:00:00.000","11:17","600 Block North Ih35","false",,"M","B","false",,
"14089033","2017-05-06T00:00:00.000","00:20","3600 BLOCK PRESIDENTIAL BOUVALRD AND 63135","false",,"M","W","false",,
"14089666","2018-02-16T00:00:00.000","17:32","7200 BLOCK BENNETT","false",,"M","B","true","PROBABLE CAUSE","OTHER"
"14089667","2018-02-28T00:00:00.000","14:37","NORTH LAMAR BOULEVARD AT AND NORTH LOOP DRIVE","false",,"M","W","true","PROBABLE CAUSE","DRUGS"
"14089669","2018-05-08T00:00:00.000","14:00","800 BLOCK CAMINO LA COSTA","false",,"F","W","true","PROBABLE CAUSE","NOTHING"
"14089670","2018-05-14T00:00:00.000","10:30","MANOR ROAD","false",,"M","B","true","PROBABLE CAUSE","DRUGS"
"14090182","2019-02-04T00:00:00.000","11:55","13201 NORTH FM 620","false",,"M","W","false",,
"14090467","2017-01-04T00:00:00.000","13:00","9408 MOUNTAIN QUAIL BOULEVARD","false",,"F","H","true","FRISK FOR SAFETY","NOTHING"
"14090469","2017-01-10T00:00:00.000","14:31","8610 NORTH LAMAR BOULEVARD","false",,"M","B","true","PROBABLE CAUSE","DRUGS"
"14090473","2017-12-01T00:00:00.000","17:00","710 EAST BEN WHITE BOULEVARD","false",,"M","W","false",,
"14090612","2017-06-21T00:00:00.000","01:21","12017 AMHERST DRIVE","false",,"M","A","true","PROBABLE CAUSE","OTHER"
"14091140","2017-01-02T00:00:00.000","22:50","3600 BLOCK PRESIDENTIAL","false",,"M","B","false",,
"14091142","2017-03-19T00:00:00.000","18:20","3600 BLOCK PRESIDENTIAL BLVD","false",,"M","B","false",,
"14091143","2017-06-04T00:00:00.000","15:40","3600 BLOCK PRESIDENTIAL","false",,"M","W","false",,
"14091529","2017-09-23T00:00:00.000","14:00","3600 BLOCK PRESIDENTIAL BOULEVARD","false",,"M","W","true","PROBABLE CAUSE","NOTHING"
"14091531","2018-05-05T00:00:00.000","16:30","3600 BLOCK PRESIDENTIAL BOULEVARD","false",,"M","W","false",,
"14092656","2017-02-01T00:00:00.000","18:15","6710 ARROYO SECO","false",,"M","W","false",,
"14092657","2018-04-17T00:00:00.000","02:44","1000 EAST 41ST STREET","false",,"M","W","true","PROBABLE CAUSE","ALCOHOL"
"14093740","2018-08-01T00:00:00.000","14:44","525 BLOCK NORTH LAMAR BOUVLARD","false",,"F","W","false",,
"14096320","2017-08-19T00:00:00.000","16:09","EAST 8TH STREET AT AND CONGRESS AVENUE E ALLEY","false",,"M","B","false",,
"14097517","2017-10-07T00:00:00.000","14:15","1700 BLOCK BARTON SPRINGS","false",,"M","W","false",,
"14099181","2017-02-21T00:00:00.000","08:50","SAN JACINTO AND 4TH STREET","false",,"M","W","false",,
"14100661","2017-03-08T00:00:00.000","16:30","12900 BLOCK NORTH IH 35 SERVICE ROAD","false",,"M","W","false",,
"14100662","2017-03-31T00:00:00.000","17:30","12900 NORTH IH 35 SERVICE ROAD","false",,"F","H","false",,
"14100665","2018-10-22T00:00:00.000","15:30","12900 BLOCK NORTH IH 35 SERVICE ROAD","false",,"M","B","true","PROBABLE CAUSE","OTHER"
"14101256","2017-05-07T00:00:00.000","21:00","400 BLOCK EAST 6TH STREET","false",,"M","H","false",,
"14101260","2017-03-04T00:00:00.000","09:15","300 BLOCK SOUTH CONGRESS AVENUE","true",,,"W","false",,
"14105405","2017-11-13T00:00:00.000","00:40","9906 RESEARCH BOULEVARD","false",,"F","W","true","PROBABLE CAUSE","DRUGS"
"14106390","2017-03-22T00:00:00.000","19:17","1801 WEST PARMER LANE","false",,"M","B","true","PROBABLE CAUSE","OTHER"
"14106952","2017-01-30T00:00:00.000","00:00","710 ROBERT E LEE","false",,"M","W","false",,
"14106953","2017-02-01T00:00:00.000","18:04","6710 ARROYO SECO","true",,"F","W","false",,
"14106954","2017-02-07T00:00:00.000","16:34","2005 LOU NEFF ROAD","true",,"M","W","false",,
"14108419","2017-01-29T00:00:00.000","13:00","2508 EAST RIVERSIDE DRIVE","false",,"F",,"false",,
"14108420","2017-01-29T00:00:00.000","16:00","2508 EAST RIVERSIDE DRIVE","false",,"M","W","false",,
"14108421","2017-01-29T00:00:00.000","17:10","2508 EAST RIVERSIDE DRIVE","false",,"F","H","false",,
"14108422","2017-07-09T00:00:00.000","17:30","2508 E RIVERSIDE DRIVE","false",,"M","H","true","PROBABLE CAUSE","OTHER"
"14108423","2017-08-17T00:00:00.000","13:30","2508 EAST RIVERSIDE DRIVE","false",,"F","W","false",,
"14108424","2018-01-07T00:00:00.000","15:01","2508 EAST RIVERSIDE DRIVE","false",,"F","H","false",,
"14108425","2018-02-19T00:00:00.000","11:40","2508 E. RIVERSIDE","false",,"F","B","false",,
"14108597","2017-04-03T00:00:00.000","16:51","800 BLOCK WEST RUNDBERG LANE","true",,"M","H","false",,
"14108598","2017-08-08T00:00:00.000","18:35","5700 BLOCK MANOR ROAD","true",,"M","B","false",,
"14109091","2017-07-08T00:00:00.000","16:40","710 EAST BEN WHITE BOULEVARD","false",,"M","H","false",,
"14109464","2017-02-01T00:00:00.000","19:30","EAST 2ND STREET AND COMAL STREET","false",,"M","W","false",,
"14112183","2017-04-08T00:00:00.000","21:51","SOUTH LAMAR AND BARTON SKYWAY","false",,"M","H","true","PROBABLE CAUSE","DRUGS"
"14112267","2017-04-11T00:00:00.000","08:41","4509 EAST SAINT. ELMO ROAD","false",,"M","H","false",,
"14114895","2017-08-01T00:00:00.000","09:50","1438 CORONADO HILLS DRIVE","true",,"M","B","true","PROBABLE CAUSE","OTHER"
"14116361","2017-03-30T00:00:00.000","13:28","2010 HOMEDALE DRIVE","false",,"F","W","false",,
"14116362","2017-03-30T00:00:00.000","19:53","700 ROBERT E LEE","false",,"M","W","false",,
"14116363","2017-04-04T00:00:00.000","18:26","2642 BARTON HILLS","false",,"M","W","false",,
"14116364","2017-04-04T00:00:00.000","18:44","2642 BARTON HILLS","false",,,"W","false",,
"14116365","2017-04-05T00:00:00.000","16:35","2010 HOMEDALE DRIVE","false",,"M","W","false",,
"14119356","2017-03-27T00:00:00.000","11:30","5700 BLOCK MANOR ROAD","false",,"M","B","false",,
"14119357","2017-03-27T00:00:00.000","11:30","5700 BLOCK MANOR ROAD","true",,"M","B","false",,
"14125151","2017-03-26T00:00:00.000","00:30","East 6th Street And San Jacinto Boulevar","false",,"F","W","false",,
"14126196","2018-01-01T00:00:00.000","12:14","525 NORTH LAMAR BOULEVARD","false",,"F","W","true","ARREST OF PERSON IN VEHICLE","NOTHING"
"14126953","2017-07-24T00:00:00.000","10:49","2200 BLOCK BURTON DRIVE","false",,"M","H","true","PROBABLE CAUSE","DRUGS"
"14128053","2018-09-14T00:00:00.000","20:20","300 BLOCK COLORADO STREET","false",,"M","B","false",,
"14129634","2017-07-27T00:00:00.000","10:30","700 BLOCK ROBERT E LEE","false",,"F","W","false",,
"14129635","2017-07-29T00:00:00.000","22:30","700 BLOCK ROBERT E. LEE","false",,"M","B","false",,
"14129685","2017-08-31T00:00:00.000","17:33","2700 BLOCK EAST 7TH STREET","false",,"M","H","true","PROBABLE CAUSE","NOTHING"
"14131040","2017-01-27T00:00:00.000","23:24","600 BLOCK RIVER STREET","false",,"M","W","false",,
"14131042","2017-02-03T00:00:00.000","22:12","1601 NASH HERNANDEZ SR ROAD","false",,"M","H","true","PROBABLE CAUSE","NOTHING"
"14131401","2017-01-02T00:00:00.000","17:51","5006 HEFLIN LANE","false",,"M","B","true","FRISK FOR SAFETY","WEAPONS"
"14131466","2017-02-05T00:00:00.000","14:30","3427 PARKER LANE","false",,"F","W","false",,
"14131554","2017-01-27T00:00:00.000","11:30","600 RIVER STREET","true",,"F","B","false",,
"14131842","2017-04-25T00:00:00.000","21:03","600 BLOCK EAST WONSLEY DRIVE","false",,"F","W","true","PROBABLE CAUSE","DRUGS"
"14132102","2017-05-29T00:00:00.000","14:15","500 BLOCK CANYON RIDGE DRIVE","false",,"F","B","false",,
"14132356","2018-06-10T00:00:00.000","16:20","LADY BIRD LAKE ZONE 400","false",,"M","H","false",,
"14132357","2018-06-10T00:00:00.000","18:05","LADY BIRD LAKE ZONE 400","false",,"M",,"false",,
"14132358","2018-06-10T00:00:00.000","18:05","LADY BIRD LAKE ZONE 400","false",,"M","H","false",,
