"department_name","measure_id","measure_name","frequency","fiscal_year","actual_value","amended_value","long_term_goal","data_as_of_date","frequency_of_goal","supports_goal_value","supports_goal","dashboard_indicator_value","dashboard_indicator","legend"
"Fire","7532","Number of free smoke alarms installed","Annual","2015","2489","2200",,"2015-09-30T00:00:00.000","Annual","1","Yes","0","No",
"Fire","7532","Number of free smoke alarms installed","Annual","2011","183",,,"2011-09-30T00:00:00.000","Annual","0","No","0","No",
"Fire","7532","Number of free smoke alarms installed","Annual","2012","362","150",,"2012-09-30T00:00:00.000","Annual","0","No","0","No",
"Fire","7532","Number of free smoke alarms installed","Annual","2013","1511","1095",,"2013-09-30T00:00:00.000","Annual","0","No","0","No",
"Fire","7532","Number of free smoke alarms installed","Annual","2014","2294","2000",,"2014-09-30T00:00:00.000","Annual","0","No","0","No",
