"department_name","measure_id","measure_name","frequency","fiscal_year","actual_value","amended_value","long_term_goal","data_as_of_date","frequency_of_goal","supports_goal_value","supports_goal","dashboard_indicator_value","dashboard_indicator","legend"
"Police","2816","Violent crime rate per 1,000 population","Annual","2011","4.3","5.2",,"2011-09-30T00:00:00.000","Annual","1","Yes","1","Yes",
"Police","2816","Violent crime rate per 1,000 population","Annual","2012","4.09","4.95",,"2012-09-30T00:00:00.000","Annual","1","Yes","1","Yes",
"Police","2816","Violent crime rate per 1,000 population","Annual","2013","3.63","4.45",,"2013-09-30T00:00:00.000","Annual","1","Yes","1","Yes",
"Police","2816","Violent crime rate per 1,000 population","Annual","2014","3.96","4.71",,"2014-09-30T00:00:00.000","Annual","1","Yes","1","Yes",
"Police","2816","Violent crime rate per 1,000 population","Annual","2015","4.05","5.01",,"2015-09-30T00:00:00.000","Annual","1","Yes","1","Yes",
