"start_date","end_date","fiscal_year","cost","miles"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"36092","19382"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1037891","2112748"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"849471","739949"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1139403","660432"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"0","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"9214","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1220","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"8632115","1561044"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"183831","421000"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"189131","221062"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1085687","368383"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"4736","861"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"256982","567558"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"9091","15209"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"2753","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1408","1053"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"7593","1"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"525953","820260"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"582191","470659"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1070280","560182"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"21458","168"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"4479","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"389432","531550"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"481103","469385"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1221082","408925"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"2612","109"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"160","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1450","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"398","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"160692","428548"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"340309","264585"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"60354","74206"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1163","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"44947","63982"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"25913","83463"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"357","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"20479","60213"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"26219","29919"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"423193","1184340"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1104","2241"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"210","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"46822","62021"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1778","344"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"3376","3354"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"20069","81095"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"95647","292257"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"17710","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"13698","6142"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"257871","525660"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"486839","505541"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1984745","675808"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"27401","3035"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1899","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1044","5"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"146736","303804"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"198192","249309"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"809578","328960"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"7379","1176"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"2494","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"32185","84052"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"3280","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"4393","12211"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"3368","16340"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"1571","3041"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"2028","6482"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"4242","2"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"108160","197431"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"55138","97121"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"815","6600"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"2341","11"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"173","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"220001","432331"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"108473","115747"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"26339","12221"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"68694","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"119401","356741"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"208687","261790"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"21859","8852"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"3939","21"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"20264","17533"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"2294","3344"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"2116","20"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"2802","3374"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"5202","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"4145120","880063"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"317508","930715"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"181769","258853"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"72099","7338"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"488","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"33890","59208"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"34648","54141"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"6941","3395"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"62501","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"2753","2011"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"2011","4050"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"28189","0"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"7476","35866"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"107","621"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"578190","1069203"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"514829","540075"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"234827","84696"
"2017-10-01T00:00:00.000","2018-10-01T00:00:00.000",,"3443","0"
