"department_name","measure_id","measure_name","frequency","fiscal_year","actual_value","amended_value","long_term_goal","data_as_of_date","frequency_of_goal","supports_goal_value","supports_goal","dashboard_indicator_value","dashboard_indicator","legend"
"Planning and Zoning","2711","Number of neighborhood plan rezonings scheduled on Planning Commission agenda","Annual","2011","2","4",,"2011-09-30T00:00:00.000","Annual","0","No","0","No",
"Planning and Zoning","2711","Number of neighborhood plan rezonings scheduled on Planning Commission agenda","Annual","2012","2","2",,"2012-09-30T00:00:00.000","Annual","0","No","0","No",
"Planning and Zoning","2711","Number of neighborhood plan rezonings scheduled on Planning Commission agenda","Annual","2013","0","0",,"2013-09-30T00:00:00.000","Annual","0","No","0","No",
"Planning and Zoning","2711","Number of neighborhood plan rezonings scheduled on Planning Commission agenda","Annual","2014","3","3",,"2014-09-30T00:00:00.000","Annual","0","No","0","No",
"Planning and Zoning","2711","Number of neighborhood plan rezonings scheduled on Planning Commission agenda","Annual","2015","0","0",,"2015-09-30T00:00:00.000","Annual","0","No","0","No",
