"unique_id","project_name","project_image","project_description","status","address","city","state","zip","country","latitude","longitude","mapping","council_district","planting_priority","project_category_mapping","project_category","project_subcategory","tree_inches_planted","trees_cared_for","people_taught","people_inspired","metrics_source","project_year","applicant","recipient","recipient_type","funding_channel","funding_source","amount_spent","project_hyperlink","resource_documents","created_by","created_date","modified_by","modified_date"
"1","Wildfire Communication Study","https://dl.dropboxusercontent.com/s/z0capr3xtkakupz/Think%20Trees.png?raw=0","Education project to communicate wildfire issues associated with living in the Wildland-Urban Interface.","Complete",,"Austin","TX",,"United States","30.247883","-97.535259","Not Mapped","(no district defined)","(not mapped)","Informing (Not Mapped)","Informing","Education",,,,,,"2017","Texas State University","Texas State University","Schools","Urban Forest Grant","Urban Forest Replenishment Fund","20110.00","http://www.commstudies.txstate.edu/people/faculty/fox.html",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"2","TreeFolks Education Program","https://dl.dropboxusercontent.com/s/z0capr3xtkakupz/Think%20Trees.png?raw=0","Education program for proper tree planting and care techniques, community engagement, citizen science, and volunteer coordination.","Complete",,"Austin","TX",,"United States","30.302857","-97.533665","Not Mapped","(no district defined)","(not mapped)","Informing (Not Mapped)","Informing","Education",,,,,,"2016","TreeFolks","TreeFolks","Non-Profit","Urban Forest Grant","Urban Forest Replenishment Fund","50000.00","https://www.treefolks.org/",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"3","Project Learning Tree - Exploring the Urban Forest","https://dl.dropboxusercontent.com/s/w7df6u1oxdtw0ky/project%20learning%20tree.jpg?raw=0","Hands-on workshop teaching students how to think about complex environmental issues using the Project Learning Tree curriculum.","Complete","805 N Capital of Texas Hwy","Austin","TX","78746","United States","30.310216","-97.823522","Mapped","10","Lowest","Informing","Informing","Education",,,,,,"2017","Rosewood Arboriculture","Rosewood Arboriculture","Business","Urban Forest Grant","Urban Forest Replenishment Fund","4368.00","https://www.facebook.com/events/1624698884214464",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"4","Boardwalk Benches","https://dl.dropboxusercontent.com/s/4zr6jtx3r39h3lc/boardwalk%20benches.jpg?raw=0","Installation of wood benches on the Ann and Roy Butler Hike-and-Bike Trail at Lady Bird Lake.","Complete","1820 S Lakeshore Blvd","Austin","TX","78741","United States","30.248937","-97.733438","Mapped","3","Moderate","Inspiring","Inspiring","Art",,,,,,"2017","The Trail Foundation","The Trail Foundation","Non-Profit","Urban Forest Grant","Urban Forest Replenishment Fund","58000.00","https://thetrailfoundation.org/portfolio/boardwalk-benches/",,"haltera","2018-06-26T11:04:00.000","haltera","2020-07-02T00:00:00.000"
"5","Urban Forest Stewards","https://dl.dropboxusercontent.com/s/pb8r151e4ws5f9o/urban%20forest%20stewards.png?raw=0","Annual educational series teaching residents how to care and advocate for Austin's urban forest.","Complete",,"Austin","TX",,"United States","30.27537","-97.534462","Not Mapped","(no district defined)","(not mapped)","Informing (Not Mapped)","Informing","Education",,,,,,"2017","City of Austin Development Services","TreeFolks","Non-Profit","Contract","Urban Forest Replenishment Fund","43954.00","https://www.treefolks.org/ufs/",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"6","Urban Forest Stewards","https://dl.dropboxusercontent.com/s/pb8r151e4ws5f9o/urban%20forest%20stewards.png?raw=0","Annual educational series teaching residents how to care and advocate for Austin's urban forest.","Complete",,"Austin","TX",,"United States","30.206652","-97.536453","Not Mapped","(no district defined)","(not mapped)","Informing (Not Mapped)","Informing","Education",,,,,,"2018","City of Austin Development Services","TreeFolks","Non-Profit","Contract","Urban Forest Replenishment Fund","43954.00","https://www.treefolks.org/ufs/",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"7","Stickworks","https://dl.dropboxusercontent.com/s/rqprmehszzr28od/stickworks.jpg?raw=0","Artist, Patrick Dougherty and volunteers, installed Roosevelt Weed and Ligustrum art project called Yippee Ki Yay--an Art in Public Places project.","Complete","1100 Kingsbury St","Austin","TX","78703","United States","30.287033","-97.754218","Mapped","9","Lowest","Inspiring","Inspiring","Art",,,,,,"2017","Pease Park Conservancy","Pease Park Conservancy","Non-Profit","Urban Forest Grant","Urban Forest Replenishment Fund","15000.00","https://peasepark.org/yippee-ki-yay",,"haltera","2018-04-11T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"8","Oak Wilt Tree Injection","https://dl.dropboxusercontent.com/s/09iwd5i177udioz/oak%20wilt.jpg?raw=0","Oak wilt tree injections at Arpdale St.","Complete","2209 Arpdale St","Austin","TX","78704","United States","30.249676","-97.780396","Mapped","5","Lowest","Caring","Caring","Disease + Pest Control",,,,,,"2017","City of Austin Public Works","City of Austin Public Works","Government","Urban Forest Portal","Urban Forest Replenishment Fund","358.20","http://www.austintexas.gov/page/oak-wilt-suppression",,"haltera","2018-06-29T14:15:00.000","haltera","2020-07-02T00:00:00.000"
"9","Oak Wilt Tree Injection","https://dl.dropboxusercontent.com/s/09iwd5i177udioz/oak%20wilt.jpg?raw=0","Oak wilt tree injections at Greenland Ln.","Complete","Greenland Ln","Austin","TX","78745","United States","30.20048","-97.814584","Mapped","5","Low","Caring","Caring","Disease + Pest Control",,,,,,"2015","City of Austin Development Services","City of Austin Development Services","Government","Urban Forest Grant","Urban Forest Replenishment Fund","3000.00","http://www.austintexas.gov/page/oak-wilt-suppression",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"10","Ball Moss Removal at Shipe Park","https://dl.dropboxusercontent.com/s/0amn97yfkxtuw78/IMG_4922_agol.jpg?raw=0","Ball moss removed from live oaks surrounding the park playscape.","Complete","4400 Avenue G","Austin","TX","78751","United States","30.307697","-97.727271","Mapped","9","Lowest","Caring","Caring","Tree Care",,,,,,"2017","Friends of Shipe Park","Friends of Shipe Park","Community","Urban Forest Grant","Urban Forest Replenishment Fund","5500.00","https://shipepark.org/2017/07/04/ball-moss-removed-from-heritage-oaks/",,"haltera","2018-08-17T12:22:00.000","haltera","2020-07-02T00:00:00.000"
"11","Tree Pruning at Lady Bird Lake","https://dl.dropboxusercontent.com/s/ofxl9m216ceedez/TFF%20Pruning%20Shade%20Trees%20Between%20Lamar%20Bridges.jpg?raw=0","Tree pruning between Pfluger Pedestrian Bridge and Union Pacific RR bridge.","Complete","900 W Riverside Dr","Austin","TX","78704","United States","30.264334","-97.75583","Mapped","5","Lowest","Caring","Caring","Tree Care",,,,,,"2017","The Trail Foundation","The Trail Foundation","Non-Profit","Urban Forest Grant","Urban Forest Replenishment Fund","2800.00","https://thetrailfoundation.org/",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"12","Circle Acres Urban Forest Restoration and Enhancement","https://dl.dropboxusercontent.com/s/crwpfahrxrg94ma/circle%20acres%20restoration.jpg?raw=0","Formerly a landfill an brownfield site, Circle Acres underwent reforestation and enhancement of nearly 10 acres in the Montopolis neighborhood of southeast Austin.","Complete","Grove Blvd","Austin","TX","78741","United States","30.241046","-97.700217","Mapped","3","High","Caring","Caring","Tree Care",,,,,,"2017","Ecology Action of Texas","Ecology Action of Texas","Non-Profit","Urban Forest Grant","Urban Forest Replenishment Fund","10740.00","https://www.ecology-action.org/circleacres/",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"13","Buzz Mill Cottonwood Christmas on Ann and Roy Butler Trail","https://dl.dropboxusercontent.com/s/qakblw7eqtdj6mg/buzz%20mill%20cottonwood%20christmas%20watering%20agol.jpg?raw=0","Planted cottonwood trees and pollinators along the Ann and Roy Butler Trail.","Complete","1820 S Lakeshore Blvd","Austin","TX","78741","United States","30.245638","-97.726182","Mapped","3","Moderate","Growing","Growing","Tree Planting",,,,,,"2017","Buzz Mill","Buzz Mill","Business","Urban Forest Grant","Urban Forest Replenishment Fund","2500.00","https://www.facebook.com/events/353865011753689/",,"haltera","2018-06-26T11:04:00.000","haltera","2020-07-02T00:00:00.000"
"14","Austin Community Tree Program","https://dl.dropboxusercontent.com/s/mm5agcyka8yisop/act%202017.jpg?raw=0","Annual neighborhood tree planting through the City of Austin's Austin Community Tree Program. This year's plantings occurred in Highland neighborhood.","Complete","401 W St Johns Ave","Austin","TX","78752","United States","30.336627","-97.711929","Mapped","4","High","Growing","Growing","Tree Planting",,,,,,"2017","City of Austin Housing and Planning","City of Austin Housing and Planning","Government","Urban Forest Portal","Urban Forest Replenishment Fund","13685.00","http://www.austintexas.gov/department/community-trees",,"haltera","2018-08-17T12:22:00.000","haltera","2020-07-02T00:00:00.000"
"15","Ready, Set, Plant!","https://dl.dropboxusercontent.com/s/cjsr6r7yj13gih0/ready%20set%20plant%202017.jpg?raw=0","Purchasing for annual riparian zone sapling plantings.","Complete",,"Austin","TX",,"United States","30.399063","-97.530871","Not Mapped","(no district defined)","Individually Mapped","Growing (Not Mapped)","Growing","Tree Planting","447",,,,,"2016","City of Austin Watershed Protection","TreeFolks","Non-Profit","Urban Forest Portal","Urban Forest Replenishment Fund","43384.00","https://www.treefolks.org/2017/09/ready-set-plant/",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"16","Austin Shelter for Women and Children","https://dl.dropboxusercontent.com/s/dg4olrwc5qit59s/austin%20shelter%20for%20women%20and%20children.jpg?raw=0","Tree planting in playground at new Salvation Army shelter.","Complete","4613 Tannehill Ln","Austin","TX","78721","United States","30.284114","-97.670964","Mapped","1","Highest","Growing","Growing","Tree Planting",,,,,,"2017","City of Austin Planning and Zoning","Austin Shelter for Women and Children","Community","Urban Forest Portal","Urban Forest Replenishment Fund","3912.00","http://salvationarmyaustin.org/groundbreaking-ceremony-photos-2017/",,"haltera","2018-08-17T12:22:00.000","haltera","2020-07-02T00:00:00.000"
"17","Urban Forest Specialist at AISD","https://dl.dropboxusercontent.com/s/3ziyuyh9t9ft6ig/aisd%20forestry%20specialist.png?raw=0","Part-time employee hired to assist AISD with an urban tree inventory project.","Complete",,"Austin","TX",,"United States","30.137934","-97.538441","Not Mapped","(no district defined)","(not mapped)","Caring (Not Mapped)","Caring","Mapping",,,,,,"2017","Austin Independent School District","Austin Independent School District","Schools","Urban Forest Grant","Urban Forest Replenishment Fund","26200.00","https://www.austintexas.gov/sites/default/files/files/Development_Services/forestry/UFGP_Guidelines_-_School_Plantings.pdf",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"18","Oak Wilt Tree Injection","https://dl.dropboxusercontent.com/s/09iwd5i177udioz/oak%20wilt.jpg?raw=0","Oak wilt tree injections at Savin Hill Ln.","Complete","Savin Hill Ln","Austin","TX","78739","United States","30.18231","-97.890105","Mapped","8","Lowest","Caring","Caring","Disease + Pest Control",,,,,,"2016","City of Austin Development Services","City of Austin Development Services","Government","Urban Forest Portal","Urban Forest Replenishment Fund","865.65","http://www.austintexas.gov/page/oak-wilt-suppression",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"19","Bailey Middle School Tree Planting","https://dl.dropboxusercontent.com/s/7ezl87a2k1qapla/bailey%20middle%20school%20soil%20amendments.JPG?raw=0","Students planted 8 trees to provide shade near Bailey Middle School bus stop.","Complete","4020 Lost Oasis Hollow","Austin","TX","78739","United States","30.163355","-97.87145","Mapped","(no district defined)","Lowest","Growing","Growing","Tree Planting",,,,,,"2015","Bailey Middle School PTA","Bailey Middle School PTA","Schools","Urban Forest Grant","Urban Forest Replenishment Fund","782.00","http://www.austintexas.gov/blog/not-your-typical-farm-bailey-middle-school",,"haltera","2018-08-17T12:22:00.000","haltera","2020-07-02T00:00:00.000"
"20","Pease Park Live Oak Structural Pruning","https://dl.dropboxusercontent.com/s/z0capr3xtkakupz/Think%20Trees.png?raw=0","Structural pruning of 13 live oaks planted circa 1990.","Complete","1100 Kingsbury St","Austin","TX","78703","United States","30.293702","-97.747711","Mapped","9","High","Caring","Caring","Tree Care",,,,,,"2015","Pease Park Conservancy","Pease Park Conservancy","Non-Profit","Urban Forest Grant","Urban Forest Replenishment Fund","1970.00","https://peasepark.org/",,"haltera","2018-04-11T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"21","Burnet Tree Watering and Maintenance","https://dl.dropboxusercontent.com/s/yvil5gwgcbq3si6/burnet%20rd%20tree%20planting%20and%20maintenance.jpg?raw=0","Summer irrigation for 86 shade trees planted in the right-of-way on Burnet Rd between 2222 and US-183.","Complete","6472 Burnet Rd","Austin","TX","78756","United States","30.335239","-97.739982","Mapped","7","Low","Caring","Caring","Tree Care",,,,,,"2015","Sustainable Neighborhoods of North Central Austin","Sustainable Neighborhoods of North Central Austin","Community","Urban Forest Grant","Urban Forest Replenishment Fund","1500.00","http://www.snaustin.org/projects/trees",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"22","Oak Wilt Tree Injection","https://dl.dropboxusercontent.com/s/09iwd5i177udioz/oak%20wilt.jpg?raw=0","Oak wilt tree injections at Arpdale St.","Complete","Arpdale St","Austin","TX","78704","United States","30.249653","-97.780413","Mapped","5","Lowest","Caring","Caring","Disease + Pest Control",,,,,,"2015","City of Austin Development Services","City of Austin Development Services","Government","Urban Forest Grant","Urban Forest Replenishment Fund","526.30","http://www.austintexas.gov/page/oak-wilt-suppression",,"haltera","2018-06-26T11:04:00.000","haltera","2020-07-02T00:00:00.000"
"23","Govalle Roots","https://dl.dropboxusercontent.com/s/k65koae0bthyqr8/govalle%20roots.jpg?raw=0","A series of community gatherings and guided discussions about the stories, people, and places featured in ""The Trees of Govalle"" production.","Complete","600 River St","Austin","TX","78701","United States","30.259951","-97.69034","Mapped","3","Highest","Inspiring","Inspiring","Art",,,,,,"2015","Forklift Danceworks","Forklift Danceworks","Non-Profit","Urban Forest Grant","Urban Forest Replenishment Fund","2500.00","http://forkliftdanceworks.blogspot.com/2015/10/govalle-roots.html",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"24","Oak Wilt Tree Injection","https://dl.dropboxusercontent.com/s/09iwd5i177udioz/oak%20wilt.jpg?raw=0","Oak wilt tree injections at Pecos St.","Complete","Pecos St","Austin","TX","78703","United States","30.303948","-97.770129","Mapped","10","Lowest","Caring","Caring","Disease + Pest Control",,,,,,"2015","City of Austin Development Services","City of Austin Development Services","Government","Urban Forest Grant","Urban Forest Replenishment Fund","353.60","http://www.austintexas.gov/page/oak-wilt-suppression",,"haltera","2018-06-29T14:15:00.000","haltera","2020-07-02T00:00:00.000"
"25","Bailey Middle School Soil Amendments","https://dl.dropboxusercontent.com/s/ipx0yzbqap9xz1h/bailey%20middle%20school%20planting.JPG?raw=0","Amended soil with compost and mulch beneath 20 trees at Bailey Middle School campus.","Complete","4020 Lost Oasis Hollow","Austin","TX","78739","United States","30.163242","-97.871516","Mapped","(no district defined)","Lowest","Caring","Caring","Tree Care",,,,,,"2016","Bailey Middle School PTA","Bailey Middle School PTA","Schools","Urban Forest Grant","Urban Forest Replenishment Fund","880.00","http://www.austintexas.gov/blog/not-your-typical-farm-bailey-middle-school",,"haltera","2018-08-17T12:22:00.000","haltera","2020-07-02T00:00:00.000"
"26","Pease Park Bald Cypress Planting","https://dl.dropboxusercontent.com/s/z0capr3xtkakupz/Think%20Trees.png?raw=0","Planted bald cypress trees at Shoal Creek Grennbelt for creek bank stabilization and flood mitigation.","Complete","1100 Kingsbury St","Austin","TX","78703","United States","30.29801","-97.749768","Mapped","9","High","Growing","Growing","Tree Planting",,,,,,"2016","Pease Park Conservancy","Pease Park Conservancy","Non-Profit","Urban Forest Grant","Urban Forest Replenishment Fund","3000.00","https://peasepark.org/news/conservancy-awarded-urban-forestry-grants",,"haltera","2018-04-11T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"27","Open Tree Map Community Engagement Initiative","https://dl.dropboxusercontent.com/s/pbii99lbrcjdwy1/open%20tree%20map.png?raw=0","Engaged the community through a tech-based tree mapping system.","Complete",,"Austin","TX",,"United States","30.179165","-97.537249","Not Mapped","(no district defined)","(not mapped)","Caring (Not Mapped)","Caring","Mapping",,,,,,"2016","TreeFolks","TreeFolks","Non-Profit","Urban Forest Grant","Urban Forest Replenishment Fund","10000.00","https://www.opentreemap.org/treefolksaustin/map/",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"28","Pease Park Invasive Removals","https://dl.dropboxusercontent.com/s/z0capr3xtkakupz/Think%20Trees.png?raw=0","Invasive species removal: arundo, bamboo, etc.","Complete","1101 Kingsbury St","Austin","TX","78703","United States","30.292517","-97.750095","Mapped","9","Lowest","Caring","Caring","Invasive Species Control",,,,,,"2016","Pease Park Conservancy","Pease Park Conservancy","Non-Profit","Urban Forest Grant","Urban Forest Replenishment Fund","50490.00","https://peasepark.org/",,"haltera","2018-04-11T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"29","Pease Park Tree Care","https://dl.dropboxusercontent.com/s/z0capr3xtkakupz/Think%20Trees.png?raw=0","Structural pruning of trees in Shoal Creek Greenbelt between Gaston Ave and W 31st trailhead.","Complete","1102 Kingsbury St","Austin","TX","78703","United States","30.295515","-97.749151","Mapped","9","Lowest","Caring","Caring","Tree Care",,,,,,"2016","Pease Park Conservancy","Pease Park Conservancy","Non-Profit","Urban Forest Grant","Urban Forest Replenishment Fund","17485.00","https://peasepark.org/",,"haltera","2018-04-11T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"30","Austin Community Tree Program","https://dl.dropboxusercontent.com/s/z0capr3xtkakupz/Think%20Trees.png?raw=0","Annual neighborhood tree planting through the City of Austin's Austin Community Tree Program. This year's plantings occurred in Heritage Hills and Windsor Hills neighborhoods.","Complete","8301 Furness Dr","Austin","TX","78753","United States","30.364943","-97.676755","Mapped","1","Highest","Growing","Growing","Tree Planting",,,,,,"2015","City of Austin Housing and Planning","City of Austin Housing and Planning","Government","Urban Forest Portal","Urban Forest Replenishment Fund","2744.00","http://www.austintexas.gov/department/community-trees",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"31","Urban Forest Communication","https://dl.dropboxusercontent.com/s/8gwlmf0rqx0k0nw/urban%20forest%20communication%20engagement%20education.png?raw=0","Community engagement efforts supporting Imagine Austin and Austin's Urban Forest Plan visions.","Complete",,"Austin","TX",,"United States","30.344088","-97.532468","Not Mapped","(no district defined)","(not mapped)","Inspiring (Not Mapped)","Inspiring","Engagement",,,,,,"2016","City of Austin Development Services","City of Austin Development Services","Government","Urban Forest Portal","Urban Forest Replenishment Fund","4977.00","http://www.austintexas.gov/department/community-tree-preservation",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"32","Bryker Woods Elementary Tree Planting","https://dl.dropboxusercontent.com/s/vvyamv8yrcpelu8/bryker%20woods%20planting.png?raw=0","Students planted 26 trees for stormwater runoff mitigation and erosion control at Shoal Creek.","Complete","3309 Kerbey Ln","Austin","TX","78703","United States","30.305186","-97.751074","Mapped","10","Lowest","Growing","Growing","Tree Planting",,,,,,"2016","Bryker Woods Elementary PTA","Bryker Woods Elementary PTA","Schools","Urban Forest Grant","Urban Forest Replenishment Fund","3785.00","https://austintexas.gov/blog/tree-planting-bryker-woods-elementary",,"haltera","2018-08-17T12:22:00.000","haltera","2020-07-02T00:00:00.000"
"33","Arborist Intern at Lady Bird Johnson Wildflower Center","https://dl.dropboxusercontent.com/s/3l8z80qizlo27xy/wildflower%20center%20arborist%20internship.jpg?raw=0","Funded an arborist intern to increase the level and amount of tree care performed at the Lady Bird Johnson Wildflower Center.","Complete","4801 La Crosse Ave","Austin","TX","78739","United States","30.185551","-97.874293","Mapped","8","Lowest","Caring","Caring","Tree Care",,,,,,"2016","UT Lady Bird Wildflower Center","UT Lady Bird Wildflower Center","Schools","Urban Forest Grant","Urban Forest Replenishment Fund","11886.40","https://www.wildflower.org/",,"haltera","2018-06-26T11:04:00.000","haltera","2020-07-02T00:00:00.000"
"34","Butler Trail Tree Care","https://dl.dropboxusercontent.com/s/uzn44ht60dbejld/butler%20trail%20tree%20care.jpg?raw=0","Tree care on Ann & Roy Butler Trail at multiple locations both north and south of Lady Bird Lake.","Complete","1820 S Lakeshore Blvd","Austin","TX","78741","United States","30.248984","-97.728699","Mapped","3","High","Caring","Caring","Tree Care",,,,,,"2016","The Trail Foundation","The Trail Foundation","Non-Profit","Urban Forest Grant","Urban Forest Replenishment Fund","55000.00","https://thetrailfoundation.org/",,"haltera","2018-06-26T11:04:00.000","haltera","2020-07-02T00:00:00.000"
"35","Oak Wilt Tree Injection","https://dl.dropboxusercontent.com/s/09iwd5i177udioz/oak%20wilt.jpg?raw=0","Oak wilt tree injections at Indianhead Dr.","Complete","Indianhead Dr","Austin","TX","78753","United States","30.385446","-97.678223","Mapped","7","Moderate","Caring","Caring","Disease + Pest Control",,,,,,"2016","City of Austin Development Services","City of Austin Development Services","Government","Urban Forest Portal","Urban Forest Replenishment Fund","957.31","http://www.austintexas.gov/page/oak-wilt-suppression",,"haltera","2018-04-11T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"36","Oak Wilt Tree Injection","https://dl.dropboxusercontent.com/s/09iwd5i177udioz/oak%20wilt.jpg?raw=0","Oak wilt tree injections at Braided Rope Dr.","Complete","Braided Rope Dr","Austin","TX","78727","United States","30.41469","-97.683","Mapped","7","Moderate","Caring","Caring","Disease + Pest Control",,,,,,"2016","City of Austin Development Services","City of Austin Development Services","Government","Urban Forest Portal","Urban Forest Replenishment Fund","176.80","http://www.austintexas.gov/page/oak-wilt-suppression",,"haltera","2018-05-14T12:46:00.000","haltera","2020-07-02T00:00:00.000"
