"offense_case_type","offense_date","charges_description","offense_street_name","offense_cross_street","case_closed","agency","officer_code","race","defendant_gender"
"CO","2020-10-21T00:00:00.000","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","6th Street And","San Jacinto","false","APD","7284","Hispanic","Male"
"CM","2020-10-22T00:00:00.000","Possession of Drug Paraphernalia","200 Block West Cesar Chavez Street",,"false","APD","7451","White","Female"
"CM","2020-10-22T00:00:00.000","Possession of Drug Paraphernalia","200 Block West Cesar Chavez Street",,"false","APD","6136","Hispanic","Male"
"CM","2020-10-22T00:00:00.000","Possession of Drug Paraphernalia","500 Block Brazos Street",,"false","APD","6136","White","Male"
"CM","2020-10-22T00:00:00.000","MINOR CONSUMING ALCOHOL","600 Block Trinity Street",,"false","APD","8140","Black","Male"
"CM","2020-10-23T00:00:00.000","PUBLIC INTOXICATION","400 Block East 6th Street",,"false","APD","7870","White","Male"
"CM","2020-10-23T00:00:00.000","FAILURE TO IDENTIFY - REFUSE","East 5th Street","Neches Street","false","APD","7837","White","Male"
"CM","2020-10-24T00:00:00.000","SIMPLE ASSAULT BY CONTACT","400 Block East 7th Street",,"false","APD","8140","White","Male"
"CM","2020-10-24T00:00:00.000","DISORDERLY CONDUCT - FIGHTING","411 East 6th Street",,"false","APD","8221","Hispanic","Male"
"CM","2020-10-24T00:00:00.000","PUBLIC INTOXICATION","East 7th Street And","Congress Avenue","false","APD","7615","White","Male"
"CM","2020-10-24T00:00:00.000","PUBLIC INTOXICATION","West 10th Street And","North Lamar Boulevard","false","APD","8103","White","Male"
"CM","2020-10-24T00:00:00.000","PUBLIC INTOXICATION","719 West 6th Street",,"false","APD","8674","White","Male"
"CM","2020-10-25T00:00:00.000","MINOR IN POSSESSION OF ALCOHOL","402 East 6th Street",,"false","APD","8674","White","Male"
"CM","2020-10-25T00:00:00.000","MINOR IN POSSESSION OF ALCOHOL","402 East 6th Street",,"false","APD","8674","White","Female"
"CM","2020-10-25T00:00:00.000","DISORDERLY CONDUCT - FIGHTING","East 6th Street","Trinity Street","false","APD","6781","Hispanic","Female"
"CM","2020-10-25T00:00:00.000","DISORDERLY CONDUCT - FIGHTING","400 Block East 6th Street",,"false","APD","8674","Black","Male"
"CM","2020-10-25T00:00:00.000","PUBLIC INTOXICATION","East 6th Street And","Neches Street","false","APD","8017","Hispanic","Male"
"CM","2020-10-25T00:00:00.000","PUBLIC INTOXICATION","East 6th Street And","Neches Street","false","APD","8067","White","Female"
"CO","2020-10-25T00:00:00.000","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","6th Street And","Brazos Street","false","APD","7284","Black","Male"
"CM","2020-10-25T00:00:00.000","DISORDERLY CONDUCT-INDECENT EXPOSURE #","6th Street And","Brazos Street","false","APD","7284","Black","Male"
"CM","2020-10-26T00:00:00.000","PUBLIC INTOXICATION","501 East 8th Street",,"false","APD","8139","White","Male"
"CO","2020-10-26T00:00:00.000","HUMAN WASTE","600 Block Red River Street",,"false","APD","6145","White","Female"
"CM","2020-10-26T00:00:00.000","GAMING - CARDS; DICE; OR BALLS","500  E 6TH ST",,"true",,"8140","Black","Male"
"CM","2020-10-27T00:00:00.000","PUBLIC INTOXICATION","606 Trinity Street",,"false","APD","7837","Hispanic","Female"
"CM","2020-10-27T00:00:00.000","Possession of Drug Paraphernalia","600 Block Sabine Street",,"false","APD","3968","Black","Male"
"CM","2020-10-27T00:00:00.000","Possession of Drug Paraphernalia","200 Block East 7th Street",,"false","APD","3968","Black","Male"
"CM","2020-10-27T00:00:00.000","Possession of Drug Paraphernalia","200 Block East 6th Street",,"false","APD","3968","Asian","Female"
"CM","2020-10-30T00:00:00.000","SIMPLE ASSAULT BY CONTACT","401 East 6th Street",,"false","APD","8674","Hispanic","Female"
"CM","2020-10-30T00:00:00.000","PUBLIC INTOXICATION","East 6th Street And","Neches Street","false","APD","8242","Black","Male"
"CM","2020-10-31T00:00:00.000","SIMPLE ASSAULT BY CONTACT","600 Block San Jacinto",,"false","APD","8235","White","Female"
"CM","2020-10-31T00:00:00.000","DISORDERLY CONDUCT - FIGHTING","200 Block East 6th Street",,"false","APD","7796","Black","Male"
"CM","2020-10-31T00:00:00.000","Possession of Drug Paraphernalia","6th Street And Brazos",,"false","APD","4556","White","Male"
"CM","2020-11-01T00:00:00.000","SIMPLE ASSAULT BY CONTACT","East 6th Street","Trinity Street","false","APD","7245","White","Female"
"CM","2020-11-01T00:00:00.000","DISORDERLY CONDUCT - FIGHTING","400 Block East 6th Street",,"true","APD","8140","Hispanic","Female"
"CM","2020-11-01T00:00:00.000","PUBLIC INTOXICATION","400 Block East 6th Street",,"false","APD","8769","Black","Male"
"CM","2020-11-01T00:00:00.000","PUBLIC INTOXICATION","400 Block East 6th Street",,"false","APD","8105","Black","Male"
"CM","2020-11-01T00:00:00.000","PUBLIC INTOXICATION","418 East 6th Street",,"false","APD","8139","Black","Male"
"CM","2020-11-01T00:00:00.000","DISORDERLY CONDUCT - FIGHTING","500 Block East 6th Street",,"false","APD","7884","Black","Female"
"CM","2020-11-01T00:00:00.000","DISORDERLY CONDUCT - FIGHTING","400 Block East 6th Street",,"false","APD","7804","White","Male"
"CM","2020-11-02T00:00:00.000","PUBLIC INTOXICATION","242 West 2nd Street",,"false","APD","7870","White","Male"
"TR","2020-11-02T00:00:00.000","PEDESTRIAN WALKING AGAINST LIGHT","6th Street","San Jacinto Boulevard","false","APD","8140","Black","Male"
"CM","2020-11-03T00:00:00.000","Possession of Drug Paraphernalia","600 Block Brazos Street",,"false","APD","7433","Hispanic","Male"
"CM","2020-11-04T00:00:00.000","Possession of Drug Paraphernalia","500 Block East 6th Street",,"false","APD","5187","Black","Male"
"CM","2020-11-04T00:00:00.000","PUBLIC INTOXICATION","West 4th Street And","Guadalupe Street","false","APD","6781","White","Male"
"CO","2020-11-05T00:00:00.000","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","500 Block Congress Avenue",,"false","APD","7284","White","Male"
"CO","2020-11-05T00:00:00.000","HUMAN WASTE","500 Block East 6th Street",,"false","APD","5193","No Data","No Data"
"CM","2020-11-06T00:00:00.000","PUBLIC INTOXICATION","1213 Sabine Street",,"false","APD","8940","White","Male"
"CM","2020-11-08T00:00:00.000","PUBLIC INTOXICATION","302 East 6th Street",,"false","APD","8242","Hispanic","Male"
"CM","2020-11-08T00:00:00.000","PUBLIC INTOXICATION","East 7th Street And","Congress Avenue","false","APD","7872","Black","Male"
"CM","2020-11-08T00:00:00.000","Possession of Drug Paraphernalia","East 7th Street And","Congress Avenue","false","APD","7872","Black","Male"
"CM","2020-11-08T00:00:00.000","FAILURE TO IDENTIFY - REFUSE","601 North Ih 35 Service Road",,"false","APD","8554","Black","Male"
"CM","2020-11-08T00:00:00.000","PUBLIC INTOXICATION","601 North Ih 35 Service Road",,"false","APD","8554","Black","Male"
"CM","2020-11-08T00:00:00.000","SIMPLE ASSAULT BY CONTACT","419 East 6th Street",,"false","APD","7804","Hispanic","Female"
"CM","2020-11-09T00:00:00.000","PUBLIC INTOXICATION","700 Block West 6th Street",,"false","APD","7787","Hispanic","Male"
"CM","2020-11-09T00:00:00.000","Possession of Drug Paraphernalia","600 Block Sabine Street",,"false","APD","5193","Black","Female"
"CM","2020-11-11T00:00:00.000","PUBLIC INTOXICATION","805 Neches Street",,"false","APD","7786","White","Male"
"CM","2020-11-13T00:00:00.000","PUBLIC INTOXICATION","300 Block East 7th Street",,"false","APD","7887","Hispanic","Male"
"CO","2020-11-13T00:00:00.000","CONSUMING ALCOHOL IN A PUBLIC STREET","700 Block Red River Street",,"false","APD","3968","Hispanic","Male"
"CM","2020-11-13T00:00:00.000","Possession of Drug Paraphernalia","300 Block East 6th Street",,"false","APD","3968","White","Male"
"CM","2020-11-14T00:00:00.000","DISORDERLY CONDUCT - FIGHTING","710 Trinity Street",,"false","APD","7945","Hispanic","Female"
"CM","2020-11-14T00:00:00.000","PUBLIC INTOXICATION","2800 Block Guadalupe Street",,"false","APD","7052","White","Male"
"CM","2020-11-14T00:00:00.000","PUBLIC INTOXICATION","2313 Rio Grande Street",,"false","APD","8416","White","Male"
"CM","2020-11-15T00:00:00.000","DISORDERLY CONDUCT - FIGHTING","401  E 6TH ST",,"false",,"8789","Black","Female"
"CM","2020-11-15T00:00:00.000","PUBLIC INTOXICATION","Neches Street And","East 6th Street","false","APD","8750","White","Male"
"CM","2020-11-16T00:00:00.000","Possession of Drug Paraphernalia","500 Block Lamar Boulevard",,"false","APD","7087","White","Male"
"CM","2020-11-16T00:00:00.000","MISDEMEANOR THEFT C - LESS THAN $100","East 6th Street","Trinity Street","false","APD","7245","White","Male"
"CO","2020-11-17T00:00:00.000","SMOKING ORD - WITH IN 15 FT OF PUB ENTRANCE","600 Block Congress Avenue",,"false","APD","7796","Black","Male"
"CO","2020-11-17T00:00:00.000","LITTERING","600 Block Congress Avenue",,"false","APD","7796","Black","Male"
"CM","2020-11-17T00:00:00.000","MISDEMEANOR THEFT C - LESS THAN $100","823 Congress Avenue",,"false","APD","7849","White","Female"
"CM","2020-11-20T00:00:00.000","SIMPLE ASSAULT BY CONTACT","500 Block Red River Street",,"false","APD","7245","White","Female"
"CM","2020-11-21T00:00:00.000","PUBLIC INTOXICATION","1010 Trinity Street",,"false","APD","5656","Hispanic","Male"
"CM","2020-11-21T00:00:00.000","Possession of Drug Paraphernalia","500 Block Brazos Street",,"false","APD","7451","Black","Male"
"CM","2020-11-21T00:00:00.000","Possession of Drug Paraphernalia","6th Street And Brazos Street",,"false","APD","6136","White","Male"
"CM","2020-11-22T00:00:00.000","PUBLIC INTOXICATION","720 West 6th Street",,"false","APD","8105","Black","Male"
"CM","2020-11-22T00:00:00.000","PUBLIC INTOXICATION","600 Block West 6th Street",,"false","APD","8139","Black","Male"
"CM","2020-11-22T00:00:00.000","PUBLIC INTOXICATION","200 Block Congress Avenue",,"false","APD","7699","White","Female"
"CM","2020-11-22T00:00:00.000","SIMPLE ASSAULT BY CONTACT","310 Colorado Street",,"false","APD","8740","White","Male"
"CM","2020-11-22T00:00:00.000","PUBLIC INTOXICATION","310 Colorado Street",,"false","APD","8740","White","Male"
"CM","2020-11-22T00:00:00.000","SIMPLE ASSAULT BY CONTACT","310 Colorado Street",,"false","APD","8740","White","Male"
"CM","2020-11-22T00:00:00.000","SIMPLE ASSAULT BY CONTACT","310 Colorado Street",,"false","APD","8740","White","Male"
"CM","2020-11-22T00:00:00.000","Possession of Drug Paraphernalia","100 Block East 6th Street",,"false","APD","7433","Hispanic","Male"
"CM","2020-11-24T00:00:00.000","PUBLIC INTOXICATION","Trinity Street And","East 8th Street","false","APD","8140","Hispanic","Female"
"CM","2020-11-24T00:00:00.000","MISDEMEANOR THEFT C - LESS THAN $100","823 Congress Avenue",,"false","APD","7765","White","Male"
"CM","2020-11-25T00:00:00.000","Possession of Drug Paraphernalia","708 East 6th Street",,"false","APD","7796","Black","Male"
"CM","2020-11-27T00:00:00.000","PUBLIC INTOXICATION","Red River Street And","East 3rd Street","false","APD","7945","White","Male"
"CM","2020-11-28T00:00:00.000","DRIVING UNDER INFLUENCE OF ALCOHOL BY MINOR","West 21st Street And","San Antonio Street","false","APD","9252","White","Male"
"CM","2020-11-29T00:00:00.000","PUBLIC INTOXICATION","607 Trinity Street",,"false","APD","8140","Black","Male"
"CM","2020-11-29T00:00:00.000","DISORDERLY CONDUCT - FIGHTING","607 Trinity Street",,"false","APD","4560","Black","Female"
"CO","2020-11-30T00:00:00.000","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","400 Block East 6th Street",,"false","APD","7804","White","Female"
"CM","2020-11-30T00:00:00.000","FAILURE TO IDENTIFY - REFUSE","East 7th Street And","Red River Street","false","APD","7245","Black","Male"
"CO","2020-11-30T00:00:00.000","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East 7th Street And","Red River Street","false","APD","7245","Black","Male"
"CM","2020-12-02T00:00:00.000","Possession of Drug Paraphernalia","500 Block Brazos Street",,"false","APD","3968","White","Male"
"TR","2020-12-02T00:00:00.000","PEDESTRIAN CROSSING MIDBLOCK","600 Block Red River Street",,"false","APD","3968","Hispanic","Male"
"CO","2020-12-03T00:00:00.000","Camping in Public Area","200 East 6th Street",,"false","APD","7796","White","Male"
"CM","2020-12-05T00:00:00.000","PUBLIC INTOXICATION","500 Block Trinity Street",,"false","APD","8674","Black","Female"
"CM","2020-12-05T00:00:00.000","PUBLIC INTOXICATION","500 Block Trinity Street",,"false","APD","8674","Black","Male"
"CM","2020-12-05T00:00:00.000","PUBLIC INTOXICATION","500 Block Trinity Street",,"false","APD","8674","Black","Female"
"CM","2020-12-05T00:00:00.000","PUBLIC INTOXICATION","500 Block Trinity Street",,"false","APD","8674","White","Male"
"CM","2020-12-06T00:00:00.000","PUBLIC INTOXICATION","East 6th Street And","Trinity Street","false","APD","8674","White","Male"
"CO","2020-12-07T00:00:00.000","MANIFESTING - DRUGS","East 6th Street And","Neches Street","false","APD","8674","Black","Male"
"CM","2020-12-08T00:00:00.000","PUBLIC INTOXICATION","901 Neches Street",,"false","APD","7597","White","Male"
"CM","2020-12-08T00:00:00.000","DISORDERLY CONDUCT - FIGHTING","901 Neches Street",,"false","APD","7597","White","Male"
"CO","2020-12-08T00:00:00.000","Obstruction in the DACC Area Prohibited","100 Block West 6th Street",,"false","APD","7284","White","Male"
"CM","2020-12-09T00:00:00.000","Possession of Drug Paraphernalia","200 Block East 6th Street",,"false","APD","5635","Black","Male"
"CM","2020-12-09T00:00:00.000","PUBLIC INTOXICATION","411 East 6th Street",,"false","APD","6096","White","Female"
"CM","2020-12-09T00:00:00.000","Possession of Drug Paraphernalia","6th Street And","Brazos Street","false","APD","6136","White","Male"
"CM","2020-12-10T00:00:00.000","PUBLIC INTOXICATION","217 East 6th Street",,"false","APD","7849","White","Male"
"CO","2020-12-10T00:00:00.000","AGGRESSIVE CONFRONTATION","600 Block Congress Avenue",,"false","APD","7284","White","Male"
"CO","2020-12-10T00:00:00.000","LITTERING","3rd Street And","Lavaca Street","false","APD","7284","White","Male"
"CM","2020-12-11T00:00:00.000","PUBLIC INTOXICATION","500 Block East 8th Street",,"false","APD","7870","White","Male"
"CM","2020-12-11T00:00:00.000","Possession of Drug Paraphernalia","400 Block East 6th Street",,"false","APD","7433","White","Male"
"CM","2020-12-11T00:00:00.000","MISDEMEANOR THEFT C - LESS THAN $100","502 East 6th Street",,"false","APD","6290","Black","Male"
"CM","2020-12-12T00:00:00.000","MINOR IN POSSESSION OF ALCOHOL","217 East 6th Street",,"false","APD","8674","White","Female"
"CM","2020-12-12T00:00:00.000","MINOR CONSUMING ALCOHOL","217 E 6TH ST",,"false",,"8205","White","Female"
"CM","2020-12-12T00:00:00.000","MINOR CONSUMING ALCOHOL","217 E 6TH ST",,"false",,"8205","White","Female"
"CM","2020-12-12T00:00:00.000","MINOR IN POSSESSION OF ALCOHOL","217 East 6th Street",,"false","APD","8674","White","Female"
"CM","2020-12-13T00:00:00.000","PUBLIC INTOXICATION","94 Rainey Street",,"true","APD","8398","Hispanic","Female"
"CM","2020-12-14T00:00:00.000","PUBLIC INTOXICATION","100 Block East 7th Street",,"false","APD","7615","White","Male"
"CM","2020-12-14T00:00:00.000","CRIMINAL MISCHIEF-DESTRUCTION OF PROP","500 East 7th Street",,"false","APD","7245","Black","Male"
"CM","2020-12-14T00:00:00.000","FAILURE TO IDENTIFY - REFUSE","500 East 7th Street",,"false","APD","7245","Black","Male"
"CO","2020-12-15T00:00:00.000","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","500 Block East 6th Street",,"false","APD","7245","Black","Female"
"CM","2020-12-15T00:00:00.000","PUBLIC INTOXICATION","2765 East 7th Street",,"true","APD","9220","Hispanic","Male"
"CO","2020-12-16T00:00:00.000","Obstruction in the DACC Area Prohibited","600  Block Congress Avenue",,"false","APD","7796","White","Male"
"CM","2020-12-16T00:00:00.000","Possession of Drug Paraphernalia","East 6th Street And","San Jacinto Boulevard","true","APD","6136","White","Male"
"CM","2020-12-16T00:00:00.000","Possession of Drug Paraphernalia","East 6th Street","Brazos Street","false","APD","6136","Black","Male"
"CO","2020-12-16T00:00:00.000","Obstruction in DACC Material Endanger","600  600 6TH ST",,"false","APD","8754","Black","Male"
"CM","2020-12-18T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","310 E 6TH ST",,"false",,"8205","White","Male"
"CM","2020-12-18T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","310 E 6TH ST",,"false",,"8205","White","Male"
"CM","2020-12-18T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","403 E 6TH ST",,"true",,"8205","White","Female"
"CM","2020-12-18T00:00:00.000","MINOR IN POSSESSION OF ALCOHOL","403 East 6th Street",,"false","APD","7849","White","Female"
"CM","2020-12-18T00:00:00.000","MINOR IN POSSESSION OF ALCOHOL","308 East 6th Street",,"false","APD","7849","White","Male"
"CM","2020-12-18T00:00:00.000","MINOR IN POSSESSION OF ALCOHOL","310 East 6th Street",,"false","APD","7945","White","Male"
"CM","2020-12-19T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","403  E 6TH ST",,"true",,"8205","White","Male"
"CM","2020-12-19T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","403  E 6TH ST",,"false",,"8205","Mid East","Male"
"CM","2020-12-19T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","403  E 6TH ST",,"false",,"8205","White","Male"
"CM","2020-12-19T00:00:00.000","MINOR IN POSSESSION OF ALCOHOL","Fake Dl Seized",,"false","APD","8674","No Data","No Data"
"CM","2020-12-19T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","402 East 6th Street",,"false","APD","7945","White","Female"
"CM","2020-12-19T00:00:00.000","MINOR CONSUMING ALCOHOL","402 East 6th Street",,"false","APD","6451","White","Female"
"CM","2020-12-19T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","402 East 6th Street",,"true","APD","6451","White","Male"
"CO","2020-12-19T00:00:00.000","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","700 Block East 7th Street",,"false","APD","7779","Black","Male"
"CM","2020-12-19T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","403 East 6th Street",,"false","APD","7945","White","Female"
"CM","2020-12-19T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","403 East 6th Street",,"true","APD","7401","White","Female"
"CM","2020-12-19T00:00:00.000","MINOR IN POSSESSION OF ALCOHOL","403 East 6th Street",,"false","APD","7401","White","Female"
"CM","2020-12-19T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","403 East 6th Street",,"false","APD","7945","White","Male"
"CM","2020-12-19T00:00:00.000","MINOR IN POSSESSION OF ALCOHOL","400 Block East 6th Street",,"true","APD","7401","White","Male"
"CM","2020-12-20T00:00:00.000","MINOR IN POSSESSION OF ALCOHOL","325 East 6th Street",,"true","APD","7849","White","Male"
"CM","2020-12-20T00:00:00.000","MINOR IN POSSESSION OF ALCOHOL","325 East 6th Street",,"false","APD","7849","White","Female"
"CM","2020-12-20T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","325 East 6th Street",,"false","APD","7849","White","Female"
"CM","2020-12-20T00:00:00.000","MINOR IN POSSESSION OF ALCOHOL","403 East 6th Street",,"false","APD","7849","White","Female"
"CM","2020-12-20T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","403 East 6th Street",,"false","APD","7849","White","Female"
"CM","2020-12-20T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR",,,"false","APD","8674","Asian","Male"
"CM","2020-12-20T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","403 East 6th Street",,"false","APD","8674","White","Female"
"CM","2020-12-20T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","403 East 6th Street",,"true","APD","7945","White","Female"
"CM","2020-12-20T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","403 East 6th Street",,"true","APD","7945","White","Female"
"CM","2020-12-20T00:00:00.000","DISORDERLY CONDUCT - FIGHTING","500 Blocktrinity Street",,"false","APD","7945","Hispanic","Female"
"CM","2020-12-20T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","325 East 6th Street",,"false","APD","6451","White","Female"
"CM","2020-12-20T00:00:00.000","MINOR CONSUMING ALCOHOL","403  E 6TH ST",,"false",,"8205","White","Male"
"CM","2020-12-20T00:00:00.000","MINOR CONSUMING ALCOHOL","403  E 6TH ST",,"false",,"8205","White","Female"
"CM","2020-12-20T00:00:00.000","MISREPRESENTATION OF AGE BY MINOR","403 East 6th Street",,"false","APD","7401","White","Male"
"TR","2020-12-21T00:00:00.000","HUMAN WASTE","600  NECHES ST",,"true",,"8140","Hispanic","Female"
"CM","2020-12-21T00:00:00.000","DISORDERLY CONDUCT - FIGHTING","400  E 6TH ST",,"false",,"8140","Hispanic","Female"
"CO","2020-12-21T00:00:00.000","HUMAN WASTE","200  E 6TH ST",,"false",,"7245","Black","Male"
"CM","2020-12-22T00:00:00.000","PUBLIC INTOXICATION","400 Block East 6th Street",,"false","APD","8674","Hispanic","Male"
"CM","2020-12-26T00:00:00.000","PUBLIC INTOXICATION","400 Block East 6th Street",,"false","APD","8140","Hispanic","Male"
"CM","2020-12-26T00:00:00.000","PUBLIC INTOXICATION","East 6th Street And","San Jacinto Avenut","false","APD","7872","White","Female"
"CM","2020-12-26T00:00:00.000","PUBLIC INTOXICATION","East 6th Street And","San Jacinto Boulevard","false","APD","8201","Black","Female"
"CM","2020-12-26T00:00:00.000","PUBLIC INTOXICATION","400 Block East 6th Street",,"false","APD","8140","Hispanic","Female"
"CM","2020-12-26T00:00:00.000","MISDEMEANOR THEFT C - LESS THAN $100","400 Block East 6th Street",,"false","APD","8140","Hispanic","Female"
"CM","2020-12-26T00:00:00.000","PUBLIC INTOXICATION","East 6th Street And","San Jacinto Avenue","false","APD","8740","White","Male"
"CM","2020-12-27T00:00:00.000","PUBLIC INTOXICATION","200 Block East 6th Street",,"false","APD","7804","Hispanic","Male"
"CM","2020-12-30T00:00:00.000","Possession of Drug Paraphernalia","600 Block Trinity Street",,"false","APD","3968","Black","Male"
"CO","2020-12-30T00:00:00.000","CONSUMING ALCOHOL IN A PUBLIC STREET","700 Block North Ih 35",,"false","APD","3968","White","Male"
