"department_name","measure_id","measure_name","frequency","fiscal_year","actual_value","amended_value","long_term_goal","data_as_of_date","frequency_of_goal","supports_goal_value","supports_goal","dashboard_indicator_value","dashboard_indicator","legend"
"Parks and Recreation","3033","Number of city park acres per 1,000 population","Annual","2011","23.84","21.75",,"2011-09-30T00:00:00.000","Annual","0","No","0","No",
"Parks and Recreation","3033","Number of city park acres per 1,000 population","Annual","2012","23.67","23.81",,"2012-09-30T00:00:00.000","Annual","1","Yes","0","No",
"Parks and Recreation","3033","Number of city park acres per 1,000 population","Annual","2013","23.33","23.81",,"2013-09-30T00:00:00.000","Annual","1","Yes","0","No",
"Parks and Recreation","3033","Number of city park acres per 1,000 population","Annual","2014","23.17","23.81",,"2014-09-30T00:00:00.000","Annual","1","Yes","0","No",
"Parks and Recreation","3033","Number of city park acres per 1,000 population","Annual","2015","22.1","23.5",,"2015-09-30T00:00:00.000","Annual","1","Yes","0","No",
