"department_name","measure_id","measure_name","frequency","fiscal_year","actual_value","amended_value","long_term_goal","data_as_of_date","frequency_of_goal","supports_goal_value","supports_goal","dashboard_indicator_value","dashboard_indicator","legend"
"Police","2815","Property crime rate per 1,000 population","Annual","2011","52.35","61.5",,"2011-09-30T00:00:00.000","Annual","1","Yes","1","Yes",
"Police","2815","Property crime rate per 1,000 population","Annual","2012","52.19","59.42",,"2012-09-30T00:00:00.000","Annual","1","Yes","1","Yes",
"Police","2815","Property crime rate per 1,000 population","Annual","2013","48.5","53.79",,"2013-09-30T00:00:00.000","Annual","1","Yes","1","Yes",
"Police","2815","Property crime rate per 1,000 population","Annual","2014","41.42","56.5",,"2014-09-30T00:00:00.000","Annual","1","Yes","1","Yes",
"Police","2815","Property crime rate per 1,000 population","Annual","2015","40.68","54.49",,"2015-09-30T00:00:00.000","Annual","1","Yes","1","Yes",
