"month","domestic_enplaned_passengers_revenue","domestic_deplaned_passengers_revenue","international_enplaned_passengers_revenue","international_deplaned_passengers_revenue","domestic_enplaned_passengers_non_revenue","domestic_deplaned_passengers_non_revenue","international_enplaned_passengers_non_revenue","international_deplaned_passengers_non_revenue","international_enplaned_pre_cleared_passengers_revenue","international_deplaned_pre_cleared_passengers_revenue","international_enplaned_pre_cleared_passengers_non_revenue","international_deplaned_pre_cleared_passengers_non_revenue","south_terminal_domestic_enplaned_revenue","south_terminal_domestic_deplaned_revenue","south_terminal_domestic_enplaned_non_revenue","south_terminal_domestic_deplaned_non_revenue","total_passengers","air_carrier_operations","commuter_and_air_taxi_operations","military_operations","general_aviation_itinerant_operations","general_aviation_local_operations","general_aviation_total_operations","total_operations","domestic_enplaned_mail","domestic_deplaned_mail","international_enplaned_mail","international_deplaned_mail","south_terminal_intl_enplaned_mail","south_terminal_intl_deplaned_mail","mail_totals","domestic_enplaned_cargo","domestic_deplaned_cargo","international_enplaned_cargo","international_deplaned_cargo","south_terminal_intl_enplaned_cargo","south_terminal_intl_deplaned_cargo","cargo_totals","domestic_enplaned_belly_freight","domestic_deplaned_belly_freight","international_enplaned_belly_freight","international_deplaned_belly_freight","south_terminal_intl_enplaned_belly_freight","south_terminal_intl_deplaned_belly_freight","belly_freight_totals","cargo_totals_cargo_mail_belly_freight","landing_totals","weight_totals","south_terminal_international_enplaned_revenue","south_terminal_international_deplaned_revenue"
"2013-11-01T00:00:00.000","411163","406891","3201","2828","8885","8133","29","55","0","0","0","0","0","0","0","0","841185","8437","1846","450","4407","142","4549","15282","137313","185971","0","0","0","0","323284","5029312","5963622","1491966","1424187","0","0","13909087","245099","448238","0","0","0","0","693337","14925708","4448","517542366","0","0"
"2013-10-01T00:00:00.000","423736","432451","1013","1241","10345","9218","8","4","0","0","0","0","0","0","0","0","878016","8754","1454","387","4334","130","4464","15059","148806","212386","0","0","0","0","361192","6023577","6385353","409458","342905","0","0","13161293","251865","451442","0","0","0","0","703307","14225792","4613","540694783","0","0"
"2013-09-01T00:00:00.000","380599","386029","1127","1616","8722","7866","0","24","0","0","0","0","0","0","0","0","785983","8167","1405","478","4163","206","4369","14419","99998","156831","0","0","0","0","256829","4471065","5579463","413089","1162741","0","0","11626358","230385","407252","0","0","0","0","637637","12520824","4320","497853836","0","0"
"2013-08-01T00:00:00.000","412482","437804","2623","3534","11198","10036","26","24","0","0","0","0","0","0","0","0","877727","8936","1360","573","4043","226","4269","15138","97793","158101","0","2404","0","0","258298","5403459","6074324","440156","317615","0","0","12235554","242404","431463","0","0","0","0","673867","13167719","4737","541522098","0","0"
"2013-07-01T00:00:00.000","443865","443929","4202","4687","15251","10632","18","31","0","0","0","0","0","0","0","0","922615","9053","1268","543","3650","270","3920","14784","89290","173379","0","0","0","0","262669","4845891","5416498","524500","214790","0","0","11001679","262841","395903","0","0","0","0","658744","11923092","4788","547957989","0","0"
"2013-06-01T00:00:00.000","449910","432328","4027","4167","11013","10173","24","33","0","0","0","0","0","0","0","0","911675","8735","1576","675","3886","304","4190","15176","108368","91197","0","0","0","0","199565","4982218","5630123","362552","251852","0","0","11226745","290286","488530","0","0","0","0","778816","12205126","4680","534286437","0","0"
"2013-05-01T00:00:00.000","435285","431589","1947","1831","9728","9272","1","6","0","0","0","0","0","0","0","0","889659","8934","1441","457","4075","114","4189","15021","155141","150261","0","0","0","0","305402","5750407","6428851","469183","300980","0","0","12949421","288948","486604","0","0","0","0","775552","14030375","4687","545881910","0","0"
"2013-04-01T00:00:00.000","409339","395414","1322","1540","9480","8636","2","23","0","0","0","0","0","0","0","0","825756","8306","1535","515","4433","165","4598","14954","132307","195608","0","0","0","0","327915","5014015","6064720","849841","919290","0","0","12847866","272192","403063","0","0","0","0","675255","13851036","4425","504739959","0","0"
"2013-03-01T00:00:00.000","425437","428289","1780","1995","10202","9072","15","16","0","0","0","0","0","0","0","0","876806","8816","1564","462","4709","226","4935","15777","135450","227220","0","0","0","0","362670","5382249","6312691","387386","321111","0","0","12403437","361637","424353","0","0","0","0","785990","13552097","4660","536989561","0","0"
"2013-02-01T00:00:00.000","319118","323639","1064","1025","8760","7942","6","2","0","0","0","0","0","0","0","0","661556","7243","1216","534","4274","248","4522","13515","69969","150694","0","0","0","0","220663","4826810","5497924","421880","329275","0","0","11075889","295605","398142","0","0","0","0","693747","11990299","3824","428117442","0","0"
"2013-01-01T00:00:00.000","326445","342630","804","1219","10018","8905","0","2","0","0","0","0","0","0","0","0","690023","7977","1187","542","3629","197","3826","13532","83916","145410","0","0","0","0","229326","5305598","5710699","322864","263286","0","0","11602447","359292","381778","0","0","0","0","741070","12572843","4176","469844487","0","0"
"2012-11-01T00:00:00.000","393435","391871","2534","2076","9055","8144","0","0","0","0","0","0","0","0","0","0","807115","8182","1634","963","4976","76","5052","15831","90650","237557","0","0","0","0","328207","6377027","5793303","454454","1813778","0","0","14438562","311031","373535","0","0","0","0","684566","15451335","4283","504246217","0","0"
"2012-10-01T00:00:00.000","396801","404183","745","1006","10165","9061","0","0","0","0","0","0","0","0","0","0","821961","8342","1514","499","4728","188","4916","15271","81651","232955","0","0","0","0","314606","5089196","5828695","412580","208866","0","0","11539337","376168","380420","0","0","0","0","756588","12610531","4424","512451397","0","0"
"2012-09-01T00:00:00.000","348692","349176","653","1036","9097","8558","0","0","0","0","0","0","0","0","0","0","717212","7980","1177","626","3938","172","4110","13893","93352","214459","0","0","0","0","307811","5013571","5416251","426211","381276","0","0","11237309","512582","341168","0","0","0","0","853750","12398870","4181","484324879","0","0"
"2012-08-01T00:00:00.000","395351","417753","2238","2790","11004","9846","0","12","0","0","0","0","0","0","0","0","838994","8557","1243","513","4059","108","4167","14480","94920","196682","0","0","0","0","291602","5660536","5902337","383370","431717","0","0","12377960","770194","449085","0","0","0","0","1219279","13888841","4532","519056485","0","0"
"2012-07-01T00:00:00.000","417818","421278","2548","2722","12198","10684","0","0","0","0","0","0","0","0","0","0","867248","8597","1271","440","3617","216","3833","14141","78040","197329","0","0","0","0","275369","4851147","5213507","343116","338968","0","0","10746738","676552","548972","0","0","0","0","1225524","12247631","4586","524142423","0","0"
"2012-06-01T00:00:00.000","417695","401476","2780","2672","10241","10130","0","0","0","0","0","0","0","0","0","0","844994","8362","1306","479","4227","282","4509","14656","73188","197046","0","0","0","0","270234","5281550","5603253","361509","343668","0","0","11589980","680849","453327","0","0","0","0","1134176","12994390","4425","503932220","0","0"
"2012-05-01T00:00:00.000","409333","400166","503","276","9996","9368","0","0","0","0","0","0","0","0","0","0","829642","8295","1359","454","4497","144","4641","14749","119862","166353","0","0","0","0","286215","5255510","5737051","415540","418559","0","0","11826660","599056","479485","0","0","0","0","1078541","13191416","4385","509470460","0","0"
"2012-04-01T00:00:00.000","382862","374359","0","0","9459","8683","0","0","0","0","0","0","0","0","0","0","775363","8072","1411","464","4560","134","4694","14641","58231","142416","0","0","0","0","200647","4822391","5570066","246574","329614","0","0","10968645","465279","453801","0","0","0","0","919080","12088372","4260","479535174","0","0"
"2012-03-01T00:00:00.000","401357","408129","0","0","8569","7903","0","0","0","0","0","0","0","0","0","0","825958","8317","1339","401","4074","208","4282","14339","70119","154240","0","0","0","0","224359","5640134","6154736","473585","480291","0","0","12748746","455901","478562","0","0","0","0","934463","13907568","4372","496635886","0","0"
"2012-02-01T00:00:00.000","318950","319571","0","0","8964","8074","0","0","0","0","0","0","0","0","0","0","655559","7361","1273","480","3829","172","4001","13115","78794","147701","0","0","0","0","226495","4868098","5404814","381418","272984","0","0","10927314","419673","429765","0","0","0","0","849438","12003247","3892","432535353","0","0"
"2012-01-01T00:00:00.000","316633","324999","0","0","9548","8706","0","0","0","0","0","0","0","0","0","0","659886","7615","1190","576","3780","124","3904","13285","75964","165535","0","0","0","0","241499","4826617","5488905","447628","252346","0","0","11015496","443972","399583","0","0","0","0","843555","12100550","4033","441029354","0","0"
"2011-12-01T00:00:00.000","374098","360844","0","0","8998","8413","0","0","0","0","0","0","0","0","0","0","752353","7921","1372","447","3328","208","3536","13276","82241","194971","0","0","0","0","277212","5673914","6647735","480350","377808","0","0","13179807","473543","415609","0","0","0","0","889152","14346171","4234","473997984","0","0"
"2011-11-01T00:00:00.000","371227","369088","0","0","8583","7814","0","0","0","0","0","0","0","0","0","0","756712","7718","1423","453","4232","196","4428","14022","81594","178987","0","0","0","0","260581","5062120","5447875","558626","582943","0","0","11651564","466296","407337","0","0","0","0","873633","12785778","4078","460449178","0","0"
"2011-10-01T00:00:00.000","383080","390764","0","173","10263","9328","0","32","0","0","0","0","0","0","0","0","793640","8028","1598","495","4554","208","4762","14883","60507","165539","0","0","0","0","226046","5181958","5453509","625896","477644","0","0","11739007","471783","411589","0","0","0","0","883372","12848425","4309","490427499","0","0"
"2011-09-01T00:00:00.000","353908","351092","0","0","8988","8107","0","0","0","0","0","0","0","0","0","0","722095","7719","1526","643","4430","136","4566","14454","78212","182952","0","0","0","0","261164","5208703","5601189","457141","490481","0","0","11757514","440920","409619","0","0","0","0","850539","12869217","4226","477495780","0","0"
"2011-08-01T00:00:00.000","374464","394488","869","645","11542","10448","4","25","0","0","0","0","0","0","0","0","792485","8260","1413","651","4275","235","4510","14834","74724","157004","0","0","0","0","231728","5236748","5638116","530922","492498","0","0","11898284","382863","424407","0","0","0","0","807270","12937282","4415","499285697","0","0"
"2011-07-01T00:00:00.000","411300","409486","1421","1499","12955","11384","7","2","0","0","0","0","0","0","0","0","848054","8216","1338","457","4060","378","4438","14449","102416","174479","0","0","0","0","276895","5441670","5343684","367568","347911","0","0","11500833","457400","405539","0","0","0","0","862939","12640667","4499","504634624","0","0"
"2011-06-01T00:00:00.000","405442","385030","1378","1186","11479","10537","8","0","0","0","0","0","0","0","0","0","815060","8087","1558","526","4621","236","4857","15028","86249","231079","0","0","0","0","317328","5230433","5061253","640007","317383","0","0","11249076","483502","490623","0","0","0","0","974125","12540529","4378","490983485","0","0"
"2011-05-01T00:00:00.000","402107","393319","334","358","10800","9961","0","1","0","0","0","0","0","0","0","0","816880","8145","1479","547","4975","360","5335","15506","87011","226503","0","0","0","0","313514","4931588","4691515","500933","574414","0","0","10698450","409869","515302","0","0","0","0","925171","11937135","4564","500806412","0","0"
"2011-04-01T00:00:00.000","352016","352587","228","404","10437","10113","2","2","0","0","0","0","0","0","0","0","725789","7948","1674","653","5195","273","5468","15743","112696","319489","0","0","0","0","432185","5471903","5530884","468759","379887","0","0","11851433","439026","553573","0","0","0","0","992599","13276217","4274","479035366","0","0"
"2011-03-01T00:00:00.000","390693","393702","204","307","8402","8238","6","1","0","0","0","0","0","0","0","0","801553","8327","1720","617","5297","344","5641","16305","146342","334857","0","0","0","0","481199","5575263","5705192","409736","296255","0","0","11986446","542991","560578","0","0","0","0","1103569","13571214","4539","498238970","0","0"
"2011-02-01T00:00:00.000","295155","296120","112","154","8597","8292","7","0","0","0","0","0","0","0","0","0","608437","7056","1354","625","4040","192","4232","13267","218501","250639","0","0","0","0","469140","4936596","4772428","307466","540099","0","0","10556589","415454","488717","0","0","0","0","904171","11929900","3776","417430253","0","0"
"2011-01-01T00:00:00.000","310810","319159","0","0","9457","8735","0","0","0","0","0","0","0","0","0","0","648161","7795","1436","636","4400","297","4697","14564","157636","307269","0","0","0","0","464905","4809823","4921389","215037","244059","0","0","10190308","530047","503365","0","0","0","0","1033412","11688625","4214","463934037","0","0"
"2010-12-01T00:00:00.000","368199","357639","0","0","9084","8520","0","0","0","0","0","0","0","0","0","0","743442","7967","1591","500","4563","276","4839","14897","176098","343839","0","0","0","0","519937","5503623","5738815","375875","291811","0","0","11910124","588915","493655","0","0","0","0","1082570","13512631","4347","483287895","0","0"
"2010-11-01T00:00:00.000","363767","362592","0","0","8725","8195","0","0","0","0","0","0","0","0","0","0","743279","7678","1650","560","4936","276","5212","15100","288101","219402","0","0","0","0","507503","4727308","4942139","331709","387761","0","0","10388917","570340","469145","0","0","0","0","1039485","11935905","4168","463039099","0","0"
"2010-10-01T00:00:00.000","372544","379219","0","0","9362","8872","0","0","0","0","0","0","0","0","0","0","769997","7897","1727","464","5721","180","5901","15989","142036","270442","0","0","0","0","412478","5302111","5434294","444045","315409","0","0","11495859","493581","502940","0","0","0","0","996521","12904858","4294","481126231","0","0"
"2010-09-01T00:00:00.000","334037","333960","0","0","8897","8369","0","0","0","0","0","0","0","0","0","0","685263","7762","1546","583","4528","406","4934","14825","168078","211434","0","0","0","0","379512","5200879","5231439","408651","372835","0","0","11213804","592097","504904","0","0","0","0","1097001","12690317","4170","469754555","0","0"
"2010-08-01T00:00:00.000","357435","380153","53","287","12054","11104","0","0","0","0","0","0","0","0","0","0","761086","8234","1384","734","4791","293","5084","15436","174990","151502","0","0","0","0","326492","5090299","5334036","350728","324401","0","0","11099464","482760","492849","0","0","0","0","975609","12401565","4424","489257495","0","0"
"2010-07-01T00:00:00.000","403762","396670","1208","1254","12923","11924","0","0","0","0","0","0","0","0","0","0","827741","8307","1399","552","4006","204","4210","14468","161610","207426","0","0","0","0","369036","5211159","5505150","307809","418218","0","0","11442336","570522","534153","0","0","0","0","1104675","12916047","4486","495298076","0","0"
"2010-06-01T00:00:00.000","386208","373367","1266","1034","11436","10727","0","0","0","0","0","0","0","0","0","0","784038","7976","1272","654","4276","227","4503","14405","152999","243560","0","0","0","0","396559","5106027","5125789","301085","303027","0","0","10835928","602076","475256","0","0","0","0","1077332","12309819","4307","476579536","0","0"
"2010-05-01T00:00:00.000","359330","353774","0","0","10514","9460","0","0","0","0","0","0","0","0","0","0","733078","7806","1368","405","4853","282","5135","14714","147155","217526","0","0","0","0","364681","5086932","5750955","190251","324033","0","0","11352171","489289","485374","0","0","0","0","974663","12691515","4196","469770550","0","0"
"2010-04-01T00:00:00.000","341712","332249","0","0","9909","9125","0","0","0","0","0","0","0","0","0","0","692995","7591","1479","565","4664","238","4902","14537","206853","289268","0","0","0","0","496121","5420557","5597861","269609","498568","0","0","11786595","571159","564850","0","0","0","0","1136009","13418725","4102","451246077","0","0"
"2010-03-01T00:00:00.000","355012","366258","0","0","8268","7533","0","0","0","0","0","0","0","0","0","0","737071","7767","1687","567","5108","440","5548","15569","228303","321738","0","0","0","0","550041","5661726","5654061","331438","511392","0","0","12158617","630492","566528","0","0","0","0","1197020","13905678","4244","463954520","0","0"
"2010-02-01T00:00:00.000","268260","271069","0","0","8525","7953","0","0","0","0","0","0","0","0","0","0","555807","6610","1482","599","4005","174","4179","12870","237587","294903","0","0","0","0","532490","4795407","4778809","260442","443454","0","0","10278112","478995","470408","0","0","0","0","949403","11760005","3630","393369172","0","0"
"2010-01-01T00:00:00.000","293559","298296","0","0","9494","8677","0","0","0","0","0","0","0","0","0","0","610026","7442","1366","741","4171","384","4555","14104","237793","383191","0","0","0","0","620984","5085810","5039696","223402","380387","0","0","10729295","693207","530543","0","0","0","0","1223750","12574029","4067","445767645","0","0"
