"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","sump","curb_op","height","depressed","depression_a","st_length","st_width","width","inlet_loc","grate_length","grate_width","depth_to_bottom","manhole","grate_open_percent","inlet_type","marked","globalid","edit_status","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gutter_break","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","dem_calculated_sump","maximo_asset_number","maximo_site_id"
"POINT (-97.74084526703 30.26968070581)","105859","0","1","96711","2046290","107",,"1950-09-02T00:00:00.000Z","1950","PLANNOEL","2009","MAMARAL","2018-12-18T17:16:37.000Z","MAMARAL","2018-12-18T17:16:37.000Z",,"LBL","J22","585S","5575037","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3114994.3002","10071335.29","DIG06","SUB-M",,"513.4699707","N","CONCRETE","511.04998779","77","6","T","3","77","29",,"GRADE","60","18","29","NOTPRESENT","50","G3","NOTMARKED","520fdf71-3359-4a12-b908-dd63b5485e8d","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","3","N",,"2006-06-16T00:00:00.000Z",,"A_061506_0022.jpg","0",,,,"0",,,,,"1104958","WPD"
"POINT (-97.715300892403 30.354556504132)","106117","0","1","70916","698455","258",,"1994-06-28T00:00:00.000Z","1994","ASBLTEL",,"GDELANO","2013-08-26T12:09:46.000Z","GDELANO","2013-08-26T12:12:55.000Z","SBURZYNSKI","LWA","K29","525M","441920","OTHER","TXDOT","PHYS_INSP","DEM","GPS_AERIAL","3122245.8125","10102409.96","DIG07","SUB-M",,"748.58001709","N","CONCRETE","742","114","5","T","4","126","68","18","GRADE","132","29","79","NOTPRESENT","70","G3","NOTMARKED","89b10849-2d80-4ed0-8e77-bb0d36225bc8","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-03T00:00:00.000Z",,"07162007_4_047.jpg","0",,,,"0",,,,,"1104863","WPD"
"POINT (-97.715180860676 30.354043392282)","106108","0","1","70918","2106450","258",,"1994-06-28T00:00:00.000Z","1994","ASBLTEL",,"GDELANO","2013-08-26T12:08:46.000Z","STHOMAS","2019-06-11T14:25:33.000Z","DDAVIS","LWA","K29","525M","978249","OTHER","TXDOT","PHYS_INSP","DEM","GPS_AERIAL","3122280.7818","10102286.642","DIG07","SUB-M",,"753.19000244","N","CONCRETE","748.35998535","126","4","T","4","114","70","18","GRADE","131","30","58","NOTPRESENT","70","G3","NOTMARKED","f7329455-a320-4ac1-915e-029357095d13","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-03T00:00:00.000Z",,"07162007_4_049.jpg","0",,,,"0",,,,,"1104836","WPD"
"POINT (-97.754259834653 30.277916484308)","105899","0","1","96742","1729506","211","Changed to combo inlet based on field inspection","1937-01-25T00:00:00.000Z","1937","PLANNOEL",,"PCAMPMAN","2014-07-23T13:31:43.000Z","GDELANO","2017-09-26T12:13:16.000Z","GDELANO","SHL","H23","584R","145897","CITY","CITY","PHYS_INSP","DEM","GPS","3110618.9087","10074249.236","DIG06","SUB-M",,"549.57000732","N","CONCRETE","547.82000732","27","8","T","9","27","31",,"GRADE","29","18","21","NOTPRESENT","50","G3","GOOD","49916b39-c42e-401a-9341-937f13917f20","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N",,"2006-05-11T00:00:00.000Z",,"B_051106_0072.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1104977","WPD"
"POINT (-97.688909036244 30.241191670492)","106152","0","1","9097","1728866","241",,"1962-08-30T00:00:00.000Z","1962","APPLANEL",,"CWEYENBERG","2017-07-10T09:48:17.000Z","CWEYENBERG","2017-07-10T09:48:19.000Z",,"COL","L20","616P","610736","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"121",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","b8c986c1-d1ff-4e9f-8188-4431eee489af","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.746918698111 30.270150357269)","106105","0","1","96735","2212709","11",,"1957-06-14T00:00:00.000Z","1957","PLANNOEL","2021",,,"KGALLUSCIO","2021-08-04T15:23:28.000Z","SBURZYNSKI","SHL","J22","585S","5424320","CITY","CITY","PHYS_INSP","DEM","GPS","3112999.3069","10071478.865","DIG06","SUB-M",,"487.79000854","N","CONCRETE","484.5","69","7","T","6","58","29","24","GRADE","59","18","36","NOTPRESENT","50","G3","GOOD","5d59cd83-da57-4ecb-aaa6-41341bef6f02","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","3","N",,"2006-05-09T00:00:00.000Z",,"B_050906_0015.jpg","0",,,"2015-12-15T00:00:00.000Z","0",,,,,"1104970","WPD"
"POINT (-97.730632303322 30.264414387936)","105925","0","1","70996","936210","24",,,,"NO_SOURCE",,"NPULLIAS","2011-03-21T17:09:39.000Z","GDELANO","2014-11-17T15:06:46.000Z","DDAVIS","WLR","J22","585X","401432","CITY","CITY","PHYS_INSP","DEM","GPS","3118187.2808","10069513.35","DIG07","SUB-M",,"487.92999268","N","CONCRETE","485.01000977","18","7","T","7","22","21","17","GRADE","21","17","35","NOTPRESENT","10","G3","GOOD","c77f51bd-be6a-4c7c-b732-f4795ac86632","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","ALBERT GENE ALLEN JR","2007-08-10T00:00:00.000Z",,"08102007_3_014.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"1104929","WPD"
"POINT (-97.734496586563 30.260657486315)","105781","0","1","60341","176262","201",,"2001-07-12T00:00:00.000Z","2001","PLANNOEL","2003","JHOLDER","2010-09-22T00:00:00.000Z","SMARTINEZ","2011-04-20T11:32:34.000Z","DDAVIS","WLR","J21","615B","106304","CITY","CITY","PLANNOEL","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,"467.08999634","N","NODATA",,,,"N",,"24",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","127f4cbb-82fb-4672-a262-2bcd92c26607","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.744349805268 30.2851317501)","105870","0","1","1945881","2162148","1",,"2019-12-20T00:00:00.000Z","2019","APPLANEL",,"DWARDEN","2020-04-29T13:51:33.000Z","DWARDEN","2020-04-29T13:51:33.000Z","SBURZYNSKI","SHL","J23","585J","3367579","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","578.08001709","577.92999268","N","NODATA","575.70001221",,,"N",,"120",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","4debaa4c-1f87-4bf4-b651-b1795e6c3ec1","ENTERED","2022-03-11T21:12:41.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.73039134583 30.294922407669)","105892","0","1","902198",,"295","grate chipped","1933-11-07T00:00:00.000Z","1933","APPLANEL",,"DDAVIS","2016-03-15T15:03:40.000Z","DDAVIS","2016-03-15T15:06:14.000Z",,"WLR","J24","585B","246048","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3118008.7516","10080601.1508","FIELD","SUB-M",,"573.13000488","N","CONCRETE","567.29998779","71","7","F","0","57","29",,"SAG","60","18","39","NOTPRESENT","60","S3","NOTMARKED","5d736a15-59cc-4f51-adf5-cc65847ac5f8","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","GDELANO","2015-02-26T09:21:28.000Z","DDAVIS","02262015_5_003.jpg","0","3.3","1",,"0","2015-02-26T09:21:29.000Z","9:21:29 AM","5",,"401360852","WPD"
"POINT (-97.756415635509 30.273971719407)","106080","0","1","96695","2185187","122","Changed per field evidence,",,,"NO_SOURCE","2016","PCAMPMAN","2014-07-25T14:56:24.000Z","GDELANO","2020-10-22T17:32:41.000Z","GDELANO","LBL","H23","584R","5364267","CITY","CITY","PHYS_INSP","DEM","GPS","3109970.5713","10072798.48","DIG06","SUB-M",,"481.22000122","N","CONCRETE","479.20001221","58","9","T","5","58","29","27","GRADE","60","18","20","NOTPRESENT","50","G3","GOOD","55c157cf-54de-4f09-bd42-ef32fdc0871e","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N",,"2006-06-02T00:00:00.000Z",,"A_060206_0087.jpg",,,,,"0",,,,,"1104942","WPD"
"POINT (-97.749644262001 30.240765189471)","105965","0","1","70922",,"116",,"1937-06-07T00:00:00.000Z","1937","SUPP_INFO",,"JAMARTINEZ","2018-05-18T09:21:00.000Z","JAMARTINEZ","2018-05-18T09:21:06.000Z",,"BLU","J20","615N","411446","CITY","CITY","PHYS_INSP","DEM","GPS","3112383.595","10060773.347","DIG07","SUB-M",,"560.78997803","N","CONCRETE","557.86999512","42","7","T","8","27","13","16","GRADE","30","18","35","NOTPRESENT","40","G3R","NOTMARKED","e9ff1f1f-b85b-49b0-b749-c63e08c88d0b","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RMOELLMER","2008-10-27T00:00:00.000Z",,"07242007_3_006.jpg","0",,,,"0",,,,,"1104837","WPD"
"POINT (-97.697229002615 30.382738273714)","105943","0","1","70846","595457","181",,"1983-01-17T00:00:00.000Z","1983","APPLANEL",,"MPACHECO","2013-05-08T14:29:11.000Z","MPACHECO","2013-05-08T14:42:14.000Z","SJOHNSON","LWA","L32","496P","3350287","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3127709.9836","10112781.815","DIG07","SUB-M","758.15002441","758.16998291","N","CONCRETE","753.15997314","119","8","T","7","119","21","20","GRADE","119","18","61","NOTPRESENT","50","G3","GOOD","ac35458c-8b3b-4374-927e-d1e22ad3757d","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-13T00:00:00.000Z",,"06122007_3_022.jpg","18",,,"2018-03-15T00:00:00.000Z","0",,,,,"1104842","WPD"
"POINT (-97.741873080385 30.261080680022)","105832","0","1","95780","24881","110",,"1931-12-21T00:00:00.000Z","1931","SSM",,"DLEWIS","2009-04-21T00:00:00.000Z","DLEWIS","2009-04-21T00:00:00.000Z","LPUGH","TWN","J21","615A","92336","CITY","CITY","SSM","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"457.98999023","N","NODATA",,,,"N",,"36",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","e448127b-b509-4ceb-8d8a-64263cdedc81","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.732798178543 30.300127232017)","105916","0","1","70868","960850","27",,"1935-03-21T00:00:00.000Z","1935","PLANNOEL",,"GDELANO","2014-10-27T12:11:24.000Z","GDELANO","2014-10-27T12:11:24.000Z","DDAVIS","WLR","J25","555X","253536","CITY","CITY","PHYS_INSP","DEM","GPS","3117200.5438","10082479.871","DIG07","SUB-M",,"607.71002197","N","CONCRETE","605.38000488","28","4","T","8","28","12","18","GRADE","30","18","28","COVERED","50","G3","GOOD","94fe4c18-8520-4416-8a1f-31c075de80bf","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LPUGH","2008-10-17T00:00:00.000Z",,"06282007_2_013.jpg","0",,,"2017-12-15T00:00:00.000Z","0",,,,,"1104871","WPD"
"POINT (-97.756218815042 30.289082282463)","106008","0","1","70970","1859746","276",,,,"NO_SOURCE",,"MMCDONALD","2017-12-20T14:04:04.000Z","MMCDONALD","2017-12-20T14:04:05.000Z",,"SHL","H24","584H","393890","CITY","CITY","PHYS_INSP","DEM","GPS","3109903.9126","10078294.297","DIG07","SUB-M",,"577.51000977","N","CONCRETE","575.17999268","27","4","T","4","27","24","16","GRADE","30","18","28","NOTPRESENT","40","G3","MARKED","4a2d2a68-dedc-4f4d-82c3-65c2b42ae9ce","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-29T00:00:00.000Z",,"08082007_2_044.jpg","0",,,,"0",,,,,"1104917","WPD"
"POINT (-97.750431985596 30.270295800532)","105874","0","1","96662","991586","202",,"1938-12-08T00:00:00.000Z","1938","PLANNOEL",,"GDELANO","2014-12-10T16:40:35.000Z","GDELANO","2014-12-10T16:40:35.000Z","DDAVIS","SHL","H22","584V","128912","CITY","CITY","PHYS_INSP","DEM","GPS","3111888.4801","10071506.089","DIG06","SUB-M",,"466.23999023","N","CONCRETE","462.82000732","20","8","T","2","20","22","16","GRADE","21","16","41","NOTPRESENT","50","G3","NOTMARKED","b68c6a7d-9ebe-4ac1-a51d-80b63ecb7163","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","4","N","RODAVILA","2009-06-04T00:00:00.000Z",,"A_050406_0052.jpg","0",,,,"0",,,,,"1104809","WPD"
"POINT (-97.741769264111 30.286529704954)","105799","0","1","705969",,"96","broken concrete, iron face, concrete box.",,,"NO_SOURCE",,"DDAVIS","2014-06-23T13:17:55.000Z","DDAVIS","2014-06-23T13:18:28.000Z",,"SHL","J24","585E","475178","CITY","CITY","PHYS_INSP","DEM","GPS","3114488.0144","10077476.8207","FIELD","SUB-M","582.10998535","581.78997803","N","GALVIRON","578.03997803","19","6","T","1","19","6",,"SAG","21","17","45","NOTPRESENT","60","S3","GOOD","3f621f35-c837-447c-b37d-4c6579e2d454","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","SBURZYNSKI","2014-06-04T11:57:51.000Z","DDAVIS","06042014_5_441.jpg","0","3.8","1","2016-05-15T00:00:00.000Z","0","2014-06-04T11:57:52.000Z","11:57:52 AM","5",,"401334206","WPD"
"POINT (-97.739728474683 30.247730956246)","105981","0","1","853030","1313510","122",,"1930-08-11T00:00:00.000Z","1930","SSM",,"GDELANO","2016-04-15T11:59:02.000Z","GDELANO","2016-05-27T13:29:43.000Z","DDAVIS","BLU","J20","615K","499394","CITY","CITY","PHYS_INSP","SSM","GPS","3115452.6059","10063375.5421","FIELD","SUB-M",,"534.03997803","N","CONCRETE","533","73","6","T","2","57","27",,"GRADE","59","18","48","NOTPRESENT","60","G3","GOOD","83e0fb18-af83-4875-9e76-05b53a261032","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","GDELANO","2014-11-13T10:18:18.000Z","DDAVIS","11132014_5_042.jpg","0","3.8","1","2016-03-15T00:00:00.000Z","0","2014-11-13T10:18:19.000Z","10:18:19 AM","5",,"401354542","WPD"
"POINT (-97.74453437284 30.267645947857)","105880","0","1","211187",,"106",,"1995-01-11T00:00:00.000Z","1995","SUPP_INFO","2014","JAMARTINEZ","2018-07-24T13:58:15.000Z","JAMARTINEZ","2018-07-24T13:58:15.000Z",,"LBL","J22","585W","3041000","CITY","CITY","PHYS_INSP","DEM","GPS","3113768.5296","10070588.2084","DIG09","SUB-M",,"491.29000854","N","CONCRETE","488.61999512","62","4","T","3","58","22","18","SAG","61","18","32","NOTPRESENT","50","S3","GOOD","9675b585-bce2-44f4-b831-9e80480c4488","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","MICHAEL CHISUM","2009-08-11T00:00:00.000Z","ERIN ATKINSON","08112009_1_015.jpg","0","6.7","2","2015-09-15T00:00:00.000Z","0","2009-08-11T00:00:00.000Z","10:13","1",,"1105078","WPD"
"POINT (-97.740596707851 30.299042271476)","105989","0","1","70903",,"118","inlet totally obstructed unable to discern gutter width.","1927-05-26T00:00:00.000Z","1927","PLANNOEL",,"JAMARTINEZ","2018-07-24T11:53:33.000Z","JAMARTINEZ","2018-07-24T11:53:33.000Z",,"WLR","J25","555W","626114","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3114748.6744","10082030.186","DIG07","SUB-M",,"598.32000732","N","CONCRETE",,,,"F","0","12",,,"GRADE",,,,"NOTPRESENT","10","G3","GOOD","960a7177-6a2f-4bbc-a98c-7d995cc00f1d","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","4","N","LPUGH","2008-10-22T00:00:00.000Z",,"07062007_2_018.jpg","0",,,"2013-01-15T00:00:00.000Z","0",,,,,"1104907","WPD"
"POINT (-97.837878435721 30.219584800192)","106076","0","1","1192378","1660050","301",,,,"NO_SOURCE",,"VVINCENT","2016-09-02T14:59:24.000Z","SJOHNSON","2017-03-21T10:06:05.000Z","SJOHNSON","WMS","D18","642H","146875","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","f101f247-7223-463e-b8db-86dafc25720c","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.694383975123 30.27026448149)","105526","0","1","70906","1746786","200",,,,"NO_SOURCE",,"CGORE","2017-09-22T14:41:25.000Z","CGORE","2017-09-22T14:43:54.000Z",,"BOG","L22","586T","248226","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3129476.9632","10071919.429","DIG07","SUB-M",,"463.91000366","N","CONCRETE","459.57998657","60","5","T","5","60","25","19","GRADE","60","18","52","PRESENT","40","G3","NOTMARKED","f6ceb8f6-c78d-4e72-a76a-26b92e09748a","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2",,"RODAVILA","2008-10-08T00:00:00.000Z",,"07092007_3_030.jpg","0",,,,"0",,,,,"1104910","WPD"
"POINT (-97.743438522374 30.262254163351)","105878","0","1","95769","187142","291",,"1931-12-19T00:00:00.000Z","1931","SSM","1991","DLEWIS","2009-04-21T00:00:00.000Z","SMARTINEZ","2011-06-06T14:16:11.000Z","DDAVIS","TWN","J22","585W","1163306","CITY","CITY","SSM","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"463.51000977","N","NODATA",,,,"N",,"36",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","60c016ec-1e8a-44e1-b00d-d94f38e43dec","ENTERED","2022-03-11T21:12:41.000Z","INACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.732645349741 30.301905710665)","105976","0","1","70853","1967250","301","Inlet top upgraded 11/5/2017,",,,"NO_SOURCE",,"GDELANO","2014-10-28T14:08:23.000Z","JAMARTINEZ","2018-06-25T10:49:44.000Z","DWARDEN","WLR","J25","555X","676670","CITY","CITY","PHYS_INSP","DEM","GPS","3117229.2748","10083137.742","DIG07","SUB-M",,"611.95001221","N","CONCRETE","610.20001221","71","7","T","7","57","13","18","GRADE","30","18","21","NOTPRESENT","30","G3","GOOD","0c4547d7-fbff-40a1-ae09-500adfc43b4e","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LPUGH","2008-10-17T00:00:00.000Z",,"06272007_2_061.jpg","0",,,"2011-01-15T00:00:00.000Z","0",,,,,"1104849","WPD"
"POINT (-97.74550407379 30.277063348049)","106014","0","1","386445","1774291","189",,,,"NO_SOURCE",,"MAMARAL","2017-09-07T17:31:02.000Z","GDELANO","2018-09-11T17:13:15.000Z",,"SHL","J23","585N","167648","CITY","CITY","PHYS_INSP","DEM","GPS","3113382.1508","10074003.0751","DIG11","SUB-M",,"513.79998779","N","CONCRETE","511.72000122","42","8","T","11","28","28","24","SAG","28","18","25","NOTPRESENT","50","S3","GOOD","1455bcae-4da3-4f59-9b25-a65146b53621","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2",,"BILL BUTLER","2011-07-14T00:00:00.000Z","DANIEL WHEAT","07142011_6_011.jpg",,"3.3","1","2014-04-15T00:00:00.000Z","0","2011-07-14T00:00:00.000Z","13:08","6",,"401190220","WPD"
"POINT (-97.738252397675 30.298744314358)","105986","0","1","70876","1890770","26",,"1930-05-01T00:00:00.000Z","1930","SSM",,"RMOELLMER","2009-04-17T00:00:00.000Z","DWARDEN","2018-09-12T10:34:15.000Z","DWARDEN","WLR","J25","555X","632222","CITY","CITY","PHYS_INSP","DEM","GPS","3115490.7939","10081936.689","DIG07","SUB-M",,"576.83001709","N","CONCRETE","575.15997314","38","6","T","4","38","9","26","SAG","32","24","20","NOTPRESENT","80","S3","GOOD","a96d9f17-1d2c-49c7-a8f9-eb197f291d3f","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","4","N","LPUGH","2008-10-22T00:00:00.000Z",,"07052007_2_042.jpg","0",,,"2013-01-15T00:00:00.000Z","0",,,,,"1104880","WPD"
"POINT (-97.723921858141 30.277470122174)","106071","0","1","70973","1738530","160",,,,"NO_SOURCE",,"DWARDEN","2017-07-21T10:16:46.000Z","DWARDEN","2017-07-21T16:43:45.000Z","GDELANO","BOG","K23","585Q","993008","OTHER","OTHER","PHYS_INSP","DEM","GPS_AERIAL","3120192.7533","10074312.736","DIG07","SUB-M",,"569.09997559","N","CONCRETE","567.09997559","65","6","T","4","50","30","17","GRADE","52","18","24","PRESENT","40","G3","MARKED","e3bf9acd-2e5e-4d22-aa84-d8a4fd1a4b26","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","SJOHNSON","2008-10-16T00:00:00.000Z",,"08092007_1_069.jpg","0",,,,"0",,,,,"1104920","WPD"
"POINT (-97.715259780578 30.35438046621)","106073","0","1","70917","698455","258","grate behind curb opening in bar ditch","1994-06-28T00:00:00.000Z","1994","ASBLTEL",,"GDELANO","2013-08-26T12:09:43.000Z","GDELANO","2013-08-26T12:12:54.000Z","SBURZYNSKI","LWA","K29","525M","441920","OTHER","TXDOT","PHYS_INSP","DEM","GPS_AERIAL","3122245.8125","10102409.96","DIG07","SUB-M",,"749.45001221","N","CONCRETE","744.20001221","114","6","T","5","126","70","18","GRADE","131","29","63","NOTPRESENT","80","G3","NOTMARKED","e9f5316a-80f4-4930-9b18-620f99d4d573","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-03T00:00:00.000Z",,"07162007_4_048.jpg","0",,,,"0",,,,,"1104864","WPD"
"POINT (-97.732904798876 30.304479757106)","105784","0","1","70883","25858","120",,,,"NO_SOURCE",,"RMOELLMER","2009-05-29T00:00:00.000Z","RMOELLMER","2009-05-29T00:00:00.000Z","LPUGH","WLR","J25","555T","148066","CITY","CITY","PHYS_INSP","DEM","GPS","3117129.4324","10084063.876","DIG07","SUB-M",,"612.65002441","N","CONCRETE","610.15002441","69","6","F","0","60","13","24","GRADE","60","18","30","NOTPRESENT","50","G3","NOTMARKED","186db95a-e6d7-4ee8-848b-d355df07ec27","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LPUGH","2008-10-22T00:00:00.000Z",,"07022007_2_003.jpg","0",,,,"0",,,,,"1104887","WPD"
"POINT (-97.722806232218 30.2761359873)","106097","0","1","70981","1738530","80",,"1930-08-18T00:00:00.000Z","1930","SSM",,"DWARDEN","2017-07-21T10:29:31.000Z","DWARDEN","2017-07-21T16:43:48.000Z","GDELANO","BOG","K23","585Q","489914","OTHER","OTHER","PHYS_INSP","DEM","GPS","3120554.8807","10073837.038","DIG07","SUB-M",,"558.39001465","N","CONCRETE","555.4699707","27","6","F","0","29","27","15","SAG","30","18","35","NOTPRESENT","40","S3","NOTMARKED","12021c90-2d3a-4ae1-95ae-f58d9008fc45","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","SJOHNSON","2008-10-16T00:00:00.000Z",,"08092007_1_077.jpg","0",,,,"0",,,,,"1104823","WPD"
"POINT (-97.747572672832 30.271518478463)","105845","0","1","211192","2109330","200",,"1936-02-06T00:00:00.000Z","1936","PLANNOEL","2015","JAMARTINEZ","2018-05-18T11:42:57.000Z","GDELANO","2019-08-30T11:38:21.000Z","GDELANO","SHL","J22","585S","212969","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3112780.5551","10071971.6062","DIG09","SUB-M",,"490.51000977","N","CONCRETE","486.26000977","57","7","T","7","57","24","18","SAG","60","18","51","NOTPRESENT","40","S3","NOTMARKED","66030a8f-00cc-4a22-9a3b-c419bd4e430d","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","MICHAEL CHISUM","2009-08-05T00:00:00.000Z","PETER SORENSEN","08052009_1_042.jpg","0","2.6","2",,"0","2009-08-05T00:00:00.000Z","12:31","1",,"1105010","WPD"
"POINT (-97.731915846191 30.258713595744)","105776","0","1","62430","1105490","25",,"1931-08-18T00:00:00.000Z","1931","SSM","1948","GDELANO","2015-04-23T10:35:10.000Z","GDELANO","2015-04-23T12:55:13.000Z",,"LBL","J21","615B","252643","CITY","CITY","NO_SOURCE","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"464.8999939","N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","38e12c26-a0e8-4519-b46b-85fff6ecef3b","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.740115863885 30.249356036375)","106042","0","1","70932","2057810","112","difficult to measure","1930-08-12T00:00:00.000Z","1930","SSM",,"DDAVIS","2009-04-13T00:00:00.000Z","DWARDEN","2019-04-17T19:42:31.000Z","DDAVIS","BLU","J20","615J","498902","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3115321.7212","10063968.319","DIG07","SUB-M",,"478.67999268","N","CONCRETE","476.1000061","71","8","T","6","58","28","27","GRADE","61","18","31","NOTPRESENT","50","G3","GOOD","22b04f46-c702-4279-b897-74121d63cc60","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-27T00:00:00.000Z",,"07302007_3_077.jpg","0",,,"2018-01-15T00:00:00.000Z","0",,,,,"1105026","WPD"
"POINT (-97.730818330769 30.258487074217)","105863","0","1","62441","1105490","291",,"1931-08-18T00:00:00.000Z","1931","SSM","1958","GDELANO","2015-04-23T11:52:22.000Z","GDELANO","2015-04-23T11:55:35.000Z",,"LBL","J21","615B","106802","CITY","CITY","SSM","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"465.11999512","N","NODATA",,,,"N",,"36",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","0cdd51fc-832c-4833-a89d-a1beb80fb71e","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.736468568464 30.260302782752)","105954","0","1","106272","1964706","289",,"1931-09-01T00:00:00.000Z","1931","SSM","1955","RODAVILA","2009-06-16T00:00:00.000Z","MMARKOWSKI","2018-06-19T10:32:21.000Z","SJOHNSON","WLR","J21","615B","106400","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"481.79000854","N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","e2ce140a-a899-433b-bbfd-2fc543c46ebc","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.725555228655 30.262648032429)","105852","0","1","96732","1077026","25",,,,"NO_SOURCE",,"RODAVILA","2009-06-12T00:00:00.000Z","GDELANO","2015-03-27T13:06:18.000Z","DDAVIS","LBL","K22","585Y","402206","CITY","CITY","PHYS_INSP","DEM","GPS","3119807.8151","10068911.516","DIG06","SUB-M",,"482.44000244","N","CONCRETE","480.10998535","43","4","T","2","43","26","18","GRADE","48","18","28","PRESENT","50","G3","FAIR","078a5a78-deab-4be5-8f7f-99acc79c9823","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,"2006-05-25T00:00:00.000Z",,"A_052506_0080.jpg","0",,,,"0",,,,,"1105070","WPD"
