"masterincidentnumber","calendaryear","month","dayofmonth","call_type","problem","battalion","jurisdiction","responsearea","prioritydescription","response_status","districts","location_1"
"14010931","2014","Feb","1","Fire","TRASH - Trash Fire","B5","AFD","00-2204","3F","Code 3","-","(30232049, 97718725)"
"14010937","2014","Feb","1","Fire","TRASH - Trash Fire","B4","AFD","00-1705","3F","Code 3","-","(30228326, 97782257)"
"14010998","2014","Feb","1","Fire","BBQ - Unsafe Cooking","B3","AFD","00-3003","4F","Code 3","-","(30392849, 97676295)"
"14011007","2014","Feb","1","Fire","TRASH - Trash Fire","B5","AFD","00-0501","3F","Code 3","-","(30280761, 97676258)"
"14011029","2014","Feb","1","Fire","ELEC - Electrical Fire","B1","AFD","00-1206","3F","Code 3","-","(30309366, 97746649)"
"14011036","2014","Feb","2","Fire","ELEC - Electrical Fire","B3","AFD","00-1804","3F","Code 3","-","(30331266, 97687361)"
"14011053","2014","Feb","2","Fire","GRASS - Small Grass Fire","B1","AFD","00-0901","3F","Code 3","-","(30302741, 97738147)"
"14011209","2014","Feb","2","Fire","TRASH - Trash Fire","B3","AFD","00-0803","3F","Code 3","-","(30360802, 97715074)"
"14001313","2014","Jan","4","Fire","ELEC - Electrical Fire","B1","AFD","00-0302","3F","Code 3","-","(30306138, 97754639)"
"14001323","2014","Jan","4","Fire","BBQ - Unsafe Cooking","B5","AFD","00-0701","4F","Code 1","-","(30261011, 97720581)"
"14001400","2014","Jan","5","Fire","AUTO - Auto Fire","B1","AFD","00-0203","2F","Code 3","-","(30274611, 97730983)"
"14001420","2014","Jan","5","Fire","TRASH - Trash Fire","B5","AFD","00-2404","3F","Code 1","-","(30164123, 97744681)"
"14001457","2014","Jan","5","Fire","GRASS - Small Grass Fire","B5","AFD","00-0601","3F","Code 3","-","(30247324, 97735602)"
"14001523","2014","Jan","5","Fire","TRASH - Trash Fire","B3","AFD","00-0803","3F","Code 3","-","(30362969, 97711833)"
"14011284","2014","Feb","2","Fire","TRASH - Trash Fire","B5","AFD","00-2206","3F","Code 1","-","(30219423, 97695552)"
"14011305","2014","Feb","2","Fire","ELEC - Electrical Fire","B1","AFD","00-0901","3F","Code 3","-","(30308936, 97730591)"
"14011350","2014","Feb","3","Fire","DUMP - Dumpster Fire","B4","AFD","00-1705","3F","Code 3","-","(30233463, 97777628)"
"14011412","2014","Feb","3","Fire","AUTO - Auto Fire","B3","AFD","00-1803","2F","Code 3","-","(30321693, 97706371)"
"14011433","2014","Feb","3","Fire","BBQ - Unsafe Cooking","B3","AFD","00-2803","4F","Code 1","-","(30412377, 97691217)"
"14001633","2014","Jan","6","Fire","ELEC - Electrical Fire","B3","AFD","00-1407","3F","Code 3","-","(30310475, 97711939)"
"14011476","2014","Feb","3","Fire","TRASH - Trash Fire","B4","AFD","00-2002","3F","Code 3","-","(30202285, 97822426)"
"14011519","2014","Feb","3","Fire","TRASH - Trash Fire","B3","AFD","00-3003","3F","Code 3","-","(30382677, 97682433)"
"14001678","2014","Jan","6","Fire","GRASS - Small Grass Fire","B5","AFD","00-0602","3F","Code 3","-","(30223569, 97747295)"
"14001695","2014","Jan","6","Fire","DUMP - Dumpster Fire","B2","AFD","00-2104","3F","Code 3","-","(30372384, 97743592)"
"14001710","2014","Jan","6","Fire","AUTO - Auto Fire","B4","AFD","00-3208","2F","Left Blank","-","(30277537, 97819543)"
"14001723","2014","Jan","6","Fire","ELEC - Electrical Fire","B1","AFD","00-0102","3F","Code 3","-","(30272249, 97748648)"
"14001801","2014","Jan","6","Fire","AUTO - Auto Fire","B3","AFD","00-0803","2F","Code 3","-","(30355955, 97703248)"
"14001879","2014","Jan","6","Fire","GRASS - Small Grass Fire","B5","AFD","00-1501","3F","Code 3","-","(30263576, 97689696)"
"14001881","2014","Jan","6","Fire","TRASH - Trash Fire","B3","AFD","00-1802","3F","Code 3","-","(30300266, 97685807)"
"14001890","2014","Jan","6","Fire","TRASH - Trash Fire","B1","AFD","00-0303","3F","Code 3","-","(30299527, 97737924)"
"14001920","2014","Jan","6","Fire","GRASS - Small Grass Fire","B3","AFD","00-3004","3F","Code 3","-","(30375426, 97672535)"
"14001990","2014","Jan","6","Fire","BOXL- Structure Fire","B5","AFD","00-2403","1F","Code 3","-","(30193069, 97764278)"
"14001991","2014","Jan","6","Fire","TRASH - Trash Fire","B4","AFD","00-1706","3F","Code 3","-","(30237476, 97771088)"
"14002054","2014","Jan","7","Fire","TRASH - Trash Fire","B4","AFD","00-1707","3F","Code 3","-","(30220509, 97758314)"
"14011546","2014","Feb","3","Fire","TRASH - Trash Fire","B3","AFD","00-2304","3F","Code 3","-","(30350775, 97675987)"
"14011550","2014","Feb","3","Fire","ELEC - Electrical Fire","B2","AFD","00-2101","3F","Code 3","-","(30359722, 97750232)"
"14011581","2014","Feb","3","Fire","ELEC - Electrical Fire","B3","AFD","00-2606","3F","Code 3","-","(30288259, 97647172)"
"14011587","2014","Feb","3","Fire","GRASS - Small Grass Fire","B3","AFD","00-0807","3F","Code 3","-","(30400287, 97742467)"
"14011595","2014","Feb","3","Fire","AUTO - Auto Fire","B4","AFD","00-3602","2F","Left Blank","-","(30140671, 97769619)"
"14011602","2014","Feb","3","Fire","AUTO - Auto Fire","B2","AFD","00-3401","2F","Code 3","-","(30469128, 97793288)"
"14011620","2014","Feb","3","Fire","TRASH - Trash Fire","B1","AFD","00-1201","3F","Code 3","-","(30320587, 97753516)"
"14011734","2014","Feb","4","Fire","AUTO - Auto Fire","B4","AFD","00-27SV","2F","Code 3","-","(30232638, 97818416)"
"14011748","2014","Feb","4","Fire","ELEC - Electrical Fire","B4","AFD","00-2904","3F","Code 3","-","(30177389, 97839274)"
"14011907","2014","Feb","4","Fire","DUMP - Dumpster Fire","B1","AFD","00-0301","3F","Code 3","-","(30288324, 97749326)"
"14012006","2014","Feb","5","Fire","ELEC - Electrical Fire","B1","AFD","00-1203","3F","Left Blank","-","(30337148, 97745573)"
"14012039","2014","Feb","5","Fire","ELEC - Electrical Fire","B4","AFD","00-3703","3F","Code 1","-","(30238329, 97882164)"
"14012161","2014","Feb","5","Fire","AUTO - Auto Fire","B1","AFD","00-0903","2F","Code 3","-","(30315988, 97717643)"
"14012166","2014","Feb","5","Fire","ELEC - Electrical Fire","B3","AFD","00-2301","3F","Code 3","-","(30361505, 97677698)"
"14012181","2014","Feb","5","Fire","ELEC - Electrical Fire","B4","AFD","00-1101","3F","Code 3","-","(30252799, 97763685)"
"14012239","2014","Feb","6","Fire","TRASH - Trash Fire","B2","AFD","00-2501","3F","Code 1","-","(30432722, 97765654)"
"14012300","2014","Feb","6","Fire","DUMP - Dumpster Fire","B2","AFD","00-2103","3F","Code 3","-","(30376352, 97757237)"
"14012331","2014","Feb","6","Fire","ELEC - Electrical Fire","B2","AFD","00-3102","3F","Code 1","-","(30379666, 97799074)"
"14012334","2014","Feb","6","Fire","TRASH - Trash Fire","B3","AFD","00-3005","3F","Code 3","-","(30367913, 97684587)"
"14012410","2014","Feb","6","Fire","ELEC - Electrical Fire","B3","AFD","00-3005","3F","Code 3","-","(30371802, 97687186)"
"14014135","2014","Feb","12","Fire","TRASH - Trash Fire","B5","AFD","00-2403","3F","Code 3","-","(30180936, 97755383)"
"14012609","2014","Feb","7","Fire","AUTO - Auto Fire","B2","AFD","00-3802","2F","Code 3","-","(30451192, 97802544)"
"14012610","2014","Feb","7","Fire","TRASH - Trash Fire","B2","AFD","00-1903","3F","Code 3","-","(30338975, 97754358)"
"14012676","2014","Feb","7","Fire","GRASS - Small Grass Fire","B3","AFD","00-2608","3F","Code 3","-","(30301628, 97651099)"
"14012766","2014","Feb","7","Fire","ELEC - Electrical Fire","B3","AFD","00-1803","3F","Code 3","-","(30308559, 97705816)"
"14012817","2014","Feb","8","Fire","ELEC - Electrical Fire","B5","AFD","00-0603","3F","Code 3","-","(30235725, 97756802)"
"14014228","2014","Feb","12","Fire","ELEC - Electrical Fire","B5","AFD","00-0504","3F","Code 3","-","(30289603, 97672208)"
"14012861","2014","Feb","8","Fire","ELEC - Electrical Fire","B4","AFD","00-3606","3F","Code 1","-","(30185321, 97781377)"
"14012939","2014","Feb","8","Fire","ELEC - Electrical Fire","B2","AFD","00-4401","3F","Code 3","-","(30428704, 97778874)"
"14012955","2014","Feb","8","Fire","ELEC - Electrical Fire","B4","AFD","00-2005","3F","Code 3","-","(30203963, 97787007)"
"14013018","2014","Feb","8","Fire","DUMP - Dumpster Fire","B3","AFD","00-4001","3F","Code 3","-","(30400029, 97652624)"
"14014306","2014","Feb","13","Fire","ELEC - Electrical Fire","B4","AFD","00-1703","3F","Code 3","-","(30227304, 97781491)"
"14014325","2014","Feb","13","Fire","ELEC - Electrical Fire","B4","AFD","00-3604","3F","Code 3","-","(30156051, 97815901)"
"14013051","2014","Feb","8","Fire","TRASH - Trash Fire","B4","AFD","00-2004","3F","Code 3","-","(30213143, 97808013)"
"14013085","2014","Feb","8","Fire","TRASH - Trash Fire","B5","AFD","00-0604","3F","Code 3","-","(30251504, 97754281)"
"14013087","2014","Feb","8","Fire","TRASH - Trash Fire","B4","AFD","00-3703","3F","Left Blank","-","(30234751, 97896423)"
"14014363","2014","Feb","13","Fire","GRASS - Small Grass Fire","B5","AFD","00-4204","3F","Code 3","-","(30203685, 97640756)"
"14014418","2014","Feb","13","Fire","ELEC - Electrical Fire","B4","AFD","00-2001","3F","Code 3","-","(30206504, 97813743)"
"14014426","2014","Feb","13","Fire","AUTO - Auto Fire","B3","AFD","00-2803","2F","Code 3","-","(30410669, 97709323)"
"14014441","2014","Feb","13","Fire","ELEC - Electrical Fire","B2","AFD","00-3403","3F","Code 3","-","(30469544, 97802761)"
"14014505","2014","Feb","13","Fire","AUTO - Auto Fire","B4","AFD","00-2005","2F","Code 3","-","(30208746, 97785254)"
"14014516","2014","Feb","13","Fire","TRASH - Trash Fire","B3","AFD","00-2805","3F","Code 3","-","(30401326, 97726469)"
"14014522","2014","Feb","13","Fire","TRASH - Trash Fire","B4","AFD","00-2903","3F","Code 3","-","(30176782, 97828081)"
"14014608","2014","Feb","14","Fire","GRASS - Small Grass Fire","B1","AFD","00-0301","3F","Code 3","-","(30295429, 97742817)"
"14014620","2014","Feb","14","Fire","ELEC - Electrical Fire","B5","AFD","00-2401","3F","Code 3","-","(30191283, 97731155)"
"14013324","2014","Feb","9","Fire","AUTO - Auto Fire","B1","AFD","00-0203","2F","Code 3","-","(30275968, 97713268)"
"14013373","2014","Feb","9","Fire","TRASH - Trash Fire","B4","AFD","00-1103","3F","Code 1","-","(30245369, 97785011)"
"14013378","2014","Feb","9","Fire","TRASH - Trash Fire","B3","AFD","00-2806","3F","Code 3","-","(30430619, 97725933)"
"14013387","2014","Feb","9","Fire","AUTO - Auto Fire","B2","AFD","00-2102","2F","Code 3","-","(30383137, 97766568)"
"14013421","2014","Feb","9","Fire","ELEC - Electrical Fire","B5","AFD","00-0505","3F","Code 3","-","(30281641, 97660498)"
"14014685","2014","Feb","14","Fire","AUTO - Auto Fire","B2","AFD","00-2501","2F","Code 3","-","(30434378, 97760076)"
"14014698","2014","Feb","14","Fire","ELEC - Electrical Fire","B2","AFD","00-2102","3F","Code 3","-","(30362446, 97768382)"
"14014809","2014","Feb","14","Fire","AUTO - Auto Fire","B3","AFD","00-0807","2F","Code 3","-","(30387212, 97744138)"
"14014926","2014","Feb","14","Fire","BBQ - Unsafe Cooking","B2","AFD","00-3904","4F","Code 3","-","(30399549, 97850814)"
"14014947","2014","Feb","14","Fire","TRASH - Trash Fire","B5","AFD","00-0604","3F","Code 3","-","(30259584, 97753482)"
"14013618","2014","Feb","10","Fire","TRASH - Trash Fire","B4","AFD","00-1702","3F","Code 3","-","(30217862, 97774433)"
"14013925","2014","Feb","11","Fire","ELEC - Electrical Fire","B1","AFD","00-1001","3F","Code 3","-","(30290203, 97771411)"
"14015126","2014","Feb","15","Fire","TRASH - Trash Fire","B3","AFD","00-2806","3F","Code 3","-","(30425382, 97720256)"
"14015244","2014","Feb","15","Fire","AUTO - Auto Fire","B5","AFD","00-3502","2F","Code 3","-","(30226353, 97736765)"
"14015267","2014","Feb","15","Fire","BBQ - Unsafe Cooking","B3","AFD","00-3004","4F","Code 3","-","(30378579, 97674641)"
"14015284","2014","Feb","15","Fire","BBQ - Unsafe Cooking","B2","AFD","00-3402","4F","Left Blank","-","(30457576, 97797107)"
"14015355","2014","Feb","15","Fire","TRASH - Trash Fire","B3","AFD","00-2304","3F","Code 3","-","(30355673, 97683941)"
"14015410","2014","Feb","16","Fire","TRASH - Trash Fire","B1","AFD","00-0201","3F","Code 3","-","(30287508, 97742669)"
"14015508","2014","Feb","16","Fire","BBQ - Unsafe Cooking","B4","AFD","00-1707","4F","Code 1","-","(30225385, 97751186)"
"14015538","2014","Feb","16","Fire","GRASS - Small Grass Fire","B4","AFD","00-3603","3F","Code 3","-","(30144497, 97794816)"
"14015556","2014","Feb","16","Fire","BBQ - Unsafe Cooking","B3","AFD","00-3004","4F","Code 1","-","(30394254, 97671294)"
"14028093","2014","Mar","25","Fire","GRASS - Small Grass Fire","B4","AFD","00-4301","3F","Code 3","-","(30200995, 97866869)"
"14015600","2014","Feb","16","Fire","AUTO - Auto Fire","B3","AFD","00-1803","2F","Code 3","-","(30320304, 97696341)"
"14015627","2014","Feb","16","Fire","TRASH - Trash Fire","B5","AFD","00-2403","3F","Code 1","-","(30185166, 97765107)"
"14028124","2014","Mar","25","Fire","AUTO - Auto Fire","B3","AFD","00-1804","2F","Code 3","-","(30332412, 97687076)"
"14028133","2014","Mar","25","Fire","TRASH - Trash Fire","B4","AFD","00-3607","3F","Code 3","-","(30190894, 97771743)"
"14028136","2014","Mar","25","Fire","AUTO - Auto Fire","B1","AFD","00-1201","2F","Code 3","-","(30320568, 97753479)"
"14028186","2014","Mar","25","Fire","GRASS - Small Grass Fire","B5","AFD","00-1501","3F","Code 3","-","(30253583, 97680061)"
"14028187","2014","Mar","25","Fire","GRASS - Small Grass Fire","B5","AFD","00-1501","3F","Code 3","-","(30263581, 97672755)"
"14028188","2014","Mar","25","Fire","GRASS - Small Grass Fire","B5","AFD","00-0501","3F","Code 3","-","(30269692, 97669753)"
"14028228","2014","Mar","25","Fire","GRASS - Small Grass Fire","B3","AFD","00-1401","3F","Code 3","-","(30295291, 97688882)"
"14028235","2014","Mar","25","Fire","GRASS - Small Grass Fire","B5","AFD","00-0503","3F","Code 3","-","(30292534, 97689275)"
"14028239","2014","Mar","25","Fire","GRASS - Small Grass Fire","B5","AFD","00-0503","3F","Code 3","-","(30292534, 97689275)"
"14028243","2014","Mar","25","Fire","ELEC - Electrical Fire","B2","AFD","00-1903","3F","Code 3","-","(30350567, 97762454)"
"14028287","2014","Mar","25","Fire","TRASH - Trash Fire","B4","AFD","00-2901","3F","Code 1","-","(30213685, 97842349)"
"14028313","2014","Mar","26","Fire","GRASS - Small Grass Fire","B3","AFD","00-1401","3F","Code 3","-","(30292534, 97689275)"
"14028322","2014","Mar","26","Fire","TRASH - Trash Fire","B3","AFD","00-1802","3F","Code 3","-","(30306468, 97680057)"
"14015851","2014","Feb","17","Fire","TRASH - Trash Fire","B3","AFD","00-1804","3F","Code 3","-","(30324424, 97702549)"
"14015869","2014","Feb","17","Fire","ELEC - Electrical Fire","B2","AFD","00-2501","3F","Code 3","-","(30434566, 97759958)"
"14015883","2014","Feb","17","Fire","GRASS - Small Grass Fire","B4","AFD","00-3602","3F","Code 3","-","(30141992, 97794946)"
"14015935","2014","Feb","17","Fire","AUTO - Auto Fire","B4","AFD","00-2704","2F","Code 3","-","(30216295, 97841182)"
"14028446","2014","Mar","26","Fire","ELEC - Electrical Fire","B3","AFD","00-2606","3F","Code 3","-","(30289323, 97646637)"
"14016084","2014","Feb","18","Fire","ELEC - Electrical Fire","B5","AFD","00-0501","3F","Code 3","-","(30279129, 97676125)"
"14016085","2014","Feb","18","Fire","GRASS - Small Grass Fire","B1","AFD","00-0401","3F","Code 3","-","(30268956, 97755263)"
"14028497","2014","Mar","26","Fire","ELEC - Electrical Fire","B5","AFD","00-3502","3F","Code 3","-","(30228577, 97735503)"
"14028529","2014","Mar","26","Fire","TRASH - Trash Fire","B3","AFD","00-2806","3F","Code 3","-","(30429053, 97716273)"
"14028537","2014","Mar","26","Fire","ELEC - Electrical Fire","B4","AFD","00-4302","3F","Code 3","-","(30195869, 97886475)"
"14028548","2014","Mar","26","Fire","TRASH - Trash Fire","B5","AFD","00-0701","3F","Code 3","-","(30258928, 97723775)"
"14028804","2014","Mar","27","Fire","ELEC - Electrical Fire","B1","AFD","00-1206","3F","Code 3","-","(30306091, 97744986)"
"14028945","2014","Mar","28","Fire","TRASH - Trash Fire","B4","AFD","00-3601","3F","Code 1","-","(30171406, 97796006)"
"14029002","2014","Mar","28","Fire","ELEC - Electrical Fire","B3","AFD","00-0803","3F","Code 1","-","(30355094, 97711414)"
"14016199","2014","Feb","18","Fire","DUMP - Dumpster Fire","B1","AFD","00-1204","3F","Code 3","-","(30327426, 97733785)"
"14016262","2014","Feb","18","Fire","AUTO - Auto Fire","B5","AFD","00-0504","2F","Code 3","-","(30292318, 97663638)"
"14016328","2014","Feb","19","Fire","ELEC - Electrical Fire","B4","AFD","00-2904","3F","Code 3","-","(30174261, 97834282)"
"14016371","2014","Feb","19","Fire","AUTO - Auto Fire","B1","AFD","00-0302","2F","Code 3","-","(30299733, 97757671)"
"14016374","2014","Feb","19","Fire","TRASH - Trash Fire","B3","AFD","00-1802","3F","Code 3","-","(30299432, 97681568)"
"14029057","2014","Mar","28","Fire","BBQ - Unsafe Cooking","B3","AFD","00-0803","4F","Code 1","-","(30359228, 97714929)"
"14029174","2014","Mar","28","Fire","AUTO - Auto Fire","B4","AFD","00-2705","2F","Code 3","-","(30214668, 97854051)"
"14029178","2014","Mar","28","Fire","ELEC - Electrical Fire","B3","AFD","00-1801","3F","Code 3","-","(30313525, 97665648)"
"14029203","2014","Mar","28","Fire","AUTO - Auto Fire","B3","AFD","00-0803","2F","Code 3","-","(30363705, 97715809)"
"14029428","2014","Mar","29","Fire","AUTO - Auto Fire","B2","AFD","00-1605","2F","Code 3","-","(30328929, 97724471)"
"14029447","2014","Mar","29","Fire","TRASH - Trash Fire","B5","AFD","00-4210","3F","Left Blank","-","(30165936, 97619692)"
"14029455","2014","Mar","29","Fire","ELEC - Electrical Fire","B3","AFD","00-1801","3F","Code 3","-","(30312114, 97677829)"
"14029468","2014","Mar","29","Fire","GRASS - Small Grass Fire","B2","AFD","00-1602","3F","Code 1","-","(30341122, 97702759)"
"14029600","2014","Mar","29","Fire","TRASH - Trash Fire","B3","AFD","00-0804","3F","Code 3","-","(30357265, 97726814)"
"14029668","2014","Mar","29","Fire","TRASH - Trash Fire","B5","AFD","00-2402","3F","Code 3","-","(30212792, 97752836)"
"14029720","2014","Mar","30","Fire","DUMP - Dumpster Fire","B4","AFD","00-2903","3F","Code 3","-","(30173803, 97826429)"
"14029745","2014","Mar","30","Fire","GRASS - Small Grass Fire","B3","AFD","00-4005","3F","Left Blank","-","(30440731, 97667765)"
"14029746","2014","Mar","30","Fire","GRASS - Small Grass Fire","B3","AFD","00-4005","3F","Code 3","-","(30440736, 97667764)"
"14029774","2014","Mar","30","Fire","ELEC - Electrical Fire","B1","AFD","00-0102","3F","Code 3","-","(30270471, 97740426)"
"14029802","2014","Mar","30","Fire","TRASH - Trash Fire","B2","AFD","00-1905","3F","Code 3","-","(30327836, 97760153)"
"14029814","2014","Mar","30","Fire","TRASH - Trash Fire","B1","AFD","00-0201","3F","Other","-","(30284297, 97741866)"
"14029846","2014","Mar","30","Fire","GRASS - Small Grass Fire","B5","AFD","00-2404","3F","Left Blank","-","(30157687, 97743663)"
"14029897","2014","Mar","30","Fire","BBQ - Unsafe Cooking","B3","AFD","00-2305","4F","Code 1","-","(30344744, 97701828)"
"14029916","2014","Mar","30","Fire","GRASS - Small Grass Fire","B2","AFD","00-3303","3F","Code 3","-","(30407771, 97748482)"
"14029922","2014","Mar","30","Fire","AUTO - Auto Fire","B5","AFD","00-0502","2F","Code 3","-","(30278607, 97689857)"
"14029931","2014","Mar","30","Fire","DUMP - Dumpster Fire","B5","AFD","00-2203","3F","Code 3","-","(30236892, 97711338)"
"14029942","2014","Mar","30","Fire","BBQ - Unsafe Cooking","B2","AFD","00-1603","4F","Code 1","-","(30323591, 97709109)"
"14029945","2014","Mar","30","Fire","GRASS - Small Grass Fire","B3","AFD","00-1401","3F","Code 3","-","(30302289, 97699861)"
"14029954","2014","Mar","30","Fire","TRASH - Trash Fire","B3","AFD","00-4003","3F","Code 3","-","(30371028, 97650223)"
"14029970","2014","Mar","30","Fire","ELEC - Electrical Fire","B3","AFD","00-3002","3F","Code 1","-","(30392729, 97704419)"
"14029973","2014","Mar","30","Fire","TRASH - Trash Fire","B3","AFD","00-4003","3F","Code 1","-","(30371064, 97650288)"
"14030002","2014","Mar","30","Fire","ELEC - Electrical Fire","B3","AFD","00-2306","3F","Code 3","-","(30352857, 97691818)"
"14030004","2014","Mar","30","Fire","AUTO - Auto Fire","B3","AFD","00-1401","2F","Code 3","-","(30302555, 97697646)"
"14030091","2014","Mar","31","Fire","AUTO - Auto Fire","B4","AFD","00-3611","2F","Code 3","-","(30169726, 97783941)"
"14030116","2014","Mar","31","Fire","AUTO - Auto Fire","B4","AFD","00-3603","2F","Code 3","-","(30109604, 97808477)"
"14030222","2014","Mar","31","Fire","AUTO - Auto Fire","B5","AFD","00-4204","2F","Code 3","-","(30207673, 97648509)"
"14016562","2014","Feb","19","Fire","GRASS - Small Grass Fire","B5","AFD","00-3502","3F","Code 3","-","(30226945, 97730849)"
"14016565","2014","Feb","19","Fire","TRASH - Trash Fire","B5","AFD","00-2403","3F","Code 3","-","(30177661, 97769561)"
"14016590","2014","Feb","19","Fire","AUTO - Auto Fire","B1","AFD","00-0201","2F","Code 3","-","(30283955, 97744047)"
"14016617","2014","Feb","19","Fire","TRASH - Trash Fire","B3","AFD","00-4003","3F","Code 1","-","(30374636, 97661161)"
"14016628","2014","Feb","19","Fire","ELEC - Electrical Fire","B1","AFD","00-0401","3F","Code 3","-","(30279671, 97766136)"
"14016703","2014","Feb","20","Fire","AUTO - Auto Fire","B4","AFD","00-2705","2F","Code 3","-","(30200335, 97875369)"
"14016724","2014","Feb","20","Fire","TRASH - Trash Fire","B3","AFD","00-2303","3F","Code 3","-","(30329801, 97676213)"
"14030255","2014","Mar","31","Fire","TRASH - Trash Fire","B2","AFD","00-3303","3F","Code 3","-","(30400556, 97751111)"
"14030279","2014","Mar","31","Fire","TRASH - Trash Fire","B2","AFD","00-2104","3F","Code 3","-","(30374148, 97740567)"
"14030339","2014","Apr","1","Fire","AUTO - Auto Fire","B4","AFD","00-3606","2F","Left Blank","-","(30190478, 97785192)"
"14030386","2014","Apr","1","Fire","AUTO - Auto Fire","B2","AFD","00-1602","2F","Code 3","-","(30341913, 97716237)"
"14030401","2014","Apr","1","Fire","TRASH - Trash Fire","B3","AFD","00-1804","3F","Code 3","-","(30333944, 97693114)"
"14030444","2014","Apr","1","Fire","ELEC - Electrical Fire","B3","AFD","00-2301","3F","Code 3","-","(30355722, 97675684)"
"14030601","2014","Apr","1","Fire","TRASH - Trash Fire","B1","AFD","00-0102","3F","Code 3","-","(30268161, 97743171)"
"14030883","2014","Apr","2","Fire","AUTO - Auto Fire","B4","AFD","00-1710","2F","Code 3","-","(30191391, 97769862)"
"14016878","2014","Feb","20","Fire","AUTO - Auto Fire","B3","AFD","00-2304","2F","Code 3","-","(30342964, 97695098)"
"14016916","2014","Feb","20","Fire","GRASS - Small Grass Fire","B5","AFD","00-3503","3F","Code 3","-","(30213131, 97711886)"
"14016929","2014","Feb","20","Fire","ELEC - Electrical Fire","B3","AFD","00-0807","3F","Code 3","-","(30393224, 97732709)"
"14016964","2014","Feb","20","Fire","TRASH - Trash Fire","B3","AFD","00-2601","3F","Code 1","-","(30293397, 97630286)"
"14017140","2014","Feb","21","Fire","ELEC - Electrical Fire","B5","AFD","00-0701","3F","Code 3","-","(30264195, 97721353)"
"14017170","2014","Feb","21","Fire","TRASH - Trash Fire","B5","AFD","00-2403","3F","Code 3","-","(30190349, 97770032)"
"14017216","2014","Feb","21","Fire","TRASH - Trash Fire","B4","AFD","00-2703","3F","Code 1","-","(30243678, 97828009)"
"14030920","2014","Apr","2","Fire","AUTO - Auto Fire","B3","AFD","00-0807","2F","Code 3","-","(30394079, 97745978)"
"14017240","2014","Feb","21","Fire","AUTO - Auto Fire","B3","AFD","00-0803","2F","Code 3","-","(30363262, 97717261)"
"14017243","2014","Feb","21","Fire","GRASS - Small Grass Fire","B1","AFD","00-0202","3F","Code 3","-","(30281853, 97746267)"
"14031070","2014","Apr","3","Fire","GRASS - Small Grass Fire","B3","AFD","00-0801","3F","Code 3","-","(30377415, 97716887)"
"14031090","2014","Apr","3","Fire","TRASH - Trash Fire","B3","AFD","00-2805","3F","Code 3","-","(30391173, 97721752)"
"14031131","2014","Apr","3","Fire","GRASS - Small Grass Fire","B3","AFD","00-0805","3F","Code 3","-","(30361271, 97742097)"
"14017256","2014","Feb","21","Fire","AUTO - Auto Fire","B4","AFD","00-1705","2F","Code 3","-","(30230226, 97787784)"
"14017270","2014","Feb","21","Fire","TRASH - Trash Fire","B4","AFD","00-1702","3F","Code 3","-","(30207876, 97780198)"
"14017299","2014","Feb","21","Fire","TRASH - Trash Fire","B1","AFD","00-0303","3F","Code 3","-","(30300803, 97738197)"
"14017310","2014","Feb","21","Fire","DUMP - Dumpster Fire","B3","AFD","00-2804","3F","Code 3","-","(30397847, 97718067)"
"14017351","2014","Feb","22","Fire","ELEC - Electrical Fire","B5","AFD","00-2403","3F","Code 3","-","(30190343, 97767086)"
"14031194","2014","Apr","3","Fire","ELEC - Electrical Fire","B2","AFD","00-1902","3F","Code 3","-","(30342303, 97776466)"
"14031211","2014","Apr","3","Fire","ELEC - Electrical Fire","B2","AFD","00-1903","3F","Code 3","-","(30352971, 97757926)"
"14031336","2014","Apr","4","Fire","TRASH - Trash Fire","B3","AFD","00-2305","3F","Code 3","-","(30344908, 97701754)"
"14031370","2014","Apr","4","Fire","AUTO - Auto Fire","B5","AFD","00-2201","2F","Code 3","-","(30231659, 97717471)"
"14031438","2014","Apr","4","Fire","GRASS - Small Grass Fire","B4","AFD","00-1705","3F","Code 3","-","(30234592, 97795998)"
"14017430","2014","Feb","22","Fire","ELEC - Electrical Fire","B2","AFD","00-1605","3F","Code 1","-","(30338395, 97733811)"
"14017436","2014","Feb","22","Fire","TRASH - Trash Fire","B1","AFD","00-1003","3F","Code 3","-","(30277661, 97771397)"
"14017449","2014","Feb","22","Fire","ELEC - Electrical Fire","B5","AFD","00-2403","3F","Code 3","-","(30180152, 97748123)"
"14031542","2014","Apr","4","Fire","GRASS - Small Grass Fire","B5","AFD","00-2206","3F","Code 3","-","(30222216, 97705176)"
"14031582","2014","Apr","4","Fire","TRASH - Trash Fire","B3","AFD","00-2801","3F","Code 3","-","(30424087, 97682856)"
"14031585","2014","Apr","4","Fire","DUMP - Dumpster Fire","B1","AFD","00-0102","3F","Code 3","-","(30265527, 97741062)"
"14017481","2014","Feb","22","Fire","TRASH - Trash Fire","B1","AFD","00-0303","3F","Code 3","-","(30299761, 97739981)"
"14017488","2014","Feb","22","Fire","TRASH - Trash Fire","B4","AFD","00-1702","3F","Code 3","-","(30207385, 97773642)"
"14031618","2014","Apr","4","Fire","TRASH - Trash Fire","B5","AFD","00-0701","3F","Code 3","-","(30266461, 97715287)"
"14031646","2014","Apr","5","Fire","ELEC - Electrical Fire","B4","AFD","00-1101","3F","Code 3","-","(30253847, 97763704)"
