"id","sensor_id","location_name","location","timestamp","voltage_y","voltage_x","voltage_ratio","air_temp_secondary","temp_surface","condition_code_displayed","condition_code_measured","condition_text_displayed","condition_text_measured","friction_code_displayed","friction_code_measured","friction_value_displayed","friction_value_measured","dirty_lens_score","grip_text","relative_humidity","air_temp_primary","air_temp_tertiary","status_code"
"420042","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-08T05:47:29.000","3032","2868","1.057","12.69","100.1","1","1","DRY","DRY","2","2","0.82","0.82","0","GOOD","43.5","12.57","21.23","-102"
"420043","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-08T05:48:30.000","2978","2884","1.033","12.69","100.1","1","1","DRY","DRY","2","2","0.82","0.82","0","GOOD","43.5","12.57","21.25","-102"
"420044","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-08T05:49:30.000","3004","2867","1.048","12.69","100.1","1","1","DRY","DRY","2","2","0.82","0.82","0","GOOD","43.5","12.57","21.25","-102"
"449468","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-24T04:44:35.000","1557","1537","1.013","-1.03","100.1","1","1","DRY","DRY","4","4","0.77","0.77","4","GOOD","82.59","-1.15","17.14","-102"
"654072","3","LAKELINE BLVD / 183 HWY SVRD","POINT (-97.8019562 30.4800491)","2022-04-24T04:55:08.000","1709","1664","1.027","21.21","21.37","1","1","DRY","DRY","3","3","0.7","0.7","4","GOOD","87.11","21.11","31.75","101"
"410576","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T16:32:46.000","1060","800","1.325","10.35","11.03","2","2","WT1","WT1","10","10","0.63","0.63","4","GOOD","75.93","10.43","29.31","-102"
"410577","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T16:33:46.000","935","983","0.952","9.25","10.09","2","2","WT1","WT1","5","5","0.5","0.5","4","FAIR","90.5","9.0","18.38","101"
"410578","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T16:33:46.000","1062","791","1.343","10.47","11.05","2","2","WT1","WT1","10","10","0.63","0.63","4","GOOD","76.57","10.49","29.29","-102"
"410579","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T16:34:47.000","1724","1505","1.145","9.27","10.21","2","1","WT1","DRY","5","8","0.5","0.5","4","FAIR","91.32","9.02","18.37","101"
"410580","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T16:34:47.000","1060","764","1.387","10.35","11.17","2","2","WT1","WT1","10","10","0.63","0.63","4","GOOD","76.69","10.43","29.22","-102"
"654073","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-04-24T04:55:08.000","1283","1361","0.943","21.93","23.01","1","1","DRY","DRY","3","3","0.7","0.7","4","GOOD","86.85","21.8","31.11","101"
"420049","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-08T05:54:32.000","3059","2802","1.092","12.69","100.1","1","1","DRY","DRY","2","2","0.82","0.82","0","GOOD","43.5","12.57","21.26","-102"
"440016","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-19T03:00:54.000","1731","1734","0.999","-0.29","2.45","1","1","DRY","DRY","2","2","0.8","0.8","4","GOOD","82.84","-0.58","8.16","101"
"429886","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-13T20:55:29.000","1868","1846","1.012","6.17","9.01","1","1","DRY","DRY","2","2","0.8","0.8","0","GOOD","72.11","5.8","14.95","101"
"429887","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-13T20:56:29.000","1873","1849","1.013","6.13","9.09","1","1","DRY","DRY","2","2","0.8","0.8","0","GOOD","72.13","5.76","14.92","101"
"429888","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-13T20:57:29.000","1874","1845","1.016","6.11","8.97","1","1","DRY","DRY","2","2","0.8","0.8","0","GOOD","72.29","5.7","14.88","101"
"429889","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-13T20:57:47.000","2374","2306","1.029","15.99","100.1","1","1","DRY","DRY","2","2","0.82","0.82","0","GOOD","30.6","15.9","31.05","-102"
"410351","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T14:40:15.000","910","833","1.092","11.05","12.31","2","2","WT1","WT1","8","5","0.5","0.5","4","FAIR","94.86","10.72","20.07","101"
"410352","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T14:40:15.000","796","289","2.751","11.91","12.51","3","3","WT2","WT2","13","13","0.51","0.51","4","FAIR","78.41","11.94","30.05","-102"
"410353","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T14:41:15.000","890","797","1.116","11.07","12.29","2","2","WT1","WT1","8","8","0.5","0.5","4","FAIR","94.88","10.74","20.06","101"
"410354","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T14:41:15.000","774","234","3.302","11.85","12.63","3","3","WT2","WT2","14","14","0.48","0.48","4","FAIR","78.28","11.89","29.94","-102"
"410355","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T14:42:16.000","1508","1182","1.276","11.09","12.37","2","1","WT1","DRY","8","8","0.5","0.5","4","FAIR","95.62","10.78","20.06","101"
"410356","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T14:42:16.000","779","226","3.449","11.71","12.47","3","3","WT2","WT2","14","14","0.48","0.48","4","FAIR","77.44","11.77","29.85","-102"
"410357","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T14:43:16.000","857","778","1.102","11.03","12.37","2","2","WT1","WT1","5","5","0.5","0.5","4","FAIR","95.07","10.71","20.07","101"
"410358","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T14:43:16.000","783","248","3.158","11.73","12.53","3","3","WT2","WT2","14","14","0.48","0.48","4","FAIR","77.98","11.79","29.84","-102"
"410359","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T14:44:16.000","886","810","1.095","11.01","12.31","2","2","WT1","WT1","5","5","0.5","0.5","4","FAIR","93.94","10.68","20.06","101"
"410360","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T14:44:16.000","791","250","3.161","11.77","12.53","3","3","WT2","WT2","14","14","0.48","0.48","4","FAIR","78.49","11.82","29.76","-102"
"482909","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-03-05T06:00:35.000","1516","1531","0.99","19.03","19.17","1","1","DRY","DRY","3","3","0.7","0.7","4","GOOD","87.35","18.91","28.15","101"
"482911","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-03-05T06:01:35.000","1518","1530","0.992","19.01","19.13","1","1","DRY","DRY","3","3","0.7","0.7","4","GOOD","87.43","18.89","28.14","101"
"459988","3","LAKELINE BLVD / 183 HWY SVRD","POINT (-97.8019562 30.4800491)","2022-02-27T00:55:49.000","668","418","1.599","2.45","2.11","3","3","WT2","WT2","9","9","0.4","0.4","4","FAIR","98.84","2.21","12.69","101"
"459989","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-27T00:56:16.000","835","877","0.953","3.79","3.43","2","2","WT1","WT1","5","5","0.5","0.5","4","FAIR","93.64","3.53","12.63","101"
"429890","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-13T20:58:30.000","1878","1845","1.018","6.09","8.99","1","1","DRY","DRY","2","2","0.8","0.8","0","GOOD","72.67","5.68","14.84","101"
"429891","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-13T20:59:30.000","1879","1851","1.015","6.01","8.95","1","1","DRY","DRY","2","2","0.8","0.8","0","GOOD","73.13","5.62","14.81","101"
"459990","3","LAKELINE BLVD / 183 HWY SVRD","POINT (-97.8019562 30.4800491)","2022-02-27T00:56:50.000","667","418","1.596","2.43","2.11","3","3","WT2","WT2","9","9","0.4","0.4","4","FAIR","98.7","2.2","12.7","101"
"449469","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-24T04:45:35.000","1525","1499","1.017","-1.03","100.1","1","1","DRY","DRY","4","4","0.77","0.77","4","GOOD","82.59","-1.15","17.23","-102"
"459991","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-27T00:57:16.000","833","877","0.95","3.77","3.41","2","2","WT1","WT1","5","5","0.5","0.5","4","FAIR","93.64","3.53","12.63","101"
"459992","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-27T00:57:41.000","1199","792","1.513","4.25","3.93","2","2","WT1","WT1","11","11","0.6","0.6","4","GOOD","80.99","4.14","22.05","-102"
"459993","3","LAKELINE BLVD / 183 HWY SVRD","POINT (-97.8019562 30.4800491)","2022-02-27T00:57:50.000","667","416","1.601","2.47","2.23","3","3","WT2","WT2","9","9","0.4","0.4","4","FAIR","98.72","2.21","12.69","101"
"420040","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-08T05:45:29.000","3039","2844","1.069","12.69","100.1","1","1","DRY","DRY","2","2","0.82","0.82","0","GOOD","43.5","12.57","21.24","-102"
"420041","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-08T05:46:29.000","2979","2823","1.055","12.69","100.1","1","1","DRY","DRY","2","2","0.82","0.82","0","GOOD","43.5","12.57","21.22","-102"
"459994","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-27T00:58:16.000","836","879","0.951","3.79","3.45","2","2","WT1","WT1","5","5","0.5","0.5","4","FAIR","93.55","3.53","12.62","101"
"440017","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-19T03:01:54.000","1733","1731","1.001","-0.29","2.33","1","1","DRY","DRY","2","2","0.8","0.8","4","GOOD","83.1","-0.59","8.14","101"
"440018","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-19T03:02:54.000","1735","1733","1.001","-0.31","2.39","1","1","DRY","DRY","2","2","0.8","0.8","4","GOOD","82.87","-0.61","8.14","101"
"440019","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-19T03:03:54.000","1739","1731","1.004","-0.33","2.39","1","1","DRY","DRY","2","2","0.8","0.8","4","GOOD","82.58","-0.59","8.12","101"
"420045","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-08T05:50:30.000","3046","2823","1.079","12.69","100.1","1","1","DRY","DRY","2","2","0.82","0.82","0","GOOD","43.5","12.57","21.25","-102"
"420046","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-08T05:51:31.000","3002","2863","1.049","12.69","100.1","1","1","DRY","DRY","2","2","0.82","0.82","0","GOOD","43.5","12.57","21.27","-102"
"420047","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-08T05:52:31.000","3042","2860","1.064","12.69","100.1","1","1","DRY","DRY","2","2","0.82","0.82","0","GOOD","43.5","12.57","21.26","-102"
"420048","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-08T05:53:32.000","3004","2842","1.057","12.69","100.1","1","1","DRY","DRY","2","2","0.82","0.82","0","GOOD","43.5","12.57","21.25","-102"
"410581","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T16:35:47.000","1569","1530","1.026","9.21","10.17","2","1","WT1","DRY","5","3","0.5","0.7","4","FAIR","91.41","8.98","18.36","101"
"410582","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T16:35:47.000","1067","768","1.39","10.07","10.99","2","2","WT1","WT1","10","10","0.63","0.63","4","GOOD","77.21","10.21","29.13","-102"
"410583","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T16:36:47.000","1038","1098","0.945","9.19","10.29","2","2","WT1","WT1","5","4","0.5","0.6","4","FAIR","91.76","8.97","18.34","101"
"410584","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T16:36:47.000","1046","833","1.257","10.05","10.83","2","2","WT1","WT1","10","9","0.63","0.67","4","GOOD","77.89","10.15","29.06","-102"
"410585","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T16:37:48.000","937","990","0.946","9.19","10.07","2","2","WT1","WT1","5","5","0.5","0.5","4","FAIR","91.5","8.94","18.33","101"
"410586","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T16:37:48.000","1043","808","1.29","10.11","10.65","2","2","WT1","WT1","10","10","0.63","0.63","4","GOOD","77.78","10.19","29.04","-102"
"410587","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T16:38:48.000","1293","1234","1.047","9.09","10.47","2","1","WT1","DRY","5","3","0.5","0.7","4","FAIR","91.03","8.91","18.31","101"
"410588","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T16:38:48.000","1028","810","1.27","10.15","10.81","2","2","WT1","WT1","10","9","0.63","0.67","4","GOOD","77.78","10.19","29.08","-102"
"410590","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T16:39:48.000","1066","802","1.329","10.21","10.83","2","2","WT1","WT1","10","10","0.63","0.63","4","GOOD","78.0","10.25","29.03","-102"
"410361","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T14:45:16.000","901","822","1.097","11.01","12.39","2","2","WT1","WT1","5","5","0.5","0.5","4","FAIR","94.94","10.71","20.06","101"
"410362","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T14:45:16.000","812","270","3.009","11.77","12.59","3","3","WT2","WT2","14","14","0.48","0.48","4","FAIR","79.05","11.83","29.67","-102"
"410364","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T14:46:17.000","896","832","1.078","11.01","12.31","2","2","WT1","WT1","5","5","0.5","0.5","4","FAIR","94.27","10.69","20.07","101"
"410363","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T14:46:17.000","814","278","2.925","11.81","12.61","3","3","WT2","WT2","13","13","0.51","0.51","4","FAIR","78.97","11.83","29.66","-102"
"410366","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T14:47:17.000","817","270","3.027","11.71","12.61","3","3","WT2","WT2","13","14","0.51","0.48","4","FAIR","78.27","11.75","29.62","-102"
"410365","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T14:47:17.000","913","838","1.09","11.01","12.31","2","2","WT1","WT1","5","5","0.5","0.5","4","FAIR","94.17","10.69","20.07","101"
"410367","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T14:48:17.000","610","573","1.066","10.97","11.79","2","3","WT1","WT2","5","5","0.5","0.5","4","FAIR","94.08","10.67","20.07","101"
"410368","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T14:48:17.000","807","280","2.886","11.59","12.51","3","3","WT2","WT2","13","13","0.51","0.51","4","FAIR","77.95","11.68","29.7","-102"
"410369","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T14:49:17.000","857","784","1.093","10.97","12.35","2","2","WT1","WT1","5","5","0.5","0.5","4","FAIR","94.41","10.67","20.06","101"
"410370","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-02T14:49:18.000","816","299","2.727","11.57","12.59","3","3","WT2","WT2","13","13","0.51","0.51","4","FAIR","78.15","11.64","29.62","-102"
"410589","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-02T16:39:48.000","943","999","0.944","9.13","9.99","2","2","WT1","WT1","4","5","0.6","0.5","4","GOOD","91.53","8.9","18.29","101"
"440020","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-19T03:04:55.000","1736","1733","1.002","-0.23","2.39","1","1","DRY","DRY","2","2","0.8","0.8","4","GOOD","83.23","-0.59","8.13","101"
"459995","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-27T00:58:42.000","1208","812","1.487","4.21","3.83","2","2","WT1","WT1","11","11","0.6","0.6","4","GOOD","80.99","4.13","22.01","-102"
"459996","3","LAKELINE BLVD / 183 HWY SVRD","POINT (-97.8019562 30.4800491)","2022-02-27T00:58:50.000","668","420","1.59","2.47","2.23","3","3","WT2","WT2","9","9","0.4","0.4","4","FAIR","98.81","2.21","12.68","101"
"449477","1","11TH ST / 35 SVRD","POINT (-97.7324753 30.2703285)","2022-02-24T04:55:38.000","1535","1536","0.999","-1.03","100.1","1","1","DRY","DRY","4","4","0.77","0.77","4","GOOD","82.59","-1.15","17.4","-102"
"429899","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-13T21:06:32.000","1866","1869","0.998","5.79","8.81","1","1","DRY","DRY","2","2","0.8","0.8","0","GOOD","73.83","5.43","14.58","101"
"429902","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-13T21:09:32.000","1819","1869","0.973","5.75","8.73","1","1","DRY","DRY","2","2","0.8","0.8","0","GOOD","73.8","5.36","14.52","101"
"440021","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-19T03:05:55.000","1737","1734","1.002","-0.25","2.33","1","1","DRY","DRY","2","2","0.8","0.8","4","GOOD","83.13","-0.6","8.12","101"
"440022","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-19T03:06:55.000","1740","1731","1.005","-0.27","2.33","1","1","DRY","DRY","2","2","0.8","0.8","4","GOOD","83.34","-0.6","8.1","101"
"440023","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-19T03:09:56.000","1750","1731","1.011","-0.35","2.27","1","1","DRY","DRY","2","2","0.8","0.8","4","GOOD","83.62","-0.69","8.02","101"
"459997","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-02-27T00:59:17.000","838","877","0.955","3.79","3.35","2","2","WT1","WT1","5","5","0.5","0.5","4","FAIR","93.53","3.53","12.62","101"
"459998","3","LAKELINE BLVD / 183 HWY SVRD","POINT (-97.8019562 30.4800491)","2022-02-27T00:59:50.000","665","418","1.594","2.45","2.17","3","3","WT2","WT2","9","9","0.4","0.4","4","FAIR","98.78","2.21","12.7","101"
"482914","3","LAKELINE BLVD / 183 HWY SVRD","POINT (-97.8019562 30.4800491)","2022-03-05T06:02:35.000","1740","1665","1.045","18.21","17.85","1","1","DRY","DRY","2","2","0.8","0.8","4","GOOD","87.33","18.11","28.76","101"
"482915","2","FM 2222 RD / LAKEWOOD DR","POINT (-97.7877274 30.3589134)","2022-03-05T06:03:35.000","1518","1529","0.993","18.97","19.15","1","1","DRY","DRY","3","3","0.7","0.7","4","GOOD","87.57","18.86","28.14","101"
"482917","3","LAKELINE BLVD / 183 HWY SVRD","POINT (-97.8019562 30.4800491)","2022-03-05T06:04:36.000","1734","1664","1.042","18.23","17.75","1","1","DRY","DRY","2","2","0.8","0.8","4","GOOD","87.47","18.09","28.74","101"
"546707","3","LAKELINE BLVD / 183 HWY SVRD","POINT (-97.8019562 30.4800491)","2022-03-23T04:41:41.000","1855","1751","1.059","9.61","7.05","1","1","DRY","DRY","2","2","0.8","0.8","4","GOOD","46.06","9.49","19.95","101"
