"warning_fo","id","occ_date","occ_time","location","x_coordinate","y_coordinate","apd_sector","councildistrict","county_desc","zip","census_tract","race_known","reason_for_stop_tcole_form","sex","apd_race","person_search_yn","search_based_on","search_found"
"Warning","201988204-23790020","2019-12-31T00:00:00.000","813","700 E WILLIAM CANNON DR","3105539","10042785","FR","Council District 2","TRAVIS COUNTY","78745",,"NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP","Moving Traffic Violation","M","W","NO = 2",,
"Warning","201988199-153212762","2019-12-31T00:00:00.000","1330","11500 BLOCK RESEARCH BLVD SVRD NB","3112252","10123820","AD","Council District 6","TRAVIS COUNTY","78759",,"NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP","Moving Traffic Violation","F","W","NO = 2",,
"Warning","201988133-459888971","2019-12-31T00:00:00.000","2058","6000 N MOPAC EXPY SB","3110677","10098307","BA","Council District 10","TRAVIS COUNTY","78731",,"NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP","Moving Traffic Violation","F","W","NO = 2",,
"Warning","201988109-459888928","2019-12-31T00:00:00.000","1022","2200 SCOFIELD RIDGE PKWY","3129317","10129523","AD","Council District 7","TRAVIS COUNTY","78727",,"NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP","Moving Traffic Violation","M","W","NO = 2",,
"Warning","201988105-459481387","2019-12-31T00:00:00.000","2133","5200 N MOPAC EXPY SVRD NB","3115838","10113779","AD","Council District 7","TRAVIS COUNTY","78759",,"NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP","Moving Traffic Violation","F","W","NO = 2",,
"Warning","201988088-459766743","2019-12-31T00:00:00.000","1335","13100 AVERY RANCH BLVD","3093992","10150568","AD","Council District 6","WILLIAMSON COUNTY","78717",,"NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP","Moving Traffic Violation","F","W","NO = 2",,
"Warning","201988087-459888816","2019-12-31T00:00:00.000","1130","600 W CESAR CHAVEZ ST / NIECES ST",,,,,,,,"NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP","Moving Traffic Violation","M","W","NO = 2",,
"Warning","201988086-459888815","2019-12-31T00:00:00.000","1132","W CESAR CHAVEZ ST / NUECES ST","3112016","10069574","GE","Council District 9","TRAVIS COUNTY","78701",,"NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP","Moving Traffic Violation","F","W","NO = 2",,
"Warning","201988085-459888814","2019-12-31T00:00:00.000","1135","W CESAR CHAVEZ ST / NUECES ST","3112016","10069574","GE","Council District 9","TRAVIS COUNTY","78701",,"NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP","Moving Traffic Violation","F","W","NO = 2",,
"Warning","201988084-459888813","2019-12-31T00:00:00.000","1138","W CESAR CHAVEZ ST / NUECES ST","3112016","10069574","GE","Council District 9","TRAVIS COUNTY","78701",,"NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP","Moving Traffic Violation","F","W","NO = 2",,
