"department_name","measure_id","measure_name","frequency","fiscal_year","actual_value","amended_value","long_term_goal","data_as_of_date","frequency_of_goal","supports_goal_value","supports_goal","dashboard_indicator_value","dashboard_indicator","legend"
"Austin Public Library","6869","Circulation per capita","Annual","2011","5.86","5.89",,"2011-09-30T00:00:00.000","Annual","1","Yes","0","No",
"Austin Public Library","6869","Circulation per capita","Annual","2012","5.97","5.85",,"2012-09-30T00:00:00.000","Annual","1","Yes","0","No",
"Austin Public Library","6869","Circulation per capita","Annual","2013","6.18","6.27",,"2013-09-30T00:00:00.000","Annual","1","Yes","0","No",
"Austin Public Library","6869","Circulation per capita","Annual","2014","6.32","6.39",,"2014-09-30T00:00:00.000","Annual","1","Yes","0","No",
"Austin Public Library","6869","Circulation per capita","Annual","2015","6.27","6.4",,"2015-09-30T00:00:00.000","Annual","1","Yes","0","No",
