"house_no","fraction","hse_suff","street_nam","street_typ","st_dir","unit_no","city","state","zip","collection_day","collection_week"
"1714",,,"SUMMIT","VW",,"UNIT 2","AUSTIN","TX","78703","FRIDAY","A"
"1714",,,"SUMMIT","VW",,"UNIT 3","AUSTIN","TX","78703","FRIDAY","A"
"1714",,,"SUMMIT","VW",,"UNIT 5","AUSTIN","TX","78703","FRIDAY","A"
"1714",,,"SUMMIT","VW",,"UNIT 6","AUSTIN","TX","78703","FRIDAY","A"
"1714",,,"SUMMIT","VW",,"UNIT 7","AUSTIN","TX","78703","FRIDAY","A"
"1714",,,"SUMMIT","VW",,"UNIT 8","AUSTIN","TX","78703","FRIDAY","A"
"1603",,,"WOODLAWN","BLVD",,"UNIT 2","AUSTIN","TX","78703","FRIDAY","A"
"2215",,,"GARDEN","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1022",,,"7TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1503",,,"WALLER","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1803",,,"14TH","ST","E","UNIT 2","AUSTIN","TX","78702","FRIDAY","A"
"2103",,,"10TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"3213",,"B","WINDSOR","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"3707",,,"WINDSOR","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"1105",,"C","9TH","ST","W",,"AUSTIN","TX","78703","FRIDAY","A"
"5006",,,"HIGHLAND","CT",,,"AUSTIN","TX","78731","FRIDAY","A"
"3507",,,"CHERRY","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"2503",,,"9TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"3316",,,"LOOKOUT","LN",,,"AUSTIN","TX","78746","FRIDAY","A"
"2709",,,"LYONS","RD",,,"AUSTIN","TX","78702","FRIDAY","A"
"2802",,,"CASTRO","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"3506",,,"WINDSOR","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"2307",,,"10TH","ST","W",,"AUSTIN","TX","78703","FRIDAY","A"
"1313",,,"GARDEN","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"34",,,"CHALMERS","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"1905",,,"9TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"81",,,"CHALMERS","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"2315",,,"PRUETT","ST",,,"AUSTIN","TX","78703","FRIDAY","A"
"1911",,,"GARDEN","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2404",,,"WILLOW","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2329",,,"CESAR CHAVEZ","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1151",,,"PERRY","RD",,,"AUSTIN","TX","78721","FRIDAY","A"
"1109",,,"GARDNER","CV",,,"AUSTIN","TX","78721","FRIDAY","A"
"1805",,,"WINSTED","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"2017",,"B","3RD","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1703",,,"WETHERSFIELD","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"2323",,,"HARTFORD","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"1113",,,"22ND 1/2","ST","W",,"AUSTIN","TX","78705","FRIDAY","A"
"1",,,"SCOTT","CRES",,,"AUSTIN","TX","78703","FRIDAY","A"
"1809",,,"16TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"2506",,"A","EXPOSITION","BLVD",,,"AUSTIN","TX","78703","FRIDAY","A"
"2105",,,"16TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1710",,,"CHESTNUT","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"1608",,,"CEDAR","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"3409",,,"MOUNT BARKER","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"2607",,,"MARIA ANNA","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"3402",,,"SOUTHILL","CIR",,,"AUSTIN","TX","78703","FRIDAY","A"
"5117",,,"VALLEY OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"2409",,,"SHARON","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"1907",,"B","13TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"4303",,,"ISLAND","AVE",,,"AUSTIN","TX","78731","FRIDAY","A"
"6216",,,"NORTHERN DANCER","DR",,,"AUSTIN","TX","78746","FRIDAY","A"
"1005",,,"WILLOW","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2907",,,"CASTRO","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"4711",,,"COLORADO","XING",,,"AUSTIN","TX","78731","FRIDAY","A"
"2114",,,"8TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"6226",,,"THURGOOD","AVE",,,"AUSTIN","TX","78721","FRIDAY","A"
"1701",,"B","FOREST","TRL",,,"AUSTIN","TX","78703","FRIDAY","A"
"1815",,,"WATERSTON","AVE",,,"AUSTIN","TX","78703","FRIDAY","A"
"1611",,,"PALMA","PLZ",,,"AUSTIN","TX","78703","FRIDAY","A"
"509",,,"BRUSHY","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"711",,,"7TH","ST","W",,"AUSTIN","TX","78701","FRIDAY","A"
"1189",,,"BRANCH","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"3217",,,"BRIDLE","PATH",,,"AUSTIN","TX","78703","FRIDAY","A"
"1138",,,"SALINA","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"6107",,,"NASHUA","CT",,,"AUSTIN","TX","78746","FRIDAY","A"
"3500",,,"LAKELAND","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"2200",,,"STAMFORD","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"4609",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"4501",,,"RIDGE OAK","DR",,"UNIT 1","AUSTIN","TX","78731","FRIDAY","A"
"5907",,,"CARRY BACK","LN",,,"AUSTIN","TX","78746","FRIDAY","A"
"4602",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"5906",,,"CARRY BACK","LN",,,"AUSTIN","TX","78746","FRIDAY","A"
"4601",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"5903",,,"CARRY BACK","LN",,,"AUSTIN","TX","78746","FRIDAY","A"
"4507",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"4417",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"4929",,"A","FM 2222","RD",,,"AUSTIN","TX","78731","FRIDAY","A"
"4929",,"B","FM 2222","RD",,,"AUSTIN","TX","78731","FRIDAY","A"
"4925",,"A","FM 2222","RD",,,"AUSTIN","TX","78731","FRIDAY","A"
"4611",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"4603",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"4600",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"4604",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"4608",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"5909",,,"CARRY BACK","LN",,,"AUSTIN","TX","78746","FRIDAY","A"
"5904",,,"CARRY BACK","LN",,,"AUSTIN","TX","78746","FRIDAY","A"
"5908",,,"CARRY BACK","LN",,,"AUSTIN","TX","78746","FRIDAY","A"
"6002",,,"CARRY BACK","LN",,,"AUSTIN","TX","78746","FRIDAY","A"
"6006",,,"CARRY BACK","LN",,,"AUSTIN","TX","78746","FRIDAY","A"
"5900",,,"CARRY BACK","LN",,,"AUSTIN","TX","78746","FRIDAY","A"
"6004",,,"CARRY BACK","LN",,,"AUSTIN","TX","78746","FRIDAY","A"
"4613",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"4605",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"4610",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"4612",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"6007",,,"CARRY BACK","LN",,,"AUSTIN","TX","78746","FRIDAY","A"
"4606",,,"RIDGE OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"4909",,"B","FM 2222","RD",,,"AUSTIN","TX","78731","FRIDAY","A"
"2317",,,"NEWFIELD","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"1404",,"B","WINDSOR","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"2400",,,"8TH","ST","W",,"AUSTIN","TX","78703","FRIDAY","A"
"1904",,"C","NUECES","ST",,,"AUSTIN","TX","78705","FRIDAY","A"
"2004",,"B","9TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1176",,"A","BEDFORD","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2930",,"A","12TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1125",,,"ALTUM","ST",,,"AUSTIN","TX","78721","FRIDAY","A"
"2410",,,"8TH","ST","W",,"AUSTIN","TX","78703","FRIDAY","A"
"5909",,,"LUX","ST",,,"AUSTIN","TX","78721","FRIDAY","A"
"1400",,,"WILLOW","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2814",,,"CASTRO","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1508",,,"HASKELL","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"3904",,,"BONNELL","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"2010",,,"HASKELL","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"3000",,,"GLEN RAE","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2203",,,"PENNSYLVANIA","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"93",,,"ROBERT T MARTINEZ","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2605",,,"SOL WILSON","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"1617",,,"10TH","ST","W",,"AUSTIN","TX","78703","FRIDAY","A"
"2907",,,"3RD","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"2007",,"A","16TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"4231",,,"WESTLAKE","DR",,"UNIT I-2","AUSTIN","TX","78746","FRIDAY","A"
"1908",,"C","2ND","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1600",,,"PEASE","RD",,"UNIT 4","AUSTIN","TX","78703","FRIDAY","A"
"1710",,,"CLIFFORD","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"2933",,,"MARTIN LUTHER KING","BLVD","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1711",,,"3RD","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"2515",,,"JANICE","DR",,,"AUSTIN","TX","78703","FRIDAY","A"
"2516",,,"SPRING","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"1206",,,"CASTLE HILL","ST",,"UNIT 2","AUSTIN","TX","78703","FRIDAY","A"
"1708",,,"6TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"3701",,,"BRIDLE","PATH",,,"AUSTIN","TX","78703","FRIDAY","A"
"1406",,"A","CHICON","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"5406",,,"COURTYARD","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"508",,,"14TH","ST","W",,"AUSTIN","TX","78701","FRIDAY","A"
"2601",,,"3RD","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1189",,,"ALAMO","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1302",,,"SINGLETON","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"2603",,,"8TH","ST","W",,"AUSTIN","TX","78703","FRIDAY","A"
"4301",,,"WATERFORD","PL",,,"AUSTIN","TX","78731","FRIDAY","A"
"809",,"B","12TH","ST","W",,"AUSTIN","TX","78701","FRIDAY","A"
"1104",,,"LAMBIE","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"3011",,,"PRADO","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2304",,,"7TH","ST","W",,"AUSTIN","TX","78703","FRIDAY","A"
"1611",,,"CANTERBURY","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1009",,,"CHERICO","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"3207",,,"THOMPSON","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2411",,,"PRUETT","ST",,,"AUSTIN","TX","78703","FRIDAY","A"
"2211",,,"HOLLY","ST",,"UNIT 2","AUSTIN","TX","78702","FRIDAY","A"
"2205",,,"WILLOW","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"709",,,"BROWNLEE","CIR",,,"AUSTIN","TX","78703","FRIDAY","A"
"1180",,,"SOL WILSON","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"1707",,,"STAMFORD","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"1401",,,"HARTFORD","RD",,"UNIT 3","AUSTIN","TX","78703","FRIDAY","A"
"2908",,"B","WINDSOR","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"2408",,,"INDIAN","TRL",,,"AUSTIN","TX","78703","FRIDAY","A"
"2307",,,"GREENLEE","DR",,,"AUSTIN","TX","78703","FRIDAY","A"
"1203","1/2",,"BAYLOR","ST",,,"AUSTIN","TX","78703","FRIDAY","A"
"1319",,,"ROSEWOOD","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"1908",,"A","2ND","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"2703",,,"McCULLOUGH","ST",,,"AUSTIN","TX","78703","FRIDAY","A"
"1704",,,"CEDAR","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"3323",,,"PERRY","LN",,,"AUSTIN","TX","78731","FRIDAY","A"
"3608",,,"LUCAS","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"1239",,"B","PARKWAY",,,,"AUSTIN","TX","78703","FRIDAY","A"
"1312",,"B","BOB HARRISON",,,,"AUSTIN","TX","78702","FRIDAY","A"
"915",,"B","BRET","LN",,,"AUSTIN","TX","78721","FRIDAY","A"
"2930",,"C","12TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"2918",,,"14TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1625",,,"10TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"2201",,,"BOWMAN","AVE",,,"AUSTIN","TX","78703","FRIDAY","A"
"1131","1/2",,"POQUITO","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"5407",,,"SCOUT ISLAND","CIR","S",,"AUSTIN","TX","78731","FRIDAY","A"
"1709",,,"SINGLETON","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"2801",,,"HILLVIEW","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"821",,,"11TH","ST","W",,"AUSTIN","TX","78701","FRIDAY","A"
"2609",,,"SOL WILSON","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"1303",,,"COTTON","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2517",,,"WINSTED","LN",,"UNIT 1B","AUSTIN","TX","78703","FRIDAY","A"
"2517",,,"WINSTED","LN",,"UNIT 2B","AUSTIN","TX","78703","FRIDAY","A"
"1505",,"A","WINDSOR","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"1505",,"C","WINDSOR","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"2610",,"B","3RD","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"2505",,,"ENFIELD","RD",,"UNIT 3-4","AUSTIN","TX","78703","FRIDAY","A"
"5912",,,"LUX","ST",,,"AUSTIN","TX","78721","FRIDAY","A"
"2014",,,"11TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1709",,,"HASKELL","ST",,"UNIT 1","AUSTIN","TX","78702","FRIDAY","A"
"1809",,,"HOLLY","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1706",,,"HOLLY","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2605",,,"WILLOW","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1180","1/2",,"SOL WILSON","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"1805",,,"FOREST","TRL",,,"AUSTIN","TX","78703","FRIDAY","A"
"1713",,"A","ENFIELD","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"2044",,,"CESAR CHAVEZ","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"2207",,,"GREENLEE","DR",,,"AUSTIN","TX","78703","FRIDAY","A"
"2205",,,"SUNNY SLOPE","DR",,,"AUSTIN","TX","78703","FRIDAY","A"
"2109",,,"HIGHGROVE","TER",,,"AUSTIN","TX","78703","FRIDAY","A"
"1706",,"B","13TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"2101",,"A","WINSTED","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"1204",,"C","SALINA","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1181",,,"COMAL","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2307",,,"11TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1914",,,"8TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1309",,,"WALNUT","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"1405",,,"ULIT","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"2702",,,"MOUNTAIN LAUREL","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"5224",,,"VALLEY OAK","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"305",,"B","13TH","ST","W",,"AUSTIN","TX","78701","FRIDAY","A"
"1708",,"D","HARVEY","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2505",,,"ENFIELD","RD",,"UNIT 3-3","AUSTIN","TX","78703","FRIDAY","A"
"1605",,,"CHESTNUT","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"4516",,,"COLORADO","XING",,,"AUSTIN","TX","78731","FRIDAY","A"
"701",,,"BAYLOR","ST",,,"AUSTIN","TX","78703","FRIDAY","A"
"1708",,,"HASKELL","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2308",,,"CANTERBURY","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"923",,,"SHADY","LN",,,"AUSTIN","TX","78702","FRIDAY","A"
"6202",,,"STILES","CV",,"UNIT 2","AUSTIN","TX","78721","FRIDAY","A"
"907",,,"GULLETT","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"3021",,,"16TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"2611",,,"2ND","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"2908",,"A","WINDSOR","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"1710",,"D","ENFIELD","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"1201",,,"ENFIELD","RD",,"UNIT 2","AUSTIN","TX","78703","FRIDAY","A"
"1207",,,"LORRAIN","ST",,"UNIT 3","AUSTIN","TX","78703","FRIDAY","A"
"1308",,,"3RD","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"3002",,,"BRIDLE","PATH",,,"AUSTIN","TX","78703","FRIDAY","A"
"5719",,,"SAM HOUSTON","CIR",,,"AUSTIN","TX","78731","FRIDAY","A"
"2806",,,"SCENIC","DR",,,"AUSTIN","TX","78703","FRIDAY","A"
"3402",,,"KAY","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1200",,,"INTERSTATE 35 FRONTAGE RD SB",,"N",,"AUSTIN","TX","78701","FRIDAY","A"
"2506",,"E","ENFIELD","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"3712",,,"STEVENSON","AVE",,,"AUSTIN","TX","78703","FRIDAY","A"
"1706",,,"WILLOW","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2517",,,"WAYMAKER","WAY",,,"AUSTIN","TX","78746","FRIDAY","A"
"1034",,,"GARDNER","RD",,"UNIT 2","AUSTIN","TX","78721","FRIDAY","A"
"2215",,,"SANTA MARIA","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2101",,,"BOWMAN","AVE",,,"AUSTIN","TX","78703","FRIDAY","A"
"2524",,,"SPRING","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"906",,,"6TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"3214",,,"STEVENSON","AVE",,,"AUSTIN","TX","78703","FRIDAY","A"
"1810",,,"MAPLE","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"2717",,,"MOUNTAIN LAUREL","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"3802",,,"EDGEMONT","DR",,,"AUSTIN","TX","78731","FRIDAY","A"
"1803",,"A","18TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1510",,,"PALMA","PLZ",,,"AUSTIN","TX","78703","FRIDAY","A"
"1306",,,"ALAMO","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1601",,"B","HOLLY","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1708",,"F","HARVEY","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1129",,"B","ALTUM","ST",,,"AUSTIN","TX","78721","FRIDAY","A"
"1111",,,"CLERMONT","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"3101",,,"PRADO","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"710",,"B","AUGUSTA","AVE",,,"AUSTIN","TX","78703","FRIDAY","A"
"3218",,,"BRIDLE","PATH",,,"AUSTIN","TX","78703","FRIDAY","A"
"1807",,,"HOLLY","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"904",,,"POSSUM TROT",,,,"AUSTIN","TX","78703","FRIDAY","A"
"1408",,,"10TH","ST","W",,"AUSTIN","TX","78703","FRIDAY","A"
"1511",,"B","10TH","ST","W",,"AUSTIN","TX","78703","FRIDAY","A"
"40",,,"ANTHONY","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"600",,"B","9TH","ST","W",,"AUSTIN","TX","78701","FRIDAY","A"
"700",,,"HIGHLAND","AVE",,,"AUSTIN","TX","78703","FRIDAY","A"
"715",,"A","BROWNLEE","CIR",,,"AUSTIN","TX","78703","FRIDAY","A"
"3019",,"C","12TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1703",,"B","WINSTED","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"3109",,,"14TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1103",,,"CONCHO","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1610",,,"HARTFORD","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"1607",,,"SANCHEZ","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"2007",,"B","WINSTED","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"1515",,,"ENFIELD","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"1510",,"A","PALMA","PLZ",,,"AUSTIN","TX","78703","FRIDAY","A"
"1201",,"A","BAYLOR","ST",,,"AUSTIN","TX","78703","FRIDAY","A"
"1111",,"A","KINGSBURY","ST",,,"AUSTIN","TX","78703","FRIDAY","A"
"2007",,,"WINSTED","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"3707",,,"BRIDLE","PATH",,"UNIT 1","AUSTIN","TX","78703","FRIDAY","A"
"2408",,,"10TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1910",,"B","11TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1619",,,"11TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"2710",,"B","BOWMAN","AVE",,,"AUSTIN","TX","78703","FRIDAY","A"
"1194",,,"COLETO","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1204",,"B","22ND","ST","W",,"AUSTIN","TX","78705","FRIDAY","A"
"2214",,,"18TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1800",,,"CEDAR","AVE",,,"AUSTIN","TX","78702","FRIDAY","A"
"2716",,,"MOUNTAIN LAUREL","LN",,,"AUSTIN","TX","78703","FRIDAY","A"
"2303",,"B","10TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1907",,"A","13TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
"1305",,"B","WALLER","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1127",,,"SALINA","ST",,,"AUSTIN","TX","78702","FRIDAY","A"
"1905",,,"McCALL","RD",,,"AUSTIN","TX","78703","FRIDAY","A"
"6003",,,"ASCOT","CV",,,"AUSTIN","TX","78746","FRIDAY","A"
"1107",,"B","22ND 1/2","ST","W",,"AUSTIN","TX","78705","FRIDAY","A"
"1621",,,"11TH","ST","E",,"AUSTIN","TX","78702","FRIDAY","A"
